id,name__en,name,image,gender,birth_date,given_name,identifier__VIAF,family_name,identifier__LCAuth,identifier__SUDOC,website,identifier__ISNI,identifier__NTA,identifier__freebase,identifier__hansard,wikipedia__en,twitter,identifier__parliamentDOTuk,name__cy,name__es,name__nl,name__fr,name__de,name__gl,wikipedia__cy,wikipedia__gl,name__fa,name__ca,wikipedia__ca,name__eu,name__br,wikipedia__br,wikipedia__eu,wikipedia__fr,wikipedia__de,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pl,name__gd,name__ko,name__ru,name__tr,name__hu,name__sco,name__scn,name__oc,name__ie,name__el,name__uk,name__cs,name__sk,wikipedia__commons,wikipedia__cs,wikipedia__el,wikipedia__es,wikipedia__gd,wikipedia__hu,wikipedia__ie,wikipedia__ko,wikipedia__pl,wikipedia__ru,wikipedia__scn,wikipedia__sco,wikipedia__simple,wikipedia__tr,wikipedia__uk,name__nds,wikipedia__nds,name__it,name__la,name__az,name__zh,wikipedia__az,wikipedia__la,wikipedia__oc,wikipedia__zh,name__vmf,identifier__BNF,wikipedia__fa,name__vi,name__id,name__ga,original_wikiname,identifier__publicwhip,name__pt,name__pcd,name__eo,last_seen,identifier__TWFY,name__mg,wikipedia__mg,name__ja,name__zh_cn,identifier__FAST,name__ro,wikipedia__ro,identifier__EuroparlMEP,identifier__journalisted,identifier__current_hansard,identifier__bbc_democracy_live,name__fi,wikipedia__fi,identifier__OLID,name__de_ch,occupation,identifier__snac,weblog,wikipedia__it,name__ar,identifier__quora,identifier__BBC_things,name__te,name__an,name__ast,name__ext,wikipedia__enwikiquote,name__zh_hant,wikipedia__cywikiquote,facebook,identifier__google_knowledge,identifier__Britannica,identifier__GND,identifier__BIBSYS,identifier__NUKAT,name__fo,name__kl,wikipedia__ms,death_date,name__ms,name__he,name__af,name__bar,name__bm,name__co,name__de_at,name__et,name__frc,name__frp,name__fur,name__gsw,name__hr,name__ia,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,identifier__LNB,name__sl,identifier__national_archives,name__bn,identifier__rush,identifier__Oxforddnb,identifier__NPG,identifier__NNDB,identifier__ne_se,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__da,wikipedia__id,wikipedia__sv,wikipedia__pt,identifier__WelshBiography,name__is,name__sr_el,identifier__welsh_assembly,honorific_suffix,wikipedia__ga,wikipedia__wuu,name__wuu,wikipedia__zh_yue,name__yue,identifier__NKC
Q4758350,Andrew R. T. Davies,Andrew R. T. Davies,https://upload.wikimedia.org/wikipedia/commons/6/66/Andrew_R._T._Davies.jpg,male,1968,Andrew,,Davies,,,https://www.andrewrtdavies.co.uk/﻿,,,,,Andrew R. T. Davies,AndrewRTDavies,,Andrew R. T. Davies,,Andrew R. T. Davies,,,,Andrew R. T. Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Andrew R. T. Davies,,,,,,,,,,,,,,,,,,,,安德魯·R·T·戴維斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agriculturer,,,,أندرو ديفيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew R. T. Davies,,,,,,,,,,,,,,,,,,,143,,,,,,,
Q4762396,Angela Burns,Angela Burns,https://upload.wikimedia.org/wikipedia/commons/3/31/Angela_Burns.jpg,female,,Angela,,Burns,,,,,,,,Angela Burns,AngelaBurnsAM,,Angela Burns,,Angela Burns,,Angela Burns,,Angela Burns,,,,,,,,,,,,,,,,,,,,Анжела Бёрнс,,,,,,,,,,,Category:Angela Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アンジェラ・バーンズ,,,,,,,,,,,,,politician,,,,أنجيلا بورنس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,,,,,
Q4766480,Ann Jones,Ann Jones,https://upload.wikimedia.org/wikipedia/commons/b/b1/Ann_Jones.jpg,female,1953-11-04,Ann,,Jones,,,,,,,,Ann Jones (politician),Ann_JonesAM,,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,Ann Jones,,آن جونز,Ann Jones,,Ann Jones,Ann Jones,,,,,,,,,,,,Ann Jones,,Энн Джонс,,Ann Jones,Ann Jones,,Ann Jones,,,,,,Category:Ann Jones (Welsh politician),,,,,,,,,,,,,,,,,Ann Jones,,,安·瓊斯,,,,,,,,Ann Jones,Ann Jones,Ann Jones,,,Ann Jones,Ann Jones,Ann Jones,,,,,,,,,,,,,,,,,,politician,,,,آن جونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ann Jones,,,,,,,,,,,,,,,,,,,161,,,,,,,
Q4775602,Antoinette Sandbach,Antoinette Sandbach,https://upload.wikimedia.org/wikipedia/commons/9/9a/Official_portrait_of_Antoinette_Sandbach_crop_2.jpg,female,1969-02-15,Antoinette,,Sandbach,,,,,,,,Antoinette Sandbach,ASandbachMP,commons/antoinette-sandbach/4506,Antoinette Sandbach,,,Antoinette Sandbach,Antoinette Sandbach,,Antoinette Sandbach,,,,,,,,,,,,,,,,,,,,,,Antoinette Sandbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アントワネット・サンドバック,,,,,,,,,,,,,politician,,,,,,,,,,,,,,antoinetteofficial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoinette Sandbach,,,,,,,,,,,,,,,,,,,407,,,,,,,
Q47995095,Jack Sargeant,Jack Sargeant,https://upload.wikimedia.org/wikipedia/commons/4/4a/Jack_Sargeant_AM_(40900021582).png,male,1994,Jack,,Sargeant,,,http://www.jacksargeant.org/,,,,,Jack Sargeant (politician),JackSargeantAM,,Jack Sargeant,,Jack Sargeant,,,,Jack Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6571,,,,,,,
Q4897688,Bethan Jenkins,Bethan Jenkins,https://upload.wikimedia.org/wikipedia/commons/f/fd/Bethan_Jenkins_2011.jpg,female,1981-12-09,Bethan,128264727,Jenkins,,18553371X,,0000 0000 8825 8612,,,,Bethan Sayed,BethanJenkins,,Bethan Jenkins,,,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,Bethan Sayed,,,Bethan Jenkins,,Bethan Jenkins,Bethan Jenkins,,,,,,,,,,,,Bethan Jenkins,,,,Bethan Jenkins,Bethan Jenkins,,Bethan Jenkins,,,,,,Category:Bethan Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,,,Bethan Jenkins,Bethan Jenkins,Bethan Jenkins,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,bethanjenkinsam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bethan Jenkins,,,,,,,,,,,,,,,,,,,159,,,,,,,
Q4963833,Brian Gibbons,Brian Gibbons,https://upload.wikimedia.org/wikipedia/commons/9/91/BrianGibbons2006.JPG,male,1950-08-25,Brian,,Gibbons,,,,,,,,Brian Gibbons (politician),,,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,Brian Gibbons,,Brian Gibbons,,,,,,,,,,,,,,,,,,,,Брайан Гиббонс,,Brian Gibbons,,,,,,,,,Category:Brian Gibbons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Gibbons,,,,,,,,,,,,,,,,,,,4385,,,,,,,
Q4963931,Brian Hancock,Brian Hancock,,male,1950-08-08,Brian,,Hancock,,,,,,,,Brian Hancock,,,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,Brian Hancock,,Brian Hancock,,,,,,,,,,,,,,,,,,,,Брайан Хэнкок,,Brian Hancock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brian Hancock,,,,,,,,,,,,,,,,,,,4479,,,,,,,
Q5004338,Byron Davies,Byron Davies,https://upload.wikimedia.org/wikipedia/commons/e/e8/Byron_Davies_-_National_Assembly_for_Wales.jpg,male,1952-09-04,Byron,,Davies,,,,,,,,Byron Davies,Byron_Davies,commons/byron-davies/4499,Byron Davies,,Byron Davies,Byron Davies,Byron Davies,,Byron Davies,,,,,,,,,,,,,,,,,,,,Байрон Дэвис,,Byron Davies,Byron Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,byrondaviesGower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Byron Davies,,,,,,,,,,,,,,,,,,,542,,,,,,,
Q5040766,Carl Sargeant,Carl Sargeant,https://upload.wikimedia.org/wikipedia/commons/5/5d/Carl_Sargeant.jpg,male,1968,Carl,3264151112571037180003,Sargeant,,,,,,,,Carl Sargeant,carlsargeant1,,Carl Sargeant,,Carl Sargeant,Carl Sargeant,Carl Sargeant,,Carl Sargeant,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,,,Category:Carl Sargeant,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,カール・サーガーント,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,114405981X,,,,,Carl Sargeant,2017-11-07,Carl Sargeant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carl Sargeant,,,,,,,,,,,,,,,,,,,178,,,,,,,
Q5052945,Catherine Thomas,Catherine Thomas,,female,1963,Catherine,,Thomas,,,,,,,,Catherine Thomas,,,Catherine Thomas,Catherine Thomas,Catherine Thomas,Catherine Thomas,Catherine Thomas,,,,,,,,,,,,,,,,,,,,,,Кэтрин Томас,,Catherine Thomas,Catherine Thomas,,,,,,,,,,,,,,,,,,,,,,,,,Catherine Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,كاثرين توماس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585,,,,,,,
Q5106591,Chris Franks,Chris Franks,,male,1951-08-02,Chris,,Franks,,,,,,,,Chris Franks,,,Chris Franks,,Chris Franks,Chris Franks,Chris Franks,,Chris Franks,,,,,,,,,,,,,,,,,,,,Крис Франкс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Franks,,,,,,,,,,,,,,,,,,,148,,,,,,,
Q5110965,Christine Chapman,Christine Chapman,https://upload.wikimedia.org/wikipedia/commons/a/ad/Christine_Chapman.jpg,female,1956-04-07,Christine,12100366,Chapman,,,,,,,,Christine Chapman,ChrisChapmanAM,,Christine Chapman,Christine Chapman,Christine Chapman,Christine Chapman,Christine Chapman,,Christine Chapman,,,,,,,,,,,,,,,,,,,,Кристине Чапман,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,
Q5111036,Christine Gwyther,Christine Gwyther,,female,1959,Christine,,Gwyther,,,,,,,,Christine Gwyther,,,Christine Gwyther,,Christine Gwyther,Christine Gwyther,Christine Gwyther,,Christine Gwyther,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Gwyther,,,,,,,,,,,,,,,,,,,259,,,,,,,
Q5111059,Christine Humphreys,Christine Humphreys,https://upload.wikimedia.org/wikipedia/commons/d/df/Official_portrait_of_Baroness_Humphreys_crop_2.jpg,female,1947-05-26,Christine,,Humphreys,,,,,,,,Christine Humphreys,,lords/baroness-humphreys/4300,Christine Humphreys,,Christine Humphreys,Christine Humphreys,"Christine Humphreys, Baroness Humphreys",,,,,,,,,,,,"Christine Humphreys, Baroness Humphreys",,,,,,,,,,,,Christine Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christine Humphreys,,,,,,,,,,,,,,,,,,,4560,,,,,,,
Q5225067,Darren Millar,Darren Millar,https://upload.wikimedia.org/wikipedia/commons/e/ea/Darren_Millar.jpg,male,1976,Darren,,Millar,,,,,,,,Darren Millar,DarrenMillarAM,,Darren Millar,,Darren Millar,Darren Millar,Darren Millar,,Darren Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Darren Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,达伦·米拉尔,,,,,,,,,,,,politician,,,,,,,,,,,,達倫·米拉爾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darren Millar,,,,,,,,,,,,,,,,,,,171,,,,,,,
Q5236695,David Lloyd,David Lloyd,https://upload.wikimedia.org/wikipedia/commons/e/ec/Dai_Lloyd_AM_(28170816265).jpg,male,1956-12-02,David,,Lloyd,,,,,,,,David Lloyd (Welsh politician),DaiLloydSwansea,,David Lloyd,David Lloyd,David Lloyd,David Lloyd,David Lloyd,,David Lloyd (gwleidydd),,,,,,,,,,,,,,,,,,,,Дэвид Ллойд,,David Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,دايفيد لويد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Lloyd,,,,,,,,,,,,,,,,,,,167,,,,,,,
Q5237493,David Melding,David Melding,https://upload.wikimedia.org/wikipedia/commons/f/f0/David_Melding_AM.jpg,male,1962-08-28,David,41551991,Melding,,,,0000 0000 4905 3286,,,,David Melding,DavidMeldingAM,,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,David Melding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:David Melding,,,,,,,,,,,,,,,,,,,,大衛·茂丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,,,,,,
Q5254977,Delyth Evans,Delyth Evans,,female,1958-03-17,Delyth,,Evans,,,,,,,,Delyth Evans,,,Delyth Evans,Delyth Evans,Delyth Evans,Delyth Evans,Delyth Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4558,,,,,,,
Q5257685,Denise Idris Jones,Denise Idris Jones,,female,1950,Denise,,Jones,,,,,,,,Denise Idris Jones,,,Denise Idris Jones,Denise Idris Jones,Denise Idris Jones,,Denise Idris Jones,,Denise Idris Jones,,,,,,,,,,,,,,,,,,,,,,Denise Idris Jones,,,,,,,,,,,,,,,,,,,,,,,,,,Denise Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,دينيسي جونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488,,,,,,,
Q5346948,Edwina Hart,Edwina Hart,https://upload.wikimedia.org/wikipedia/commons/8/82/Edwina_Hart.jpg,female,1957-04-26,Edwina,63834552,Hart,,,,,,/m/0bw93j,,Edwina Hart,,,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,Edwina Hart,,Edwina Hart,,,,,,,,,,,,,,,,,,,,,,Edwina Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edwina Hart,,,,,,,,,,,,,,,,,,,155,,,,,,,
Q5354231,Eleanor Burnham,Eleanor Burnham,"https://upload.wikimedia.org/wikipedia/commons/5/5c/Democracy_Day_in_Ysgol_Dyffryn_Nantlle,_Penygroes,_Gwynedd_(cropped).jpg",female,,Eleanor,,Burnham,,,,,,,,Eleanor Burnham,Burnham_eleanor,,Eleanor Burnham,Eleanor Burnham,Eleanor Burnham,,Eleanor Burnham,,Eleanor Burnham,,,,,,,,,,,,,,,,,,,,Элеанор Бёрнем,,Eleanor Burnham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eleanor Burnham,,,,,,,,,,,,,,,,,,,134,,,,,,,
Q5361084,Elin Jones,Elin Jones,https://upload.wikimedia.org/wikipedia/commons/b/be/Elin_Jones_AM_(27889497280).jpg,female,1966-09-01,Elin,21912192,Jones,no2007012364,,,,,/m/0c0v6n,,Elin Jones,ElinCeredigion,,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,Elin Jones,,,Elin Jones,Elin Jones,Elin Jones,Elin Jones,,,,,,,,,,,,Elin Jones,,Элин Джонс,,,Elin Jones,,Elin Jones,,,,,,Category:Elin Jones,,,,,,,,,,,,,,,,,Elin Jones,,,艾琳·瓊斯,,,,,,,,Elin Jones,Elin Jones,Elin Jones,,,Elin Jones,Elin Jones,Elin Jones,,,,,,,,,,,,,,,,,,politician,,https://elinceredigion.wordpress.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,
Q5367919,Eluned Parrott,Eluned Parrott,https://upload.wikimedia.org/wikipedia/commons/6/60/Eluned_Parrott_(6324905297).jpg,female,1974,Eluned,,Parrott,,,,,,,,Eluned Parrott,Eluned_Parrott,,Eluned Parrott,Eluned Parrott,,Eluned Parrott,Eluned Parrott,,Eluned Parrott,,,,,,,,,,,,,,,,,,,,,,,Eluned Parrott,,Eluned Parrott,,,,,,Category:Eluned Parrott,,,,,,,,,,,,,,,,,Eluned Parrott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eluned Parrott,,,,,,,,,,,,,,,,,,,480,,,,,,,
Q544524,Brynle Williams,Brynle Williams,,male,1949-01-09,Brynle,,Williams,,,http://www.brynlewilliams.com/,,,/m/02phnws,,Brynle Williams,,,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,Brynle Williams,,Brynle Williams,,,,,,,,,,Brynle Williams,,,,,,,,,,,,Brynle Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brynle Williams,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,2011-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brynle Williams,,,,,,,,,,,,,,,Brynle Williams,,,,4563,,,,,,,
Q5522883,Gareth Jones,Gareth Jones,,male,1939-05-14,Gareth,90717103,Jones,n77004104,028580974,,0000 0001 2030 4587,075014866,,,Gareth Jones (politician),,,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,Gareth Jones,,Gareth Jones (gwleidydd),,,,,,,,,,,,,,,,,,,,Гарет Джонс,,Gareth Jones,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Jones,,,,,,,,,120388099,,,,,,,,,,,,,,,,1436345,,,,,,,,,OL440102A,,politician,,,,غاريث جونز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Jones,,,,,,,,,,,,,,,,,,,4464,,,,,,,xx0021030
Q5548808,Geraint Davies,Geraint Davies,https://upload.wikimedia.org/wikipedia/commons/9/95/Official_portrait_of_Geraint_Davies_crop_3.jpg,male,1948-12-01,Geraint,,Davies,,,,,,,,Geraint Davies (Plaid Cymru politician),,,Geraint Davies,Geraint Davies,Geraint Davies,Geraint Davies,Geraint Davies,,Geraint Davies,,,,,,,,,,,,,,,,,,,,,,Geraint Davies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,,,,,,,
Q5660402,Kirsty Williams,Kirsty Williams,https://upload.wikimedia.org/wikipedia/commons/4/42/Kirsty_Williams_2011.jpg,female,1971-03-19,Kirsty,90505796,Williams,no2009085299,,http://www.kirstywilliams.org.uk/,,,/m/073h3y,,Kirsty Williams,Kirsty_Williams,,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,Kirsty Williams,,Kirsty Williams,,,,,,,,,,,,,,,Kirsty Williams,Kirsty Williams,,,,,,Kirsty Williams,,,,,,,,,Category:Kirsty Williams,,,,,,,,,,,,,,,,,,,,科斯蒂·威廉姆斯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirsty Williams,,,,,,,,,,,,,,,,,,,184,,,,,,,
Q575027,Mark Reckless,Mark Reckless,https://upload.wikimedia.org/wikipedia/commons/a/a2/Mark_Reckless_AM_(27889492560).jpg,male,1970-12-06,Mark,,Reckless,,,http://www.markreckless.com,,,/m/0bwhsmt,,Mark Reckless,MarkReckless,commons/mark-reckless/4049,,Mark Reckless,Mark Reckless,Mark Reckless,Mark Reckless,,,,,,,,,,,Mark Reckless,,,,,Mark Reckless,,,,,,,,Mark Reckless,,,,,,,,,Category:Mark Reckless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,マーク・レックレス,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mark Reckless,,,,,,,,,,,,,,,,,,,5227,,,,,,,
Q5951262,Huw Lewis,Huw Lewis,https://upload.wikimedia.org/wikipedia/commons/b/b4/Huw_Lewis.jpg,male,1964-01-17,Huw,19503394,Lewis,,,,,,,,Huw Lewis,HuwLewis,,Huw Lewis,Huw Lewis,,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,,,Huw Lewis,,Huw Lewis,Huw Lewis,,,,,Huw Lewis,Huw Lewis,Huw Lewis,Huw Lewis,,,,Huw Lewis,,,,Huw Lewis,Huw Lewis,,Huw Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huw Lewis,Huw Lewis,Huw Lewis,,,Huw Lewis,Huw Lewis,Huw Lewis,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huw Lewis,,,,,,,,,,,,,,,,,,,166,,,,,,,
Q6069080,Irene James,Irene James,,female,1952,Irene,,James,,,,,,,,Irene James,,,Irene James,,Irene James,Irene James,Irene James,,Irene James,,,,,,,,,,,,,,,,,,,,Ирен Джеймс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584,,,,,,,
Q6152128,Jane Davidson,Jane Davidson,https://upload.wikimedia.org/wikipedia/commons/2/27/Jane_Davidson.jpg,female,1957-03-19,Jane,70892994,Davidson,nb2001023554,,,,,,,Jane Davidson,JaneBryngwyn,,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,Jane Davidson,,Jane Davidson,,,,,,,,,,,,,,,,,,,,Джейн Дэвидсон,,Jane Davidson,,,,,,,,,,,,Jane Davidson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Davidson,,,,,,,,,,,,,,,,,,,4515,,,,,,,
Q6152404,Jane Hutt,Jane Hutt,https://upload.wikimedia.org/wikipedia/commons/d/d7/Jane_Hutt.jpg,female,1949-12-15,Jane,,Hutt,,,,,,,,Jane Hutt,JaneHutt,,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,,Jane Hutt,,,,,,,,,,,Jane Hutt,Jane Hutt,Jane Hutt,Jane Hutt,,,,,,,,Jane Hutt,,,,,,,,,Category:Jane Hutt,,,,,,,,,,,,,,,,,,,,珍·赫特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jane Hutt,,,,,,,,,,,,,,,,,,,156,,,,,,,
Q6153289,Janet Davies,Janet Davies,,female,1938-05-29,Janet,,Davies,,,,,,,,Janet Davies (Welsh politician),,,Janet Davies,Janet Davies,Janet Davies,Janet Davies,Janet Davies,,Janet Davies,,,,,,,,,,,,,,,,,,,,Джанет Дейвис,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL4927492A,,politician,,,,جانيت ديفيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842,,,,,,,
