id,name__es,name__en,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__fr,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,twitter,name__uk,name__gl,name__fa,name__pt,name__zh,wikipedia__de,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__pt,wikipedia__uk,identifier__freebase,name__it,wikipedia__commons,wikipedia__nl,facebook,name__br,name__ca,name__co,name__cs,name__cy,name__eo,name__et,name__eu,name__fi,name__hr,name__lt,name__lv,name__oc,name__pcd,name__pl,name__ro,name__sk,name__sr_el,name__tr,name__vec,name__vi,name__vls,name__vo,name__wa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ru,name__id,name__ja,name__mr,name__ar,name__mg,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__lt,wikipedia__mg,wikipedia__mr,wikipedia__no,wikipedia__pl,wikipedia__ru,wikipedia__sv,wikipedia__zh,name__ast,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__el,family_name,wikipedia__eswikiquote,wikipedia__eswikisource,identifier__FAST,name__he,wikipedia__cs,wikipedia__eo,wikipedia__he,wikipedia__simple,wikipedia__tr,death_date,name__sw,wikipedia__sw,name__la,wikipedia__la,wikipedia__oc,name__af,name__an,name__bar,name__bs,name__eml,name__fo,name__frr,name__gsw,name__is,name__lb,name__min,name__nds,name__pt_br,name__rm,name__sco,name__sh,name__sl,name__sq,identifier__google_knowledge,name__en_ca,name__en_gb,identifier__ISNI,identifier__SBN_it,website,identifier__NTA,wikipedia__sl,name__be,wikipedia__eu,identifier__BNE,instagram,name__hy,occupation,name__sr_ec,name__bg,name__sr,wikipedia__bg,wikipedia__ptwikiquote,wikipedia__sr,identifier__IMDB,identifier__MusicBrainz,identifier__AlloCine,identifier__Munzinger,identifier__GNC,identifier__moviemeter,identifier__discogs,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,second_surname,identifier__snac,wikipedia__eswikinews,identifier__quora,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pms,name__prg,name__rgn,name__sc,name__scn,name__vmf,name__wo,name__zu,identifier__bna,identifier__ssrn,identifier__cinenacional,name__gn,wikipedia__sk,identifier__ATP,identifier__ITF,linkedin,identifier__youtube,wikipedia__tg,name__tg,identifier__Britannica,married_name,wikipedia__plwikiquote,identifier__BIBSYS,identifier__NUKAT,identifier__CANTIC,identifier__LNB,identifier__argentine_senate,pseudonym,name__lfn,wikipedia__ast,wikipedia__vi,wikipedia__hy,name__ka,wikipedia__ka,identifier__argentine_deputies,identifier__google_scholar,identifier__ORCID
Q27306974,Gabriela Romina Albornoz,Gabriela Romina Albornoz,Gabriela Romina Albornoz,,,https://upload.wikimedia.org/wikipedia/commons/3/35/Gabriela_Romina_Albornoz.png,female,,Gabriela,,Gabriela Romina Albornoz,Gabriela Romina Albornoz,,Gabriela Romina Albornoz,,,,,,,,,,,,,,,,,,,,,,,Gabriela Romina Albornoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Romina Albornoz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Romina Albornoz,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,galbornoz,,
Q27307210,Gustavo Héctor Arrieta,Gustavo Héctor Arrieta,Gustavo Héctor Arrieta,,,,male,1965-06-01,Gustavo,,Gustavo Héctor Arrieta,Gustavo Héctor Arrieta,,Gustavo Héctor Arrieta,,,,,,,,,,,,,,,,,,,,,,,Gustavo Héctor Arrieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Héctor Arrieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustavo Héctor Arrieta,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,garrieta,,
Q27307685,Brenda Lis Austin,Brenda Lis Austin,Brenda Lis Austin,,,,female,1981-10-11,Brenda,,Brenda Lis Austin,Brenda Lis Austin,,,,,,,,,,,,,,,,,,,,,,,,,Brenda Lis Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brenda Lis Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brenda Lis Austin,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baustin,,
Q27308652,Alonso Horacio Fernando,Alonso Horacio Fernando,Alonso Horacio Fernando,,,,male,,Alonso,,Alonso Horacio Fernando,Alonso Horacio Fernando,,Alonso Horacio Fernando,,,,,,,,,,,,,,,,,,,,,,,Alonso Horacio Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alonso Horacio Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alonso Horacio Fernando,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,halonso,,
Q280765,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,https://upload.wikimedia.org/wikipedia/commons/d/d5/Agustín_Calleri_2018_(cropped).jpg,male,1976-09-14,Agustín,,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,Agustín Calleri,,,,آگوستین کالری,Agustín Calleri,阿古斯丁·卡萊里,Agustín Calleri,آگوستین کالری,Agustín Calleri,,Agustín Calleri,,/m/07k71b,Agustín Calleri,Category:Agustín Calleri,Agustín Calleri,,,Agustín Calleri,,Agustín Calleri,,,,,Agustín Calleri,,,,,,Agustín Calleri,,Agustín Calleri,,,,,,,,,,,,,,,"Кальери, Агустин",,アグスティン・カレリ,ऑगुस्तिन कॅलेरी,أجوستين كاليري,,أجوستين كاليري,,Agustín Calleri,Agustín Calleri,Agustín Calleri,,Agustín Calleri,アグスティン・カレリ,,,,ऑगुस्तिन कॅलेरी,,Agustín Calleri,"Кальери, Агустин",,阿古斯丁·卡萊里,Agustín Calleri,,,,,,,Calleri,,,,,Agustín Calleri,,,,,,,,,,,,,,,,,,,,,,,Agustín Calleri,,,,Agustín Calleri,,,Agustín Calleri,Agustín Calleri,,,,,,,,,,,tennis player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agustín Calleri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agustín Calleri,,,,,,,,,,,,,,,,,,,,,,,,
Q2843155,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,,Carlos Kunkel,https://upload.wikimedia.org/wikipedia/commons/d/d1/Carlos_Kunkel.jpg,male,1945-11-06,Carlos papa de julio,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,Carlos Kunkel,,,Carlos Kunkel,,,,,,,,,,,,,,,,Carlos Kunkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Kunkel,,,,,,,Kunkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Kunkel,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ckunkel,,
Q28736720,Andrés Ernesto Guzmán,Andrés Ernesto Guzmán,Andrés Ernesto Guzmán,,,https://upload.wikimedia.org/wikipedia/commons/6/69/Andreeguz.png,male,"",Andrés,,Andrés Ernesto Guzmán,Andrés Ernesto Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Ernesto Guzmán,,,Andrés Ernesto Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Ernesto Guzmán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Ernesto Guzmán,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Ernesto Guzmán,,,,,,,,,,,,,,,,,,,,,,,aguzman,,
Q28865307,Veronica Carolina Couly,Veronica Couly,Veronica Carolina Couly,,,,female,,Veronica,,Veronica Couly,Veronica Couly,,,,,,,,,,,,,,,,,,,,,,,,,Veronica Couly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronica Carolina Couly,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vcouly,,
Q28865310,Orieta Cecilia Vera Gonzalez,Orieta Cecilia Vera Gonzalez,Orieta Cecilia Vera Gonzalez,,,,female,,,,Orieta Cecilia Vera Gonzalez,Orieta Cecilia Vera Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,Orieta Cecilia Vera Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orieta Cecilia Vera Gonzalez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orieta Cecilia Vera Gonzalez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,overag,,
Q2918563,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,https://upload.wikimedia.org/wikipedia/commons/8/84/Margarita_Stolbizer.png,female,1955-03,Margarita,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,stolbizer,,Margarita Stolbizer,مارگاریتا استولبیزر,Margarita Stolbizer,瑪格麗塔·斯托比則,,مارگاریتا استولبیزر,Margarita Stolbizer,Margarita Stolbizer,Margarita Stolbizer,,/m/06wbj3z,,Category:Margarita Stolbizer,Margarita Stolbizer,Stolbizer,,Margarita Stolbizer,,,,,,,,,,,,,,,,,,,Margarita Stolbizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarita Stolbizer,667149068394365730003,,no2017035708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarita Stolbizer,,,,Margarita Stolbizer,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margarita Stolbizer,,,,mstolbizer,,
Q3048310,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,https://upload.wikimedia.org/wikipedia/commons/d/db/Brizuela_del_Moral.jpg,male,1944-08-20,Eduardo,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,Eduardo Brizuela del Moral,,,,,,,Eduardo Brizuela del Moral,,Eduardo Brizuela del Moral,,,,Eduardo Brizuela del Moral,,,,/m/0fgbkj,Eduardo Brizuela del Moral,Category:Eduardo Brizuela del Moral,,,,Eduardo Brizuela del Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Brizuela del Moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Brizuela del Moral,,,,Eduardo Brizuela del Moral,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebrizueladelmoral,,
Q3052342,Nilda Garré,Nilda Celia Garré,Nilda Garré,Nilda Garré,Nilda Garré,https://upload.wikimedia.org/wikipedia/commons/f/f8/Nilda_Garré.jpg,female,1945-11-03,Nilda,,Nilda Garré,Nilda Garré,Nilda Garré,Nilda Garré,Nilda Garré,Nilda Garré,Nilda Garré,Nilda Garré,nilda_garre,,,,Nilda Garré,,,,Nilda Garré,,Nilda Garré,,/m/0b_kz7,,Category:Nilda Garré,,,,Nilda Garré,,,,,,,,,,,,,,,,,,,Nilda Garré,,,,,,,,,,,,Nilda Garré,ニルダ・ガルレ,,,,,,,,,Nilda Garré,,,,,,,,,,Nilda Garré,,Nilda Garré,,,,,,,,Nilda Garré,,,,,,,,,,,,,,,,,,,,,,,,,,,Nilda Garré,,,,Nilda Garré,,,,,,,,,Nilda Garré,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nilda Garré,Nilda Garré,,,,ngarre,,
Q3071423,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,https://upload.wikimedia.org/wikipedia/commons/6/64/Francisco_de_Narvaez.jpg,male,1953-09-22,Francisco,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,Francisco de Narváez,,,,,,,,,,,,,Francisco de Narváez,,,,,,Category:Francisco de Narváez,,,,Francisco de Narváez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco de Narváez,,,,,,,,,,,,,,,,,,,,Franciscus de Narváez,Franciscus de Narváez,,,,,,,,,,,,,,,,,,Francisco de Narváez,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q312505,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,https://upload.wikimedia.org/wikipedia/commons/d/d6/Héctor_Baldassi.png,male,1966-01-05,Héctor,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,,,Héctor Baldassi,هکتور بالداسی,Héctor Baldassi,埃克托·巴尔达斯,Héctor Baldassi,هکتور بالداسی,Héctor Baldassi,,Héctor Baldassi,,/m/04gq5xd,Héctor Baldassi,,Héctor Baldassi,,,Héctor Baldassi,,,,,,,Héctor Baldassi,,Héctor Baldassi,,,,Héctor Baldassi,,,,,,,,,,埃克托·巴尔达斯,埃克托·巴爾達斯,埃克托·巴爾達斯,埃克托·巴尔达斯,埃克托·巴尔达斯,埃克托·巴爾達斯,엑토르 발다시,Эктор Бальдасси,Héctor Baldassi,エクトル・バルダッシ,हेक्टर बाल्दासी,هيكتور بالداسي,Héctor Baldassi,هيكتور بالداسي,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,Héctor Baldassi,エクトル・バルダッシ,엑토르 발다시,Héctor Baldassi,Héctor Baldassi,हेक्टर बाल्दासी,Héctor Baldassi,Héctor Baldassi,"Бальдасси, Эктор",Héctor Baldassi,埃克托·巴尔达斯,Héctor Baldassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Baldassi,,,,Héctor Baldassi,,,,,,,,,,,,,,,association football referee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hbaldassi,,
Q32249562,Nathalia González Seligra,Nathalia González Seligra,Nathalia González Seligra,,,,female,,,,Nathalia González Seligra,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalia González Seligra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalia González Seligra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nathalia González Seligra,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ngonzalezs,,
Q33296854,Alejandra Rodenas,Alejandra Rodenas,Alejandra Rodenas,,Alejandra Rodenas,https://upload.wikimedia.org/wikipedia/commons/c/cb/Alejandra_Rodenas_Diputada.png,female,1963-09-26,Alejandra,,Alejandra Rodenas,Alejandra Rodenas,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Rodenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Rodenas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra Rodenas,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arodenas,,
Q33297240,Paula Mariana Oliveto Lago,Paula Mariana Oliveto Lago,Paula Mariana Oliveto Lago,,Paula Oliveto,https://upload.wikimedia.org/wikipedia/commons/7/7f/Paula_Mariana_Oliveto_Lago.png,female,1973-02-10,Paula,,Paula Mariana Oliveto Lago,Paula Oliveto,,,,,,,,,,,,,,,,,,,,,,,,,Paula Mariana Oliveto Lago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paula Mariana Oliveto Lago,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polivetol,,
Q34207613,Fernanda Vallejos,Fernanda Vallejos,Fernanda Vallejos,,Fernanda Vallejos,https://upload.wikimedia.org/wikipedia/commons/b/bb/Fernanda_Vallejos.png,female,1979-03-09,Fernanda,,Fernanda Vallejos,Fernanda Vallejos,,,,,,,,,,,,,,,,,,,,,Category:Fernanda Vallejos,,,,Fernanda Vallejos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernanda Vallejos,,,,,,,Vallejos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernanda Vallejos,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mvallejos,,
Q3479675,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,https://upload.wikimedia.org/wikipedia/commons/2/22/Sergio_Massa.jpg,male,1972-04-28,Sergio,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,Sergio Massa,sergiomassa,Серхіо Томас Масса,Sergio Massa,سرخیو ماسا,Sergio Massa,塞爾吉奧·馬薩,Sergio Massa,سرخیو ماسا,Sergio Massa,Sergio Massa,Sergio Massa,Серхіо Томас Масса,/m/05h50hl,Sergio Massa,Category:Sergio Massa,,SergioMassaOK,,Sergio Massa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Massa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Massa,,,,Sergio Massas,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio-Massa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,smassa,,
Q37006507,Martín Grande,Martín Grande,Martín Grande,,Martín Grande,https://upload.wikimedia.org/wikipedia/commons/a/a6/Martín_Grande.png,male,"",Martín,,Martín Grande,Martín Grande,,,,,,,,,,,,,,,,,,,,,,,,,Martín Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martín Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martín Grande,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mgrande,,
Q3754443,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,https://upload.wikimedia.org/wikipedia/commons/8/87/Axel_perfil.jpg,male,1971-09-25,Axel,,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Axel Kicillof,Kicillofok,,Axel Kicillof,,Axel Kicillof,,,,Axel Kicillof,,Axel Kicillof,,/m/0y7x74l,,Category:Axel Kicillof,,,,Axel Kicillof,,,,,,Axel Kicillof,,,,,,,,,,,,,,,,,阿克塞尔·基西洛夫,阿克塞爾·基西洛夫,,阿克塞尔·基西洛夫,,,,,,,,,,,,,,,,,,,,,,,,,,,Axel Kicillof,6746273,1139860593,n2001109733,,,,,Axel Kicillof,,,,,,,,,,,,Axel Kicillof,Axel Kicillof,,,,,,,,,,,,,,Axel Kicillof,,,,Axel Kicillof,,,,,0000 0000 4793 5592,,http://axelkicillof.com.ar/,,,,Axel Kicillof,,kicillofok,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,akicillof,,
Q4122381,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,https://upload.wikimedia.org/wikipedia/commons/b/b6/Luis_Beder_Herrera.jpg,male,1951-05-26,Luis,,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,Luis Beder Herrera,,,,,,,,,,,,,,,Category:Luis Beder Herrera,,,,Luis Beder Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Beder Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Beder Herrera,,,Luis Beder Herrera,Luis Beder Herrera,,,,,,Луіс Бедэр Эрэра,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lherrera,,
Q4137510,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,https://upload.wikimedia.org/wikipedia/commons/3/33/9_de_julio_2008_(15).jpg,male,1949-12-04,José Luis,,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,José Luis Gioja,joseluisgioja,,,,,何塞·路易斯·喬亞,,,,,,,/m/0fw8ly,,Category:José Luis Gioja,,joseluisgioja,,José Luis Gioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Luis Gioja,,,,,,,,,,,,,,,,José Luis Gioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Luis Gioja,,,José Luis Gioja,José Luis Gioja,,,http://www.joseluisgioja.com,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jgioja,,
Q41555861,Alicia Irma Besada,Alicia Irma Besada,Alicia Irma Besada,,,,female,,Alicia,,Alicia Irma Besada,,,,,,,,,,,,,,,,,,,,,,,,,,Alicia Irma Besada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alicia Irma Besada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alicia Irma Besada,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abesada,,
Q41555885,Ana Isabel Copes,Ana Isabel Copes,Ana Isabel Copes,,,,female,,Ana Isabel,,Ana Isabel Copes,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Isabel Copes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Isabel Copes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Isabel Copes,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,acopes,,
Q41555886,Eduardo Raul Conesa,Eduardo Raul Conesa,Eduardo Raul Conesa,,,,male,,Eduardo,,Eduardo Raul Conesa,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Raul Conesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Raul Conesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Raul Conesa,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,econesa,,
Q41555890,Federico Augusto Masso,Federico Augusto Masso,Federico Augusto Masso,,,,male,,Federico,,Federico Augusto Masso,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Augusto Masso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Augusto Masso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Augusto Masso,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fmasso,,
Q41555893,Graciela Cousinet,Graciela Cousinet,Graciela Cousinet,,,,female,,,,Graciela Cousinet,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Cousinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Cousinet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graciela Cousinet,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gcousinet,,
