id,name,sort_name,district,mandate_start,mandate_end,party,term,source,image,phone,email,end_date,start_date
aciciliani,Alicia Mabel Ciciliani,"Ciciliani, Alicia Mabel",Santa Fe,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/aciciliani/,"","","",,
lcigogna,Luis Francisco Jorge Cigogna,"Cigogna, Luis Francisco Jorge",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lcigogna/,"","","",,
mcleri,Marcos Cleri,"Cleri, Marcos",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mcleri/,"","","",,2015-12-10
mcloss,Maurice Fabian Closs,"Closs, Maurice Fabian",Misiones,2015-12-10,2019-12-09,FRENTE DE LA CONCORDIA MISIONERO,133,http://www.hcdn.gob.ar/diputados/mcloss/,"","","",,2015-12-10
econesa,Eduardo Raul Conesa,"Conesa, Eduardo Raul",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/econesa/,"","","",,
dconti,Diana Beatriz Conti,"Conti, Diana Beatriz",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/dconti/,"","","",,
acopes,Ana Isabel Copes,"Copes, Ana Isabel",Santa Fe,2013-12-10,2017-12-09,DEMOCRATA PROGRESISTA,133,http://www.hcdn.gob.ar/diputados/acopes/,"","","",,
ecosta,Eduardo Raul Costa,"Costa, Eduardo Raul",Santa Cruz,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/ecosta/,"","","",,
gcousinet,Graciela Cousinet,"Cousinet, Graciela",Mendoza,2013-12-10,2017-12-09,LIBRES DEL SUR,133,http://www.hcdn.gob.ar/diputados/gcousinet/,"","","",,
mcremer,Maria Cristina Cremer De Busti,"Cremer De Busti, Maria Cristina",Entre Rios,2013-12-10,2017-12-09,UNION POR ENTRE RIOS,133,http://www.hcdn.gob.ar/diputados/mcremer/,"","","",,
jdagostino,Jorge Marcelo D'agostino,"D'agostino, Jorge Marcelo",Entre Rios,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jdagostino/,"","","",,
hdaer,Hector Ricardo Daer,"Daer, Hector Ricardo",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/hdaer/,"","","",,
jdavid,Nestor Javier David,"David, Nestor Javier",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/jdavid/,"","","",,2015-12-10
jdemendiguren,Jose Ignacio De Mendiguren,"De Mendiguren, Jose Ignacio",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/jdemendiguren/,"","","",,
edepedro,Eduardo Enrique De Pedro,"De Pedro, Eduardo Enrique",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/edepedro/,"","","",,2015-12-10
ldeponti,Lucila Maria De Ponti,"De Ponti, Lucila Maria",Santa Fe,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/ldeponti/,"","","",,2015-12-10
jdevido,Julio De Vido,"De Vido, Julio",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdevido/,"","","",,2015-12-10
edepetri,Edgardo Fernando Depetri,"Depetri, Edgardo Fernando",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/edepetri/,"","","",,
ddistefano,Daniel Di Stefano,"Di Stefano, Daniel",Misiones,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ddistefano/,"","","",,2015-12-10
jditullio,Juliana Di Tullio,"Di Tullio, Juliana",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jditullio/,"","","",,
jdiazr,Juan Carlos Diaz Roig,"Diaz Roig, Juan Carlos",Formosa,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jdiazr/,"","","",,
jdindart,Julian Dindart,"Dindart, Julian",Corrientes,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/jdindart/,"","","",,2015-12-10
cdonate,Claudio Martin Doñate,"Doñate, Claudio Martin",Rio Negro,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cdonate/,"","","",,2015-12-10
vdondap,Victoria Analia Donda Perez,"Donda Perez, Victoria Analia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,LIBRES DEL SUR,133,http://www.hcdn.gob.ar/diputados/vdondap/,"","","",,2015-12-10
gdurandc,Guillermo Mario Durand Cornejo,"Durand Cornejo, Guillermo Mario",Salta,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/gdurandc/,"","","",,
ldure,Lucila Beatriz Dure,"Dure, Lucila Beatriz",Formosa,2013-12-10,2017-12-09,PARTIDO SOCIALISTA,133,http://www.hcdn.gob.ar/diputados/ldure/,"","","",,
aechegaray,Alejandro Carlos Augusto Echegaray,"Echegaray, Alejandro Carlos Augusto",Buenos Aires,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/aechegaray/,"","","",,2015-12-10
mehcosor,Maria Azucena Ehcosor,"Ehcosor, Maria Azucena",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mehcosor/,"","","",,
gestevez,Gabriela Beatriz Estevez,"Estevez, Gabriela Beatriz",Cordoba,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/gestevez/,"","","",,2015-12-10
efabiani,Eduardo Alberto Fabiani,"Fabiani, Eduardo Alberto",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,133,http://www.hcdn.gob.ar/diputados/efabiani/,"","","",,
gfernandezm,Gustavo Rodolfo Fernandez Mendia,"Fernandez Mendia, Gustavo Rodolfo",La Pampa,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gfernandezm/,"","","",,
aferreyra,Araceli Ferreyra,"Ferreyra, Araceli",Corrientes,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/aferreyra/,"","","",,2015-12-10
sfrana,Silvina Patricia Frana,"Frana, Silvina Patricia",Santa Fe,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/sfrana/,"","","",,2015-12-10
jfranco,Jorge Daniel Franco,"Franco, Jorge Daniel",Misiones,2015-12-10,2019-12-09,FRENTE DE LA CONCORDIA MISIONERO,133,http://www.hcdn.gob.ar/diputados/jfranco/,"","","",,2015-12-10
ffurlan,Francisco Abel Furlan,"Furlan, Francisco Abel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ffurlan/,"","","",,2015-12-10
agaillard,Ana Carolina Gaillard,"Gaillard, Ana Carolina",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/agaillard/,"","","",,
mgallardo,Miriam Graciela Gallardo,"Gallardo, Miriam Graciela",Tucuman,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgallardo/,"","","",,
mgarcia,Maria Teresa Garcia,"Garcia, Maria Teresa",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgarcia/,"","","",,
ngarre,Nilda Celia Garre,"Garre, Nilda Celia",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ngarre/,"","","",,2015-12-10
fgarreton,Facundo Garreton,"Garreton, Facundo",Tucuman,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/fgarreton/,"","","",,2015-12-10
ygayol,Yanina Celeste Gayol,"Gayol, Yanina Celeste",Entre Rios,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ygayol/,"","","",,2015-12-10
lgervasoni,Lautaro Gervasoni,"Gervasoni, Lautaro",Entre Rios,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lgervasoni/,"","","",,
pgimenez,Patricia Viviana Gimenez,"Gimenez, Patricia Viviana",Mendoza,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/pgimenez/,"","","",,
jgioja,Jose Luis Gioja,"Gioja, Jose Luis",San Juan,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jgioja/,"","","",,2015-12-10
dgiustozzi,Ruben Dario Giustozzi,"Giustozzi, Ruben Dario",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,133,http://www.hcdn.gob.ar/diputados/dgiustozzi/,"","","",,
hgoicoechea,Horacio Goicoechea,"Goicoechea, Horacio",Chaco,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hgoicoechea/,"","","",,2015-12-10
mgomezb,Mauricio Ricardo Gomez Bull,"Gomez Bull, Mauricio Ricardo",Santa Cruz,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mgomezb/,"","","",,
jvgonzalez,Josefina Victoria Gonzalez,"Gonzalez, Josefina Victoria",Santa Fe,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jvgonzalez/,"","","",,
agonzalez,Alvaro Gustavo Gonzalez,"Gonzalez, Alvaro Gustavo",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/agonzalez/,"","","",,2015-12-10
ggonzalez,Gladys Esther Gonzalez,"Gonzalez, Gladys Esther",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ggonzalez/,"","","",,
agrana,Adrian Eduardo Grana,"Grana, Adrian Eduardo",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/agrana/,"","","",,2015-12-10
dgranados,Dulce Granados,"Granados, Dulce",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/dgranados/,"","","",,
agrandinetti,Alejandro Ariel Grandinetti,"Grandinetti, Alejandro Ariel",Santa Fe,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/agrandinetti/,"","","",,2015-12-10
lgrosso,Leonardo Grosso,"Grosso, Leonardo",Buenos Aires,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/lgrosso/,"","","",,2015-12-10
mguerin,Maria Isabel Guerin,"Guerin, Maria Isabel",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mguerin/,"","","",,2015-12-10
hgutierrez,Hector Maria Gutierrez,"Gutierrez, Hector Maria",Buenos Aires,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hgutierrez/,"","","",,
sguzman,Sandro Adrian Guzman,"Guzman, Sandro Adrian",Buenos Aires,2013-12-10,2017-12-09,JUNTOS POR ARGENTINA,133,http://www.hcdn.gob.ar/diputados/sguzman/,"","","",,
aguzman,Andres Ernesto Guzman,"Guzman, Andres Ernesto",Cordoba,2013-12-10,2017-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/aguzman/,"","","",,
cheller,Carlos Salomon Heller,"Heller, Carlos Salomon",Ciudad De Buenos Aires,2013-12-10,2017-12-09,SOLIDARIO SI,133,http://www.hcdn.gob.ar/diputados/cheller/,"","","",,
mhernandez,Martin Osvaldo Hernandez,"Hernandez, Martin Osvaldo",Formosa,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mhernandez/,"","","",,2015-12-10
lherrera,Luis Beder Herrera,"Herrera, Luis Beder",La Rioja,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/lherrera/,"","","",,2015-12-10
jherrera,Jose Alberto Herrera,"Herrera, Jose Alberto",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/jherrera/,"","","",,2015-12-10
ahers,Anabella Ruth Hers Cabral,"Hers Cabral, Anabella Ruth",Ciudad De Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/ahers/,"","","",,2015-12-10
shorne,Silvia Renee Horne,"Horne, Silvia Renee",Rio Negro,2015-12-10,2019-12-09,PERONISMO PARA LA VICTORIA,133,http://www.hcdn.gob.ar/diputados/shorne/,"","","",,2015-12-10
shuczak,Stella Maris Huczak,"Huczak, Stella Maris",Mendoza,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/shuczak/,"","","",,2015-12-10
jhuss,Juan Manuel Huss,"Huss, Juan Manuel",Entre Rios,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/jhuss/,"","","",,2015-12-10
sigon,Santiago Nicolas Igon,"Igon, Santiago Nicolas",Chubut,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/sigon/,"","","",,2015-12-10
lincicco,Lucas Ciriaco Incicco,"Incicco, Lucas Ciriaco",Santa Fe,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/lincicco/,"","","",,2015-12-10
eisa,Evita Nelida Isa,"Isa, Evita Nelida",Salta,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/eisa/,"","","",,
mhjuarez,Manuel Humberto Juarez,"Juarez, Manuel Humberto",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/mhjuarez/,"","","",,
mjuarez,Myrian Del Valle Juarez,"Juarez, Myrian Del Valle",Catamarca,2013-12-10,2017-12-09,FRENTE CIVICO Y SOCIAL DE CATAMARCA,133,http://www.hcdn.gob.ar/diputados/mjuarez/,"","","",,
akicillof,Axel Kicillof,"Kicillof, Axel",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/akicillof/,"","","",,2015-12-10
mkirchner,Maximo Carlos Kirchner,"Kirchner, Maximo Carlos",Santa Cruz,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mkirchner/,"","","",,2015-12-10
pkosiner,Pablo Francisco Juan Kosiner,"Kosiner, Pablo Francisco Juan",Salta,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/pkosiner/,"","","",,2015-12-10
dkroneberger,Daniel Ricardo Kroneberger,"Kroneberger, Daniel Ricardo",La Pampa,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/dkroneberger/,"","","",,2015-12-10
ckunkel,Carlos Miguel Kunkel,"Kunkel, Carlos Miguel",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ckunkel/,"","","",,
elagoria,Elia Nelly Lagoria,"Lagoria, Elia Nelly",Chubut,2013-12-10,2017-12-09,TRABAJO Y DIGNIDAD,133,http://www.hcdn.gob.ar/diputados/elagoria/,"","","",,
alarroque,Andres Larroque,"Larroque, Andres",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/alarroque/,"","","",,2015-12-10
llaspina,Luciano Andres Laspina,"Laspina, Luciano Andres",Santa Fe,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/llaspina/,"","","",,
mlavagna,Marco Lavagna,"Lavagna, Marco",Ciudad De Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mlavagna/,"","","",,2015-12-10
dlipovetzky,Daniel Andres Lipovetzky,"Lipovetzky, Daniel Andres",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/dlipovetzky/,"","","",,2015-12-10
mlitza,Monica Edith Litza,"Litza, Monica Edith",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mlitza/,"","","",,
allanosm,Ana Llanos,"Llanos, Ana",Chubut,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/allanosm/,"","","",,2015-12-10
mlopardo,Maria Paula Lopardo,"Lopardo, Maria Paula",Ciudad De Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/mlopardo/,"","","",,
plopez,Pablo Sebastian Lopez,"Lopez, Pablo Sebastian",Salta,2013-12-10,2017-12-09,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,133,http://www.hcdn.gob.ar/diputados/plopez/,"","","",,
llopezk,Leandro Gaston Lopez Koenig,"Lopez Koenig, Leandro Gaston",Neuquen,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/llopezk/,"","","",,2015-12-10
slospennato,Silvia Gabriela Lospennato,"Lospennato, Silvia Gabriela",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/slospennato/,"","","",,2015-12-10
ilotto,Ines Beatriz Lotto,"Lotto, Ines Beatriz",Formosa,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/ilotto/,"","","",,2015-12-10
llusquinos,Luis Bernardo Lusquiños,"Lusquiños, Luis Bernardo",San Luis,2013-12-10,2017-12-09,COMPROMISO FEDERAL,133,http://www.hcdn.gob.ar/diputados/llusquinos/,"","","",,
omacias,Oscar Alberto Macias,"Macias, Oscar Alberto",Corrientes,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/omacias/,"","","",,2015-12-10
tmadera,Teresita Madera,"Madera, Teresita",La Rioja,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/tmadera/,"","","",,
mmaquieyra,Martin Maquieyra,"Maquieyra, Martin",La Pampa,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/mmaquieyra/,"","","",,
hmarcucci,Hugo Maria Marcucci,"Marcucci, Hugo Maria",Santa Fe,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/hmarcucci/,"","","",,2015-12-10
smartinez,Soledad Martinez,"Martinez, Soledad",Buenos Aires,2013-12-10,2017-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/smartinez/,"","","",,
samartinez,Silvia Alejandra Martinez,"Martinez, Silvia Alejandra",Jujuy,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/samartinez/,"","","",,2015-12-10
dmartinez,Norman Dario Martinez,"Martinez, Norman Dario",Neuquen,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/dmartinez/,"","","",,
amartinez,Ana Laura Martinez,"Martinez, Ana Laura",Santa Fe,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/amartinez/,"","","",,2015-12-10
oamartinez,Oscar Anselmo Martinez,"Martinez, Oscar Anselmo",Tierra Del Fuego,2013-12-10,2017-12-09,MOVIMIENTO SOLIDARIO POPULAR,133,http://www.hcdn.gob.ar/diputados/oamartinez/,"","","",,
gmartinezc,Gustavo Jose Martinez Campos,"Martinez Campos, Gustavo Jose",Chaco,2013-12-10,2017-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/gmartinezc/,"","","",,
lmartinez,Leonor Maria Martinez Villada,"Martinez Villada, Leonor Maria",Cordoba,2015-12-10,2019-12-09,COALICION CIVICA,133,http://www.hcdn.gob.ar/diputados/lmartinez/,"","","",,2015-12-10
mmasin,Maria Lucila Masin,"Masin, Maria Lucila",Chaco,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mmasin/,"","","",,2015-12-10
smassa,Sergio Tomas Massa,"Massa, Sergio Tomas",Buenos Aires,2013-12-10,2017-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/smassa/,"","","",,
vmassetani,Vanesa Laura Massetani,"Massetani, Vanesa Laura",Santa Fe,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/vmassetani/,"","","",,2015-12-10
fmasso,Federico Augusto Masso,"Masso, Federico Augusto",Tucuman,2013-12-10,2017-12-09,LIBRES DEL SUR,133,http://www.hcdn.gob.ar/diputados/fmasso/,"","","",,
nmassot,Nicolas Maria Massot,"Massot, Nicolas Maria",Cordoba,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/nmassot/,"","","",,2015-12-10
lmazure,Liliana Amalia Mazure,"Mazure, Liliana Amalia",Ciudad De Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/lmazure/,"","","",,
smendoza,Sandra Marcela Mendoza,"Mendoza, Sandra Marcela",Chaco,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/smendoza/,"","","",,
mmendoza,Mayra Soledad Mendoza,"Mendoza, Mayra Soledad",Buenos Aires,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/mmendoza/,"","","",,2015-12-10
vmercado,Veronica Mercado,"Mercado, Veronica",Catamarca,2015-12-10,2019-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/vmercado/,"","","",,2015-12-10
dmestre,Diego Matias Mestre,"Mestre, Diego Matias",Cordoba,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/dmestre/,"","","",,
pmiranda,Pedro Ruben Miranda,"Miranda, Pedro Ruben",Mendoza,2015-12-10,2019-12-09,JUSTICIALISTA,133,http://www.hcdn.gob.ar/diputados/pmiranda/,"","","",,2015-12-10
kmolina,Karina Alejandra Molina,"Molina, Karina Alejandra",La Rioja,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/kmolina/,"","","",,2015-12-10
mmonfort,Marcelo Alejandro Monfort,"Monfort, Marcelo Alejandro",Entre Rios,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mmonfort/,"","","",,2015-12-10
emonzo,Emilio Monzo,"Monzo, Emilio",Buenos Aires,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/emonzo/,"","","",,2015-12-10
mmorales,Mariana Elizabet Morales,"Morales, Mariana Elizabet",Santiago Del Estero,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mmorales/,"","","",,2015-12-10
cmoreau,Cecilia Moreau,"Moreau, Cecilia",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/cmoreau/,"","","",,2015-12-10
cmoreno,Carlos Julio Moreno,"Moreno, Carlos Julio",Buenos Aires,2013-12-10,2017-12-09,FRENTE PARA LA VICTORIA - PJ,133,http://www.hcdn.gob.ar/diputados/cmoreno/,"","","",,
fmoyano,Juan Facundo Moyano,"Moyano, Juan Facundo",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/fmoyano/,"","","",,2015-12-10
mnanniv,Miguel Nanni,"Nanni, Miguel",Salta,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mnanniv/,"","","",,2015-12-10
gnavarro,Graciela Navarro,"Navarro, Graciela",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/gnavarro/,"","","",,2015-12-10
anazario,Adriana Monica Nazario,"Nazario, Adriana Monica",Cordoba,2015-12-10,2019-12-09,UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/anazario/,"","","",,2015-12-10
mnegri,Mario Raul Negri,"Negri, Mario Raul",Cordoba,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/mnegri/,"","","",,2015-12-10
jnunez,Jose Carlos Nuñez,"Nuñez, Jose Carlos",Santa Fe,2015-12-10,2019-12-09,UNION PRO,133,http://www.hcdn.gob.ar/diputados/jnunez/,"","","",,2015-12-10
coliva,Cristian Rodolfo Oliva,"Oliva, Cristian Rodolfo",Santiago Del Estero,2013-12-10,2017-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/coliva/,"","","",,
holivares,Hector Enrique Olivares,"Olivares, Hector Enrique",La Rioja,2015-12-10,2019-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/holivares/,"","","",,2015-12-10
aolmedo,Alfredo Horacio Olmedo,"Olmedo, Alfredo Horacio",Salta,2015-12-10,2019-12-09,SALTA SOMOS TODOS,133,http://www.hcdn.gob.ar/diputados/aolmedo/,"","","",,2015-12-10
jforellana,Jose Fernando Orellana,"Orellana, Jose Fernando",Tucuman,2015-12-10,2019-12-09,PRIMERO TUCUMAN,133,http://www.hcdn.gob.ar/diputados/jforellana/,"","","",,2015-12-10
mpasso,Marcela Fabiana Passo,"Passo, Marcela Fabiana",Buenos Aires,2015-12-10,2019-12-09,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,133,http://www.hcdn.gob.ar/diputados/mpasso/,"","","",,2015-12-10
lpastori,Luis Mario Pastori,"Pastori, Luis Mario",Misiones,2013-12-10,2017-12-09,UCR,133,http://www.hcdn.gob.ar/diputados/lpastori/,"","","",,
mpastoriza,Mirta Ameliana Pastoriza,"Pastoriza, Mirta Ameliana",Santiago Del Estero,2015-12-10,2019-12-09,FRENTE CIVICO POR SANTIAGO,133,http://www.hcdn.gob.ar/diputados/mpastoriza/,"","","",,2015-12-10
