id,name__nl,name__en,name__es,name__pl,name__fr,name__nb,name__da,name__nn,name__sv,name__de,name__hu,name,wikipedia__en,wikipedia__es,wikipedia__nl,wikipedia__pl,image,gender,identifier__VIAF,birth_date,identifier__freebase,given_name,identifier__FAST,original_wikiname,name__it,name__en_ca,identifier__SUDOC,name__ca,name__cy,wikipedia__ca,death_date,twitter,name__gl,name__pt,family_name,wikipedia__commons,name__eu,name__fi,name__ko,name__fa,name__he,wikipedia__de,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__no,wikipedia__pt,website,wikipedia__simple,name__ru,name__nds,name__en_gb,name__sr,name__ms,wikipedia__ms,wikipedia__sr,name__tr,wikipedia__tr,name__zh_hant,name__zh_cn,name__ja,identifier__PACE,occupation,name__ro,facebook,identifier__LCAuth,wikipedia__cs,name__cs,wikipedia__az,name__oc,name__az,identifier__snac,wikipedia__zh_yue,name__yue,name__ar,wikipedia__ar,wikipedia__zh,name__zh,second_surname,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__id,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__GND,instagram,name__sl,identifier__ISNI,name__hi,wikipedia__ast,name__es_419,name__ht,name__tl,wikipedia__ht,wikipedia__hu,wikipedia__ru,wikipedia__sco,wikipedia__tl,identifier__allmovie,identifier__AlloCine,identifier__PORT,identifier__kinopoisk,identifier__elonet,identifier__SFDb,identifier__BNF,wikipedia__eswikiquote,wikipedia__sv
Q16202418,Enrique De Castro Palomino,Enrique De Castro Palomino,Enrique De Castro Palomino,,Enrique De Castro Palomino,,,,,Enrique De Castro Palomino,,Enrique De Castro Palomino,Enrique De Castro Palomino,,,,,male,,1982-06-19,,Enrique,,Enrique De Castro Palomino,Enrique De Castro Palomino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique De Castro Palomino,,,,,,,,,,,,,,,,,,,,
Q16204591,Carmen Pérez Camarena,Carmen Lucía Pérez Camarena,Lucy Pérez,,Carmen Pérez Camarena,,,,,Carmen Pérez Camarena,,Lucy Pérez,Carmen Pérez Camarena,,,,https://upload.wikimedia.org/wikipedia/commons/5/5a/Lucy_Perez.jpg,female,,1968-10-08,,Carmen,,Carmen Pérez Camarena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucy Pérez,,,,,,,,,,,,,,,,,,,,
Q16204690,Laura Barrera Fortoul,Laura Barrera Fortoul,Laura Barrera Fortoul,,Laura Barrera Fortoul,,,,,Laura Barrera Fortoul,,Laura Barrera Fortoul,Laura Barrera Fortoul,,,,https://upload.wikimedia.org/wikipedia/commons/a/ab/Laura_barrera_2014.jpg,female,,1976-05-10,,Laura,,Laura Barrera Fortoul,Laura Barrera Fortoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura Barrera Fortoul,,,,,,,,,,,,,,,,,,,,
Q16204837,Noé Barrueta,Noé Barrueta Barón,Noé Barrueta Barón,,Noé Barrueta,,,,,Noé Barrueta,,Noé Barrueta Barón,Noé Barrueta,,,,,male,,1971-12-27,,Noé,,Noé Barrueta,,,,,,,,,,,Barrueta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noé Barrueta Barón,,,,,,,,,,,,,,,,,,,,
Q16204869,Rosa Elba Pérez,Rosa Elba Pérez,Rosa Elba Pérez,,Rosa Elba Pérez,,,,,Rosa Elba Pérez,,Rosa Elba Pérez,Rosa Elba Pérez,,,,,female,,1968-09-30,,Rosa,,Rosa Elba Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rosa Elba Pérez,,,,,,,,,,,,,,,,,,,,
Q16205932,Javier López Zavala,Javier López Zavala,Javier López Zavala,,Javier López Zavala,,,,,Javier López Zavala,,Javier López Zavala,Javier López Zavala,,,,,male,,1969-01-09,,Javier,,Javier López Zavala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javier López Zavala,,,,,,,,,,,,,,,,,,,,
Q16205939,Raudel López López,Raudel López López,Raudel López López,,Raudel López López,,,,,Raudel López López,,Raudel López López,Raudel López López,,,,,male,,1969-12-17,,,,Raudel López López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raudel López López,,,,,,,,,,,,,,,,,,,,
Q16206521,Carla Padilla Ramos,Carla Padilla Ramos,Carla Padilla Ramos,,Carla Padilla Ramos,,,,,Carla Padilla Ramos,,Carla Padilla Ramos,Carla Padilla Ramos,,,,,female,,1969-05-06,,Carla,,Carla Padilla Ramos,Carla Padilla Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carla Padilla Ramos,,,,,,,,,,,,,,,,,,,,
Q16206533,Francisco Pelayo Covarrubias,Francisco Pelayo Covarrubias,Francisco Pelayo Covarrubias,,Francisco Pelayo Covarrubias,,,,,,,Francisco Pelayo Covarrubias,Francisco Pelayo Covarrubias,,,,,male,,1969-11-08,,Francisco,,Francisco Pelayo Covarrubias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Pelayo Covarrubias,,,,,,,,,,,,,,,,,,,,
Q16206550,Hugo Mauricio Pérez Anzueto,Hugo Mauricio Pérez Anzueto,Hugo Mauricio Pérez Anzueto,,Hugo Mauricio Pérez Anzueto,,,,,Hugo Mauricio Pérez Anzueto,,Hugo Mauricio Pérez Anzueto,Hugo Mauricio Pérez Anzueto,,,,,male,,1969-12-30,,Hugo,,Hugo Mauricio Pérez Anzueto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo Mauricio Pérez Anzueto,,,,,,,,,,,,,,,,,,,,
Q16206746,Luis Miguel Ramírez Romero,Luis Miguel Ramírez Romero,Luis Miguel Ramírez Romero,,Luis Miguel Ramírez Romero,,,,,Luis Miguel Ramírez Romero,,Luis Miguel Ramírez Romero,Luis Miguel Ramírez Romero,,,,,male,,1969-09-29,,Luis,,Luis Miguel Ramírez Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Miguel Ramírez Romero,,,,,,,,,,,,,,,,,,,,
Q16206802,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,,José Enrique Reina Lizárraga,,,,,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,José Enrique Reina Lizárraga,,,,male,,1969-08-12,,José,,José Enrique Reina Lizárraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Enrique Reina Lizárraga,,,,,,,,,,,,,,,,,,,,
Q16206808,Roberto Carlos Reyes Gámiz,Roberto Carlos Reyes Gámiz,Roberto Carlos Reyes Gámiz,,Roberto Carlos Reyes Gámiz,,,,,Roberto Carlos Reyes Gámiz,,Roberto Carlos Reyes Gámiz,Roberto Carlos Reyes Gámiz,,,,,male,,1969-09-25,,Roberto,,Roberto Carlos Reyes Gámiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Carlos Reyes Gámiz,,,,,,,,,,,,,,,,,,,,
Q16207706,Francisco Zepeda González,Francisco Zepeda González,Francisco Zepeda González,,Francisco Zepeda González,,,,,Francisco Zepeda González,,Francisco Zepeda González,Francisco Zepeda González,,,,,male,,1969-10-04,,Francisco,,Francisco Zepeda González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Zepeda González,,,,,,,,,,,,,,,,,,,,
Q16208284,Heberto Neblina,Heberto Neblina,Heberto Neblina,,Heberto Neblina,,,,,Heberto Neblina,,Heberto Neblina,Heberto Neblina,,,,,male,,1969-02-17,,,,Heberto Neblina,Heberto Neblina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heberto Neblina,,,,,,,,,,,,,,,,,,,,
Q16211188,Ana Lilia Garza Cadena,Ana Lilia Garza Cadena,Ana Lilia Garza Cadena,,Ana Lilia Garza Cadena,,,,,Ana Lilia Garza Cadena,,Ana Lilia Garza Cadena,Ana Lilia Garza Cadena,,,,,female,,1970-04-09,,Ana,,Ana Lilia Garza Cadenas,Ana Lilia Garza Cadena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Lilia Garza Cadena,,,,,,,,,,,,,,,,,,,,
Q16211243,Pedro Gómez Gómez,Pedro Gómez Gómez,Pedro Gómez Gómez,,Pedro Gómez Gómez,,,,,Pedro Gómez Gómez,,Pedro Gómez Gómez,Pedro Gómez Gómez,,,,,male,,1970-01-28,,Pedro,,Pedro Gómez Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Gómez Gómez,,,,,,,,,,,,,,,,,,,,
Q16211341,Mario Francisco Guillén Guillén,Mario Francisco Guillén Guillén,Mario Francisco Guillén Guillén,,Mario Francisco Guillén Guillén,,,,,Mario Francisco Guillén Guillén,,Mario Francisco Guillén Guillén,Mario Francisco Guillén Guillén,,,,,male,,1970-10-04,,Mario,,Mario Francisco Guillén Guillén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Francisco Guillén Guillén,,,,,,,,,,,,,,,,,,,,
Q16212075,Esther Angélica Martínez,Esther Angélica Martínez,Esther Angélica Martínez,,Esther Angélica Martínez,,,,,Esther Angélica Martínez,,Esther Angélica Martínez,Esther Angélica Martínez,,,,,female,169289452,1970-12-07,,Esther,,Esther Angélica Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esther Angélica Martínez,,,,,,,,,,,,,,,,,,,,
Q16212228,Rafael Alejandro Micalco,Rafael Alejandro Micalco,Rafael Alejandro Micalco,,Rafael Alejandro Micalco,,,,,Rafael Alejandro Micalco,,Rafael Alejandro Micalco,Rafael Alejandro Micalco,,,,,male,,1970-01-21,,Rafael,,Rafael Alejandro Micalco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rafael Alejandro Micalco,,,,,,,,,,,,,,,,,,,,
Q16212862,Erick Rivera Villanueva,Erick Rivera Villanueva,Erick Rivera Villanueva,,Erick Rivera Villanueva,,,,,,,Erick Rivera Villanueva,Erick Rivera Villanueva,,,,,male,,1970-01-14,,Erick,,Erick Rivera Villanueva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erick Rivera Villanueva,,,,,,,,,,,,,,,,,,,,
Q16213009,Carlos Sánchez Romero,Carlos Sánchez Romero,Carlos Sánchez Romero,,Carlos Sánchez Romero,,,,,Carlos Sánchez Romero,,Carlos Sánchez Romero,Carlos Sánchez Romero,,,,,male,,1970-11-05,,Carlos,,Carlos Sánchez Romero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,w6sc7j1g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Sánchez Romero,,,,,,,,,,,,,,,,,,,,
Q16213322,Diana Velázquez Ramírez,Diana Karina Velázquez Ramírez,Dianan Karina Velázquez Ramírez,,Diana Velázquez Ramírez,,,,,Diana Velázquez Ramírez,,Dianan Karina Velázquez Ramírez,Karina Velázquez Ramírez,Karina Velázquez Ramírez,,,,female,,1970-06-13,,Diana,,Diana Velázquez Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dianan Karina Velázquez Ramírez,,,,,,,,,,,,,,,,,,,,
Q16213369,Verónica Carreón Cervantes,Verónica Carreón Cervantes,Verónica Carreón Cervantes,,Verónica Carreón Cervantes,,,,,Verónica Carreón Cervantes,,Verónica Carreón Cervantes,Verónica Carreón Cervantes,,,,,female,,1970-07-03,,Verónica,,Verónica Carreón Cervantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verónica Carreón Cervantes,,,,,,,,,,,,,,,,,,,,
Q16213395,Alejandra López Noriega,Alejandra López Noriega,Alejandra López Noriega,,Alejandra López Noriega,,,,,Alejandra López Noriega,Alejandra López Noriega,Alejandra López Noriega,Alejandra López Noriega,Alejandra López Noriega,,,,female,,1970-01-05,,Alejandra,,Alejandra López Noriega,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandra López Noriega,,,,,,,,,,,,,,,,,,,,
Q16213407,Luis Olvera Correa,Luis Olvera Correa,Luis Olvera Correa,,Luis Olvera Correa,,,,,Luis Olvera Correa,,Luis Olvera Correa,Luis Olvera Correa,,,,,male,,1970-01-28,,Luis,,Luis Olvera Correa,Luis Olvera Correa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Olvera Correa,,,,,,,,,,,,,,,,,,,,
Q16213464,Joaquín Caballero Rosiñol,Joaquín Caballero Rosiñol,Joaquín Caballero Rosiñol,,Joaquín Caballero Rosiñol,,,,,Joaquín Caballero Rosiñol,,Joaquín Caballero Rosiñol,Joaquín Caballero Rosiñol,,,,,male,,1971-05-10,,Joaquín,,Joaquín Caballero Rosiñol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joaquín Caballero Rosiñol,,,,,,,,,,,,,,,,,,,,
Q16213465,Leticia Calderón Ramírez,Leticia Calderón Ramírez,Leticia Calderón Ramírez,,Leticia Calderón Ramírez,,,,,Leticia Calderón Ramírez,,Leticia Calderón Ramírez,Leticia Calderón Ramírez,,,,,female,,1971-08-01,,Leticia,,Leticia Calderón Ramírez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leticia Calderón Ramírez,,,,,,,,,,,,,,,,,,,,
Q16213482,Maricruz Cruz Morales,Maricruz Cruz Morales,Maricruz Cruz Morales,,Maricruz Cruz Morales,,,,,Maricruz Cruz Morales,,Maricruz Cruz Morales,Maricruz Cruz Morales,,,,,female,,1971-05-02,,,,Maricruz Cruz Morales,Maricruz Cruz Morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maricruz Cruz Morales,,,,,,,,,,,,,,,,,,,,
Q16213496,Pedro Ignacio Domínguez,Pedro Ignacio Domínguez,Pedro Ignacio Domínguez,,Pedro Ignacio Domínguez,,,,,Pedro Ignacio Domínguez,,Pedro Ignacio Domínguez,Pedro Ignacio Domínguez,,,,,male,,1971-09-09,,Pedro,,Pedro Ignacio Domínguez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Ignacio Domínguez,,,,,,,,,,,,,,,,,,,,
Q16213521,Carlos Alberto García González,Carlos Alberto García González,Carlos Alberto García González,,Carlos Alberto García González,,,,,Carlos Alberto García González,Carlos Alberto García González,Carlos Alberto García González,Carlos Alberto García González,Carlos Alberto García González,,,,male,,1971-07-08,,Carlos,,Carlos Alberto García González,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Alberto García González,,,,,,,,,,,,,,,,,,,,
Q16213636,Víctor Serralde Martínez,Víctor Serralde Martínez,Víctor Serralde Martínez,,Víctor Serralde Martínez,,,,,Víctor Serralde Martínez,Víctor Serralde Martínez,Víctor Serralde Martínez,Víctor Serralde Martínez,Víctor Serralde Martínez,,,https://upload.wikimedia.org/wikipedia/commons/4/41/Víctor_Serralde_en_tribuna.JPG,male,,1971-12-18,,Víctor,,Víctor Serralde Martínez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Serralde Martínez,,,,,,,,,,,,,,,,,,,,
Q16213662,Emilse Miranda Munive,Emilse Miranda Munive,Emilse Miranda Munive,,Emilse Miranda Munive,,,,Emilse Miranda Munive,Emilse Miranda Munive,,Emilse Miranda Munive,Emilse Miranda Munive,,,,,female,,1971-06-14,,,,Emilse Miranda Munive,Emilse Miranda Munive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emilse Miranda Munive,,,,,,,,,,,,,,,,,,,,
Q16213690,Máximo Othón Zayas,Máximo Othón Zayas,Máximo Othón Zayas,,Máximo Othón Zayas,,,,,Máximo Othón Zayas,Máximo Othón Zayas,Máximo Othón Zayas,Máximo Othón Zayas,Máximo Othón Zayas,,,,male,,1971-05-15,,Máximo,,Máximo Othón Zayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Máximo Othón Zayas,,,,,,,,,,,,,,,,,,,,
Q16213727,Alfredo Rivadeneyra Hernández,Alfredo Rivadeneyra Hernández,Alfredo Rivadeneyra Hernández,,Alfredo Rivadeneyra Hernández,,,,,Alfredo Rivadeneyra Hernández,,Alfredo Rivadeneyra Hernández,Alfredo Rivadeneyra Hernández,,,,,male,,1971-06-08,,Alfredo,,Alfredo Rivadeneyra Hernández,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Rivadeneyra Hernández,,,,,,,,,,,,,,,,,,,,
Q16213737,Arturo De la Rosa Escalante,Arturo De la Rosa Escalante,Arturo De la Rosa Escalante,,Arturo de la Rosa Escalante,,,,,Arturo De la Rosa Escalante,Arturo De la Rosa Escalante,Arturo De la Rosa Escalante,Arturo de la Rosa Escalante,Arturo De la Rosa Escalante,,,https://upload.wikimedia.org/wikipedia/commons/9/9f/Arturo_De_la_Rosa_Presidente_Los_Cabos.jpg,male,,1971-05-04,,Arturo,,Arturo De la Rosa Escalante,Arturo de la Rosa Escalante,,,,,,,,,,,Category:Arturo De la Rosa Escalante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arturo De la Rosa Escalante,,,,,,,,,,,,,,,,,,,,
Q16213738,Andrés de la Rosa Anaya,Andrés de la Rosa Anaya,Andrés de la Rosa Anaya,,Andrés de la Rosa Anaya,,,,,Andrés de la Rosa Anaya,,Andrés de la Rosa Anaya,Andrés de la Rosa Anaya,,,,,male,,1971-05-08,,Andrés,,Andrés de la Rosa Anaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés de la Rosa Anaya,,,,,,,,,,,,,,,,,,,,
Q16213752,Abel Salgado Peña,Abel Salgado Peña,Abel Salgado Peña,,Abel Salgado Peña,,,,,Abel Salgado Peña,,Abel Salgado Peña,Abel Salgado Peña,,,,,male,,1971-09-07,,Abel,,Abel Salgado Peña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abel Salgado Peña,,,,,,,,,,,,,,,,,,,,
Q16213755,Leopoldo Sánchez Cruz,Leopoldo Sánchez Cruz,Leopoldo Sánchez Cruz,,Leopoldo Sánchez Cruz,,,,,Leopoldo Sánchez Cruz,,Leopoldo Sánchez Cruz,Leopoldo Sánchez Cruz,,,,,male,,1971-07-22,,Leopoldo,,Leopoldo Sánchez Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leopoldo Sánchez Cruz,,,,,,,,,,,,,,,,,,,,
Q16213826,Víctor Hugo Velasco Orozco,Víctor Hugo Velasco Orozco,Víctor Hugo Velasco Orozco,,Víctor Hugo Velasco Orozco,,,,,Víctor Hugo Velasco Orozco,,Víctor Hugo Velasco Orozco,Víctor Hugo Velasco Orozco,,,,,male,,1971-11-17,,Víctor,,Víctor Hugo Velasco Orozco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Hugo Velasco Orozco,,,,,,,,,,,,,,,,,,,,
Q16213859,Darío Zacarías Capuchino,Darío Zacarías Capuchino,Darío Zacarías Capuchino,,Darío Zacarías Capuchino,,,,,Darío Zacarías Capuchino,,Darío Zacarías Capuchino,Darío Zacarías Capuchino,,,,,male,,1971-08-14,,Darío,,Darío Zacarías Capuchino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darío Zacarías Capuchino,,,,,,,,,,,,,,,,,,,,
Q16213875,Adolfo Bonilla Gómez,Adolfo Bonilla Gómez,Adolfo Bonilla Gómez,,Adolfo Bonilla Gómez,,,,,Adolfo Bonilla Gómez,,Adolfo Bonilla Gómez,Adolfo Bonilla Gómez,,,,,male,,1972-01-07,,Adolfo,,Adolfo Bonilla Gómez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adolfo Bonilla Gómez,,,,,,,,,,,,,,,,,,,,
