party,party_id,term,id,sort_name,source,area,area_id,name,image,email
Partido Revolucionario Institucional,PRI,63,2015-229,Toledo Medina José Luis,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=229,Quintana Roo 1,ocd-division/country:mx/entidad:quintana-roo/distrito:1,José Luis Toledo Medina,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/137_FOTO_CHICA.jpg,joseluis.toledo@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-23,Avendaño Bermúdez Luis Ignacio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=23,Chiapas 8,ocd-division/country:mx/entidad:chiapas/distrito:8,Luis Ignacio Avendaño Bermúdez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/235_FOTO_CHICA.jpg,luis.avendano@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-230,Mólgora Glover Arlet,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=230,Quintana Roo 2,ocd-division/country:mx/entidad:quintana-roo/distrito:2,Arlet Mólgora Glover,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/091_FOTO_CHICA.jpg,arlet.molgora@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-232,Tiscareño Agoitia Ruth Noemí,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=232,San Luis Potosí 1,ocd-division/country:mx/entidad:san-luis-potosí/distrito:1,Ruth Noemí Tiscareño Agoitia,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/112_FOTO_CHICA.jpg,ruth.tiscarreno@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-233,Briones Pérez Erika Irazema,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=233,San Luis Potosí 2,ocd-division/country:mx/entidad:san-luis-potosí/distrito:2,Erika Irazema Briones Pérez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/160_FOTO_CHICA.jpg,erika.briones@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-234,Guerrero Aguilar Fabiola,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=234,San Luis Potosí 3,ocd-division/country:mx/entidad:san-luis-potosí/distrito:3,Fabiola Guerrero Aguilar,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/113_FOTO_CHICA.jpg,fabiola.guerrero@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-235,Ochoa Rojas Cándido,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=235,San Luis Potosí 4,ocd-division/country:mx/entidad:san-luis-potosí/distrito:4,Cándido Ochoa Rojas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/249_FOTO_CHICA.jpg,candido.ochoa@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-236,Rodríguez Aguirre María de los Ángeles,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=236,San Luis Potosí 5,ocd-division/country:mx/entidad:san-luis-potosí/distrito:5,María de los Ángeles Rodríguez Aguirre,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/397_FOTO_CHICA.jpg,mariadelosangeles.rodriguez@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-237,Nava Palacios Francisco Xavier,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=237,San Luis Potosí 6,ocd-division/country:mx/entidad:san-luis-potosí/distrito:6,Francisco Xavier Nava Palacios,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/207_FOTO_CHICA.jpg,francisco.nava@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-238,Sánchez Sánchez Christian Joaquín,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=238,San Luis Potosí 7,ocd-division/country:mx/entidad:san-luis-potosí/distrito:7,Christian Joaquín Sánchez Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/105_FOTO_CHICA.jpg,christian.sanchez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-239,Félix Niebla Gloria Himelda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=239,Sinaloa 1,ocd-division/country:mx/entidad:sinaloa/distrito:1,Gloria Himelda Félix Niebla,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/077_FOTO_CHICA.jpg,gloria.felix@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-24,Salazar Farías Emilio Enrique,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=24,Chiapas 9,ocd-division/country:mx/entidad:chiapas/distrito:9,Emilio Enrique Salazar Farías,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/243_FOTO_CHICA.jpg,emilio.salazar@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-240,Antelo Esper Bernardino,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=240,Sinaloa 2,ocd-division/country:mx/entidad:sinaloa/distrito:2,Bernardino Antelo Esper,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/055_FOTO_CHICA.jpg,berna.antelo@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-241,Plata Inzunza Evelio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=241,Sinaloa 3,ocd-division/country:mx/entidad:sinaloa/distrito:3,Evelio Plata Inzunza,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/117_FOTO_CHICA.jpg,evelio.plata@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-242,López Rodríguez Jesús Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=242,Sinaloa 4,ocd-division/country:mx/entidad:sinaloa/distrito:4,Jesús Antonio López Rodríguez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/161_FOTO_CHICA.jpg,jesus.lopez@congreso.gob.mx
Sin Partido,_IND,63,2015-243,Clouthier Carrillo Manuel Jesús,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=243,Sinaloa 5,ocd-division/country:mx/entidad:sinaloa/distrito:5,Manuel Jesús Clouthier Carrillo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/250_FOTO_CHICA.jpg,manuel.clouthier@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-244,Escobar Manjarrez Germán,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=244,Sinaloa 6,ocd-division/country:mx/entidad:sinaloa/distrito:6,Germán Escobar Manjarrez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/084_FOTO_CHICA.jpg,german.escobar@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-247,López Córdova José Everardo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=247,Sonora 1,ocd-division/country:mx/entidad:sonora/distrito:1,José Everardo López Córdova,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/220_FOTO_CHICA.jpg,everardo.lopez@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-248,Amparano Gamez Leticia,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=248,Sonora 2,ocd-division/country:mx/entidad:sonora/distrito:2,Leticia Amparano Gamez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/177_FOTO_CHICA.jpg,leticia.amparano@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-249,Neblina Vega Javier Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=249,Sonora 3,ocd-division/country:mx/entidad:sonora/distrito:3,Javier Antonio Neblina Vega,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/219_FOTO_CHICA.jpg,javier.neblina@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-25,Nazar Morales Julián,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=25,Chiapas 10,ocd-division/country:mx/entidad:chiapas/distrito:10,Julián Nazar Morales,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/011_FOTO_CHICA.jpg,julian.nazar@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-250,Corella Platt Susana,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=250,Sonora 4,ocd-division/country:mx/entidad:sonora/distrito:4,Susana Corella Platt,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/136_FOTO_CHICA.jpg,susana.corella@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-251,Cristopulos Ríos Héctor Ulises,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=251,Sonora 5,ocd-division/country:mx/entidad:sonora/distrito:5,Héctor Ulises Cristopulos Ríos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/088_FOTO_CHICA.jpg,hector.cristopulos@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-252,Murrieta Gutiérrez Abel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=252,Sonora 6,ocd-division/country:mx/entidad:sonora/distrito:6,Abel Murrieta Gutiérrez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/096_FOTO_CHICA.jpg,abel.murrieta@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-253,Ibarra Otero Próspero Manuel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=253,Sonora 7,ocd-division/country:mx/entidad:sonora/distrito:7,Próspero Manuel Ibarra Otero,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/099_FOTO_CHICA.jpg,prospero.ibarra@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-254,Bocanegra Ruíz Elio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=254,Tabasco 1,ocd-division/country:mx/entidad:tabasco/distrito:1,Elio Bocanegra Ruíz,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/217_FOTO_CHICA.jpg,elio.bocanegra@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-255,Ferrer Abalos Óscar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=255,Tabasco 2,ocd-division/country:mx/entidad:tabasco/distrito:2,Óscar Ferrer Abalos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/208_FOTO_CHICA.jpg,oscar.ferrer@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-256,Peralta Grappin Héctor,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=256,Tabasco 3,ocd-division/country:mx/entidad:tabasco/distrito:3,Héctor Peralta Grappin,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/233_FOTO_CHICA.jpg,hector.peralta@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-257,Madrigal Méndez Liliana Ivette,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=257,Tabasco 4,ocd-division/country:mx/entidad:tabasco/distrito:4,Liliana Ivette Madrigal Méndez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/143_FOTO_CHICA.jpg,liliana.madrigal@congreso.gob.mx
Partido de la Revolución Democrática,PRD,63,2015-258,Madrigal Sánchez Araceli,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=258,Tabasco 5,ocd-division/country:mx/entidad:tabasco/distrito:5,Araceli Madrigal Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/211_FOTO_CHICA.jpg,araceli.madrigal@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-259,Córdova Hernández José Del Pilar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=259,Tabasco 6,ocd-division/country:mx/entidad:tabasco/distrito:6,José Del Pilar Córdova Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/041_FOTO_CHICA.jpg,jose.cordova@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-26,Zamora Morlet Enrique,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=26,Chiapas 11,ocd-division/country:mx/entidad:chiapas/distrito:11,Enrique Zamora Morlet,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/256_FOTO_CHICA.jpg,enrique.zamora@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-260,Abdala Carmona Yahleel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=260,Tamaulipas 1,ocd-division/country:mx/entidad:tamaulipas/distrito:1,Yahleel Abdala Carmona,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/043_FOTO_CHICA.jpg,yahleel.abdala@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-261,Camargo Félix María Esther Guadalupe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=261,Tamaulipas 2,ocd-division/country:mx/entidad:tamaulipas/distrito:2,María Esther Guadalupe Camargo Félix,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/152_FOTO_CHICA.jpg,maria.camargo@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-262,Melhem Salinas Edgardo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=262,Tamaulipas 3,ocd-division/country:mx/entidad:tamaulipas/distrito:3,Edgardo Melhem Salinas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/114_FOTO_CHICA.jpg,edgardo.melhem@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-264,González Salum Miguel Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=264,Tamaulipas 5,ocd-division/country:mx/entidad:tamaulipas/distrito:5,Miguel Ángel González Salum,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/111_FOTO_CHICA.jpg,miguel.gonzalez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-265,Guevara Cobos Luis Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=265,Tamaulipas 6,ocd-division/country:mx/entidad:tamaulipas/distrito:6,Luis Alejandro Guevara Cobos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/120_FOTO_CHICA.jpg,luis.guevara@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-266,Romero Vega Esdras,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=266,Tamaulipas 7,ocd-division/country:mx/entidad:tamaulipas/distrito:7,Esdras Romero Vega,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/085_FOTO_CHICA.jpg,esdras.romero@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-267,Guillén Vicente Mercedes Del Carmen,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=267,Tamaulipas 8,ocd-division/country:mx/entidad:tamaulipas/distrito:8,Mercedes Del Carmen Guillén Vicente,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/031_FOTO_CHICA.jpg,mercedes.guillen@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-268,Muñoz Sánchez Rosalinda,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=268,Tlaxcala 1,ocd-division/country:mx/entidad:tlaxcala/distrito:1,Rosalinda Muñoz Sánchez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/101_FOTO_CHICA.jpg,rosalinda.munoz@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-27,Chacón Morales Samuel Alexis,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=27,Chiapas 12,ocd-division/country:mx/entidad:chiapas/distrito:12,Samuel Alexis Chacón Morales,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/126_FOTO_CHICA.jpg,samuel.chacon@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-270,García Portilla Ricardo David,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=270,Tlaxcala 3,ocd-division/country:mx/entidad:tlaxcala/distrito:3,Ricardo David García Portilla,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/102_FOTO_CHICA.jpg,ricardo.garcia@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-271,De León Maza Sofía Del Sagrario,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=271,Veracruz 1,ocd-division/country:mx/entidad:veracruz/distrito:1,Sofía Del Sagrario De León Maza,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/067_FOTO_CHICA.jpg,sofia.deleon@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-272,Pinete Vargas María del Carmen,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=272,Veracruz 2,ocd-division/country:mx/entidad:veracruz/distrito:2,María del Carmen Pinete Vargas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/070_FOTO_CHICA.jpg,maru.pinete@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-273,Silva Ramos Alberto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=273,Veracruz 3,ocd-division/country:mx/entidad:veracruz/distrito:3,Alberto Silva Ramos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/069_FOTO_CHICA.jpg,alberto.silva@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-274,Gutiérrez De Velasco Urtaza Francisco José,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=274,Veracruz 4,ocd-division/country:mx/entidad:veracruz/distrito:4,Francisco José Gutiérrez De Velasco Urtaza,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/204_FOTO_CHICA.jpg,francisco.gutierrez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-276,Salazar Espinosa Heidi,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=276,Veracruz 6,ocd-division/country:mx/entidad:veracruz/distrito:6,Heidi Salazar Espinosa,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/066_FOTO_CHICA.jpg,heidi.salazar@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-277,Spinoso Carrera Edgar,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=277,Veracruz 7,ocd-division/country:mx/entidad:veracruz/distrito:7,Edgar Spinoso Carrera,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/261_FOTO_CHICA.jpg,edgar.spinoso@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-278,Mota Hernández Adolfo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=278,Veracruz 8,ocd-division/country:mx/entidad:veracruz/distrito:8,Adolfo Mota Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/074_FOTO_CHICA.jpg,adolfo.mota@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-279,Guzmán Lagunes Noemí Zoila,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=279,Veracruz 9,ocd-division/country:mx/entidad:veracruz/distrito:9,Noemí Zoila Guzmán Lagunes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/063_FOTO_CHICA.jpg,noemi.guzman@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-28,Uriarte Zazueta Fernando,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=28,Chihuahua 1,ocd-division/country:mx/entidad:chihuahua/distrito:1,Fernando Uriarte Zazueta,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/027_FOTO_CHICA.jpg,fernando.zazueta@congreso.gob.mx
Movimiento Regeneración Nacional,MORENA,63,2015-280,García Jiménez Cuitláhuac,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=280,Veracruz 10,ocd-division/country:mx/entidad:veracruz/distrito:10,Cuitláhuac García Jiménez,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/271_FOTO_CHICA.jpg,cuitlahuac.garcia@congreso.gob.mx
Movimiento Regeneración Nacional,MORENA,63,2015-281,Nahle García Norma Rocío,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=281,Veracruz 11,ocd-division/country:mx/entidad:veracruz/distrito:11,Norma Rocío Nahle García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/270_FOTO_CHICA.jpg,norma.nahle@congreso.gob.mx
Partido Acción Nacional,PAN,63,2015-282,Ramírez Ramos Gabriela,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=282,Veracruz 12,ocd-division/country:mx/entidad:veracruz/distrito:12,Gabriela Ramírez Ramos,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/179_FOTO_CHICA.jpg,gabriela.ramirez@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-283,Sedas Castro Miguel Ángel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=283,Veracruz 13,ocd-division/country:mx/entidad:veracruz/distrito:13,Miguel Ángel Sedas Castro,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/254_FOTO_CHICA.jpg,miguel.sedas@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-284,Sáenz Soto José Luis,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=284,Veracruz 14,ocd-division/country:mx/entidad:veracruz/distrito:14,José Luis Sáenz Soto,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/071_FOTO_CHICA.jpg,jose.saenz@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-285,Kuri Grajales Fidel,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=285,Veracruz 15,ocd-division/country:mx/entidad:veracruz/distrito:15,Fidel Kuri Grajales,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/383_FOTO_CHICA.jpg,fidel.kuri@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-286,Aguilar Yunes Marco Antonio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=286,Veracruz 16,ocd-division/country:mx/entidad:veracruz/distrito:16,Marco Antonio Aguilar Yunes,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/065_FOTO_CHICA.jpg,marco.aguilaryunez@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-287,Abdala Saad Antonio Tarek,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=287,Veracruz 17,ocd-division/country:mx/entidad:veracruz/distrito:17,Antonio Tarek Abdala Saad,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/072_FOTO_CHICA.jpg,antonio.abdala@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-288,Zepahua García Lillian,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=288,Veracruz 18,ocd-division/country:mx/entidad:veracruz/distrito:18,Lillian Zepahua García,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/068_FOTO_CHICA.jpg,lillian.zepahua@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-289,Carvallo Delfín Jorge Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=289,Veracruz 19,ocd-division/country:mx/entidad:veracruz/distrito:19,Jorge Alejandro Carvallo Delfín,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/062_FOTO_CHICA.jpg,jorge.carvallo@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-29,Zapata Lucero Ana Georgina,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=29,Chihuahua 2,ocd-division/country:mx/entidad:chihuahua/distrito:2,Ana Georgina Zapata Lucero,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/058_FOTO_CHICA.jpg,ana.zapata@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-290,Lagos Hernández Erick Alejandro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=290,Veracruz 20,ocd-division/country:mx/entidad:veracruz/distrito:20,Erick Alejandro Lagos Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/064_FOTO_CHICA.jpg,erick.lagos@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-292,Vidal Aguilar Liborio,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=292,Yucatán 1,ocd-division/country:mx/entidad:yucatán/distrito:1,Liborio Vidal Aguilar,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/142_FOTO_CHICA.jpg,liborio.vidal@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-293,Alpizar Carrillo Lucely Del Perpetuo Socorro,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=293,Yucatán 2,ocd-division/country:mx/entidad:yucatán/distrito:2,Lucely Del Perpetuo Socorro Alpizar Carrillo,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/127_FOTO_CHICA.jpg,lucely.alpizar@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-294,Gamboa Miner Pablo,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=294,Yucatán 3,ocd-division/country:mx/entidad:yucatán/distrito:3,Pablo Gamboa Miner,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/054_FOTO_CHICA.jpg,pablo.gamboa@congreso.gob.mx
Partido Verde Ecologista,PVE,63,2015-295,Torres Rivas Francisco Alberto,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=295,Yucatán 4,ocd-division/country:mx/entidad:yucatán/distrito:4,Francisco Alberto Torres Rivas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/263_FOTO_CHICA.jpg,francisco.torresrivas@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-296,Cervera Hernández Felipe,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=296,Yucatán 5,ocd-division/country:mx/entidad:yucatán/distrito:5,Felipe Cervera Hernández,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/086_FOTO_CHICA.jpg,felipe.cervera@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-297,Medrano Quezada Benjamín,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=297,Zacatecas 1,ocd-division/country:mx/entidad:zacatecas/distrito:1,Benjamín Medrano Quezada,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/128_FOTO_CHICA.jpg,benjamin.medrano@congreso.gob.mx
Partido Revolucionario Institucional,PRI,63,2015-298,Escobedo Villegas Francisco,http://sitl.diputados.gob.mx/LXIII_leg/curricula.php?dipt=298,Zacatecas 2,ocd-division/country:mx/entidad:zacatecas/distrito:2,Francisco Escobedo Villegas,http://sitl.diputados.gob.mx/LXIII_leg/fotos_lxiiiconfondo/125_FOTO_CHICA.jpg,francisco.escobedo@congreso.gob.mx
