id,name__en,name__mt,name__nl,name__pl,name__de,name__it,name,wikipedia__en,wikipedia__it,wikipedia__mt,wikipedia__pl,gender,birth_date,given_name,name__fr,name__es,wikipedia__de,wikipedia__fr,identifier__freebase,name__pt,name__sv,wikipedia__nl,wikipedia__pt,wikipedia__sv,identifier__VIAF,identifier__GND,identifier__IMDB,name__da,wikipedia__da,identifier__LCAuth,website,identifier__EuroparlMEP,name__la,wikipedia__la,name__az,wikipedia__az,name__ga,name__ro,name__ru,name__hu,name__pt_br,name__tr,name__eo,name__lb,name__cs,name__et,name__de_ch,name__el,name__en_ca,name__en_gb,name__nb,name__lmo,name__uk,name__zh,name__io,name__fi,name__lt,name__fa,name__nn,name__id,name__ja,name__be,name__ko,wikipedia__be,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__zh,image,identifier__parlement,name__ka,wikipedia__ka,wikipedia__commons,identifier__BNF,wikipedia__ar,name__ar,wikipedia__plwikiquote,death_date,name__he,name__oc,name__yo,name__gl,name__sr,name__ca,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__oc,wikipedia__sr,wikipedia__yo,twitter,facebook,identifier__SUDOC,original_wikiname,last_seen,wikipedia__be_x_old,name__be_tarask,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cy,name__de_at,name__eu,name__frc,name__frp,name__fur,name__gd,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__italian_cod,wikipedia__scn,identifier__ISNI,identifier__FAST,name__bg,name__zh_hk,name__zh_cn,name__is,wikipedia__bg,wikipedia__is,wikipedia__lv,name__zh_hans,name__zh_hant,name__zh_sg,name__zh_tw,name__ilo,wikipedia__ilo,family_name,identifier__britishmuseum,identifier__NTA,identifier__NLAtrove,identifier__Oxforddnb,identifier__NPG,identifier__AuDB,identifier__hansard,wikipedia__nn,identifier__Munzinger,name__sl,name__uz,wikipedia__sl,wikipedia__uz,identifier__Britannica,name__mr,wikipedia__an,wikipedia__ast,wikipedia__cy,wikipedia__mr,name__hi,wikipedia__hi,identifier__GNC,identifier__GTAA,identifier__PACE,wikipedia__hsb,name__hsb,occupation,name__dsb,name__jv,name__pdc,name__sh,name__stq,name__tl,name__war,name__qu,wikipedia__qu,name__tt,identifier__snac,identifier__youtube,identifier__wikitree,wikipedia__simple,name__fo,name__kl,name__egl,name__eml,wikipedia__br,wikipedia__itwikiquote,identifier__BAV,name__kn,identifier__national_archives,identifier__catholic_hierarchy,wikipedia__eu,identifier__ne_se,identifier__SELIBR,wikipedia__sk,identifier__google_plus,instagram,identifier__bigenc_ru,identifier__OLID,name__ty,identifier__rush,noble_title,wikipedia__af,identifier__CONOR,name__ee,identifier__NKC
Q18536899,Philip Muscat,Philip Muscat,Philip Muscat,,Philip Muscat,Philip Muscat,Philip Muscat,,,Philip Muscat,,male,1930-08-06,Philip,,,Philip Muscat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-12-31,,,,,,,,,,,,,,,,Philip Muscat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muscat,,,,,,,,,,Philip Muscat,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536900,,Lorry Sant,,,,,Lorry Sant,,,Lorry Sant,,male,1937-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/78/Lorry_Sant_public_monument.jpg,,,,,,,,,1995-10,,,,,,,,,,,,,,,,Lorry Sant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536901,Philip Sciberras,Philip Sciberras,Philip Sciberras,,Philip Sciberras,Philip Sciberras,Philip Sciberras,,,Philip Sciberras,,male,1945-10-07,Philip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philip Sciberras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sciberras,,,,,,,,,,Philip Sciberras,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18536902,,Karmenu Vassallo,,,,,Karmenu Vassallo,,,Karmenu Vassallo,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karmenu Vassallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1871690,Louis Galea,Louis Galea,Louis Galea,Louis Galea,Louis Galea,,Louis Galea,Louis Galea,,Louis Galea,Louis Galea,male,1948-01-02,Louis,Louis Galea,Louis Galea,Louis Galea,,,,,,,,,,,,,,,,,,,,,,,Louis Galea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Galea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Galea,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1871727,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,Louis Grech,male,1947-03-22,Louis,Louis Grech,Louis Grech,Louis Grech,Louis Grech,/m/0546j6,,,,,,,,,Louis Grech,Louis Grech,,,28123,,,,,Louis Grech,Louis Grech,,Louis Grech,,,,,,,,,,,Louis Grech,,,,,,,,,,,,,,,,,,,,,Louis Grech,,,,,,,,,Louis Grech,Louis Grech,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/Louis_Grech_(cropped).jpg,,,,Category:Louis Grech,,,,,,,,,,,,,,,,,,,,,Louis Grech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Louis Grech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19646807,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,,,Alfons Maria Galea,,male,,Alfons,Alfons Maria Galea,Alfons Maria Galea,,,,Alfons Maria Galea,Alfons Maria Galea,,,,,,,Alfons Maria Galea,,,,,,,,,Alfons Maria Galea,Alfons Maria Galea,,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,,,,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,,Alfons Maria Galea,Alfons Maria Galea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfons Maria Galea,,Alfons Maria Galea,,Alfons Maria Galea,,,,,,,,,,Alfons Maria Galea,,,,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,Alfons Maria Galea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19958063,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,,,female,,Elena,Helena Dalli,Helena Dalli,,Helena Dalli,,Helena Dalli,Helena Dalli,,,,,,,Helena Dalli,,,,,,,,,Helena Dalli,Helena Dalli,Елена Абела,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,,,,Helena Dalli,Helena Dalli,,,Helena Dalli,Helena Dalli,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/5/51/Informal_meeting_of_ministers_for_employment,_social_affairs,_family_and_gender_equality_(iEPSCO)._Arrivals_Helena_Dalli_(35181126924).jpg",,,,,,,,,,,Helena Dalli,,Helena Dalli,,Helena Dalli,,,,,,,,,,Helena Dalli,,,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,Helena Dalli,Helena Dalli,Helena Dalli,Helena Dalli,,,,,,,,Helena Dalli,,,,,,,,,,Dalli,,,,,,,,,,Helena Dalli,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Helena Dalli,Helena Dalli,,,,,,,,,,,,,,,,,,,,,
Q20949398,Roderick Galdes,,Roderick Galdes,,,,Roderick Galdes,Roderick Galdes,,,,male,,Roderick,Roderick Galdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/8d/Hon_Roderick_Galdes.jpg,,,,Category:Roderick Galdes,,,,,,,,,,,,,,,,,,,,,Roderick Galdes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Galdes,,,,,,,,,,Roderick Galdes,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20983473,Silvio Parnis,,Silvio Parnis,,,,Silvio Parnis,Silvio Parnis,,,,male,,Silvio,Silvio Parnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvio Parnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Parnis,,,,,,,,,,Silvio Parnis,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23205821,Gerry Zammit,Gerry Zammit,Gerry Zammit,,,,Gerry Zammit,,,Gerry Zammit,,male,1930-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961-07-06,,,,,,,,,,,,,,,,Gerry Zammit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23881652,Silvio Schembri,,Silvio Schembri,,,,Silvio Schembri,Silvio Schembri,,,,male,1985-05-21,Silvio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Silvio_Schembri.jpg,,,,,,,,,,,,,,,,,,,,,,,,,Silvio Schembri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schembri,,,,,,,,,,Silvio Schembri,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24643928,Marlene Farrugia,Marlene Farrugia,Marlene Farrugia,,,,Marlene Farrugia,Marlene Farrugia,,Marlene Farrugia,,female,1966-07-24,Marlene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/1/1d/Marlene_Farrugia_on_political_attack_billboard_in_Naxxar,_2017.jpg",,,,Category:Marlene Farrugia,,مارلين فاروجيا,مارلين فاروجيا,,,,,,,,,,,,,,,,,,Marlene Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrugia,,,,,,,,,,Marlene Farrugia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q247348,Tonio Fenech,,Tonio Fenech,,Tonio Fenech,,Tonio Fenech,Tonio Fenech,,,,male,1969-05-05,Tonio,Tonio Fenech,Tonio Fenech,Tonio Fenech,Antonio Fenech,/m/03wflrn,,,,,,,,,,,,,,,,,,,,,Tonio Fenech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonio Fenech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fenech,,,,,,,,,,Tonio Fenech,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q250177,Anton Buttigieg,Anton Buttigieg,Anton Buttiġieġ,Anton Buttigieg,Anton Buttiġieġ,Anton Buttigieg,Anton Buttigieg,Anton Buttigieg,Anton Buttigieg,Anton Buttigieg,Anton Buttigieg,male,1912-02-19,Anton,Anton Buttigieg,Anton Buttigieg,Anton Buttiġieġ,Anton Buttigieg,/m/0365yn,,Anton Buttigieg,Anton Buttiġieġ,,Anton Buttigieg,27372005,142914614,,Anton Buttigieg,,n86046906,,,,,,,,,Антон Буттиджич,Anton Buttiġieġ,,,,,,,,,,,Anton Buttigieg,,Антон Буттіджіч,,,Anton Buttiġieġ,,آنتون بوتیگیگ,Anton Buttigieg,,アントン・ブティギーグ,,안톤 부티기그,,,,,Anton Buttigieg,,آنتون بوتیگیگ,Anton Buttiġieġ,,Anton Buttiġieġ,,,,안톤 부티기그,,,,,,"Буттиджич, Антон",,Антон Буттіджіч,,https://upload.wikimedia.org/wikipedia/commons/5/50/Dr._Anton_Buttigieg.jpg,,ანტონ ბუტიჯიჩი,ანტონ ბუტიჯიჩი,Category:Anton Buttigieg,15511345z,,,,1983-05-05,,,,,,,,,,,,,,,,Anton Buttigieg,,,,,,Anton Buttigieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 0653 5143,,,,,,,,,,,,,,,Buttigieg,,,1264471,,,,,,00000014872,Anton Buttigieg,,,,,,,Anton Buttigieg,,,,,,,,,,poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50169187,,
Q25688004,Godfrey Farrugia,Godfrey Farrugia,Godfrey Farrugia,,Godfrey Farrugia,,Godfrey Farrugia,Godfrey Farrugia,,Godfrey Farrugia,,male,1960-05-04,Godfrey,Godfrey Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/63/Godfrey_Farrugia_-_September_2016_(cropped).jpg,,,,Category:Godfrey Farrugia,,,,,,,,,,,,,,,,,,,,,Godfrey Farrugia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farrugia,,,,,,,,,,Godfrey Farrugia,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2668705,Christopher Said,,Christopher Said,,Chris Said,,Christopher Said,Chris Said,,,,male,1970,Christopher,Christopher Said,,Chris Said,Christopher Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Said,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Said,,,,,,,,,,Christopher Said,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27663240,Robert Cutajar,,Robert Cutajar,,,,Robert Cutajar,Robert Cutajar,,,,male,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Cutajar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutajar,,,,,,,,,,Robert Cutajar,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2980429,Clyde Puli,,Clyde Puli,,Clyde Puli,,Clyde Puli,Clyde Puli,,,,male,1969-09-13,Clyde,Clyde Puli,,,Clyde Puli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clyde Puli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puli,,,,,,,,,,Clyde Puli,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31824490,,Rokku Abdilla,,,,,Rokku Abdilla,,,Rokku Abdilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rokku Abdilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q333979,"Gerald Strickland, 1st Baron Strickland",Gerald Strickland,Gerald Strickland,Gerald Strickland,"Gerald Strickland, 1. Baron Strickland",Gerald Strickland,"Gerald Strickland, 1st Baron Strickland","Gerald Strickland, 1st Baron Strickland",Gerald Strickland,Gerald Strickland,Gerald Strickland,male,1861-05-24,Gerald,Gerald Strickland,Gerald Strickland,"Gerald Strickland, 1. Baron Strickland",Gerald Strickland,/m/04307k,,"Gerald Strickland, 1st Baron Strickland",Gerald Strickland,,,77717613,,,,,n84115250,,,,,,,,,,Gerald Strickland,,,,,,,,,,,,,,,,,,,,,ジェラルド・ストリックランド,,,,,,,Gerald Strickland,,,,,Gerald Strickland,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/ff/Gerald_Strickland_1930s.jpg,,,,"Category:Gerald Strickland, 1st Baron Strickland",119697695,,,,1940-08-22,ג'רלד סטריקלנד,,,,,,,,,,,,,,179824317,Gerald Strickland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 2575 2541,135794,,,杰拉尔德·斯特里克兰,,,,,,傑拉爾德·斯特里克蘭,,,,,,,113919204,1478905,36350,mp81840,strickland-sir-gerald-8700,sir-gerald-strickland,,,Gerald Strickland,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,w6h99559,,Strickland-3323,,,,,,,,ADV12606823,,F31324,,,,,,,,,OL5505221A,,5902,,,,,
Q335387,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,,male,1876-09-07,Francesco,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,Francesco Buhagiar,/m/02707py,,Francesco Buhagiar,,,,,,,Francesco Buhagiar,,,,,,,,,,,,Francesco Buhagiar,,,,,,,,,,,Francesco Buhagiar,,,,,,,,Francesco Buhagiar,,フランシスコ・ブアージャール,,,,,,,,,,,,,,,フランシスコ・ブアージャール,,,,,,,,,,,,,,,,,,,,1934-06-27,פרנצ'סקו בוהג'יאר,,,,,,,,,,,,,,,Francesco Buhagiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buhagiar,,,,,,,,,,Francesco Buhagiar,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3623604,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,Arnold Cassola,male,1953-11-21,Arnold,Arnold Cassola,Arnold Cassola,,,/m/09xs1k,,,,,,61698159,,,,,,http://storia.camera.it/deputato/arnold-cassola-19531121,,,,,,,,,Arnold Cassola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13485873j,,,,,,,,,,,,,,,,,arnoldcassola,CassolaMEP,035617594,Arnold Cassola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301502,,0000 0000 2949 2927,,,,,,,,,,,,,,,,,138742073,,,,,,,,Arnold Cassola,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37860840,Robert Abela,,Robert Abela,,Robert Abela,Robert Abela,Robert Abela,,,,,male,,Robert,Robert Abela,Robert Abela,,,,Robert Abela,,,,,,,,,,,,,,,,,,,Роберт Абела,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abela,,,,,,,,,,Robert Abela,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q37860847,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,,,,male,,Chris,Chris Agius,Chris Agius,,,,Chris Agius,Chris Agius,,,,,,,Chris Agius,,,,,,,,,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,,,,Chris Agius,Chris Agius,,,Chris Agius,Chris Agius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Agius,,Chris Agius,,Chris Agius,,,,,,,,,,,,,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,Chris Agius,Chris Agius,Chris Agius,Chris Agius,,,,,,,,Chris Agius,,,,,,,,,,Agius,,,,,,,,,,Chris Agius,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,Chris Agius,Chris Agius,,,,,,,,,,,,,,,,,,,,,
Q37860971,David Agius,,David Agius,,David Agius,David Agius,David Agius,,,,,male,,David,David Agius,David Agius,,,,David Agius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agius,,,,,,,,,,David Agius,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
