id,name,family_name,given_name,sort_name,faction_id,faction,gender,img,dob,email,source,website,term
vos-ml-pvda,Mei Li L Vos,Vos,Mei Li,"Vos, M.L. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7952_0.jpg?itok=FmogTCyt,1970-03-31,m.vos@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vos-ml-pvda,http://www.meilivos.pvda.nl,2012
vries-de-vvd,Aukje de Vries,Vries,Aukje,"Vries, A. de",VVD,People's Party for Freedom and Democracy,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8274_0.jpg?itok=MMGlGMB3,1964-10-21,aukjedevries@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vries-de-vvd,,2012
vries-aa-de-pvda,Albert A de Vries,Vries,Albert,"Vries, A.A. de",PvdA,Labour Party,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8176_0.jpg?itok=LWlPj0kY,1955-07-10,a.a.dvries@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vries-aa-de-pvda,,2012
vuijk-r-vvd,Ronald Vuijk,Vuijk,Ronald,"Vuijk, R. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8283_0.jpg?itok=RLSDul8r,1965-10-22,r.vuijk@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vuijk-r-vvd,,2012
wassenberg-fp-pvdd,Frank P Wassenberg,Wassenberg,Frank,"Wassenberg, F.P. ",PvdD,Party for the Animals,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8348_0.jpg?itok=Sxq-v4RB,1966-05-02,frank.wassenberg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wassenberg-fp-pvdd,http://www.partijvoordedieren.nl,2012
weyenberg-spra-van-d66,Steven P R A van Weyenberg,Weyenberg,Steven,"Weyenberg, S.P.R.A. van",D66,Democrats 66,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8162_0.jpg?itok=YAFqP1V-,1973-03-21,s.vweyenberg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/weyenberg-spra-van-d66,,2012
wijngaarden-j-van-vvd,Jeroen Van Wijngaarden,Wijngaarden,Jeroen,"Wijngaarden, J. Van",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8311_0.jpg?itok=JkzfHiWi,1978-03-29,j.vwijngaarden@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wijngaarden-j-van-vvd,,2012
wilders-g-pvv,Geert Wilders,Wilders,Geert,"Wilders, G. ",PVV,Party for Freedom,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/6400_0.jpg?itok=viHO_vmK,1963-09-06,g.wilders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wilders-g-pvv,http://www.geertwilders.nl,2012
wolbert-ag-pvda,Agnes G Wolbert,Wolbert,Agnes,"Wolbert, A.G. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7883_0.jpg?itok=WLkPLP7h,1958-08-20,a.wolbert@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wolbert-ag-pvda,,2012
wout-b-van-t-vvd,Bas van 't Wout,Wout,Bas,"Wout, B. van 't",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8183_0.jpg?itok=MHkD7eW7,1979-04-22,b.vtwout@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wout-b-van-t-vvd,,2012
ypma-l-pvda,Loes Ypma,Ypma,Loes,"Ypma, L. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8175_0.jpg?itok=9kltOhIb,1980-02-20,l.ypma@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ypma-l-pvda,,2012
y%C3%BCcel-k-pvda,Keklik Yücel,Yücel,Keklik,"Yücel, K. ",PvdA,Labour Party,female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8010_0.jpg?itok=1gPlfnRa,1968-05-05,k.yucel@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/y%C3%BCcel-k-pvda,,2012
ziengs-e-vvd,Erik Ziengs,Ziengs,Erik,"Ziengs, E. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8053_0.jpg?itok=t7zzj-XB,1960-09-27,e.ziengs@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ziengs-e-vvd,http://www.erikziengs.nl,2012
zijlstra-h-vvd,Halbe Zijlstra,Zijlstra,Halbe,"Zijlstra, H. ",VVD,People's Party for Freedom and Democracy,male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7907_0.jpg?itok=Tprb3ONG,1969-01-21,h.zijlstra@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/zijlstra-h-vvd,https://twitter.com/test twitter,2012
