id,name,family_name,given_name,sort_name,gender,img,dob,email,source
volp-mjj-pvda,Marith J J Volp,Volp,Marith,"Volp, M.J.J. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/cbd4c283-fd60-489f-8cc4-8d755c4eee17.jpg?itok=4nIYgi7t,1972-10-02,m.volp@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/volp-mjj-pvda
voordewind-js-cu,Joël S Voordewind,Voordewind,Joël,"Voordewind, J.S. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/60858135-882d-4b1d-a8ce-71ed22810cbc.jpg?itok=6E0ua2vu,1965-07-09,j.voordewind@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/voordewind-js-cu
voortman-lgj-gl,Linda G J Voortman,Voortman,Linda,"Voortman, L.G.J. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/71aa3e1f-0120-4885-9e63-3578c8e45183.jpg?itok=BpG_Tvsa,1979-06-27,l.voortman@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/voortman-lgj-gl
vos-jc-pvda,Jan C Vos,Vos,Jan,"Vos, J.C. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/b7896ef4-823f-4206-a359-4d7b59e54568.jpg?itok=QX-xQWF5,1972-02-09,j.c.vos@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vos-jc-pvda
vos-ml-pvda,Mei Li L Vos,Vos,Mei Li,"Vos, M.L. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/fa4cef3f-16f3-4b25-8cbe-21dd23d1d94c.jpg?itok=9emUYfIM,1970-03-31,m.vos@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vos-ml-pvda
vries-aa-de-pvda,Albert A de Vries,Vries,Albert,"Vries, A.A. de",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/d8a6cee3-7380-488d-be54-e1cb22a4710e.jpg?itok=Us2YH46o,1955-07-10,a.a.dvries@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vries-aa-de-pvda
vries-de-vvd,Aukje de Vries,Vries,Aukje,"Vries, A. de",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/1b1942d7-ca0b-46bc-9a6f-93844d2c2531.jpg?itok=fs4n5EMC,1964-10-21,aukjedevries@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vries-de-vvd
vuijk-r-vvd,Ronald Vuijk,Vuijk,Ronald,"Vuijk, R. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/bc231d73-def2-4fe7-884c-d6a99c4fd61c.jpg?itok=l5kk563R,1965-10-22,r.vuijk@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/vuijk-r-vvd
wassenberg-fp-pvdd,Frank P Wassenberg,Wassenberg,Frank,"Wassenberg, F.P. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/8348_0.jpg?itok=Sxq-v4RB,1966-05-02,frank.wassenberg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wassenberg-fp-pvdd
weyenberg-spra-van-d66,Steven P R A van Weyenberg,Weyenberg,Steven,"Weyenberg, S.P.R.A. van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/948b07c0-2c17-4c55-9922-ebbd8faef916.jpg?itok=vB9b01g0,1973-03-21,s.vweyenberg@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/weyenberg-spra-van-d66
wijngaarden-j-van-vvd,Jeroen Van Wijngaarden,Wijngaarden,Jeroen,"Wijngaarden, J. Van",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/d022d3b3-a1b3-4ae8-9650-3eb81248f1fe.jpg?itok=HRxLvetf,1978-03-29,j.vwijngaarden@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wijngaarden-j-van-vvd
wilders-g-pvv,Geert Wilders,Wilders,Geert,"Wilders, G. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/291fc9cd-1194-4c74-9430-51c447a84f20.jpg?itok=n27XKahs,1963-09-06,g.wilders@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wilders-g-pvv
wolbert-ag-pvda,Agnes G Wolbert,Wolbert,Agnes,"Wolbert, A.G. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3c0a42c1-47d8-44ad-9ce9-fbf0bd67f78d.jpg?itok=WK8Gd_9X,1958-08-20,a.wolbert@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wolbert-ag-pvda
wout-b-van-t-vvd,Bas van 't Wout,Wout,Bas,"Wout, B. van 't",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/dfe7c695-7df3-472e-bb55-6474918d29cd.jpg?itok=3GtCQmvK,1979-04-22,b.vtwout@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/wout-b-van-t-vvd
y%C3%BCcel-k-pvda,Keklik Yücel,Yücel,Keklik,"Yücel, K. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/3f49ab8c-94d2-43b4-8389-23a52d3f2f7b.jpg?itok=MvFCB9R7,1968-05-05,k.yucel@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/y%C3%BCcel-k-pvda
ypma-l-pvda,Loes Ypma,Ypma,Loes,"Ypma, L. ",female,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/7c94cdb1-e432-48b4-83bf-f6b7543c3276.jpg?itok=Ik-2Crj_,1980-02-20,l.ypma@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ypma-l-pvda
ziengs-e-vvd,Erik Ziengs,Ziengs,Erik,"Ziengs, E. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/deecbc67-e14e-4237-b668-998ae31df238.jpg?itok=iqgIDEh-,1960-09-27,e.ziengs@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/ziengs-e-vvd
zijlstra-h-vvd,Halbe Zijlstra,Zijlstra,Halbe,"Zijlstra, H. ",male,https://www.houseofrepresentatives.nl/sites/default/files/styles/content_image/public/85ea743e-c01d-4b65-b7de-aeb891465fba.jpg?itok=chYocwxj,1969-01-21,h.zijlstra@tweedekamer.nl,https://www.houseofrepresentatives.nl/members_of_parliament/members_of_parliament/zijlstra-h-vvd
