id,name,sort_name,family_name,given_name,party,party_id,phone,email,image,source,term,constituency
P272,Carlos Antonio Portillo Verún,"Portillo Verún, Carlos Antonio",Portillo Verún,Carlos Antonio,PLRA,PLRA,414 - 4073,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P272.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=272,2013,Alto Paran
P273,Sergio Rojas Sosa,"Rojas Sosa, Sergio",Rojas Sosa,Sergio,PLRA,PLRA,414 - 4074,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P273.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=273,2013,Central
P274,Enrique Antonio C. Buzarquis Cáceres,"Buzarquis Cáceres, Enrique Antonio C.",Buzarquis Cáceres,Enrique Antonio C.,PLRA,PLRA,414 - 4075,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P274.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=274,2013,Caaguaz
P275,Juan Félix Bogado Tatter,"Bogado Tatter, Juan Félix",Bogado Tatter,Juan Félix,PLRA,PLRA,414 - 4076,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P275.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=275,2013,Capital
P276,Pastor Alberto Vera Bejarano,"Vera Bejarano, Pastor Alberto",Vera Bejarano,Pastor Alberto,PLRA,PLRA,414 - 4077,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P276.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=276,2013,San Pedro
P277,Héctor Lucio Lesme Delgado,"Lesme Delgado, Héctor Lucio",Lesme Delgado,Héctor Lucio,PLRA,PLRA,414 - 4078,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P277.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=277,2013,Central
P278,Esmérita Sánchez de Da Silva,"Sánchez de Da Silva, Esmérita",Sánchez de Da Silva,Esmérita,PLRA,PLRA,414 - 4079,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P278.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=278,2013,Caaguaz
P279,Antonio Gustavo Cardozo,"Cardozo, Antonio Gustavo",Cardozo,Antonio Gustavo,PLRA,PLRA,414 - 4080,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P279.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=279,2013,Alto Paran
P280,José Gregorio Ledesma Narvaez,"Ledesma Narvaez, José Gregorio",Ledesma Narvaez,José Gregorio,PLRA,PLRA,414 - 4081,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P280.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=280,2013,San Pedro
P281,Asa Javier González Ortíz,"González Ortíz, Asa Javier",González Ortíz,Asa Javier,PLRA,PLRA,414 - 4082,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P281.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=281,2013,Misiones
P282,Eber Osvaldo Ovelar Benitez,"Ovelar Benitez, Eber Osvaldo",Ovelar Benitez,Eber Osvaldo,ANR,ANR,414 - 4177,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P282.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=282,2013,Caaguaz
P284,Ramón Duarte Jiménez,"Duarte Jiménez, Ramón",Duarte Jiménez,Ramón,FG,FG,414 - 4065,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P284.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=284,2013,Itapa
P286,Julio Enrique Mineur de Witte,"Mineur de Witte, Julio Enrique",Mineur de Witte,Julio Enrique,PLRA,PLRA,4144173,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P286.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=286,2013,Presidente Hayes
P287,Fabiola Elvira Oviedo Melgarejo,"Oviedo Melgarejo, Fabiola Elvira",Oviedo Melgarejo,Fabiola Elvira,ANR,ANR,414  4316,"[email protected]/* <![CDATA[ */!function(t,e,r,n,c,a,p){try{t=document.currentScript||function(){for(t=document.getElementsByTagName('script'),e=t.length;e--;)if(t[e].getAttribute('data-cfhash'))return t[e]}();if(t&&(c=t.previousSibling)){p=t.parentNode;if(a=c.getAttribute('data-cfemail')){for(e='',r='0x'+a.substr(0,2)|0,n=2;a.length-n;n+=2)e+='%'+('0'+('0x'+a.substr(n,2)^r).toString(16)).slice(-2);p.replaceChild(document.createTextNode(decodeURIComponent(e)),c)}p.removeChild(t)}}catch(u){}}()/* ]]> */",http://www.diputados.gov.py/fotos/cv/P287.jpg,http://www.diputados.gov.py/ww1/?pagina=cv&id=287,2013,Capital
