id,name__en,name__de,name__en_ca,name__en_gb,name__fr,name__lzh,name__yue,name__zh,name__zh_cn,name__zh_hk,name__zh_sg,name__zh_tw,name__nl,name,wikipedia__en,gender,occupation,birth_date,original_wikiname,name__pt,wikipedia__pt,death_date,name__es,name__hu,name__zh_mo,name__zh_hans,name__zh_hant,name__zh_my,given_name,facebook,wikipedia__commons,image,name__hak,name__nan,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,name__id,name__vi,name__ms,name__nb,name__da,name__nn,name__sv,wikipedia__fr,wikipedia__id,wikipedia__ms,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh,family_name,name__it,identifier__ISNI,identifier__SUDOC,identifier__FAST,wikipedia__no,twitter,name__ru,name__ta,name__ar,wikipedia__ta,identifier__Oxforddnb,identifier__snac,name__pl,name__qu,name__ko,name__he,name__oc,name__yo,name__lv,name__gl,name__ja,name__el,name__my,name__hi,name__eo,name__sr,name__tr,name__th,name__fi,name__uk,name__cs,name__io,name__fa,name__mr,name__ca,name__et,name__pt_br,name__tl,name__bn,name__be,name__ro,name__az,name__la,name__hy,name__eu,name__sco,wikipedia__ar,wikipedia__az,wikipedia__be,wikipedia__bn,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hy,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__my,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh_yue,identifier__IMDB,identifier__NNDB,instagram,identifier__CSPAN,name__pa,website,identifier__NTA,identifier__OLID,identifier__Britannica,identifier__BNF,name__ne,wikipedia__ne,wikipedia__pa,identifier__quora,name__nds,name__vmf,wikipedia__itwikiquote,name__jv,name__ml,name__ka,wikipedia__jv,wikipedia__ka,wikipedia__ml,name__bg,wikipedia__bg,electoral_district,identifier__Munzinger,identifier__NLAtrove,identifier__NLA,wikipedia__eu,name__km,wikipedia__km,identifier__NDL,identifier__NLI,name__is,name__mk,name__be_tarask,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__li,name__sh,name__sa,name__war,name__kk,name__ky,name__new,name__si,name__mg,name__bcl,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__sd,name__tt,name__vo,name__lb,name__lo,name__mn,name__te,name__gu,name__ast,name__kn,wikipedia__arwikiquote,wikipedia__ast,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__cy,wikipedia__gu,wikipedia__hu,wikipedia__is,wikipedia__kk,wikipedia__kn,wikipedia__ky,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__mg,wikipedia__mk,wikipedia__mn,wikipedia__new,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__pnb,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sd,wikipedia__sh,wikipedia__te,wikipedia__thwikiquote,wikipedia__tt,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zhwikiquote,identifier__CANTIC,identifier__wikitree,identifier__kinopoisk
Q20990652,Fatimah Lateef,,,,,,,,,,,,Fatimah Lateef,Fatimah Lateef,Fatimah Lateef,female,politician,1966-03-16,Fatimah Lateef,,,,,,,,,,,Fatimah-Lateef-355240599823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20990654,Rahayu Mahzam,,,,,,,,,,,,Rahayu Mahzam,Rahayu Mahzam,Rahayu Mahzam,female,,1980,Rahayu Mahzam,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/da/Rahayu_Mahzam.jpg,,,,,,,,,Rahayu Mahzam,,Rahayu Mahzam,,,,,,Rahayu Mahzam,Rahayu Mahzam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20990655,Saktiandi Supaat,,,,,,,,,,,,Saktiandi Supaat,Saktiandi Supaat,Saktiandi Supaat,male,,1973-10-28,Saktiandi Supaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21663168,Henry Kwek,,,,,,,,,,,,Henry Kwek,Henry Kwek,Henry Kwek,male,,1976-04-20,Henry Kwek,,,,,,,,,,Henry,,,https://upload.wikimedia.org/wikipedia/commons/2/2f/Henry_Kwek.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22003605,Cheryl Chan,,,,,,,,,,,,Cheryl Chan,Cheryl Chan,Cheryl Chan,female,,1976,Cheryl Chan,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3c/CherylChan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22007161,Louis Ng,,,,,,,黃國光,,,,,Louis Ng,Louis Ng,Louis Ng,male,,1978-12-08,Louis Ng,,,,,,,黄国光,,,Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23008530,Jek Yeun Thong,,,,,,,,,,,,Jek Yeun Thong,Jek Yeun Thong,Jek Yeun Thong,male,,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23416672,Melvin Yong,,,,,,,,,,,,Melvin Yong,Melvin Yong,Melvin Yong,male,,,Melvin Yong,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fa/CAL_6512.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2368196,S. Dhanabalan,Suppiah Dhanabalan,,,Suppiah Dhanabalan,,,,,,,,S. Dhanabalan,S. Dhanabalan,S. Dhanabalan,male,politician,1937-08-08,,,,,S. Dhanabalan,S. Dhanabalan,,,,,S.,,,,,,,Suppiah Dhanabalan,,,,/m/06k8bb,S. Dhanabalan,,,,,,,,S. Dhanabalan,,,,,,,,,,,,,,,,,,,,,,,,,,スピア・ダナバラン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23769866,Chor Yeok Eng,,,,,,,曹煜英,,,,,Chor Yeok Eng,Chor Yeok Eng,Chor Yeok Eng,male,,1930-01-29,,Chor Yeok Eng,Chor Yeok Eng,2016-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23772394,Joan Pereira,,,,,,,,,,,,Joan Pereira,Joan Pereira,Joan Pereira,female,,,Joan Pereira,,,,,,,,,,,joanpereira67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23772395,Sun Xueling,,,,,,,,,,,,Sun Xueling,Sun Xueling,Sun Xueling,female,,1979-07-10,Sun Xueling,,,,,,,,,,,helloxueling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24006711,Murali Pillai,,,,,,,穆仁理,,,,,Murali Pillai,Murali Pillai,Murali Pillai,male,lawyer,1967-10-30,Murali Pillai,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c2/Muralirallyspeech2016april_(cropped).jpg,,,,,,,,,Murali Pillai,,,,,,,,Murali Pillai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24809989,Peh Chin Hua,,,,,,,,白振华先生,,,,Peh Chin Hua,Peh Chin Hua,Peh Chin Hua,male,,1947-01-01,,,,,,,,,白振華先生,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25343469,Ahmad bin Ibrahim,,,,,,,阿末依布拉欣,,,,,Ahmad bin Ibrahim,Ahmad bin Ibrahim,Ahmad bin Ibrahim,male,,1927,,,,1962-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27058387,Kok Heng Leun,,,,,,,,,,,,Kok Heng Leun,Kok Heng Leun,Kok Heng Leun,male,,,Kok Heng Leun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29093145,K Thanaletchimi,,,,,,,,,,,,K Thanaletchimi,K Thanaletchimi,,female,politician,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,கே. தனலட்சுமி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q313300,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,吳作棟,吳作棟,吴作栋,吴作栋,吳作棟,吴作栋,吳作棟,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,male,politician,1941-05-20,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,,Goh Chok Tong,Goh Chok Tong,吳作棟,吴作栋,吳作棟,吴作栋,,,,https://upload.wikimedia.org/wikipedia/commons/3/31/GohChokTong-WashingtonDC-20010614.jpg,N̂g Chok-tùng,Gô͘ Chok-tòng,,Goh Chok Tong,28663326,142927457,n89177624,/m/01q3zn,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Goh Chok Tong,Ngô Tác Đống,Gô͘ Chok-tòng,吴作栋,Ng,Goh Chok Tong,0000 0001 1440 4805,145941469,335637,Goh Chok Tong,,Го Чок Тонг,,غو تشوك تونغ,,,,Goh Chok Tong,,고촉통,,,,,,呉作棟,,ဂိုချုပ်တောင်,गोह चोक टोंग,,,Goh Chok Tong,โก๊ะ จ๊กตง,Goh Chok Tong,Го Чок Тонг,Goh Chok Tong,,,कोह चोक थोंग,,,,Goh Chok Tong,গোহ চক তং,,,,Goh Chok Tong,,,,غو تشوك تونغ,,,গোহ চক তং,,Goh Chok Tong,Goh Chok Tong,,,,Goh Chok Tong,,Goh Chok Tong,,,Goh Chok Tong,,N̂g Chok-tùng,,गोह चोक टोंग,,,Goh Chok Tong,ゴー・チョクトン,고촉통,Goh Chok Tong,,कोह चोक थोंग,ဂိုချုပ်တောင်,,,Goh Chok Tong,,,,Го Чок Тонг,,Goh Chok Tong,,Goh Chok Tong,โก๊ะ จ๊กตง,Goh Chok Tong,Goh Chok Tong,Го Чок Тонг,,吳作棟,,091/000111755,,,,,07425748X,,biography/Goh-Chok-Tong,,,,,Goh-Chok-Tong,,,,,,,,,,,,,00000017765,,,,ហ្គោស ចុកតុង,ហ្គោស ចុកតុង,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q337799,S. Rajaratnam,Sinnathamby Rajaratnam,,,S. Rajaratnam,,,信那谈比·拉惹勒南,,,,,S. Rajaratnam,S. Rajaratnam,S. Rajaratnam,male,journalist,1915-02-25,,,,2006-02-22,S. Rajaratnam,S. Rajaratnam,,,,,S.,,,,,,S. Rajaratnam,Sinnathamby Rajaratnam,15571849,119074559,n86035999,/m/08pvxz,Sinnathamby Rajaratnam,S Rajaratnam,S. Rajaratnam,,,,,,Sinnathamby Rajaratnam,S. Rajaratnam,S Rajaratnam,,拉惹勒南,,,0000 0000 8200 5008,12343825X,1428052,,,"Раджаратнам, Синнатамби",சி. இராசரத்தினம்,,சி. இராசரத்தினம்,,w6sb4r6q,,,,,,,,S. Rajaratnam,S・ラジャラトナム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinnathamby Rajaratnam,,,,,,,,,,,,,,,,,,,,,,,,,"Раджаратнам, Синнатамби",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00000015965,1498260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3518218,Teo Chee Hean,Teo Chee Hean,Teo Chee Hean,Teo Chee Hean,Teo Chee Hean,張志賢,張志賢,张志贤,张志贤,張志賢,张志贤,張志賢,Teo Chee Hean,Teo Chee Hean,Teo Chee Hean,male,politician,1954-12-27,Teo Chee Hean,,,,Teo Chee Hean,Teo Chee Hean,,,,,Teo,,Category:Teo Chee Hean,https://upload.wikimedia.org/wikipedia/commons/3/38/Teo_Chee_Hean.jpg,Chông Chṳ-hièn,Tiuⁿ Chì-hiân,,,,,,,Teo Chee Hean,Trương Chí Hiền,,,,,,Teo Chee Hean,Teo Chee Hean,,Trương Chí Hiền,,张志贤,,,,,,,,,,,,,,,,,,,,,,テオチーハン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teo Chee Hean,Teo Chee Hean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3786667,Lee Li Lian,Lee Li Lian,Lee Li Lian,Lee Li Lian,Lee Li Lian,李麗連,李麗連,李丽连,李丽连,李麗連,李丽连,李麗連,Lee Li Lian,Lee Li Lian,Lee Li Lian,female,politician,1978-07-19,Lee Li Lian,,,,Lee Li Lian,Lee Li Lian,,李丽连,李麗連,,,,,,Lí Li-lièn,Lí Lē-liân,,,,,,,,,,,,,,,,,,,李丽连,Li,,,,,,,"Лиан, Ли Ли",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Лиан, Ли Ли",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3846565,Chen Show Mao,Chen Show Mao,Chen Show Mao,Chen Show Mao,Chen Show Mao,陳碩茂,陳碩茂,陳碩茂,陈硕茂,陳碩茂,陈硕茂,陳碩茂,Chen Show Mao,Chen Show Mao,Chen Show Mao,male,politician,1961-02-06,Chen Show Mao,,,,Chen Show Mao,Chen Show Mao,,陈硕茂,陳碩茂,,,,,"https://upload.wikimedia.org/wikipedia/commons/9/9d/Chen_Show_Mao_at_a_Workers'_Party_general_election_rally,_Serangoon_Stadium,_Singapore_-_20110429_(cropped).jpg",Chhṳ̀n Sa̍k-meu,Tân Se̍k-bō͘,,,,,,,,,,,,,,,,,,Tân Se̍k-bō͘,陳碩茂,Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q38987,Tony Tan Keng Yam,Tony Tan Keng Yam,,,Tony Tan Keng Yam,,陳慶炎,陈庆炎,陈庆炎,陳慶炎,,陳慶炎,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan,male,mathematician,1940-02-07,,Tony Tan Keng Yam,Tony Tan,,Tony Tan Keng Yam,Tony Tan Keng Yam,,陈庆炎,,,Tony,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Tony_Tan_20110623.jpg,,Tân Khèng-iām,,Tony Tan Keng Yam,227756618,,no2012007627,/m/061gdl,Tony Tan Keng Yam,Trần Khánh Viêm,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Trần Khánh Viêm,Tân Khèng-iām,陈庆炎,Chen,Tony Tan,,,,Tony Tan Keng Yam,,Тони Тан,டோனி டேன் கெங் யம்,توني تان,டோனி டேன் கெங் யம்,,,Tony Tan Keng Yam,,토니 탄 켕 얌,,Tony Tan Keng Yam,Tony Tan Keng Yam,,Tony Tan Keng Yam,トニー・タン,,,,Tony Tan,,Tony Tan Keng Yam,โทนี ตัน เค็ง ยัม,Tony Tan Keng Yam,Тоні Тан Кен Ям,,,تونی تن,टोनी तान केंग याम,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,Tony Tan Keng Yam,চেনচিনিয়েন,Тоні Тан,,,Antonius Tan Keng Yam,,,,توني تان,,Тоні Тан,চেনচিনিয়েন,Tony Tan Keng Yam,,,,,,,Tony Tan,Tony Tan Keng Yam,Tony Tan Keng Yam,تونی تن,Tony Tan Keng Yam,Tony Tan Keng Yam,,,,,,Tony Tan,トニー・タン,토니 탄 켕 얌,Antonius Tan Keng Yam,,टोनी तान केंग याम,,Tony Tan Keng Yam,,Tony Tan Keng Yam,,,,Тони Тан,,Tony Tan Keng Yam,,Tony Tan Keng Yam,โทนี ตัน เค็ง ยัม,Tony Tan Keng Yam,Tony Tan Keng Yam,Тоні Тан Кен Ям,Tony Tan Keng Yam,,,,,,,http://www.istana.gov.sg/the-president/biography,,,,,,,,,,,,Tony Tan Keng Yam,ടോണി ടാൻ കെങ് യാം,ტონი ტანი,Tony Tan Keng Yam,ტონი ტანი,ടോണി ടാൻ കെങ് യാം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4354964,Khaw Boon Wan,Khaw Boon Wan,,,Khaw Boon Wan,,,许文远,,許文遠,,,Khaw Boon Wan,Khaw Boon Wan,Khaw Boon Wan,male,politician,1952-12-08,Khaw Boon Wan,,,,Khaw Boon Wan,Khaw Boon Wan,,许文远,許文遠,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a6/Minister_Khaw_Boon_Wan.JPG,,,,,,,,,Khaw Boon Wan,,Khaw Boon Wan,,,,,,Khaw Boon Wan,Khaw Boon Wan,,,许文远,Xǔ,,,,,,,,,,,,,,,,,,,,,カウ・ブーン・ワン,,,,,,,,Khaw Boon Wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khaw Boon Wan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q457929,Devan Nair,Devan Nair,,,Devan Nair,,,蒂凡那,蒂凡那,蒂凡那,蒂凡那,蒂凡那,Devan Nair,Devan Nair,Devan Nair,male,politician,1923-08-05,,Devan Nair,Devan Nair,2005-12-06,Devan Nair,Devan Nair,,蒂凡那,蒂凡那,,Devan,,,,,,Devan Nair,Devan Nair,266984726,1021407771,n50063212,/m/03prs_,Devan Nair,Devan Nair,Devan Nair,,,,C.V. Devan Nair,Devan Nair,Devan Nair,Devan Nair,Devan Nair,,蒂凡那,,Devan Nair,,094132542,18828,,,,சி.வி தேவன் நாயர்,ديفان ناير,தேவன் நாயர்,,w67d3zrq,Devan Nair,,데반 나이르,,,,,,デヴァン・ナイール,,,देवन नायर,,,,เทวัน นายัร,,,Devan Nair,,,चेंगारा वीटिल देवन नायर,,,,,,,,,,,,,ديفان ناير,,,,,Devan Nair,,,,,,,,,,,,,,देवन नायर,,,Devan Nair,デヴァン・ナイール,데반 나이르,,,चेंगारा वीटिल देवन नायर,,Devan Nair,,Devan Nair,,,,,,,,C.V. Devan Nair,เทวัน นายัร,,,,,,,,,,,,,,,,,,,,,,,,ദേവൻ നായർ,დევან ნაირი,,დევან ნაირი,ദേവൻ നായർ,,,,00000016541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q461128,Wong Kan Seng,Wong Kan Seng,Wong Kan Seng,Wong Kan Seng,Wong Kan Seng,黃根成,黃根成,黄根成,黄根成,黃根成,黄根成,黃根成,Wong Kan Seng,Wong Kan Seng,Wong Kan Seng,male,politician,1946-09-08,Wong Kan Seng,,,,Wong Kan Seng,Wong Kan Seng,,黄根成,黃根成,,,,,https://upload.wikimedia.org/wikipedia/commons/2/28/WongKanSeng-20060314.jpg,Vòng Kîn-sṳ̀n,N̂g Kin-sêng,,Wong Kan Seng,,,,/m/071b2h,Wong Kan Seng,,,,,,,,Wong Kan Seng,,,,黄根成,,Wong Kan Seng,,,,,,,,,,,,,,,,,,,,ウォン・カン・セン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Kan Seng,Wong Kan Seng,Wong Kan Seng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
