id,name__ps,name__fr,name__en,name__de,name__ur,name__es,name__fa,name__nl,name__sd,name,wikipedia__de,wikipedia__en,wikipedia__fa,wikipedia__fr,wikipedia__ps,wikipedia__sd,wikipedia__ur,gender,birth_date,original_wikiname,given_name,wikipedia__enwikiquote,name__it,name__en_gb,identifier__VIAF,name__pnb,wikipedia__pnb,name__ru,name__ar,wikipedia__ar,wikipedia__ru,identifier__freebase,name__bn,name__gu,name__hi,name__id,name__ja,name__ka,name__kn,name__ko,name__ml,name__mr,name__ms,name__sv,name__ta,name__te,name__zh,name__nb,name__pa,name__bg,name__mzn,name__he,name__et,name__fi,name__da,name__tr,name__ne,wikipedia__bg,wikipedia__bn,wikipedia__commons,wikipedia__es,wikipedia__gu,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__mzn,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pa,wikipedia__ruwikinews,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__zh,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__Munzinger,identifier__NPG,identifier__FAST,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__yo,name__vi,name__sh,name__pt,name__th,name__ca,name__uk,name__nn,name__eu,name__lb,name__pam,name__sr,name__eo,name__el,name__io,name__ks,name__cs,name__en_ca,name__pt_br,name__sa,name__mai,name__be,wikipedia__be,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eowikinews,wikipedia__et,wikipedia__eu,wikipedia__fi,wikipedia__io,wikipedia__ks,wikipedia__lb,wikipedia__mai,wikipedia__nn,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__sa,wikipedia__sh,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__yo,website,identifier__NNDB,facebook,name__az,wikipedia__az,name__oc,name__hu,last_seen,name__sco,wikipedia__sco,wikipedia__plwikiquote,twitter,occupation,name__cy,death_date,identifier__nyt_topic,name__la,wikipedia__la,identifier__quora,wikipedia__hif,name__hif,wikipedia__hr,name__hr,wikipedia__dty,name__dty,name__fo,name__kl,name__bar,name__gl,wikipedia__azb,wikipedia__bcl,wikipedia__fawikiquote,wikipedia__hy,wikipedia__cy,name__azb,name__bcl,name__hy,name__mk,family_name,wikipedia__br,name__be_tarask,name__br,name__lv,wikipedia__lv,wikipedia__uz,name__uz,identifier__Britannica,identifier__GTAA,identifier__OLID,identifier__NTA,wikipedia__wuu,name__wuu,name__tg,name__sl,name__ga,name__ast,wikipedia__ast,wikipedia__ga,wikipedia__gl,wikipedia__sl,identifier__BIBSYS,wikipedia__ckb,wikipedia__urwikiquote,wikipedia__bh,honorific_prefix,wikipedia__af,name__bho,name__af,name__ckb,wikipedia__ie,wikipedia__xmf,name__xmf,name__ie,wikipedia__sat,name__sat
Q18763842,,Ayesha Raza Farooq,Ayesha Raza Farooq,,عائشہ رضا فاروق,,,Ayesha Raza Farooq,,Ayesha Raza Farooq,,Ayesha Raza Farooq,,,,,,female,,Ayesha Raza Farooq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ayesha Raza Farooq,,,,,,,,,,,,,,,,,,,,,
Q18763843,,Azhar Qayyum,Azhar Qayyum Nahra,,اظہر قیوم نہرہ,,,Azhar Qayyum,,Azhar Qayyum Nahra,,Azhar Qayyum,,,,,,male,1977-01-01,Azhar Qayyum,Azhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azhar Qayyum,,,,,,,,,,,,,,,,,,,,,
Q18763862,,Begum Majeeda Wyne,Begum Majeeda Wyne,,بیگم مجیدہ وائیں,,,Begum Majeeda Wyne,,Begum Majeeda Wyne,,Begum Majeeda Wyne,,,,,بیگم مجیدہ وائیں,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begum Majeeda Wyne,,,,,,,,,,,,,,,,,,,,,
Q18763863,,Begum Tahira Bukhari,Begum Tahira Bukhari,,بیگم طاہرہ بخاری,,,Begum Tahira Bukhari,,Begum Tahira Bukhari,,Begum Tahira Bukhari,,,,,,female,,,,,,,,,,,,,,,বেগম তাহিরা বেগম,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Begum Tahira Bukhari,,,,,,,,,,,,,,,,,,,,,
Q18763868,,Belum Hasnain,Belum Hasnain,,,,,Belum Hasnain,,Belum Hasnain,,Belum Hasnain,,,,,,female,,,,,Belum Hasnain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belum Hasnain,,,,,,,,,,,,,,,,,,,,,
Q18763875,,Bhawan Das,Bhawan Das,,,,,Bhawan Das,,Bhawan Das,,Bhawan Das,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhawan Das,,,,,,,,,,,,,,,,,,,,,
Q18763876,,Bilal Rehman,Bilal Rehman,,بلال رحمان,,,Bilal Rehman,,Bilal Rehman,,Bilal Rehman,,,,,بلال رحمان,male,1982-02-23,Bilal Rehman,Bilal,,Bilal Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bilal Rehman,,,,,,,,,,,,,,,,,,,,,
Q18763878,,Bismillah Khan,Bismillah Khan,,,,,Bismillah Khan,,Bismillah Khan,,Bismillah Khan (politician),,,,,,male,1948-08-09,Bismillah Khan (politician),,,,,,,,,,,,,বিসমিল্লাহ খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bismillah Khan,,,,,,,,,,,,,,,,,,,,,
Q18763941,,Chaudhary Khalid Javed,Chaudhary Khalid Javed,,چوہدری خالد جاوید,,,Chaudhary Khalid Javed,,Chaudhary Khalid Javed,,Chaudhary Khalid Javed,,,,,,male,1962-05-01,Chaudhary Khalid Javed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhary Khalid Javed,,,,,,,,,,,,,,,,,,,,,
Q18763942,,Chaudhry Abid Raza,Chaudhry Abid Raza,,چوہدری عابد رضا,,,Chaudhry Abid Raza,,Chaudhry Abid Raza,,Chaudhry Abid Raza,,,,,,male,1957-04-05,Chaudhry Abid Raza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Abid Raza,,,,,,,,,,,,,,,,,,,,,
Q18763943,,Chaudhry Hamid Hameed,Chaudhry Muhammad Hamid Hameed,,چودھری محمد حامد حمید,,,Chaudhry Hamid Hameed,,Chaudhry Muhammad Hamid Hameed,,Chaudhry Hamid Hameed,,,,,چودھری حامد حمید,male,1972-03-02,Chaudhry Hamid Hameed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Hamid Hameed,,,,,,,,,,,,,,,,,,,,,
Q18763944,,Chaudhry Iftikhar Nazir,Chaudhry Iftikhar Nazir,,چوہدری افتخار نذیر,,,Chaudhry Iftikhar Nazir,,Chaudhry Iftikhar Nazir,,Chaudhry Iftikhar Nazir,,,,,,male,1956-06-10,Chaudhry Iftikhar Nazir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Iftikhar Nazir,,,,,,,,,,,,,,,,,,,,,
Q18763945,,Chaudhry Jaffar Iqbal,Chaudhry Jaffar Iqbal,,چودھری جعفر اقبال,,,Chaudhry Jaffar Iqbal,,Chaudhry Jaffar Iqbal,,Chaudhry Jaffar Iqbal,,,,,چودھری جعفر اقبال,male,1972-09-02,Chaudhry Jaffar Iqbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Jaffar Iqbal,,,,,,,,,,,,,,,,,,,,,
Q18763946,,Chaudhry Khadim Hussain,Chaudhry Khadim Hussain,,چودھری خادم حسین,,,Chaudhry Khadim Hussain,,Chaudhry Khadim Hussain,,Chaudhry Khadim Hussain,,,,,چودھری خادم حسین,male,,Chaudhry Khadim Hussain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Khadim Hussain,,,,,,,,,,,,,,,,,,,,,
Q18763947,,Chaudhry Mehmood Bashir,Chaudhry Mehmood Bashir Virk,,چوہدری محمود بشیر ورک,,,Chaudhry Mehmood Bashir,,Chaudhry Mehmood Bashir Virk,,Chaudhry Mehmood Bashir,,,,,,male,1937-12-25,Chaudhry Mehmood Bashir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Mehmood Bashir,,,,,,,,,,,,,,,,,,,,,
Q18763948,,Chaudhry Muhammad Ashraf,Chaudhry Muhammad Ashraf,,چوہدری محمد اشرف,,,Chaudhry Muhammad Ashraf,,Chaudhry Muhammad Ashraf,,"Muhammad Ashraf (politician, born 1935)",,,,,,male,1935-10-20,"Muhammad Ashraf (politician, born 1935)",,,,,,,,,,,,,চৌধুরী মুহাম্মাদ আশরাফ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Muhammad Ashraf,,,,,,,,,,,,,,,,,,,,,
Q18763949,,Chaudhry Muhammad Shehbaz Babar,Muhammad Shahbaz Babar,,محمد شہباز بابر,,,Chaudhry Muhammad Shehbaz Babar,,Muhammad Shahbaz Babar,,Chaudhry Shehbaz Babar,,,,,,male,1973-02-18,Chaudhry Shehbaz Babar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Muhammad Shehbaz Babar,,,,,,,,,,,,,,,,,,,,,
Q18763950,,Chaudhry Nadeem Abbas,Nadeem Abbas,,ندیم عباس,,,Chaudhry Nadeem Abbas,,Nadeem Abbas,,Chaudhry Nadeem Abbas,,,,,,male,1963-04-15,Chaudhry Nadeem Abbas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Nadeem Abbas,,,,,,,,,,,,,,,,,,,,,
Q18763951,,Chaudhry Nazeer Ahmad,Chaudhry Nazeer Ahmad,,,,,Chaudhry Nazeer Ahmad,,Chaudhry Nazeer Ahmad,,Chaudhry Nazeer Ahmad,,,,,,male,1958-01-01,Chaudhry Nazeer Ahmad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chaudhry Nazeer Ahmad,,,,,,,,,,,,,,,,,,,,,
Q18763958,,Choudhry Bilal Ahmed,Choudhry Bilal Ahmed,,,,,Choudhry Bilal Ahmed,,Choudhry Bilal Ahmed,,Choudhry Bilal Ahmed,,,,,,male,1974-01-01,Choudhry Bilal Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Choudhry Bilal Ahmed,,,,,,,,,,,,,,,,,,,,,
Q18763994,,Darshan,Dr. Darshan,,ڈاکٹر درشن,,,Darshan,,Dr. Darshan,,Darshan Punshi,,,,,,male,,,,,,,,,,,,,,,,,दर्शन लाल पुंशी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,दर्शन लाल पुंशी,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darshan,,,,,,,,,,,,,,,,,,,,,
Q18763999,,Dawar Khan Kundi,Dawar Khan Kundi,,داور خان کنڈی,,,Dawar Khan Kundi,,Dawar Khan Kundi,,Dawar Khan Kundi,,,,,داور خان کنڈی,male,,Dawar Khan Kundi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dawar Khan Kundi,,,,,,,,,,,,,,,,,,,,,
Q18764047,,,Fais Azeem,,,,,Fais Azeem,,Fais Azeem,,Phyllis Azeem,,,,,,female,,,,,Fais Azeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764048,,,Faiz Ul Hassan,,,,,Faiz Ul Hassan,,Faiz Ul Hassan,,Faiz Ul Hassan,,,,,,male,1952-01-01,Faiz Ul Hassan,Faiz,,Faiz Ul Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764049,,,Faqir Sher Muhammad Bilalani,,فقیر شیر محمد بلالانی,,,Fakeer Sher Muhammad Bilalani,,Faqir Sher Muhammad Bilalani,,Fakeer Sher Muhammad Bilalani,,,,,,male,1958-01-02,Fakeer Sher Muhammad Bilalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764051,,,Farhana Qamar,,,,,Farhana Qamar,,Farhana Qamar,,Farhana Qamar,,,,,,female,,,,,Farhana Qamar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764063,,,Fouzia Hameed,,,,,Fouzia Hameed,,Fouzia Hameed,,Fouzia Hameed,,,,,,female,,,,,Fouzia Hameed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764080,,,Ghalib Khan,,غالب خان,,,Ghalib Khan,,Ghalib Khan,,Ghalib Khan,,,,,غالب خان,male,1964-10-08,Ghalib Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764081,,,Ghazi Ghulab Jamali,,غازی گلاب جمال,,,Ghazi Ghulab Jamali,,Ghazi Ghulab Jamali,,Ghazi Ghulab Jamal,,,,,غازی گلاب جمال,male,1954-02-02,Ghazi Ghulab Jamal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764082,,,Ghos Bakhsh Khan Mahar,,,,,Ghos Bakhsh Khan Mahar,,Ghos Bakhsh Khan Mahar,,Ghos Bakhsh Khan Mahar,,,,,,male,1945-10-27,Ghos Bakhsh Khan Mahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764083,,,Ghulam Muhammad,,غلام محمد,,,Ghulam Muhammad Lali,,Ghulam Muhammad,,Ghulam Muhammad Lali,,,,,,male,1968-03-04,Ghulam Muhammad Lali,,,Ghulam Muhammad Lali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764085,,,Ghulam Rasool Sahi,,,,,Ghulam Rasool Sahi,,Ghulam Rasool Sahi,,Ghulam Rasool Sahi,,,,,,male,1944-07-09,Ghulam Rasool Sahi,,,Ghulam Rasool Sahi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764104,,Gulzar Khan,Gulzar Khan,,,,,Gulzar Khan,,Gulzar Khan,,Gulzar Khan (politician),,,,,,male,,Gulzar Khan (politician),,,,,,,,,,,,,গুলজার খান,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,2017-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gulzar Khan,,,,,,,,,,,,,,,,,,,,,
Q18764106,,,Hafeez Ur Rehman,,حفیظ الرحمٰن خان دریشک,,,Hafeez Ur Rehman,,Hafeez Ur Rehman,,Hafeez-ur-Rehman Dreshak,,,,,حفیظ الرحمٰن خان دریشک,male,1957-01-01,Hafeez Ur Rehman,,,Hafeez Ur Rehman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764107,,,Hafiz Abdul Karim,,حافظ عبدالکریم,,,Hafiz Abdul Kareem,,Hafiz Abdul Karim,,Hafiz Abdul Kareem,,,,,,male,1960-01-01,Hafiz Abdul Kareem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764108,,,Haji Abdul Sattar,,,,,Haji Abdul Sattar,,Haji Abdul Sattar,,Haji Abdul Sattar,,,,,,male,,Haji Abdul Sattar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18764131,,,Hussain Shah Jilani,,,,,Hussain Shah Jilani,,Hussain Shah Jilani,,Pir Shafqat Hussain Shah Jilani,,,,,,male,1949-10-25,Hussain Shah Jilani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
