id,name,name__en,name__ht,name__es,name__fr,name__de,name__zh,wikipedia__en,wikipedia__ht,wikipedia__zh,identifier__VIAF,death_date,birth_date,gender,image,given_name,identifier__LCAuth,identifier__snac,original_wikiname,name__pt,name__pl,name__ru,name__yo,name__sv,name__nl,name__uk,name__nb,name__da,name__nn,name__hu,name__ar,wikipedia__ar,wikipedia__de,wikipedia__es,wikipedia__fr,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__yo,identifier__freebase,identifier__BNF,occupation,identifier__ISNI,identifier__SUDOC,identifier__Britannica,name__it,identifier__OLID,family_name,identifier__FAST,identifier__GND,identifier__CERL,name__fa,name__gl,wikipedia__commons,wikipedia__fa,wikipedia__frwikisource,wikipedia__gl,identifier__NLAtrove,name__lb,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__ml,name__ja,name__br,name__vi,name__eo,name__sr_el,name__sr_ec,name__tr,name__ro,name__fi,name__la,name__war,name__cs,name__th,name__sr,name__eu,name__hy,name__id,name__be,wikipedia__be,wikipedia__br,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__eu,wikipedia__fi,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__ml,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__plwikiquote,wikipedia__ro,wikipedia__sr,wikipedia__th,wikipedia__tr,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__GNC,identifier__NLI,identifier__bigenc_ru,identifier__CTHS,identifier__persee,name__mg,wikipedia__mg,identifier__IIAF,name__sl,wikipedia__sl,identifier__britishmuseum,identifier__GTAA,name__qu,wikipedia__qu,name__cy,identifier__nlg,name__ka,name__he,wikipedia__he,wikipedia__ka,name__el,wikipedia__el,identifier__NNDB,identifier__MusicBrainz,name__mr,wikipedia__mr,name__et,wikipedia__et,name__en_ca,name__en_gb,name__ca,name__oc,name__io,wikipedia__ca,wikipedia__io,wikipedia__simple,identifier__NUKAT,identifier__Munzinger,identifier__IMDB,name__mzn,wikipedia__frwikiquote,wikipedia__mzn,wikipedia__cy,identifier__SELIBR,name__hr,wikipedia__hr,name__mn,wikipedia__mn,wikipedia__enwikisource,identifier__OpenPlaques,name__jv,name__mk,name__sco,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__jv,wikipedia__mk,wikipedia__sco,identifier__CSPAN,website,twitter,identifier__BNE,name__csb,name__dsb,name__om,wikipedia__oc,name__szl,name__fo,name__ilo,wikipedia__fo,wikipedia__ilo,wikipedia__szl,wikipedia__vo,identifier__NLA,wikipedia__elwikisource,name__sh,wikipedia__enwikinews,wikipedia__sh,wikipedia__sk,identifier__discogs,identifier__quora,identifier__votesmart,identifier__FEC
Q209617,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jan Bètran Aristid,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,让-贝特朗·阿里斯蒂德,Jean-Bertrand Aristide,Jan Bètran Aristid,让-贝特朗·阿里斯蒂德,32199807,,1953-07-15,male,https://upload.wikimedia.org/wikipedia/commons/7/78/Clinton&Aristide.jpg,Jean,nr90007762,w6c55zw3,Jan Bètran Aristid,Jean-Bertrand Aristide,Jean-Bertrand Aristide,"Аристид, Жан-Бертран",Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Жан-Бертран Аристид,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,جان برتران أريستيد,جان برتران أريستيد,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,"Аристид, Жан-Бертран",Jean-Bertrand Aristide,Жан-Бертран Арістід,Jean-Bertrand Aristide,/m/0hmbk,12253081c,politician,0000 0001 1440 9606,031285511,,Jean-Bertrand Aristide,,Aristide,270108,11911383X,,ژان-برتران آریستید,Jean-Bertrand Aristide,Jean-Bertrand Aristide,ژان-برتران آریستید,,Jean-Bertrand Aristide,,Jean-Bertrand Aristide,让-贝特朗·阿里斯蒂德,讓-貝特朗·阿里斯蒂德,讓-貝特朗·阿里斯蒂德,让-贝特朗·阿里斯蒂德,让-贝特朗·阿里斯蒂德,讓-貝特朗·阿里斯蒂德,장베르트랑 아리스티드,,ジャン＝ベルトラン・アリスティド,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,,Jean-Bertrand Aristide,ฌ็อง-แบร์ทร็อง อาริสตีด,,Jean-Bertrand Aristide,,Jean-Bertrand Aristide,,,,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,,Jean-Bertrand Aristide,Jean-Bertrand Aristide,ジャン＝ベルトラン・アリスティド,장베르트랑 아리스티드,,,,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,,ฌ็อง-แบร์ทร็อง อาริสตีด,Jean-Bertrand Aristide,,,,,,1828334,,,Jean-Bertrand Aristide,,,,,,,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,,ז'אן-ברטראן אריסטיד,ז'אן-ברטראן אריסטיד,,,,,,ज्याँ-बर्ट्रांड अरिस्टिड,ज्याँ-बर्ट्रांड अरिस्टिड,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,,,00000019855,nm0034910,,,,,,Jean-Bertrand Aristide,,,,,,Jean-Bertrand Aristide,Жан-Бертран Аристид,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Jean-Bertrand Aristide,Жан-Бертран Аристид,Jean-Bertrand Aristide,jeanbertrandaristide,,,,,,,,,,,,,,,,,,,,,,,,
Q21030784,Stevenson Jacques Thimoléon,Stevenson Jacques Thimoléon,,,Stevenson Jacques Thimoléon,,,,,,,,1970-05-10,male,,,,,Stevenson Jacques Thimoléon,,,,,,Stevenson Jacques Thimoléon,,,,,,,,,,Stevenson Jacques Thimoléon,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21172178,Steeve Khawly,Steeve Khawly,,,Steeve Khawly,,,Steeve Khawly,,,,,1967-01-27,male,https://upload.wikimedia.org/wikipedia/commons/e/e7/Steeve_Khawly.jpg,Steeve,,,Steeve Khawly,,,,,,Steeve Khawly,,,,,,,,,,Steeve Khawly,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q212068,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Janjak Desalin,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jakob I.,让-雅克·德萨林,Jean-Jacques Dessalines,Janjak Desalin,让-雅克·德萨林,54399820,1806-10-17,1758-09-20,male,https://upload.wikimedia.org/wikipedia/commons/e/e7/Jean_Jacques_Dessalines.jpg,Jean-Jacques,n88235192,w6pg1rdq,Jean-Jacques Dessalines,Jean Jacques Dessalines,Jean-Jacques Dessalines,"Дессалин, Жан-Жак",Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jacobus I van Haïti,Жан-Жак Дессалін,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,جان جاك ديسالين,جان جاك ديسالين,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean Jacques Dessalines,"Дессалин, Жан-Жак",Jean-Jacques Dessalines,Жан-Жак Дессалін,Jean-Jacques Dessalines,/m/01bjdv,14612138d,politician,0000 0000 3153 6351,083842454,,Jean-Jacques Dessalines,,,249252,124908675,cnp00583325,,,,,,,,Jacques I.,让-雅克·德萨林,讓-雅克·德薩林,讓-雅克·德薩林,让-雅克·德萨林,让-雅克·德萨林,讓-雅克·德薩林,장자크 드살린,ഴാങ് ജാക്വിസ് ഡെസ്സാലൻ,ジャン＝ジャック・デサリーヌ,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean Jacques Dessalines,Žan Žak Desalin,Жан Жак Десалин,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean Jacques Dessalines,Ioannes Iacobus Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,ฌ็อง-ฌัก เดซาลีน,Жан Жак Десалин,Jean Jacques Dessalines,Ժան Ժակ Դեսսալին,Jean-Jacques Dessalines,Жан-Жак Дэссалін,Жан-Жак Дэсалін,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean Jacques Dessalines,Jean-Jacques Dessalines,Jean Jacques Dessalines,Jean-Jacques Dessalines,Ժան Ժակ Դեսսալին,Jean-Jacques Dessalines,Jean-Jacques Dessalines,ジャン＝ジャック・デサリーヌ,장자크 드살린,Ioannes Iacobus Dessalines,Jacques I. (Haiti),ഴാങ് ജാക്വിസ് ഡെസ്സാലൻ,Jacobus I van Haïti,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Жан-Жак Десалин,ฌ็อง-ฌัก เดซาลีน,Jean-Jacques Dessalines,Jean-Jacques Dessalines,Jean-Jacques Dessalines,073435430,0022201,000495385,1949474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21294764,Jean-Charles Moise,Jean-Charles Moïse,,,Jean-Charles Moise,,,Jean-Charles Moïse,,,,,1967-04-20,male,,Jean-Charles,,,Jean-Charles Moïse,,,,,,Jean-Charles Moïse,,,,,,,,,,Jean-Charles Moïse,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21294765,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,喬夫內爾·莫伊斯,Jovenel Moïse,Jovenel Moïse,喬夫內爾·莫伊斯,,,1968-06-26,male,https://upload.wikimedia.org/wikipedia/commons/1/1c/Jovenel_Moise.jpg,,,,Jovenel Moïse,Jovenel Moise,Jovenel Moïse,"Моиз, Жовенель",,,Jovenel Moïse,Жовенель Моіз,,,,,,,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,Jovenel Moïse,Jovenel Moise,"Моиз, Жовенель",,Жовенель Моїз,,,,politician,,,,,,,,,,,,Category:Jovenel Moise,,,,,,,,,,,,조베넬 모이세,,ジョブネル・モイーズ,,,,,,Jovenel Moïse,,,Jovenel Moïse,,Jovenel Moïse,,,,,,,,,Jovenel Moïse,,,,,,,,,,조베넬 모이즈,Jovenel Moïse,,,,,,,,,,Jovenel Moïse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovenel Moïse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jovenel Moïse,,,,,,,,,,,,,,,Jovenel-Moise,,
Q2143963,Yvon Neptune,Yvon Neptune,Yvon Neptune,Yvon Neptune,Yvon Neptune,Yvon Neptune,一方·涅普迪努,Yvon Neptune,Yvon Neptune,伊凡·内普图恩,,,1946-11-08,male,https://upload.wikimedia.org/wikipedia/commons/f/fd/K._A._Paul_with_Neptune.JPG,Yvon,,,Yvon Neptune,Yvon Neptune,Yvon Neptune,,,,Yvon Neptune,Івон Нептун,,,,Yvon Neptune,,,Yvon Neptune,,Yvon Neptune,Yvon Neptune,Yvon Neptune,,,Івон Нептун,,/m/02356m,,politician,,,,,,,,,,,Yvon Neptune,,,,Yvon Neptune,,,,,,,,,,,イヴォン・ネプチーヌ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,イヴォン・ネプチーヌ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21512019,Andris Riché,Andris Riché,,,Andris Riché,,,,,,,,1947-09-15,male,,Andris,,,Andris Riché,,,,,,Andris Riché,,,,,,,,,,Andris Riché,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q21809321,Fritz Jean,Fritz Jean,Fritz Jean,Fritz-Alphonse Jean,Fritz Jean,,費利茨·尚,Fritz Jean,Fritz Alphonse Jean,費利茨·尚,,,1953,male,,Fritz,,,Fritz Alphonse Jean,,Fritz Jean,,,,Fritz Jean,,,,,,,,,Fritz-Alphonse Jean,Fritz Jean,Fritz Jean,,,,,,,,economist,,,,,,Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22984920,Joseph Charles,,Joseph Charles,,Joseph Charles,,,,Joseph Charles,,,,,male,,Joseph,,,Joseph Charles,,,,,,Joseph Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23005529,Louis Roumain,,Louis Roumain,,Louis Roumain,,,,Louis Roumain,,,,,male,,Louis,,,Louis Roumain,,,,,,Louis Roumain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23309180,Cholzer Chancy,Cholzer Chancy,,,Cholzer Chancy,,,Cholzer Chancy,,,,,1967-02-16,male,,,,,Cholzer Chancy,,,,,,Cholzer Chancy,,,,,,,,,,Cholzer Chancy,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23430047,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,依耐斯·讓-夏爾,Enex Jean-Charles,Enex Jean-Charles,依耐斯·讓-夏爾,,,1960-07-18,male,,,,,Enex Jean-Charles,,Enex Jean-Charles,,,,Enex Jean-Charles,,,,,,,,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,Enex Jean-Charles,,,,,,,,teacher,,,,Enex Jean-Charles,,,,,,,,,,,,,,,,,,,,,,エネクス・ジャン＝シャルル,,,,,,Enex Jean-Charles,,,Enex Jean-Charles,,,,,,,,,,,,,,,,,,,,,,Enex Jean-Charles,,,,,,,,,,Enex Jean-Charles,,,,,,,,,,,,,,,,,,,,,,,,Ενέ Ζαν Σαρλ,Ενέ Ζαν Σαρλ,,,,,,,,,,Enex Jean-Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2368727,Fernand Hibbert,Fernand Hibbert,Fernand Hibbert,Fernand Hibbert,Fernand Hibbert,Fernand Hibbert,,Fernand Hibbert,Fernand Hibbert,,39390509,1928-12-19,1873-10-03,male,https://upload.wikimedia.org/wikipedia/commons/9/98/Fernand_Hibbert.jpg,Fernand,n86143278,,Fernand Hibbert,,,"Ибер, Фернан",,Fernand Hibbert,Fernand Hibbert,,Fernand Hibbert,Fernand Hibbert,Fernand Hibbert,,,,,,Fernand Hibbert,,,"Ибер, Фернан",,,,/m/0ktc0w,12023547m,journalist,0000 0000 2887 0631,028390385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24578978,Gracia Delva,Gracia Delva,,,Gracia Delva,,,,,,,,1974-06-09,male,,,,,Gracia Delva,,,,,,Gracia Delva,,,,,,,,,,Gracia Delva,,,,,,,,,singer-songwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24951553,Edgard Leblanc,,,,Edgard Leblanc,,,,,,,,,male,,,,,Edgard Leblanc,,,,,,,,,,,,,,,,Edgard Leblanc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24951558,Ronald Larêche,Ronald Larêche,,,Ronald Larêche,,,,,,,,,male,,,,,Ronald Larêche,,,,,,,,,,,,,,,,Ronald Larêche,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q260400,Garry Conille,Garry Conille,Garry Conille,Garry Conille,Garry Conille,Garry Conille,,Garry Conille,Garry Conille,,295748521,,1966-02-26,male,https://upload.wikimedia.org/wikipedia/commons/0/0f/Garry_Conille_2012.jpg,Garry,,,Garry Conille,,Garry Conille,"Кониль, Гарри",,,Garry Conille,Гаррі Коніль,,,,,,,Garry Conille,,Garry Conille,Garry Conille,,"Кониль, Гарри",,Гаррі Коніль,,/m/0h68gnc,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,ギャリー・コニーユ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garry Conille,Garry Conille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2623995,Smarck Michel,Smarck Michel,Smarck Michel,Smarck Michel,Smarck Michel,Smarck Michel,,Smarck Michel,Smarck Michel,,,2012-09-01,1937-03-29,male,,,,,Smarck Michel,,Smarck Michel,"Мишель, Смарк",,Smarck Michel,Smarck Michel,Смарк Мішель,Smarck Michel,Smarck Michel,Smarck Michel,Smarck Michel,,,,Smarck Michel,Smarck Michel,Smarck Michel,,"Мишель, Смарк",,Смарк Мішель,,/m/08nht5,,politician,,,,,,,,,,,Smarck Michel,,,,Smarck Michel,,,,斯馬克·米歇爾,,斯马克·米歇尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Σμαρκ Μισέλ,Σμαρκ Μισέλ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q264711,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis Duvivier,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis,米歇尔·皮埃尔－路易斯,Michèle Pierre-Louis,Michèle Pierre-Louis Duvivier,米歇尔·皮埃尔－路易斯,200111067,,1947-10-05,female,https://upload.wikimedia.org/wikipedia/commons/5/53/Michèle_Pierre-Louis-2009_(2).jpg,Michèle,no2012154048,,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis,"Пьер-Луи, Мишель",,Michèle Pierre-Louis,Michèle Pierre-Louis,Мішель П'єр-Луї,Michèle Pierre-Louis Duvivier,Michèle Pierre-Louis Duvivier,Michèle Pierre-Louis,Michèle Pierre-Louis,,,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis,Michèle Pierre-Louis,"Пьер-Луи, Мишель",Michèle Pierre-Louis,Мішель П'єр-Луї,,/m/04d_26g,,politician,,180838636,,,,,,,,,Michèle Pierre-Louis,,,,Michèle Pierre-Louis,,,,,,,,,미셸 피에르루이,,ミシェル・ピエール＝ルイ,,,,,,,,Michèle Pierre-Louis,,,,,,,,Michèle Pierre-Louis,,,,,,,,Michèle Pierre-Louis,,,Michèle Pierre-Louis,,,미셸 피에르루이,,,,Michèle Pierre-Louis,Michèle Pierre-Louis,,,,,,,,,,,,,,,,,,,,,,,,,,,מישל פייר-לואי,,,Μισέλ Πιερ-Λουί,Μισέλ Πιερ-Λουί,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q268439,Philippe Sudre Dartiguenave,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,Philippe Sudre Dartiguenave,Philippe Sudré Dartiguenave,菲利普·苏德勒·达蒂格纳夫,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,菲利普·苏德勒·达蒂格纳夫,316736434,1926-07-26,1863-04-06,male,https://upload.wikimedia.org/wikipedia/commons/1/1d/Dartiguenave.jpg,Philippe,,,Philippe Sudré Dartiguenave,Sudre Dartiguenave,,"Дартигенав, Филипп Сюдр",Philippe Sudré Dartiguenave,Sudre Dartiguenave,Philippe Sudré Dartiguenave,Філіп Сюдр Дартігенав,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,Philippe Sudré Dartiguenave,,,Philippe Sudré Dartiguenave,,Philippe Sudre Dartiguenave,,Sudre Dartiguenave,"Дартигенав, Филипп Сюдр",Sudre Dartiguenave,Філіпп Сюдр Дартігенав,Philippe Sudré Dartiguenave,/m/03ddp2,11993359x,politician,,,,Philippe Sudré Dartiguenave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
