id,name,sort_name,given_name,family_name,party,party_id,area,start_date,end_date,email,twitter,term,source
198,Inmaculada Riera,"Riera i Reñé, Inmaculada",Inmaculada,Riera i Reñé,CiU,9,Barcelona,2011-12-01,,imma.riera@congreso.es,https://twitter.com/i_rierare,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D198&idLegislatura=10
369,Julia de Micheo,"Micheo Carrillo-Albornoz, Julia de",Julia de,Micheo Carrillo-Albornoz,PP,1,Alicante,2012-05-21,,julietamicheo@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D369&idLegislatura=10
294,Teresa Jordà,"Jordà i Roura, Teresa",Teresa,Jordà i Roura,ERC-RI.cat,12,Girona,2011-12-05,,teresa.jorda@congreso.es,https://twitter.com/TeresaJorda,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D294&idLegislatura=10
302,Ramón Jáuregui,"Jáuregui Atondo, Ramón",Ramón,Jáuregui Atondo,PSOE,5,Araba,2011-12-05,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D302&idLegislatura=10
129,Alberto Ruiz-Gallardón,"Ruiz-Gallardón Jiménez, Alberto",Alberto,Ruiz-Gallardón Jiménez,PP,1,Madrid,2011-11-30,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D129&idLegislatura=10
300,María del Carmen Quintanilla,"Quintanilla Barba, María del Carmen",María del Carmen,Quintanilla Barba,PP,1,Ciudad Real,2011-12-05,,carmen.quintanilla@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D300&idLegislatura=10
146,Pablo Martín,"Martín Peré, Pablo",Pablo,Martín Peré,PSOE,5,Illes Balears,2011-11-30,,pablo.martin@congreso.es,https://twitter.com/pablomartin666,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D146&idLegislatura=10
165,Àlex Sáez,"Sáez Jubero, Àlex",Àlex,Sáez Jubero,PSC-PSOE,7,Girona,2011-12-01,,"",https://twitter.com/alexsaez,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D165&idLegislatura=10
327,María Arenales Serrano,"Serrano Argüello, María Arenales",María Arenales,Serrano Argüello,PP,1,Valladolid,2011-12-07,,arenales.serrano@congreso.es,https://twitter.com/SerranoArenales,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D327&idLegislatura=10
377,Pilar Marcos,"Marcos Domínguez, Pilar",Pilar,Marcos Domínguez,PP,1,Madrid,2012-12-11,,pilar.marcos@congreso.es,https://twitter.com/pilarmarcosd,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D377&idLegislatura=10
112,María Carmen Sánchez,"Sánchez Díaz, María Carmen",María Carmen,Sánchez Díaz,PSOE,5,Cádiz,2011-11-30,,mamen.sanchez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D112&idLegislatura=10
240,Joan Rangel,"Rangel Tarrés, Joan",Joan,Rangel Tarrés,PSC-PSOE,7,Barcelona,2011-12-02,,joan.rangel@congreso.es,https://twitter.com/rangeltarres,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D240&idLegislatura=10
88,Telmo Martín,"Martín González, Telmo",Telmo,Martín González,PP,1,Pontevedra,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D88&idLegislatura=10
39,Gabino Puche,"Puche Rodríguez-Acosta, Gabino",Gabino,Puche Rodríguez-Acosta,PP,1,Jaén,2011-11-29,,gabino.puche@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D39&idLegislatura=10
25,Teófila Martínez,"Martínez Saiz, Teófila",Teófila,Martínez Saiz,PP,1,Cádiz,2011-11-28,,teofila.martinez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D25&idLegislatura=10
318,Esteban González,"González Pons, Esteban",Esteban,González Pons,PP,1,Valencia,2011-12-07,,gpons@congreso.es,https://twitter.com/gonzalezpons,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D318&idLegislatura=10
241,Román Ruiz,"Ruiz Llamas, Román",Román,Ruiz Llamas,PSC-PSOE,7,Barcelona,2011-12-02,,"",https://twitter.com/rruizllamas,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D241&idLegislatura=10
345,Laia Ortiz,"Ortiz Castellví, Laia",Laia,Ortiz Castellví,ICV,13,Barcelona,2011-12-12,,laia.ortiz@congreso.es,https://twitter.com/Laiaortiz,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D345&idLegislatura=10
350,Macarena Montesinos,"Montesinos de Miguel, Macarena",Macarena,Montesinos de Miguel,PP,1,Alicante,2011-12-12,,mmontesinos@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D350&idLegislatura=10
40,Miguel Sánchez,"Sánchez de Alcázar Ocaña, Miguel",Miguel,Sánchez de Alcázar Ocaña,PP,1,Jaén,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D40&idLegislatura=10
257,María Soraya Rodríguez,"Rodríguez Ramos, María Soraya",María Soraya,Rodríguez Ramos,PSOE,5,Valladolid,2011-12-02,,soraya.rodriguez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D257&idLegislatura=10
272,Inmaculada Rodríguez-Piñero,"Rodríguez-Piñero Fernández, Inmaculada",Inmaculada,Rodríguez-Piñero Fernández,PSOE,5,Valencia,2011-12-05,,inma.rodriguezpinero@congreso.es,https://twitter.com/RodriguezPinero,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D272&idLegislatura=10
192,Jordi Jané,"Jané i Guasch, Jordi",Jordi,Jané i Guasch,CiU,9,Tarragona,2011-12-01,,jordi.jane@congreso.es,https://twitter.com/jjaneguasch,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D192&idLegislatura=10
285,José Martínez,"Martínez Olmos, José",José,Martínez Olmos,PSOE,5,Granada,2011-12-05,,pepemolmos@congreso.es,https://twitter.com/PmOlmos,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D285&idLegislatura=10
347,Santiago Martínez,"Martínez Rodríguez, Santiago",Santiago,Martínez Rodríguez,PP,1,Alicante,2011-12-12,,"",https://twitter.com/_SantiMartinez_,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D347&idLegislatura=10
143,Joan Ruiz,"Ruiz i Carbonell, Joan",Joan,Ruiz i Carbonell,PSC-PSOE,7,Tarragona,2011-11-30,,jruiz@tinet.org,https://twitter.com/jruizcarbonell,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D143&idLegislatura=10
11,Manuel Gabriel González,"González Ramos, Manuel Gabriel",Manuel Gabriel,González Ramos,PSOE,5,Albacete,2011-11-28,,manuel.gonzalez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D11&idLegislatura=10
351,Roberto Soravilla,"Soravilla Fernández, Roberto",Roberto,Soravilla Fernández,PP,1,Madrid,2012-01-10,2012-09-21,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=351
32,Eloy Suárez,"Suárez Lamata, Eloy",Eloy,Suárez Lamata,PP-PAR,14,Zaragoza,2011-11-29,,eloy.suarez@congreso.es,https://twitter.com/eloysuarezl,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D32&idLegislatura=10
109,Ana María Madrazo,"Madrazo Díaz, Ana María",Ana María,Madrazo Díaz,PP,1,Cantabria,2011-11-30,,anamadrazo@congreso.es,https://twitter.com/anamadrazo61,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D109&idLegislatura=10
251,José Ignacio Llorens,"Llorens Torres, José Ignacio",José Ignacio,Llorens Torres,PP,1,LLeida,2011-12-02,,"",https://twitter.com/jillorenstorres,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D251&idLegislatura=10
111,María Pilar Lucio,"Lucio Carrasco, María Pilar",María Pilar,Lucio Carrasco,PSOE,5,Cáceres,2011-11-30,,pilar.lucio@congreso.es,https://twitter.com/lucio_pilar,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D111&idLegislatura=10
221,Juan Manuel Moreno,"Moreno Bonilla, Juan Manuel",Juan Manuel,Moreno Bonilla,PP,1,Málaga,2011-12-01,2012-01-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=221
375,Rosana Pérez,"Pérez Fernández, Rosana",Rosana,Pérez Fernández,BNG,15,A Coruña,2012-10-09,,"",http://twitter.com/RosanaPerezGZ,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D375&idLegislatura=10
203,Cristina Narbona,"Narbona Ruiz, Cristina",Cristina,Narbona Ruiz,PSOE,5,Madrid,2011-12-01,2012-12-28,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=203
290,Francisco Xesús Jorquera,"Jorquera Caselas, Francisco Xesús",Francisco Xesús,Jorquera Caselas,BNG,15,A Coruña,2011-12-05,2012-09-30,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=290
356,Irene Moreno,"Moreno Felipe, Irene",Irene,Moreno Felipe,PP,1,Albacete,2012-01-10,,irene.moreno@congreso.es,https://twitter.com/IreneMorenopp,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D356&idLegislatura=10
322,María Virtudes Monteserín,"Monteserín Rodríguez, María Virtudes",María Virtudes,Monteserín Rodríguez,PSOE,5,Asturias,2011-12-07,,marivi.monteserin@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D322&idLegislatura=10
311,María Sandra Moneo,"Moneo Díez, María Sandra",María Sandra,Moneo Díez,PP,1,Burgos,2011-12-07,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D311&idLegislatura=10
80,María Teresa de Lara,"Lara Carbó, María Teresa de",María Teresa de,Lara Carbó,PP,1,Madrid,2011-11-29,,maria.lara@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D80&idLegislatura=10
238,Rafael Merino,"Merino López, Rafael",Rafael,Merino López,PP,1,Córdoba,2011-12-02,,"",https://twitter.com/RafaMerino1,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D238&idLegislatura=10
51,María del Carmen Silva,"Silva Rego, María del Carmen",María del Carmen,Silva Rego,PSOE,5,Pontevedra,2011-11-29,,carmela.silva@congreso.es,https://twitter.com/carmelasilva,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D51&idLegislatura=10
239,Eduardo Madina,"Madina Muñoz, Eduardo",Eduardo,Madina Muñoz,PSOE,5,Bizkaia,2011-12-02,,eduardo.madina@congreso.es,https://twitter.com/EduMadina,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D239&idLegislatura=10
122,Felipe Jesús Sicilia,"Sicilia Alférez, Felipe Jesús",Felipe Jesús,Sicilia Alférez,PSOE,5,Jaén,2011-11-30,,felipe.sicilia@congreso.es,https://twitter.com/felipe_sicilia,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D122&idLegislatura=10
363,Encarnación Jiménez,"Jiménez Mínguez, Encarnación",Encarnación,Jiménez Mínguez,PP,1,Guadalajara,2012-02-07,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D363&idLegislatura=10
110,María Soledad Pérez,"Pérez Domínguez, María Soledad",María Soledad,Pérez Domínguez,PSOE,5,Badajoz,2011-11-30,,maria.perez@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D110&idLegislatura=10
101,Susana Ros,"Ros Martínez, Susana",Susana,Ros Martínez,PSOE,5,Castellón,2011-11-30,,susana.ros@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D101&idLegislatura=10
126,María Guadalupe Martín,"Martín González, María Guadalupe",María Guadalupe,Martín González,PSOE,5,Toledo,2011-11-30,,guadalupem@congreso.es,https://twitter.com/Guadalupem1960,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D126&idLegislatura=10
59,Carmelo Romero,"Romero Hernández, Carmelo",Carmelo,Romero Hernández,PP,1,Huelva,2011-11-29,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D59&idLegislatura=10
41,María Elvira Rodríguez,"Rodríguez Herrer, María Elvira",María Elvira,Rodríguez Herrer,PP,1,Jaén,2011-11-29,2012-09-24,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=41
24,Ana María Pastor,"Pastor Julián, Ana María",Ana María,Pastor Julián,PP,1,Pontevedra,2011-11-28,,"",http://twitter.com/anapastorPP,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D24&idLegislatura=10
317,Rafael Rodríguez-Ponga,"Rodríguez-Ponga Salamanca, Rafael",Rafael,Rodríguez-Ponga Salamanca,PP-EU,4,Cáceres,2011-12-07,2012-04-16,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=317
130,María José Rodríguez,"Rodríguez Ramírez, María José",María José,Rodríguez Ramírez,PSOE,5,Huelva,2011-11-30,,mariajose.rodriguez@congreso.es,https://twitter.com/mjrdguez,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D130&idLegislatura=10
307,Ana María Oramas,"Oramas González-Moro, Ana María",Ana María,Oramas González-Moro,CC-NC-PNC,17,Santa Cruz de Tenerife,2011-12-07,,ana.oramas@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D307&idLegislatura=10
125,Luis Carlos Sahuquillo,"Sahuquillo García, Luis Carlos",Luis Carlos,Sahuquillo García,PSOE,5,Cuenca,2011-11-30,,lcsahuquillo@congreso.es,https://twitter.com/lcsahuquillo,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D125&idLegislatura=10
280,Jaime Eduardo de Olano,"Olano Vela, Jaime Eduardo de",Jaime Eduardo de,Olano Vela,PP,1,Lugo,2011-12-05,,jaime.olano@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D280&idLegislatura=10
159,Ramón Moreno,"Moreno Bustos, Ramón",Ramón,Moreno Bustos,PP-PAR,14,Zaragoza,2011-11-30,,ramon.moreno@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D159&idLegislatura=10
33,Gonzalo Robles,"Robles Orozco, Gonzalo",Gonzalo,Robles Orozco,PP,1,Salamanca,2011-11-29,2012-01-24,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=33
55,Aurelio Romero,"Romero Girón, Aurelio",Aurelio,Romero Girón,PP,1,Cádiz,2011-11-29,,aurelio.romero@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D55&idLegislatura=10
292,Isabel Rodríguez,"Rodríguez García, Isabel",Isabel,Rodríguez García,PSOE,5,Ciudad Real,2011-12-05,,isabel.rodriguez@congreso.es,https://twitter.com/isabelrguez,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D292&idLegislatura=10
348,María del Carmen Rodríguez,"Rodríguez Maniega, María del Carmen",María del Carmen,Rodríguez Maniega,PP,1,Asturias,2011-12-12,,"",https://twitter.com/carmenmaniega,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D348&idLegislatura=10
3,Miquel Ramis,"Ramis Socias, Miquel",Miquel,Ramis Socias,PP,1,Illes Balears,2011-11-28,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D3&idLegislatura=10
313,Rosa María Romero,"Romero Sánchez, Rosa María",Rosa María,Romero Sánchez,PP,1,Ciudad Real,2011-12-07,,"",https://twitter.com/rosaromerocr,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D313&idLegislatura=10
117,Antonio Francisco Pradas,"Pradas Torres, Antonio Francisco",Antonio Francisco,Pradas Torres,PSOE,5,Sevilla,2011-11-30,,antonio.pradas@congreso.es,https://twitter.com/PradasTorres,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D117&idLegislatura=10
85,José María Lassalle,"Lassalle Ruiz, José María",José María,Lassalle Ruiz,PP,1,Cantabria,2011-11-29,2012-01-09,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/DiputadosLegFechas?_piref73_2496079_73_2496068_2496068.next_page=%2Fwc%2FfichaDiputado&idDiputado=85
258,Lourdes Méndez,"Méndez Monasterio, Lourdes",Lourdes,Méndez Monasterio,PP,1,Murcia,2011-12-02,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D258&idLegislatura=10
230,María Soraya Sáenz,"Sáenz de Santamaría Antón, María Soraya",María Soraya,Sáenz de Santamaría Antón,PP,1,Madrid,2011-12-02,,"",https://twitter.com/Sorayapp,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D230&idLegislatura=10
78,Manuel Pezzi,"Pezzi Cereto, Manuel",Manuel,Pezzi Cereto,PSOE,5,Granada,2011-11-29,,manuel.pezzi@congreso.es,https://twitter.com/manolopezzi,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D78&idLegislatura=10
153,Guillermo Antonio Meijón,"Meijón Couselo, Guillermo Antonio",Guillermo Antonio,Meijón Couselo,PSOE,5,Pontevedra,2011-11-30,,guillermo.meijon@congreso.es,https://twitter.com/guillermomeijon,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D153&idLegislatura=10
43,Irene Lozano,"Lozano Domingo, Irene",Irene,Lozano Domingo,UPyD,3,Madrid,2011-11-29,,secretaria.upyd@congreso.es,https://twitter.com/lozanoirene,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D43&idLegislatura=10
169,Pablo Matos,"Matos Mascareño, Pablo",Pablo,Matos Mascareño,PP,1,Santa Cruz de Tenerife,2011-12-01,,pmatos@congreso.es,"",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D169&idLegislatura=10
82,Antonio Román,"Román Jasanada, Antonio",Antonio,Román Jasanada,PP,1,Guadalajara,2011-11-29,,antonio.roman@congreso.es,https://twitter.com/AntonioRomanJ,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D82&idLegislatura=10
94,Fernando López-Amor,"López-Amor García, Fernando",Fernando,López-Amor García,PP,1,Córdoba,2011-11-30,,"","",10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D94&idLegislatura=10
237,Ángel Luis González,"González Muñoz, Ángel Luis",Ángel Luis,González Muñoz,PP,1,Málaga,2011-12-02,,angel.gonzalez@congreso.es,https://twitter.com/angeluisgonza,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D237&idLegislatura=10
228,Gaspar Llamazares,"Llamazares Trigo, Gaspar",Gaspar,Llamazares Trigo,IZQ-PLU,16,Asturias,2011-12-02,,gaspar.llamazares@congreso.es,https://twitter.com/GLlamazares,10,http://www.congreso.es/portal/page/portal/Congreso/Congreso/Diputados/BusqForm?_piref73_1333155_73_1333154_1333154.next_page=%2Fwc%2FfichaDiputado%3FidDiputado%3D228&idLegislatura=10
