id,name__pt,name__eo,name__eu,name__ru,name__fr,name__en,name__ast,name__es,name__ca,name__fi,name__it,name__be_tarask,name__gl,name__de,name__cs,name__nl,name__nb,name__da,name__nn,name__sv,name,wikipedia__ast,wikipedia__be_x_old,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__it,wikipedia__pt,wikipedia__ru,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,name__pl,name__arz,name__oc,name__uk,wikipedia__arz,wikipedia__nl,wikipedia__oc,wikipedia__pl,wikipedia__sv,wikipedia__uk,identifier__ISNI,identifier__SUDOC,identifier__Munzinger,identifier__BNF,identifier__CANTIC,name__ja,wikipedia__ja,identifier__BNE,name__tr,wikipedia__tr,name__la,name__fa,wikipedia__la,name__zh,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ro,name__ar,name__af,name__et,name__hr,name__hu,name__is,name__lt,name__sk,name__sl,name__sq,name__gsw,wikipedia__ar,wikipedia__eswikiquote,wikipedia__euwikiquote,wikipedia__ro,wikipedia__cawikiquote,identifier__GNC,name__en_ca,name__en_gb,identifier__EuroparlMEP,wikipedia__itwikiquote,name__eml,wikipedia__eml,wikipedia__sq,wikipedia__simple,death_date,identifier__NTA,name__el,name__he,wikipedia__he,name__an,name__br,name__ga,name__lb,name__lmo,name__nds_nl,name__pms,name__wa,wikipedia__no,identifier__parlement,name__ko,wikipedia__fa,wikipedia__ko,wikipedia__el,name__mg,wikipedia__mg,wikipedia__an,wikipedia__hu,wikipedia__sk,family_name,twitter,website,facebook,linkedin,wikipedia__hr,identifier__IMDB,identifier__AlloCine,name__be,name__bg,name__cy,name__ext,name__gd,name__hy,name__id,name__io,name__ka,name__mr,name__ms,name__nah,name__sh,name__sr,name__ta,name__vi,name__war,name__yo,name__lad,name__pt_br,name__gn,name__lv,name__az,name__hak,name__tt,name__ie,name__th,name__yue,name__mk,name__sco,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cy,wikipedia__da,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__et,wikipedia__ext,wikipedia__frwikinews,wikipedia__gd,wikipedia__gn,wikipedia__hak,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__lad,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mr,wikipedia__ms,wikipedia__nah,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tt,wikipedia__vi,wikipedia__war,wikipedia__yo,wikipedia__zh_yue,name__bcl,wikipedia__eswikinews,original_wikiname,identifier__allmovie,wikipedia__cswikiquote,identifier__MusicBrainz,name__bar,name__co,name__de_at,name__de_ch,name__frp,name__fur,name__ia,name__kg,name__li,name__lij,name__min,name__nap,name__nds,name__nrm,name__pcd,name__rm,name__sc,name__scn,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,wikipedia__glwikiquote,identifier__FAST,wikipedia__ga,name__bs,last_seen,electoral_district,identifier__SELIBR,identifier__NUKAT,identifier__NKC,identifier__PTBNP,identifier__dialnet,identifier__google_scholar,identifier__BVMC,second_surname,identifier__SFDb,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__DNF,identifier__filmportal_de,identifier__elonet,identifier__PACE,identifier__NDL,wikipedia__hsb,name__hsb,wikipedia__sc,identifier__google_knowledge,occupation,name__bm,name__frc,name__jam,name__kab,name__pap,name__prg,name__rgn,name__vmf,identifier__quora,identifier__snac,identifier__OLID,wikipedia__cawikinews,wikipedia__dewikinews,wikipedia__ptwikinews,wikipedia__srwikinews,wikipedia__enwikiquote,noble_title,identifier__BNC,identifier__CiNii,identifier__NLI,name__bn,instagram,wikipedia__ml,name__ml,identifier__BIBSYS,identifier__NLP,identifier__Britannica,identifier__youtube,pseudonym,name__hi,wikipedia__lmo,identifier__ORCID,name__nys,wikipedia__is,name__ha,wikipedia__ha,name__kn,weblog,wikipedia__als,identifier__ULAN,wikipedia__nn,wikipedia__uz,name__uz,name__lfn,honorific_prefix,wikipedia__af,wikipedia__bewikiquote,wikipedia__ig,wikipedia__nov,wikipedia__olo,wikipedia__pms,wikipedia__sl,wikipedia__vec,wikipedia__ne,wikipedia__xmf,name__nov,name__ig,name__olo,wikipedia__tl,name__tl,wikipedia__fy,wikipedia__hi,name__fy,wikipedia__wa,wikipedia__zh_min_nan,name__xmf,name__ne,name__ty,name__nan,wikipedia__kw,identifier__GTAA,name__kw,identifier__bigenc_ru,identifier__CONOR,wikipedia__azb,name__azb,wikipedia__wuu,name__wuu,identifier__flickr,wikipedia__ukwikiquote,name__ur,wikipedia__qu,name__qu
Q5942375,,,José Manuel Villegas Pérez,,José Manuel Villegas,José Manuel Villegas Pérez,José Manuel Villegas,José Manuel Villegas,José Manuel Villegas Pérez,,,,,José Manuel Villegas Pérez,,José Manuel Villegas,,,,,José Manuel Villegas,José Manuel Villegas,,José Manuel Villegas Pérez,Category:José Manuel Villegas,,,,,José Manuel Villegas,,,José Manuel Villegas,,,,,"https://upload.wikimedia.org/wikipedia/commons/f/f8/El_secretario_general_de_Ciudadanos,_José_Manuel_Villegas.jpg",male,,,,1968-07-03,,José Manuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Manuel Villegas Pérez,,,,José Manuel Villegas,José Manuel Villegas Pérez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villegas,CiudadanoVille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Manuel Villegas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pérez,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5943076,José María Lassalle,,José María Lassalle,Хосе Мария Лассаль,José María Lassalle,José María Lassalle,,José María Lassalle,José María Lassalle,,José María Lassalle,,,José María Lassalle,,José María Lassalle,,,,,José María Lassalle,,,José María Lassalle Ruiz,Category:José María Lassalle,,,,,José María Lassalle,,,José María Lassalle,,,,,https://upload.wikimedia.org/wikipedia/commons/8/80/José_María_Lassalle.jpg,male,5184268,,n2006015546,1966-10-23,,José María,,,,,,,,,,,0000 0001 0796 672X,,,,,,,,,,,,,,,,,,,,,,,,,,José María Lassalle,,,,José María Lassalle,José María Lassalle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José María Lassalle,,,,,,,,,,,,,,,,José María Lassalle,,,,,,,,,,,,,,,,,,,,,,,151031,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5955861,Julio Villarrubia,,,,Julio Villarrubia,Julio Villarrubia,Julio Villarrubia,Julio Villarrubia,Julio Villarrubia,,Julio Villarrubia,,Julio Villarrubia,Julio Villarrubia,,Julio Villarrubia,,Julio Villarrubia,,Julio Villarrubia,Julio Villarrubia,,,,,,,,,Julio Villarrubia,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/23/Julio_Villarrubia_2012_(cropped).jpg,male,,,,1957-05-21,,Julio,,,,,,,,,,,,,,,,フリオ・ビジャルビア・メディアビージャ,,,,,,,,,,,,,,,,Julio Villarrubia,,,,,Julio Villarrubia,,,,Julio Villarrubia,Julio Villarrubia,,,,,,,,,,,,,,,,,,,,,,Julio Villarrubia,,,,,,,,,,,,,,,,,,Villarrubia,,,,,,,,,,,,,,Julio Villarrubia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Villarrubia,,,,,Julio Villarrubia,,,,,,,,,,,Julio Villarrubia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julio Villarrubia,,,,,,,,,,,,,,,
Q5989717,,,,Магдалена Валерио,Magdalena Valerio Cordero,Magdalena Valerio Cordero,Magdalena Valerio,Magdalena Valerio Cordero,Magdalena Valerio Cordero,,Magdalena Valerio Cordero,,Magdalena Valerio,Magdalena Valerio Cordero,,Magdalena Valerio Cordero,,,,,Magdalena Valerio Cordero,Magdalena Valerio,,Magdalena Valerio Cordero,Category:Magdalena Valerio,,,Magdalena Valerio,,Magdalena Valerio,,,Magdalena Valerio,Magdalena Valerio,,,"Валерио, Магдалена",https://upload.wikimedia.org/wikipedia/commons/6/60/(Magdalena_Valerio)_Apertura_Conferencia_Municipal_PSOE_provincial_Badajoz_(43029444580)_(cropped).jpg,female,,,,1959-09-27,,Magdalena,Magdalena Valerio,,,,,,,Magdalena Valerio,,,,,,,,マグダレナ・バレリオ,,,,,,,,马格达莱娜·巴莱里奥,马格达莱娜·巴莱里奥,,,,,,,,ماجدالينا فاليريو,,,,Magdalena Valerio Cordero,,,,Magdalena Valerio Cordero,Magdalena Valerio Cordero,,ماجدالينا فاليريو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magdalena Valerio,,,,,,,,,,,,,,,,Magdalena Valerio Cordero,,,,,,,,,,,,,,,,,,,,,,,4450363,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5992409,Ignacio Prendes,,Ignacio Prendes,,Ignacio Prendes,Ignacio Prendes,Ignacio Prendes,Ignacio Prendes,José Ignacio Prendes Prendes,,Ignacio Prendes,,Ignacio Prendes,Ignacio Prendes,,Ignacio Prendes,,,Ignacio Prendes,Ignacio Prendes,Ignacio Prendes,Ignacio Prendes,,José Ignacio Prendes Prendes,,,,Ignacio Prendes,,Ignacio Prendes,,,Ignacio Prendes,Ignacio Prendes,,,,https://upload.wikimedia.org/wikipedia/commons/4/42/IgnacioPrendes.png,male,,,,1965-02-22,/m/0j7jfgj,Ignacio,Ignacio Prendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacio Prendes,,,,,Ignacio Prendes,,,,Ignacio Prendes,Ignacio Prendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nachoprendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacio Prendes,,,,,,,,,,,,,,,,Ignacio Prendes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6003985,,,,,María Jesús Susinos,María Jesús Susinos,María Jesús Susinos,María Jesús Susinos,María Jesús Susinos,,María Jesús Susinos,,,María Jesús Susinos,,María Jesús Susinos,,,,,María Jesús Susinos,,,,,,,,,María Jesús Susinos,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/57/María_Jesús_Susinos_en_Pleno_Congreso_de_los_Diputados_06-03-2012.jpg,female,,,,1968-08-09,,María Jesús,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Jesús Susinos,,,,María Jesús Susinos,María Jesús Susinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Jesús Susinos,,,,,,,,,,,,,,,,María Jesús Susinos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6004169,,,Maria Luisa Carcedo,,María Luisa Carcedo,María Luisa Carcedo,María Luisa Carcedo,María Luisa Carcedo,María Luisa Carcedo,,María Luisa Carcedo,,María Luisa Carcedo,María Luisa Carcedo,María Luisa Carcedová,María Luisa Carcedo,,,,,María Luisa Carcedo,María Luisa Carcedo,,María Luisa Carcedo Roces,Category:María Luisa Carcedo,,,María Luisa Carcedo,,María Luisa Carcedo,Maria Luisa Carcedo,,María Luisa Carcedo,María Luisa Carcedo,,,,https://upload.wikimedia.org/wikipedia/commons/0/02/Ministra_Carcedo_2018_(cropped).jpg,female,,,,1953-08-30,,María Luisa,María Luisa Carcedo,,,,,,,María Luisa Carcedo,,,,,,,,マリア・ルイサ・カルセド,,,,,,,,玛丽亚·路易莎·卡塞多,玛丽亚·路易莎·卡塞多,,,,,,,María Luisa Carcedo,,,,,María Luisa Carcedo,,,,María Luisa Carcedo,María Luisa Carcedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Luisa Carcedo,,,,,,,,,,,,,,,,María Luisa Carcedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,María Luisa Carcedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6004934,María del Carmen Dueñas,,María del Carmen Dueñas,,María del Carmen Dueñas,María del Carmen Dueñas,María del Carmen Dueñas,María del Carmen Dueñas,María del Carmen Dueñas,,María del Carmen Dueñas,,María del Carmen Dueñas,María del Carmen Dueñas,,María del Carmen Dueñas,,,María del Carmen Dueñas,María del Carmen Dueñas,María del Carmen Dueñas,,,,,,,,,María del Carmen Dueñas,,,María del Carmen Dueñas,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b4/María_del_Carmen_Dueñas3.jpg,female,,,,1964-12-23,,María,María del Carmen Dueñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María del Carmen Dueñas,,,,,María del Carmen Dueñas,,,,María del Carmen Dueñas,María del Carmen Dueñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María del Carmen Dueñas,,,,,,,,,,,,,,,,María del Carmen Dueñas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6015196,,,,,Miguel Sánchez de Alcázar Ocaña,Miguel Sánchez de Alcázar Ocaña,Miguel Sánchez de Alcázar Ocaña,Miguel Sánchez de Alcázar Ocaña,Miguel Sánchez de Alcázar Ocaña,,Miguel Sánchez de Alcázar Ocaña,,,Miguel Sánchez de Alcázar Ocaña,,Miguel Sánchez de Alcázar Ocaña,,,,,Miguel Sánchez de Alcázar Ocaña,,,,,,,,,Miguel Sánchez de Alcázar,,,,,,,,,male,,,,1956-01-13,,Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Sánchez de Alcázar Ocaña,,,,Miguel Sánchez de Alcázar Ocaña,Miguel Sánchez de Alcázar Ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Sánchez de Alcázar,,,,,,,,,,,,,,,,Miguel Sánchez de Alcázar Ocaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6054933,,,,,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,,Ovidio Sánchez,,,Ovidio Sánchez,,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,Ovidio Sánchez,,Ovidio Sánchez Díaz,,,,,,Ovidio Sánchez,,,Ovidio Sánchez,,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ovidio_Sánchez.png,male,,,,1952-09-21,,Ovidio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ovidio Sánchez,,,,Ovidio Sánchez,Ovidio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ovidio Sánchez,,,,,,,,,,,,,,,,Ovidio Sánchez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6069900,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,,,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,,Pedro Quevedo Iturbe,,,,,,Pedro Quevedo Iturbe,,,Pedro Quevedo,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Pedro_Quevedo.jpg,male,,,,1956-03-11,,Pedro,Pedro Quevedo Iturbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Quevedo Iturbe,,,,,,,,,Pedro Quevedo Iturbe,Pedro Quevedo Iturbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro Quevedo Iturbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6070218,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Педро Санчес,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,,Pedro Sánchez Pérez-Castejón,Category:Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,"Санчес, Педро (политик)",https://upload.wikimedia.org/wikipedia/commons/8/80/Pedro_Sánchez_Pérez-Castejón_-_2018_-_(Oficial)_3.4_(cropped).jpg,male,20146030517535860298,1160513872,,1972-02-29,,Pedro,Pedro Sánchez Pérez-Castejón,,Pedro Sánchez Castejón,Педро Санчес,,Pedro Sánchez,Pedro Sánchez Castejón,Pedro Sánchez,Pedro Sánchez,Педро Санчес,,,,,,ペドロ・サンチェス,ペドロ・サンチェス,,Pedro Sánchez,Pedro Sánchez,Petrus Sánchez,پدرو سانچز,Petrus Sánchez,佩德羅·桑切斯,佩德羅·桑切斯,,,,,,,Pedro Sánchez,بيدرو سانشيز,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Pedro Sánchez,,,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,,بيدرو سانشيز (سياسي),Pedro Sánchez,,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,,Pedro Sánchez,,,,Pedro Sánchez,,,Πέδρο Σάντσεθ,פדרו סנצ'ס,פדרו סנצ'ס,Pedro Sánchez Pérez-Castejón,,,Pedro Sánchez,Pedro Sánchez,,,,Pedro Sánchez,,페드로 산체스,پدرو سانچز,페드로 산체스,Πέδρο Σάντσεθ,,,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,,Sánchez,sanchezcastejon,https://sanchezcastejon.es/,pedro.sanchezperezcastejon,,Pedro Sánchez,,,Педра Санчэс,Педро Санчес,,Pedro Sánchez Pérez-Castejón,Pedro Sánchez Pérez-Castejón,Պեդրո Սանչես,Pedro Sánchez,Pedro Sánchez,პედრო სანჩესი,पेद्रो सांचेझ,Pedro Sánchez,,Pedro Sánchez,Педро Санчез,,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,,,,,Pedro Sančess,,,,Pedro Sánchez,เปโดร ซันเชซ,,,Pedro Sánchez,,,Педра Санчэс,Педро Санчес,,,Pedro Sánchez,,,Pedro Sánchez,,,Pedro Sánchez Pérez-Castejón,,,Պեդրո Սանչես,Pedro Sánchez,Pedro Sánchez,Pedro Sánchez,პედრო სანჩესი (პოლიტიკოსი),,Pedro Sánchez,,Pedro Sančess,पेद्रो सांचेझ,Pedro Sánchez,,,Категория:Педро Санчес (1972),Pedro Sánchez (politeecian),Pedro Sánchez,Педро Санчез,,เปโดร ซันเชซ (นักการเมืองชาวสเปน),,Pedro Sánchez,Pedro Sánchez Pérez-Castejón,,,,Categoría:Pedro Sánchez,Pedro Sánchez,,,,,,,,,,,,,,,,Pedro Sánchez Pérez-Castejón,,,,,,,,,,,,,,,,,,,,,,,1908412,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,পেদ্রো সাঞ্চেজ,sanchezcastejon,,,,A3369185X,,UCEIZTJkquMgOB-LfUb2LfEw,,पेड्रो सांचेज,Pedro Sánchez,,,Pedro Sánchez,,,,,,,Pedro Sánchez,,,,,Pedro Sánchez,,,,,,,,पेद्रो सान्चेज,პედრო სანჩესი (პოლიტიკოსი),,,,,,Pedro Sánchez,पेड्रो सांचेज,Pedro Sánchez,,,პედრო სანჩესი,पेद्रो सान्चेज,,,,,,,,,,佩德罗·桑切斯,佩德罗·桑切斯,,,پیدرو سانچیز,,
Q6075845,Pilar Rojo Noguera,,Pilar Rojo Noguera,,Pilar Rojo Noguera,Pilar Rojo Noguera,Pilar Rojo Noguera,Pilar Rojo Noguera,Pilar Rojo Noguera,,Pilar Rojo Noguera,,Pilar Rojo,Pilar Rojo Noguera,,Pilar Rojo Noguera,,,Pilar Rojo Noguera,Pilar Rojo Noguera,Pilar Rojo Noguera,,,,,,,,,Pilar Rojo Noguera,,,Pilar Rojo,Pilar Rojo,,,,https://upload.wikimedia.org/wikipedia/commons/e/e2/Pilar_Rojo_Noguera_(cropped).jpg,female,,,,1960-02-23,,Pilar,Pilar Rojo Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilar Rojo Noguera,,,,,Pilar Rojo Noguera,,,,Pilar Rojo Noguera,Pilar Rojo Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rojonoguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pilar Rojo Noguera,,,,,,,,,,,,,,,,Pilar Rojo Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6092069,,,,,Puerto Gallego,Puerto Gallego,Puerto Gallego,Puerto Gallego,Puerto Gallego,,Puerto Gallego,,,Puerto Gallego,,Puerto Gallego,Puerto Gallego,Puerto Gallego,Puerto Gallego,Puerto Gallego,Puerto Gallego,,,,Category:Puerto Gallego,,,,,María del Puerto Gallego,,,Puerto Gallego,,,,,"https://upload.wikimedia.org/wikipedia/commons/6/68/(Puerto_Gallego)_Víctor_Puerto_lidiará_el_26_de_marzo_seis_toros_en_una_corrida_benéfica_en_favor_de_las_víctimas_del_""Nuevo_Pilín"".jpg",female,,,,1963-01-18,,Puerto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Gallego,,,,Puerto Gallego,Puerto Gallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María del Puerto Gallego,,,,,,,,,,,,,,,,Puerto Gallego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
