id,name,identifier__historichansard,area,group,group_id,start_date,start_reason,end_date,end_reason,term,name__en,image,gender,identifier__viaf,identifier__gnd,identifier__lcauth,birth_date,identifier__freebase,given_name,website,identifier__muzinger,identifier__journalisted,identifier__europarlmep,family_name,death_date,identifier__isni,identifier__bnf,identifier__sudoc,identifier__imdb,identifier__nta,identifier__nla,identifier__npg,identifier__musicbrainz,identifier__selibr,identifier__nndb,identifier__oxforddnb,identifier__gtaa,honorific_prefix,identifier__hansard,wikipedia__en,identifier__munzinger,identifier__discogs
13798,Denis Haughey,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Denis Haughey,,male,,,,1944-10-03,,Denis,,,,,,,,,,,,,,,,,,,,,Denis Haughey,,
13799,William Hay,,Foyle,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,
13799,William Hay,,Foyle,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,
13799,William Hay,,Foyle,DUP,dup,2007-03-09,election,2007-05-08,changed_party,3,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,
13799,William Hay,,Foyle,Speaker,speaker,2007-05-08,changed_party,2011-03-24,dissolution,3,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,
13799,William Hay,,Foyle,Speaker,speaker,2011-05-06,election,2014-10-13,retired,4,William Hay,,male,,,,1950-04-16,,William,,,,,,,,,,,,,,,,,,,,,"William Hay, Baron Hay of Ballyore",,
13800,Joe Hendron,,Belfast West,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Joe Hendron,,male,,,,1932-11-12,,Joe,,,,,,,,,,,,,,,,,,,,,Joe Hendron,,
13801,David Hilditch,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,
13801,David Hilditch,,East Antrim,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,
13801,David Hilditch,,East Antrim,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,
13801,David Hilditch,,East Antrim,DUP,dup,2011-05-06,election,,,4,David Hilditch,,male,,,,1963-12-11,,David,,,,,,,,,,,,,,,,,,,,,David Hilditch,,
13802,Norman Hillis,,East Londonderry,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Norman Hillis,,male,,,,,,Norman,,,,,,,,,,,,,,,,,,,,,Norman Hillis,,
13803,Derek Hussey,,West Tyrone,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Derek Hussey,,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,Derek Hussey,,
13803,Derek Hussey,,West Tyrone,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Derek Hussey,,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,Derek Hussey,,
13804,Billy Hutchinson,,Belfast North,PUP,pup,1998-06-25,general_election,2003-04-28,general_election,1,Billy Hutchinson,,male,,,,1955-01-01,,Billy,,,,,,,,,,,,,,,,,,,,,Billy Hutchinson,,
13805,Roger Hutchinson,,East Antrim,DUP,dup,1998-06-25,general_election,2003-04-28,general_election,1,Roger Hutchinson,,male,,,,1952-06-28,,Roger,,,,,,,,,,,,,,,,,,,,,Roger Hutchinson,,
13806,Davy Hyland,,Newry and Armagh,Sinn Féin,sinn-fein,2003-11-26,general_election,2006-12-18,changed_party,2,Davy Hyland,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,Davy Hyland,,
13806,Davy Hyland,,Newry and Armagh,Independent,independent,2006-12-19,changed_party,2007-01-30,dissolution,2,Davy Hyland,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,Davy Hyland,,
13807,Gardiner Kane,,North Antrim,DUP,dup,1998-06-25,general_election,2002-11-11,changed_party,1,Gardiner Kane,,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,Gardiner Kane,,
13807,Gardiner Kane,,North Antrim,Independent,independent,2002-11-11,changed_party,2003-04-28,general_election,1,Gardiner Kane,,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,Gardiner Kane,,
13808,John Kelly,,Mid Ulster,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,John Kelly,,male,70215,,,1936-04-05,,John,,,,,,2007-09-06,0000 0001 1436 265X,,,,,,,,,,,,,,John Kelly (Sinn Féin politician),,
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,
13809,Gerry Kelly,,Belfast North,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Gerry Kelly,,male,41329252,,,1953-04-05,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry Kelly,,
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,
13810,Dolores Kelly,,Upper Bann,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,
13811,Danny Kennedy,,Newry and Armagh,UUP,uup,2011-05-06,election,,,4,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,
13812,James Leslie,,North Antrim,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,James Leslie,,male,,,,1958-03-01,,James,,,,,,2009-02-22,,,,,,,,,,,,,,,James Leslie (UK politician),,
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Patricia Lewsley,,female,,,,1957-03-03,,Patricia,,,,,,,,,,,,,,,,,,,,,Patricia Lewsley,,
13813,Patricia Lewsley,,Lagan Valley,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2006-12-19,resigned,2,Patricia Lewsley,,female,,,,1957-03-03,,Patricia,,,,,,,,,,,,,,,,,,,,,Patricia Lewsley,,
13814,Naomi Long,,Belfast East,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,Naomi Long,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,,Naomi,,,,,,,,,,,,,,,,,,,,,Naomi Long,,
13814,Naomi Long,,Belfast East,Alliance,alliance,2007-03-09,election,2010-07-05,resigned,3,Naomi Long,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,,Naomi,,,,,,,,,,,,,,,,,,,,,Naomi Long,,
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Alban Maginness,,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,Alban Maginness,,
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Alban Maginness,,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,Alban Maginness,,
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Alban Maginness,,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,Alban Maginness,,
13815,Alban Maginness,,Belfast North,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Alban Maginness,,male,,,,1950-07-09,,Alban,,,,,,,,,,,,,,,,,,,,,Alban Maginness,,
13816,Alex Maskey,,Belfast West,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Alex Maskey,https://upload.wikimedia.org/wikipedia/commons/a/a9/Alex_Maskey.jpg,male,41788422,,,1952-01-08,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Maskey,,
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Alex Maskey,https://upload.wikimedia.org/wikipedia/commons/a/a9/Alex_Maskey.jpg,male,41788422,,,1952-01-08,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Maskey,,
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Alex Maskey,https://upload.wikimedia.org/wikipedia/commons/a/a9/Alex_Maskey.jpg,male,41788422,,,1952-01-08,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Maskey,,
13816,Alex Maskey,,Belfast South,Sinn Féin,sinn-fein,2011-05-06,election,2014-11-03,resigned,4,Alex Maskey,https://upload.wikimedia.org/wikipedia/commons/a/a9/Alex_Maskey.jpg,male,41788422,,,1952-01-08,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Maskey,,
13816,Alex Maskey,,Belfast West,Sinn Féin,sinn-fein,2014-11-04,appointed,,,4,Alex Maskey,https://upload.wikimedia.org/wikipedia/commons/a/a9/Alex_Maskey.jpg,male,41788422,,,1952-01-08,,Alex,,,,,,,,,,,,,,,,,,,,,Alex Maskey,,
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Fra McCann,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male,,,,1953-06-19,,,,,,,,,,,,,,,,,,,,,,,Fra McCann,,
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Fra McCann,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male,,,,1953-06-19,,,,,,,,,,,,,,,,,,,,,,,Fra McCann,,
13818,Fra McCann,,Belfast West,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Fra McCann,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male,,,,1953-06-19,,,,,,,,,,,,,,,,,,,,,,,Fra McCann,,
13819,Kieran McCarthy,,Strangford,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,Kieran McCarthy,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male,,,,1942-09-09,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran McCarthy,,
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,Kieran McCarthy,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male,,,,1942-09-09,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran McCarthy,,
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,Kieran McCarthy,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male,,,,1942-09-09,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran McCarthy,,
13819,Kieran McCarthy,,Strangford,Alliance,alliance,2011-05-06,election,,,4,Kieran McCarthy,https://upload.wikimedia.org/wikipedia/commons/1/12/Kieran_McCarthy_MLA.jpg,male,,,,1942-09-09,,Kieran,,,,,,,,,,,,,,,,,,,,,Kieran McCarthy,,
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2004-07-15,appointed,2007-01-30,dissolution,2,Raymond McCartney,https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male,,,,1954-11-29,,Raymond,,,,,,,,,,,,,,,,,,,,,Raymond McCartney,,
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Raymond McCartney,https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male,,,,1954-11-29,,Raymond,,,,,,,,,,,,,,,,,,,,,Raymond McCartney,,
13821,Raymond McCartney,,Foyle,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Raymond McCartney,https://upload.wikimedia.org/wikipedia/commons/e/e5/RaymondMcCartney.jpg,male,,,,1954-11-29,,Raymond,,,,,,,,,,,,,,,,,,,,,Raymond McCartney,,
13822,Nelson McCausland,,Belfast North,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Nelson McCausland,,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,Nelson McCausland,,
13822,Nelson McCausland,,Belfast North,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Nelson McCausland,,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,Nelson McCausland,,
13822,Nelson McCausland,,Belfast North,DUP,dup,2011-05-06,election,,,4,Nelson McCausland,,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,Nelson McCausland,,
13823,David McClarty,,East Londonderry,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,
13823,David McClarty,,East Londonderry,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,
13823,David McClarty,,East Londonderry,UUP,uup,2007-03-09,election,2010-12-31,changed_party,3,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,
13823,David McClarty,,East Londonderry,Independent,independent,2011-01-01,changed_party,2011-03-24,dissolution,3,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,
13823,David McClarty,,East Londonderry,Independent,independent,2011-05-06,election,2014-04-18,died,4,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,
13824,Donovan McClelland,,South Antrim,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Donovan McClelland,,male,,,,1949-01-14,,Donovan,,,,,,,,,,,,,,,,,,,,,Donovan McClelland,,
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Barry McElduff,,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,Barry McElduff,,
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Barry McElduff,,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,Barry McElduff,,
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Barry McElduff,,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,Barry McElduff,,
13825,Barry McElduff,,West Tyrone,Sinn Féin,sinn-fein,2011-05-06,election,,,4,Barry McElduff,,male,,,,1966-08-16,,Barry,,,,,,,,,,,,,,,,,,,,,Barry McElduff,,
13826,Alan McFarland,,North Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Alan McFarland,,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,Alan McFarland,,
13826,Alan McFarland,,North Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Alan McFarland,,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,Alan McFarland,,
13826,Alan McFarland,,North Down,UUP,uup,2007-03-09,election,2010-03-30,changed_party,3,Alan McFarland,,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,Alan McFarland,,
13826,Alan McFarland,,North Down,Independent,independent,2010-03-31,changed_party,2011-03-24,dissolution,3,Alan McFarland,,male,,,,1949-08-09,,Alan,,,,,,,,,,,,,,,,,,,,,Alan McFarland,,
13827,Michael McGimpsey,,Belfast South,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Michael McGimpsey,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,
13827,Michael McGimpsey,,Belfast South,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Michael McGimpsey,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,
13827,Michael McGimpsey,,Belfast South,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,Michael McGimpsey,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,
13827,Michael McGimpsey,,Belfast South,UUP,uup,2011-05-06,election,,,4,Michael McGimpsey,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Patsy McGlone,,male,,,,,,Patsy,,,,,,,,,,,,,,,,,,,,,Patsy McGlone,,
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2007-03-09,election,2011-03-24,dissolution,3,Patsy McGlone,,male,,,,,,Patsy,,,,,,,,,,,,,,,,,,,,,Patsy McGlone,,
13828,Patsy McGlone,,Mid Ulster,Social Democratic and Labour Party,social-democratic-and-labour-party,2011-05-06,election,,,4,Patsy McGlone,,male,,,,,,Patsy,,,,,,,,,,,,,,,,,,,,,Patsy McGlone,,
13829,Philip McGuigan,,North Antrim,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Philip McGuigan,,male,,,,1973-01-01,,Philip,,,,,,,,,,,,,,,,,,,,,Philip McGuigan,,
13830,Gerry McHugh,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Gerry McHugh,,male,,,,,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry McHugh,,
13830,Gerry McHugh,,Fermanagh and South Tyrone,Sinn Féin,sinn-fein,2007-03-09,election,2007-12-03,changed_party,3,Gerry McHugh,,male,,,,,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry McHugh,,
13830,Gerry McHugh,,Fermanagh and South Tyrone,Independent,independent,2007-12-03,changed_party,2011-03-24,dissolution,3,Gerry McHugh,,male,,,,,,Gerry,,,,,,,,,,,,,,,,,,,,,Gerry McHugh,,
13831,Mitchel McLaughlin,,Foyle,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,
13831,Mitchel McLaughlin,,Foyle,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,
13831,Mitchel McLaughlin,,South Antrim,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,
13831,Mitchel McLaughlin,,South Antrim,Sinn Féin,sinn-fein,2011-05-06,election,2015-01-12,changed_party,4,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,
13831,Mitchel McLaughlin,,South Antrim,Speaker,speaker,2015-01-12,changed_party,,,4,Mitchel McLaughlin,,male,,,,1945-10-29,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,
13832,Eugene McMenamin,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,1998-06-25,general_election,2003-04-28,general_election,1,Eugene McMenamin,,male,,,,1947-01-01,,Eugene,,,,,,,,,,,,,,,,,,,,,Eugene McMenamin,,
13832,Eugene McMenamin,,West Tyrone,Social Democratic and Labour Party,social-democratic-and-labour-party,2003-11-26,general_election,2007-01-30,dissolution,2,Eugene McMenamin,,male,,,,1947-01-01,,Eugene,,,,,,,,,,,,,,,,,,,,,Eugene McMenamin,,
13833,Pat McNamee,,Newry and Armagh,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Pat McNamee,,male,,,,1957-02-12,,Pat,,,,,,,,,,,,,,,,,,,,,Pat McNamee,,
13834,David McNarry,,Strangford,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,David McNarry,,male,,,,1948-05-25,,David,,,,,,,,,,,,,,,,,,,,,David McNarry,,
13834,David McNarry,,Strangford,UUP,uup,2007-03-09,election,2011-03-24,dissolution,3,David McNarry,,male,,,,1948-05-25,,David,,,,,,,,,,,,,,,,,,,,,David McNarry,,
13834,David McNarry,,Strangford,UUP,uup,2011-05-06,election,,,4,David McNarry,,male,,,,1948-05-25,,David,,,,,,,,,,,,,,,,,,,,,David McNarry,,
13835,Monica McWilliams,,Belfast South,NIWC,niwc,1998-06-25,general_election,2003-04-28,general_election,1,Monica McWilliams,,female,9074387,,,1954-04-28,,Monica,,,,,,,0000 0001 1741 7871,,,,,,,,,,,,,,Monica McWilliams,,
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Francie Molloy,,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,Francie Molloy,,
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2003-11-26,general_election,2007-01-30,dissolution,2,Francie Molloy,,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,Francie Molloy,,
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2007-03-09,election,2011-03-24,dissolution,3,Francie Molloy,,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,Francie Molloy,,
13836,Francie Molloy,,Mid Ulster,Sinn Féin,sinn-fein,2011-05-06,election,2013-04-08,resigned,4,Francie Molloy,,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,Francie Molloy,,
13838,Jane Morrice,,North Down,NIWC,niwc,1998-06-25,general_election,2003-04-28,general_election,1,Jane Morrice,,female,,,,1954-05-11,,Jane,,,,,,,,,,,,,,,,,,,,,Jane Morrice,,
13840,Stephen Moutray,,Upper Bann,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Stephen Moutray,,male,,,,1959-02-25,,Stephen,,,,,,,,,,,,,,,,,,,,,Stephen Moutray,,
13840,Stephen Moutray,,Upper Bann,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Stephen Moutray,,male,,,,1959-02-25,,Stephen,,,,,,,,,,,,,,,,,,,,,Stephen Moutray,,
13840,Stephen Moutray,,Upper Bann,DUP,dup,2011-05-06,election,,,4,Stephen Moutray,,male,,,,1959-02-25,,Stephen,,,,,,,,,,,,,,,,,,,,,Stephen Moutray,,
13841,Mick Murphy,,South Down,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Mick Murphy,,male,,,,1942-02-06,,Mick,,,,,,,,,,,,,,,,,,,,,Mick Murphy (Sinn Féin politician),,
13842,Sean Neeson,,East Antrim,Alliance,alliance,1998-06-25,general_election,2003-04-28,general_election,1,Seán Neeson,,male,,,,1946-02-09,,Seán,,,,,,,,,,,,,,,,,,,,,Seán Neeson,,
13842,Sean Neeson,,East Antrim,Alliance,alliance,2003-11-26,general_election,2007-01-30,dissolution,2,Seán Neeson,,male,,,,1946-02-09,,Seán,,,,,,,,,,,,,,,,,,,,,Seán Neeson,,
13842,Sean Neeson,,East Antrim,Alliance,alliance,2007-03-09,election,2011-03-24,dissolution,3,Seán Neeson,,male,,,,1946-02-09,,Seán,,,,,,,,,,,,,,,,,,,,,Seán Neeson,,
13843,Mary Nelis,,Foyle,Sinn Féin,sinn-fein,1998-06-25,general_election,2003-04-28,general_election,1,Mary Nelis,https://upload.wikimedia.org/wikipedia/commons/8/85/Mary_Nelis_2012.jpg,female,,,,1935-01-01,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Nelis,,
13843,Mary Nelis,,Foyle,Sinn Féin,sinn-fein,2003-11-26,general_election,2004-07-14,resigned,2,Mary Nelis,https://upload.wikimedia.org/wikipedia/commons/8/85/Mary_Nelis_2012.jpg,female,,,,1935-01-01,,Mary,,,,,,,,,,,,,,,,,,,,,Mary Nelis,,
13844,Dermot Nesbitt,,South Down,UUP,uup,1998-06-25,general_election,2003-04-28,general_election,1,Dermot Nesbitt,,male,26576379,,,1947-08-14,,Dermot,,,,,,,,,,,,,,,,,,,,,Dermot Nesbitt,,
13844,Dermot Nesbitt,,South Down,UUP,uup,2003-11-26,general_election,2007-01-30,dissolution,2,Dermot Nesbitt,,male,26576379,,,1947-08-14,,Dermot,,,,,,,,,,,,,,,,,,,,,Dermot Nesbitt,,
13845,Robin Newton,,Belfast East,DUP,dup,2003-11-26,general_election,2007-01-30,dissolution,2,Robin Newton,,male,,,,1945-12-21,,Robin,,,,,,,,,,,,,,,,,,,,,Robin Newton,,
13845,Robin Newton,,Belfast East,DUP,dup,2007-03-09,election,2011-03-24,dissolution,3,Robin Newton,,male,,,,1945-12-21,,Robin,,,,,,,,,,,,,,,,,,,,,Robin Newton,,
