id,name,image,given_name,family_name,sort_name,birth_date,gender,chamber,start_date,state,area,group,website,address,phone,fax,term,area_id,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,twitter,facebook,facebook_id,youtube_id,twitter_id,youtube,instagram,instagram_id,sameas,sameasnote,validthrough,census_geoid,census_geoid_12,census_geoid_14,openstates_district,placeholder_id,sch_dist_stateid,state_id
R000592,Todd Rokita,https://theunitedstates.io/images/congress/original/R000592.jpg,Todd,Rokita,"Rokita, Todd",1970-02-09,male,rep,2015-01-06,IN,Indiana's 4th congressional district,Republican,http://rokita.house.gov,1717 Longworth HOB; Washington DC 20515-1404,202-225-5037,202-226-0544,114,ocd-division/country:us/state:in/cd:4,R000592,02017,,412426,N00031741,34167,H0IN04170,61832,Todd Rokita,20822,Todd Rokita,1437,gIQAJQXZKP,21131,ToddRokita,RepToddRokita,183180288372896,UCl_wYwGYw1AXiUoqNmwLxzA,17544524,reptoddrokita,RepToddRokita,,,,,,,,,,,
R000583,Thomas J. Rooney,https://theunitedstates.io/images/congress/original/R000583.jpg,Thomas,Rooney,"Rooney, Thomas",1970-11-21,male,rep,2015-01-06,FL,Florida's 17th congressional district,Republican,https://rooney.house.gov,2160 Rayburn HOB; Washington DC 20515-0917,202-225-5792,202-225-3132,114,ocd-division/country:us/state:fl/cd:17,R000583,01916,,412311,N00029018,107800,H8FL16022,1030486,Tom Rooney (politician),20809,Thomas J. Rooney,793,gIQADjiUAP,20910,TomRooney,reptomrooney,117697790448,UCHuDkMfCK3kmCpso7LyI3zA,23970171,CongressmanRooney,,,,,,,,,,,,
R000435,Ileana Ros-Lehtinen,https://theunitedstates.io/images/congress/original/R000435.jpg,Ileana,Ros-Lehtinen,"Ros-Lehtinen, Ileana",1952-07-15,female,rep,2015-01-06,FL,Florida's 27th congressional district,Republican,http://ros-lehtinen.house.gov,2206 Rayburn HOB; Washington DC 20515-0927,202-225-3931,202-225-5620,114,ocd-division/country:us/state:fl/cd:27,R000435,00985,,400344,N00002858,26815,H0FL18025,3206,Ileana Ros-Lehtinen,20624,Ileana Ros-Lehtinen,437,gIQAVGfJAP,15634,RosLehtinen,iroslehtinen,286546974761109,UCf6XrWGZHjC7KgRd9JCAuBA,14275291,IleanaRosLehtinen,,,,,,,,,,,,
R000580,Peter J. Roskam,https://theunitedstates.io/images/congress/original/R000580.jpg,Peter,Roskam,"Roskam, Peter",1961-09-13,male,rep,2015-01-06,IL,Illinois's 6th congressional district,Republican,http://roskam.house.gov,2246 Rayburn HOB; Washington DC 20515-1306,202-225-4561,202-225-1166,114,ocd-division/country:us/state:il/cd:6,R000580,01848,,412202,N00004719,6382,H6IL06117,1021912,Peter Roskam,20803,Peter Roskam,689,gIQAN1SKAP,20715,PeterRoskam,RepRoskam,118777661469195,UCk8IZKV_RC1Wr-dh09kzVTw,20015903,RoskamIL06,,,,,,,,,,,,
R000593,Dennis A. Ross,https://theunitedstates.io/images/congress/original/R000593.jpg,Dennis,Ross,"Ross, Dennis",1959-10-18,male,rep,2015-01-06,FL,Florida's 15th congressional district,Republican,http://dennisross.house.gov,229 Cannon HOB; Washington DC 20515-0915,202-225-1252,202- 226-0585,114,ocd-division/country:us/state:fl/cd:15,R000593,02003,,412411,N00030645,12813,H0FL12101,62532,Dennis A. Ross,20823,Dennis A. Ross,1423,gIQAP9JXKP,21117,RepDennisRoss,dennis.ross.376,469477579757018,UCSjZ4oRWi_sO-aGM9CUBOJQ,33655490,RepDennisRoss,,,,,,,,,,,,
R000486,Lucille Roybal-Allard,https://theunitedstates.io/images/congress/original/R000486.jpg,Lucille,Roybal-Allard,"Roybal-Allard, Lucille",1941-06-12,female,rep,2015-01-06,CA,California's 40th congressional district,Democrat,http://roybal-allard.house.gov,2330 Rayburn HOB; Washington DC 20515-0540,202-225-1766,202-226-0350,114,ocd-division/country:us/state:ca/cd:40,R000486,00997,,400347,N00006671,26766,H2CA33048,26136,Lucille Roybal-Allard,20686,,440,gIQAozxLAP,29317,RepRoybalAllard,RepRoybalAllard,139773069370563,UC_T_RXWeJ-smmpjdNLOaMcg,479872233,RepRoybalAllard,,,,,,,,,,,,
R000487,Edward R. Royce,https://theunitedstates.io/images/congress/original/R000487.jpg,Edward,Royce,"Royce, Edward",1951-10-12,male,rep,2015-01-06,CA,California's 39th congressional district,Republican,http://royce.house.gov,2310 Rayburn HOB; Washington DC 20515-0539,202-225-4111,202-226-0335,114,ocd-division/country:us/state:ca/cd:39,R000487,00998,,400348,N00008264,26772,H6CA39020,28461,Ed Royce,20688,,441,gIQACovbKP,29321,RepEdRoyce,EdRoyce,6460640558,UC9DUiRouRl6Rz6PEvQ4jRPw,246769138,RepEdRoyce,,,,,,,,,,,,
R000576,C. A. Dutch Ruppersberger,https://theunitedstates.io/images/congress/original/R000576.jpg,C.,Ruppersberger,"Ruppersberger, C.",1946-01-31,male,rep,2015-01-06,MD,Maryland's 2nd congressional district,Democrat,http://ruppersberger.house.gov,2416 Rayburn HOB; Washington DC 20515-2002,202-225-3061,202-225-3094,114,ocd-division/country:us/state:md/cd:2,R000576,01728,,400349,N00025482,36130,H2MD02160,49155,Dutch Ruppersberger,20797,,442,gIQAUKkDAP,20329,Call_Me_Dutch,184756771570504,184756771570504,UCk2S9iSHNpo1E1A7qZ0SPIw,305620929,ruppersberger,,,,,,,,,,,,
R000515,Bobby L. Rush,https://theunitedstates.io/images/congress/original/R000515.jpg,Bobby,Rush,"Rush, Bobby",1946-11-23,male,rep,2015-01-06,IL,Illinois's 1st congressional district,Democrat,http://rush.house.gov,2188 Rayburn HOB; Washington DC 20515-1301,202-225-4372,202-226-0333,114,ocd-division/country:us/state:il/cd:1,R000515,01003,,400350,N00004887,26831,H2IL01042,26127,Bobby Rush,20721,Bobby Rush,443,gIQAPjFgAP,29346,RepBobbyRush,congressmanbobbyrush,230753786936538,UCbWqxBnS_w_uFTdQAL0YH5g,305216911,CongressmanRush,,,,,,,,,,,,
R000570,Paul Ryan,https://theunitedstates.io/images/congress/original/R000570.jpg,Paul,Ryan,"Ryan, Paul",1970-01-29,male,rep,2015-01-06,WI,Wisconsin's 1st congressional district,Republican,http://paulryan.house.gov,1233 Longworth HOB; Washington DC 20515-4901,202-225-3031,202-225-3393,114,ocd-division/country:us/state:wi/cd:1,R000570,01560,,400351,N00004357,26344,H8WI01024,57970,Paul Ryan,20785,Paul Ryan,445,gIQAUWiV9O,29939,RepPaulRyan,reppaulryan,7123827676,UC8nMpZAuz-gitzb2icE15Qw,18916432,reppaulryan,,,,,,,,,,,,
R000577,Tim Ryan,https://theunitedstates.io/images/congress/original/R000577.jpg,Tim,Ryan,"Ryan, Tim",1973-07-16,male,rep,2015-01-06,OH,Ohio's 13th congressional district,Democrat,http://timryan.house.gov,1421 Longworth HOB; Washington DC 20515-3513,202-225-5261,202-225-3719,114,ocd-division/country:us/state:oh/cd:13,R000577,01756,,400352,N00025280,45638,H2OH17109,1003608,Tim Ryan (politician),20799,Tim Ryan (Ohio),444,gIQAQAddKP,20343,RepTimRyan,timryan,121560497865,UCjAFlYCheFKjGg_Pxc2VOFA,13491312,timryanvision,,,,,,,,,,,,
S001177,Gregorio Kilili Camacho Sablan,https://theunitedstates.io/images/congress/original/S001177.jpg,Gregorio,Sablan,"Sablan, Gregorio",1955-01-19,male,rep,2015-01-06,MP,Northern Mariana Islands,Independent,http://sablan.house.gov,423 Cannon HOB; Washington DC 20515-5201,202-225-2646,202-226-4249,114,ocd-division/country:us/state:mp,S001177,01962,,412312,N00030418,110903,H8MP00041,1031366,Gregorio Sablan,22610,,794,,,,153423912663,153423912663,UC-fbzxBSiC98eAE2goaANVQ,,CongressmanSablan,,,,,,,,,,,,
S000030,Loretta Sanchez,https://theunitedstates.io/images/congress/original/S000030.jpg,Loretta,Sanchez,"Sanchez, Loretta",1960-01-07,female,rep,2015-01-06,CA,California's 46th congressional district,Democrat,http://lorettasanchez.house.gov,1211 Longworth HOB; Washington DC 20515-0546,202-225-2965,202-225-5859,114,ocd-division/country:us/state:ca/cd:46,S000030,01522,,400356,N00008274,203,H6CA46033,45639,Loretta Sanchez,21168,,449,gIQAaQoGAP,29709,LorettaSanchez,LorettaSanchez,90966961167,UCsPNjUsu5AvCJnVrdW_XjwA,108376246,LorettaSanchezLive,,,,,,,,,,,,
S001168,John P. Sarbanes,https://theunitedstates.io/images/congress/original/S001168.jpg,John,Sarbanes,"Sarbanes, John",1962-05-22,male,rep,2015-01-06,MD,Maryland's 3rd congressional district,Democrat,https://sarbanes.house.gov,2444 Rayburn HOB; Washington DC 20515-2003,202-225-4016,202-225-9219,114,ocd-division/country:us/state:md/cd:3,S001168,01854,,412212,N00027751,66575,H6MD03292,1022884,John Sarbanes,22592,,697,gIQA5SKbKP,20724,RepSarbanes,RepSarbanes,,,364415553,,,,,,,,,,,,,
S001176,Steve Scalise,https://theunitedstates.io/images/congress/original/S001176.jpg,Steve,Scalise,"Scalise, Steve",1965-10-06,male,rep,2015-01-06,LA,Louisiana's 1st congressional district,Republican,http://scalise.house.gov,2338 Rayburn HOB; Washington DC 20515-1801,202-225-3015,202-226-0386,114,ocd-division/country:us/state:la/cd:1,S001176,01892,,412261,N00009660,9026,H0LA01087,1015311,Steve Scalise,22608,Steve Scalise,742,gIQAxgVSKP,20759,SteveScalise,RepSteveScalise,50936151681,UCmYveHBVXVBRxl7GiCL-gjw,1209417007,RepSteveScalise,stevescalise,1210937919,,,,,,,,,,
S001145,Janice D. Schakowsky,https://theunitedstates.io/images/congress/original/S001145.jpg,Janice,Schakowsky,"Schakowsky, Janice",1944-05-26,female,rep,2015-01-06,IL,Illinois's 9th congressional district,Democrat,http://schakowsky.house.gov,2367 Rayburn HOB; Washington DC 20515-1309,202-225-2111,202-226-6890,114,ocd-division/country:us/state:il/cd:9,S001145,01588,,400360,N00004724,6387,H8IL09067,57874,Jan Schakowsky,22550,Jan Schakowsky,452,gIQAOWtJAP,29911,JanSchakowsky,janschakowsky,160143957118,UCuCHHPSENUEaaeH8n_CYDXQ,24195214,repschakowsky,,,,,,,,,,,,
S001150,Adam B. Schiff,https://theunitedstates.io/images/congress/original/S001150.jpg,Adam,Schiff,"Schiff, Adam",1960-06-22,male,rep,2015-01-06,CA,California's 28th congressional district,Democrat,http://schiff.house.gov,2411 Rayburn HOB; Washington DC 20515-0528,202-225-4176,202-225-5828,114,ocd-division/country:us/state:ca/cd:28,S001150,01635,,400361,N00009585,9489,H0CA27085,90167,Adam Schiff,22560,Adam Schiff,453,gIQAdNd69O,20104,RepAdamSchiff,RepAdamSchiff,9086721830,UCadiUi-KZoFk1K5ZDsluLcA,29501253,adamschiff,,,,,,,,,,,,
S001180,Kurt Schrader,https://theunitedstates.io/images/congress/original/S001180.jpg,Kurt,Schrader,"Schrader, Kurt",1951-10-19,male,rep,2015-01-06,OR,Oregon's 5th congressional district,Democrat,http://schrader.house.gov,2431 Rayburn HOB; Washington DC 20515-3705,202-225-5711,202-225-5699,114,ocd-division/country:us/state:or/cd:5,S001180,01950,,412315,N00030071,10813,H8OR05107,1031358,Kurt Schrader,22616,Kurt Schrader,797,gIQA4NoVBP,20944,RepSchrader,repschrader,94978896695,UCrWRXVaGJtcImc_kknuDsAw,20545793,repkurtschrader,,,,,,,,,,,,
S001183,David Schweikert,https://theunitedstates.io/images/congress/original/S001183.jpg,David,Schweikert,"Schweikert, David",1962-03-03,male,rep,2015-01-06,AZ,Arizona's 6th congressional district,Republican,http://schweikert.house.gov,409 Cannon HOB; Washington DC 20515-0306,202-225-2190,202-225-0096,114,ocd-division/country:us/state:az/cd:6,S001183,01994,,412399,N00006460,106387,H4AZ06045,5205,David Schweikert,22621,David Schweikert,1413,gIQAdnZVKP,21105,RepDavid,repdavidschweikert,150338151681908,UCVvuNVzkOUp7p_Pzkc6Zuvw,229197216,RepDavidSchweikert,repdavid,181147397,,,,,,,,,,
S001189,Austin Scott,https://theunitedstates.io/images/congress/original/S001189.jpg,Austin,Scott,"Scott, Austin",1969-12-10,male,rep,2015-01-06,GA,Georgia's 8th congressional district,Republican,http://austinscott.house.gov,2417 Rayburn HOB; Washington DC 20515-1008,202-225-6531,202-225-3013,114,ocd-division/country:us/state:ga/cd:8,S001189,02009,,412417,N00032457,11812,H0GA08099,623344,Austin Scott (politician),22631,Austin Scott,1429,gIQADLfVKP,21123,AustinScottGA08,RepAustinScott,131177916946914,UC5M7eKHKQStktMyjieiHYZQ,234797704,RepAustinScott,,,,,,,,,,,,
S001157,David Scott,https://theunitedstates.io/images/congress/original/S001157.jpg,David,Scott,"Scott, David",1945-06-27,male,rep,2015-01-06,GA,Georgia's 13th congressional district,Democrat,http://davidscott.house.gov,225 Cannon HOB; Washington DC 20515-1013,202-225-2939,202-225-4628,114,ocd-division/country:us/state:ga/cd:13,S001157,01722,,400363,N00024871,7826,H2GA13012,1003567,David Scott (Georgia politician),22574,David Scott (Georgia),454,gIQAoN2QAP,20321,RepDavidScott,113303673339,113303673339,UCgf28zRkLSqAUiPuJhGdF0w,168673083,RepDavidScott,,,,,,,,,,,,
S000185,"Robert C. ""Bobby"" Scott",https://theunitedstates.io/images/congress/original/S000185.jpg,Robert,Scott,"Scott, Robert",1947-04-30,male,rep,2015-01-06,VA,Virginia's 3rd congressional district,Democrat,http://bobbyscott.house.gov,1201 Longworth HOB; Washington DC 20515-4603,202-225-8351,202-225-8354,114,ocd-division/country:us/state:va/cd:3,S000185,01037,,400364,N00002147,27117,H6VA01117,25888,Bobby Scott (U.S. politician),21368,Robert C. Scott,455,gIQAf8WlMP,39307,RepBobbyScott,CongressmanBobbyScott,123839200978190,UCdNNcpw8arCsUp55JwK_QAA,161791703,repbobbyscott,repbobbyscott,1173348983,,,,,,,,,,
S000244,F. James Sensenbrenner Jr.,https://theunitedstates.io/images/congress/original/S000244.jpg,F.,Sensenbrenner,"Sensenbrenner, F.",1943-06-14,male,rep,2015-01-06,WI,Wisconsin's 5th congressional district,Republican,http://sensenbrenner.house.gov,2449 Rayburn HOB; Washington DC 20515-4905,202-225-5101,202-225-3190,114,ocd-division/country:us/state:wi/cd:5,S000244,01041,,400365,N00004291,27142,H8WI09050,1507,Jim Sensenbrenner,21438,Jim Sensenbrenner,456,gIQAk3QFAP,14657,JimPressOffice,RepSensenbrenner,,UCUNfNsc2CVsqivJ2wThQF6A,851621377,RepSensenbrenner,,,,,,,,,,,,
S000248,José E. Serrano,https://theunitedstates.io/images/congress/original/S000248.jpg,José,Serrano,"Serrano, José",1943-10-24,male,rep,2015-01-06,NY,New York's 15th congressional district,Democrat,http://serrano.house.gov,2227 Rayburn HOB; Washington DC 20515-3215,202-225-4361,202-225-6001,114,ocd-division/country:us/state:ny/cd:15,S000248,01042,,400366,N00001813,26981,H0NY18065,14306,José E. Serrano,21443,,457,gIQAsIfJAP,29134,RepJoseSerrano,RepJoseSerrano,273446508512,,33563161,,repjoseserrano,1422526654,,,,,,,,,,
S000250,Pete Sessions,https://theunitedstates.io/images/congress/original/S000250.jpg,Pete,Sessions,"Sessions, Pete",1955-03-22,male,rep,2015-01-06,TX,Texas's 32nd congressional district,Republican,https://sessions.house.gov,2233 Rayburn HOB; Washington DC 20515-4332,202-225-2231,202-225-5878,114,ocd-division/country:us/state:tx/cd:32,S000250,01525,,400367,N00005681,288,H2TX03126,36807,Pete Sessions,21446,Pete Sessions,458,gIQAabpX9O,29759,PeteSessions,petesessions,367963843082,UCDSBWdAlrCZq2W8P3wR_LCg,24735461,PeteSessions,,,,,,,,,,,,
S001185,Terri A. Sewell,https://theunitedstates.io/images/congress/original/S001185.jpg,Terri,Sewell,"Sewell, Terri",1965-01-01,female,rep,2015-01-06,AL,Alabama's 7th congressional district,Democrat,https://sewell.house.gov,1133 Longworth HOB; Washington DC 20515-0107,202-225-2665,202-226-9567,114,ocd-division/country:us/state:al/cd:7,S001185,01988,,412396,N00030622,121621,H0AL07086,623257,Terri Sewell,22624,Terri Sewell,1410,gIQAsFMZKP,21102,RepTerriSewell,RepSewell,117758198297225,UCHkEHtfrfUWOFtbUFQTQH7Q,381152398,RepSewell,,,,,,,,,,,,
S000344,Brad Sherman,https://theunitedstates.io/images/congress/original/S000344.jpg,Brad,Sherman,"Sherman, Brad",1954-10-24,male,rep,2015-01-06,CA,California's 30th congressional district,Democrat,http://sherman.house.gov,2242 Rayburn HOB; Washington DC 20515-0530,202-225-5911,202-225-5879,114,ocd-division/country:us/state:ca/cd:30,S000344,01526,,400371,N00006897,142,H6CA24113,45124,Brad Sherman,21565,,462,gIQAxbtdKP,29707,BradSherman,63158229861,63158229861,UCPisrz6-SLwVy2l9Mcy8kug,30216513,shermanca27,,,,,,,,,,,,
S000364,John Shimkus,https://theunitedstates.io/images/congress/original/S000364.jpg,John,Shimkus,"Shimkus, John",1958-02-21,male,rep,2015-01-06,IL,Illinois's 15th congressional district,Republican,http://shimkus.house.gov,2217 Rayburn HOB; Washington DC 20515-1315,202-225-5271,202-225-5880,114,ocd-division/country:us/state:il/cd:15,S000364,01527,,400373,N00004961,246,H2IL20042,30623,John Shimkus,21589,John M. Shimkus,464,gIQApUPnMP,29718,RepShimkus,repshimkus,123916254317516,UCVXSvuk-csQRKBI0oPzcEnw,15600527,repshimkus,,,,,,,,,,,,
S001154,Bill Shuster,https://theunitedstates.io/images/congress/original/S001154.jpg,Bill,Shuster,"Shuster, Bill",1961-01-10,male,rep,2015-01-06,PA,Pennsylvania's 9th congressional district,Republican,http://shuster.house.gov,2268 Rayburn HOB; Washington DC 20515-3809,202-225-2431,202-225-2486,114,ocd-division/country:us/state:pa/cd:9,S001154,01681,,409888,N00013770,55693,H2PA09035,89108,Bill Shuster,22568,,669,gIQAcujSAP,20134,RepBillShuster,Rep.Shuster,54386677806,UCEfLAXoX-pV3ETccADGOdXg,22527499,repshuster,,,,,,,,,,,,
S001148,Michael K. Simpson,https://theunitedstates.io/images/congress/original/S001148.jpg,Michael,Simpson,"Simpson, Michael",1950-09-08,male,rep,2015-01-06,ID,Idaho's 2nd congressional district,Republican,http://simpson.house.gov,2312 Rayburn HOB; Washington DC 20515-1202,202-225-5531,202-225-8216,114,ocd-division/country:us/state:id/cd:2,S001148,01590,,400376,N00006263,2917,H8ID02064,57889,Mike Simpson,22556,Michael K. Simpson,466,gIQARxVLAP,29910,CongMikeSimpson,96007744606,96007744606,UCNXe0rJJeULTAP_7oyQNw8g,76132891,CongMikeSimpson,,,,,,,,,,,,
S001165,Albio Sires,https://theunitedstates.io/images/congress/original/S001165.jpg,Albio,Sires,"Sires, Albio",1951-01-26,male,rep,2015-01-06,NJ,New Jersey's 8th congressional district,Democrat,http://sires.house.gov,2342 Rayburn HOB; Washington DC 20515-3008,202-225-7919,202-226-0792,114,ocd-division/country:us/state:nj/cd:8,S001165,01818,,412186,N00027523,22510,H6NJ13191,1022293,Albio Sires,22587,Albio Sires,673,gIQADYaQAP,20542,Rep_Albio_Sires,81058818750,81058818750,UCfdEcWPNGoIxpYoTANF4PBA,2193480787,RepSiresNJ13,,,,,,,,,,,,
S000480,Louise McIntosh Slaughter,https://theunitedstates.io/images/congress/original/S000480.jpg,Louise,Slaughter,"Slaughter, Louise",1929-08-14,female,rep,2015-01-06,NY,New York's 25th congressional district,Democrat,https://louise.house.gov,2469 Rayburn HOB; Washington DC 20515-3225,202-225-3615,202-225-7822,114,ocd-division/country:us/state:ny/cd:25,S000480,01069,,400378,N00001311,26991,H6NY03031,1755,Louise Slaughter,21738,,468,gIQA2WJY9O,15444,LouiseSlaughter,RepLouiseSlaughter,82424647700,UCm9G5-ikIk62LgZxRnlB7fg,63169388,louiseslaughter,,,,,,,,,,,,
S000510,Adam Smith,https://theunitedstates.io/images/congress/original/S000510.jpg,Adam,Smith,"Smith, Adam",1965-06-15,male,rep,2015-01-06,WA,Washington's 9th congressional district,Democrat,https://adamsmith.house.gov,2264 Rayburn HOB; Washington DC 20515-4709,202-225-8901,202-225-5893,114,ocd-division/country:us/state:wa/cd:9,S000510,01528,,400379,N00007833,845,H6WA09025,44329,Adam Smith (politician),21774,Adam Smith,471,gIQAiu9RKP,29768,RepAdamSmith,RepAdamSmith,288586617834523,UCcrHso483LOfC6WwDnzAh-g,58928690,CongressmanAdamSmith,,,,,,,,,,,,
S001172,Adrian Smith,https://theunitedstates.io/images/congress/original/S001172.jpg,Adrian,Smith,"Smith, Adrian",1970-12-19,male,rep,2015-01-06,NE,Nebraska's 3rd congressional district,Republican,http://adriansmith.house.gov,2241 Rayburn HOB; Washington DC 20515-2703,202-225-6435,202-225-0207,114,ocd-division/country:us/state:ne/cd:3,S001172,01860,,412217,N00027623,21284,H6NE03115,1022845,Adrian Smith (politician),22600,Adrian Smith,702,gIQAJnjSAP,20729,RepAdrianSmith,,,UCIgn2z-hwxx_aeggnyhv54Q,296245061,RepAdrianSmith,,,,,,,,,,,,
S000522,Christopher H. Smith,https://theunitedstates.io/images/congress/original/S000522.jpg,Christopher,Smith,"Smith, Christopher",1953-03-04,male,rep,2015-01-06,NJ,New Jersey's 4th congressional district,Republican,http://chrissmith.house.gov,2373 Rayburn HOB; Washington DC 20515-3004,202-225-3765,202-225-7768,114,ocd-division/country:us/state:nj/cd:4,S000522,01071,,400380,N00009816,26952,H8NJ04014,6411,Chris Smith (New Jersey politician),21787,,469,gIQA3TasAP,14863,RepChrisSmith,RepChrisSmith,371621772908416,UCtCNUDo3-I1gsd_03ppDfZg,1289319271,USRepChrisSmith,,,,,,,,,,,,
S000583,Lamar Smith,https://theunitedstates.io/images/congress/original/S000583.jpg,Lamar,Smith,"Smith, Lamar",1947-11-19,male,rep,2015-01-06,TX,Texas's 21st congressional district,Republican,http://lamarsmith.house.gov,2409 Rayburn HOB; Washington DC 20515-4321,202-225-4236,202-225-8628,114,ocd-division/country:us/state:tx/cd:21,S000583,01075,,400381,N00001811,27097,H6TX21012,8884,Lamar S. Smith,21856,"Texas%27 21st congressional district elections, 2012",470,gIQA2CjGAP,15445,LamarSmithTX21,LamarSmithTX21,107736785195,UCc2q5flh9dSoyg4W9osGW8Q,15856366,lamarsmithtexas21,,,,,,,,,,,,
S001175,Jackie Speier,https://theunitedstates.io/images/congress/original/S001175.jpg,Jackie,Speier,"Speier, Jackie",1950-05-14,female,rep,2015-01-06,CA,California's 14th congressional district,Democrat,http://speier.house.gov,2465 Rayburn HOB; Washington DC 20515-0514,202-225-3531,202-347-0956,114,ocd-division/country:us/state:ca/cd:14,S001175,01890,,412259,N00029649,8425,H8CA12171,1027627,Jackie Speier,22606,,740,gIQAvManMP,20762,RepSpeier,JackieSpeier,99332606976,UCevmyTb0HSO8irVaR2gYyoA,24913074,jackiespeierca12,,,,,,,,,,,,
S001187,Steve Stivers,https://theunitedstates.io/images/congress/original/S001187.jpg,Steve,Stivers,"Stivers, Steve",1965-03-24,male,rep,2015-01-06,OH,Ohio's 15th congressional district,Republican,http://stivers.house.gov,1022 Longworth HOB; Washington DC 20515-3515,202-225-2015,202-225-3529,114,ocd-division/country:us/state:oh/cd:15,S001187,02047,,412461,N00029574,45333,H8OH15076,62320,Steve Stivers,22627,Steve Stivers,1467,gIQA88sTKP,21163,RepSteveStivers,116058275133542,116058275133542,UCfZrE20pIcR-LeFUV7r2Ixw,211420609,RepSteveStivers,RepSteveStivers,,,,,,,,,,,
S001188,Marlin A. Stutzman,https://theunitedstates.io/images/congress/original/S001188.jpg,Marlin,Stutzman,"Stutzman, Marlin",1976-08-31,male,rep,2015-01-06,IN,Indiana's 3rd congressional district,Republican,http://stutzman.house.gov,2418 Rayburn HOB; Washington DC 20515-1403,202-225-4436,202-226-9870,114,ocd-division/country:us/state:in/cd:3,S001188,01981,,412392,N00030891,34230,H0IN03198,9267685,Marlin Stutzman,22629,Marlin Stutzman,1373,gIQANwHaKP,21100,RepStutzman,CongressmanMarlinStutzman,109067049164902,UC2B2GD4YKasXj4a9Hmbsylw,211901075,repstutzman,,,,,,,,,,,,
S001156,Linda T. Sánchez,https://theunitedstates.io/images/congress/original/S001156.jpg,Linda,Sánchez,"Sánchez, Linda",1969-01-28,female,rep,2015-01-06,CA,California's 38th congressional district,Democrat,https://lindasanchez.house.gov,2329 Rayburn HOB; Washington DC 20515-0538,202-225-6676,202-226-1012,114,ocd-division/country:us/state:ca/cd:38,S001156,01757,,400355,N00024870,29674,H2CA39078,1003554,Linda Sánchez,22572,,448,gIQAqylHAP,20310,RepLindaSanchez,CongresswomanLindaSanchez,110685735673141,UCu1K6uHxjMgj2mvzM7O9-ow,312134473,LindaTSanchez,,,,,,,,,,,,
T000193,Bennie G. Thompson,https://theunitedstates.io/images/congress/original/T000193.jpg,Bennie,Thompson,"Thompson, Bennie",1948-01-28,male,rep,2015-01-06,MS,Mississippi's 2nd congressional district,Democrat,http://benniethompson.house.gov,2466 Rayburn HOB; Washington DC 20515-2402,202-225-5876,202-225-5898,114,ocd-division/country:us/state:ms/cd:2,T000193,01151,,400402,N00003288,26929,H4MS02068,7304,Bennie Thompson,22870,,490,gIQAfwiAAP,29368,BennieGThompson,7259193379,7259193379,UCzt2pBxh0dI24kYrWretXRw,82453460,RepBennieThompson,benniegthompson,347410575,,,,,,,,,,
T000460,Mike Thompson,https://theunitedstates.io/images/congress/original/T000460.jpg,Mike,Thompson,"Thompson, Mike",1951-01-24,male,rep,2015-01-06,CA,California's 5th congressional district,Democrat,http://mikethompson.house.gov,231 Cannon HOB; Washington DC 20515-0505,202-225-3311,202-225-4335,114,ocd-division/country:us/state:ca/cd:5,T000460,01593,,400403,N00007419,3564,H8CA01109,57872,Mike Thompson (California politician),23200,,489,gIQAxsgIAP,29901,RepThompson,RepMikeThompson,7109195747,UC6pGbtqHZYZmScFGSz5bbdg,303861808,CongressmanMThompson,,,,,,,,,,,,
T000467,Glenn Thompson,https://theunitedstates.io/images/congress/original/T000467.jpg,Glenn,Thompson,"Thompson, Glenn",1959-07-27,male,rep,2015-01-06,PA,Pennsylvania's 5th congressional district,Republican,http://thompson.house.gov,124 Cannon HOB; Washington DC 20515-3805,202-225-5121,202-225-5796,114,ocd-division/country:us/state:pa/cd:5,T000467,01952,,412317,N00029736,24046,H8PA05071,1031359,Glenn Thompson (politician),23213,,799,gIQAzSQNAP,20946,CongressmanGT,CongressmanGT,14463006747,UCNWX7lbWWvnNdzVMFI9DRiQ,18967498,CongressmanGT,,,,,,,,,,,,
T000238,Mac Thornberry,https://theunitedstates.io/images/congress/original/T000238.jpg,Mac,Thornberry,"Thornberry, Mac",1958-07-15,male,rep,2015-01-06,TX,Texas's 13th congressional district,Republican,http://thornberry.house.gov,2208 Rayburn HOB; Washington DC 20515-4313,202-225-3706,202-225-3486,114,ocd-division/country:us/state:tx/cd:13,T000238,01155,,400404,N00006052,21706,H4TX13014,36814,Mac Thornberry,22922,Mac Thornberry,491,gIQAQXkDAP,29572,MacTXPress,repmacthornberry,7760165627,UCIfCqubtIZnQDwDS8YNmL2A,377534571,RepMacThornberry,,,,,,,,,,,,
T000462,Patrick J. Tiberi,https://theunitedstates.io/images/congress/original/T000462.jpg,Patrick,Tiberi,"Tiberi, Patrick",1962-10-21,male,rep,2015-01-06,OH,Ohio's 12th congressional district,Republican,http://tiberi.house.gov,1203 Longworth HOB; Washington DC 20515-3512,202-225-5355,202-226-4523,114,ocd-division/country:us/state:oh/cd:12,T000462,01664,,400406,N00009699,8404,H0OH12062,88155,Pat Tiberi,23204,Patrick J. Tiberi,493,gIQAL5YWBP,20130,TiberiPress,RepPatTiberi,90452932937,UCr9reyLip23im9SVDJ9IGAg,3145255727,PatTiberi,pattiberi,1213878120,,,,,,,,,,
