id,name,name__fr,name__en,name__en_ca,name__en_gb,name__de,name__nl,wikipedia__en,wikipedia__fr,birth_date,gender,given_name,occupation,original_wikiname,name__nb,name__da,name__nn,name__sv,name__it,name__eu,wikipedia__eu,image,identifier__VIAF,name__ru,wikipedia__ru,name__sr,name__es,name__hu,name__zh,wikipedia__de,wikipedia__sr,identifier__LCAuth,identifier__freebase,website,identifier__ISNI,identifier__BNF,identifier__SUDOC,name__ko,wikipedia__ko,family_name,identifier__PACE,identifier__NNDB,name__ar,wikipedia__ar,name__ja,name__cs,wikipedia__cs,wikipedia__it,wikipedia__ja,identifier__IIAF,name__fa,wikipedia__fa,name__nds,name__tr,wikipedia__nl,name__uk,wikipedia__commons,wikipedia__uk,identifier__GND,name__sl,wikipedia__sl,name__pt,name__pl,name__sr_el,name__sr_ec,name__ca,name__fi,name__sh,wikipedia__ca,wikipedia__es,wikipedia__fi,wikipedia__nn,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__sh,wikipedia__sv,identifier__GTAA,identifier__FAST,identifier__snac,name__vi,wikipedia__vi,identifier__ioc_athlete,name__el,identifier__NTA,identifier__wikitree,identifier__nlg,identifier__NLAtrove,identifier__Britannica,identifier__BIBSYS,name__id,name__ace,identifier__SELIBR,twitter,name__he,wikipedia__he,facebook,wikipedia__zh,wikipedia__simple,death_date,name__cy,wikipedia__enwikiquote,wikipedia__tr,honorific_suffix,name__bn,identifier__LAC,identifier__NKC
Q7027927,Nick Sibbeston,Nick Sibbeston,Nick Sibbeston,,,Nick Sibbeston,Nick Sibbeston,Nick Sibbeston,Nick Sibbeston,1943-11-21,male,Nick,politician,,Nick Sibbeston,Nick Sibbeston,Nick Sibbeston,Nick Sibbeston,,,,https://upload.wikimedia.org/wikipedia/commons/f/f5/Nick_Sibbeston.jpg,106737818,,,,Nick Sibbeston,Nick Sibbeston,,,,no2016015260,,http://sen.parl.gc.ca/nsibbeston/,0000 0000 7512 7488,,,,,Sibbeston,,,,,,,,,,,,,,,,,,,,Nick Sibbeston,,,,,,,,,,,,,,,,,,,,,,,,,,Sibbeston-1,,,,,,,,,,,,,Nick Sibbeston,,,,,,,,
Q7030042,Nicole Eaton,Nicole Eaton,Nicole Eaton,,,Nicole Eaton,Nicole Eaton,Nicole Eaton,,1945-01-21,female,Nicole,politician,Nicole Eaton,Nicole Eaton,Nicole Eaton,Nicole Eaton,Nicole Eaton,Nicole Eaton,,,,,,,,,,,,,,,,,,,,,Eaton,,,,,,,,,,,,,,,,,,,,Nicole Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q705518,Art Eggleton,Art Eggleton,Art Eggleton,,,Art Eggleton,Art Eggleton,Art Eggleton,Art Eggleton,1943-09-29,male,Art,politician,,Art Eggleton,Art Eggleton,Art Eggleton,Art Eggleton,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Art_Eggleton_1.JPG,106714209,Арт Эгглтон,,,Art Eggleton,Art Eggleton,,Art Eggleton,,,/m/02_s9g,,,,,,,Eggleton,,,,,,,,,,,,,,,,,Category:Art Eggleton,,,Art Eggleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art Eggleton,,,,,,,,
Q7129736,Pana Merchant,Pana Merchant,Pana Merchant,,,Pana Merchant,Pana Merchant,Pana Merchant,,1943-04-02,female,Pana,politician,,Pana Merchant,Pana Merchant,Pana Merchant,Pana Merchant,Pana Merchant,,,,,Пана Мерчант,"Мерчант, Пана",,Pana Merchant,Pana Merchant,帕納·默錢特,,,,,,,,,,,Merchant,,,,,,,,,,,,,,,,,,,,Pana Merchant,,,,,,,,,,,,,,,,,,,,,,,,Πάνα Μέρσαντ,,,,,,,,,,,,,,,,,,,,,,,
Q7299317,Raynell Andreychuk,Raynell Andreychuk,Raynell Andreychuk,,,Raynell Andreychuk,Raynell Andreychuk,Raynell Andreychuk,,1944-08-14,female,Raynell,lawyer,Raynell Andreychuk,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/4/4c/Raynell_Andreychuk_in_Ottawa_-_2018_(26222749617)_(cropped).jpg,56435646,Рейнелл Андрейчук,,,Raynell Andreychuk,Raynell Andreychuk,,Raynell Andreychuk,,no2008150481,/m/05rrkh,,0000 0000 7402 7100,,,,,Andreychuk,,,,,,,,,,,,,,,,Андрійчук Рейнелл,Category:Raynell Andreychuk,Рейнелл Андрейчук,,Raynell Andreychuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senandreychuk,,,,,,,,,,,,,
Q7328032,Richard Neufeld,Richard Neufeld,Richard Neufeld,,,Richard Neufeld,Richard Neufeld,Richard Neufeld,,1944-11-06,male,Richard,politician,Richard Neufeld,,,,,Richard Neufeld,,,,221145492,,,,Richard Neufeld,Richard Neufeld,,,,,,,,,,,,Neufeld,,,,,,,,,,,,,,,,,,,,Richard Neufeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7405355,Salma Ataullahjan,Salma Ataullahjan,Salma Ataullahjan,,,Salma Ataullahjan,Salma Ataullahjan,Salma Ataullahjan,,1952-04-29,female,Salma,politician,Salma Ataullahjan,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/db/SenatorSalma(Cropped).jpg,307170072,,,,,,,,,,,,,,,,,Ataullahjan,,,,,,,,,,,,,,,,,,,,Salma Ataullahjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenatorSalma,,,SenatorSalma,,,,,,,,,,
Q7437348,Scott Tannas,Scott Tannas,Scott Tannas,,,Scott Tannas,Scott Tannas,Scott Tannas,,1962-02-25,male,Scott,politician,Scott Tannas,,,,,Scott Tannas,,,,,,,,,,,,,,,,,,,,,Tannas,,,,,,,,,,,,,,,,,,,,Scott Tannas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7574318,Speaker pro tempore of the Canadian Senate,,Speaker pro tempore of the Canadian Senate,,,,,Speaker Pro Tempore of the Canadian Senate,,,,,,Speaker Pro Tempore of the Canadian Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7609352,Stephen Greene,Stephen Greene,Stephen Greene,,,Stephen Greene,Stephen Greene,Stephen Greene (politician),,1949-12-08,male,Stephen,politician,Stephen Greene (politician),Stephen Greene,Stephen Greene,Stephen Greene,Stephen Greene,,,,,257722547,,,,Stephen Greene,Stephen Greene,,,,,,,,,,,,Greene,,,,,,,,,,,,,,,,,,,,Stephen Greene,,,,,,,,,,,,,,,,,,,,w6gf9j14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7704796,Terry Mercer,Terry Mercer,Terry Mercer,,,Terry Mercer,Terry Mercer,Terry Mercer,,1947-05-06,male,Terry,politician,Terry Mercer,Terry Mercer,Terry Mercer,Terry Mercer,Terry Mercer,,,,,,,,,Terry Mercer,Terry Mercer,,,,,,,,,,,,Mercer,,,,,,,,,,,,,,,,,,,,Terry Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7710334,Thanh Hai Ngo,Thanh Hai Ngo,Thanh Hai Ngo,,,Thanh Hai Ngo,Thanh Hai Ngo,Thanh Hai Ngo,Thanh Hai Ngo,1947-01-03,male,Hai Ngo,politician,Thanh Hai Ngo,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Thanh_Hai_Ngo_20170523.jpg,,,,,Thanh Hai Ngo,Thanh Hai Ngo,,,,,/m/0m03qwq,,,,,,,Thanh,,,,,,,,,,,,,,,,,,,,Thanh Hai Ngo,,,,,,,,,,,,,,,,,,,,,Ngô Thanh Hải,Ngô Thanh Hải (thượng nghị sĩ),,,,,,,,,,,,SenatorNgo,,,,,,,,,,,,,
Q7816827,Tom McInnis,Tom McInnis,Tom McInnis,,,Tom McInnis,Tom McInnis,Tom McInnis,,1945-04-09,male,Tom,lawyer,Tom McInnis,,,,,Tom McInnis,,,,,,,,,,,,,,/m/0m0ftkt,http://senatormcinnis.sencanada.ca,,,,,,McInnis,,,,,,,,,,,,,,,,,,,,Tom McInnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7822211,Tony Dean,Tony Dean,Tony Dean,,,Tony Dean,Tony Dean,Tony Dean (Canadian senator),,1953-08-19,male,Tony,politician,Tony Dean (Canadian senator),,,,,,,,,,,,,Tony Dean,,,,,,,,,,,,,Dean,,,توني دين,,,,,,,,,,,,,,,,,Tony Dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TonyDean_TO,,,,,,,,,,,,,
Q7922281,Vernon White,Vernon White,Vernon White,,,Vernon White,Vernon White,Vernon White (politician),,1959-02-21,male,Vernon,politician,Vernon White (politician),Vernon White,Vernon White,Vernon White,Vernon White,,,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Vernon_White_-_September_2016_(cropped).jpg,305233260,,,,,,,,,,,,0000 0004 1853 1213,,,,,White,,,,,,,,,,,,,,,,,Category:Vernon White (politician),,,Vernon White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7926201,Victor Oh,Victor Oh,Victor Oh,,,Victor Oh,Victor Oh,Victor Oh,,1949-06-10,male,Victor,politician,Victor Oh,Victor Oh,Victor Oh,Victor Oh,Victor Oh,Victor Oh,,,https://upload.wikimedia.org/wikipedia/commons/4/49/Senator_Victor_Oh.png,,,,,,,,,,,,,,,,,,Oh,,,,,,,,,,,,,,,,,,,,Victor Oh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SenatorVictorOh,,,,,,,,,,,,,
Q8054885,Yonah Martin,Yonah Martin,Yonah Martin,,,Yonah Martin,Yonah Martin,Yonah Martin,,1965-04-11,female,Yonah,politician,Yonah Martin,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f2/Senator_Yonah_Martin_-_2014_(13945249537)_(cropped).jpg,,,,,,,,,,,,,,,,연아 마틴,연아 마틴,Martin,,,,,,,,,,,,,,,,,Category:Yonah Martin,,,Yonah Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8060296,Yuen Pau Woo,,Yuen Pau Woo,,,Yuen Pau Woo,,Yuen Pau Woo,,1963-03-02,male,,economist,Yuen Pau Woo,,,,,,,,,,,,,Yuen Pau Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yuen Pau Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yuenpauwoo,,,,,,,,,,,,,
Q927215,Jacques Demers,Jacques Demers,Jacques Demers,,,Jacques Demers,Jacques Demers,Jacques Demers,Jacques Demers,1944-08-25,male,Jacques,politician,Jacques Demers,Jacques Demers,Jacques Demers,Jacques Demers,Jacques Demers,Jacques Demers,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Jacques_Demers.jpg,102788414,Жак Демерс,,,Jacques Demers,Jacques Demers,,Jacques Demers,,,/m/05zykc,,0000 0000 7301 5087,,,,,Demers,,,,,,,,,,,,,,Jacques Demers,,,,,,Jacques Demers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacques Demers,,,,
