id,given_name,family_name,party,party_id,source,name,constituency,email,homepage,image,memberships,term
lalatl,Laura,Lindahl,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lalatl.aspx,Laura Lindahl,Copenhagen,laura.lindahl@ft.dk,http://www.lauralindahl.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Laura%20Lindahl/Laura_Lindahl_133.jpg.ashx,Member of Parliament for Liberal Alliance in Copenhagen greater constituency from June 18th 2015.+++Temporary Member of Parliament for Liberal Alliance in Copenhagen greater constituency  from October 23rd 2012 to October 29th 2012 (substitute for Simon Emil Ammitzbøll).+++Candidate for Liberal Alliance in Falkoner nomination district  from 2011.+++Candidate for Liberal Alliance in Frederiksberg Slot nomination district  from 2011.+++Candidate for Liberal Alliance in Valby nomination district  from 2011.,2015
lalemi,Leif,Mikkelsen,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lalemi.aspx,Leif Mikkelsen,Western Jutland,leif.mikkelsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Leif%20Mikkelsen/Leif_Mikkelsen_133.jpg.ashx,Member of Parliament for Liberal Alliance in Western Jutland greater constituency from September 15th 2011.+++Member of Parliament for New Alliance in Århus County constituency  from July 10th 2007 to November 13th 2007.+++Member of Parliament for Outside the parliamentary groups in Århus County constituency  from May 11th 2007 to July 9th 2007.+++Member of Parliament for the Liberal Party in Århus County constituency  from November 20th 2001 to May 10th 2007.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2008.+++Candidate for New Alliance in all nomination districts in the constituency  from 2007 to 2008.+++Candidate for the Liberal Party in Silkeborg nomination district  from 1999 to 2007.,2015
lamaka,May-Britt,Kattrup,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lamaka.aspx,May-Britt Kattrup,North Zealand,may-britt.kattrup@ft.dk,http://www.kattrup.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/May-Britt%20Kattrup/May-Britt_Kattrup_133.jpg.ashx,Member of Parliament for Liberal Alliance in North Zealand greater constituency from June 18th 2015.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2015.,2015
lamebo,Mette,Bock,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lamebo.aspx,Mette Bock,South Jutland,min@kum.dkkm@km.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Mette%20Bock/Mette_Bock_133.jpg.ashx,Member of Parliament for Liberal Alliance in South Jutland greater constituency from September 15th 2011.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2010.+++Candidate for the Social Liberal Party in Horsens nomination district  from 1999 to 2001.+++Candidate for the Socialist People’s Party in Horsens nomination district  1994.,2015
lameri,Merete,Riisager,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lameri.aspx,Merete Riisager,Funen,minister@uvm.dk,https://www.uvm.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Merete%20Riisager/Merete_Riisager_133.jpg.ashx,Member of Parliament for Liberal Alliance in Funen greater constituency from September 15th 2011.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2011.+++Candidate for the Social Liberal Party in Odense South nomination district  from 2006 to 2010.,2015
laolbo,Ole Birk,Olesen,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/laolbo.aspx,Ole Birk Olesen,East Jutland,trm@trm.dk,http://www.olebirkolesen.dkhttp://blogs.jp.dk/vejentilfrihed,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Ole%20Birk%20Olesen/Ole_Birk_Olesen_133.jpg.ashx,Member of Parliament for Liberal Alliance in East Jutland greater constituency from September 15th 2011.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2010.,2015
lasiea,Simon Emil,Ammitzbøll,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lasiea.aspx,Simon Emil Ammitzbøll,Copenhagen,min@oim.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Simon%20Emil%20Ammitzboll/Simon_Emil_Amitzboll_133.jpg.ashx,Member of Parliament for Liberal Alliance in Copenhagen greater constituency from September 15th 2011.+++Member of Parliament for Liberal Alliance in Zealand greater constituency  from June 16th 2009 to September 15th 2011.+++Member of Parliament for Outside the parliamentary groups in Zealand greater constituency  from October 8th 2008 to June 15th 2009.+++Member of Parliament for the Social Liberal Party in Zealand greater constituency  from November 13th 2007 to October 7th 2008.+++Member of Parliament for the Social Liberal Party in Storstrøm County constituency  from February 8th 2005 to November 13th 2007.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2009.+++Candidate for the Social Liberal Party in Vordingborg nomination district  from 2004 to 2006.+++Candidate for the Social Liberal Party in Næstved nomination district  from 2003 to 2008.,2015
lavich,Villum,Christensen,Liberal Alliance,ACA585B8-A1C1-4440-A657-A3A00C2859E6,http://www.thedanishparliament.dk/Members/lavich.aspx,Villum Christensen,Zealand,villum.christensen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/LA/Villum%20Christensen/Villum_Christensen_133.jpg.ashx,Member of Parliament for Liberal Alliance in Zealand greater constituency from September 1st 2008.+++Candidate for Liberal Alliance in all nomination districts in the constituency  from 2008.+++Candidate for New Alliance in all nomination districts in the constituency  from 2007 to 2008.,2015
nahkah,Høgni,Hoydal,Tjóðveldi,87C3A582-50DB-46EE-A0C3-C6B916E84353,http://www.thedanishparliament.dk/Members/nahkah.aspx,Høgni Hoydal,The Faroe Islands,hogni.hoydal@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/NA/Hoegni%20Hoydal/Hoegni_Hoydal_133.jpg.ashx,Member of Parliament for Tjóðveldi in The Faroe Islands from June 18th 2015.+++Member of Parliament for Tjóðveldi in The Faroe Islands  from November 13th 2007 to September 15th 2011.+++Member of Parliament for Tjóðveldisflokkurin in The Faroe Islands  from November 20th 2001 to November 13th 2007.+++Candidate for Tjóðveldi in The Faroe Islands  from 2001.,2015
orla-osterby,Orla,Østerby,The Conservative Party,AF65F1D8-0AFE-47DB-ADB1-7CA3C4550EC5,http://www.thedanishparliament.dk/Members/orla-osterby.aspx,Orla Østerby,Western Jutland,Orla.Osterby@ft.dk,"","",Temporary Member of Parliament for  in Western Jutland greater constituency  from December 15th 2016 (substitute for Søren Pape Poulsen).,2015
rvanst,Andreas,Steenberg,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvanst.aspx,Andreas Steenberg,Western Jutland,andreas.steenberg@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Andreas%20Steenberg/Andreas_Steenberg_133.jpg.ashx,Member of Parliament for the Social Liberal Party in Western Jutland greater constituency from September 15th 2011.+++Candidate for the Social Liberal Party in Herning South nomination district  from 2011.+++Candidate for the Social Liberal Party in Skive nomination district  from 2010.+++Candidate for the Social Liberal Party in Silkeborg nomination district  from 2007 to 2011.,2015
rvidau,Ida,Auken,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvidau.aspx,Ida Auken,Copenhagen,ida.auken@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Ida%20Auken/Ida_Auken_133.jpg.ashx,Member of Parliament for the Social Liberal Party in Copenhagen greater constituency from February 4th 2014.+++Member of Parliament for the Socialist People’s Party in Copenhagen greater constituency  from November 13th 2007 to February 3rd 2014.+++Candidate for the Social Liberal Party in Vesterbro nomination district  from 2014.+++Candidate for the Socialist People’s Party in Valby nomination district  from 2007 to 2014.+++Candidate for the Socialist People’s Party in Vesterbro nomination district  from 2007 to 2014.+++Candidate for the Socialist People’s Party in Tårnby nomination district  from 2007.+++Candidate for the Socialist People’s Party in Esbjerg nomination district  from 2004 to 2006.,2015
rvloro,Lotte,Rod,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvloro.aspx,Lotte Rod,South Jutland,lotte.rod@ft.dk,http://www.lotterod.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/RV/Lotte_Rod/Lotte_Rodx133.jpg.ashx,Member of Parliament for the Social Liberal Party in South Jutland greater constituency from September 15th 2011.+++Candidate for the Social Liberal Party in Vejle South nomination district  from 2013.+++Candidate for the Social Liberal Party in Aabenraa nomination district  from 2006 to 2013.+++Candidate for the Social Liberal Party in City of Esbjerg nomination district  from 2006.,2015
rvmaje,Marianne,Jelved,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvmaje.aspx,Marianne Jelved,North Jutland,marianne.jelved@ft.dk,https://www.radikale.dk/profil/marianne-jelved,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Marianne%20Jelved/Marianne_Jelved_133.jpg.ashx,Member of Parliament for the Social Liberal Party in North Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Social Liberal Party in North Jutland County constituency  from September 21st 1994 to November 13th 2007.+++Member of Parliament for the Social Liberal Party in North Jutland County constituency  from December 12th 1990 to December 1st 1993.+++Member of Parliament for the Social Liberal Party in Roskilde County constituency  from September 8th 1987 to December 12th 1990.+++Candidate for the Social Liberal Party in Hjørring nomination district  from 1990.+++Candidate for the Social Liberal Party in Roskilde nomination district  from 1982 to 1990.,2015
rvmali,Martin,Lidegaard,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvmali.aspx,Martin Lidegaard,North Zealand,martin.lidegaard@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Martin%20Lidegaard/Martin_Lidegaard_133.jpg.ashx,Member of Parliament for the Social Liberal Party in North Zealand greater constituency from June 18th 2015.+++Member of Parliament for the Social Liberal Party in Roskilde County constituency  from February 8th 2005 to November 13th 2007.+++Member of Parliament for the Social Liberal Party in Western Copenhagen constituency  from November 20th 2001 to February 8th 2005.+++Candidate for the Social Liberal Party in Rudersdal nomination district  from 2014.+++Candidate for the Social Liberal Party in Roskilde nomination district  from 2003 to 2007.+++Candidate for the Social Liberal Party in Vesterbro nomination district  from 2000 to 2002.,2015
rvmors,Morten,Østergaard,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvmors.aspx,Morten Østergaard,East Jutland,morten.ostergaard@ft.dk,http://www.xmorten.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Morten%20Ostergaard/Morten_Ostergaard_133.jpg.ashx,Member of Parliament for the Social Liberal Party in East Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Social Liberal Party in Århus County constituency  from February 8th 2005 to November 13th 2007.+++Temporary Member of Parliament for the Social Liberal Party in Århus County constituency  from January 26th 2004 to February 1st 2004.+++Temporary Member of Parliament for the Social Liberal Party in Århus County constituency  from January 25th 2003 to January 31st 2003.+++Temporary Member of Parliament for the Social Liberal Party in Århus County constituency  from April 20th 2002 to April 26th 2002.+++Temporary Member of Parliament for the Social Liberal Party in Århus County constituency  from January 21st 2002 to January 27th 2002.+++Candidate for the Social Liberal Party in Århus East nomination district  from 2007.+++Candidate for the Social Liberal Party in Århus West nomination district  from 1999 to 2006.,2015
rvscni,Sofie Carsten,Nielsen,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvscni.aspx,Sofie Carsten Nielsen,Greater Copenhagen,sofie.carsten.nielsen@ft.dk,http://www.sofiecarstennielsen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Sofie%20Carsten%20Nielsen/Sofie_Carsten_Nielsen_133.jpg.ashx,Member of Parliament for the Social Liberal Party in Greater Copenhagen greater constituency from September 15th 2011.+++Candidate for the Social Liberal Party in Gentofte nomination district  from 2010.,2015
rvzest,Zenia,Stampe,The Social Liberal Party,FD18DB48-CB3E-40EA-98B5-1CE0AFA56E69,http://www.thedanishparliament.dk/Members/rvzest.aspx,Zenia Stampe,Zealand,zenia.stampe@ft.dk,http://www.zeniastampe.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/RV/Zenia%20Stampe/Zenia_Stampe_133.jpg.ashx,Member of Parliament for the Social Liberal Party in Zealand greater constituency from September 15th 2011.+++Candidate for the Social Liberal Party in Roskilde nomination district  from 2009.+++Candidate for the Social Liberal Party in Næstved nomination district  from 2009.,2015
sanhl,Ane,Halsboe-Jørgensen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sanhl.aspx,Ane Halsboe-Jørgensen,North Jutland,ane.halsboe@ft.dk,http://www.anehalsboe.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/S/Ane_Halsboe_Joergensen/Ane_Halsboe_Joergensenx133.jpg.ashx,Member of Parliament for the Social Democratic Party in North Jutland greater constituency from September 15th 2011.+++Candidate for the Social Democratic Party in Brønderslev nomination district  from 2008.,2015
sanli,Annette,Lind,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sanli.aspx,Annette Lind,Western Jutland,annette.lind@ft.dk,http://www.annettelind.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Annette%20Lind/Annette_Lind_133.jpg.ashx,Member of Parliament for the Social Democratic Party in Western Jutland greater constituency from September 15th 2011.+++Candidate for the Social Democratic Party in Holstebro nomination district  from 2008.,2015
saskr,Astrid,Krag,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/saskr.aspx,Astrid Krag,Zealand,astrid.krag@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Astrid%20Krag/Astrid_Krag_133.jpg.ashx,Member of Parliament for the Social Democratic Party in Zealand greater constituency from February 4th 2014.+++Member of Parliament for the Socialist People’s Party in Zealand greater constituency  from November 13th 2007 to February 3rd 2014.+++Temporary Member of Parliament for the Socialist People’s Party in Vejle County constituency  from October 24th 2006 to October 30th 2006 (substitute for Villy Søvndal).+++Candidate for the Social Democratic Party in Greve nomination district  from 2014.+++Candidate for the Socialist People’s Party in Roskilde nomination district  from 2007 to 2014.+++Candidate for the Socialist People’s Party in Vejle nomination district  from 2001 to 2006.,2015
sbeen,Benny,Engelbrecht,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sbeen.aspx,Benny Engelbrecht,South Jutland,benny.engelbrecht@ft.dk,http://www.benny-engelbrecht.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Benny%20Engelbrecht/Benny_Engelbrecht_133.jpg.ashx,Member of Parliament for the Social Democratic Party in South Jutland greater constituency from November 13th 2007.+++Candidate for the Social Democratic Party in Sønderborg nomination district  from 2006.,2015
sbjal,Bjarne,Laustsen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sbjal.aspx,Bjarne Laustsen,North Jutland,bjarne.laustsen@ft.dk,http://www.bjarne-laustsen.dk/,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/20111/S/Bjarne_Laustsen/Bjarne_Laustsenx133.jpg.ashx,Member of Parliament for the Social Democratic Party in North Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Social Democratic Party in North Jutland County constituency  from March 11th 1998 to November 13th 2007.+++Member of Parliament for the Social Democratic Party in North Jutland County constituency  from November 11th 1992 to September 20th 1994.+++Candidate for the Social Democratic Party in Frederikshavn nomination district  from 1997.+++Candidate for the Social Democratic Party in Aars nomination district  from 1988 to 1991.,2015
schan,Christine,Antorini,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/schan.aspx,Christine Antorini,North Zealand,christine.antorini@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Christine%20Antorini/Christine_Antorini_133.jpg.ashx,Member of Parliament for the Social Democratic Party in North Zealand greater constituency from September 15th 2011.+++Member of Parliament for the Social Democratic Party in Copenhagen greater constituency  from November 13th 2007 to September 15th 2011.+++Member of Parliament for the Social Democratic Party in Southern Copenhagen constituency  from February 8th 2005 to November 13th 2007.+++Member of Parliament for the Socialist People’s Party in Eastern Copenhagen constituency  from March 18th 1998 to November 30th 1999.+++Candidate for the Social Democratic Party in Hillerød nomination district  from 2010.+++Candidate for the Social Democratic Party in Inner city nomination district  from 2007 to 2009.+++Candidate for the Social Democratic Party in Rådhus nomination district  from 2004 to 2006.+++Candidate for the Socialist People’s Party in Brønshøj nomination district  from 1996 to 1999.+++Candidate for the Socialist People’s Party in Vesterbro nomination district  from 1992 to 1995.,2015
schrm,Christian Rabjerg,Madsen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/schrm.aspx,Christian Rabjerg Madsen,South Jutland,christian.rabjerg.madsen@ft.dk,http://www.facebook.com/christian.rabjerg,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Christian%20Rabjerg%20Madsen/Christian_Rabjerg_Madsen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in South Jutland greater constituency from June 18th 2015.+++Candidate for the Social Democratic Party in Kolding nomination district  from 2011.,2015
sdanj,Dan,Jørgensen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sdanj.aspx,Dan Jørgensen,Funen,dan.jorgensen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Dan%20Jorgensen/Dan_Jorgensen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in Funen greater constituency from June 18th 2015.+++Candidate for the Social Democratic Party in Middelfart nomination district  from 2011.,2015
sdatj,Daniel Toft,Jakobsen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sdatj.aspx,Daniel Toft Jakobsen,East Jutland,daniel.toft.jakobsen@ft.dk,http://www.danieltoftjakobsen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Daniel%20Toft%20Jakobsen/Daniel_Toft_Jakobsen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in East Jutland greater constituency from June 18th 2015.+++Temporary Member of Parliament for the Social Democratic Party in East Jutland greater constituency  from October 23rd 2012 to December 1st 2013 (substitute for Kirsten Brosbøl).+++Candidate for the Social Democratic Party in Favrskov nomination district  from 2014.+++Candidate for the Social Democratic Party in Hedensted nomination district  from 2010 to 2014.,2015
serch,Erik,Christensen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/serch.aspx,Erik Christensen,Funen,erik.christensen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Erik%20Christensen/Erik_Christensen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in Funen greater constituency from June 18th 2015.+++Candidate for the Social Democratic Party in Odense East nomination district  from 2014.,2015
sfhoni,Holger K.,Nielsen,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sfhoni.aspx,Holger K. Nielsen,Greater Copenhagen,Holger.Nielsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Holger%20K%20Nielsen/Holger_K_Nielsen_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in Greater Copenhagen greater constituency from November 13th 2007.+++Member of Parliament for the Socialist People’s Party in Copenhagen County constituency  from September 8th 1987 to November 13th 2007.+++Member of Parliament for the Socialist People’s Party in Copenhagen County constituency  from December 8th 1981 to January 9th 1984.+++Candidate for the Socialist People’s Party in Taastrup nomination district  from 2007.+++Candidate for the Socialist People’s Party in Glostrup nomination district  from 1992 to 2006.+++Candidate for the Socialist People’s Party in Rødovre nomination district  from 1984 to 1992.+++Candidate for the Socialist People’s Party in Gladsaxe nomination district  from 1980 to 1984.,2015
sfjama,Jacob,Mark,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sfjama.aspx,Jacob Mark,Zealand,jacob.mark@ft.dk,http://www.stemjacobmark.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Jacob%20Mark/Jacob_Mark_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in Zealand greater constituency from June 18th 2015.+++Candidate for the Socialist People’s Party in Lejre nomination district  from 2012.+++Candidate for the Socialist People’s Party in Køge nomination district  from 2012.,2015
sfkarh,Karsten,Hønge,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sfkarh.aspx,Karsten Hønge,Funen,karsten.honge@ft.dk,http://www.stemhoenge.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Karsten%20Honge/Karsten_Honge_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in Funen greater constituency from June 18th 2015.+++Member of Parliament for the Socialist People’s Party in Funen greater constituency  from November 13th 2007 to September 15th 2011.+++Temporary Member of Parliament for the Socialist People’s Party in Funen greater constituency  from October 22nd 2014 to November 7th 2014 (substitute for Annette Vilhelmsen).+++Temporary Member of Parliament for the Socialist People’s Party in Funen greater constituency  from January 28th 2014 to October 6th 2014 (substitute for Anne Baastrup).+++Candidate for the Socialist People’s Party in Odense South nomination district  from 2007 to 2011.+++Candidate for the Socialist People’s Party in Odense West nomination district  from 2005 to 2006.+++Candidate for the Socialist People’s Party in Svendborg nomination district  from 2001 to 2004.+++Candidate for the Socialist People’s Party in Odense West nomination district  from 1994 to 2000.+++Candidate for The Left-Wing Socialist Party in Skive nomination district  1979.,2015
sfkina,Kirsten Normann,Andersen,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sfkina.aspx,Kirsten Normann Andersen,East Jutland,kirsten.normann.andersen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Kirsten%20Normann%20Andersen/Kirsten_Normann_Andersen_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in East Jutland greater constituency from August 8th 2016.+++Candidate for the Socialist People’s Party in Århus East nomination district  from 2016.+++Candidate for the Socialist People’s Party in Skanderborg nomination district  from 2014 to 2016.,2015
sflibp,Lisbeth Bech,Poulsen,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sflibp.aspx,Lisbeth Bech Poulsen,North Jutland,lisbeth.poulsen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Lisbeth%20Bech%20Poulsen/Lisbeth_Bech_Poulsen_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in North Jutland greater constituency from September 15th 2011.+++Candidate for the Socialist People’s Party in Aalborg East nomination district  from 2008.,2015
sflmm,Flemming Møller,Mortensen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/sflmm.aspx,Flemming Møller Mortensen,North Jutland,flemming.m.mortensen@ft.dk,http://www.flemming-moeller-mortensen.dk,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Flemming%20Moller%20Mortensen/Flemming_Moller_Mortensen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in North Jutland greater constituency from November 13th 2007.+++Candidate for the Social Democratic Party in Himmerland nomination district  from 2007.,2015
sfpiod,Pia Olsen,Dyhr,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sfpiod.aspx,Pia Olsen Dyhr,Copenhagen,pia.olsen.dyhr@ft.dk,http://www.sf.dk/dyhr,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Pia%20Olsen%20Dyhr/Pia_Olsen_Dyhr_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in Copenhagen greater constituency from June 18th 2015.+++Member of Parliament for the Socialist People’s Party in North Zealand greater constituency  from November 13th 2007 to June 18th 2015.+++Temporary Member of Parliament for the Socialist People’s Party in Frederiksborg County constituency  from November 28th 2006 to December 15th 2006.+++Candidate for the Socialist People’s Party in Frederiksberg Slot nomination district  from 2014.+++Candidate for the Socialist People’s Party in Brønshøj nomination district  from 2014.+++Candidate for the Socialist People’s Party in Nørrebro nomination district  from 2014.+++Candidate for the Socialist People’s Party in Sundbyøster nomination district  from 2014.+++Candidate for the Socialist People’s Party in Hillerød nomination district  from 2007 to 2014.+++Candidate for the Socialist People’s Party in Fredensborg nomination district  from 2004 to 2006.+++Candidate for the Socialist People’s Party in Nyborg nomination district  from 1998 to 2004.,2015
sftsto,Trine,Torp,The Socialist People’s Party,AE4E2E70-9FAE-42C6-9116-4A8D9983E2DA,http://www.thedanishparliament.dk/Members/sftsto.aspx,Trine Torp,North Zealand,trine.torp@ft.dk,http://sf.dk/dine-politikere/folketingsmedlemmer/trine-torp,http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/SF/Trine%20Torp/Trine_Torp_133.jpg.ashx,Member of Parliament for the Socialist People’s Party in North Zealand greater constituency from June 18th 2015.+++Candidate for the Socialist People’s Party in Fredensborg nomination district  from 2014.+++Candidate for the Socialist People’s Party in Frederikssund nomination district  from 2014.+++Candidate for the Socialist People’s Party in Egedal nomination district  from 2014.,2015
shekr,Henrik Dam,Kristensen,The Social Democratic Party,F9E65D32-6F2F-4762-A7D5-56DCD0FC9BAF,http://www.thedanishparliament.dk/Members/shekr.aspx,Henrik Dam Kristensen,East Jutland,henrik.kristensen@ft.dk,"",http://www.thedanishparliament.dk/Members/~/media/CV/Foto/2015/S/Henrik%20Dam%20Kristensen/Henrik_Dam_Kristensen_133.jpg.ashx,Member of Parliament for the Social Democratic Party in East Jutland greater constituency from November 13th 2007.+++Member of Parliament for the Social Democratic Party in Ribe County constituency  from December 12th 1990 to July 7th 2004.+++Candidate for the Social Democratic Party in Horsens nomination district  from 2005.+++Candidate for the Social Democratic Party in Grindsted nomination district  from 1984 to 2004.,2015
