id,name,name__en,name__da,name__fr,name__es,name__de,name__nl,name__nb,name__nn,name__sv,name__hu,name__ru,name__sl,name__pl,name__ast,name__ar,name__ca,wikipedia__ar,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__pl,gender,identifier__GND,identifier__LCAuth,identifier__VIAF,birth_date,identifier__EuroparlMEP,occupation,death_date,given_name,identifier__ISNI,family_name,identifier__ne_se,original_wikiname,name__it,name__fo,name__is,name__kl,name__fi,website,twitter,facebook,wikipedia__sv,name__sq,name__cy,name__he,wikipedia__commons,wikipedia__nl,wikipedia__no,wikipedia__sq,identifier__freebase,image,identifier__NTA,identifier__BIBSYS,identifier__PACE,name__eo,name__ro,name__zh,wikipedia__cy,wikipedia__eo,wikipedia__es,wikipedia__fi,wikipedia__ro,identifier__FAST,name__ia,wikipedia__ia,name__zh_hant,name__zh_cn,name__zh_hans,wikipedia__ca,wikipedia__fo,wikipedia__hu,wikipedia__is,wikipedia__ru,name__nds,identifier__DNF,name__de_ch,name__bar,name__en_ca,name__en_gb,name__gl,name__aa,name__af,name__ak,name__aln,name__an,name__ang,name__arn,name__ay,name__az,name__bcl,name__bi,name__bjn,name__bm,name__br,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__co,name__cr,name__crh_latn,name__cs,name__csb,name__de_at,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__et,name__eu,name__ext,name__ff,name__fit,name__fj,name__frp,name__frr,name__fur,name__fy,name__ga,name__gag,name__gd,name__gn,name__got,name__gsw,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hr,name__hsb,name__ht,name__hz,name__id,name__ie,name__ig,name__ik,name__ike_latn,name__ilo,name__io,name__iu,name__jam,name__jbo,name__jv,name__kaa,name__kab,name__kg,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lb,name__lfn,name__li,name__lij,name__lmo,name__ln,name__loz,name__lt,name__ltg,name__lus,name__lv,name__lzz,name__map_bms,name__mi,name__min,name__ms,name__mt,name__mus,name__mwl,name__na,name__nah,name__nap,name__nds_nl,name__ng,name__nov,name__nrm,name__nso,name__nv,name__ny,name__oc,name__om,name__pag,name__pam,name__pcd,name__pdc,name__pdt,name__pfl,name__pih,name__pms,name__prg,name__pt,name__pt_br,name__qu,name__qug,name__rif,name__rm,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sc,name__scn,name__sco,name__sdc,name__se,name__sei,name__sg,name__sgs,name__sh,name__shi_latn,name__sk,name__sli,name__sm,name__sma,name__sn,name__so,name__sr_el,name__srn,name__st,name__stq,name__sw,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tr,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vec,name__vep,name__vi,name__vls,name__vmf,name__vo,name__vot,name__wa,name__war,name__wo,name__xh,name__yo,name__za,name__zea,name__zu,wikipedia__dawikiquote,name__uk,name__ka,name__ja,name__ko,name__el,name__fa,wikipedia__ast,wikipedia__el,wikipedia__fa,wikipedia__he,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__pt,wikipedia__simple,wikipedia__tr,wikipedia__uk,wikipedia__zh,identifier__Britannica,name__frc,name__mg,name__pap,name__rgn,wikipedia__eu,wikipedia__gl,identifier__CERL,identifier__google_knowledge,weblog,name__sje,name__smj,identifier__NUKAT,identifier__NLP,wikipedia__eswikiquote,identifier__CSFD,identifier__SFDb,identifier__PORT,wikipedia__et,wikipedia__mg,wikipedia__ie,identifier__GTAA,identifier__wikitree,wikipedia__sl,identifier__snac,wikipedia__br,wikipedia__kl,wikipedia__sh,identifier__youtube,identifier__google_plus,name__sr_ec,name__sr,wikipedia__sr,wikipedia__vi,instagram,wikipedia__cs,identifier__parlement,identifier__dialnet,name__lg,wikipedia__id,wikipedia__plwikiquote,wikipedia__io,wikipedia__nn,wikipedia__oc,name__be,name__ta,name__be_tarask,name__arz,name__hy,name__th,wikipedia__arz,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__hy,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__lv,wikipedia__ms,wikipedia__nds,wikipedia__sco,wikipedia__se,wikipedia__sk,wikipedia__ta,wikipedia__th,identifier__NNDB,identifier__quora,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__dawikisource,wikipedia__enwikisource,identifier__BAV,identifier__allmovie,identifier__google_scholar,identifier__ORCID,wikipedia__cswikiquote,political_alignment,wikipedia__dewikiquote,identifier__SCOPE,name__bg,name__tt,wikipedia__af,wikipedia__bg,wikipedia__enwikiquote,wikipedia__hsb,wikipedia__itwikiquote,wikipedia__jv,wikipedia__ka,wikipedia__qu,wikipedia__tt,wikipedia__uz,wikipedia__yo,identifier__bigenc_ru,identifier__AGORHA,name__azb,wikipedia__azb,wikipedia__gd,linkedin,name__kk,wikipedia__kk,wikipedia__fy,wikipedia__fiwikiquote,name__bn,name__mr,name__vro,name__ba,name__ne,name__mk,wikipedia__an,wikipedia__bn,wikipedia__bs,wikipedia__dewikinews,wikipedia__fawikiquote,wikipedia__fiu_vro,wikipedia__ga,wikipedia__hr,wikipedia__ku,wikipedia__mk,wikipedia__mr,wikipedia__ruwikinews,wikipedia__srwikinews,wikipedia__trwikinews,wikipedia__ukwikiquote,wikipedia__nowikiquote,name__gv,wikipedia__gv,identifier__nlg,wikipedia__li,identifier__TED,wikipedia__svwikiquote,wikipedia__species,identifier__N6I,identifier__PTBNP,wikipedia__nowikisource,wikipedia__svwikisource,identifier__LAC,name__ur,wikipedia__ur,name__aeb_arab,wikipedia__frwikiquote,name__pnb,name__ku_arab,name__ku_latn,name__pa,name__te,wikipedia__pa,wikipedia__pnb,wikipedia__slwikiquote,wikipedia__sw,identifier__nobel_prize,wikipedia__frwikisource,identifier__NPG
Q4969401,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",female,,,,1960-01-05,,politician,,Elsebeth,,Nielsen,,,,"Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen","Elsebeth Gerner Nielsen",,,,,"Elsebeth Gerner Nielsen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4969440,"Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen",,,"Tove Nielsen","Tove Nielsen","Tove Nielsen",,"Tove Nielsen",,"Tove Nielsen (politiker)",,,"Tove Nielsen","Tove Nielsen",female,170369668,nb2005015289,21662261,1941-04-08,1244,politician,,Tove,"0000 0000 4304 7213",Nielsen,,,,"Tove Nielsen","Tove Nielsen","Tove Nielsen","Tove Nielsen",,,,"Tove Nielsen",,,,,,,,,,,90635071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4969991,"Inger Merete Nordentoft","Inger Merete Nordentoft","Inger Merete Nordentoft","Inger Merete Nordentoft","Inger Merete Nordentoft",,,,,"Inger Merete Nordentoft",,,"Inger Merete Nordentoft",,"Inger Merete Nordentoft",,"Inger Merete Nordentoft",,"Inger Merete Nordentoft",,,,,female,143056212,no2009158628,101483136,1903-08-18,,writer,1960-10-22,Inger,"0000 0001 0804 1075",Nordentoft,,,,,,,,,,,"Inger Merete Nordentoft",,,,,,,,,,,9000980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4970279,"Janne Normann","Janne Normann","Janne Normann","Janne Normann","Janne Normann",,"Janne Normann",,,"Janne Normann",,,"Janne Normann",,"Janne Normann",,"Janne Normann",,"Janne Normann",,,,,female,,,166229049,1938-12-07,,journalist,,Janne,"0000 0001 1373 1812",Normann,,,,,,,"Janne Normann",,,,"Janne Normann",,,,,,,,,,270248315,4110035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2005037428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4972211,"Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen","Inger Stilling Pedersen",,,"Inger Stilling Pedersen","Inger Stilling Pedersen",,"Inger Stilling Pedersen",,"Inger Stilling Pedersen",,"Inger Stilling Pedersen",,"Inger Stilling Pedersen",,,,,female,,,,1929-07-26,,politician,2017-03-30,Inger,,Pedersen,,,,,,,,,,,"Inger Stilling Pedersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4974282,"Eva Ree","Eva Ree","Eva Ree","Eva Ree","Eva Ree","Eva Ree","Eva Ree",,,"Eva Rée",,,"Eva Ree",,"Eva Ree",,"Eva Ree",,"Eva Ree",,,,,female,,,,1920-08-30,,journalist,2009-06-21,Eva,,"Rée",,,,,,,"Eva Ree",,,,"Eva Rée",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4975644,"Grethe Rostbøll","Grethe Rostbøll","Grethe Rostbøll","Grethe Rostbøll","Grethe Rostbøll",,,,,"Grethe Rostbøll",,,"Grethe Rostbøll",,"Grethe Rostbøll",,"Grethe Rostbøll",,"Grethe Rostbøll",,,"Grethe Rostbøll",,female,,no97023183,78381350,1941-05-30,,politician,,Grethe,"0000 0000 5889 0879","Rostbøll",,,,,,,"Grethe Rostbøll",,,,"Grethe Rostbøll",,,,,,,,,,128908564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4977258,"Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg","Britta Schall Holberg",,"Britta Schall Holberg",,,"Britta Schall Holberg",,"Britta Schall Holberg",,"Britta Schall Holberg",,"Britta Schall Holberg",,,"Britta Schall Holberg",,female,,,,1941-07-25,,journalist,,Britta,,Holberg,,,,,,,,http://www.brittaholberg.dk/,,,"Britta Schall Holberg",,,,,,"Britta Schall Holberg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4977461,"Inger Gautier Schmit","Inger Gautier Schmit","Inger Gautier Schmit","Inger Gautier Schmit","Inger Gautier Schmit",,"Inger Gautier Schmit",,,"Inger Gautier Schmit",,,"Inger Gautier Schmit",,"Inger Gautier Schmit",,"Inger Gautier Schmit",,"Inger Gautier Schmit",,"Inger Gautier Schmit",,,female,,,,1877-10-25,,politician,1963-04-14,Inger,,,,,,,,,,,,,"Inger Gautier Schmit",,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/91/Inger_Gautier_Schmit.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4978144,"Hanne Severinsen","Hanne Severinsen","Hanne Severinsen","Hanne Severinsen","Hanne Severinsen",,,,,"Hanne Severinsen",,,"Hanne Severinsen",,"Hanne Severinsen",,"Hanne Severinsen",,"Hanne Severinsen",,,,,female,,,,1944-06-12,,politician,,Hanne,,Severinsen,,,,,,,"Hanne Severinsen",,,,"Hanne Severinsen",,,,,,,,,,,,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ганне Северінсен",,,,,,,,,,,,,,,,"Ганне Северінсен",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4980768,"Ebba Strange","Ebba Strange","Ebba Strange","Ebba Strange","Ebba Strange",,"Ebba Strange",,,"Ebba Strange",,,"Ebba Strange",,"Ebba Strange",,"Ebba Strange",,"Ebba Strange",,,,,female,,n2007019910,43747489,1929-04-15,,autobiographer,2012-12-03,Ebba,"0000 0000 3586 9137",Strange,,,,,,,"Ebba Strange",,,,"Ebba Strange",,"Ebba Strange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4986790,"Jytte Andersen","Jytte Andersen","Jytte Andersen","Jytte Andersen","Jytte Andersen",,"Jytte Andersen",,,"Jytte Andersen",,,"Jytte Andersen","Jytte Andersen","Jytte Andersen",,"Jytte Andersen",,"Jytte Andersen",,,"Jytte Andersen","Jytte Andersen",female,,,69739368,1942-09-09,,politician,,Jytte,,Andersen,,,,,,,"Jytte Andersen",,,,"Jytte Andersen",,,,,,,,,,,,4429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4990640,"Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen","Else Winther Andersen",,,"Else Winther Andersen",,"Else Winther Andersen",,"Else Winther Andersen",,"Else Winther Andersen",,,"Else Winther Andersen",,female,,,,1941-04-05,,politician,,Else,,Andersen,,,,"Else Winther Andersen","Else Winther Andersen","Else Winther Andersen",,http://webarkiv.ft.dk/BAGGRUND/Biografier/Else_Winther_Andersen.htm,,,"Else Winther Andersen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4991173,"Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard",,,"Lise Østergaard",,"Lise Østergaard",,"Lise Østergaard",,"Lise Østergaard",,"Lise Østergaard","Lise Østergaard",,female,,,,1924-11-18,,psychologist,1996-03-19,Lise,,"Østergaard",,,,"Lise Østergaard","Lise Østergaard","Lise Østergaard","Lise Østergaard",,,,"Lise Østergaard",,,,,,,,,,,,,,,,,,"Lise Østergaard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4992021,"Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl",,"Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","كريستيان داهل","Kristian Thulesen Dahl",,"Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl",male,,,307227660,1969-07-30,,politician,,Kristian,,Dahl,,,,"Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl",,kristianthdahl,,"Kristian Thulesen Dahl",,,"כריסטיאן טולסן דאהל","Category:Kristian Thulesen Dahl","Kristian Thulesen Dahl","Kristian Thulesen Dahl",,/m/0cc23v,https://upload.wikimedia.org/wikipedia/commons/a/a8/Folkemodet_Kristian_Thulesen_Dahl_20150612_0183_(18624719249).jpg,,10008579,,,,"克里斯蒂安·圖勒森·達爾",,,"Kristian Thulesen Dahl","Kristian Thulesen Dahl",,,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,,"크리스티안 툴레센 달",,,,,,"כריסטיאן טולסן דאהל",,,"크리스티안 툴레센 달",,,,,"克里斯蒂安·圖勒森·達爾",,,,,,,,,,,,,,,,,,,,,"Kristian Thulesen Dahl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
