id,name__en,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__ru,name__gl,name__it,name__pt,name__ca,name__nl,name__hu,name,wikipedia__en,wikipedia__es,image,gender,birth_date,given_name,twitter,original_wikiname,name__zh,wikipedia__de,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__eu,name__he,name__ko,name__oc,name__yo,name__ms,name__et,name__id,name__ja,name__sh,name__ar,name__gn,name__sk,name__tr,name__ro,name__fi,name__uk,name__la,name__io,name__fa,name__mr,name__bg,name__ka,name__hr,name__lt,name__jv,name__cs,name__eo,name__qu,wikipedia__ar,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikinews,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__gn,wikipedia__he,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__BNE,identifier__NNDB,identifier__Munzinger,identifier__FAST,identifier__BVMC,name__mg,wikipedia__mg,name__sl,name__vi,name__be,wikipedia__be,wikipedia__sl,wikipedia__vi,name__en_ca,name__en_gb,name__br,wikipedia__br,pseudonym,name__sr_el,name__sr_ec,name__sr,name__el,wikipedia__sr,identifier__MusicBrainz,website,identifier__AlloCine,identifier__GNC,identifier__moviemeter,identifier__senate_nl,identifier__allmovie,identifier__SFDb,identifier__elonet,identifier__PORT,identifier__SCOPE,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__filmportal_de,name__de_ch,name__pt_br,identifier__discogs,family_name,wikipedia__eswikisource,occupation,facebook,death_date,wikipedia__lv,identifier__snac,name__lv,identifier__Britannica,identifier__bna,name__cy,instagram,name__lb,name__bs,name__uz,name__ta,name__af,name__is,name__sco,name__mzn,name__kk,name__an,name__pms,name__nah,name__ay,name__yue,name__hi,name__hy,name__th,name__vep,name__sgs,name__gv,name__ckb,name__ml,name__sq,name__tl,name__war,name__bn,name__co,name__ast,name__be_tarask,name__pa,name__ky,name__cbk_zam,name__xmf,name__bi,wikipedia__af,wikipedia__an,wikipedia__arwikinews,wikipedia__ast,wikipedia__ay,wikipedia__bat_smg,wikipedia__be_x_old,wikipedia__bi,wikipedia__bn,wikipedia__bs,wikipedia__cbk_zam,wikipedia__ckb,wikipedia__co,wikipedia__cswikiquote,wikipedia__cy,wikipedia__el,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__gv,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kk,wikipedia__ky,wikipedia__lb,wikipedia__ml,wikipedia__mzn,wikipedia__nah,wikipedia__nn,wikipedia__pa,wikipedia__pms,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sq,wikipedia__srwikinews,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__trwikinews,wikipedia__uz,wikipedia__vep,wikipedia__war,wikipedia__xmf,wikipedia__zh_yue,identifier__CANTIC,electoral_district,identifier__NTA,identifier__NKC,identifier__nyt_topic,identifier__quora,identifier__argentine_senate,identifier__bigenc_ru,identifier__GTAA,name__bat_smg,wikipedia__ie,wikipedia__sc,name__nds,name__ty,name__sc,name__ie,wikipedia__itwikinews,identifier__flickr
Q4685482,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,,,,,,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,Adriana Bortolozzi,,female,1949-03-01,Adriana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Bortolozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adriana Bortolozzi,,,,,,,,,,Adriana Bortolozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47108965,Cristina Lopez Valverde,,,,,,,,,,,,,Cristina Lopez Valverde,,Cristina Lopez Valverde,,,,female,,Cristina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristina Lopez Valverde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,,,,,,,,,,
Q47167622,José Rubén Uñac,José Ruben Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,José Rubén Uñac,,José Ruben Uñac,,,,male,,José Rubén,,,,,,,,,,,,José Rubén Uñac,José Rubén Uñac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Rubén Uñac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uñac,,politician,,,,,,,,,,,,,,,,,,,José Rubén Uñac,,,,,,,,,,,,,,,,,,José Rubén Uñac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486,,,,,,,,,,,
Q47199903,María Eugenia Catalfamo,María Eugenia Catalfamo,,,,,,,,,,,,María Eugenia Catalfamo,,María Eugenia Catalfamo,,,,female,,María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Eugenia Catalfamo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,member of the Argentine Chamber of Senators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,,,,,,,,,,,
Q47199960,Ana Maria Ianni,,,,,,,,,,,,,Ana Maria Ianni,,Ana Maria Ianni,,,,female,,Ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ana Maria Ianni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,,,,,,,,,,,
Q47200046,María Belén Tapia,María Belén Tapia,,,,,,,,,,,,María Belén Tapia,,María Belén Tapia,,,,female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María Belén Tapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491,,,,,,,,,,,
Q47201914,Solari Quintana Magdalena,,,,,,,,,,,,,Solari Quintana Magdalena,,Solari Quintana Magdalena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Solari Quintana Magdalena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484,,,,,,,,,,,
Q4723820,Alfredo Martínez,Alfredo Martínez,Alfredo Martínez,Alfredo Anselmo Martínez,Alfredo Anselmo Martínez,Alfredo Anselmo Martínez,Alfredo Anselmo Martínez,Alfredo Martínez,,Alfredo Martínez,,,Alfredo Martínez,Alfredo Martínez,Alfredo Anselmo Martínez,Alfredo Martínez,Alfredo Martínez (politician),Alfredo Anselmo Martínez,https://upload.wikimedia.org/wikipedia/commons/8/84/Alfredo_Martinez.jpg,male,1951-09-06,Alfredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alfredo Martínez,,,,,,,,,,,,,,,,,http://www.freddymartinez.com.ar,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q47439677,Blanca Porcel de Riccobelli,,,,,,,Blanca Porcel de Riccobelli,,,,,,Blanca Porcel de Riccobelli,,Blanca Porcel de Riccobelli,,,,female,,Blanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanca Porcel de Riccobelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493,,,,,,,,,,,
Q4837851,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,,,,,,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,Lucía Corpacci,https://upload.wikimedia.org/wikipedia/commons/9/90/Lucía_Corpacci.jpg,female,1958-12-04,Lucía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Lucía Corpacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucía Corpacci,,,,,,Lucía Corpacci,Lucía Corpacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4838458,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,,,,,,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,Maurice Closs,https://upload.wikimedia.org/wikipedia/commons/7/72/Maurice-Closs.JPG,male,1971-06-10,Maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Maurice Closs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maurice Closs,,,,,,Maurice Closs,Maurice Closs,,,,,,,,,,,,,,,,,,,,,,,,,,,Closs,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,,,,,,,,,,,
Q4838522,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,,,,,,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,Claudio Poggi,https://upload.wikimedia.org/wikipedia/commons/a/ad/Claudio_Javier_Poggi.png,male,1963-10-07,Claudio,claudiojpoggi,Claudio Poggi,,,/m/0hrfz5y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Claudio Poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudio Poggi,,,,,,Claudio Poggi,Claudio Poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,Poggi,,politician,claudio.javier.poggi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,,,,,,,,,,,
Q4838698,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,,,,,,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora,Gerardo Zamora (político),https://upload.wikimedia.org/wikipedia/commons/0/03/GerardoZamora2013.jpg,male,1964-01-06,Gerardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Gerardo Zamora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerardo Zamora,,,,,,Gerardo Zamora,Gerardo Zamora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4924764,Blanca Osuna,Blanca Osuna,Blanca Osuna,Blanca Inés Osuna,Blanca Inés Osuna,Blanca Inés Osuna,Blanca Inés Osuna,Blanca Osuna,,,Blanca Osuna,,,Blanca Osuna,Blanca Osuna,Blanca Osuna,Blanca Osuna,Blanca Inés Osuna,https://upload.wikimedia.org/wikipedia/commons/1/1a/Blanca_Osuna_(cropped).jpg,female,1950-10-25,Blanca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blanca Osuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q508497,Fernando Solanas,Pino Solanas,Pino Solanas,Fernando Solanas,Pino Solanas,Pino Solanas,Pino Solanas,Fernando Ezequiel Solanas,"Соланас, Фернандо",,Fernando Ezequiel Solanas,Fernando Solanas,,Fernando Solanas,Pino Solanas,Pino Solanas,Fernando Solanas,Pino Solanas,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Fernando_Solanas,_1985.jpg",male,1936-02-16,Fernando,fernandosolanas,Fernando Solanas,斐南多·索拉納斯,Pino Solanas,/m/09_wn2,,,,,,,"Fernando ""Pino"" Solanas",,,,,,,,,フェルナンド・E・ソラナス,,فيرناندو سولاناس,,,Fernando Ezequiel Solanas,,,,,,فرناندو سولاناس,,Фернандо Соланас,,,,,Fernando Solanas,,,فيرناندو سولاناس,Фернандо Соланас,,Category:Pino Solanas,Fernando Solanas,,,,,,,,فرناندو سولاناس,,Fernando Solanas,,,,,,,,Fernando Ezequiel Solanas,フェルナンド・E・ソラナス,,,,,,,,,Fernando Solanas,,Fernando Solanas,,Fernando Solanas,Fernando Solanas,,,"Соланас, Фернандо",,,,,,,,,0000 0000 5937 4171,46957805,134980506,n87841107,14008827w,030867339,,XX1303315,,00000021849,228343,,Fernando Ezequiel Solanas,Fernando Ezequiel Solanas,Pino Solanas,,,,,,,,,,Pino Solanas,Fernando Solanas,Фернандо Соланас,Фернандо Соланас,Φερνάρντο Σολάνας,Фернандо Соланас,,http://www.pinosolanas.com,2784,0063326,,,p112063,109527,145189,201000,37119,,8344,124539,,,,,Solanas,,theatre director,,,,w6cc1w8r,,,000023712,,,,,,,,,,,,,,,,,,Ֆեռնանդո Սոլանաս,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07222858X,,,,433,,,,,,,,,,,
Q5218500,Daniel Pérsico,Daniel Pérsico,Daniel Pérsico,,,,,Daniel Pérsico,,,,,,Daniel Pérsico,Daniel Pérsico,Daniel Pérsico,Daniel Pérsico,Daniel Pérsico,https://upload.wikimedia.org/wikipedia/commons/2/28/Daniel_Persico.png,male,1961-10-31,Daniel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Pérsico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5386230,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,Eric Calcagno,https://upload.wikimedia.org/wikipedia/commons/0/0a/Calcagno_Eric.jpg,male,1967-04-09,Eric,,,,,/m/043qwm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4237 7501,78420089,131585991,,,,,,,,,,,,Eric Calcagno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calcagno,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5400763,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,,,,,,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,Esteban Bullrich,https://upload.wikimedia.org/wikipedia/commons/7/79/Ebullrich.jpg,male,1969-05-26,Esteban,estebanbullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Esteban Bullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 8460 097X,276584381,,no2012139765,,,,,,,,,,,Esteban Bullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,EstebanBullrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478,,,,,,,,,,,
Q5427799,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,,,,,,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,Fabio Biancalani,,,male,,Fabio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabio Biancalani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5515970,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,"Микетти, Габриэла",,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,Gabriela Michetti,https://upload.wikimedia.org/wikipedia/commons/3/37/Gabriela_Michetti_Vicepresidenta_2015.jpg,female,1965-05-28,Gabriela,,,加布里埃拉·米凱蒂,Gabriela Michetti,,,,,,,,Gabriela Michetti,,גבריאלה מיקטי,가브리엘라 미케티,Gabriela Michetti,,,,,,,غابرييلا ميكاتي,,,,,,Габріела Мікетті,,,,,Габриела Мичети,,,,,,Gabriela Michetti,,غابرييلا ميكاتي,Габриела Мичети,Gabriela Michetti,Category:Gabriela Michetti,,,,Gabriela Michetti,,,,,,,Gabriela Michetti,,,גבריאלה מיקטי,,,,,Gabriela Michetti,,,,가브리엘라 미케티,,,,,,,Gabriela Michetti,Gabriela Michetti,,Gabriela Michetti,,,,"Микетти, Габриэла",,Gabriela Michetti,,Gabriela Michetti,,Габріела Мікетті,,,,,,,,,,,,,,,,,Gabriela Michetti,Gabriela Michetti,,,,Gabriela Michetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,gabrielamichetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriela Michetti,,,,,,,,,,Gabriela Michetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q55529524,María de los Ángeles Sacnun,María de los Ángeles Sacnun,,,,,,,,,,,,María de los Ángeles Sacnun,,María de los Ángeles Sacnun,,María de los Ángeles Sacnun,https://upload.wikimedia.org/wikipedia/commons/e/e1/María_de_los_Ángeles_Sacnun.png,female,,María,sacnun,María de los Ángeles Sacnun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,María de los Ángeles Sacnun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56057184,,Alfredo Luenzo,,,,,,,,,,,,Alfredo Luenzo,,Alfredo Luenzo,,Alfredo Luenzo,https://upload.wikimedia.org/wikipedia/commons/d/de/Alfredo_Luenzo.png,male,,,,Alfredo Luenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5819618,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,,,,,,Eduardo Raúl Costa,Eduardo Raúl Costa,Eduardo Raúl Costa,,Eduardo Raúl Costa,https://upload.wikimedia.org/wikipedia/commons/5/5b/Ecosta.jpg,male,1961-08-27,Eduardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Raúl Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490,,,,,,,,,,,
Q5857789,Federico Pinedo,Federico Pinedo,Federico Pinedo,,,,,Federico Pinedo,,,Federico Pinedo,,,Federico Pinedo,Federico Pinedo,Federico Pinedo,Federico Pinedo,Federico Pinedo (bisnieto),https://upload.wikimedia.org/wikipedia/commons/b/b9/Federico_Pinedo_(born_1955).jpg,male,1955-12-29,Federico,PinedoFederico,,,,,,,,,,,,,,,,,,,,,,فيديريكو بينيدو,,,,,,,,,,,,,,,,,,,فيديريكو بينيدو,,,Category:Federico Pinedo,,,,,,,,,,,Federico Pinedo,,,,,,,,Federico Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federico Pinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autor:Federico Pinedo (bisnieto),politician,federicopinedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,,,,,,,,,,,
Q591796,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,,Ángel Rozas,,,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,Ángel Rozas,https://upload.wikimedia.org/wikipedia/commons/5/50/Angel_Rozas.JPG,male,1950-03-22,Ángel,,Ángel Rozas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Ángel Rozas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ángel Rozas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rozas,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,,,,,,,,,,,
