id,name__en,name__es,name__nl,name__fr,name__de,name__nb,name__da,name__nn,name__sv,name__ru,name__zh,name__hu,name,wikipedia__en,wikipedia__zh,gender,birth_date,given_name,original_wikiname,name__pl,wikipedia__pl,image,family_name,name__cs,wikipedia__commons,wikipedia__cswikiquote,wikipedia__enwikiquote,wikipedia__enwikisource,identifier__VIAF,identifier__NLAtrove,wikipedia__de,name__it,website,twitter,wikipedia__fr,name__zh_hant,name__zh_cn,wikipedia__ru,identifier__IMDB,name__el,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NLA,identifier__FAST,wikipedia__nl,identifier__freebase,name__vep,wikipedia__vep,name__vi,wikipedia__vi,wikipedia__it,wikipedia__sv,identifier__IIAF,name__ar,wikipedia__ar,wikipedia__simple,name__fa,wikipedia__fa,name__pt,wikipedia__pt,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__ko,name__id,wikipedia__id,wikipedia__ko,name__fi,wikipedia__fi,facebook,death_date,name__la,name__ja,name__ca,name__oc,name__en_gb,name__mg,wikipedia__ja,wikipedia__la,wikipedia__mg,wikipedia__plwikiquote,identifier__MusicBrainz,wikipedia__cs,wikipedia__es,name__cy,identifier__BNF,name__th,wikipedia__th,identifier__GND,name__en_ca,name__nds,name__vmf,identifier__NTA,identifier__Munzinger,identifier__CSPAN,identifier__ULAN,name__uk,wikipedia__uk,name__he,wikipedia__he,wikipedia__sh,name__sh,identifier__youtube,wikipedia__tr,identifier__NNDB,name__tr,occupation,identifier__wikitree,identifier__google_knowledge,identifier__Britannica,identifier__snac,identifier__quora,wikipedia__fawikiquote,identifier__AuDB,identifier__Gutenberg,identifier__NPG,name__wuu,wikipedia__wuu,name__lmo,name__sk,wikipedia__skwikiquote,name__si,wikipedia__si,name__pa,wikipedia__pa,name__bg,wikipedia__bgwikiquote,identifier__Oxforddnb,identifier__OLID,wikipedia__hu,name__sl,wikipedia__sl,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wa,name__wo,name__zu,name__bs,wikipedia__bs,wikipedia__hr,name__hi,name__be,name__yo,name__mr,name__ne,wikipedia__be,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__mr,wikipedia__ne,wikipedia__no,wikipedia__sk,wikipedia__yo,noble_title,identifier__hansard,identifier__CONOR,name__mi,wikipedia__ms,identifier__BIBSYS,name__bn,identifier__NUKAT,identifier__SELIBR,identifier__NLP,name__sq,wikipedia__cy,identifier__national_archives,identifier__GTAA,honorific_prefix,name__is,name__yue,wikipedia__zh_yue,name__fo,name__kl,wikipedia__gl,identifier__rush,identifier__NKC,wikipedia__enwikinews,wikipedia__et,name__dsb,name__hsb,name__jv,name__pdc,name__stq,name__tl,name__war,name__ur,wikipedia__ur,name__mt,name__ty
Q5670487,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Harry Lawson,Гарри Лоусон,,Harry Lawson,Harry Lawson,Harry Lawson,,male,1875-03-05,Harry,,,,https://upload.wikimedia.org/wikipedia/commons/3/3b/27Harrylawson.jpg,Lawson,,Category:Harry Lawson,,,,92630593,,,,,,,,,,,,,,,,,,,,,,,,,,هاري لوسون,هاري لوسون,,,,,,,,,,,,,,,,,1952-06-12,,ハリー・ローソン,Harry Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,lawson-sir-harry-sutherland-wightman-7117,,,,,,,,,,,,,,,,,Harry Lawson,,,,Harry Lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Lawson,,,,,,,,,,,,,,,,,,,,,,,,,
Q5672929,Harry Turley,Harry Turley,Harry Turley,Harry Turley,Harry Turley,,,,,,,Harry Turley,Harry Turley,Harry Turley,,male,1859-04-24,Harry,,,,https://upload.wikimedia.org/wikipedia/commons/4/40/Henry_Turley.jpg,Turley,,Category:Harry Turley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929-06-05,,,Harry Turley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,turley-joseph-henry-lewis-8879,,,,,,,,,,,,,,,,,Harry Turley,,,,Harry Turley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Turley,,,,,,,,,,,,,,,,,,,,,,,,,
Q5693874,Heather Hill,Heather Hill,Heather Hill,Heather Hill,Heather Hill,,,,,,,Heather Hill,Heather Hill,Heather Hill (politician),,female,1960-08-09,Heather,,,,,Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هيثر هيل,,,,,,,,,,,,,,,,,,,,ヘザー・ヒル,Heather Hill,,,,ヘザー・ヒル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Heather Hill,,,,Heather Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heather Hill,,,,,,,,,,,,,,,,,,,,,,,,,
Q5702622,Helen Kroger,Helen Kroger,Helen Kroger,Helen Kroger,Helen Kroger,,,,,,,Helen Kroger,Helen Kroger,Helen Kroger,,female,1959-03-11,Helen,Helen Kroger,,,,,,,,,,,,,,http://www.helenkroger.com.au,,,,,,,,,,,,,,/m/0dnkrk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Kroger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Helen Kroger,,,,Helen Kroger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helen Kroger,,,,,,,,,,,,,,,,,,,,,,,,,
Q5717859,Henry Barwell,Henry Barwell,,Henry Barwell,Henry Barwell,,,,,,,,Henry Barwell,Henry Barwell,,male,1877-02-26,Henry,,,,https://upload.wikimedia.org/wikipedia/commons/e/e5/Henry_Barwell.jpg,Barwell,,Category:Henry Barwell,,,,93537823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1959-09-30,,,Henry Barwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,barwell-sir-henry-newman-5150,,mp79973,,,,,,,,,,,,,,,Henry Barwell,,,,Henry Barwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Barwell,,,,,,,,,,,,,,,,,,,,,,,,,
Q5734383,Herbert Hays,Herbert Hays,Herbert Hays,Herbert Hays,Herbert Hays,,,,,,,Herbert Hays,Herbert Hays,Herbert Hays,,male,1869-09-20,Herbert,,,,https://upload.wikimedia.org/wikipedia/commons/7/7a/Herbert_Hays.jpg,Hays,,Category:Herbert Hays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,هربرت هايز,هربرت هايز,,,,,,,,,,,,,,,,,1960-02-16,,,Herbert Hays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Hays-2889,,,,,,,,,,,,,,,,,,,,,,,Herbert Hays,,,,Herbert Hays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Hays,,,,,,,,,,,,,,,,,,,,,,,,,
Q5735293,Herbert Pratten,Herbert Pratten,Herbert Pratten,Herbert Pratten,Herbert Pratten,,,,,,,Herbert Pratten,Herbert Pratten,Herbert Pratten,,male,1865-05-07,Herbert,,,,https://upload.wikimedia.org/wikipedia/commons/2/27/Herbert_Pratten.jpg,Pratten,,Category:Herbert Pratten,,,,,,,Herbert Pratten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928-05-07,,,Herbert Pratten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,pratten-herbert-edward-8100,,,,,,,,,,,,,,,,,Herbert Pratten,,,,Herbert Pratten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Herbert Pratten,,,,,,,,,,,,,,,,,,,,,,,,,
Q5933180,Hugh de Largie,Hugh de Largie,Hugh de Largie,Hugh de Largie,Hugh de Largie,,,,,,,,Hugh de Largie,Hugh de Largie,,male,1859-03-24,Hugh,,,,https://upload.wikimedia.org/wikipedia/commons/6/60/Hugh_de_Largie.jpg,,,Category:Hugh de Largie,,,,,,,Hugh de Largie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947-05-09,,,Hugh de Largie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,de-largie-hugh-5945,,,,,,,,,,,,,,,,,Hugh de Largie,,,,Hugh de Largie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugh de Largie,,,,,,,,,,,,,,,,,,,,,,,,,
Q5981115,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Ian Campbell,Йен Кэмпбелл,伊安·堪博,,Ian Campbell,Ian Campbell (Australian politician),,male,1959-05-22,Ian,Ian Campbell (Australian politician),,,,Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,يان كامبل,يان كامبل (سياسي),,,,,,,,,,,,,,,,,,,,Ian Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Ian Campbell,,,,Ian Campbell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ইয়ান ক্যাম্পবেল,,,,Ian Campbell,,,,,,,,,,,,,,,,,,,,,,,,,
Q5982140,Ian Macdonald,Ian Macdonald,Ian Macdonald,Ian Macdonald,Ian Macdonald,,,,,,,,Ian Macdonald,Ian Macdonald (Australian politician),,male,1945-11-29,Ian,Ian Macdonald (Australian politician),,,,Macdonald,,,,,,106600107,,,,https://www.senatormacdonald.org/,SenatorMac,,,,,,,0000 0000 7649 6007,,,,,,,,,,,,,,يان ماكدونالد,يان ماكدونالد (سياسي أسترالي),,,,,,,,,,,,,,,,,,,イアン・マクドナルド,Ian Macdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Ian Macdonald,,,,Ian Macdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Macdonald,,,,,,,,,,,,,,,,,,,,,,,,,
Q5983311,Ian Wood,Ian Wood,Ian Wood,Ian Wood,Ian Wood,,,,,,,,Ian Wood,Ian Wood (politician),,male,1901-01-31,Ian,,,,https://upload.wikimedia.org/wikipedia/commons/7/70/Ian_Wood.jpg,Wood,,Category:Ian Wood (politician),,,,94533014,,,,,,,,,,,,,,,,,,,,,,,,,,يان وود,يان وود (سياسي),,,,,,,,,,,,,,Ian Wood,,,1992-01-07,,,Ian Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6km6sgc,,,wood-ian-alexander-christie-16238,,,,,,,,,,,,,,,,,Ian Wood,,,,Ian Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ian Wood,,,,,,,,,,,,,,,,,,,,,,,,,
Q6035315,Warwick Parer,Warwick Parer,,Warwick Parer,Warwick Parer,,,,Warwick Parer,,,,Warwick Parer,Warwick Parer,,male,1936-04-06,Warwick,Warwick Parer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwick Parer,,,,,,,,,,,,,,,,,,,,2014-03-14,,,Warwick Parer,,,,,,,,,,,Warwick Parer,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Warwick Parer,,,,Warwick Parer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warwick Parer,,,,,,,,,,,,,,,,,,,,,,,,,
Q6069791,Irina Dunn,Irina Dunn,Irina Dunn,Irina Dunn,Irina Dunn,,,,,,伊琳娜·鄧恩,,Irina Dunn,Irina Dunn,,female,1948-03-17,Irina,Irina Dunn,,,,Dunn,,,,Irina Dunn,,65371878,,,,,,,,,,,,0000 0000 6354 3150,n82251014,,,124093,,,,,,,,,,,,,ایرینا دان,ایرینا دان,,,,,,,,,,,,,,,,,Irina Dunn,,,,,,,,,,,,,,,,,,,072517514,,,,,,אירינה דאן,אירינה דאן,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Irina Dunn,,,,Irina Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irina Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
Q6099962,Ivy Wedgwood,Ivy Wedgwood,Ivy Wedgwood,Ivy Wedgwood,Ivy Wedgwood,,,,,,,Ivy Wedgwood,Ivy Wedgwood,Ivy Wedgwood,,female,1896-10-18,Ivy,,,,https://upload.wikimedia.org/wikipedia/commons/b/bf/Ivy_Wedgwood.jpg,Wedgwood,,Category:Ivy Wedgwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975-07-24,,,Ivy Wedgwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,wedgwood-dame-ivy-evelyn-annie-11993,,,,,,,,,,,,,,,,,Ivy Wedgwood,,,,Ivy Wedgwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivy Wedgwood,,,,,,,,,,,,,,,,,,,,,,,,,
Q6110750,Jacinta Collins,Jacinta Collins,Jacinta Collins,Jacinta Collins,Jacinta Collins,,,,,,,Jacinta Collins,Jacinta Collins,Jacinta Collins,,female,1962-09-04,Jacinta,Jacinta Collins,Jacinta Collins,Jacinta Collins,https://upload.wikimedia.org/wikipedia/commons/b/bc/Jacinta_Collins.jpeg,Collins,,Category:Jacinta Collins,,,,92774420,,,,,,,,,,,,,,,,,,/m/03xnvy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacinta Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jacinta Collins,,,,Jacinta Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacinta Collins,,,,,,,,,,,,,,,,,,,,,,,,,
Q6111898,Jack Critchley,Jack Critchley,Jack Critchley,Jack Critchley,Jack Critchley,,,,,,,,Jack Critchley,Jack Critchley,,male,1892-04-18,Jack,,,,https://upload.wikimedia.org/wikipedia/commons/f/f1/John_Critchley.jpg,Critchley,,Category:Jack Critchley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1964-04-27,,,Jack Critchley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jack Critchley,,,,Jack Critchley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Critchley,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112096,Jack Devlin,Jack Devlin,Jack Devlin,Jack Devlin,,,,,,Джек Дэвлин,,Jack Devlin,Jack Devlin,Jack Devlin (Australian politician),,male,1900-01-06,Jack,,,,https://upload.wikimedia.org/wikipedia/commons/e/e1/John_Devlin.jpg,Devlin,,Category:Jack Devlin,,,,91611519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957-05-26,,,Jack Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,Devlin-1301,,,,,,,,,,,,,,,,,,,,,,,Jack Devlin,,,,Jack Devlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Devlin,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112211,Jack Duncan-Hughes,Jack Duncan-Hughes,Jack Duncan-Hughes,Jack Duncan-Hughes,,,,,,,,Jack Duncan-Hughes,Jack Duncan-Hughes,Jack Duncan-Hughes,,male,1882-09-01,Jack,,,,https://upload.wikimedia.org/wikipedia/commons/8/8b/John_Duncan-Hughes.jpg,,,Category:Jack Duncan-Hughes,,,,93212045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962-08-13,,,Jack Duncan-Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barrister,,,,w6b00ds6,,,,,,,,,,,,,,,,,,,,Jack Duncan-Hughes,,,,Jack Duncan-Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Duncan-Hughes,,,,,,,,,,,,,,,,,,,,,,,,,
Q6113394,Jack Kane,Jack Kane,Jack Kane,Jack Kane,Jack Kane,,,,,,,,Jack Kane,Jack Kane,,male,1908-07-23,Jack,,,,,Kane,,,,,,53333702,,,,,,,,,,,,0000 0000 6390 6513,n91098539,,,292651,,,,,,,,,,جاك كان,جاك كان,,,,,,,,,,,,,,,,,1988-10-27,,,Jack Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,kane-john-thomas-jack-12713,,,,,,,,,,,,,,,,,Jack Kane,,,,Jack Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack Kane,,,,,,,,,,,,,,,,,,,,,,,,,
Q6132035,James Cunningham,James Cunningham,James Cunningham,James Cunningham,James Cunningham,,,,,Джеймс Каннингэм,,James Cunningham,James Cunningham,James Cunningham (Australian politician),,male,1879-12-28,James,,,,https://upload.wikimedia.org/wikipedia/commons/6/6b/James_Cunningham.jpg,Cunningham,,Category:James Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جيمس كونينغهام,جيمس كونينغهام,,,,,,,,,,,,,,,,,1943-07-04,,,James Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,cunningham-james-5849,,,,,,,,,,,,,,,,,James Cunningham,,,,James Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
Q6132824,James Drake,James Drake,James Drake,James Drake,James Drake,,,,,Джеймс Дрэйк,,,James Drake,James Drake,,male,1850-04-26,James,,James Drake,James Drake,https://upload.wikimedia.org/wikipedia/commons/9/9f/James_Drake.jpg,Drake,,Category:James Drake (Queensland politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,جيمس دريك,جيمس دريك,,,,,,,,,,,,,,,,,1941-08-01,,ジェイムズ・ドレイク,James Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,drake-james-george-6013,,,,,,,,,,,,,,,,,James Drake,,,,James Drake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Drake,,,,,,,,,,,,,,,,,,,,,,,,,
Q6138685,James Macfarlane,James Macfarlane,James Macfarlane,James Macfarlane,James Macfarlane,,,,,,,James Macfarlane,James Macfarlane,James Macfarlane,,male,1844-09-02,James,,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/James_Macfarlane.jpg,Macfarlane,,Category:James Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914-11-24,,,James Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,James Macfarlane,,,,James Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Macfarlane,,,,,,,,,,,,,,,,,,,,,,,,,
Q6139455,James McLachlan,James McLachlan,James McLachlan,James McLachlan,James McLachlan,,,,,,,James McLachlan,James McLachlan,James McLachlan (Australian politician),,male,1871-03-09,James,,,,https://upload.wikimedia.org/wikipedia/commons/e/ef/James_McLachlan.jpg,McLachlan,,Category:James McLachlan (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1956-12-01,,,James McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,James McLachlan,,,,James McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,
Q6140506,James O'Loghlin,James O'Loghlin,James O'Loghlin,James O'Loghlin,James O'Loghlin,,,,,,,James O'Loghlin,James O'Loghlin,James O'Loghlin (Australian politician),,male,1852-11-25,James,,,,https://upload.wikimedia.org/wikipedia/commons/6/69/James_O'Loghlin.jpg,O'Loghlin,,Category:James O'Loghlin (Australian politician),,,,295765980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925-12-04,,,James O'Loghlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,w6n02gvg,,,ologhlin-james-vincent-7905,,,,,,,,,,,,,,,,,James O'Loghlin,,,,James O'Loghlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James O'Loghlin,,,,The Honourable,,,,,,,,,,,,,,,,,,,,,
Q6140643,James Ormonde,James Ormonde,James Ormonde,James Ormonde,James Ormonde,,,,,,,,James Ormonde,James Ormonde (Australian politician),,male,1903-03-23,James,,,,https://upload.wikimedia.org/wikipedia/commons/b/bb/James_Ormonde.jpg,Ormonde,,Category:James Ormonde (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970-11-30,,,James Ormonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,James Ormonde,,,,James Ormonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Ormonde,,,,,,,,,,,,,,,,,,,,,,,,,
Q6149491,Jan McLucas,Jan McLucas,Jan McLucas,Jan McLucas,Jan McLucas,,,,,,,Jan McLucas,Jan McLucas,Jan McLucas,,female,1958-03-27,Jan,Jan McLucas,,,,,,,,,,,,,,,JanMcLucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan McLucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jan McLucas,,,,Jan McLucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan McLucas,,,,,,,,,,,,,,,,,,,,,,,,,
Q6153558,Janet Powell,Janet Powell,Janet Powell,Janet Powell,Janet Powell,,,,,Джанет Пауэлл,,,Janet Powell,Janet Powell,,female,1942-09-29,Janet,Janet Powell,,,https://upload.wikimedia.org/wikipedia/commons/2/21/JanetPowell_Dec2007.jpg,Powell,,Category:Janet Powell,,,,93752702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-30,,,Janet Powell,,,,,,,,,,,Janet Powell,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Janet Powell,,,,Janet Powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janet Powell,,,,,,,,,,,,,,,,,,,,,,,,,
Q6154549,Janine Haines,Janine Haines,Janine Haines,Janine Haines,Janine Haines,,,,,,,,Janine Haines,Janine Haines,,female,1945-05-08,Janine,Janine Haines,Janine Haines,Janine Haines,https://upload.wikimedia.org/wikipedia/commons/f/fa/HainesChipp.jpg,,,Category:Janine Haines,,,,43518718,,,,,,,,,,,,0000 0000 8448 2115,n93096508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-20,,,Janine Haines,,,,,,,,,,,,,,,,,,,,,,,,,ג'נין היינס,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Janine Haines,,,,Janine Haines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janine Haines,,,,,,,,,,,,,,,,,,,,,,,,,
Q6170821,Jean Hearn,Jean Hearn,Jean Hearn,Jean Hearn,Jean Hearn,,,,,,,Jean Hearn,Jean Hearn,Jean Hearn,,female,1921-03-30,Jean,,,,,Hearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-11-20,,ジーン・ハーン,Jean Hearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,Jean Hearn,,,,Jean Hearn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jean Hearn,,,,,,,,,,,,,,,,,,,,,,,,,
