start_date,end_date,name,sort_name,given_name,family_name,area,party,source,identifier__aph,email,website,facebook,twitter,term,id,wikipedia,wikipedia_name,identifier__openaustralia,party_id
2000-05-04,2001-11-10,Sandy Macdonald,"Macdonald, Sandy",Sandy,Macdonald,NSW,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10402,national_party
2001-11-10,2004-10-09,Sandy Macdonald,"Macdonald, Sandy",Sandy,Macdonald,NSW,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10402,national_party
2004-10-09,2007-11-24,Sandy Macdonald,"Macdonald, Sandy",Sandy,Macdonald,NSW,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10402,national_party
2007-11-24,2008-06-30,Sandy Macdonald,"Macdonald, Sandy",Sandy,Macdonald,NSW,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10402,national_party
1987-07-11,1990-03-24,David Macgibbon,"Macgibbon, David",David,Macgibbon,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10404,liberal_party
1990-03-24,1993-03-13,David Macgibbon,"Macgibbon, David",David,Macgibbon,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10404,liberal_party
1993-03-13,1996-03-02,David Macgibbon,"Macgibbon, David",David,Macgibbon,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10404,liberal_party
1996-03-02,1998-10-03,David Macgibbon,"Macgibbon, David",David,Macgibbon,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10404,liberal_party
1998-10-03,1999-06-30,David Macgibbon,"Macgibbon, David",David,Macgibbon,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10404,liberal_party
1996-03-08,1998-10-03,Sue Mackay,"Mackay, Sue",Sue,Mackay,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10406,australian_labor_party
1998-10-03,2001-11-10,Sue Mackay,"Mackay, Sue",Sue,Mackay,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10406,australian_labor_party
2001-11-10,2004-10-09,Sue Mackay,"Mackay, Sue",Sue,Mackay,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10406,australian_labor_party
2004-10-09,2005-07-29,Sue Mackay,"Mackay, Sue",Sue,Mackay,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10406,australian_labor_party
1987-07-11,1990-03-24,Michael Macklin,"Macklin, Michael",Michael,Macklin,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10410,australian_democrats
1990-03-24,1990-06-30,Michael Macklin,"Macklin, Michael",Michael,Macklin,Queensland,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10410,australian_democrats
1987-07-11,1990-03-24,Graham Maguire,"Maguire, Graham",Graham,Maguire,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10412,australian_labor_party
1990-03-24,1993-03-13,Graham Maguire,"Maguire, Graham",Graham,Maguire,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10412,australian_labor_party
1993-03-13,1993-06-30,Graham Maguire,"Maguire, Graham",Graham,Maguire,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10412,australian_labor_party
1993-07-01,1996-03-02,Diane Margetts,"Margetts, Diane",Diane,Margetts,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10415,australian_greens
1996-03-02,1998-10-03,Diane Margetts,"Margetts, Diane",Diane,Margetts,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10415,australian_greens
1998-10-03,1999-06-30,Diane Margetts,"Margetts, Diane",Diane,Margetts,WA,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10415,australian_greens
2002-07-01,2004-10-09,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",40,00AOP,,,10419,australian_labor_party
2004-10-09,2007-11-24,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",41,00AOP,,,10419,australian_labor_party
2007-11-24,2010-08-21,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",42,00AOP,,,10419,australian_labor_party
2010-08-21,2013-09-07,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",43,00AOP,,,10419,australian_labor_party
2013-09-07,2014-07-06,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",44,00AOP,,,10419,australian_labor_party
2014-07-07,2016-05-09,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,DPRES,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",44,00AOP,,,10419,dpres
2016-07-02,,Gavin Marshall,"Marshall, Gavin",Gavin,Marshall,Victoria,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOP,senator.marshall@aph.gov.au,"","","",45,00AOP,,,10419,australian_labor_party
1999-07-01,2001-11-10,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",39,84M,,,10423,liberal_party
2001-11-10,2004-10-09,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",40,84M,,,10423,liberal_party
2004-10-09,2007-11-24,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",41,84M,,,10423,liberal_party
2007-11-24,2010-08-21,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",42,84M,,,10423,liberal_party
2010-08-21,2013-09-07,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",43,84M,,,10423,liberal_party
2013-09-07,2015-04-15,Brett Mason,"Mason, Brett",Brett,Mason,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,84M,senator.mason@aph.gov.au,"","","",44,84M,,,10423,liberal_party
2005-07-01,2007-11-24,Anne McEwen,"McEwen, Anne",Anne,McEwen,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,e5e,senator.mcewen@aph.gov.au,"","","",41,e5e,,,10433,australian_labor_party
2007-11-24,2010-08-21,Anne McEwen,"McEwen, Anne",Anne,McEwen,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,e5e,senator.mcewen@aph.gov.au,"","","",42,e5e,,,10433,australian_labor_party
2010-08-21,2013-09-07,Anne McEwen,"McEwen, Anne",Anne,McEwen,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,e5e,senator.mcewen@aph.gov.au,"","","",43,e5e,,,10433,australian_labor_party
2013-09-07,2016-05-09,Anne McEwen,"McEwen, Anne",Anne,McEwen,SA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,e5e,senator.mcewen@aph.gov.au,"","","",44,e5e,,,10433,australian_labor_party
1987-07-11,1990-03-24,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10435,national_party
1990-03-24,1990-06-30,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10435,national_party
1993-07-01,1996-03-02,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10435,national_party
1996-03-02,1998-10-03,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10435,national_party
1998-10-03,2001-11-10,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10435,national_party
2001-11-10,2004-10-09,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10435,national_party
2004-10-09,2007-11-24,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10435,national_party
2007-11-24,2010-08-21,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10435,national_party
2010-08-21,2011-06-30,Julian McGauran,"McGauran, Julian",Julian,McGauran,Victoria,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10435,national_party
1987-07-11,1990-03-24,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10440,australian_labor_party
1990-03-24,1993-03-13,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10440,australian_labor_party
1993-03-13,1996-03-02,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10440,australian_labor_party
1996-03-02,1998-10-03,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10440,australian_labor_party
1998-10-03,2001-11-10,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10440,australian_labor_party
2001-11-10,2002-06-30,Jim McKiernan,"McKiernan, Jim",Jim,McKiernan,WA,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10440,australian_labor_party
1987-07-11,1990-03-24,Paul McLean,"McLean, Paul",Paul,McLean,NSW,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10443,australian_democrats
1990-03-24,1991-08-23,Paul McLean,"McLean, Paul",Paul,McLean,NSW,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10443,australian_democrats
1999-07-01,2001-11-10,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",39,84L,,,10447,australian_labor_party
2001-11-10,2004-10-09,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",40,84L,,,10447,australian_labor_party
2004-10-09,2007-11-24,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",41,84L,,,10447,australian_labor_party
2007-11-24,2010-08-21,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",42,84L,,,10447,australian_labor_party
2010-08-21,2013-09-07,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",43,84L,,,10447,australian_labor_party
2013-09-07,2016-05-09,Jan McLucas,"McLucas, Jan",Jan,McLucas,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,84L,senator.mclucas@aph.gov.au,http://www.janmclucas.net/,"","",44,84L,,,10447,australian_labor_party
1988-02-16,1990-03-24,Bob McMullan,"McMullan, Bob",Bob,McMullan,ACT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,http://en.wikipedia.org/wiki/Bob_McMullan,Bob McMullan,10450,australian_labor_party
1990-03-24,1993-03-13,Bob McMullan,"McMullan, Bob",Bob,McMullan,ACT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,http://en.wikipedia.org/wiki/Bob_McMullan,Bob McMullan,10450,australian_labor_party
1993-03-13,1996-02-06,Bob McMullan,"McMullan, Bob",Bob,McMullan,ACT,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,http://en.wikipedia.org/wiki/Bob_McMullan,Bob McMullan,10450,australian_labor_party
1987-07-11,1990-03-24,Anthony Messner,"Messner, Anthony",Anthony,Messner,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10454,liberal_party
1990-03-24,1990-04-17,Anthony Messner,"Messner, Anthony",Anthony,Messner,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10454,liberal_party
2005-07-01,2007-11-24,Christine Milne,"Milne, Christine",Christine,Milne,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,ka5,senator.milne@aph.gov.au,http://www.christinemilne.org.au/,"","",41,ka5,,,10458,australian_greens
2007-11-24,2010-08-21,Christine Milne,"Milne, Christine",Christine,Milne,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,ka5,senator.milne@aph.gov.au,http://www.christinemilne.org.au/,"","",42,ka5,,,10458,australian_greens
2010-08-21,2013-09-07,Christine Milne,"Milne, Christine",Christine,Milne,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,ka5,senator.milne@aph.gov.au,http://www.christinemilne.org.au/,"","",43,ka5,,,10458,australian_greens
2013-09-07,2015-08-10,Christine Milne,"Milne, Christine",Christine,Milne,Tasmania,Australian Greens,http://data.openaustralia.org/members/senators.xml,ka5,senator.milne@aph.gov.au,http://www.christinemilne.org.au/,"","",44,ka5,,,10458,australian_greens
1993-07-01,1996-03-02,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10460,liberal_party
1996-03-02,1998-10-03,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10460,liberal_party
1998-10-03,2001-11-10,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10460,liberal_party
2001-11-10,2004-10-09,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10460,liberal_party
2004-10-09,2007-11-24,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10460,liberal_party
2007-11-24,2010-08-21,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10460,liberal_party
2010-08-21,2011-06-30,Nick Minchin,"Minchin, Nick",Nick,Minchin,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10460,liberal_party
2002-07-01,2004-10-09,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",40,00AOQ,,,10463,australian_labor_party
2004-10-09,2007-11-24,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",41,00AOQ,,,10463,australian_labor_party
2007-11-24,2010-08-21,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",42,00AOQ,,,10463,australian_labor_party
2010-08-21,2013-09-07,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",43,00AOQ,,,10463,australian_labor_party
2013-09-07,2016-05-09,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",44,00AOQ,,,10463,australian_labor_party
2016-07-02,,Claire Moore,"Moore, Claire",Claire,Moore,Queensland,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,00AOQ,"",http://www.clairemoore.net/,"","",45,00AOQ,,,10463,australian_labor_party
1987-07-11,1990-03-24,John Morris,"Morris, John",John,Morris,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10466,australian_labor_party
1990-03-24,1990-06-30,John Morris,"Morris, John",John,Morris,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10466,australian_labor_party
1993-07-01,1996-03-02,Shayne Murphy,"Murphy, Shayne",Shayne,Murphy,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10474,independent
1996-03-02,1998-10-03,Shayne Murphy,"Murphy, Shayne",Shayne,Murphy,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10474,independent
1998-10-03,2001-11-10,Shayne Murphy,"Murphy, Shayne",Shayne,Murphy,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10474,independent
2001-11-10,2004-10-09,Shayne Murphy,"Murphy, Shayne",Shayne,Murphy,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10474,independent
2004-10-09,2005-06-30,Shayne Murphy,"Murphy, Shayne",Shayne,Murphy,Tasmania,Independent,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10474,independent
1996-07-01,1998-10-03,Andrew Murray,"Murray, Andrew",Andrew,Murray,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10475,australian_democrats
1998-10-03,2001-11-10,Andrew Murray,"Murray, Andrew",Andrew,Murray,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10475,australian_democrats
2001-11-10,2004-10-09,Andrew Murray,"Murray, Andrew",Andrew,Murray,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10475,australian_democrats
2004-10-09,2007-11-24,Andrew Murray,"Murray, Andrew",Andrew,Murray,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10475,australian_democrats
2007-11-24,2008-06-30,Andrew Murray,"Murray, Andrew",Andrew,Murray,WA,Australian Democrats,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10475,australian_democrats
2005-07-01,2007-11-24,Fiona Nash,"Nash, Fiona",Fiona,Nash,NSW,National Party,http://data.openaustralia.org/members/senators.xml,e5g,"",http://www.fionanash.com.au/,"","",41,e5g,,,10478,national_party
2007-11-24,2010-08-21,Fiona Nash,"Nash, Fiona",Fiona,Nash,NSW,National Party,http://data.openaustralia.org/members/senators.xml,e5g,"",http://www.fionanash.com.au/,"","",42,e5g,,,10478,national_party
2010-08-21,2013-09-07,Fiona Nash,"Nash, Fiona",Fiona,Nash,NSW,National Party,http://data.openaustralia.org/members/senators.xml,e5g,"",http://www.fionanash.com.au/,"","",43,e5g,,,10478,national_party
2013-09-07,2016-05-09,Fiona Nash,"Nash, Fiona",Fiona,Nash,NSW,National Party,http://data.openaustralia.org/members/senators.xml,e5g,"",http://www.fionanash.com.au/,"","",44,e5g,,,10478,national_party
2016-07-02,,Fiona Nash,"Nash, Fiona",Fiona,Nash,NSW,National Party,http://data.openaustralia.org/members/senators.xml,e5g,"",http://www.fionanash.com.au/,"","",45,e5g,,,10478,national_party
1994-03-08,1996-03-02,Belinda Neal,"Neal, Belinda",Belinda,Neal,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,http://en.wikipedia.org/wiki/Belinda_Neal,Belinda Neal,10479,australian_labor_party
1996-03-02,1998-09-03,Belinda Neal,"Neal, Belinda",Belinda,Neal,NSW,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,http://en.wikipedia.org/wiki/Belinda_Neal,Belinda Neal,10479,australian_labor_party
2002-07-01,2004-10-09,Kerry Nettle,"Nettle, Kerry",Kerry,Nettle,NSW,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10484,australian_greens
2004-10-09,2007-11-24,Kerry Nettle,"Nettle, Kerry",Kerry,Nettle,NSW,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10484,australian_greens
2007-11-24,2008-06-30,Kerry Nettle,"Nettle, Kerry",Kerry,Nettle,NSW,Australian Greens,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10484,australian_greens
1987-07-11,1990-03-24,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10488,liberal_party
1990-03-24,1993-03-13,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10488,liberal_party
1993-03-13,1996-03-02,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10488,liberal_party
1996-03-02,1998-10-03,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10488,liberal_party
1998-10-03,2001-11-10,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10488,liberal_party
2001-11-10,2002-02-01,Jocelyn Newman,"Newman, Jocelyn",Jocelyn,Newman,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10488,liberal_party
1996-09-05,1998-10-03,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10492,australian_labor_party
1998-10-03,2001-11-10,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10492,australian_labor_party
2001-11-10,2004-10-09,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,40,,,,10492,australian_labor_party
2004-10-09,2007-11-24,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,41,,,,10492,australian_labor_party
2007-11-24,2010-08-21,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,42,,,,10492,australian_labor_party
2010-08-21,2011-06-30,Kerry O'Brien,"O'Brien, Kerry",Kerry,O'Brien,Tasmania,Australian Labor Party,http://data.openaustralia.org/members/senators.xml,,,,,,43,,,,10492,australian_labor_party
1990-05-08,1993-03-13,William O'Chee,"O'Chee, William",William,O'Chee,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10495,national_party
1993-03-13,1996-03-02,William O'Chee,"O'Chee, William",William,O'Chee,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10495,national_party
1996-03-02,1998-10-03,William O'Chee,"O'Chee, William",William,O'Chee,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10495,national_party
1998-10-03,1999-06-30,William O'Chee,"O'Chee, William",William,O'Chee,Queensland,National Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10495,national_party
1990-05-07,1992-05-04,John Olsen,"Olsen, John",John,Olsen,SA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10501,liberal_party
1987-07-11,1990-03-24,John Panizza,"Panizza, John",John,Panizza,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10504,liberal_party
1990-03-24,1993-03-13,John Panizza,"Panizza, John",John,Panizza,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10504,liberal_party
1993-03-13,1996-03-02,John Panizza,"Panizza, John",John,Panizza,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10504,liberal_party
1996-03-02,1997-01-31,John Panizza,"Panizza, John",John,Panizza,WA,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10504,liberal_party
1987-07-11,1990-03-24,Warwick Parer,"Parer, Warwick",Warwick,Parer,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,35,,,,10505,liberal_party
1990-03-24,1993-03-13,Warwick Parer,"Parer, Warwick",Warwick,Parer,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,36,,,,10505,liberal_party
1993-03-13,1996-03-02,Warwick Parer,"Parer, Warwick",Warwick,Parer,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,37,,,,10505,liberal_party
1996-03-02,1998-10-03,Warwick Parer,"Parer, Warwick",Warwick,Parer,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,38,,,,10505,liberal_party
1998-10-03,2000-02-11,Warwick Parer,"Parer, Warwick",Warwick,Parer,Queensland,Liberal Party,http://data.openaustralia.org/members/senators.xml,,,,,,39,,,,10505,liberal_party
2005-07-01,2007-11-24,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",41,e5v,,,10507,liberal_party
2007-11-24,2010-08-21,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",42,e5v,,,10507,liberal_party
2010-08-21,2011-07-03,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,Liberal Party,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",43,e5v,,,10507,liberal_party
2011-07-04,2013-09-07,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,DPRES,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",43,e5v,,,10507,dpres
2013-09-07,2014-07-06,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,DPRES,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",44,e5v,,,10507,dpres
2014-07-07,2016-05-09,Stephen Parry,"Parry, Stephen",Stephen,Parry,Tasmania,PRES,http://data.openaustralia.org/members/senators.xml,e5v,senator.parry@aph.gov.au,http://www.stephenparry.com.au,"","",44,e5v,,,10507,pres
