id,name__en,name__zh,name__ms,name__es,name__id,name__de,name__nb,name__da,name__nn,name__sv,name__nl,name__hu,name,wikipedia__en,wikipedia__id,wikipedia__ms,wikipedia__zh,gender,birth_date,identifier__freebase,original_wikiname,name__fr,image,given_name,name__cy,wikipedia__de,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__pl,name__eu,name__qu,name__ta,name__et,name__my,name__pt,name__eo,name__is,name__ru,name__tr,name__hak,name__mk,name__fi,name__uk,name__be_tarask,name__ne,name__az,name__tl,name__kk_arab,name__kk_cn,name__kk_tr,name__kk_kz,name__kk_cyrl,name__kk_latn,name__nan,name__be,name__ko,name__he,name__lv,name__it,name__li,name__ja,name__vi,name__yue,name__sh,name__sa,name__hi,name__ro,name__th,name__ca,name__war,name__cs,name__bg,name__fa,name__mr,name__km,name__kk,name__sr,name__ar,name__ky,name__new,name__sco,name__si,name__la,name__mg,name__bcl,name__lzh,name__pnb,name__wuu,name__yi,name__ur,name__ba,name__ka,name__ml,name__sd,name__tt,name__vo,name__hy,name__io,name__lb,name__lo,name__mn,name__te,name__gu,name__bn,name__gl,name__ast,name__el,wikipedia__ar,wikipedia__arwikiquote,wikipedia__ast,wikipedia__az,wikipedia__ba,wikipedia__bcl,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__dewikiquote,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gu,wikipedia__hak,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__hy,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__kk,wikipedia__km,wikipedia__ko,wikipedia__ky,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lo,wikipedia__lv,wikipedia__mg,wikipedia__mk,wikipedia__ml,wikipedia__mn,wikipedia__mr,wikipedia__my,wikipedia__ne,wikipedia__new,wikipedia__nl,wikipedia__nn,wikipedia__nnwikiquote,wikipedia__no,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sa,wikipedia__sco,wikipedia__sd,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__te,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__tt,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__zhwikiquote,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NDL,family_name,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__FAST,identifier__CSPAN,identifier__wikitree,identifier__NLA,identifier__NTA,identifier__NLAtrove,name__nds,name__vmf,name__en_ca,name__en_gb,twitter,facebook,name__min,wikipedia__min,website,name__so,name__ckb,name__bs,name__ace,wikipedia__ace,wikipedia__bswikiquote,wikipedia__ckb,wikipedia__itwikiquote,wikipedia__so,wikipedia__trwikiquote,identifier__MusicBrainz,identifier__GTAA,name__yo,name__lt,name__oc,wikipedia__eowikinews,wikipedia__lt,wikipedia__yo,name__de_ch,name__pt_br,wikipedia__oc,identifier__Oxforddnb,identifier__bigenc_ru,name__br,name__co,name__ty,identifier__OLID,wikipedia__gl,name__zh_mo,name__lmo,name__pa,wikipedia__pa,name__sk,name__zh_my,identifier__NLI,identifier__britishmuseum,identifier__NPG,occupation,identifier__google_knowledge,identifier__nyt_topic,wikipedia__kn,name__kn,identifier__snac,identifier__Britannica,identifier__quora,wikipedia__si,name__fo,name__kl,wikipedia__uz,identifier__ioc_athlete,name__uz,instagram
Q7356653,Joseph Kurup,佐瑟古律,Joseph Kurup,,Joseph Kurup,Joseph Kurup,Joseph Kurup,Joseph Kurup,Joseph Kurup,Joseph Kurup,Joseph Kurup,,Joseph Kurup,Joseph Kurup,Joseph Kurup,Joseph Kurup,佐瑟古律,male,1944-12-15,/m/0bmcjfj,Joseph Kurup,Joseph Kurup,https://upload.wikimedia.org/wikipedia/commons/0/00/Tan_Sri_Joseph_Kurup.jpg,Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ジョセフ・クルップ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7359725,Rohani Abdul Karim,罗哈妮阿都卡琳,Rohani Abdul Karim,,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,Rohani Abdul Karim,罗哈妮阿都卡琳,female,1955-01-03,,Rohani Abdul Karim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7365021,Ronald Kiandee,罗纳,Ronald Kiandee,,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,Ronald Kiandee,罗纳,male,1961-01-10,,Ronald Kiandee,,https://upload.wikimedia.org/wikipedia/commons/8/83/Ronald_Kiandee_Senate_of_Poland.JPG,Ronald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7369086,Rosnah Shirlin,罗斯娜拉昔茜琳,Rosnah Rashid Shirlin,,Rosnah Shirlin,Rosnah Shirlin,Rosnah Rashid Shirlin,Rosnah Rashid Shirlin,Rosnah Rashid Shirlin,Rosnah Rashid Shirlin,Rosnah Shirlin,,Rosnah Shirlin,Rosnah Shirlin,Rosnah Shirlin,Rosnah Rashid Shirlin,罗斯娜拉昔茜琳,female,1972-07-10,,Rosnah Shirlin,,https://upload.wikimedia.org/wikipedia/commons/d/da/Rosnah_Shirlin.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ロスナー・シーリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7387687,S. Manikavasagam,马尼卡瓦沙甘,Manikavasagam Sundaram,,S. Manikavasagam,,Manikavasagam Sundaram,Manikavasagam Sundaram,Manikavasagam Sundaram,Manikavasagam Sundaram,S. Manikavasagam,,S. Manikavasagam,S. Manikavasagam,S. Manikavasagam,Manikavasagam Sundaram,马尼卡瓦沙甘,male,1965-06-27,,S. Manikavasagam,,,S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7387905,S. Sothinathan,,S. Sothinathan,,,,S. Sothinathan,S. Sothinathan,S. Sothinathan,S. Sothinathan,S. Sothinathan,,S. Sothinathan,S. Sothinathan,,S. Sothinathan,,male,1960-04-04,,S. Sothinathan,,,S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q73962,Mohamed Azmin Ali,阿兹敏阿里,Mohamed Azmin Ali,Mohamed Azmin Ali,Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Mohamed Azmin Ali,Azmin Ali,Mohamed Azmin Ali,阿兹敏阿里,male,1964-08-25,/m/0421q4x,Mohamed Azmin Ali,Mohamed Azmin Ali,https://upload.wikimedia.org/wikipedia/commons/9/99/Azmin_MP_Kepong.jpg,Mohamed,,,,,,,,,,,,,,,,,அஸ்மின் அலி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,அஸ்மின் அலி,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://blog.azminali.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7400032,Saifuddin Abdullah,赛夫丁阿都拉,Saifuddin Abdullah,,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,Saifuddin Abdullah,赛夫丁阿都拉,male,1961-01-27,,Saifuddin Abdullah,,https://upload.wikimedia.org/wikipedia/commons/2/26/Penarafan.JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7400038,Saifuddin Nasution Ismail,赛夫汀,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,赛夫汀,male,1963-12-07,,Saifuddin Nasution Ismail,Saifuddin Nasution Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7403483,Salahuddin Ayub,沙拉胡丁阿尤,Salahuddin Ayub,,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,Salahuddin Ayub,沙拉胡丁阿尤,male,1961-12-01,/m/09rvlbk,Salahuddin Ayub,Salahuddin Ayub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7404975,Salleh Kalbi,沙礼卡尔比,Salleh Bin Kalbi,,Salleh Kalbi,Salleh Kalbi,Salleh Bin Kalbi,Salleh Bin Kalbi,Salleh Bin Kalbi,Salleh Bin Kalbi,Salleh Kalbi,,Salleh Kalbi,Salleh Kalbi,Salleh Kalbi,Salleh Bin Kalbi,沙礼卡尔比,male,1964-08-10,,Salleh Kalbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7420935,Sapawi Ahmad,沙巴威,Sapawi Ahmad,,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,Sapawi Ahmad,沙巴威,male,1954-07-05,/m/0bmbxp4,Sapawi Ahmad,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Sipitang_Sabah_Sapawi-Ahmad-during-Fly-Jalur-gemilang-Campaign-2013-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7435408,Shafie Salleh,,Shafie Mohd Salleh,Shafie Salleh,Shafie Salleh,Shafie Salleh,Shafie Mohd Salleh,Shafie Mohd Salleh,Shafie Mohd Salleh,Shafie Mohd Salleh,Shafie Salleh,Shafie Salleh,Shafie Salleh,Shafie Salleh,Shafie Salleh,Shafie Mohd Salleh,,male,1946-09-29,,Shafie Salleh,Shafie Salleh,https://upload.wikimedia.org/wikipedia/commons/a/a9/Shafie_Salleh.jpg,,,,,,,,,莎菲宜·薩雷,,莎菲宜·萨雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7461040,Shafie Apdal,沙菲益阿达,Mohd Shafie Apdal,Shafie Apdal,Shafie Apdal,Shafie Apdal,Mohd Shafie Apdal,Mohd Shafie Apdal,Mohd Shafie Apdal,Mohd Shafie Apdal,Shafie Apdal,Shafie Apdal,Shafie Apdal,Shafie Apdal,Shafie Apdal,Mohd Shafie Apdal,沙菲益阿达,male,1957-10-20,/m/0ksx59,Shafie Apdal,Shafie Apdal,,Mohd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7461744,Shahidan Kassim,沙希淡卡欣,Shahidan Kassim,,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,Shahidan Kassim,沙希淡卡欣,male,1951-06-17,/m/0b6n78n,Shahidan Kassim,Shahidan Kassim,https://upload.wikimedia.org/wikipedia/commons/4/41/Datuk_Seri_Shahidan_Kassim.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7462244,Shahrir Abdul Samad,沙礼尔,Shahrir bin Abdul Samad,Shahrir Abdul Samad,Shahrir Abdul Samad,Shahrir Abdul Samad,,,,,,,Shahrir Abdul Samad,Shahrir Abdul Samad,Shahrir Abdul Samad,Shahrir bin Abdul Samad,沙里尔,male,1949-11-22,,Shahrir Abdul Samad,Shahrir Abdul Samad,https://upload.wikimedia.org/wikipedia/commons/8/88/AB_April_2008.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7462256,Shahrizat Abdul Jalil,,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,,female,1953-08-15,,Shahrizat Abdul Jalil,Shahrizat Abdul Jalil,https://upload.wikimedia.org/wikipedia/commons/0/05/Kakizat2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,샤흐리잣 압둘 잘릴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ശഹ്‌റിസത്ത് അബ്ദുൽ ജലീൽ,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Shahrizat Abdul Jalil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,샤흐리잣 압둘 잘릴,,,,,,,,,ശഹ്‌റിസത്ത് അബ്ദുൽ ജലീൽ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7486121,Tan Ah Eng,曾亚英,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,Tan Ah Eng,曾亚英,female,1955-08-22,/m/0b6hvn7,Tan Ah Eng,Tan Ah Eng,,Tan,Tan Ah Eng,,,,,2013-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tan Ah Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tan Ah Eng,Tan Ah Eng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7487791,Shamsul Anuar Nasarah,山苏安华纳沙拉,Shamsul Anuar Nasarah,,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,Shamsul Anuar Nasarah,山苏安华纳沙拉,male,1967-06-01,/m/09v1x68,Shamsul Anuar Nasarah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
Q7491747,Shaziman Abu Mansor,沙兹曼,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,,,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,Shaziman Abu Mansor,沙兹曼,male,1964-01-20,,Shaziman Abu Mansor,Shaziman Abu Mansor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7517281,Sim Tze Tzin,沈志勤,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,Sim Tze Tzin,沈志勤,male,1976-02-06,/m/03wd3qg,Sim Tze Tzin,Sim Tze Tzin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.simformalaysia.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,
Q7517283,Sim Tong Him,沈同钦,Sim Tong Him,,Sim Tong Him,Sim Tong Him,Sim Tong Him,Sim Tong Him,Sim Tong Him,Sim Tong Him,,,Sim Tong Him,Sim Tong Him,Sim Tong Him,Sim Tong Him,沈同钦,male,1948-09-08,,Sim Tong Him,Sim Tong Him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7530319,Siringan Gubat,西林安,Siringan Bin Gubat,,Siringan Gubat,Siringan Gubat,Siringan Bin Gubat,Siringan Bin Gubat,Siringan Bin Gubat,Siringan Bin Gubat,Siringan Gubat,,Siringan Gubat,Siringan Gubat,Siringan Gubat,Siringan Bin Gubat,西林安,male,1949-11-28,,Siringan Gubat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,
