id,name__de,name__pl,name__el,name__ru,name__fr,name__en,name__it,name__nl,name__es,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__el,wikipedia__en,wikipedia__fr,wikipedia__it,wikipedia__pl,wikipedia__ru,image,gender,birth_date,identifier__freebase,given_name,original_wikiname,name__be,name__sr,name__be_tarask,wikipedia__be_x_old,wikipedia__be,wikipedia__sr,name__et,wikipedia__es,wikipedia__et,name__pt_br,name__ca,name__oc,wikipedia__nn,name__gl,name__ba,name__yo,wikipedia__ba,wikipedia__gl,wikipedia__yo,name__cy,death_date,name__tr,name__uk,wikipedia__tr,wikipedia__uk,name__sh,wikipedia__sh,wikipedia__oc,family_name,name__hu,identifier__VIAF,identifier__SUDOC,name__pt,wikipedia__pt,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SBN_it,identifier__NLA,identifier__BAV,identifier__NUKAT,wikipedia__nl,name__id,wikipedia__id,name__lt,name__fi,wikipedia__lt,name__sr_el,name__sr_ec,name__nds,name__zh,name__ar,wikipedia__ar,wikipedia__zh,name__zh_hans,name__zh_hant,name__zh_hk,name__mg,wikipedia__mg,name__eo,wikipedia__eo,wikipedia__commons,identifier__OLID,last_seen,identifier__treccani,name__zh_cn,name__ja,identifier__PACE,name__ro,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__cs,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__sco,occupation,name__la,wikipedia__la,identifier__snac,name__ty,wikipedia__lmo,name__lmo,name__dsb,name__hsb,name__is,name__jv,name__pdc,name__stq,name__tl,name__war,name__fit,name__fo,name__kl,name__ky,wikipedia__ky,identifier__google_knowledge,name__ceb,name__ko,wikipedia__ko,wikipedia__ast,name__he,wikipedia__he,name__fy,wikipedia__fy,wikipedia__no,wikipedia__ga,name__sl,identifier__GNC,identifier__ioc_athlete,name__lfn,wikipedia__th,name__th,website,wikipedia__simple,identifier__italian_cod,identifier__CiNii,identifier__NLAtrove,identifier__dialnet,identifier__NLI
Q3619743,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,,,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,,,,Antonio Lazzaro Volpinari,Antonio Lazzaro Volpinari,,,male,1943-10-27,,Antonio,Antonio Lazzaro Volpinari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Lazzaro Volpinari,,,,,,,,,,,,
Q3629589,Augusto Barbera,Augusto Barbera,,,Augusto Barbera,Augusto Barbera,Augusto Barbera,Augusto Barbera,,Augusto Barbera,Augusto Barbera,Augusto Barbera,Augusto Barbera,Augusto Barbera,,,Augusto Antonio Barbera,,Augusto Barbera,Augusto Barbera,,https://upload.wikimedia.org/wikipedia/commons/a/a3/Augusto_Antonio_Barbera.jpg,male,1938-06-25,,Augusto,Augusto Barbera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barbera,,86123387,030326613,,,0000 0000 8345 0760,137963157,n78096020,12176502k,IT\ICCU\CFIV\020487,42200998,ADV10252779,n2014049448,,,,,,,,,,,,,,,,,,,,,Category:Augusto Barbera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jurist,,,,,,,,,,,,,,,,,,,,/g/121djr7b,,,,,,,,,,,Augusto Barbera,,,,,,,,14600,DA07650252,1457096,1053987,004330818
Q3642149,Bonifazio di Andrea,,,,,Bonifazio di Andrea,Bonifazio di Andrea,Bonifazio di Andrea,,,,,,Bonifazio di Andrea,,,,,Bonifazio di Andrea,,,,male,,,Bonifazio,Bonifazio di Andrea,,,,,,,,,,,,,,,,,,,,,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonifazio di Andrea,,,,,,,,,,,,
Q3749433,Francesca Michelotti,,,,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,Francesca Michelotti,,Francesca Michelotti,,Francesca Michelotti,,,,female,1952-02-16,,Francesca,Francesca Michelotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francesca Michelotti,,,,,,,,,,,,
Q37494583,Giancarlo Ghironzi,,,,,Giancarlo Ghironzi,,Giancarlo Ghironzi,,,,,,Giancarlo Ghironzi,Giancarlo Ghironzi,,,,,,,,male,1932,,Giancarlo,Giancarlo Ghironzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giancarlo Ghironzi,,,,,,,,,,,,
Q3764629,Gino Giovagnoli,Gino Giovagnoli,,,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,,,,Gino Giovagnoli,Gino Giovagnoli,,,male,1951-04-18,,Gino,Gino Giovagnoli,,,,,,,Gino Giovagnoli,,,,Gino Giovagnoli,Gino Giovagnoli,,Gino Giovagnoli,,Gino Giovagnoli,,,,,,Gino Giovagnoli,,,,Gino Giovagnoli,,,,Gino Giovagnoli,307376602,,Gino Giovagnoli,,,,,,,,,,,Gino Giovagnoli,,Gino Giovagnoli,Gino Giovagnoli,,,,Gino Giovagnoli,,,,,,,,,,,,,,,,,,,Gino Giovagnoli,Gino Giovagnoli,,Gino Giovagnoli,,,Gino Giovagnoli,,,,,,,Gino Giovagnoli,,,,Gino Giovagnoli,,,Gino Giovagnoli,,,,,,,Gino Giovagnoli,,,,,Gino Giovagnoli,,,,,,,,,,,,Gino Giovagnoli,,,,Gino Giovagnoli,,,,,,,,politician,,,,,,,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,Gino Giovagnoli,,,,,,,,,,,,,,,,,Gino Giovagnoli,,,,,,,,,,,,
Q3765390,Giorgio Crescentini,,Τζιόρτζιο Κρεσεντίνι,,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,Giorgio Crescentini,,,Giorgio Crescentini,,Giorgio Crescentini,,,,male,1950-03-08,,Giorgio,Giorgio Crescentini,,,,,,,,,,,,,Giorgio Crescentini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,association football player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giorgio Crescentini,,,,,,,,,,,,
Q3767372,Giovanni Giannoni,,,,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,Giovanni Giannoni,,,,Giovanni Giannoni,,,,male,1948,,Giovanni,Giovanni Giannoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giannoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giovanni Giannoni,,,,,,,,,,,,
Q3770918,Giuseppe Maria Morganti,Giuseppe Maria Morganti,,,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,,,Giuseppe Morganti,Giuseppe Maria Morganti,Giuseppe Maria Morganti,,,male,1955-03-12,,Giuseppe,Giuseppe Maria Morganti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Maria Morganti,,,,,,,,,,,,
Q377856,Fiorenzo Stolfi,Fiorenzo Stolfi,Φιορέντσο Στόλφι,"Стольфи, Фьоренцо",Fiorenzo Stolfi,Fiorenzo Stolfi,Fiorenzo Stolfi,Fiorenzo Stolfi,Fiorenzo Stolfi,,,,,Fiorenzo Stolfi,Fiorenzo Stolfi,Φιορέντσο Στόλφι,Fiorenzo Stolfi,Fiorenzo Stolfi,,Fiorenzo Stolfi,"Стольфи, Фьоренцо",https://upload.wikimedia.org/wikipedia/commons/4/41/Rice_San_Marino_0420_600.jpg,male,1956-03-11,/m/0fwr11,Fiorenzo,Fiorenzo Stolfi,,,,,,,,,,,,,,,,,,,,,,,Фіоренцо Столфі,,Фіоренцо Столфі,,,,Stolfi,Fiorenzo Stolfi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Fiorenzo Stolfi,,,,,,6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fiorenzo Stolfi,,,,,,,,,,,,
Q37817514,,,,,,Nicola Selva,Nicola Selva,Nicola Selva,,,,,,Nicola Selva,,,Nicola Selva,,Nicola Selva,,,,male,1962-07-04,,Nicola,Nicola Selva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Selva,Nicola Selva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sprinter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicola Selva,,,,,,,,,,,,
Q3804697,Ivan Foschi,,,,Ivan Foschi,Ivan Foschi,Ivan Foschi,Ivan Foschi,,Ivan Foschi,Ivan Foschi,Ivan Foschi,Ivan Foschi,Ivan Foschi,Ivan Foschi,,,,Ivan Foschi,,,,male,1973-02-06,,Ivan,Ivan Foschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Foschi,,,,,,,,,,,,
Q3839873,Luigi Mazza,,,,Luigi Mazza,Luigi Mazza,Luigi Mazza,Luigi Mazza,,Luigi Mazza,Luigi Mazza,Luigi Mazza,Luigi Mazza,Luigi Mazza,Luigi Mazza,,,,Luigi Mazza,,,,male,1960-10-12,,Luigi,Luigi Mazza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luigi Mazza,,,,,,,,,,,,
Q3846151,Marco Gatti,,,,Marco Gatti,Marco Gatti,Marco Gatti,Marco Gatti,,Marco Gatti,Marco Gatti,Marco Gatti,Marco Gatti,Marco Gatti,Marco Gatti,,,,Marco Gatti,,,,male,1967-01-25,,Marco,Marco Gatti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gatti,,312850441,,,,,,n97062360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marco Gatti,,,,,,,,,,,,
Q3848227,Marino Zanotti,,,,Marino Zanotti,Marino Zanotti,Marino Zanotti,Marino Zanotti,,Marino Zanotti,Marino Zanotti,Marino Zanotti,Marino Zanotti,Marino Zanotti,Marino Zanotti,,,,Marino Zanotti,,,,male,1952,,Marino,Marino Zanotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marino Zanotti,,,,,,,,,,,,
Q3852797,Mauro Chiaruzzi,Mauro Chiaruzzi,,,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,Mauro Chiaruzzi,,,,Mauro Chiaruzzi,Mauro Chiaruzzi,,,male,1952-10-13,,Mauro,Mauro Chiaruzzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauro Chiaruzzi,,,,,,,,,,,,
Q386550,Fausta Morganti,Fausta Morganti,,Фауста Морганти,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,,Fausta Morganti,Fausta Morganti,Fausta Morganti,Fausta Morganti,"Морганти, Фауста Симона",,female,1944-08-20,/m/05mv6r,Fausta,Fausta Morganti,,,,,,,,Fausta Morganti,,,,,Fausta Morganti,,,,,,,,,,,,,,,,Morganti,Fausta Morganti,,,,,,,,,,,,,Fausta Morganti,,,,,,,,,,,,,,福斯塔·莫爾甘蒂,,,,Fausta Morganti Rossini,Fausta Morganti Rossini,,,,,福斯塔·莫尔甘蒂,ファウスタ・モルガンティ,5273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fausta Morganti,,,,,,,,,,,,
Q3895838,Paride Andreoli,,,,Paride Andreoli,Paride Andreoli,Paride Andreoli,Paride Andreoli,,Paride Andreoli,Paride Andreoli,Paride Andreoli,Paride Andreoli,Paride Andreoli,Paride Andreoli,,,,Paride Andreoli,,,,male,1956,,Paride,Paride Andreoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paride Andreoli,,,,,,,,,,,,
Q3902925,Pier Marino Menicucci,,,,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,Pier Marino Menicucci,,,,Pier Marino Menicucci,,,,male,1958-09-15,,Pier,Pier Marino Menicucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Marino Menicucci,,,,,,,,,,,,
Q3902926,Pier Marino Mularoni,,,,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,Pier Marino Mularoni,,,,Pier Marino Mularoni,,,,male,1962-09-06,,Pier,Pier Marino Mularoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Marino Mularoni,,,,,,,,,,,,
Q3903698,Pietro Berti,,,,Pietro Berti,Pietro Berti,Pietro Berti,Pietro Berti,,Pietro Berti,Pietro Berti,Pietro Berti,Pietro Berti,Pietro Berti,"Pietro Berti (Politiker, 1967)",,,,Pietro Berti,,,,male,1967,,Pietro,"Pietro Berti (Politiker, 1967)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Berti,,,,,,,,,,,,
Q3903726,Pietro Bugli,,,,Pietro Bugli,Pietro Bugli,Pietro Bugli,Pietro Bugli,,Pietro Bugli,Pietro Bugli,Pietro Bugli,Pietro Bugli,Pietro Bugli,,,,,Pietro Bugli,,,,male,1954-10-21,,Pietro,Pietro Bugli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Bugli,,,,,,,,,,,,
Q3903897,,,,,Pietro Franciosi,Pietro Franciosi,Pietro Franciosi,Pietro Franciosi,,Pietro Franciosi,Pietro Franciosi,Pietro Franciosi,Pietro Franciosi,Pietro Franciosi,,,,,Pietro Franciosi,,,,male,1864-06-13,,Pietro,Pietro Franciosi,,,,,,,,,,,,,,,,,,,,,1935,,,,,,,,,,69304418,,,,0000 0000 6129 5851,,,12194391d,,,ADV10175176,,,,,,,,,,,,,,,,,,,,,,,,,pietro-franciosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Franciosi,,,,,,,,,,,,
Q3904202,Pietro Reffi,,,"Реффи, Пьетро",Pietro Reffi,Pietro Reffi,Pietro Reffi,Pietro Reffi,,Pietro Reffi,Pietro Reffi,Pietro Reffi,Pietro Reffi,Pietro Reffi,,,,,Pietro Reffi,,"Реффи, Пьетро",,male,1927-04-24,,Pietro,Pietro Reffi,,,,,,,,,,,,,,,,,,,,Pietro Reffi,2013-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pietro Reffi,,,,,,,,,,,,
Q3939090,Roberto Raschi,Roberto Raschi,,,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,,Roberto Raschi,Roberto Raschi,Roberto Raschi,Roberto Raschi,,,male,1964,/m/0400dq,Roberto,Roberto Raschi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Raschi,,,,,,,,,,,,,,,,,,,,,,羅伯托·拉斯基,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Raschi,,,,,,,,,,,,
Q3940826,Romeo Morri,,,,Romeo Morri,Romeo Morri,Romeo Morri,Romeo Morri,,Romeo Morri,Romeo Morri,Romeo Morri,Romeo Morri,Romeo Morri,Romeo Morri,,,,Romeo Morri,,,,male,1952-03-10,,Romeo,Romeo Morri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romeo Morri,,,,,,,,,,,,
Q3972566,Stefano Macina,,,,Stefano Macina,Stefano Macina,Stefano Macina,Stefano Macina,,Stefano Macina,Stefano Macina,Stefano Macina,Stefano Macina,Stefano Macina,Stefano Macina,,,,Stefano Macina,,,,male,1956-01-23,,Stefano,Stefano Macina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefano Macina,,,,,,,,,,,,
Q3991881,Tito Masi,,,,Tito Masi,Tito Masi,Tito Masi,,,Tito Masi,Tito Masi,Tito Masi,Tito Masi,Tito Masi,Tito Masi,,,,Tito Masi,,,,male,1949-01-20,,Tito,Tito Masi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tito Masi,,,,,,,,,,,,
Q40112930,Enrico Carattoni,Enrico Carattoni,,"Караттони, Энрико",Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,,Enrico Carattoni,,Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,,Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,Enrico Carattoni,"Караттони, Энрико",,male,1985-05-18,,Enrico,Enrico Carattoni,,,,,,,Enrico Carattoni,Enrico Carattoni,,,Enrico Carattoni,Enrico Carattoni,,,,,,,,,,,,,,,,Enrico Carattoni,,,,,Enrico Carattoni,,,,,,,,,,,Enrico Carattoni,,,,,,,Enrico Carattoni,恩里克·卡拉托尼,,,恩里科·卡拉托尼,,,,,,,,,,,,,エンリコ・カラットーニ,,Enrico Carattoni,,,,Enrico Carattoni,,Enrico Carattoni,Enrico Carattoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,Enrico Carattoni,,,,,,,,,,,,,,,,,Enrico Carattoni,,,,,,,,,,Enrico Carattoni,,,,,,,,,,,,
Q41978652,Carlo Franciosi,,,,,Carlo Franciosi,,,,,,,,Carlo Franciosi,Carlo Franciosi,,,,,,,,male,1935-04-01,,Carlo,Carlo Franciosi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlo Franciosi,,,,,,,,,,,,
Q42044386,Roberto Bucci,,,,Roberto Bucci,,,,,,,,,Roberto Bucci,Roberto Bucci,,,,,,,,male,"",,,Roberto Bucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roberto Bucci,,,,,,,,,,,,
Q42616674,Renzo Ghiotti,,,,Renzo Ghiotti,Renzo Ghiotti,,,,,,,,Renzo Ghiotti,Renzo Ghiotti,,,,,,,,male,1951-05-21,,,Renzo Ghiotti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renzo Ghiotti,,,,,,,,,,,,
Q42661397,Luciano Ciavatta,,,,,,,,,,,,,Luciano Ciavatta,Luciano Ciavatta,,,,,,,,male,1955-12-01,,,Luciano Ciavatta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luciano Ciavatta,,,,,,,,,,,,
Q4306853,Pier Natalino Mularoni,,,"Муларони, Пьер Наталино",Pier Natalino Mularoni,Pier Natalino Mularoni,Pier Natalino Mularoni,Pier Natalino Mularoni,,,,,,Pier Natalino Mularoni,Piero Natalino Mularoni,,,,,,"Муларони, Пьер Наталино",,male,1948-03-31,,Pier,Piero Natalino Mularoni,,,,,,,,,,,,,,,,,,,,,2011-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pier Natalino Mularoni,,,,,,,,,,,,
