id,name__ru,name__fr,name__en,name__uk,name__hr,name__de,name__nl,name__sh,name__nb,name__da,name__nn,name__sv,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__hr,wikipedia__ru,wikipedia__sh,wikipedia__uk,image,gender,birth_date,identifier__freebase,given_name,name__pl,name__pt,name__sr,name__es,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__sr,death_date,name__sl,name__zh,wikipedia__sl,wikipedia__zh,wikipedia__enwikiquote,wikipedia__hrwikiquote,identifier__EuroparlMEP,name__fi,wikipedia__fi,wikipedia__sv,name__sr_el,name__sr_ec,identifier__VIAF,name__bs,wikipedia__bs,wikipedia__nl,name__nan,name__lb,name__ko,name__be,name__oc,name__yo,name__ie,name__it,name__gl,name__et,name__ja,name__sq,name__el,name__ar,name__eo,name__sk,name__mn,name__tr,name__ca,name__be_tarask,name__la,name__cs,name__io,name__bg,name__ka,name__eu,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gl,wikipedia__ie,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mn,wikipedia__no,wikipedia__oc,wikipedia__sk,wikipedia__sq,wikipedia__tr,wikipedia__yo,wikipedia__zh_min_nan,family_name,wikipedia__srwikiquote,identifier__ISNI,identifier__LCAuth,identifier__SUDOC,identifier__NUKAT,identifier__GND,website,name__tw,wikipedia__commons,wikipedia__tw,wikipedia__bswikiquote,name__af,name__an,name__ast,name__bar,name__br,name__co,name__cy,name__fur,name__ga,name__gd,name__gsw,name__hu,name__is,name__li,name__lij,name__lmo,name__lt,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__vec,name__vls,name__wa,name__pt_br,name__he,name__vi,name__hy,name__id,wikipedia__cswikiquote,wikipedia__he,wikipedia__hy,wikipedia__id,wikipedia__lmo,wikipedia__simple,wikipedia__vi,identifier__Munzinger,wikipedia__hrwikisource,identifier__parlement,wikipedia__hu,original_wikiname,identifier__FAST,name__zh_hans,identifier__Britannica,name__ku,wikipedia__ku,name__en_ca,name__en_gb,name__bn,name__lv,wikipedia__bn,wikipedia__lt,wikipedia__lv,wikipedia__nn,identifier__IIAF,twitter,facebook,last_seen,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__mk,name__mk,identifier__IMDB,name__bm,name__de_at,name__de_ch,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,occupation,identifier__BNF,identifier__NKC,identifier__NLP,name__uz,wikipedia__hsb,name__hsb,identifier__google_knowledge,wikipedia__srwikinews,identifier__NSK,identifier__goodreads,identifier__CONOR,identifier__quora,name__te,name__ext,identifier__ioc_athlete,identifier__GTAA,identifier__ne_se,wikipedia__ast,identifier__BIBSYS,wikipedia__tl,name__aa,name__ace,name__ang,name__ay,name__bcl,name__bi,name__cdo,name__ceb,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__dsb,name__eml,name__ff,name__fj,name__fo,name__frr,name__fy,name__gn,name__got,name__gv,name__hak,name__haw,name__hif,name__hif_latn,name__ho,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__lo,name__ltg,name__map_bms,name__mh,name__mi,name__mo,name__mt,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__se,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__su,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__ts,name__tt,name__tt_latn,name__tum,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,wikipedia__itwikiquote,identifier__youtube,identifier__flickr,identifier__NTA,wikipedia__af
Q22160025,,Miro Kovač,Miro Kovač,Міро Ковач,Miro Kovač,Miro Kovač,Miro Kovač,Miro Kovač,,,,Miro Kovač,Miro Kovač,Miro Kovač,Miro Kovač,Miro Kovač,Miro Kovač,,Miro Kovač,Міро Ковач,https://upload.wikimedia.org/wikipedia/commons/8/8a/Miro_Kovač.JPG,male,1968-09-20,,Miro,Miro Kovač,Miro Kovač,,Miro Kovač,,Miro Kovač,,,,Miro Kovač,,,,,,,,,Miro Kovač,,,7619139,,,Miro Kovač,,,,,,,Miro Kovač,Miro Kovač,,,,,,,,,,,,,Miro Kovač,,,,,,,,,,,,,,,,,,,,Miro Kovač,,Miro Kovač,,,,Miro Kovač,,,,,,,,,,,,0000 0001 1591 7186,n2001153021,060396202,n02032818,,,Miro Kovač,Category:Miro Kovač,Miro Kovač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miro Kovač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,14506261s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244778671,
Q22246182,,Tomislav Panenić,Tomislav Panenić,Томіслав Паненич,Tomislav Panenić,,Tomislav Panenić,Tomislav Panenić,,,,,Tomislav Panenić,,,Tomislav Panenić,Tomislav Panenić,,Tomislav Panenić,Томіслав Паненич,https://upload.wikimedia.org/wikipedia/commons/e/ea/TomislavPanenic_final.jpg,male,1973-03-12,,Tomislav,Tomislav Panenić,,,,,Tomislav Panenić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22340127,,,Željko Glasnović,,Željko Glasnović,,Željko Glasnović,Željko Glasnović,,,,,Željko Glasnović,,Željko Glasnović,,Željko Glasnović,,Željko Glasnović,,,male,1954-02-24,,Željko,,,,,,,,,,,,,,Željko Glasnović,Željko Glasnović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Željko Glasnović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,military personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22677422,,Anton Kliman,Anton Kliman,Антон Кліман,Anton Kliman,,Anton Kliman,Anton Kliman,,,,,Anton Kliman,,,Anton Kliman,Anton Kliman,,Anton Kliman,Антон Кліман,https://upload.wikimedia.org/wikipedia/commons/b/b6/AntonKliman.jpg,male,1967-06-09,,Anton,Anton Kliman,,,,,Anton Kliman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22713351,,Slaven Dobrović,Slaven Dobrović,Славен Добрович,Slaven Dobrović,,Slaven Dobrović,Slaven Dobrović,,,,,Slaven Dobrović,,,Slaven Dobrović,Slaven Dobrović,,Slaven Dobrović,Славен Добрович,https://upload.wikimedia.org/wikipedia/commons/2/2a/SlavenDobrovic.jpg,male,1967-08-29,,Slaven,Slaven Dobrović,,,,,Slaven Dobrović,,,,Slaven Dobrović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q22916435,,Robert Podolnjak,Robert Podolnjak,,,,Robert Podolnjak,Robert Podolnjak,,,,,Robert Podolnjak,,Robert Podolnjak,,,,Robert Podolnjak,,https://upload.wikimedia.org/wikipedia/commons/0/08/Robert_Podolnjak.JPG,male,1958-06-03,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Podolnjak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2351745,Арсен Баук,Arsen Bauk,Arsen Bauk,Арсен Баук,Arsen Bauk,Arsen Bauk,Arsen Bauk,,,,,,Arsen Bauk,,Arsen Bauk,,Arsen Bauk,"Баук, Арсен",,Арсен Баук,https://upload.wikimedia.org/wikipedia/commons/8/80/Arsen_Bauk.jpg,male,1973-02-07,/m/0hrhwzp,Arsen,Arsen Bauk,,Арсен Баук,Arsen Bauk,,Arsen Bauk,,Арсен Баук,,Arsen Bauk,,,,,,,,,,Arsen Bauk,Арсен Баук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsen Bauk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Арсен Баук,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23659045,,Vlaho Orepić,Vlaho Orepić,Влахо Орепич,Vlaho Orepić,,Vlaho Orepić,,,,,,Vlaho Orepić,,,Vlaho Orepić,Vlaho Orepić,,,Влахо Орепич,https://upload.wikimedia.org/wikipedia/commons/f/f6/VlahoOrepic_final.jpg,male,1968-11-16,,Vlaho,Vlaho Orepić,,,,,Vlaho Orepić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q23908896,,,Đuro Popijač,,,,Đuro Popijač,,,,,,Đuro Popijač,,Đuro Popijač,,,,,,,male,1959-04-23,,,,,,,,,,,,,,,,,,,,,,,,305582749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 2140 1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đuro Popijač,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24055475,,,Peđa Grbin,,,,Peđa Grbin,,,,,,Peđa Grbin,,Peđa Grbin,,,,,,,male,1979-05-24,,Peđa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peđa Grbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25043794,,,Srđan Gjurković,,,,Srđan Gjurković,,,,,,Srđan Gjurković,,Srđan Gjurković,,,,,,,male,1964-09-25,,Srđan,,,,,,,,,,Srđan Gjurković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Srđan Gjurković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q25497953,,,Boris Lalovac,,Boris Lalovac,,Boris Lalovac,Boris Lalovac,,,,,Boris Lalovac,,Boris Lalovac,,Boris Lalovac,,Boris Lalovac,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Boris_Lalovac.jpg,male,1976-11-16,,Boris,Boris Lalovac,,,,,Boris Lalovac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris Lalovac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2590916,Милорад Пуповац,Milorad Pupovac,Milorad Pupovac,,Milorad Pupovac,,Milorad Pupovac,Milorad Pupovac,,,,,Milorad Pupovac,,Milorad Pupovac,,Milorad Pupovac,"Пуповац, Милорад",Milorad Pupovac,,https://upload.wikimedia.org/wikipedia/commons/d/dd/Pupovac.jpg,male,1955-11-05,/m/0h1bsb9,Milorad,Milorad Pupovac,,Милорад Пуповац,Milorad Pupovac,,Milorad Pupovac,,Милорад Пуповац,,Milorad Pupovac,,,,,,,,,,Milorad Pupovac,Милорад Пуповац,65546297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pupovac,Милорад Пуповац,0000 0000 2750 2810,n88020375,072861274,n2012146507,,,,Category:Milorad Pupovac,,,,,,,,,,,,,,Milorad Pupovac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Милорад Пуповац,1483826,,,,,,,,,,,,,,,Dr-Milorad-Pupovac-284379738398650,,,,,,,nm1301801,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2617559,"Пицула, Тонино",Tonino Picula,Tonino Picula,Тоніно Піцула,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,Tonino Picula,"Пицула, Тонино",Tonino Picula,Тоніно Піцула,https://upload.wikimedia.org/wikipedia/commons/e/e8/Tonino_picula.jpg,male,1961-08-31,/m/02rrjqh,Tonino,Tonino Picula,,,Tonino Picula,,Tonino Picula,,,,Tonino Picula,,,,,,112744,Tonino Picula,Tonino Picula,Tonino Picula,,,305532359,,,,,,,Таніна Піцула,,,,,,,トニノ・ピツラ,,,,,,,,,,,,,,,,,,,Таніна Піцула,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0004 2105 7946,,,,,,,Category:Tonino Picula,,,,,,,,,,,,,,Tonino Picula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonino Picula,,,,,,,,,,,,,,,TPicula,PiculaTonino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2618434,"Фришчич, Иосип",Josip Friščić,Josip Friščić,Йосип Фрішчич,Josip Friščić,Josip Friščić,Josip Friščić,Josip Friščić,,,,,Josip Friščić,,Josip Friščić,Josip Friščić,Josip Friščić,"Фришчич, Иосип",Josip Friščić,Йосип Фрішчич,https://upload.wikimedia.org/wikipedia/commons/d/da/Josip_Friščić_25-06-09.jpg,male,1949-08-15,/m/04lfc59,Josip,Josip Friščić,,,Josip Friščić,,Josip Friščić,,,2016-01-23,Josip Friščić,,,,,,,,,,,,,,,,,,,,,,,Josip Friščić,,,,,Γιόσιπ Φρίστσιτς,,,,,Josip Friscic,,,,,,,,,,,,,,,,,Γιόσιπ Φρίστσιτς,,,,,,,,,,,,,,,,,,,Josip Friscic,,,,,,,,,,,,Category:Josip Friščić,,,,,,,,,,,,,,Josip Friščić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josip Friščić,,,,,,Josip Friščić,,,,,,Josip Friščić,Josip Friščić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2618680,"Остоич, Ранко",Ranko Ostojić,Ranko Ostojić,Ранко Остоїч,Ranko Ostojić,Ranko Ostojić,Ranko Ostojić,Ranko Ostojić,,,,,Ranko Ostojić,,Ranko Ostojić,Ranko Ostojić,Ranko Ostojić,"Остоич, Ранко",Ranko Ostojić,Ранко Остоїч,https://upload.wikimedia.org/wikipedia/commons/a/a4/R_ostojic.jpg,male,1962-10-03,/m/05zn5cf,Ranko,Ranko Ostojić,,,,,Ranko Ostojić,,,,Ranko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,,Ranko Ostojić,,,,,,,,,,,,Ranko Ostojić,,,,,,,,,,,Ranko Ostojić,,,,Ranko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ranko Ostojić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2619574,Давор Божинович,Davor Božinović,Davor Božinović,Давор Божинович,Davor Božinović,,Davor Božinović,,,,,,Davor Božinović,,Davor Božinović,Davor Božinović,Davor Božinović,"Божинович, Давор",,Давор Божинович,https://upload.wikimedia.org/wikipedia/commons/0/04/20_obljetnica_osnivanja_OS_RH_Davor_Bozinovic_26052011_2.jpg,male,1961-12-27,/m/0g5r9th,Davor,Davor Božinović,,,,,Davor Božinović,,,,Davor Božinović,,,,,,,,,,,,,,,,,,,,,,,,,Davor Božinović,ダヴォル・ボジノヴィッチ,,,,,,,Davor Božinović,,,,,,,,,,,,,,,,,,,Davor Božinović,,,,,,,,,,,,,,,,,Davor Božinović,,,,,,,,,,,,Category:Davor Božinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Davor Božinović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2620544,Дражен Бошнякович,Dražen Bošnjaković,Dražen Bošnjaković,Дражен Бошнякович,Dražen Bošnjaković,,Dražen Bošnjaković,Dražen Bošnjaković,,,,,Dražen Bošnjaković,,Dražen Bošnjaković,,Dražen Bošnjaković,"Бошнякович, Дражен",Dražen Bošnjaković,Дражен Бошнякович,,male,1961-01-06,/m/0cmd7zc,Dražen,Dražen Bošnjaković,,,,,Dražen Bošnjaković,,,,Dražen Bošnjaković,,Dražen Bošnjaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bošnjaković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q266812,"Шукер, Иван",Ivan Šuker,Ivan Šuker,Іван Шукер,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,,,,,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,Ivan Šuker,"Шукер, Иван",Ivan Šuker,Іван Шукер,https://upload.wikimedia.org/wikipedia/commons/d/df/Ivan_Šuker.jpg,male,1957-11-12,/m/04zvrbp,Ivan,Ivan Šuker,,,Ivan Šuker,,Ivan Šuker,,,,Ivan Šuker,,Ivan Šuker,,,,,,,,,,,Ivan Šuker,Ivan Šuker,Ivan Šuker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Šuker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27537248,"Ковачич, Иван",,Ivan Kovačić,Іван Ковачич,Ivan Kovačić,,Ivan Kovačić,,,,,,Ivan Kovačić,,Ivan Kovačić,,Ivan Kovačić,"Ковачич, Иван (политик)",,Іван Ковачич,,male,1974-04-25,,Ivan,Ivan Kovačić,,,,,Ivan Kovačić,,,,Ivan Kovačić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kovačič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
