id,name__zh,name,wikipedia__zh,image,gender,family_name,name__zh_tw,wikipedia__commons,birth_date,name__en,name__es,wikipedia__en,name__de,name__fr,name__nan,wikipedia__zh_min_nan,identifier__VIAF,name__ja,wikipedia__ja,name__zh_hant,name__ko,wikipedia__de,wikipedia__enwikiquote,wikipedia__fr,name__zh_hans,name__zh_hk,name__id,name__vi,name__nds,name__vmf,name__en_ca,name__en_gb,name__nl,wikipedia__id,wikipedia__vi,identifier__freebase,identifier__LCAuth,name__it,name__pl,name__ru,name__ca,name__pt,wikipedia__ca,wikipedia__es,wikipedia__pl,wikipedia__pt,wikipedia__ru,name__yue,wikipedia__zh_yue,identifier__ISNI,identifier__NLA,wikipedia__it,wikipedia__ko,given_name,name__cdo,wikipedia__cdo,wikipedia__no,name__nb,wikipedia__wuu,name__wuu,original_wikiname,electoral_district,name__oc,identifier__SUDOC,name__gan_hans,name__gan_hant,name__gan,wikipedia__gan,name__tr,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,name__hu,identifier__NCL,last_seen,wikipedia__zhwikiquote,facebook,name__zh_cn,name__zh_mo,name__zh_my,name__zh_sg,name__sv,name__et,wikipedia__et,wikipedia__sv,wikipedia__tr,identifier__FAST,identifier__wikitree,occupation,website,name__ar,identifier__discogs,identifier__GND,identifier__NTA,wikipedia__hak,name__hak,name__ace,name__jv,name__su,identifier__BIBSYS,twitter,death_date,name__cy,identifier__OLID,wikipedia__simple,wikipedia__nl,identifier__NNDB,name__de_ch,name__lzh,wikipedia__zh_classical,identifier__NDL,identifier__Britannica,name__kana,wikipedia__ar,name__tl,identifier__Munzinger,name__ta,name__af,name__ms,name__gl,name__sh,name__fi,name__war,name__io,name__ka,name__th,name__mk,name__la,name__da,name__azb,name__he,name__lb,name__pt_br,name__sco,name__ilo,name__bcl,name__cs,name__fa,name__mai,name__ne,name__ro,name__uk,name__ur,name__eo,name__hi,name__mr,name__xmf,name__za,name__co,name__el,name__or,name__pa,name__is,name__lv,name__uz,name__eu,name__ast,wikipedia__af,wikipedia__ast,wikipedia__azb,wikipedia__bcl,wikipedia__cawikiquote,wikipedia__co,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__hi,wikipedia__hu,wikipedia__ilo,wikipedia__io,wikipedia__is,wikipedia__ka,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mai,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__oc,wikipedia__pa,wikipedia__ro,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__uk,wikipedia__ur,wikipedia__uz,wikipedia__war,wikipedia__xmf,wikipedia__za,wikipedia__zhwikinews,identifier__quora,identifier__NLI,identifier__NKC,wikipedia__plwikiquote,name__az,name__my,name__mg,name__an,name__ext,wikipedia__az,wikipedia__mg,wikipedia__my,wikipedia__zhwikisource,identifier__NLC,identifier__NUKAT,identifier__CANTIC,identifier__GTAA,name__yo,wikipedia__yo,name__bn,wikipedia__bn,name__sl,wikipedia__sl,identifier__IIAF,identifier__ioc_athlete,name__hy,name__nn,wikipedia__nn,wikipedia__te,name__te,identifier__NLAtrove
Q28418899,徐榛蔚,徐榛蔚,徐榛蔚,https://upload.wikimedia.org/wikipedia/commons/1/1f/立法委員徐榛蔚.jpg,female,,徐榛蔚,,1968-10-12,Hsu Chen-wei,,,,,,,,,,徐榛蔚,,,,,,,,,,,,,Chen-Wei Hsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,徐榛蔚,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28522108,周陳秀霞,周陳秀霞,周陳秀霞,https://upload.wikimedia.org/wikipedia/commons/5/51/Chou_Chen_Hsiu-Hsia-1-by_Ring_Chang_(cropped).jpg,female,Chen,周陳秀霞,,1958-01-14,Hsiu-Hsia Chou Chen,,,,,,,,,,周陳秀霞,,,,,,,,,,,,,Hsiu-Hsia Chou Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,周陳秀霞,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3846662,管碧玲,管碧玲,管碧玲,https://upload.wikimedia.org/wikipedia/commons/7/7b/Voa_chinese_Kuan_Bi-ling_17aug10_300.jpg,female,Guan,管碧玲,Category:Kuan Bi-ling,1956-12-09,Kuan Bi-ling,Kuan Bi-ling,Kuan Bi-ling,,,Koán Phek-lêng,Koán Phek-lêng,54006407,,,管碧玲,,,,,管碧玲,管碧玲,,,,,,,Kuan Bi-ling,,,,nr91034852,,,,,,,,,,,,,0000 0000 6417 2427,36694746,,,,,,,,,,Kuan Bi-ling,,,,,,,,,,,,Kuan Bi-ling,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3847080,賴清德,賴清德,賴清德,https://upload.wikimedia.org/wikipedia/commons/4/4c/Williamlai.jpg,male,Lai,賴清德,Category:William Lai,1959-10-06,William Lai,William Lai,William Lai,William Lai,William Lai,Loā Chheng-tek,Lōa Chheng-tek,317110244,頼清徳,頼清徳,賴清德,뢰청더,Lai Ching-te,William Lai,William Lai,赖清德,賴清德,,Lại Thanh Đức,,,,,William Lai,,Lại Thanh Đức,,no2015103983,,William Lai,"Лай, Уильям",,,,,William Lai,,"Лай, Уильям",賴清德,賴清德,,,,,William,,,,,,,,,,,,,,,Lai Ching-te,,,,William Lai,,,,chingte,,,,,,,,,Lai Ching-te,,,politician,,,,,,Lai Chhîn-tet,Lai Chhîn-tet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lai Ching-te,,,,,,,,,,,,,,Вільям Лай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lai Ching-te,,,,,,,,,,,,,,,,,Вільям Лай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4515439,張博雅,張博雅,張博雅,https://upload.wikimedia.org/wikipedia/commons/a/a0/監察院長_張博雅.jpg,female,Zhang,,Category:Chang Po-ya,1942-10-05,Chang Po-ya,Chang Po-ya,Chang Po-ya,Chang Po-ya,Chang Po-ya,,,199029445,,,,,Chang Po-ya,,,,,,,,,,,Chang Po-ya,,,,,,,Чжан Боя,,,,,,,Чжан Боя,,,,,,,,,,,,,,,,,,,,,,,,,,Chang Po-ya,,,,,,,,,,,,,,,,politician,,,,171196147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q453289,紀政,紀政,紀政,https://upload.wikimedia.org/wikipedia/commons/c/c6/2007NewYearHopeWalking_ChiCheng-1.jpg,female,Ji,紀政,Category:Chi Cheng (athlete),1944-03-15,Chi Cheng,Chi Cheng,Chi Cheng (athlete),Chi Cheng,Chi Cheng,Kí Chèng,Kí Chèng,55594269,紀政,紀政,紀政,,Chi Cheng (Leichtathletin),,Chi Cheng (athlétisme),纪政,紀政,,,,,,,Chi Cheng,,,/m/011_qf,n85214520,Chi Cheng,Chi Cheng,Цзи Чжэн,,Chi Cheng,,,Chi Cheng (lekkoatletka),Chi Cheng,Цзи Чжэн,,,0000 0000 2526 8151,,Chi Cheng (atleta),,,,,,,,,,,,,,,,,,,,,,,,,,纪政,,,纪政,Chi Cheng,,,Chi Cheng (friidrottare),,167004,,athletics competitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,צ'י צ'נג,,,,,,Čch' Čcheng,,,,,,,,,,,,,,,,,,,,,,,,,,,Ťi Čeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Či Čeng,Či Čeng (atletinja),63846,cheng-chi,,,,,,
Q465284,呂秀蓮,呂秀蓮,呂秀蓮,https://upload.wikimedia.org/wikipedia/commons/c/c0/Taiwan_Vice-President_Annette_Lu_(呂秀蓮副總統)_gives_a_speech_at_the_228_Memorial_in_Taipei.jpg,female,Lü,呂秀蓮,Category:Annette Lu,1944-06-07,Annette Lu,Annette Lu,Annette Lu,Annette Lu,Annette Lu,Lū Siù-liân,Lū Siù-liân,27868657,呂秀蓮,呂秀蓮,呂秀蓮,뤼슈롄,Annette Lu,Annette Lu,Annette Lu,吕秀莲,呂秀蓮,Annette Lu,,,,,,Annette Lu,Annette Lu,,/m/01rsww,n85377729,,Annette Lu,"Лу, Аннет",,,,Annette Lu,Annette Lu,,Люй Сюлянь,呂秀蓮,,0000 0001 1469 7150,,,뤼슈롄,Annette,Lṳ̄ Séu-lièng,Lṳ̄ Séu-lièng,Annette Lu,Annette Lu,,,,,,,,,,,,,,,Annette Lu,,,呂秀蓮,,吕秀莲,呂秀蓮,吕秀莲,吕秀莲,,,,,,173576,,politician,http://www.president.gov.tw/1_vice_president/e_layer2.html,أنيت مو,,118844202,182729257,,,,,,,,,,,,Annette Lu,620/000039503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q472310,謝長廷,謝長廷,謝長廷,https://upload.wikimedia.org/wikipedia/commons/e/ea/Frank_Hsieh.jpg,male,Xie,謝長廷,Category:Frank Hsieh,1946-05-18,Frank Hsieh,Frank Hsieh,Frank Hsieh,Hsieh Chang-ting,Frank Hsieh,Siā Tiông-têng,Siā Tiông-têng,25995421,謝長廷,謝長廷,謝長廷,셰창팅,Hsieh Chang-ting,Frank Hsieh,,谢长廷,謝長廷,Frank Hsieh,,,,,,Frank Hsieh,Frank Hsieh,,/m/01z3z3,n84015289,Frank Hsieh,Frank Hsieh,Се Чантин,,,,,Frank Hsieh,,Се Чантин,謝長廷,謝長廷,0000 0000 6348 391X,,Frank Hsieh,셰창팅,Frank,,,Frank Hsieh,Frank Hsieh,,,,,,,,,,,,,,,Frank Hsieh,,,謝長廷,,谢长廷,謝長廷,谢长廷,谢长廷,,,,,,132421,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Hsieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Hsieh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Hsieh,,,,,,,,,,,,,,,,,,,,,,,Frank Hsieh,Frank Hsieh,,,
Q4846081,蘇煥智,蘇煥智,蘇煥智,https://upload.wikimedia.org/wikipedia/commons/b/ba/Su_Huan-chih.jpg,male,Su,,Category:Su Huan-chih,1956-07-20,Su Huan-chih,,Su Huan-chih,,,,,182037094,,,蘇煥智,,,,,苏焕智,蘇煥智,,,,,,,Su Huan-chih,,,,n2011052871,,,,,,,,,,,,,0000 0003 5618 0541,,,,,,,,,,,,,,,,,,,,,,,,,,蘇煥智,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50410542,陳碧涵,陳碧涵,,,female,,陳碧涵,,,,,,,,,,,,,陳碧涵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50413814,詹凱臣,詹凱臣,,,,,詹凱臣,,,,,,,,,,,,,詹凱臣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5067753,蔡同荣,蔡同荣,蔡同榮,https://upload.wikimedia.org/wikipedia/commons/4/4a/2008_CIPFG_Global_Human_Rights_Torch_Relay_in_Taiwan_Taipei_City_Stage_Trong_Tsai.jpg,male,Cai,蔡同榮,Category:Chai Trong-rong,1935-06-13,Chai Trong-rong,Chai Trong-rong,Chai Trong-rong,,Chai Trong-rong,Chhòa Tông-êng,,52987323,蔡同栄,蔡同栄,,,,,,,蔡同榮,,,,,Chai Trong-rong,Chai Trong-rong,Chai Trong-rong,,,,n80071136,,,,,,,Chai Trong-rong,,,,蔡同榮,,0000 0000 2149 7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡同荣,,,蔡同荣,,,,,,56113,,politician,,,,,072962550,,Chhai Thùng-yùng,,,,,,2014-01-11,Chai Trong-rong,,,,,,蔡同榮,,,,さい どうえい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,চাই ত্ররং-রং,চাই ত্ররং-রং,,,,,,,,,,
Q5071676,張通榮,張通榮,張通榮,https://upload.wikimedia.org/wikipedia/commons/f/ff/Zhang_Tung-Rong.jpg,male,Zhang,,,1949-02-04,Chang Tong-rong,Chang Tong-rong,Chang Tong-rong,,Chang Tong-rong,,,,,,,,,,,,,,,,,,,Chang Tong-rong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chang Tong-rong,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5071677,張道藩,張道藩,張道藩,https://upload.wikimedia.org/wikipedia/commons/7/72/Zhang_Daofan.jpg,male,Zhang,,Category:Zhang Daofan,1897-07-12,Chang Tao-fan,Chang Tao-fan,Chang Tao-fan,,,,,21126524,張道藩,張道藩,,,,,,,,,,,,,,Chang Tao-fan,,,/m/0gvtkg6,n85230919,,,,,,,,,,,,,0000 0000 6359 9402,36639510,,,,,,,,,,,,,,,,,,,,,,Chang Tao-fan,000000006,,,,,,,,,,,,,163822,,politician,,,,1062725050,153232455,,,,,,,,1967-06-12,,OL4900960A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353636
Q5090717,陳其邁,陳其邁,陳其邁,https://upload.wikimedia.org/wikipedia/commons/e/e4/Chen_Chi-Mai_from_VOA_(1).jpg,male,Chen,陳其邁,Category:Chen Chi-Mai,1964-12-23,Chen Chi-mai,Chen Chi-mai,Chen Chi-mai,,Chen Chi-mai,Tân Kî-māi,Tân Kî-māi,96846698,,,陳其邁,,,,,,,,,,,,,Chen Chi-mai,,,,no2009125349,,,,,,,,,,,,,,,,,,,,,,,,Chen Chi-mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5090859,陳明文,陳明文,陳明文,https://upload.wikimedia.org/wikipedia/commons/1/19/DPP_LongForever2007_MWChen.jpg,male,Chen,陳明文,Category:Chen Ming-wen,1955-05-13,Chen Ming-Wen,Chen Ming-Wen,Chen Ming-wen,,Chen Ming-Wen,Tân Bêng-bûn,Tân Bêng-bûn,,陳明文,陳明文,陳明文,,,,,,,,,,,,,Chen Ming-wen,,,/m/0g5rfb_,,,,,,,,,,,,,,,,,,,,,,,,,Chen Ming-wen,,,,,,,,,,,,Chen Ming-Wen,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5091210,鄭志龍,鄭志龍,鄭志龍,,male,Zheng,,,1969-08-29,Cheng Chih-Lung,Cheng Chih-Lung,Cheng Chih-lung (basketball),,Cheng Chih-Lung,,,,鄭志龍,鄭志龍,,,,,,,,,,,,,,Cheng Chih-Lung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basketball player,,تشنغ تشي لانغ,,,,,,,,,,,,,,,,,,,,,,,تشنغ تشي لانغ (كرة سلة),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5091239,鄭麗文,鄭麗文,鄭麗文,https://upload.wikimedia.org/wikipedia/commons/0/05/Cheng_Li-wen.jpg,female,Zheng,,Category:Cheng Li-wen,1969-11-12,Cheng Li-wen,Cheng Li-wen,Cheng Li-wen,,Cheng Li-wen,,,,,,,,,,,,,,,,,,,Cheng Li-wen,,,,,,,,,,,Cheng Li-wen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cheng Li-wen,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5095206,江丙坤,江丙坤,江丙坤,https://upload.wikimedia.org/wikipedia/commons/b/b4/Chiang_Pin-kung_by_VOA.jpg,male,Jiang,,Category:Chiang Pin-kung,1932-12-16,Chiang Pin-kung,Chiang Pin-kung,Chiang Pin-kung,,Chiang Pin-kung,,,315952154,江丙坤,江丙坤,,,,Chiang Pin-kung,,,,,,,,,,Chiang Pin-kung,,,,,,Chiang Pin-kung,,,,,,Chiang Pin-kung,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiang Pin-kung,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5102553,邱毅,邱毅,邱毅,https://upload.wikimedia.org/wikipedia/commons/9/96/Voa_chinese_Chiu_Yi_9jun09.jpg,male,Qiu,,Category:Chiu Yi,1956-05-08,Chiu Yi,Chiu Yi,Chiu Yi,Chiu Yi,Chiu Yi,,,,邱毅,,,구의,,,,,,,,,,,,Chiu Yi,,,,,,,,,,,,,,,,,,,,,,,,,,邱毅,邱毅,,,,,,,,,,,,,Chiu Yi,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5105427,周錫瑋,周錫瑋,周錫瑋,https://upload.wikimedia.org/wikipedia/commons/f/f2/2008TourDeTaiwan_TaipeiCounty_PressConference_Hsi-wei_Chou.jpg,male,Zhou,,Category:Chou Hsi-wei,1958-03-11,Chou Hsi-wei,Chou Hsi-wei,Chou Hsi-wei,,Chou Hsi-wei,,,,,,,,,,,,,,,,,,,Chou Hsi-wei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chou Hsi-wei,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q517151,賴幸媛,賴幸媛,賴幸媛,https://upload.wikimedia.org/wikipedia/commons/c/c4/Lai_Shin-yuan_by_VOA.jpg,female,Lai,,Category:Lai Shin-yuan,1956-11-09,Lai Shin-Yuan,Lai Shin-Yuan,Lai Shin-yuan,Lai Shin-yuan,Lai Shin-Yuan,,,,,,賴幸媛,,Lai Shin-yuan,,,赖幸媛,賴幸媛,,,,,,,Lai Shin-Yuan,,,/m/05p17x7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lai Shin-Yuan,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5366551,馮滬祥,馮滬祥,馮滬祥,,male,Féng,,,1948-05-08,Elmer Fung,Elmer Fung,Elmer Fung,Elmer Fung,Elmer Fung,,,70258590,,,,,,,,,,,,,,,,Elmer Fung,,,,n81119595,Elmer Fung,,Элмер Фэн,,,,,,,,,,0000 0000 6342 7758,,,,Elmer,,,,,,,,,,,,,,,,,,,Elmer Fung,000002406,,,,,,,,,,,,,80843,,politician,,,,1014158915,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5371883,蔣孝嚴,蔣孝嚴,蔣孝嚴,https://upload.wikimedia.org/wikipedia/commons/2/2e/2006KwangHwaComputerMarketRelaunch_JohnHYChiang.jpg,male,Jiang,,Category:John Chiang (Taiwan),1941-05-02,Chiang Hsiao-yen,John Chiang,Chiang Hsiao-yen,John Chiang,John Chiang,,,16034849,蒋孝厳,,蔣孝嚴,장샤오옌,,,,蒋孝严,蔣孝嚴,,Tưởng Hiếu Nghiêm,,,,,John Chiang,,,,n78081959,,John Chiang,Цзян Сяоянь,,,,,,,,,,0000 0000 6680 650X,36595101,,장샤오옌,John,,,,John Chiang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438465,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Chiang,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5386280,朱立伦,朱立伦,朱立倫,https://upload.wikimedia.org/wikipedia/commons/e/e5/LiLuan_Chu.png,male,Zhu,朱立倫,Category:Eric Chu,1961-06-07,Eric Chu,Eric Chu,Eric Chu,Eric Chu,Eric Chu,Chu Li̍p-lûn,Chu Li̍p-lûn,170543548,朱立倫,朱立倫,朱立倫,주입륜,Eric Chu,Eric Chu,Eric Chu,朱立伦,朱立倫,Eric Chu,Chu Lập Luân,,,,,Eric Chu,Eric Chu,Chu Lập Luân,/m/05249f0,n2011029719,,Eric Chu,Чжу Лилунь,,,,Eric Chu,Eric Chu,,Чжу Лилунь,朱立倫,朱立倫,,,,주리룬,Eric,,,Eric Chu,Eric Chu,朱立伦,朱立伦,,,,,,,朱立倫,朱立倫,,,,,,,,朱立伦,,朱立伦,朱立倫,朱立伦,朱立伦,,,,,,,,university teacher,,,,,,Chû Li̍p-lùn,Chû Li̍p-lùn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Չժու Լիլուն,,,,,
Q56159332,,Pi-Han Chen,,,female,,,,,Pi-Han Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q57838,吳敦義,吳敦義,吳敦義,https://upload.wikimedia.org/wikipedia/commons/3/30/Wu_Den-yih_VOA.jpg,male,Wu,,Category:Wu Den-yih,1948-01-30,Wu Den-yih,Wu Den-yih,Wu Den-yih,Wu Den-yih,Wu Den-yih,Ngô͘ Tun-gī,Ngô͘ Tun-gī,,呉敦義,呉敦義,,우둔이,Wu Den-yih,Wu Den-yih,Wu Den-yih,,,Wu Den-yih,Ngô Đôn Nghĩa,,,,,Wu Den-yih,Wu Den-yih,Ngô Đôn Nghĩa,/m/04gw6m8,,,Wu Den-yih,У Дуньи,Wu Den-yih,,,Wu Den-yih,Wu Den-yih,,У Дуньи,,,,,,우둔이,,,,,,,,,,Wu Den-yih,,,,,,Wu Den-yih,,,,Vu Tun-ji,,,吳敦義,,,,,,Wu Den-yih,,,Wu Den-yih,Wu Den-yih,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wu Den-yih,,,,,,,,,,,,,,,,,,,,,,,,,,Γου Ντεν-γι,,,,,,,,,,,,,,,,Γου Ντεν-γι,,,,,,,,,,Wu Den-yih,,,,,,,,,,Wu Den-yih,,,,,,,,,,,,,,,,,,,,Wu Den-yih,,,,,,,,,,,,,,Wu Den-yih,Wu Den-yih,,,,,,,,,,,,
