id,name__de,name__fr,name__nl,name__en,name__en_gb,name__ro,name,wikipedia__de,wikipedia__en,gender,birth_date,given_name,original_wikiname,name__it,name__es,name__nb,name__da,name__nn,name__sv,name__fi,wikipedia__fi,name__pl,wikipedia__pl,wikipedia__fr,wikipedia__sv,identifier__VIAF,identifier__LCAuth,identifier__freebase,identifier__SUDOC,identifier__ISNI,identifier__GND,identifier__BNF,wikipedia__es,name__nds,name__en_ca,name__ca,name__oc,name__ru,wikipedia__ru,name__af,name__el,name__pt,name__et,name__tr,wikipedia__af,wikipedia__el,wikipedia__et,wikipedia__pt,wikipedia__tr,image,wikipedia__it,wikipedia__zh,name__zh,wikipedia__ar,name__ar,name__cy,death_date,name__id,name__sr,name__qu,name__fa,name__ka,name__xmf,name__la,wikipedia__ca,wikipedia__commons,wikipedia__fa,wikipedia__id,wikipedia__ka,wikipedia__la,wikipedia__nl,wikipedia__oc,wikipedia__qu,wikipedia__sr,wikipedia__xmf,identifier__NTA,facebook,name__ko,name__yo,name__gl,name__ja,name__io,wikipedia__da,wikipedia__gl,wikipedia__io,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__yo,wikipedia__simple,family_name,name__de_ch,name__be,name__br,name__cs,name__bg,name__hr,name__uk,name__he,name__mr,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__cs,wikipedia__he,wikipedia__hr,wikipedia__mr,wikipedia__uk,name__mg,wikipedia__mg,name__fy,wikipedia__ro,identifier__NKC,website,identifier__FAST,name__hu,identifier__GTAA,last_seen,wikipedia__ckb,name__ckb,identifier__Britannica,occupation,identifier__ne_se,identifier__NLI,identifier__BIBSYS,wikipedia__ast,name__ast,identifier__SELIBR,name__sl,identifier__bigenc_ru,wikipedia__vi,name__vi,name__hy
Q57834,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,,,Nahas Angula,Nahas Angula,Nahas Angula,male,1943-08-22,,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,276866531,n89130943,/m/05j6n0,,0000 0000 2916 3285,170971333,,Nahas Angula,,,Nahas Angula,Nahas Angula,Нахас Ангула,"Ангула, Нахас",Nahas Angula,Ναχάς Άνγκουλα,,Nahas Angula,Nahas Angula,Nahas Angula,Ναχάς Άνγκουλα,Nahas Angula,,Nahas Angula,https://upload.wikimedia.org/wikipedia/commons/8/81/Nahas_Angula.jpg,Nahas Angula,纳哈斯·安古拉,纳哈斯·安古拉,ناهاس أنكولا,ناهاس أنكولا,,,Nahas Angula,,,ناهاس آنگولا,,,,,,ناهاس آنگولا,Nahas Angula,,,Nahas Angula,,,,,271586923,,나하스 앙굴라,Nahas Angula,Nahas Angula,ナハス・アングラ,Nahas Angula,Nahas Angula,Nahas Angula,Nahas Angula,ナハス・アングラ,나하스 앙굴라,Nahas Angula,Nahas Angula,Nahas Angula,,,,,,,,,,,,,,,,,,,,,,,,,,Nahas Angula,,,,,,politician,,,2016397,,,,Nahas Angula,,,,
Q58304,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,,,Utoni Nujoma,Utoni Nujoma,Utoni Nujoma,male,1952-09-08,,Utoni Nujoma,,Utoni Nujoma,,,,,,,,,,,,,/m/03hgyz8,,,,,,,,Utoni Nujoma,Utoni Nujoma,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/38/Utoni_Nujoma_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utoni Nujoma,,,,,,politician,,,,,,,Utoni Nujoma,,,,
Q596524,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,,,Anton von Wietersheim,Anton von Wietersheim,Anton von Wietersheim,male,1951-06-10,Anton,Anton Von Wietersheim,,Anton von Wietersheim,,,,,,,,,,,,,/m/080gplh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anton von Wietersheim,,,,,,politician,,,,,,,Anton von Wietersheim,,,,
Q5987039,Ida Hoffmann,Ida Hoffmann,Ida Hoffmann,Ida Hoffmann,,,Ida Hoffmann,,Ida Hoffmann,female,1947-09-16,Ida,Ida Hoffmann,Ida Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoffmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Ida Hoffmann,,,,
Q5992796,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,,,Ignatius Shixwameni,Ignatius Shixwameni,Ignatius Shixwameni,male,1966-09-04,Ignatius,Ignatius Shixwameni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Ignatius Shixwameni,,,,
Q6004709,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,,,Immanuel Ngatjizeko,Immanuel Ngatjizeko,Immanuel Ngatjizeko,male,1952-05-30,Immanuel,Immanuel Ngatjizeko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c9/ImmanuelNgatjizeko.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Immanuel Ngatjizeko,,,,
Q6180695,Jeremia Nambinga,Jeremia Nambinga,Jeremia Nambinga,Jeremia Nambinga,,,Jeremia Nambinga,,Jeremia Nambinga,male,1946-12-13,,Jeremiah Nambinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jeremia Nambinga,,,,
Q6183543,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,,,Jerry Ekandjo,Jerry Ekandjo,Jerry Ekandjo,male,1947-03-17,Jerry,Jerry Ekandjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jerry Ekandjo,,,,
Q6213626,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,,,Joel Kaapanda,Joel Kaapanda,Joel Kaapanda,male,1945-06-12,Joel,Joel Kaapanda,,,,,,,,,,,,,315535037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Joel Kaapanda,,,,
Q6215487,Johan de Waal,Johan de Waal,Johan de Waal,Johan de Waal,,,Johan de Waal,,Johan de Waal,male,1949-09-17,Johan,Johan De Waal,,Johan de Waal,,,,,,,Johan de Waal,Johan de Waal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johan de Waal,,,,,,politician,,,,,,,Johan de Waal,,,,
Q6250020,John Mutorwa,John Mutorwa,John Mutorwa,John Mutorwa,,,John Mutorwa,Johannes Mutorwa,John Mutorwa,male,1957-08-17,John,Johannes Mutorwa,,,,,,,,,John Mutorwa,John Mutorwa,,,4586670,no2001087329,,176959963,0000 0000 5217 5364,1018819118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343278456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,John Mutorwa,,,,
Q6251837,John Pandeni,John Pandeni,John Pandeni,John Pandeni,,,John Pandeni,,John Pandeni,male,1950-07-30,John,John Pandeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,John Pandeni,,,,
Q6315133,Jurie Viljoen,Jurie Viljoen,Jurie Viljoen,Jurie Viljoen,,,Jurie Viljoen,,Jurie Viljoen,male,1942-05-14,,Jurie Viljoen,,,,,,,,,Jurie Viljoen,Jurie Viljoen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Jurie Viljoen,,,,
Q6353463,Kalla Gertze,Kalla Gertze,Kalla Gertze,Kalla Gertze,,,Kalla Gertze,,Kalla Gertze,male,1960,Kalla,Kalla Gertze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Kalla Gertze,,,,
Q6361702,,Kandy Nehova,Kandy Nehova,Kandy Nehova,,,Kandy Nehova,,Kandy Nehova,male,,,Kandy Nehova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Kandy Nehova,,,,
Q6378456,Katuutire Kaura,Katuutire Kaura,Katuutire Kaura,Katuutire Kaura,,,Katuutire Kaura,Katuutire Kaura,Katuutire Kaura,male,1941-02-03,,Katuutire Kaura,,Katuutire Kaura,,,,,Katuutire Kaura,Katuutire Kaura,,,,,,,,,,,,,,,,,"Каура, Катуутире","Каура, Катуутире",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katuutire Kaura,,,,,,politician,,,,,,,Katuutire Kaura,,,,
Q6433172,Kosie Pretorius,Kosie Pretorius,Kosie Pretorius,Kosie Pretorius,,,Kosie Pretorius,Kosie Pretorius,Kosie Pretorius,male,1935-09-05,,Kosie Pretorius,,,Kosie Pretorius,Kosie Pretorius,Kosie Pretorius,Kosie Pretorius,,,Kosie Pretorius,Kosie Pretorius,,,48901517,,,,0000 0000 5333 9156,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Kosie Pretorius,,,,
Q6499194,,Laura McLeod-Katjirua,Laura McLeod-Katjirua,Laura McLeod-Katjirua,,,Laura McLeod-Katjirua,,Laura McLeod-Katjirua,female,,Laura,Laura McLeod,,Laura McLeod-Katjirua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura McLeod-Katjirua,,,,,,politician,,,,,,,Laura McLeod-Katjirua,,Laura McLeod-Katjirua,Laura McLeod-Katjirua,
Q6521510,Lempy Lucas,Lempy Lucas,,Lempy Lucas,,,Lempy Lucas,,Lempy Lucas,female,1961-11-07,,Lempy Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Lempy Lucas,,Lempy Lucas,Lempy Lucas,
Q6524722,Leon Jooste,Leon Jooste,Leon Jooste,Leon Jooste,,,Leon Jooste,Leon Jooste,Leon Jooste,male,1969-02-18,Leon,Leon Jooste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Leon Jooste,,,,
Q654433,Theo-Ben Gurirab,Theo-Ben Gurirab,Theo-Ben Gurirab,Theo-Ben Gurirab,,,Theo-Ben Gurirab,Theo-Ben Gurirab,Theo-Ben Gurirab,male,1939-01-23,Theo,Theo-Ben Gurirab,Theo-Ben Gurirab,Theo-Ben Gurirab,,,,,,,Theo-Ben Gurirab,Theo-Ben Gurirab,Theo-Ben Gurirab,,38904226,nb2007021849,/m/0235vp,,,,,Theo-Ben Gurirab,,,,,"Гурираб, Тео-Бен","Гурираб, Тео-Бен",Theo-Ben Gurirab,,Theo-Ben Gurirab,,Theo-Ben Gurirab,Theo-Ben Gurirab,,,Theo-Ben Gurirab,Theo-Ben Gurirab,https://upload.wikimedia.org/wikipedia/commons/6/6d/Theo-Ben_Gurirab_(cropped)_02.jpg,Theo-Ben Gurirab,西奥-本·古里拉布,西奥-本·古里拉布,ثيو بن غوريراب,ثيو بن غوريراب,,2018-07-14,Theo-Ben Gurirab,,,,,,Theo-Ben Gurirab,,Category:Theo-Ben Gurirab,,Theo-Ben Gurirab,,Theo-Ben Gurirab,Theo-Ben Gurirab,,,,,350420459,,,,,テオ＝ベン・グリラブ,,,,,,,,,Theo-Ben Gurirab,,,,,,,,,,,,,,,,,,,,,,,,,,Theo-Ben Gurirab,,,,,,politician,,,,,,,Theo-Ben Gurirab,,,,
Q6668091,Loide Kasingo,Loide Kasingo,Loide Kasingo,Loide Kasingo,,,Loide Kasingo,,Loide Kasingo,female,1954-02-17,,Loide Kasingo,,Loide Kasingo,,,,,,,,,,,,,/m/04_0lls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,Loide Kasingo,,Loide Kasingo,Loide Kasingo,
Q6696621,Lucia Basson,Lucia Basson,Lucia Basson,Lucia Basson,,,Lucia Basson,,Lucia Basson,female,1953-03-20,Lucia,Lucia Basson,Lucia Basson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Lucia Basson,,,,
Q6696677,Lucia Witbooi,Lucia Witbooi,Lucia Witbooi,Lucia Witbooi,,,Lucia Witbooi,,Lucia Witbooi,female,1961,Lucia,Lucia Witbooi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Witbooi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Lucia Witbooi,,,,
Q6703131,Nora Schimming-Chase,Nora Schimming-Chase,Nora Schimming-Chase,Nora Schimming-Chase,,,Nora Schimming-Chase,Nora Schimming-Chase,Nora Schimming-Chase,female,1940-12-01,Nora,Nora Schimming-Chase,,Nora Schimming-Chase,,,,,,,Nora Schimming-Chase,Nora Schimming-Chase,Nora Schimming-Chase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nora Schimming-Chase,,,,,,journalist,,,,,,,Nora Schimming-Chase,,Nora Schimming-Chase,Nora Schimming-Chase,
Q6801574,McHenry Venaani,McHenry Venaani,McHenry Venaani,McHenry Venaani,,,McHenry Venaani,McHenry Venaani,McHenry Venaani,male,1977-09-08,,McHenry Venaani,,,,,,,,,,,,,,,,,,,,,,,,,"Венаани, Макгенри","Венаани, Макгенри",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,McHenry Venaani,,,,
Q6830689,Michael Goreseb,Michael Goreseb,Michael Goreseb,Michael Goreseb,,,Michael Goreseb,,Michael Goreseb,male,1955-04-22,Michael,Michael Goreseb,Michael Goreseb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Michael Goreseb,,,,
Q6893357,Mohammed Stuart,Mohammed Stuart,Mohammed Stuart,Mohammed Stuart,,,Mohammed Stuart,,Mohammed Stuart,male,,Mohammed,Mohammed Stuart,Mohammed Stuart,Mohammed Stuart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuart,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Stuart,,,,,,politician,,,,,,,Mohammed Stuart,,,,
Q6915685,Moses Amweelo,Moses Amweelo,Moses Amweelo,Moses Amweelo,,,Moses Amweelo,,Moses Amweelo,male,1952-05-25,Moses,Moses Amweelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Moses Amweelo,,,,
Q6963533,Nangolo Ithete,Nangolo Ithete,Nangolo Ithete,Nangolo Ithete,,,Nangolo Ithete,,Nangolo Ithete,male,1941,,Nangolo Ithete,Nangolo Ithete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Nangolo Ithete,,,,
Q7142064,Pashukeni Shoombe,Pashukeni Shoombe,Pashukeni Shoombe,Pashukeni Shoombe,,,Pashukeni Shoombe,,Pashukeni Shoombe,female,1936-12-12,,Pashukeni Shoombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Pashukeni Shoombe,,,,
Q7153647,Paul Smit,Paul Smit,Paul Smit,Paul Smit,,,Paul Smit,,Paul Smit,male,1953,Paul,Paul Smit,,,,,,,,,Paul Smit,Paul Smit,,,,,/m/05mz49m,,,,,,,,,,,,,,,,,,,,,,,,,,,بول سميت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Smit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Paul Smit,,,,
Q7155397,Paulus Kapia,Paulus Kapia,Paulus Kapia,Paulus Kapia,,,Paulus Kapia,,Paulus Kapia,male,1967-09-18,Paulus,Paulus Kapia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Paulus Kapia,,,,
Q7176022,Peter Mweshihange,Peter Mweshihange,Peter Mweshihange,Peter Mweshihange,,,Peter Mweshihange,,Peter Mweshihange,male,1930-05-05,Peter,Peter Mweshihange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/75/Peter_Mweshihange_(1976).jpg,,,,,,,1998-03-20,,,,,,,,,Category:Peter Mueshiange,,,,,,,,,,,,,,,ピーター・ムウェシハンゲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,Peter Mweshihange,,,,
Q7176042,Peter Naholo,Peter Naholo,Peter Naholo,Peter Naholo,,,Peter Naholo,,Peter Naholo,male,,Peter,Peter Naholo,Peter Naholo,,,,,,,,,,,,,,/m/0dgr3_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Peter Naholo,,,,
Q7177401,Peter Tsheehama,Peter Tsheehama,,Peter Tsheehama,,,Peter Tsheehama,Peter Tsheehama,Peter Tsheehama,male,1941-03-31,Peter,Peter Tsheehama,Peter Tsheehama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Peter Tsheehama,,,,
Q7178820,Petrina Haingura,Petrina Haingura,Petrina Haingura,Petrina Haingura,,,Petrina Haingura,,Petrina Haingura,female,1959-07-27,Petrina,Petrina Haingura,Petrina Haingura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Petrina Haingura,,,,
Q7179209,Petrus Iilonga,Petrus Iilonga,Petrus Iilonga,Petrus Iilonga,,,Petrus Iilonga,,Petrus Iilonga,male,1947-01-08,Petrus,Petrus Iilonga,Petrus Iilonga,,,,,,,,,,,,,,/m/03nr3v4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,Petrus Iilonga,,,,
Q7179569,Peya Mushelenga,Peya Mushelenga,Peya Mushelenga,Peya Mushelenga,,,Peya Mushelenga,,Peya Mushelenga,male,,,Peya Mushelenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peya Mushelenga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Peya Mushelenga,,,,
Q7183020,Philemon Moongo,Philemon Moongo,Philemon Moongo,Philemon Moongo,,,Philemon Moongo,,Philemon Moongo,male,1943-04-11,Philemon,Phillemon Moongo,Philemon Moongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Philemon Moongo,,,,
Q7192737,Piet van der Walt,Piet van der Walt,Piet van der Walt,Piet van der Walt,,,Piet van der Walt,,Piet van der Walt,male,1966-01-14,Piet,Piet van der Walt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Piet van der Walt,,,,
Q7207751,Pohamba Shifeta,Pohamba Shifeta,Pohamba Shifeta,Pohamba Shifeta,,,Pohamba Shifeta,,Pohamba Shifeta,male,1968-03-27,,Pohamba Shifeta,Pohamba Shifeta,Pohamba Shifeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ポハンバ・シフェタ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pohamba Shifeta,,,,,,politician,,,,,,,Pohamba Shifeta,,,,
Q7245580,Priscilla Beukes,Priscilla Beukes,Priscilla Beukes,Priscilla Beukes,,,Priscilla Beukes,,Priscilla Beukes,female,,Priscilla,Priscilla Beukes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Priscilla Beukes,,,,
Q7301844,,Rebecca Ndjoze-Ojo,Rebecca Ndjoze-Ojo,Rebecca Ndjoze-Ojo,,,Rebecca Ndjoze-Ojo,,Rebecca Ndjoze-Ojo,female,1956-03-18,Rebecca,Rebecca Ndjoze-Ojo,,Rebecca Ndjoze-Ojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebecca Ndjoze-Ojo,,,,,,politician,,,,,,,Rebecca Ndjoze-Ojo,,Rebecca Ndjoze-Ojo,Rebecca Ndjoze-Ojo,
Q7308219,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,,,Reggie Diergaardt,,Reggie Diergaardt,male,1957-09-09,Reggie,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,Reggie Diergaardt,,,Reggie Diergaardt,Reggie Diergaardt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reggie Diergaardt,,,,,,politician,,,,,,,Reggie Diergaardt,,,,
Q7326987,Richard Kamwi,Richard Kamwi,Richard Kamwi,Richard Kamwi,,,Richard Kamwi,Richard Kamwi,Richard Kamwi,male,1950-03-10,Richard,Richard Kamwi,,Richard Kamwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Kamwi,,,,,,politician,,,,,,,Richard Kamwi,,,,
Q7326990,Richard Kapelwa Kabajani,Richard Kapelwa Kabajani,Richard Kapelwa Kabajani,Richard Kapelwa Kabajani,,,Richard Kapelwa Kabajani,Richard Kapelwa Kabajani,Richard Kapelwa Kabajani,male,1943,Richard,Richard Kapelwa Kabajani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Richard Kapelwa Kabajani,,,,
Q7377428,Rudolph Kamburona,Rudolph Kamburona,Rudolph Kamburona,Rudolph Kamburona,,,Rudolph Kamburona,,Rudolph Kamburona,male,,Rudolph,Rudolf Kamburona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Rudolph Kamburona,,,,
