id,name__de,name__en,name__sv,name__es,name__fr,name__nl,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__sv,gender,birth_date,given_name,original_wikiname,name__zh_hans,name__zh_hant,name__zh_hk,name__id,name__pl,name__el,name__he,name__ru,name__ms,name__fi,name__zh,name__cy,name__zh_cn,wikipedia__el,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__id,wikipedia__ms,wikipedia__pl,wikipedia__ru,wikipedia__zh,identifier__VIAF,identifier__LCAuth,death_date,identifier__freebase,identifier__Britannica,name__eu,name__tr,name__yo,name__uk,name__et,name__nb,name__ja,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__ja,wikipedia__no,wikipedia__tr,wikipedia__uk,wikipedia__yo,image,identifier__NLAtrove,identifier__FAST,identifier__SUDOC,name__zh_sg,name__zh_tw,name__ko,name__gl,name__pt,name__bi,name__sr_el,name__sr_ec,name__war,name__tpi,name__da,name__bn,name__sr,name__nn,wikipedia__bi,wikipedia__bn,wikipedia__da,wikipedia__gl,wikipedia__ko,wikipedia__nl,wikipedia__pt,wikipedia__sr,wikipedia__tpi,wikipedia__war,name__ca,name__oc,identifier__ISNI,identifier__GND,identifier__NTA,identifier__BNF,identifier__catholic_hierarchy,name__it,name__sh,wikipedia__sh,family_name,identifier__Munzinger,name__cs,name__vi,wikipedia__cs,wikipedia__vi,name__bg,wikipedia__bg,name__ro,wikipedia__ro,name__en_ca,name__en_gb,wikipedia__commons,identifier__AuDB,name__ar,wikipedia__ar,name__th,name__is,name__fa,wikipedia__fa,wikipedia__is,wikipedia__it,wikipedia__simple,wikipedia__th,occupation,wikipedia__hi,name__hi,name__qu,wikipedia__qu,name__la,wikipedia__la,identifier__snac,wikipedia__srwikinews,name__hy,wikipedia__hy,wikipedia__zh_min_nan,name__nan,identifier__NDL,wikipedia__tl,name__tl,name__sl,name__ta,wikipedia__ta,wikipedia__io,identifier__GTAA,wikipedia__uz,name__pt_br,name__uz,name__io,identifier__NKC
Q567469,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,Ano Pala,,male,"",Ano,Ano Pala,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0bxztr8,,,,,,,Ano Pala,,,,,,,,,,,,,,,,,,,,,,,,Ano Pala,,,Ano Pala,,,,,,,,,,,,,,,,,,,,,Pala,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q57892,Peter O’Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O’Neill,Peter O'Neill,Peter O'Neill,male,1965-02-13,Peter,Peter O'Neill,,,,Peter O'Neill,Peter O'Neill,Πίτερ Ο' Νιλ,,"О’Нил, Питер",Peter O'Neill,,彼得·奥尼尔,,,Πίτερ Ο' Νιλ,,Peter O'Neill,,Peter O'Neill,Peter O'Neill,Peter O’Neill,"О’Нил, Питер",彼得·奥尼尔,,,,/m/02r43qp,biography/Peter-ONeill,Peter O'Neill,Peter O'Neill,,Пітер О'Ніл,Peter O'Neill,Peter O'Neill,ピーター・オニール,Peter O'Neill,Peter O'Neill,Peter O'Neill,ピーター・オニール,Peter O'Neill,Peter O'Neill,Пітер О'Ніл,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Peter_O'Neil-Prime_Minister_of_Papua_New_Guinea.jpg,,,,,,피터 오닐,,Peter O'Neill,,,,,Peter O'Neill,Peter O'Neill,,Питер О'Нил,Peter O'Neill,,,,,피터 오닐,,Peter O'Neill,,Peter O'Neill,,Peter O'Neill,Peter O'Neill,,,,,,Peter O'Neill,,,O'Neill,00000029291,,,,,,,,,Peter O'Neill,Peter O'Neill,Category:Peter O'Neill,,بيتر أونيل,بيتر أونيل,ปีเตอร์ โอนีล,Peter O'Neill,پیتر اونیل,پیتر اونیل,Peter O'Neill,Peter O'Neill,Peter O'Neill,ปีเตอร์ โอนีล,politician,,,Peter O'Neill,Peter O'Neill,Petrus O'Neill,Petrus O'Neill,,Категорија:Питер О'Нил,,,,,,,,,,,Peter O'Neill,,Peter O'Neill,Peter O'Neill,Peter O'Neill,Peter O'Neill,
Q58169,Sam Abal,Sam Abal,,Sam Abal,Sam Abal,Sam Abal,Sam Abal,Sam Abal,Sam Abal,Sam Abal,,male,"",Sam,Sam Abal,,薩姆·阿巴爾,,,Sam Abal,,,,,,,,萨姆·阿巴尔,,,Sam Abal,,,,Sam Abal,,,,,,/m/0g53dr8,biography/Sam-Abal,,,Sam Abal,,,,サム・アバル,,,,,,,,Sam Abal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Abal,Sam Abal,,,,,,,,,Abal,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Samuel Abal,Samuel Abal,,,,,,,,Sam Abal,Sam Abal,,,,,,,,,,
Q590537,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,John Giheno,male,1950,John,John Giheno,,,,,John Giheno,Τζον Γκιχένο,,Джон Гихено,,,,,,Τζον Γκιχένο,,,,,,John Giheno,"Гихено, Джон",,,,2017-03-20,/m/0g54xv_,,,,,,,,ジョン・ギヘノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Giheno,John Giheno,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q5959129,,Ian Ling-Stuckey,Ian Ling-Stuckey,,,Ian Ling-Stuckey,,Ian Ling-Stuckey,,Ian Ling-Stuckey,Ian Ling-Stuckey,male,1959-12-27,Ian,Ian Ling-Stuckey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q6076583,Isaac Joseph,Isaac Joseph,,,,Isaac Joseph,,Isaac Joseph,,Isaac Joseph,,male,1975-09-19,Isaac,Isaac Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q6138903,James Marape,James Marape,,,James Marape,James Marape,,James Marape,,James Marape,,male,1971-04-24,James,James Marape,,詹姆斯·馬拉佩,,,,,,,,,,,詹姆斯·马拉佩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q6288297,Josephine Abaijah,Josephine Abaijah,,Josephine Abaijah,Josephine Abaijah,Josephine Abaijah,,Josephine Abaijah,,Josephine Abaijah,,female,1944,Josephine,Josephine Abaijah,,,,,,,ג'וזפין אבאיג'ה,,,,,,,,,,,,,,,,11515737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6384 4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,w6612brs,,,,,,,,,,,,,,,,,,
Q6387586,Ken Fairweather,Ken Fairweather,,,,Ken Fairweather,,Ken Fairweather,,Ken Fairweather,,male,1945-09-27,Ken,Ken Fairweather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairweather,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q6429307,Koni Iguan,Koni Iguan,,,,Koni Iguan,,Koni Iguan,,Koni Iguan,,male,1969-06-06,,Koni Iguan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6705658,Luther Wenge,Luther Wenge,,,,,,Luther Wenge,,Luther Wenge,,male,1959,Luther,Luther Wenge,,,,,,,,,,,,,,,,,,,,,,,,,,/m/0gy01k9,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/9/9d/Luther_Wenge,_Governor_of_Morobe_Province,_Papua_New_Guinea.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q6833018,Michael Nali,Michael Nali,,Michael Nali,Michael Nali,,Michael Nali,Michael Nali,,Michael Nali,,male,1961,Michael,Michael Nali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Nali,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q694817,Arnold Amet,Arnold Amet,,Arnold Amet,Arnold Amet,Arnold Amet,,Arnold Amet,Arnold Amet,Arnold Amet,,male,1952-10-30,Arnold,Arnold Amet,,,,,,,,,,,,,,,,,,,,,,,75603605,n97081903,,/m/043k134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 6394 0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,judge,,,,,,,,,,,,,,,,,,,,,,,,,
Q711564,Arthur Somare,Arthur Somare,,Arthur Somare,Arthur Somare,Arthur Somare,,Arthur Somare,Arthur Somare,Arthur Somare,,male,"",Arthur,Arthur Somare,,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Arthur-Somare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7145139,Pato Kakaraya,Pato Kakaraya,,Pato Kakaraya,,Pato Kakaraya,,Pato Kakaraya,,Pato Kakaraya,,male,,,Pato Kakaraya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,パト・カケラヤ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,
Q7172698,Peter Barter,Peter Barter,,Peter Barter,Peter Barter,Peter Barter,Peter Barter,Peter Barter,,Peter Barter,,male,1940-03-26,Peter,Peter Barter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/90/Peter_Barter_080707-N-4928B-019_0X0B6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Barter,,,,,,,,,,,,,,,Category:Peter Barter,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7174785,Peter Humphreys,Peter Humphreys,,,Peter Humphreys,,,Peter Humphreys,,Peter Humphreys,,male,,Peter,Peter Humphreys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7174843,Peter Iwei,Peter Iwei,,,Peter Iwei,,,Peter Iwei,,Peter Iwei,,male,1965-11-26,Peter,Peter Iwei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177816,Peter Yama,Peter Yama,,,Peter Yama,,,Peter Yama,,Peter Yama,,male,1955-12-12,Peter,Peter Yama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,
Q7183013,Philemon Embel,Philemon Embel,,,Philemon Embel,Philemon Embel,,Philemon Embel,,Philemon Embel,,male,1962-10-10,,Philemon Embel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philemon Embel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q719336,William Skate,Bill Skate,Bill Skate,Bill Skate,Bill Skate,Bill Skate,Bill Skate,Bill Skate,William Skate,Bill Skate,Bill Skate,male,1953-09-26,Bill,Bill Skate,比尔·史凯特,比爾·史凱特,比爾·史凱特,Bill Skate,Bill Skate,Μπιλ Σκέιτ,ביל סקייט,"Скейт, Уильям",Bill Skate,Bill Skate,比爾·史凱特,Bill Skate,,Μπιλ Σκέιτ,Bill Skate,Bill Skate,ביל סקייט,Bill Skate,Bill Skate,Bill Skate,"Скейт, Уильям",比爾·史凱特,58408012,n99018757,2006-01-03,/m/023603,biography/William-Jack-Skate,,,,,,,サー・ウイリアム・スケート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3394 3516,,,,,,,,,00000022405,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7236875,Powes Parkop,Powes Parkop,,,,Powes Parkop,,Powes Parkop,,Powes Parkop,,male,1962-02-18,,Powes Parkop,,波韋斯·帕科普,,,,,,,,,,,波韦斯·帕科普,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7261232,Puri Ruing,Puri Ruing,,,,,,Puri Ruing,,Puri Ruing,,male,,,Puri Ruing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puri Ruing,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7404434,Sali Subam,Sali Subam,,,,,,Sali Subam,,Sali Subam,,male,1955-12-30,,Sali Subam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sali Subam,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7407084,Sam Akoitai,Sam Akoitai,,,Sam Akoitai,Sam Akoitai,,Sam Akoitai,,Sam Akoitai,,male,1961-05-05,Sam,Sam Akoitai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7418249,Sani Rambi,Sani Rambi,,,,,,Sani Rambi,,Sani Rambi,,male,1958-11-03,,Sani Rambi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sani Rambi,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7519801,Simon Solo,Simon Solo,,,,,,Simon Solo,,Simon Solo,,male,1961-07-28,Simon,Simon Solo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Solo,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7817115,Tom Olga,Tom Olga,,,,,,Tom Olga,,Tom Olga,,male,1975-12-16,Tom,Tom Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Olga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7823216,Tony Puana,Tony Puana,,,,,,Tony Puana,,Tony Puana,,male,1973-10-13,Tony,Tony Puana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q7960737,Waka Goi,Waka Goi,,,,Waka Goi,,Waka Goi,,Wake Goi,,male,1968-10-06,,Wake Goi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,
Q8071441,Zibang Zurenuoc,Zibang Zurenuoc,,,,,,Zibang Zurenuoc,,Zibang Zurenuoc,,male,1927-09,,Zibang Zurenuoc,,,,,,,,,,,,,,,,,,,,,,,,,2008-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zibang Zurenuoc,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q809205,Bart Philemon,Bart Philemon,,,Bart Philemon,Bart Philemon,,Bart Philemon,Bart Philemon,Bart Philemon,,male,1945-04-16,Bart,Bart Philemon,,,,,,,,,,,,,,,,Bart Philemon,,,,,,,,,,/m/0glns5x,biography/Bart-Philemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q815326,Belden Namah,Belden Namah,Belden Namah,,,Belden Namah,,Belden Namah,Belden Namah,Belden Namah,,male,"",,Belden Namah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belden Namah,,,,,,,,,,,,,,,,,,,,,,,,Belden Namah,,,Belden Namah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,
Q950406,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,Julius Chan,male,1939-08-29,Julius,Julius Chan,陈仲民,陳仲民,陳仲民,Julius Chan,,Τζούλιους Τσεν,ג'וליוס צ'אן,"Чэнь, Джулиус",,Julius Chan,陳仲民,,,Τζούλιους Τσεν,Julius Chan,Julius Chan,ג'וליוס צ'אן,Julius Chan,,,"Чэнь, Джулиус",陳仲民,13719256,n84166122,,/m/01r1lf,biography/Julius-Chan,,,,Джуліус Чан,,,ジュリアス・チャン,,,,,,,Джуліус Чан,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8427 683X,171201795,,,,Julius Chen,Julius Chan,Julius Chan,Chen,00000015928,,,,,,,,,,,,,يوليوس تشن,,,,,,,,,,politician,,,,,,,,,,,Julius Chan,Julius Chan,,,,,,,,,,,,,
Q957271,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,Kingsford Dibela,male,1932-03-16,,Kingsford Dibela,,,,,Kingsford Dibela,,,"Дибела, Кингсфорд",,,金斯福德·迪貝拉,Kingsford Dibela,,,,Kingsford Dibela,,,,Kingsford Dibela,"Дибела, Кингсфорд",,,,2002-03-22,/m/09plrd,,,,,,,Kingsford Dibela,サー・キングスフォード・ディベラ,,,,,,,,,,,,,,,,,,,,,,,Kingsford Dibela,,,Kingsford Dibela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,किंग्सफोर्ड डिबेला,किंग्सफोर्ड डिबेला,,,,,,,,,,,,,,,,,,,,,,,
