id,name__cs,name__sl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cy,name__da,name__de,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__commons,wikipedia__cs,wikipedia__sl,image,gender,birth_date,given_name,original_wikiname,occupation,wikipedia__en,wikipedia__fr,wikipedia__pl,wikipedia__tr,family_name,wikipedia__hu,wikipedia__it,identifier__VIAF,identifier__freebase,name__ru,name__uk,name__vi,name__ar,name__zh,name__be,name__ie,name__de_ch,name__el,name__en_ca,name__en_gb,name__oc,name__hsb,name__dsb,name__csb,name__kg,name__la,name__ka,name__ja,name__sr,name__sh,name__be_tarask,name__id,name__io,name__fa,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__hr,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__lb,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__ru,wikipedia__sh,wikipedia__sr,wikipedia__sv,wikipedia__uk,wikipedia__vi,wikipedia__zh,website,identifier__CONOR,identifier__parlement,wikipedia__ro,identifier__EuroparlMEP,wikipedia__slwikiquote,wikipedia__la,name__he,name__ko,name__lv,name__bg,name__pt_br,wikipedia__ast,wikipedia__bg,wikipedia__bs,wikipedia__cswikiquote,wikipedia__gl,wikipedia__he,wikipedia__is,wikipedia__ko,wikipedia__lv,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sk,wikipedia__sq,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__FAST,wikipedia__hsb,wikipedia__nds,identifier__SUDOC,name__ty,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__vo,name__wo,name__zu,wikipedia__ur,name__ur,identifier__Britannica,wikipedia__eu,identifier__BIBSYS,twitter,facebook,honorific_prefix,name__si,linkedin,identifier__IMDB,identifier__NTA,identifier__NSZL,identifier__NLA,identifier__NUKAT,identifier__NKC,name__lfn,wikipedia__ta,wikipedia__ms
Q43389546,,Simon Zajc,Simon Zajc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Simon Zajc,,,,,male,1980-06-25,Simon,,politician,,,,,Zajc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zajc_si,,,,,,,,,,,,,
Q43389551,,Marinka Levičar,Marinka Levičar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marinka Levičar,,,,,female,1951-07-05,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389553,,Jernej Vrtovec,Jernej Vrtovec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jernej Vrtovec,,,,,male,1985-05-24,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389558,,Vesna Vervega,Vesna Vervega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vesna Vervega,Category:Vesna Vervega,,,https://upload.wikimedia.org/wikipedia/commons/d/d5/Vesna_Vervega_2016.jpg,female,1965-07-02,Vesna,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389562,,Dekleva Erika,Erika Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dekleva Erika,,,,,female,1969-12-02,Erika,,politician,,,,,Dekleva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,erika.dekleva,,,,,,,,,,,,
Q43389563,,Teja Ljubič,Teja Ljubič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teja Ljubič,,,,,female,1987-12-31,Teja,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389566,,Dušan Verbič,Dušan Verbič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dušan Verbič,,,,,male,1952-09-13,Dušan,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389571,,Maruša Škopac,Maruša Škopac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruša Škopac,,,,,female,1971-11-30,Maruša,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389574,,Dragan Matić,Dragan Matić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragan Matić,,,,,male,1964-06-21,,,archivist,,,,,,,,26692092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no99001852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389575,,Marjan Dolinšek,Marjan Dolinšek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marjan Dolinšek,,,,,male,1962-04-05,Marjan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389579,,Ivan Škodnik,Ivan Škodnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Škodnik,,,,,male,1955-11-21,Ivan,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389585,,Jan Škoberne,Jan Škoberne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Škoberne,,,,,male,1987-08-02,Jan,,politician,,,,,Škoberne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan_Skoberne,,,,,,,,,,,,,
Q43389587,,Marko Ferluga,Marko Ferluga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marko Ferluga,,,,,male,1967-10-05,Marko,,politician,,,,,Ferluga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389594,,Jasna Murgel,Jasna Murgel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jasna Murgel,,,Jasna Murgel,https://upload.wikimedia.org/wikipedia/commons/2/22/Dr._Jasna_Murgel.png,female,1970-06-22,Jasna,Jasna Murgel,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4121187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389595,,Vojka Šergan,Vojka Šergan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vojka Šergan,,,,,female,1957-03-06,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,serganvojka,,,,,,,,,,,,,
Q43389601,,Janja Sluga,Janja Sluga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janja Sluga,,,,,female,1974-05-15,Janja,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389602,,Irena Grošelj Košnik,Irena Grošelj Košnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irena Grošelj Košnik,,,,,female,1957-01-27,Irena,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389610,,Bojana Muršič,Bojana Muršič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bojana Muršič,,,,,female,1971-09-20,Bojana,,politician,,,,,Muršič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bmursic,,,,,,,,,,,,,
Q43389612,,Primož Hainz,Primož Hainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primož Hainz,,,,,male,1947-02-04,Primož,,politician,,,,,Hainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389625,,Mitja Horvat,Mitja Horvat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitja Horvat,,,,,male,1961-09-24,Mitja,,politician,,,,,Horvat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389627,,Vlasta Počkaj,Vlasta Počkaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vlasta Počkaj,,,,,female,1950-12-06,Vlasta,,politician,,,,,Počkaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389636,,Andreja Potočnik,Andreja Potočnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreja Potočnik,,,,,female,1982-02-10,Andreja,,member of parliament,,,,,Potočnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PotocnikAndreja,andreja.potocnik.54,,,,,,,,,,,,
Q43389637,,Aleksander Kavčič,Aleksander Kavčič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aleksander Kavčič,,,,,male,1972-05-05,Aleksander,,economist,,,,,Kavčič,,,,,,,,,,,,,,,Aleksander Kavčič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aleksande,,,,,,,,,,,,,
Q43389645,,Ivan Prelog,Ivan Prelog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Prelog,,,,,male,1946-10-04,Ivan,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389648,,Anita Koleša,Anita Koleša,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anita Koleša,,,,,female,1961-02-13,Anita,,politician,,,,,Koleša,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389659,,Uroš Prikl,Uroš Prikl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uroš Prikl,,,Uroš Prikl,https://upload.wikimedia.org/wikipedia/commons/d/de/UrosPrikl.jpg,male,1972-09-18,Uroš,Uroš Prikl,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262166115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urosprikl,,,,,,,,,,,,,
Q43389660,,Benedikt Kopmajer,Benedikt Kopmajer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benedikt Kopmajer,,,,,male,1956-03-05,Benedikt,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389695,,Dušan Radič,Dušan Radič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dušan Radič,,,,,male,1963-01-01,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389700,,Ksenija Korenjak Kramar,Ksenija Korenjak Kramar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ksenija Korenjak Kramar,,,,,female,1975-01-20,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389711,,Izidor Kamal Shaker,Izidor Kamal Shaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Izidor Kamal Shaker,,,,,male,1982-10-05,Izidor,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389733,,Irena Kotnik,Irena Kotnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irena Kotnik,,,,,female,1955-02-01,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389752,,Branislav Rajić,Branislav Rajić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Branislav Rajić,,,,,male,1962-05-09,Branislav,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389773,,Marija Antonija Kovačič,Marija Antonija Kovačič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marija Antonija Kovačič,,,,,female,1946-03-11,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389794,,Bojan Krajnc,Bojan Krajnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bojan Krajnc,,,,,male,1971-08-25,Bojan,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q43389795,,Danilo Anton Ranc,Danilo Anton Ranc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danilo Anton Ranc,,,,,male,1957-08-18,Danilo,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4480472,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,Category:Tomaž Gantar,Tomaž Gantar,Tomaž Gantar,https://upload.wikimedia.org/wikipedia/commons/f/f5/Tomaž_Gantar_cropped.jpg,male,1960-03-21,Tomaž,Tomaž Gantar,physician,,,,,Gantar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomaž Gantar,,,,,,,,,,,,,,,,,,,,,,,,,,236467299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomaž Gantar,,
Q57627,Janez Janša,Janez Janša,Janez Janša,,,Janez Janša,,,Janez Janša,Janez Janša,,,Janez Janša,Janez Janša,Janez Janša,Janez Janša,Janez Janša,,Janez Janša,Janez Janša,,,,Janez Janša,,Janez Janša,Janez Janša,Janez Janša,Janez Janša,,,,,,,Janez Janša,,,Janez Janša,Janez Janša,,Janez Janša,,Janez Janša,,Janez Janša,,,Janez Janša,Janez Janša,Janez Jansha,Janez Janša,Janez Janša,,,,Janez Janša,Category:Janez Janša,Janez Janša,Janez Janša,"https://upload.wikimedia.org/wikipedia/commons/1/1e/EPP_Summit,Brussels;_June_2015_(19146411635)_(cropped).jpg",male,1958-09-17,Janez,Janez Janša,politician,Janez Janša,Janez Janša,Janez Janša,Janez Janša,Janša,Janez Janša,Janez Janša,18029890,/m/040lhw,"Янша, Янез",Янез Янша,Janez Janša,يانيز يانشا,亚内兹·扬沙,Янэз Янша,,,Γιάνεζ Γιάνσα,,,Janez Janša,,,,,Ioannes Janša,,ヤネス・ヤンシャ,Јанез Јанша,Janez Janša,,Janez Janša,Janez Janša,جانز جانسا,يانيز يانشا,,Янез Янша,Janez Janša,Janez Janša,Janez Janša,Γιάνεζ Γιάνσα,Janez Janša,Janez Janša,Janez Janša,یانز یانشا,Janez Janša,Janez Janša,Janez Janša,,Janez Janša,ヤネス・ヤンシャ,,,Janez Janša,Janez Janša,Janez Janša,Janez Janša,"Янша, Янез",Janez Janša,Јанез Јанша,Janez Janša,Янез Янша,Janez Janša,亚内兹·扬沙,,8902755,viwyiuh008zx,Janez Janša,,Janez Janša,Ioannes Janša,יאנז יאנשה,야네즈 얀샤,Janezs Janša,Янез Янша,Janez Janša,Janez Janša,Янез Янша,Janez Janša,Janez Janša,Janez Janša,יאנז יאנשה,Janez Janša,야네즈 얀샤,Janezs Janša,Janez Janša,Janez Janša,Категория:Янез Янша,Janez Janša,Janez Janša,Janez Jansha,0000 0001 0957 4199,119355752,nr90004210,167425675,266653,,,,,,,,,,,,,,,,,,,,,,,,,,biography/Janez-Jansa,,2078165,,,,,,,143289667,,,,,Janez Janša,ஜேன்ஸ் ஜான்சா,Janez Janša
Q5787257,,Janko Veber,Janko Veber,,,,,,,,,,,Janko Veber,,Janko Veber,,,,Janko Veber,,,,,,,Janko Veber,,,,,,,,,,,,Janko Veber,,,Janko Veber,,,,,,,,,,,Janko Veber,,,,Janko Veber,Category:Janko Veber,,Janko Veber,https://upload.wikimedia.org/wikipedia/commons/c/c6/Janko_Veber_2014_(2).JPG,male,1960-07-30,Janko,Janko Veber,politician,Janko Veber,Janko Veber,Janko Veber,Janko Veber,Veber,,,,,Янко Вебер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55213667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58079,Karl Erjavec,Karl Erjavec,Karl Erjavec,,,,,,,Karl Erjavec,,,,Karl Erjavec,,Karl Erjavec,Karl Erjavec,,,Karl Erjavec,,,,,,,Karl Erjavec,,Karl Erjavec,,,,,,,,,,Karel Erjavec,,,Karl Erjavec,,,,,,,,,,,Karl Erjavec,,,,Karl Erjavec,Category:Karl Erjavec,Karl Erjavec,Karl Erjavec,https://upload.wikimedia.org/wikipedia/commons/1/14/Informal_meeting_of_ministers_for_foreign_affairs_(Gymnich)._Arrivals_Karl_Viktor_Erjavec_(36956301561)_(cropped).jpg,male,1960-06-21,Karl,Karl Erjavec,politician,Karl Erjavec,Karl Erjavec,Karl Erjavec,Karl Erjavec,Erjavec,,Karl Erjavec,,/m/04gttxt,,Карл Ержавец,,,,,Karl Erjavec,,,Karl Erjavec,Karl Erjavec,Karl Erjavec,,,,,Carolus Erjavec,,カルル・エリヤヴェツ,,,,,,,,,,,,Karl Erjavec,,,Karl Erjavec,Karl Erjavec,,,,,Karl Erjavec,,,,,Karl Erjavec,,,,,,,,Карл Ержавец,,,,22786659,,,,Karl Erjavec,Carolus Erjavec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,karelerjavec,,,,,,,,,,,,,
Q7429511,,Saša Tabaković,Saša Tabaković,,,,,,,,,,,Saša Tabaković,,,,,,Saša Tabaković,,,,,,,Saša Tabaković,,,,,,,,,,,,Saša Tabaković,,,,,,,Saša Tabaković,,,,,,,,,,,Saša Tabaković,,,Saša Tabaković,,male,1981-04-20,Saša,,actor,Saša Tabaković,,,,,,,168326874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67368291,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1534 957X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1500638,,,,,,,,
