id,name__en,name__zh,name__es,name__yue,name__de,name__fr,name,wikipedia__en,wikipedia__zh_yue,wikipedia__zh,image,gender,birth_date,given_name,name__en_ca,name__en_gb,name__ja,name__zh_hant,name__zh_hans,name__nl,name__zh_hk,name__zh_cn,name__zh_tw,name__vi,name__zh_mo,name__zh_my,name__zh_sg,wikipedia__ja,wikipedia__zhwikiquote,identifier__freebase,family_name,name__hak,wikipedia__hak,name__ca,name__oc,name__it,name__id,name__pl,wikipedia__fr,wikipedia__id,wikipedia__plwikiquote,identifier__VIAF,identifier__LCAuth,name__nb,wikipedia__commons,wikipedia__no,name__tr,name__ko,wikipedia__es,wikipedia__ko,wikipedia__tr,name__ar,wikipedia__ar,name__ru,facebook,wikipedia__enwikiquote,wikipedia__fa,name__fa,original_wikiname,identifier__OLID,identifier__FAST,wikipedia__ru,name__hu,last_seen,wikipedia__mg,name__mg,name__pt,website,occupation,identifier__google_knowledge,twitter,name__th,wikipedia__de,wikipedia__oc,wikipedia__th,wikipedia__ceb,name__ceb,identifier__ISNI,identifier__quora,name__an,name__ast,name__ext,name__gl,name__he,wikipedia__simple,death_date,name__sco,wikipedia__sco,wikipedia__uk,name__uk,wikipedia__wuu,name__wuu,name__sl,wikipedia__bn,identifier__GND,honorific_prefix,identifier__IMDB,name__bn,name__da
Q7930030,Kwok Ka-ki,郭家麒,Kwok Ka-ki,郭家麒,,Kwok Ka-ki,Kwok Ka-ki,Kwok Ka-ki,郭家麒,郭家麒,https://upload.wikimedia.org/wikipedia/commons/0/0a/Kwok_Ka-ki_(2).jpg,male,1961-07-20,,,,クオック・カキィー,郭家麒,郭家麒,Kwok Ka-ki,郭家麒,郭家麒,郭家麒,,郭家麒,郭家麒,郭家麒,,,,Guo,,,,,,,,,,,,,,Category:Kwok Ka-ki,,,,,,,,,,,,,,Kwok Ka-ki,,,,Kwok Ka-ki,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7931787,Vincent Fang,方剛,Vincent Fang,方剛,Vincent Fang,Vincent Fang,Vincent Fang,Vincent Fang (entrepreneur),方剛 (議員),方剛,https://upload.wikimedia.org/wikipedia/commons/f/ff/Vincent_Fang_2015.jpg,male,1943-05-07,Vincent,,,,,,Vincent Fang,,,,,,,,,,,Fang,,,,,,,,,,,,,,Category:Vincent Fang Kang,,,,,,,,,,,,,,Vincent Fang Kang,,,,,,,,,,justice of the peace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8032000,Wong Kwok-hing,王國興,Wong Kwok-hing,王國興,,Wong Kwok-hing,Wong Kwok-hing,Wong Kwok-hing,王國興,王國興 (工聯會),https://upload.wikimedia.org/wikipedia/commons/2/2a/Wong_Kwok_Hing.jpg,male,1949-03-29,,,,,王國興,,,,,王國興,,,,,,王國興 (香港),/m/04cx39r,Wang,,,,,,,,,,,,,,Category:WONG Kwok-hing,,,,,,,,,,wongkh2012,,,,Wong Kwok-hing,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8032004,Wong Kwok-kin,黃國健,Wong Kwok-kin,黃國健,,Wong Kwok-kin,Wong Kwok-kin,Wong Kwok-kin,黃國健,黃國健,https://upload.wikimedia.org/wikipedia/commons/f/f5/Wong_Kwok-kin_2015.jpg,male,1952-05-03,,,,,黃國健,黄国健,,黃國健,黄国健,黃國健,,黃國健,黄国健,黄国健,,,/m/04lf10f,Huang,,,,,,,,,,,,,,Category:Wong Kwok-kin,,,,,,,,,,,,,,Wong Kwok-kin,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8032036,Wong Ting-kwong,黃定光,Wong Ting-kwong,黃定光,,Wong Ting-kwong,Wong Ting-kwong,Wong Ting-kwong,黃定光,黃定光,https://upload.wikimedia.org/wikipedia/commons/f/fc/Wong_Ting-kwong.JPG,male,1949-09-12,,,,,,,,,,,,,,,,,,Huang,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wong Ting-kwong,,,,Wong Ting-kwong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q80332,Michael Tien,田北辰,Michael Tien,田北辰,Michael Tien Puk-sun,Michael Tien,Michael Tien,Michael Tien,田北辰,田北辰,https://upload.wikimedia.org/wikipedia/commons/1/15/田北辰扮海盜.jpg,male,1950-08-26,Michael,,,,田北辰,田北辰,Michael Tien,田北辰,田北辰,田北辰,,田北辰,田北辰,田北辰,,,/m/03wmxj,Tien,,,,,,,,,,,,,,"Category:TIEN Puk-Sun, Michael",,,,,,,,,,tien.michael,,,,Michael Tien,,,,Michael Tien,,,,,http://www.michaeltien.hk,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8038881,Wu Chi-wai,胡志偉,Wu Chi-wai,胡志偉,,Wu Chi-wai,Wu Chi-wai,Wu Chi-wai,胡志偉,胡志偉 (政治人物),https://upload.wikimedia.org/wikipedia/commons/c/c9/Wu_Chi_Wai.jpg,male,1962-10-18,,,,,胡志偉,胡志伟,,胡志偉,胡志伟,胡志偉,,胡志偉,胡志伟,胡志伟,,,,Hu,,,,,,,,,,,,,,Category:Wu Chi-wai,,,,,,,,,,chiwaioffice,,,,Wu Chi-wai,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8053940,Yiu Si-wing,姚思榮,,姚思榮,,Yiu Si-wing,Yiu Si-wing,Yiu Si-wing,姚思榮,姚思榮,,male,1952,,,,,,,,,,,,,,,,,,Yao,,,,,,,,Yiu Si-wing,,,,,,,,,,,,,,,,yiusiwing,,,,Yiu Si-wing,,,,,,,,,,politician,,,,,,,Yiu Si-wing,Yiu Si-wing,,,,,,,,,,,,,,,,,,,,,,
Q8425912,Helena Wong,黃碧雲,Helena Wong,黃碧雲,Helena Wong,Helena Wong,Helena Wong,Helena Wong (politician),黃碧雲,黃碧雲 (學者),https://upload.wikimedia.org/wikipedia/commons/4/44/黃碧雲喺維園度.jpg,female,1959-03-21,Helena,,,,黃碧雲,黄碧云,,黃碧雲,,,,,,,,,,Wong,,,,,,Helena Wong,,,Helena Wong (politikus),,,,,Category:Helena Wong,,,,,,,,,,,,,,Wong Pik-wan,,,,Helena Wong,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9112403,Edward Lau Kwok-fan,劉國勳,,劉國勳,,,Edward Lau Kwok-fan,Lau Kwok-fan,劉國勳,劉國勳,https://upload.wikimedia.org/wikipedia/commons/c/ce/LAU_Kwok-fan_2012.jpg,male,1981-06-28,Edward,,,,劉國勳,,Lau Kwok-fan,,,劉國勳,,,,,,,,Liu,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lau Kwok-fan,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9114735,Au Nok-hin,區諾軒,,區諾軒,,,Au Nok-hin,Au Nok-hin,區諾軒,區諾軒,https://upload.wikimedia.org/wikipedia/commons/b/b9/區諾軒.jpg,male,1987-06-18,,,,,,,,,,,,,,,,,,Ou,,,,,,,,,,,,,,Category:Au Nok-hin,,,,,,,,,,nokhinau,,,,,,,,,,,,,,politician,,,,,,,Au Nok-hin,Au Nok-hin,,,,,,,,,,,,,,,,,,,,,,
Q9295550,Wilson Or,柯創盛,,柯創盛,,,Wilson Or,Wilson Or,柯創盛,柯創盛,,male,1973-07-09,,,,,,,Wilson Or,,,,,,,,,,,Ke,,,,,,,,,,,,,,,,,,,,,,,,OrChongShing.Office,,,,Wilson Or,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9357271,Roy Kwong,鄺俊宇,,鄺俊宇,,,Roy Kwong,Roy Kwong,鄺俊宇,鄺俊宇,https://upload.wikimedia.org/wikipedia/commons/3/38/Roy_Kwong_2017.jpg,male,1983-02-09,,,,,,,,,,,,,,,,,,Kuang,,,,,,,,,,,,,,Category:Kwong Chun-yu,,,,,,,,,,,,,,Kwong Chun-yu,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
