id,name__en,name__ja,name__sco,name__fr,name__de,name,wikipedia__en,wikipedia__ja,gender,birth_date,given_name,original_wikiname,name__en_ca,name__en_gb,name__ca,name__oc,name__nl,name__zh,wikipedia__commons,wikipedia__de,wikipedia__fr,wikipedia__zh,image,twitter,family_name,identifier__VIAF,identifier__freebase,identifier__IMDB,name__es,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ko,name__th,name__vi,name__sh,name__ar,name__nb,name__id,name__cs,wikipedia__ar,wikipedia__es,wikipedia__id,wikipedia__jawikiquote,wikipedia__ko,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__sh,wikipedia__th,wikipedia__vi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__NDL,website,name__ru,name__uk,name__yue,wikipedia__cs,wikipedia__ru,wikipedia__ruwikinews,wikipedia__uk,wikipedia__zh_yue,name__eo,name__he,wikipedia__eo,wikipedia__he,name__zh_mo,name__zh_my,name__et,wikipedia__et,name__sv,wikipedia__sv,name__fi,name__cy,wikipedia__fi,wikipedia__simple,death_date,name__it,identifier__CiNii,name__nan,name__ka,wikipedia__it,wikipedia__ka,wikipedia__zh_min_nan,identifier__MusicBrainz,name__pt,name__ms,name__fa,name__tl,wikipedia__ca,wikipedia__fa,wikipedia__ms,wikipedia__pt,wikipedia__tl,identifier__BNF,name__lb,name__jv,name__ta,name__hu,name__bn,name__el,name__my,name__sr,name__tr,name__si,name__io,name__az,name__hr,name__be,name__arz,name__yo,name__lv,name__gl,name__ro,name__la,name__bg,name__mr,name__lt,name__war,name__qu,name__ast,name__cdo,name__mg,wikipedia__arz,wikipedia__ast,wikipedia__az,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__cdo,wikipedia__cy,wikipedia__el,wikipedia__gl,wikipedia__hr,wikipedia__hu,wikipedia__io,wikipedia__jv,wikipedia__la,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__mr,wikipedia__my,wikipedia__oc,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__si,wikipedia__sr,wikipedia__ta,wikipedia__thwikiquote,wikipedia__tr,wikipedia__war,wikipedia__yo,wikipedia__zhwikiquote,name__bs,name__sq,name__bcl,name__mk,name__sah,name__nn,name__kk,name__da,name__ml,name__tt,name__nds,name__pih,name__su,wikipedia__bcl,wikipedia__da,wikipedia__kk,wikipedia__kowikiquote,wikipedia__mk,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sah,wikipedia__sq,wikipedia__su,wikipedia__tt,identifier__NNDB,identifier__Munzinger,name__pam,name__bxr,wikipedia__bxr,wikipedia__pam,identifier__NLA,identifier__NKC,identifier__BNE,identifier__PTBNP,identifier__NTA,identifier__NUKAT,identifier__CANTIC,identifier__SFDb,name__sr_el,name__sr_ec,name__nov,name__hy,name__is,name__scn,name__lzh,name__mn,name__pt_br,name__simple,name__ga,name__hi,name__hak,name__eu,name__yi,name__tg,name__ba,name__pa,wikipedia__ba,wikipedia__cswikiquote,wikipedia__dewikinews,wikipedia__enwikinews,wikipedia__eowikinews,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__hi,wikipedia__hy,wikipedia__is,wikipedia__kowikinews,wikipedia__mn,wikipedia__pa,wikipedia__scn,wikipedia__tg,wikipedia__yi,name__bo,name__wuu,name__sgs,name__ksh,name__de_ch,wikipedia__bat_smg,wikipedia__bo,wikipedia__bs,wikipedia__ksh,wikipedia__ltwikiquote,wikipedia__wuu,name__rw,wikipedia__rw,identifier__AlloCine,identifier__allmovie,identifier__discogs,name__bar,wikipedia__bar,wikipedia__zu,identifier__Britannica,name__zu,wikipedia__enwikiquote,identifier__FAST,facebook,wikipedia__vo,name__vo,name__kana,identifier__moviemeter,last_seen,identifier__NLAtrove,identifier__kinopoisk,name__af,name__an,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sw,name__vec,name__vls,name__vmf,name__wa,name__wo,identifier__CSFD,identifier__DNF,identifier__filmportal_de,identifier__anime_news,weblog,political_alignment,identifier__senate_nl,identifier__elonet,identifier__PORT,identifier__SCOPE,wikipedia__ptwikiquote,wikipedia__uz,name__uz,wikipedia__fawikiquote,identifier__wikitree,identifier__google_knowledge,occupation,wikipedia__bi,name__bi,wikipedia__ne,name__ne,identifier__nyt_topic,identifier__snac,wikipedia__srwikinews,wikipedia__zhwikinews,identifier__quora,wikipedia__ptwikinews,identifier__youtube,name__ext,wikipedia__ie,wikipedia__vep,name__vep,wikipedia__azb,name__azb,identifier__ioc_athlete,instagram,email,wikipedia__sl,wikipedia__an,name__ace,name__sl,identifier__GTAA,identifier__google_plus,name__kl,wikipedia__enwikisource,identifier__GNC,name__map_bms,name__bjn,name__bug,name__gor,name__tet,identifier__BIBSYS,identifier__NLI,wikipedia__frwikisource,name__ur,wikipedia__ur,wikipedia__jawikisource,wikipedia__sk,wikipedia__kn,name__kn,wikipedia__ha,identifier__LNB,identifier__NSK,name__ha
Q7496361,Shigeo Kitamura,北村茂男,,Shigeo Kitamura,Shigeo Kitamura,Shigeo Kitamura,Shigeo Kitamura,北村茂男,male,1945-11-08,Shigeo,,,,,,Shigeo Kitamura,,,,,,,,Kitamura,,,,Shigeo Kitamura,,,,,,,,,,,,شيغيو كيتامورا,,,,شيغيو كيتامورا,,,,,,,,,,,,,,,,,"Китамура, Сигэо",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shigeo Kitamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きたむら しげお,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7496422,Shigeyuki Goto,後藤茂之,,Shigeyuki Goto,Shigeyuki Goto,Shigeyuki Goto,Shigeyuki Goto,後藤茂之,male,1955-12-09,Shigeyuki,,,,,,Shigeyuki Goto,,,,,,,,Gotō,,,,Shigeyuki Goto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.510.to/,"Гото, Сигэюки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shigeyuki Goto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100015878027926,,,ごとう しげゆき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7496423,Shigeyuki Tomita,富田茂之,Shigeyuki Tomita,Shigeyuki Tomita,Shigeyuki Tomita,Shigeyuki Tomita,Shigeyuki Tomita,富田茂之,male,1953-10-01,Shigeyuki,,,,,,Shigeyuki Tomita,,,,,,,,Tomita,,,,Shigeyuki Tomita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.shigeyuki-tomita.com/,"Томита, Сигэюки",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shigeyuki Tomita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,とみた しげゆき,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497524,Shinichiro Furumoto,古本伸一郎,,Shinichiro Furumoto,Shinichiro Furumoto,Shinichiro Furumoto,Shinichiro Furumoto,古本伸一郎,male,1965-03-11,Shin'ichirō,,,,,,Shinichiro Furumoto,,,,,,,furumoto_s11,,,,,Shinichiro Furumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.s-furumoto.net/,"Фурумото, Синъитиро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinichiro Furumoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ふるもと しんいちろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497583,Shinji Inoue,井上信治,,Shinji Inoue,Shinji Inoue,Shinji Inoue,Shinji Inoue,井上信治,male,1969-10-07,Shinji,,,,,,Shinji Inoue,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ea/Osprey_highlight_of_Japanese-American_Friendship_Festival_140905-M-MS007-146.jpg,shinrai_seiji,Inoue,,,,Shinji Inoue,,,,,,,,,,,,شينجي اينو,,,,شينجي اينو,,,,,,,,,,,,,,,,http://www.inoue-s.jp/,"Иноэ, Синдзи",,,,,,,,,,,,,,,,,,,,,,,Shinji Inoue,,,,,,,,,,,,,,,,,,,,,Shinji Inoue,,,,,,,,,,,,,,,,,,,,,,Shinji Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inoue.s.net,,,いのうえ しんじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497735,Shinpei Matsushita,松下新平,,Shinpei Matsushita,Shinpei Matsushita,Shinpei Matsushita,Shinpei Matsushita,松下新平,male,1966-08-18,Shinpei,,,,,,Shinpei Matsushita,,,,,,,,Matsushita,,,,Shinpei Matsushita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.shinnpei.com/,"Мацусита, Симпэи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinpei Matsushita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,まつした しんぺい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497769,Shinsuke Okuno,奥野信亮,,Shinsuke Okuno,Shinsuke Okuno,Shinsuke Okuno,Shinsuke Okuno,奥野信亮,male,1944-03-05,Shinsuke,,,,,,Shinsuke Okuno,,,,,,,,,257035374,,,Shinsuke Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 7886 5218,,,,,https://www.okunoshinsuke.jp/,"Окуно, Синсукэ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinsuke Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,okuno.shinsuke,,,おくの しんすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497773,Shinsuke Suematsu,末松信介,,Shinsuke Suematsu,Shinsuke Suematsu,Shinsuke Suematsu,Shinsuke Suematsu,末松信介,male,1955-12-17,Shinsuke,,,,,,Shinsuke Suematsu,,Category:Shinsuke Suematsu,,,,https://upload.wikimedia.org/wikipedia/commons/b/b1/Shinsuke_Suematsu_in_Takarazuka_(04)_IMG_2150_20130407.JPG,,,82145424536086831328,,,Shinsuke Suematsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Суэмацу, Синсукэ",,,,,,,,,,,,,,,,,,,,,,,Shinsuke Suematsu,,,,,,,,,,,,,,,,,,,,,Shinsuke Suematsu,,,,,,,,,,,,,,,,,,,,,,Shinsuke Suematsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,すえまつ しんすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497782,Shintaro Ito,伊藤信太郎,Shintaro Ito,Shintaro Ito,Shintaro Ito,Shintaro Ito,Shintaro Ito,伊藤信太郎,male,1953-05-06,Shintarō,,,,,,Shintaro Ito,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/76/Shintarō_Itō_20160622.jpg,ShintaroIto205,Itō,19617405,,,Shintaro Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5460 3705,,nr2002038819,,,http://www.ito-sintaro.jp/,"Ито, Синтаро",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shintaro Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sintaro.ito.7,,,いとう しんたろう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7497821,Shinya Adachi,足立信也,,Shinya Adachi,Shinya Adachi,Shinya Adachi,Shinya Adachi,足立信也,male,1957-06-05,Shinya,,,,,,Shinya Adachi,,Category:Shin'ya Adachi,,,,https://upload.wikimedia.org/wikipedia/commons/1/17/Shinya_Adachi_200909.jpg,,Adachi,312905330,/m/03cm2rk,,Shinya Adachi,,,,,,,,,,,,شينيا أداتشي,,,,شينيا أداتشي,,,,,,,,,,,,,,,,http://www.adachishinya.com,"Адати, Синъя",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shinya Adachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あだち しんや,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7500159,Shoji Nishida,西田昌司,,Shoji Nishida,Shoji Nishida,Shoji Nishida,Shoji Nishida,西田昌司,male,1958-09-19,Shōji,,,,,,Shoji Nishida,,,,,,,j_shoujinishida,Nishida,268780911,/m/03c_4kv,,Shoji Nishida,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 8318 6316,,,,,http://www.showyou.jp/,"Нисида, Сёдзи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shoji Nishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shoujinishida,,,にしだ しょうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7504421,Shu Watanabe,渡辺周,,Shu Watanabe,Shu Watanabe,Shu Watanabe,Shu Watanabe,渡辺周,male,1961-12-11,,,,,,,Shu Watanabe,,Category:Shū Watanabe,,,,"https://upload.wikimedia.org/wikipedia/commons/6/69/Shū_Watanabe,_June_2012.jpg",,Watanabe,,,,Shu Watanabe,,,,,,,,,,,,شو واتانابي,,,,شو واتانابي (سياسي),,,,,,,,,,,,,,,,http://www.watanabeshu.org/,"Ватанабэ, Сю",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shu Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,watanabeshugiin,,,わたなべ しゅう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7504756,Shuichi Takatori,高鳥修一,,Shuichi Takatori,Shuichi Takatori,Shuichi Takatori,Shuichi Takatori,高鳥修一,male,1960-09-29,Shūichi,,,,,,Shuichi Takatori,,,,,,,takatorishuichi,,,/m/03c8ccn,,Shuichi Takatori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.takatori.jp/,"Такатори, Сюити",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuichi Takatori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shuichi.takatori,,,たかとり しゅういち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://takatori55jim.wordpress.com/,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7504802,Shuji Kira,吉良州司,,Shuji Kira,Shuji Kira,Shuji Kira,Shuji Kira,吉良州司,male,1958-03-16,Shūji,,,,,,Shuji Kira,,,,,,,,,,,,Shuji Kira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.kirashuji.com/,"Кира, Сюдзи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shuji Kira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きら しゅうじ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7505080,Shunichi Yamaguchi,山口俊一,,Shunichi Yamaguchi,Shun’ichi Yamaguchi,Shunichi Yamaguchi,Shunichi Yamaguchi,山口俊一,male,1950-02-28,Shun'ichi,,,,,,Shunichi Yamaguchi,山口俊一,Category:Shun'ichi Yamaguchi,Shun’ichi Yamaguchi,,山口俊一,https://upload.wikimedia.org/wikipedia/commons/9/9d/Shunichi_Yamaguchi_(cropped).jpg,,Yamaguchi,,/m/03chjg8,,Shunichi Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.yamashun.jp,Сюнъити Ямагути,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shunichi Yamaguchi,,,,,,,,,,,,,,,,,,,,,,Shunichi Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,やまぐち しゅんいち,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7505129,Shunsuke Mutai,務台俊介,,Shunsuke Mutai,Shunsuke Mutai,Shunsuke Mutai,Shunsuke Mutai,務台俊介,male,1956-07-03,Shunsuke,,,,,,Shunsuke Mutai,,,,,,,mutaishunsuke,,253897625,,,Shunsuke Mutai,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0003 7673 8020,,,,,http://www.mutai-shunsuke.jp/,"Мутаи, Сюнсукэ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shunsuke Mutai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,むたい しゅんすけ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7554691,Sohei Nihi,仁比聡平,,Sohei Nihi,Sohei Nihi,Sohei Nihi,Sohei Nihi,仁比聡平,male,1963-10-16,,,,,,,Sohei Nihi,,,,,,,nihi_souhei,,308181383,/m/03c_4td,,Sohei Nihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://jcp-nihi.web.infoseek.co.jp/,"Нихи, Сохэи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sohei Nihi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,にひ そうへい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7674280,Tadahiko Ito,伊藤忠彦,,Tadahiko Ito,Tadahiko Ito,Tadahiko Ito,Tadahiko Ito,伊藤忠彦,male,1964-07-11,Tadahiko,,,,,,Tadahiko Ito,,Category:Tadahiko Itō,,,,https://upload.wikimedia.org/wikipedia/commons/4/4f/Voa_herman_nepal_japan_Tadahiko_Ito_11apr08_eng_175.jpg,tadahiko_itoh,Itō,,/m/03cj7l5,,Tadahiko Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://tadahiko-itoh.com/,"Ито, Тадахико",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tadahiko Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,itoh.tadahiko,,,いとう ただひこ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7676160,Taimei Yamaguchi,山口泰明,,Taimei Yamaguchi,Taimei Yamaguchi,Taimei Yamaguchi,Taimei Yamaguchi,山口泰明,male,1948-11-10,,,,,,,Taimei Yamaguchi,,,,,,,taimei1,Yamaguchi,,,,Taimei Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.taimei.tv/,"Ямагути, Таимэи",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taimei Yamaguchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taimei.yamaguchi,,,やまぐち たいめい,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7676684,Taizo Mikazuki,三日月大造,,Taizō Mikazuki,Taizō Mikazuki,Taizo Mikazuki,Taizō Mikazuki,三日月大造,male,1971-05-24,,,,,,,Taizo Mikazuki,,,Taizō Mikazuki,Taizō Mikazuki,,,,,,/m/03cg572,,Taizo Mikazuki,,,,,,,,,,Mikazuki Taizō,,,,,,,,,,,,,,,,,,,,,,http://www.genki1.com/,"Микадзуки, Таидзо",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,みかづき たいぞう,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
