name,gender,faction,image,area,term,source,id,name__jp,name__jp_hiragana,faction__jp,area__jp,name__ja,name__ja_hira,faction__ja,area__ja
OKUNO Shinsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/115.jpg/%24File/115.jpg,Nara 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/115.html,,,,,,,,自民,奈良3
OKUNO Soichiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/116.jpg/%24File/116.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/116.html,,,,,,,,民進,（比）南関東
OMI Asako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/089.jpg/%24File/089.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/089.html,,,,,,,,自民,（比）北関東
OMI Sei,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/107.jpg/%24File/107.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/107.html,,,,,,,,自民,（比）東海
ONIKI Makoto,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/118.jpg/%24File/118.jpg,Fukuoka 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/118.html,,,,,,,,自民,福岡2
ONISHI Hideo,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/102.jpg/%24File/102.jpg,Tokyo 16th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/102.html,,,,,,,,自民,東京16
ONISHI Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/103.jpg/%24File/103.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/103.html,,,,,,,,自民,（比）近畿
ONISHI Kensuke,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/101.jpg/%24File/101.jpg,Aichi 13th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/101.html,,,,,,,,民進,愛知13
ONO Keitaro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/104.jpg/%24File/104.jpg,Kagawa 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/104.html,,,,,,,,自民,香川3
ONODERA Itsunori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/087.jpg/%24File/087.jpg,Miyagi 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/087.html,,,,,,,,自民,宮城6
OOKA Toshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/092.jpg/%24File/092.jpg,Shiga 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/092.html,,,,,,,,自民,滋賀1
OSAKA Seiji,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/110.jpg/%24File/110.jpg,Hokkaido 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/110.html,,,,,,,,民進,北海道8
OSHIMA Atsushi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/097.jpg/%24File/097.jpg,Saitama 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/097.html,,,,,,,,民進,埼玉6
OSHIMA Tadamori,male,Ind,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/098.jpg/%24File/098.jpg,Aomori 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/098.html,,,,,,,,無,青森3
OTA Akihiro,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/108.jpg/%24File/108.jpg,Tokyo 12th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/108.html,,,,,,,,公明,東京12
OTA Kazumi,female,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/109.jpg/%24File/109.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/109.html,,,,,,,,民進,（比）南関東
OTSUKA Takashi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/099.jpg/%24File/099.jpg,Osaka 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/099.html,,,,,,,,自民,大阪8
OTSUKA Taku,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/100.jpg/%24File/100.jpg,Saitama 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/100.html,,,,,,,,自民,埼玉9
OZATO Yasuhiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/083.jpg/%24File/083.jpg,Kagoshima 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/083.html,,,,,,,,自民,鹿児島4
OZAWA Ichiro,male,LP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/084.jpg/%24File/084.jpg,Iwate 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/084.html,,,,,,,,自由,岩手4
OZAWA Sakihito,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/085.jpg/%24File/085.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/085.html,,,,,,,,維新,（比）近畿
RYU Hirofumi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/469.jpg/%24File/469.jpg,Kanagawa 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/469.html,,,,,,,,民進,神奈川9
SAITO Hiroaki,male,LDP,"",Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/206.html,,,,,,,,自民,（比）北陸信越
SAITO Kazuko,female,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/203.jpg/%24File/203.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/203.html,,,,,,,,共産,（比）南関東
SAITO Ken,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/205.jpg/%24File/205.jpg,Chiba 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/205.html,,,,,,,,自民,千葉7
SAITO Tetsuo,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/204.jpg/%24File/204.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/204.html,,,,,,,,公明,（比）中国
SAKAI Manabu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/207.jpg/%24File/207.jpg,Kanagawa 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/207.html,,,,,,,,自民,神奈川5
SAKAMOTO Tetsushi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/208.jpg/%24File/208.jpg,Kumamoto 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/208.html,,,,,,,,自民,熊本3
SAKAMOTO Yunosuke,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/209.jpg/%24File/209.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/209.html,,,,,,,,民進,（比）北関東
SAKURADA Yoshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/210.jpg/%24File/210.jpg,Chiba 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/210.html,,,,,,,,自民,千葉8
SASAGAWA Hiroyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/211.jpg/%24File/211.jpg,Gumma 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/211.html,,,,,,,,自民,群馬3
SASAKI Hajime,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/197.jpg/%24File/197.jpg,Ishikawa 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/197.html,,,,,,,,自民,石川2
SASAKI Takahiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/196.jpg/%24File/196.jpg,Hokkaido 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/196.html,,,,,,,,民進,北海道6
SATA Genichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/198.jpg/%24File/198.jpg,Gumma 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/198.html,,,,,,,,自民,群馬1
SATO Akira,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/195.jpg/%24File/195.jpg,Osaka 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/195.html,,,,,,,,自民,大阪2
SATO Hidemichi,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/201.jpg/%24File/201.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/201.html,,,,,,,,公明,（比）北海道
SATO Shigeki,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/199.jpg/%24File/199.jpg,Osaka 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/199.html,,,,,,,,公明,大阪3
SATO Tsutomu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/200.jpg/%24File/200.jpg,Tochigi 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/200.html,,,,,,,,自民,栃木4
SATO Yukari,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/202.jpg/%24File/202.jpg,Osaka 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/202.html,,,,,,,,自民,大阪11
SEKI Yoshihiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/242.jpg/%24File/242.jpg,Hyogo 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/242.html,,,,,,,,自民,兵庫3
SETO Takakazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/241.jpg/%24File/241.jpg,Shikoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/241.html,,,,,,,,自民,（比）四国
SHIBAYAMA Masahiko,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/221.jpg/%24File/221.jpg,Saitama 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/221.html,,,,,,,,自民,埼玉8
SHIGETOKU Kazuhiko,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/217.jpg/%24File/217.jpg,Aichi 12th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/217.html,,,,,,,,民進,愛知12
SHII Kazuo,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/212.jpg/%24File/212.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/212.html,,,,,,,,共産,（比）南関東
SHIIKI Tamotsu,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/501.jpg/%24File/501.jpg,Kinki Block,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/501.html,,,,,,,,維新,（比）近畿
SHIMADA Yoshikazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/222.jpg/%24File/222.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/222.html,,,,,,,,自民,（比）東海
SHIMAZU Yukihiro,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/223.jpg/%24File/223.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/223.html,,,,,,,,共産,（比）東海
SHIMIZU Tadashi,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/213.jpg/%24File/213.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/213.html,,,,,,,,共産,（比）近畿
SHIMOJI Mikio,male,JIP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/224.jpg/%24File/224.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/224.html,,,,,,,,維新,（比）九州
SHIMOMURA Hakubun,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/225.jpg/%24File/225.jpg,Tokyo 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/225.html,,,,,,,,自民,東京11
SHINA Takeshi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/218.jpg/%24File/218.jpg,Iwate 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/218.html,,,,,,,,民進,岩手1
SHINDO Yoshitaka,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/229.jpg/%24File/229.jpg,Saitama 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/229.html,,,,,,,,自民,埼玉2
SHINOHARA Go,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/219.jpg/%24File/219.jpg,Minami Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/219.html,,,,,,,,民進,（比）南関東
SHINOHARA Takashi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/220.jpg/%24File/220.jpg,Nagano 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/220.html,,,,,,,,民進,長野1
SHINTANI Masayoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/228.jpg/%24File/228.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/228.html,,,,,,,,自民,（比）中国
SHIOKAWA Tetsuya,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/214.jpg/%24File/214.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/214.html,,,,,,,,共産,（比）北関東
SHIONOYA Ryu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/216.jpg/%24File/216.jpg,Shizuoka 8th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/216.html,,,,,,,,自民,静岡8
SHIOZAKI Yasuhisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/215.jpg/%24File/215.jpg,Ehime 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/215.html,,,,,,,,自民,愛媛1
SHIRAISHI Toru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/226.jpg/%24File/226.jpg,Ehime 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/226.html,,,,,,,,自民,愛媛3
SHIRASUKA Takaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/227.jpg/%24File/227.jpg,Chiba 13th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/227.html,,,,,,,,自民,千葉13
SONODA Hiroyuki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/243.jpg/%24File/243.jpg,Kumamoto 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/243.html,,,,,,,,自民,熊本4
SONOURA Kentaro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/244.jpg/%24File/244.jpg,Chiba 5th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/244.html,,,,,,,,自民,千葉5
SUGA Yoshihide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/230.jpg/%24File/230.jpg,Kanagawa 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/230.html,,,,,,,,自民,神奈川2
SUGAWARA Isshu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/231.jpg/%24File/231.jpg,Tokyo 9th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/231.html,,,,,,,,自民,東京9
SUKEDA Shigeyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/232.jpg/%24File/232.jpg,Hokuriku-Shinetsu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/232.html,,,,,,,,自民,（比）北陸信越
SUZUKI Hayato,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/239.jpg/%24File/239.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/239.html,,,,,,,,自民,（比）東京都
SUZUKI Junji,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/236.jpg/%24File/236.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/236.html,,,,,,,,自民,（比）東海
SUZUKI Katsumasa,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/233.jpg/%24File/233.jpg,Tokai Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/233.html,,,,,,,,民進,（比）東海
SUZUKI Keisuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/234.jpg/%24File/234.jpg,Kanagawa 7th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/234.html,,,,,,,,自民,神奈川7
SUZUKI Norikazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/238.jpg/%24File/238.jpg,Yamagata 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/238.html,,,,,,,,自民,山形2
SUZUKI Shunichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/235.jpg/%24File/235.jpg,Iwate 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/235.html,,,,,,,,自民,岩手2
SUZUKI Takako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/237.jpg/%24File/237.jpg,Hokkaido Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/237.html,,,,,,,,自民,（比）北海道
SUZUKI Yoshihiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/240.jpg/%24File/240.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/240.html,,,,,,,,民進,（比）北関東
TABATA Hiroaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/252.jpg/%24File/252.jpg,Toyama 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/252.html,,,,,,,,自民,富山1
TABATA Tsuyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/505.jpg/%24File/505.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/505.html,,,,,,,,自民,（比）東京都
TACHIBANA Keiichiro,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/274.jpg/%24File/274.jpg,Toyama 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/274.html,,,,,,,,自民,富山3
TADOKORO Yoshinori,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/247.jpg/%24File/247.jpg,Ibaraki 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/247.html,,,,,,,,自民,茨城1
TAIRA Masaaki,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/255.jpg/%24File/255.jpg,Tokyo 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/255.html,,,,,,,,自民,東京4
TAJIMA Issei,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/245.jpg/%24File/245.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/245.html,,,,,,,,民進,（比）近畿
TAJIMA Kaname,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/246.jpg/%24File/246.jpg,Chiba 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/246.html,,,,,,,,民進,千葉1
TAKAGI Hirohisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/259.jpg/%24File/259.jpg,Hokkaido 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/259.html,,,,,,,,自民,北海道3
TAKAGI Michiyo,female,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/260.jpg/%24File/260.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/260.html,,,,,,,,公明,（比）東京都
TAKAGI Tsuyoshi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/258.jpg/%24File/258.jpg,Fukui 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/258.html,,,,,,,,自民,福井2
TAKAGI Yosuke,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/261.jpg/%24File/261.jpg,Tokyo Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/261.html,,,,,,,,公明,（比）東京都
TAKAHASHI Chizuko,female,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/264.jpg/%24File/264.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/264.html,,,,,,,,共産,（比）東北
TAKAHASHI Hinako,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/265.jpg/%24File/265.jpg,Tohoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/265.html,,,,,,,,自民,（比）東北
TAKAI Takashi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/256.jpg/%24File/256.jpg,Chugoku Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/256.html,,,,,,,,民進,（比）中国
TAKAICHI Sanae,female,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/257.jpg/%24File/257.jpg,Nara 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/257.html,,,,,,,,自民,奈良2
TAKAKI Yoshiaki,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/262.jpg/%24File/262.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/262.html,,,,,,,,民進,（比）九州
TAKATORI Shuichi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/263.jpg/%24File/263.jpg,Niigata 6th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/263.html,,,,,,,,自民,新潟6
TAKEBE Arata,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/271.jpg/%24File/271.jpg,Hokkaido 12th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/271.html,,,,,,,,自民,北海道12
TAKEDA Ryota,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/270.jpg/%24File/270.jpg,Fukuoka 11th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/270.html,,,,,,,,自民,福岡11
TAKEI Shunsuke,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/269.jpg/%24File/269.jpg,Miyazaki 1st District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/269.html,,,,,,,,自民,宮崎1
TAKEMASA Koichi,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/272.jpg/%24File/272.jpg,Kita Kanto Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/272.html,,,,,,,,民進,（比）北関東
TAKEMOTO Naokazu,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/268.jpg/%24File/268.jpg,Osaka 15th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/268.html,,,,,,,,自民,大阪15
TAKEMURA Nobuhide,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/273.jpg/%24File/273.jpg,Shiga 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/273.html,,,,,,,,自民,滋賀3
TAKESHITA Wataru,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/267.jpg/%24File/267.jpg,Shimane 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/267.html,,,,,,,,自民,島根2
TAKEUCHI Yuzuru,male,KM,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/266.jpg/%24File/266.jpg,Kinki Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/266.html,,,,,,,,公明,（比）近畿
TAMAKI Denny,male,LP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/282.jpg/%24File/282.jpg,Okinawa 3rd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/282.html,,,,,,,,自由,沖縄3
TAMAKI Yuichiro,male,DP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/281.jpg/%24File/281.jpg,Kagawa 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/281.html,,,,,,,,民進,香川2
TAMURA Norihisa,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/254.jpg/%24File/254.jpg,Mie 4th District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/254.html,,,,,,,,自民,三重4
TAMURA Takaaki,male,JCP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/253.jpg/%24File/253.jpg,Kyushu Bloc,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/253.html,,,,,,,,共産,（比）九州
TANAHASHI Yasufumi,male,LDP,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/275.jpg/%24File/275.jpg,Gifu 2nd District,46,http://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/275.html,,,,,,,,自民,岐阜2
