id,name__en,name__it,name,wikipedia__en,gender,original_wikiname,name__de,name__es,name__nl,wikipedia__de,birth_date,given_name,name__fr,name__ie,name__ru,wikipedia__commons,wikipedia__ie,image,death_date,name__cy,name__hu,last_seen,name__ja,occupation,wikipedia__fr,identifier__freebase,name__la,wikipedia__la,name__zh,name__sl,family_name,wikipedia__es,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__ISNI,name__sq,wikipedia__sq,twitter,name__en_gb,name__en_ca,name__pt,name__ca,name__ast,name__ar,wikipedia__ar,name__ak,name__ee
Q61694604,Frimpong Yaw Addo,,Frimpong Yaw Addo,Frimpong Yaw Addo,male,,,Frimpong Yaw Addo,,,1962-09-02,,Frimpong Yaw Addo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Frimpong Yaw Addo,,,,
Q61694605,Gabriel Osei,,Gabriel Osei,Gabriel Osei,male,,,Gabriel Osei,,,1974-02-06,,Gabriel Osei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Gabriel Osei,,,,
Q61694606,Geoffrey Kini,,Geoffrey Kini,Geoffrey Kini,male,,,Geoffrey Kini,,,1971-03-09,,Geoffrey Kini,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Geoffrey Kini,,,,
Q61694607,George Boahen Oduro,,George Boahen Oduro,George Boahen Oduro,male,,,George Boahen Oduro,,,1955-10-10,,George Boahen Oduro,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,George Boahen Oduro,,,,
Q61694608,George Kwame Aboagye,,George Kwame Aboagye,George Kwame Aboagye,male,,,George Kwame Aboagye,,,1968-08-24,,George Kwame Aboagye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,George Kwame Aboagye,,,,
Q61694609,George Mireku Duker,,George Mireku Duker,George Mireku Duker,male,,,George Mireku Duker,,,1975-05-09,,George Mireku Duker,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,George Mireku Duker,,,,
Q61694611,Godfrey Tangu Bayon,,Godfrey Tangu Bayon,Godfrey Tangu Bayon,male,,,Godfrey Tangu Bayon,,,1956-03-03,,Godfrey Tangu Bayon,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Godfrey Tangu Bayon,,,,
Q61694612,Henry Quartey,,Henry Quartey,Henry Quartey,male,,,Henry Quartey,,,1971-03-12,,Henry Quartey,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Henry Quartey,,,,
Q61694613,Henry Yeboah Yiadom-Boachie,,Henry Yeboah Yiadom-Boachie,Henry Yeboah Yiadom-Boachie,male,,,Henry Yeboah Yiadom-Boachie,,,1972-08-24,,Henry Yeboah Yiadom-Boachie,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Henry Yeboah Yiadom-Boachie,,,,
Q61694614,Isaac Adjei Mensah,,Isaac Adjei Mensah,Isaac Adjei Mensah,male,,,Isaac Adjei Mensah,,,1963-03-26,,Isaac Adjei Mensah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Isaac Adjei Mensah,,,,
Q61694615,James Klutse Avedzi,,James Klutse Avedzi,James Klutse Avedzi,male,,,James Klutse Avedzi,,,1964-07-14,,James Klutse Avedzi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,James Klutse Avedzi,,,,
Q61694616,John Abdulai Jinapor,,John Abdulai Jinapor,John Abdulai Jinapor,male,,,John Abdulai Jinapor,,,1979-06-08,,John Abdulai Jinapor,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,John Abdulai Jinapor,,,,
Q61694617,John Frimpong Osei,,John Frimpong Osei,John Frimpong Osei,male,,,John Frimpong Osei,,,1971-03-05,,John Frimpong Osei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,John Frimpong Osei,,,,
Q61694618,John Kwabena Bless Oti,,John Kwabena Bless Oti,John Oti Bless,male,,,John Kwabena Bless Oti,,,1979-10-19,,John Kwabena Bless Oti,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,John Kwabena Bless Oti,,,,
Q61694621,John Majisi,,John Majisi,John Majisi,male,,,John Majisi,,,1956-03-11,,John Majisi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,John Majisi,,,,
Q61694622,John Ntim Fordjour,,John Ntim Fordjour,John Ntim Fordjour,male,,,John Ntim Fordjour,,,1986-05-28,,John Ntim Fordjour,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,John Ntim Fordjour,,,,
Q61694623,Johnson Kwaku Adu,,Johnson Kwaku Adu,Johnson Kwaku Adu,male,,,Johnson Kwaku Adu,,,1969-08-10,,Johnson Kwaku Adu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Johnson Kwaku Adu,,,,
Q61694625,Joseph Albert Quarm,,Joseph Albert Quarm,Joseph Albert Quarm,male,,,Joseph Albert Quarm,,,1975-05-07,,Joseph Albert Quarm,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joseph Albert Quarm,,,,
Q61694626,Joseph Bipoba Naabu,,Joseph Bipoba Naabu,Joseph Bipoba Naabu,male,,,Joseph Bipoba Naabu,,,1964-08-24,,Joseph Bipoba Naabu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joseph Bipoba Naabu,,,,
Q61694627,Joseph Cudjoe,,Joseph Cudjoe,Joseph Cudjoe (politician),male,,,Joseph Cudjoe,,,1964-10-02,,Joseph Cudjoe,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joseph Cudjoe,,,,
Q61694629,Joseph Dindiok Kpemka,,Joseph Dindiok Kpemka,Joseph Dindiok Kpemka,male,,,Joseph Dindiok Kpemka,,,1973-08-13,,Joseph Dindiok Kpemka,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Joseph Dindiok Kpemka,,,,
Q61694632,Kennedy Nyarko Osei,,Kennedy Nyarko Osei,Kennedy Osei Nyarko,male,,,Kennedy Nyarko Osei,,,1979-04-02,,Kennedy Nyarko Osei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kennedy Nyarko Osei,,,,
Q61694633,Kobena Mensah Wisdom Woyome,,Kobena Mensah Wisdom Woyome,Kobena Mensah Wisdom Woyome,male,,,Kobena Mensah Wisdom Woyome,,,1971-09-21,,Kobena Mensah Wisdom Woyome,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kobena Mensah Wisdom Woyome,,,,
Q61694634,Kofi Okyere-Agyekum,,Kofi Okyere-Agyekum,Kofi Okyere-Agyekum,male,,,Kofi Okyere-Agyekum,,,,,Kofi Okyere-Agyekum,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kofi Okyere-Agyekum,,,,
Q61694635,Kojo Asemanyi,,Kojo Asemanyi,Kojo Asemanyi,male,,,Kojo Asemanyi,,,1979-09-10,,Kojo Asemanyi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kojo Asemanyi,,,,
Q61694638,Kwabena Amankwa Asiamah,,Kwabena Amankwa Asiamah,Kwabena Amankwa Asiamah,male,,,Kwabena Amankwa Asiamah,,,1958-08-28,,Kwabena Amankwa Asiamah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwabena Amankwa Asiamah,,,,
Q61694639,Kwabena Appiah-Pinkrah,,Kwabena Appiah-Pinkrah,Kwabena Appiah-Pinkrah,male,,,Kwabena Appiah-Pinkrah,,,1947-08-23,,Kwabena Appiah-Pinkrah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwabena Appiah-Pinkrah,,,,
Q61694640,Kwabena Mintah Akandoh,,Kwabena Mintah Akandoh,Kwabena Mintah Akandoh,male,,,Kwabena Mintah Akandoh,,,1980-06-19,,Kwabena Mintah Akandoh,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwabena Mintah Akandoh,,,,
Q61694641,Kwabena Ohemeng-Tinyase,,Kwabena Ohemeng-Tinyase,Kwabena Ohemeng-Tinyase,male,,,Kwabena Ohemeng-Tinyase,,,1952-04-06,,Kwabena Ohemeng-Tinyase,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwabena Ohemeng-Tinyase,,,,
Q61694645,Kwadwo Nyanpon Aboagye,,Kwadwo Nyanpon Aboagye,Kwadwo Nyanpon Aboagye,male,,,Kwadwo Nyanpon Aboagye,,,1950-11-13,,Kwadwo Nyanpon Aboagye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwadwo Nyanpon Aboagye,,,,
Q61694648,Kwaku Agyenim-Boateng,,Kwaku Agyenim-Boateng,Kwaku Agyenim Boateng,male,,,Kwaku Agyenim-Boateng,,,1972-11-01,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwaku Agyenim-Boateng,,,,
Q61694649,Kwaku Ampratwum-Sarpong,,Kwaku Ampratwum-Sarpong,Kwaku Ampratwum-Sarpong,male,,,Kwaku Ampratwum-Sarpong,,,1958-01-08,,Kwaku Ampratwum-Sarpong,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwaku Ampratwum-Sarpong,,,,
Q61694652,Kwame Asafu Adjei,,Kwame Asafu Adjei,Kwame Asafu Adjei,male,,,Kwame Asafu Adjei,,,1968,,Kwame Asafu Adjei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwame Asafu Adjei,,,,
Q61694653,Kwame Governs Agbodza,,Kwame Governs Agbodza,Kwame Governs Agbodza,male,,,Kwame Governs Agbodza,,,1973-09-22,,Kwame Governs Agbodza,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwame Governs Agbodza,,,,
Q61694654,Kwame Twumasi Ampofo,,Kwame Twumasi Ampofo,Kwame Twumasi Ampofo,male,,,Kwame Twumasi Ampofo,,,1968-06-03,,Kwame Twumasi Ampofo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwame Twumasi Ampofo,,,,
Q61694656,Kwasi Boateng Adjei,,Kwasi Boateng Adjei,Kwasi Boateng Adjei,male,,,Kwasi Boateng Adjei,,,1954-08-29,,Kwasi Boateng Adjei,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwasi Boateng Adjei,,,,
Q61694657,Kwasi Etu-Bonde,,Kwasi Etu-Bonde,Kwasi Etu-Bonde,male,,,Kwasi Etu-Bonde,,,1968-10-13,,Kwasi Etu-Bonde,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwasi Etu-Bonde,,,,
Q61694659,Linda Obenewaa Akweley Ocloo,,Linda Obenewaa Akweley Ocloo,Linda Obenewaa Akweley Ocloo,female,,,Linda Obenewaa Akweley Ocloo,,,1979-02-21,,Linda Obenewaa Akweley Ocloo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Linda Obenewaa Akweley Ocloo,,,,
Q61694662,Mark Assibey-Yeboah,,Mark Assibey-Yeboah,Mark Assibey-Yeboah,male,,,Mark Assibey-Yeboah,,,1974-03-02,,Mark Assibey-Yeboah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mark Assibey-Yeboah,,,,
Q61694663,Mark Kurt Nawaane,,Mark Kurt Nawaane,Mark Kurt Nawaane,male,,,Mark Kurt Nawaane,,,1966-04-21,,Mark Kurt Nawaane,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mark Kurt Nawaane,,,,
Q61694664,Martin Gyarko Oti,,Martin Gyarko Oti,Martin Gyarko Oti,male,,,Martin Gyarko Oti,,,1980-04-03,,Martin Gyarko Oti,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Martin Gyarko Oti,,,,
Q61694666,Michael Yaw Gyato,,Michael Yaw Gyato,Michael Yaw Gyato,male,,,Michael Yaw Gyato,,,1970-04-02,,Michael Yaw Gyato,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Michael Yaw Gyato,,,,
Q61694667,Moses Anim,,Moses Anim,Moses Anim,male,,,Moses Anim,,,1965-04-25,,Moses Anim,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Moses Anim,,,,
Q61694670,Nana Amoakoh,,Nana Amoakoh,Nana Amoakoh,male,,,Nana Amoakoh,,,1958-03-15,,Nana Amoakoh,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Nana Amoakoh,,,,
Q61694671,Nana Ayew Afriye,,Nana Ayew Afriye,Nana Ayew Afriye,male,,,Nana Ayew Afriye,,,1978-01-22,,Nana Ayew Afriye,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Nana Ayew Afriye,,,,
Q61694675,Patrick Boakye-Yiadom,,Patrick Boakye-Yiadom,Patrick Boakye-Yiadom,male,,,Patrick Boakye-Yiadom,,,1976-11-02,,Patrick Boakye-Yiadom,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Patrick Boakye-Yiadom,,,,
Q61694676,Patrick Bogyako-Siaime,,Patrick Bogyako-Siaime,Patrick Bogyako-Siaime,male,,,Patrick Bogyako-Siaime,,,1962-07-14,,Patrick Bogyako-Siaime,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Patrick Bogyako-Siaime,,,,
Q61694678,Patrick Yaw Boamah,,Patrick Yaw Boamah,Patrick Yaw Boamah,male,,,Patrick Yaw Boamah,,,1974-09-19,,Patrick Yaw Boamah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Patrick Yaw Boamah,,,,
Q61694680,Paul Essien,,Paul Essien,Paul Essien,male,,,Paul Essien,,,1975-07-08,,Paul Essien,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Paul Essien,,,,
Q61694682,Peter Nortsu-Kotoe,,Peter Nortsu-Kotoe,Peter Nortsu-Kotoe,male,,,Peter Nortsu-Kotoe,,,1956-05-06,,Peter Nortsu-Kotoe,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Peter Nortsu-Kotoe,,,,
Q61694683,Peter Yaw Kwakye-Ackah,,Peter Yaw Kwakye-Ackah,Peter Yaw Kwakye-Ackah,male,,,Peter Yaw Kwakye-Ackah,,,1957-06-15,,Peter Yaw Kwakye-Ackah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Peter Yaw Kwakye-Ackah,,,,
Q61694684,Philip Basoah,,Philip Basoah,Philip Basoah,male,,,Philip Basoah,,,1969-11-18,,Philip Basoah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Philip Basoah,,,,
Q61694687,Robert Baba Kuganab-Lem,,Robert Baba Kuganab-Lem,Robert Baba Kuganab-Lem,male,,,Robert Baba Kuganab-Lem,,,1966-11-24,,Robert Baba Kuganab-Lem,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Robert Baba Kuganab-Lem,,,,
Q61694688,Robert Kwasi Amoah,,Robert Kwasi Amoah,Robert Kwasi Amoah,male,,,Robert Kwasi Amoah,,,1948-10-17,,Robert Kwasi Amoah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Robert Kwasi Amoah,,,,
Q61694690,Rockson-Nelson Etse Kwami Dafeamekpor,,Rockson-Nelson Etse Kwami Dafeamekpor,Rockson-Nelson Dafeamekpor,male,,,Rockson-Nelson Etse Kwami Dafeamekpor,,,1976-12-09,,Rockson-Nelson Etse Kwami Dafeamekpor,,,,,,,,,,,politician,,,,,,,,,,,,,,,etsedafeamekpor,,,,,Rockson-Nelson Etse Kwami Dafeamekpor,,,,
Q61694693,Sampson Ahi,,Sampson Ahi,Sampson Ahi,male,,,Sampson Ahi,,,1976-09-14,,Sampson Ahi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Sampson Ahi,,,,
Q61694694,Samuel Abdulai Jabanyite,,Samuel Abdulai Jabanyite,Samuel Abdulai Jabanyite,male,,,Samuel Abdulai Jabanyite,,,1972-03-04,,Samuel Abdulai Jabanyite,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Samuel Abdulai Jabanyite,,,,
Q61694695,Samuel Atta Mills,,Samuel Atta Mills,Samuel Atta Mills,male,,,Samuel Atta Mills,,,1956-04-26,,Samuel Atta Mills,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Samuel Atta Mills,,,,
Q61694698,Samuel Nsowa-Djan,,Samuel Nsowa-Djan,Samuel Nsowa-Djan,male,,,Samuel Nsowa-Djan,,,1961-06-26,,Samuel Nsowa-Djan,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Samuel Nsowa-Djan,,,,
Q61694700,Sebastian Ngmenenso Sandaare,,Sebastian Ngmenenso Sandaare,Sebastian Ngmenenso Sandaare,male,,,Sebastian Ngmenenso Sandaare,,,1974-01-01,,Sebastian Ngmenenso Sandaare,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Sebastian Ngmenenso Sandaare,,,,
Q61694701,Seth Kwame Acheampong,,Seth Kwame Acheampong,Seth Kwame Acheampong,male,,,Seth Kwame Acheampong,,,1971-12-18,,Seth Kwame Acheampong,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Seth Kwame Acheampong,,,,
Q61694702,Simon Acheampong Tampi,,Simon Acheampong Tampi,Simon Acheampong Tampi,male,,,Simon Acheampong Tampi,,,1975-04-24,,Simon Acheampong Tampi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Simon Acheampong Tampi,,,,
Q61694703,Sophia Karen Edem Ackuaku,,Sophia Karen Edem Ackuaku,Sophia Karen Edem Ackuaku,female,,,Sophia Karen Edem Ackuaku,,,1972-10-07,,Sophia Karen Edem Ackuaku,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Sophia Karen Edem Ackuaku,,,,
Q61694704,Stephen Michael Essuah Kofi Ackah,,Stephen Michael Essuah Kofi Ackah,Stephen Michael Essuah Kofi Ackah,male,,,,,,1950-09-22,,Stephen Michael Essuah Kofi Ackah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Stephen Michael Essuah Kofi Ackah,,,,
Q61694705,Stevens Siaka,,Stevens Siaka,Siaka Stevens (Ghanaian politician),male,,,Stevens Siaka,,,1964-12-31,,Stevens Siaka,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Stevens Siaka,,,,
Q61694707,Suleman Adamu Sanid,,Suleman Adamu Sanid,Suleman Adamu Sanid,male,,,Suleman Adamu Sanid,,,1970-11-13,,Suleman Adamu Sanid,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Suleman Adamu Sanid,,,,
Q61694709,Thomas Nyarko Ampem,,Thomas Nyarko Ampem,Thomas Nyarko Ampem,male,,,Thomas Nyarko Ampem,,,1978-02-14,,Thomas Nyarko Ampem,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Thomas Nyarko Ampem,,,,
Q61694710,Thomas Ogajah Donkor,,Thomas Ogajah Donkor,Thomas Donkor Ogajah,male,,,Thomas Ogajah Donkor,,,1968-07-07,,Thomas Ogajah Donkor,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Thomas Ogajah Donkor,,,,
Q61694712,William Kwasi Sabi,,William Kwasi Sabi,William Kwasi Sabi,male,,,William Kwasi Sabi,,,1966-08-23,,William Kwasi Sabi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,William Kwasi Sabi,,,,
Q61694713,Yaw Afful,,Yaw Afful,Yaw Afful,male,,,Yaw Afful,,,1959-06-10,,Yaw Afful,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Yaw Afful,,,,
Q61694714,Yaw Buaben Asamoa,,Yaw Buaben Asamoa,Yaw Buaben Asamoa,male,,,Yaw Buaben Asamoa,,,1964-09-16,,Yaw Buaben Asamoa,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Yaw Buaben Asamoa,,,,
Q61694716,Yaw Osei Adutwum,,Yaw Osei Adutwum,Yaw Osei Adutwum,male,,,Yaw Osei Adutwum,,,1964-04-09,,Yaw Osei Adutwum,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Yaw Osei Adutwum,,,,
Q61694718,Akuka Albert Alalzuuga,,Akuka Albert Alalzuuga,Akuka Albert Alalzuuga,male,,,Akuka Albert Alalzuuga,,,1968-02-28,,Akuka Albert Alalzuuga,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Akuka Albert Alalzuuga,,,,
Q61694720,Augustine Collins Ntim,,Augustine Collins Ntim,Augustine Collins Ntim,male,,,Augustine Collins Ntim,,,1964-09-24,,Augustine Collins Ntim,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Augustine Collins Ntim,,,,
Q61694722,Derek Darko Ohene Assifo Bekoe,,Derek Darko Ohene Assifo Bekoe,Derek Darko Ohene Assifo Bekoe,male,,,,,,1967-04-07,,Derek Darko Ohene Assifo Bekoe,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Derek Darko Ohene Assifo Bekoe,,,,
Q61694723,Edward Kaale-Ewola Dery,,Edward Kaale-Ewola Dery,Edward Kaale-Ewola Dery,male,,,Edward Kaale-Ewola Dery,,,1969-03-06,,Edward Kaale-Ewola Dery,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Edward Kaale-Ewola Dery,,,,
Q61694725,Emmanuel Akwasi Gyamfi,,Emmanuel Akwasi Gyamfi,Emmanuel Akwasi Gyamfi,male,,,Emmanuel Akwasi Gyamfi,,,1974-12-01,,Emmanuel Akwasi Gyamfi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Emmanuel Akwasi Gyamfi,,,,
Q61694726,Eric Opoku,,Eric Opoku,Eric Opoku (politician),male,,,Eric Opoku,,,1970-06-05,,Eric Opoku,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Eric Opoku,,,,
Q61694727,Eugene Boakye Antwi,,Eugene Boakye Antwi,Eugene Boakye Antwi,male,,,Eugene Boakye Antwi,,,1970-05-07,,Eugene Boakye Antwi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Eugene Boakye Antwi,,,,
Q61694729,Frederick Opare-Ansah,,Frederick Opare-Ansah,Frederick Opare-Ansah,male,,,Frederick Opare-Ansah,,,1968-09-05,,Frederick Opare-Ansah,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Frederick Opare-Ansah,,,,
Q61694730,Isaac Adongo,,Isaac Adongo,Isaac Adongo,male,,,Isaac Adongo,,,1972-10-12,,Isaac Adongo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Isaac Adongo,,,,
Q61694733,Kofi Amoakohene,,Kofi Amoakohene,Kofi Amoakohene,male,,,Kofi Amoakohene,,,1969-04-11,,Kofi Amoakohene,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kofi Amoakohene,,,,
Q61694734,Kojo Appiah-Kubi,,Kojo Appiah-Kubi,Kojo Appiah-Kubi,male,,,Kojo Appiah-Kubi,,,,,Kojo Appiah-Kubi,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kojo Appiah-Kubi,,,,
Q61694735,Kweku George Ricketts-Hagan,,Kweku George Ricketts-Hagan,Kweku George Ricketts-Hagan,male,,,Kweku George Ricketts-Hagan,,,1963-08-21,,Kweku George Ricketts-Hagan,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kweku George Ricketts-Hagan,,,,
Q61694736,Mathias Kwame Ntow,,Mathias Kwame Ntow,Mathias Kwame Ntow,male,,,Mathias Kwame Ntow,,,1957-11-11,,Mathias Kwame Ntow,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mathias Kwame Ntow,,,,
Q61694737,Matthew Nyindam,,Matthew Nyindam,Matthew Nyindam,male,,,Matthew Nyindam,,,1975-12-01,,Matthew Nyindam,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Matthew Nyindam,,,,
Q61694739,Nana Amaniampong Marfo,,Nana Amaniampong Marfo,Nana Amaniampong Marfo,male,,,Nana Amaniampong Marfo,,,1957-03-06,,Nana Amaniampong Marfo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Nana Amaniampong Marfo,,,,
Q61694741,William Owuraku Aidoo,,William Owuraku Aidoo,William Owuraku Aidoo,male,,,William Owuraku Aidoo,,,,,William Owuraku Aidoo,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,William Owuraku Aidoo,,,,
Q61694742,Kwaku Asante-Boateng,,Kwaku Asante-Boateng,Kwaku Asante-Boateng,male,,,Kwaku Asante-Boateng,,,1961-04-27,,Kwaku Asante-Boateng,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Kwaku Asante-Boateng,,,,
Q61694746,Abdul-Samed Muhamed Gunu,,Abdul-Samed Muhamed Gunu,Abdul-Samed Muhamed Gunu,male,,,Abdul-Samed Muhamed Gunu,,,1966-04-06,,Abdul-Samed Muhamed Gunu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Abdul-Samed Muhamed Gunu,,,,
Q61694750,Ali Maiga Halidu,,Ali Maiga Halidu,Ali Maiga Halidu,male,,,Ali Maiga Halidu,,,1980-03-11,,Ali Maiga Halidu,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ali Maiga Halidu,,,,
Q61694751,Aziz Abdul Muniru,,Aziz Abdul Muniru,Aziz Abdul Muniru,male,,,Aziz Abdul Muniru,,,1976-01-04,,Aziz Abdul Muniru,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Aziz Abdul Muniru,,,,
Q61694752,Hardi Tufeiru Mohammed,,Hardi Tufeiru Mohammed,Mohammed Hardi Tuferu,male,,,Hardi Tufeiru Mohammed,,,1969-07-16,,Hardi Tufeiru Mohammed,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Hardi Tufeiru Mohammed,,,,
Q61694753,Masawud Mohammed,,Masawud Mohammed,Masawud Mohammed,male,,,Masawud Mohammed,,,1971-04-01,,Masawud Mohammed,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Masawud Mohammed,,,,
Q61694754,Mutawakilu Adam,,Mutawakilu Adam,Mutawakilu Adam,male,,,Mutawakilu Adam,,,1978-03-02,,Mutawakilu Adam,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mutawakilu Adam,,,,
Q61694755,Naser Toure Mahama,,Naser Toure Mahama,Naser Toure Mahama,male,,,Naser Toure Mahama,,,1965-03-17,,Naser Toure Mahama,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Naser Toure Mahama,,,,
Q61694757,Ridwan Duada Abass,,Ridwan Duada Abass,Abass Ridwan Duada,male,,,Ridwan Duada Abass,,,1983-12-24,,Ridwan Duada Abass,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Ridwan Duada Abass,,,,
Q61694758,Shaibu Mahama,,Shaibu Mahama,Shaibu Mahama,male,,,Shaibu Mahama,,,1970-10-15,,Shaibu Mahama,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Shaibu Mahama,,,,
Q61694759,Wahab Wumbei Suhuyini,,Wahab Wumbei Suhuyini,Wahab Wumbei Suhuyini,male,,,Wahab Wumbei Suhuyini,,,1955-09-20,,Wahab Wumbei Suhuyini,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Wahab Wumbei Suhuyini,,,,
Q61694760,Mumuni Alhassan,,Mumuni Alhassan,Alhassan Mumuni,male,,,Mumuni Alhassan,,,1967-09-23,,Mumuni Alhassan,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Mumuni Alhassan,,,,
