id,name,sort_name,family_name,given_name,source,start_date,end_date,faction_id,term,faction,image,birth_date
mp_FadilGeci,Fadil Geci,Geci Fadil,Geci,Fadil,"http://www.kuvendikosoves.org/?cid=1,158,400&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FadilGeci/image.2.jpeg,1961-03-19
mp_FadilKryeziu,Fadil Kryeziu,Kryeziu Fadil,Kryeziu,Fadil,"http://www.kuvendikosoves.org/?cid=1,158,399&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FadilKryeziu/image.2.jpeg,1965-11-25
mp_FadilKryeziu,Fadil Kryeziu,Kryeziu Fadil,Kryeziu,Fadil,"http://www.kuvendikosoves.org/?cid=1,158,399&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FadilKryeziu/image.2.jpeg,1965-11-25
mp_FaikMarolli,Faik Marolli,Marolli Faik,Marolli,Faik,"http://www.kuvendikosoves.org/?cid=1,158,369&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_5,chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',http://files.parldata.eu/kv/kuvendi/people/mp_FaikMarolli/image.jpeg,1939-04-15
mp_FatmirLimaj,Fatmir Limaj,Limaj Fatmir,Limaj,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,963",2014-07-17,2017-05-10,parliamentary_group_59,chamber_2014-07-17,NISMA,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirLimaj/image.4.jpeg,
mp_FatmirLimaj,Fatmir Limaj,Limaj Fatmir,Limaj,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,963",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirLimaj/image.4.jpeg,
mp_FatmirLimaj,Fatmir Limaj,Limaj Fatmir,Limaj,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,963",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirLimaj/image.4.jpeg,
mp_FatmirLimaj,Fatmir Limaj,Limaj Fatmir,Limaj,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,963",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirLimaj/image.4.jpeg,
mp_FatmirRexhepi,Fatmir Rexhepi,Rexhepi Fatmir,Rexhepi,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,829",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirRexhepi/image.4.jpeg,
mp_FatmirRexhepi,Fatmir Rexhepi,Rexhepi Fatmir,Rexhepi,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,829",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirRexhepi/image.4.jpeg,
mp_FatmirRexhepi,Fatmir Rexhepi,Rexhepi Fatmir,Rexhepi,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,829",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirRexhepi/image.4.jpeg,
mp_FatmirRexhepi,Fatmir Rexhepi,Rexhepi Fatmir,Rexhepi,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,829",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirRexhepi/image.4.jpeg,
mp_FatmirSejdiu,Fatmir Sejdiu,Sejdiu Fatmir,Sejdiu,Fatmir,"http://www.kuvendikosoves.org/?cid=1,158,117&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirSejdiu/image.jpeg,1951-10-23
mp_FatmirXhelili,Fatmir Xhelili,Xhelili Fatmir,Xhelili,Fatmir,"http://www.kuvendikosoves.org/?cid=1,102,974",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FatmirXhelili/image.jpeg,
mp_FatmireBerisha,Fatmire Berisha,Berisha Fatmire,Berisha,Fatmire,"http://www.kuvendikosoves.org/?cid=1,158,574&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_26,chamber_2007-12-13,Grupi i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FatmireBerisha/image.jpeg,
mp_FatmireMulhaxhaKollçaku,Fatmire Mulhaxha-Kollçaku,Mulhaxha-Kollçaku Fatmire,Mulhaxha-Kollçaku,Fatmire,"http://www.kuvendikosoves.org/?cid=1,158,483&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_10,chamber_2004-11-23,Grupi Parlamentar ORA,http://files.parldata.eu/kv/kuvendi/people/mp_FatmireMulhaxhaKoll%C3%A7aku/image.jpeg,1966-08-26
mp_FatonTopalli,Faton Topalli,Topalli Faton,Topalli,Faton,"http://www.kuvendikosoves.org/?cid=1,102,1017",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_FatonTopalli/image.3.jpeg,
mp_FatonTopalli,Faton Topalli,Topalli Faton,Topalli,Faton,"http://www.kuvendikosoves.org/?cid=1,102,1017",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_FatonTopalli/image.3.jpeg,
mp_FehmiMujota,Fehmi Mujota,Mujota Fehmi,Mujota,Fehmi,"http://www.kuvendikosoves.org/?cid=1,158,449&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FehmiMujota/image.jpeg,
mp_FehmiVula,Fehmi Vula,Vula Fehmi,Vula,Fehmi,"http://www.kuvendikosoves.org/?cid=1,158,402&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FehmiVula/image.jpeg,1941-11-29
mp_FeridAgani,Ferid Agani,Agani Ferid,Agani,Ferid,"http://www.kuvendikosoves.org/?cid=1,158,512&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_19,chamber_2004-11-23,Grupi Parlamentar Për integrim,http://files.parldata.eu/kv/kuvendi/people/mp_FeridAgani/image.jpeg,1959-10-29
mp_FetahBerisha,Fetah Berisha,Berisha Fetah,Berisha,Fetah,"http://www.kuvendikosoves.org/?cid=1,158,424&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FetahBerisha/image.jpeg,1944-12-20
mp_FetijeKëpuska,Fetije Këpuska,Këpuska Fetije,Këpuska,Fetije,"http://www.kuvendikosoves.org/?cid=1,158,119&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FetijeK%C3%ABpuska/image.jpeg,1955-01-25
mp_FikrimDamka,Fikrim Damka,Damka Fikrim,Damka,Fikrim,"http://www.kuvendikosoves.org/?cid=1,102,1070",2014-07-17,2017-05-10,parliamentary_group_58,chamber_2014-07-17,6+,http://files.parldata.eu/kv/kuvendi/people/mp_FikrimDamka/image.3.jpeg,
mp_FikrimDamka,Fikrim Damka,Damka Fikrim,Damka,Fikrim,"http://www.kuvendikosoves.org/?cid=1,102,1070",2010-12-12,2014-05-07,parliamentary_group_41,chamber_2010-12-12,Grupi 6+,http://files.parldata.eu/kv/kuvendi/people/mp_FikrimDamka/image.3.jpeg,
mp_FisnikIsmaili,Fisnik Ismaili,Ismaili Fisnik,Ismaili,Fisnik,"http://www.kuvendikosoves.org/?cid=1,102,1007",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_FisnikIsmaili/image.2.jpeg,
mp_FloraBrovina,Flora Brovina,Brovina Flora,Brovina,Flora,"http://www.kuvendikosoves.org/?cid=1,102,996",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.6.jpeg,
mp_FloraBrovina,Flora Brovina,Brovina Flora,Brovina,Flora,"http://www.kuvendikosoves.org/?cid=1,102,996",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.6.jpeg,
mp_FloraBrovina,Flora Brovina,Brovina Flora,Brovina,Flora,"http://www.kuvendikosoves.org/?cid=1,102,996",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.6.jpeg,
mp_FloraBrovina,Flora Brovina,Brovina Flora,Brovina,Flora,"http://www.kuvendikosoves.org/?cid=1,102,996",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.6.jpeg,
mp_FloraBrovina,Flora Brovina,Brovina Flora,Brovina,Flora,"http://www.kuvendikosoves.org/?cid=1,102,996",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_FloraBrovina/image.6.jpeg,
mp_FlorinKrasniqi,Florin Krasniqi,Krasniqi Florin,Krasniqi,Florin,"http://www.kuvendikosoves.org/?cid=1,158,758&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_FlorinKrasniqi/image.jpeg,
mp_GaniBuçinca,Gani Buçinca,Buçinca Gani,Buçinca,Gani,"http://www.kuvendikosoves.org/?cid=1,158,537&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniBu%C3%A7inca/image.jpeg,
mp_GaniGeci,Gani Geci,Geci Gani,Geci,Gani,"http://www.kuvendikosoves.org/?cid=1,158,594&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_28,chamber_2007-12-13,Grupi i LDD-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniGeci/image.jpeg,1968-01-20
mp_GaniKoci,Gani Koci,Koci Gani,Koci,Gani,"http://www.kuvendikosoves.org/?cid=1,158,536&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniKoci/image.3.jpeg,1958-06-20
mp_GaniKoci,Gani Koci,Koci Gani,Koci,Gani,"http://www.kuvendikosoves.org/?cid=1,158,536&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniKoci/image.3.jpeg,1958-06-20
mp_GaniKoci,Gani Koci,Koci Gani,Koci,Gani,"http://www.kuvendikosoves.org/?cid=1,158,536&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniKoci/image.3.jpeg,1958-06-20
mp_GaniPrekopuca,Gani Prekopuca,Prekopuca Gani,Prekopuca,Gani,"http://www.kuvendikosoves.org/?cid=1,158,143&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GaniPrekopuca/image.jpeg,1948-06-10
mp_GaniSadik,Gani Sadik,Sadik Gani,Sadik,Gani,"http://www.kuvendikosoves.org/?cid=1,158,363&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_5,chamber_2001-11-17,Grupi Parlamentar 'Komunitetet tjera',http://files.parldata.eu/kv/kuvendi/people/mp_GaniSadik/image.jpeg,1945-09-21
mp_GanimeteMusliu,Ganimete Musliu,Musliu Ganimete,Musliu,Ganimete,"http://www.kuvendikosoves.org/?cid=1,102,980",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_GanimeteMusliu/image.3.jpeg,
mp_GanimeteMusliu,Ganimete Musliu,Musliu Ganimete,Musliu,Ganimete,"http://www.kuvendikosoves.org/?cid=1,102,980",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_GanimeteMusliu/image.3.jpeg,
mp_GazmendMuhaxheri,Gazmend Muhaxheri,Muhaxheri Gazmend,Muhaxheri,Gazmend,"http://www.kuvendikosoves.org/?cid=1,158,485&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_10,chamber_2004-11-23,Grupi Parlamentar ORA,http://files.parldata.eu/kv/kuvendi/people/mp_GazmendMuhaxheri/image.jpeg,
mp_GencGorani,Genc Gorani,Gorani Genc,Gorani,Genc,"http://www.kuvendikosoves.org/?cid=1,158,484&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_10,chamber_2004-11-23,Grupi Parlamentar ORA,http://files.parldata.eu/kv/kuvendi/people/mp_GencGorani/image.jpeg,1960-10-13
mp_GjergjDedaj,Gjergj Dedaj,Dedaj Gjergj,Dedaj,Gjergj,"http://www.kuvendikosoves.org/?cid=1,158,504&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_19,chamber_2004-11-23,Grupi Parlamentar Për integrim,http://files.parldata.eu/kv/kuvendi/people/mp_GjergjDedaj/image.jpeg,1954-04-23
mp_GjylnazeSyla,Gjylnaze Syla,Syla Gjylnaze,Syla,Gjylnaze,"http://www.kuvendikosoves.org/?cid=1,158,609&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GjylnazeSyla/image.2.jpeg,1961-02-14
mp_GjylnazeSyla,Gjylnaze Syla,Syla Gjylnaze,Syla,Gjylnaze,"http://www.kuvendikosoves.org/?cid=1,158,609&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_9,chamber_2004-11-23,Grupi Parlamentar i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GjylnazeSyla/image.2.jpeg,1961-02-14
mp_GjylshenBerisha,Gjylshen Berisha,Berisha Gjylshen,Berisha,Gjylshen,"http://www.kuvendikosoves.org/?cid=1,158,410&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_7,chamber_2004-11-23,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GjylshenBerisha/image.2.jpeg,1957-04-14
mp_GjylshenBerisha,Gjylshen Berisha,Berisha Gjylshen,Berisha,Gjylshen,"http://www.kuvendikosoves.org/?cid=1,158,410&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_GjylshenBerisha/image.2.jpeg,1957-04-14
mp_GlaukKonjufca,Glauk Konjufca,Konjufca Glauk,Konjufca,Glauk,"http://www.kuvendikosoves.org/?cid=1,102,1005",2014-07-17,2017-05-10,parliamentary_group_56,chamber_2014-07-17,Lëvizja Vetëvendosje,http://files.parldata.eu/kv/kuvendi/people/mp_GlaukKonjufca/image.3.jpeg,
mp_GlaukKonjufca,Glauk Konjufca,Konjufca Glauk,Konjufca,Glauk,"http://www.kuvendikosoves.org/?cid=1,102,1005",2010-12-12,2014-05-07,parliamentary_group_40,chamber_2010-12-12,Grupi i Vetëvendosjes,http://files.parldata.eu/kv/kuvendi/people/mp_GlaukKonjufca/image.3.jpeg,
mp_GojkoSavić,Gojko Savić,Savić Gojko,Savić,Gojko,"http://www.kuvendikosoves.org/?cid=1,158,480&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_11,chamber_2004-11-23,Grupi Parlamentar SLKM,http://files.parldata.eu/kv/kuvendi/people/mp_GojkoSavi%C4%87/image.jpeg,1950-03-16
mp_GojkoSavić,Gojko Savić,Savić Gojko,Savić,Gojko,"http://www.kuvendikosoves.org/?cid=1,158,480&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_GojkoSavi%C4%87/image.jpeg,1950-03-16
mp_GoranBogdanović,Goran Bogdanović,Bogdanović Goran,Bogdanović,Goran,"http://www.kuvendikosoves.org/?cid=1,158,476&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_11,chamber_2004-11-23,Grupi Parlamentar SLKM,http://files.parldata.eu/kv/kuvendi/people/mp_GoranBogdanovi%C4%87/image.jpeg,
mp_GoranLazoviæ,Goran Lazoviæ,Lazoviæ Goran,Lazoviæ,Goran,"http://www.kuvendikosoves.org/?cid=1,158,332&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_4,chamber_2001-11-17,Grupi Parlamentar i KP-së,http://files.parldata.eu/kv/kuvendi/people/mp_GoranLazovi%C3%A6/image.jpeg,
mp_GoranMarinkoviæ,Goran Marinkoviæ,Marinkoviæ Goran,Marinkoviæ,Goran,"http://www.kuvendikosoves.org/?cid=1,158,752&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_47,chamber_2010-12-12,PG,http://files.parldata.eu/kv/kuvendi/people/mp_GoranMarinkovi%C3%A6/image.jpeg,1965-09-20
mp_GëzimKelmendi,Gëzim Kelmendi,Kelmendi Gëzim,Kelmendi,Gëzim,"http://www.kuvendikosoves.org/?cid=1,102,896",2014-07-17,2017-05-10,parliamentary_group_61,chamber_2014-07-17,Pa Grup,http://files.parldata.eu/kv/kuvendi/people/mp_G%C3%ABzimKelmendi/image.2.jpeg,
mp_GëzimKelmendi,Gëzim Kelmendi,Kelmendi Gëzim,Kelmendi,Gëzim,"http://www.kuvendikosoves.org/?cid=1,102,896",2010-12-12,2014-05-07,parliamentary_group_42,chamber_2010-12-12,KKR,http://files.parldata.eu/kv/kuvendi/people/mp_G%C3%ABzimKelmendi/image.2.jpeg,
mp_HafizeHajdini,Hafize Hajdini,Hajdini Hafize,Hajdini,Hafize,"http://www.kuvendikosoves.org/?cid=1,158,618&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_32,chamber_2007-12-13,Grupi i SLS-së,http://files.parldata.eu/kv/kuvendi/people/mp_HafizeHajdini/image.jpeg,1972-10-01
mp_HajdarBeqa,Hajdar Beqa,Beqa Hajdar,Beqa,Hajdar,"http://www.kuvendikosoves.org/?cid=1,102,990",2014-07-17,2017-05-10,parliamentary_group_54,chamber_2014-07-17,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_HajdarBeqa/image.2.jpeg,
mp_HajdinAbazi,Hajdin Abazi,Abazi Hajdin,Abazi,Hajdin,"http://www.kuvendikosoves.org/?cid=1,158,542&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HajdinAbazi/image.jpeg,1959-04-30
mp_HajredinHyseni,Hajredin Hyseni,Hyseni Hajredin,Hyseni,Hajredin,"http://www.kuvendikosoves.org/?cid=1,158,637&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_25,chamber_2007-12-13,Grupi i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinHyseni/image.2.jpeg,1968-10-10
mp_HajredinHyseni,Hajredin Hyseni,Hyseni Hajredin,Hyseni,Hajredin,"http://www.kuvendikosoves.org/?cid=1,158,637&secid=102&legid=3",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinHyseni/image.2.jpeg,1968-10-10
mp_HajredinKuçi,Hajredin Kuçi,Kuçi Hajredin,Kuçi,Hajredin,"http://www.kuvendikosoves.org/?cid=1,158,438&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinKu%C3%A7i/image.2.jpeg,1971-01-02
mp_HajredinKuçi,Hajredin Kuçi,Kuçi Hajredin,Kuçi,Hajredin,"http://www.kuvendikosoves.org/?cid=1,158,438&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HajredinKu%C3%A7i/image.2.jpeg,1971-01-02
mp_HakiDemolli,Haki Demolli,Demolli Haki,Demolli,Haki,"http://www.kuvendikosoves.org/?cid=1,158,693&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_HakiDemolli/image.jpeg,1963-02-17
mp_HakiShatri,Haki Shatri,Shatri Haki,Shatri,Haki,"http://www.kuvendikosoves.org/?cid=1,158,564&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_29,chamber_2007-12-13,Grupi i AAK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HakiShatri/image.2.jpeg,
mp_HakiShatri,Haki Shatri,Shatri Haki,Shatri,Haki,"http://www.kuvendikosoves.org/?cid=1,158,564&secid=102&legid=3",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HakiShatri/image.2.jpeg,
mp_HalilAhmeti,Halil Ahmeti,Ahmeti Halil,Ahmeti,Halil,"http://www.kuvendikosoves.org/?cid=1,158,150&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_1,chamber_2001-11-17,Grupi Parlamentar i LDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HalilAhmeti/image.jpeg,1956-06-24
mp_HalitKrasniqi,Halit Krasniqi,Krasniqi Halit,Krasniqi,Halit,"http://www.kuvendikosoves.org/?cid=1,158,692&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_HalitKrasniqi/image.jpeg,
mp_HamzaBalje,Hamza Balje,Balje Hamza,Balje,Hamza,"http://www.kuvendikosoves.org/?cid=1,158,669&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_46,chamber_2010-12-12,SLS,http://files.parldata.eu/kv/kuvendi/people/mp_HamzaBalje/image.jpeg,1970-09-13
mp_HasanMeta,Hasan Meta,Meta Hasan,Meta,Hasan,"http://www.kuvendikosoves.org/?cid=1,158,372&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_6,chamber_2001-11-17,Pa grup,http://files.parldata.eu/kv/kuvendi/people/mp_HasanMeta/image.jpeg,1945-10-16
mp_HashimDeshishku,Hashim Deshishku,Deshishku Hashim,Deshishku,Hashim,"http://www.kuvendikosoves.org/?cid=1,158,729&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_HashimDeshishku/image.jpeg,
mp_HashimThaçi,Hashim Thaçi,Thaçi Hashim,Thaçi,Hashim,"http://www.kuvendikosoves.org/?cid=1,158,434&secid=102&legid=2",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HashimTha%C3%A7i/image.2.jpeg,1968-04-24
mp_HashimThaçi,Hashim Thaçi,Thaçi Hashim,Thaçi,Hashim,"http://www.kuvendikosoves.org/?cid=1,158,434&secid=102&legid=2",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HashimTha%C3%A7i/image.2.jpeg,1968-04-24
mp_HasimeKrasniqi,Hasime Krasniqi,Krasniqi Hasime,Krasniqi,Hasime,"http://www.kuvendikosoves.org/?cid=1,158,677&secid=102&legid=4",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_HasimeKrasniqi/image.jpeg,1966-03-03
mp_HatimBaxhaku,Hatim Baxhaku,Baxhaku Hatim,Baxhaku,Hatim,"http://www.kuvendikosoves.org/?cid=1,102,826",2014-07-17,2017-05-10,parliamentary_group_55,chamber_2014-07-17,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_HatimBaxhaku/image.2.jpeg,
mp_HatimBaxhaku,Hatim Baxhaku,Baxhaku Hatim,Baxhaku,Hatim,"http://www.kuvendikosoves.org/?cid=1,102,826",2010-12-12,2014-05-07,parliamentary_group_44,chamber_2010-12-12,LDK,http://files.parldata.eu/kv/kuvendi/people/mp_HatimBaxhaku/image.2.jpeg,
mp_HatixheMusliHoxha,Hatixhe Musli Hoxha,Musli Hoxha Hatixhe,Musli Hoxha,Hatixhe,"http://www.kuvendikosoves.org/?cid=1,158,270&secid=102&legid=1",2004-11-23,2007-12-12,parliamentary_group_8,chamber_2004-11-23,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HatixheMusliHoxha/image.jpeg,
mp_HatixheMusliHoxha,Hatixhe Musli Hoxha,Musli Hoxha Hatixhe,Musli Hoxha,Hatixhe,"http://www.kuvendikosoves.org/?cid=1,158,270&secid=102&legid=1",2001-11-17,2004-11-23,parliamentary_group_2,chamber_2001-11-17,Grupi Parlamentar i PDK-së,http://files.parldata.eu/kv/kuvendi/people/mp_HatixheMusliHoxha/image.jpeg,
mp_HaxhiShala,Haxhi Shala,Shala Haxhi,Shala,Haxhi,"http://www.kuvendikosoves.org/?cid=1,102,975",2014-07-17,2017-05-10,parliamentary_group_59,chamber_2014-07-17,NISMA,http://files.parldata.eu/kv/kuvendi/people/mp_HaxhiShala/image.3.jpeg,
mp_HaxhiShala,Haxhi Shala,Shala Haxhi,Shala,Haxhi,"http://www.kuvendikosoves.org/?cid=1,102,975",2010-12-12,2014-05-07,parliamentary_group_43,chamber_2010-12-12,PDK,http://files.parldata.eu/kv/kuvendi/people/mp_HaxhiShala/image.3.jpeg,
mp_HesetCakolli,Heset Cakolli,Cakolli Heset,Cakolli,Heset,"http://www.kuvendikosoves.org/?cid=1,158,588&secid=102&legid=3",2007-12-13,2010-11-03,parliamentary_group_27,chamber_2007-12-13,Grupi i AKR-së,http://files.parldata.eu/kv/kuvendi/people/mp_HesetCakolli/image.jpeg,1957-04-14
