id,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__en,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,name,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__en,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Munzinger,identifier__journalisted,identifier__hansard,name__be,name__gl,name__id,name__bn,name__ar,name__pt,name__eo,name__uk,name__be_tarask,name__cs,name__bg,name__fa,name__ckb,name__az,name__ko,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__ko,wikipedia__nn,wikipedia__no,wikipedia__pt,wikipedia__uk,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,family_name,identifier__NTA,identifier__EuroparlMEP,name__gd,name__yo,name__et,name__ja,name__pnb,name__sk,name__ku_arab,name__ku_latn,name__tr,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ja,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__tr,wikipedia__ur,wikipedia__yo,identifier__SELIBR,identifier__NNDB,identifier__parliamentDOTuk,name__nan,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__is,name__ro,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__ro,wikipedia__zh_min_nan,identifier__GTAA,death_date,identifier__Oxforddnb,name__el,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__af,wikipedia__af,wikipedia__el,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__sco,wikipedia__sr,identifier__NLA,identifier__NPG,name__en_ca,name__en_gb,name__tl,wikipedia__tl,name__de_ch,honorific_prefix,name__an,name__bs,name__ceb,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__sq,name__vec,name__wa,name__vmf,name__ta,wikipedia__ta,identifier__MusicBrainz,identifier__discogs,twitter,name__yue,identifier__GNC,wikipedia__plwikiquote,identifier__publicwhip,original_wikiname,wikipedia__hiwikiquote,identifier__FAST,identifier__Britannica,wikipedia__sh,last_seen,identifier__TWFY,identifier__bbc_democracy_live,identifier__CSPAN,identifier__parliamentary_record,identifier__N6I,name__sh,identifier__OLID,identifier__BNE,name__fit,identifier__senate_nl,identifier__PACE,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__gsw,name__ia,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__mg,name__min,name__ms,name__nap,name__nrm,name__pap,name__pcd,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vi,name__vls,name__vo,name__wo,name__zu,identifier__guardian_topic,wikipedia__enwikinews,occupation,identifier__nobel_prize,identifier__nlg,wikipedia__cawikiquote,identifier__snac,facebook,wikipedia__sl,noble_title,identifier__DoUB,identifier__wikitree,wikipedia__bgwikiquote,identifier__BBC_things,identifier__MGP,wikipedia__nrm,wikipedia__vi,name__aa,name__ace,name__ak,name__ang,name__ay,name__bcl,name__bi,name__bjn,name__cbk_zam,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__egl,name__eml,name__ext,name__ff,name__fj,name__fo,name__frr,name__fy,name__gag,name__gn,name__gv,name__ha,name__hak,name__hif_latn,name__hil,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__jv,name__kaa,name__ki,name__kk_latn,name__kk_tr,name__ksh,name__lad,name__nah,name__qu,name__rup,name__sn,name__su,name__tpi,name__uz,name__war,name__zea,identifier__quora,identifier__ITF,identifier__ne_se,wikipedia__hi,identifier__national_archives,name__mk,wikipedia__lrc,identifier__rush,name__lrc,wikipedia__si,honorific_suffix,identifier__oireachtas,identifier__ricorso,name__si,identifier__persee,wikipedia__slwikiquote,wikipedia__ms,name__kana,identifier__NKC,parlid
Q6780408,,,,Mary Nelis,,Mary Nelis,Mary Nelis,,Mary Nelis,,,,,Mary Nelis,,,Mary Nelis,,,,,,,,Mary Nelis,,,,,Mary Nelis,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/85/Mary_Nelis_2012.jpg,female,,,,1935,,Mary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mary Nelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6808653,,,,Megan Fearon,,,Megan Fearon,,Megan Fearon,,Megan Fearon,,,Megan Fearon,,,Megan Fearon,,,,,,,,Megan Fearon,,,,,Megan Fearon,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/86/Megan_Fearon.jpg,female,,,,1991-07-29,,Megan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fearon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Megan Fearon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820881,,,,Mervyn Carrick,,,Mervyn Carrick,,Mervyn Carrick,,,,,Mervyn Carrick,,,Mervyn Carrick,,,,,,,,Mervyn Carrick,,,,,Mervyn Carrick,,,,,,,,,,,,,,,,,,male,,,,1946-02-13,,Mervyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mervyn Carrick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6820936,默文·斯托,,,Mervyn Storey,,Mervyn Storey,Mervyn Storey,,Mervyn Storey,,,,,Mervyn Storey,,,Mervyn Storey,,,,,,,,Mervyn Storey,,,,,Mervyn Storey,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/Mervyn_Storey.jpg,male,,,,1964-09-04,,Mervyn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mervyn Storey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829452,,,,Michael Copeland,Майкл Коуплэнд,,Michael Copeland,,Michael Copeland,,Michael Copeland,,,Michael Copeland,,,Michael Copeland,,,,,,,,Michael Copeland,,,,,Michael Copeland (politician),,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/eb/MichaelCopelandMLA.jpg,male,,,,1954-06-23,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Copeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Copeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6829517,,,,Michael Coyle,,,Michael Coyle,,Michael Coyle,,,,,Michael Coyle,,,Michael Coyle,,,,,,,,Michael Coyle,,,,,Michael Coyle (politician),,,,,,,,,,,,,,,,,,male,,,,1948-08-05,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Coyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6830268,,,,Michael Ferguson,Майкл Фергюсон,Michael Ferguson,Michael Ferguson,,Michael Ferguson,,,,,Michael Ferguson,,,,,,,,,,,Michael Ferguson,,,,,Michael Ferguson (Irish politician),,,,,,,,,,,,,,,,,,male,,,,1953,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6832692,,,,Michael McGimpsey,,Michael McGimpsey,Michael McGimpsey,,Michael McGimpsey,,,,,Michael McGimpsey,,,Michael McGimpsey,,,,,,,,Michael McGimpsey,,,,,Michael McGimpsey,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/c/c8/Michael_McGimpsey_UUP.png,male,,,,1948-06-01,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael McGimpsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6835582,,,,Michaela Boyle,,,Michaela Boyle,,Michaela Boyle,,,,,Michaela Boyle,,,Michaela Boyle,,,,,,,,Michaela Boyle,,,,,Michaela Boyle,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/7/72/Michaela_Boyle.jpg,female,,,,1966-09-29,,Michaela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela Boyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837153,,,,Michelle McIlveen,,Michelle McIlveen,Michelle McIlveen,,Michelle McIlveen,,Michelle McIlveen,,,Michelle McIlveen,,,Michelle McIlveen,,,,,,,,Michelle McIlveen,,,,,Michelle McIlveen,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1e/Michelle_McIlveen_DUP.jpg,female,,,,1971-01-21,,Michelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle McIlveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6837191,,,Michelle O'Neill,Michelle O'Neill,Мишель О'Нилл,Michelle O'Neill,Michelle O'Neill,,Michelle O'Neill,,,,,Michelle O’Neill,,,Michelle O'Neill,,,,,,,,Michelle O'Neill,,,,Michelle O’Neill,Michelle O'Neill,Michelle O'Neill,Michelle O'Neill,,Michelle O'Neill,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Michelle_O'Neill_taken_2017.jpg,female,3283151898617224190008,1152270052,,1977-01-10,/m/02pxlkg,Michelle,http://www.sinnfein.ie/contents/14972,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Michelle O'Neill,,,,,,,,,,,,,,,,,Doris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,米歇爾·奧尼爾,,米歇尔·奥尼尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,moneillsf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,michelle.oneill.sf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6838584,,,,Mickey Brady,,,Mickey Brady,,Mickey Brady,,,,,Mickey Brady,,Mickey Brady,Mickey Brady,,,,,,,,Mickey Brady,,,,,Mickey Brady,,,,,Mickey Brady,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/65/MickeyBrady.jpg,male,,,,1950-10-07,,Mickey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brady,,,,,,,,,,,,,,,,,,,,,,,,,,commons/mickey-brady/4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mickey Brady,,,,,,,,,mickeybrady4mp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,mickey.brady.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373
Q6848174,麦克·内斯比特,,,Mike Nesbitt,,Mike Nesbitt,Mike Nesbitt,,Mike Nesbitt,,,,,Mike Nesbitt,,,Mike Nesbitt,Mike Nesbitt,,,Mike Nesbitt,Mike Nesbitt,Mike Nesbitt,,Mike Nesbitt,,,,Mike Nesbitt,Mike Nesbitt,,,,Mike Nesbitt,,,,,,,,,,,,麦克·内斯比特,https://upload.wikimedia.org/wikipedia/commons/8/8b/Mike_nesbitt.JPG,male,,,,1957-05-11,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nesbitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Nesbitt,,,,,,,,,,,,,,,,,biography/Mike-Nesbitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,cb573392-bae3-43c7-9104-134fbe11e929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6881061,米切爾·麥克勞克林,,,Mitchel McLaughlin,,Mitchel McLaughlin,Mitchel McLaughlin,,Mitchel McLaughlin,,Mitchel McLaughlin,,,Mitchel McLaughlin,,,Mitchel McLaughlin,,,,,,,,Mitchel McLaughlin,,,,,Mitchel McLaughlin,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/13/Mitchel_McLaughlin_2014_(cropped).jpg,male,,,,1945-10-29,,Mitchel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mitchel McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6900013,,,,Monica McWilliams,,Monica McWilliams,Monica McWilliams,,Monica McWilliams,,,,,Monica McWilliams,,,Monica McWilliams,,,,,,,,Monica McWilliams,,,,,Monica McWilliams,,,,,,,,,,,,,,,,,,female,9074387,,,1954-04-28,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0001 1741 7871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica McWilliams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q694775,,,,William McCrea,,William McCrea,William McCrea,,William McCrea,,,,,William McCrea,,,William McCrea,William McCrea,,,,,,,William McCrea,,,,,"William McCrea, Baron McCrea of Magherafelt and Cookstown",,,,,,,,,,,,,,,,,,male,,,,1948-08-06,/m/02pw7z,William,,,,reverend-william-mccrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/dr-william-mccrea/655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William McCrea,,,,,,,,,,,,,William_McCrea,,,,,,,william_mccrea,33616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,655
Q694929,保羅·馬思期,,,Paul Maskey,,Paul Maskey,Paul Maskey,,Paul Maskey,,Paul Maskey,,,Paul Maskey,,Paul Maskey,Paul Maskey,Paul Maskey,,,,,,,Paul Maskey,,,,,Paul Maskey,,,,,Paul Maskey,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0b/Paul_Maskey.jpg,male,,,,1967-06-10,/m/02pxqs0,Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Paul Maskey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commons/paul-maskey/4245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Maskey,,,,,,,,,PaulMaskeyMP,,,,Paul_Maskey,,,,,,,paul_maskey/belfast_west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,sfpaulmaskeymp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4245
Q695272,納奧米·隆,,,Naomi Long,,Naomi Long,Naomi Long,,Naomi Long,,Naomi Long,,,Naomi Long,,,Naomi Long,Naomi Long,,,,,,נעמי לונג,Naomi Long,,,,,Naomi Long,,,,Naomi Long,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/b/b6/Belfast_City_Marathon,_May_2010_(08).JPG",female,,,,1971-12-13,/m/05sqmb,Naomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Naomi Long,,,,,,,,,,,,,,,,,,,,,,,ナオミ・ロング,,,,,,,,,,,,,,,,,,,,commons/naomi-long/3920,,,內奧米·朗治,,内奥米·朗治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Naomi Long,,,,,,,,,naomi_long,,,,naomi_long,,,,,,,naomi_long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3920
Q6990642,,,,Nelson McCausland,,Nelson McCausland,Nelson McCausland,,Nelson McCausland,,Nelson McCausland,,,Nelson McCausland,,,Nelson McCausland,,,,,,,,Nelson McCausland,,,,,Nelson McCausland,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/36/Nelson_McCausland_(cropped).jpg,male,16714124,,,1951-08-15,,Nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4021 8013,,,,,,,,,,ネルソン・マッコースランド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nelson McCausland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7050198,,,,Norah Beare,,Norah Beare,Norah Beare,,Norah Beare,,Norah Beare,,,Norah Beare,,,Norah Beare,,,,,,,,Norah Beare,,,,,Norah Beare,,,,,,,,,,,,,,,,,,female,,,,1946-05-25,,Norah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norah Beare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7051992,,,,Norman Boyd,,,Norman Boyd,,Norman Boyd,,,,,Norman Boyd,,,Norman Boyd,,,,,,,,Norman Boyd,,,,,Norman Boyd,,,,,,,,,,,,,,,,,,male,63518824,,,1961-10-16,,Norman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norman Boyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087558,,,,Oliver Gibson,,Oliver Gibson,Oliver Gibson,,Oliver Gibson,,Oliver Gibson,,,Oliver Gibson,,,Oliver Gibson,Oliver Gibson,,,Oliver Gibson,Oliver Gibson,Oliver Gibson,,Oliver Gibson,,,,,Oliver Gibson,,,,,,,,,,,,,,,,,,male,,,,1934-06-28,,Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7087696,,,,Oliver McMullan,,,Oliver McMullan,,Oliver McMullan,,Oliver McMullan,,,Oliver McMullan,,,Oliver McMullan,,,,,,,,Oliver McMullan,,,,,Oliver McMullan,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Oliver_McMullan_MLA.jpg,male,,,,1952-03-22,,Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McMullan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver McMullan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7128949,,,,Pam Lewis,Пэм Льюис,,Pam Cameron,,Pam Lewis,,,,,Pam Lewis,,,Pam Lewis,,,,,,,,Pam Cameron,,,,,Pam Cameron,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b0/PamLewis.jpg,female,,,,1971-12-30,,Pam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pam Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
