id,name__lv,name__en,name__de,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__lt,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__pcd,name__pl,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__lv,image,gender,birth_date,original_wikiname,wikipedia__commons,wikipedia__pl,given_name,twitter,name__ru,wikipedia__ru,identifier__VIAF,wikipedia__en,identifier__freebase,wikipedia__plwikiquote,website,wikipedia__ca,wikipedia__et,identifier__ISNI,identifier__LCAuth,identifier__LNB,name__az,wikipedia__az,wikipedia__fr,name__he,name__ko,name__be,name__oc,name__id,name__la,name__be_tarask,name__io,name__ka,name__zh,name__uk,name__fa,name__tt,name__ar,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__sv,wikipedia__tt,wikipedia__uk,wikipedia__zh,identifier__GND,identifier__Munzinger,identifier__FAST,wikipedia__tr,name__ltg,wikipedia__ltg,identifier__SUDOC,name__sgs,wikipedia__bat_smg,identifier__EuroparlMEP,identifier__BNF,name__en_ca,name__en_gb,name__kk,name__de_ch,name__ja,name__el,name__pt_br,name__bg,name__vi,name__tl,wikipedia__bg,wikipedia__el,wikipedia__eo,wikipedia__hu,wikipedia__ja,wikipedia__kk,wikipedia__lb,wikipedia__ruwikiquote,wikipedia__tl,wikipedia__vi,name__fo,wikipedia__fo,identifier__NLP,wikipedia__ukwikiquote,wikipedia__ro,name__ie,wikipedia__ie,wikipedia__sk,identifier__parlement,name__yo,name__hy,name__sr,wikipedia__hy,wikipedia__lmo,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sr,wikipedia__yo,name__vmf,name__pdc,identifier__MusicBrainz,identifier__NTA,identifier__IMDB,name__th,name__sh,wikipedia__nn,wikipedia__sh,wikipedia__th,identifier__moviemeter,identifier__allmovie,identifier__elonet,identifier__PORT,identifier__CSFD,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__tg_latn,name__sr_el,name__sr_ec,name__ilo,name__mr,name__tg,name__nov,wikipedia__co,wikipedia__gl,wikipedia__ilo,wikipedia__mr,wikipedia__nov,wikipedia__sl,wikipedia__tg,wikipedia__hsb,name__hsb,occupation,identifier__snac,wikipedia__itwikiquote,identifier__persee,identifier__GTAA,identifier__google_knowledge,identifier__NNDB,name__bm,name__de_at,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vo,name__wo,name__zu,name__kl,wikipedia__eu
Q60106,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,,,,,,,Guntis Ulmanis,,Guntis Ulmanis,,Guntis Ulmanis,,Guntis Ulmanis,Guntis Ulmanis,,Guntis Ulmanis,Guntis Ulmanis,,,,,,,Guntis Ulmanis,,Guntis Ulmanis,,,,,Guntis Ulmanis,,Guntis Ulmanis,,,Guntis Ulmanis,,,Guntis Ulmanis,,Guntis Ulmanis,,,,,,,,,Guntis Ulmanis,,,,,Guntis Ulmanis,Guntis Ulmanis,https://upload.wikimedia.org/wikipedia/commons/c/c5/Flickr_-_Saeima_-_10.Saeimas_deputāts_Guntis_Ulmanis.jpg,male,1939-09-13,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis,,"Улманис, Гунтис","Улманис, Гунтис",67275108,Guntis Ulmanis,/m/02hb3w,,,Guntis Ulmanis,Guntis Ulmanis,0000 0000 5539 6576,no97030621,000001524,,,Guntis Ulmanis,גונטיס אולמניס,군티스 울마니스,Гунціс Улманіс,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Гунціс Улманіс,Guntis Ulmanis,გუნტის ულმანისი,貢蒂斯·烏爾馬尼斯,Ґунтіс Улманіс,گونتیس اولامیس,Гунтис Улманис,غونيتس أولمانيس,غونيتس أولمانيس,Гунціс Улманіс,Гунтыс Улманіс,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,گونتیس اولامیس,Guntis Ulmanis,גונטיס אולמניס,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,გუნტის ულმანისი,군티스 울마니스,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Guntis Ulmanis,Гунтис Улманис,Ґунтіс Улманіс,貢蒂斯·烏爾馬尼斯,11939751X,00000020795,391914,,,,,,,,,,,,,グンティス・ウルマニス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,162881,,,,,,,,,,,,,,,,,,,,,,,
Q6013198,Ina Druviete,Ina Druviete,Ina Druviete,,,,,,,,,,,,,Ina Druviete,Ina Druviete,,,Ina Druviete,,,,,,,Ina Druviete,,,,,,,,,,,,Ina Druviete,,,Ina Druviete,,,,,,,,,,,,,,,,Ina Druviete,Ina Druviete,https://upload.wikimedia.org/wikipedia/commons/9/9d/Flickr_-_Saeima_-_10.Saeimas_deputāte_Ina_Druviete.jpg,female,1958-05-29,Ina Druviete,Category:Ina Druviete,Ina Druviete,Ina,,"Друвиете, Ина","Друвиете, Ина",163721322,Ina Druviete,,,,,Ina Druviete,0000 0001 1237 1878,n2002160661,000000424,,,Ina Druviete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A26869032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6031730,Inga Bite,Inga Bite,Inga Bite,,,,,,,,,,,,,Inga Bite,,,,Inga Bite,,,,,,,Inga Bite,,,,,,,,,,,,Inga Bite,,,Inga Bite,,,,,,,,,,,,,,,,Inga Bite,Inga Bite,https://upload.wikimedia.org/wikipedia/commons/f/fa/11.Saeimas_deputāte_Inga_Bite.jpg,female,1981-07-06,Inga Bite,Category:Inga Bite,Inga Bite,Inga,IngaBit,,,314818896,Inga Bite,/m/0j9mvc0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6098308,Ivans Ribakovs,Ivans Ribakovs,Ivans Ribakovs,,,,,,,,,,,,,,,,,Ivans Ribakovs,,,,,,,,,,,,,,Ivans Ribakovs,,,,,Ivans Ribakovs,,,Iwan Ribakow,,,,,,,,,,,,,,,,Ivans Ribakovs,Ivans Ribakovs,https://upload.wikimedia.org/wikipedia/commons/9/9f/Flickr_-_Saeima_-_10.Saeimas_deputāts_Ivans_Ribakovs.jpg,male,1960,Iwan Ribakow,Category:Ivans Ribakovs,Ivans Ribakovs,Iwan,IRibakovs,,,,Ivans Ribakovs,/m/05p5tl_,,http://ivans.ribakovs.lv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivans Ribakovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6111915,Raimonds Bergmanis,Raimonds Bergmanis,Raimonds Bergmanis,,,,,,,,,,,,,Raimonds Bergmanis,Raimonds Bergmanis,,,Raimonds Bergmanis,,,,,,,,,Raimonds Bergmanis,,,,,,,,,,Raimonds Bergmanis,,,Raimonds Bergmanis,,,,,,,,,,,,,,,,Raimonds Bergmanis,Raimonds Bergmanis,https://upload.wikimedia.org/wikipedia/commons/9/99/Raimonds_Bergmanis_2012.jpg,male,1966-07-25,Raimonds Bergmanis,,Raimonds Bergmanis,Raimonds,,"Бергманис, Раймондс","Бергманис, Раймондс",,Raimonds Bergmanis,,,,,Raimonds Bergmanis,,,,,,Raimonds Bergmanis,,,,,,,,,,,Раймондс Берґманіс,,,,,,,,,Raimonds Bergmanis,,,,,,,,,,,,,,,,,,Раймондс Берґманіс,,,,,,,,,,,,,,,,,ライモンツ・ベルグマニス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6111957,Jānis Vucāns,Jānis Vucāns,Jānis Vucāns,,,,,,,,,,,,,,,,,Jānis Vucāns,,,,,,,,,,,,,,,,,,,Jānis Vucāns,,,Jānis Vucāns,,,,,,,,,,,,,,,,Jānis Vucāns,Jānis Vucāns,https://upload.wikimedia.org/wikipedia/commons/d/d6/Flickr_-_Saeima_-_10.Saeimas_deputāts_Jānis_Vucāns.jpg,male,1956-02-09,Jānis Vucāns,Category:Jānis Vucāns,Jānis Vucāns,Jānis,,,,,Jānis Vucāns,/m/0j9qhj0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6111985,Vitālijs Orlovs,Vitālijs Orlovs,Vitālijs Orlovs,,,,,,,,,,,,,,Vitālijs Orlovs,,,Vitālijs Orlovs,,,,,,,,,,,,,,,,,,,Vitālijs Orlovs,,,Witalij Orłow,,,,,,,,,,,,,,,,Vitālijs Orlovs,Vitālijs Orlovs,https://upload.wikimedia.org/wikipedia/commons/4/4c/Vitālijs_Orlovs.jpg,male,1964,Witalij Orłow,Category:Vitālijs Orlovs,Vitālijs Orlovs,Vitālijs,,,,,Vitālijs Orlovs,/m/05p27xz,,,,Vitālijs Orlovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112032,Jānis Klaužs,Jānis Klaužs,Jānis Klaužs,,,,,,,,,,,,,,,,,Jānis Klaužs,,,,,,,,,,,,,,,,,,,Jānis Klaužs,,,Jānis Klaužs,,,,,,,,,,,,,,,,Jānis Klaužs,Jānis Klaužs,https://upload.wikimedia.org/wikipedia/commons/e/e2/Flickr_-_Saeima_-_10.Saeimas_deputāts_Jānis_Klaužs.jpg,male,1954,Jānis Klaužs,Category:Jānis Klaužs,Jānis Klaužs,Jānis,,,,,Jānis Klaužs,/m/0gjdtxz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112130,Sergejs Mirskis,Sergejs Mirskis,Sergejs Mirskis,,,,,,,,,,,,,,,,,Sergejs Mirskis,,,,,,,,,,,,,,,,,,,Sergejs Mirskis,,,Siergiej Mirski,,,,,,,,,,,,,,,,Sergejs Mirskis,Sergejs Mirskis,https://upload.wikimedia.org/wikipedia/commons/1/1d/Flickr_-_Saeima_-_10.Saeimas_deputāts_Sergejs_Mirskis.jpg,male,1952-01-01,Sergiej Mirski,Category:Sergejs Mirskis,Sergejs Mirskis,Siergiej,,,,,Sergejs Mirskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112509,Māris Kučinskis,Māris Kučinskis,Māris Kučinskis,,,,,,,Māris Kučinskis,,Māris Kučinskis,,Māris Kučinskis,,,Māris Kučinskis,,Māris Kučinskis,Māris Kučinskis,,,,,,,,,Māris Kučinskis,Māris Kučinskis,,,,,,Māris Kučinskis,,,Māris Kučinskis,Māris Kučinskis,,Māris Kučinskis,,Māris Kučinskis,,,,,,,,,Māris Kučinskis,Māris Kučinskis,,,,Māris Kučinskis,Māris Kučinskis,https://upload.wikimedia.org/wikipedia/commons/9/91/Flickr_-_Saeima_-_10.Saeimas_deputāts_Māris_Kučinskis.jpg,male,1961-11-28,Māris Kučinskis,,Māris Kučinskis,Māris,MarisKucinskis,Марис Кучинскис,"Кучинскис, Марис",36146285471915372182,Māris Kučinskis,/m/0gjd3gf,,,Māris Kučinskis,Māris Kučinskis,,,,,,Māris Kučinskis,,마리스 쿠친스키스,Марыс Кучынскіс,Māris Kučinskis,,Māris Kučinskis,,Māris Kučinskis,მარის კუჩინსკისი,馬里斯·古金斯基,Маріс Кучінскіс,ماریس کوچینسکیس,,,,,Марыс Кучынскіс,Māris Kučinskis,,Māris Kučinskis,,ماریس کوچینسکیس,Māris Kučinskis,,,Māris Kučinskis,Māris Kučinskis,მარის კუჩინსკისი,마리스 쿠친스키스,Māris Kučinskis,,,Māris Kučinskis,Māris Kučinskis,Māris Kučinskis,,,Маріс Кучінскіс,馬里斯·古金斯基,1106006208,,,Māris Kučinskis,,,,,,,,,,,,マーリス・クチンスキス,Μάρις Κουσίνσκις,,Марис Кучинскис,,,Марис Кучинскис,Μάρις Κουσίνσκις,,,マーリス・クチンスキス,,Māris Kučinskis,,,,Māris Kučinskis,,,,,Māris Kučinskis,Māris Kučinskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Māris Kučinskis,Māris Kučinskis,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Māris Kučinskis,
Q644688,Inese Šlesere,Inese Šlesere,Inese Šlesere,,,,,,,Inese Šlesere,,,,,,,,,,Inese Šlesere,,,,,,,,,,,,,,,,,,,Inese Šlesere,,,Inese Šlesere,,,,,,,,,,,,,,,,Inese Šlesere,Inese Šlesere,https://upload.wikimedia.org/wikipedia/commons/c/cd/Inese_Šlesere.jpg,female,1972-08-02,Inese Šlesere,Category:Inese Šlesere,Inese Šlesere,Inese,,Инесе Шлесере,,,Inese Šlesere,,,,Inese Šlesere,,,,,,,,אינס סלסרא,,,,,,,,,,,,,,,,,,,,,,,אינס סלסרא,,,,,,,,,,,,,,,,,,,,,,,,,26740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q713138,Artis Pabriks,Artis Pabriks,Artis Pabriks,,,,,,,Artis Pabriks,,,,Artis Pabriks,,Artis Pabriks,Artis Pabriks,,,Artis Pabriks,,,,,,,Artis Pabriks,,,,,,,Artis Pabriks,,,,,Artis Pabriks,,,Artis Pabriks,,,,,,,,,,,Artis Pabriks,Artis Pabriks,,,,Artis Pabriks,Artis Pabriks,https://upload.wikimedia.org/wikipedia/commons/2/29/Artis_Pabriks_saeima.jpg,male,1966-03-22,Artis Pabriks,Category:Artis Pabriks,Artis Pabriks,,,"Пабрикс, Артис","Пабрикс, Артис",72259472,Artis Pabriks,/m/03gnmt,,,Artis Pabriks,Artis Pabriks,,n00030751,,,,Artis Pabriks,,,,Artis Pabriks,,,,,,,Артіс Пабрікс,,,,,,,,Artis Pabriks,Artis Pabriks,,,,,,,,,,,Artis Pabriks,,,Artis Pabriks,,Artis Pabriks,,Артіс Пабрікс,,1099791561,,,Artis Pabriks,,,060973226,,,124743,,,,,,アーティス・パブリクス,,,,,,,,,,,,,,,,,,,Артіс Пабрікс,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,Artis Pabriks,,,,,,,,,,,,,,,,,,,,,,,,,
Q7363444,Romans Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romāns Miloslavskis,Romans Miloslavskis,Romans Miloslavskis,https://upload.wikimedia.org/wikipedia/commons/1/18/12.Saeimas_deputāts_Romans_Miloslavskis_(35853947296).jpg,male,1983-10-17,Romans Miloslavskis,,,,,,,,Romāns Miloslavskis,/m/0h986f8,,,,,,,,,,,,,,,,,,,,,,رومانس میلوسلاوسکیس,,,,,,,,,,رومانس میلوسلاوسکیس,,,,,,,,,,,Romāns Miloslavskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,swimmer,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7453926,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Siergiej Fiodorow,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,Sergejs Fjodorovs,,https://upload.wikimedia.org/wikipedia/commons/d/d1/10.Saeimas_deputāts_Sergejs_Fjodorovs_(5178032835).jpg,male,1956,Siergiej Fiodorow (polityk),,Sergejs Fjodorovs,Siergiej,,,,,Sergejs Fjodorovs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q751020,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,Lolita Čigāne,https://upload.wikimedia.org/wikipedia/commons/0/03/Flickr_-_Saeima_-_10.Saeimas_deputāte_Lolita_Čigāne.jpg,female,1973-08-18,Lolita Čigāne,Category:Lolita Čigāne,Lolita Čigāne,Lolita,lolita_cigane,,,,Lolita Čigāne,/m/0127x69f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q893825,Boriss Cilevičs,Boriss Cilevičs,Boriss Cilevičs,,,,,,,Boriss Cilevičs,,,,,,,,,,Boriss Cilevičs,,,,,,,,,,,,,,,,,,,Boriss Cilevičs,,,Boris Cilewicz,,,,,,,,,,,,,,,,Boriss Cilevičs,Boriss Cilevičs,https://upload.wikimedia.org/wikipedia/commons/7/72/Flickr_-_Saeima_-_10.Saeimas_deputāts_Boriss_Cilevičs.jpg,male,1956-03-26,Boriss Cilevičs,,Boriss Cilevičs,Boris,,"Цилевич, Борис Леонидович","Цилевич, Борис Леонидович",305130570,Boriss Cilevičs,/m/05n_rrj,,http://www.cilevics.eu,Boriss Cilevičs,,0000 0004 1727 0891,,000082429,,,Boriss Cilevičs,,,,,,,,,,,,,,,,,,,,Boriss Cilevičs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9142842,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,Ainars Latkovskis,https://upload.wikimedia.org/wikipedia/commons/e/e2/Ainars_Latkovskis_01.jpg,male,1967-12-23,Ainars Latkovskis,,Ainars Latkovskis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,
