id,name__es,name__it,name__en,name__fr,name,wikipedia__es,image,gender,birth_date,given_name,original_wikiname,name__nl,name__hu,name__de,name__nb,name__da,name__nn,name__sv,wikipedia__en,identifier__IMDB,wikipedia__eswikiquote,identifier__VIAF,twitter,wikipedia__fr,name__hr,wikipedia__hr,death_date,name__ca,name__eo,name__ro,name__fy,name__pt,name__cs,name__el,name__ru,name__hy,wikipedia__ca,wikipedia__de,wikipedia__fy,wikipedia__it,wikipedia__pt,wikipedia__sv,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__NLA,identifier__freebase,website,identifier__BNE,identifier__NTA,identifier__NLP,identifier__PORT,identifier__kinopoisk,identifier__filmportal_de,wikipedia__commons,family_name,wikipedia__nl,name__gl,name__cy,name__pl,name__ko,name__tr,name__si,name__ja,name__ne,name__az,name__ml,name__ta,name__uk,name__id,wikipedia__az,wikipedia__cs,wikipedia__eo,wikipedia__hu,wikipedia__id,wikipedia__ja,wikipedia__ko,wikipedia__ml,wikipedia__ne,wikipedia__pl,wikipedia__plwikiquote,wikipedia__ru,wikipedia__si,wikipedia__ta,wikipedia__tr,wikipedia__uk,wikipedia__simple,wikipedia__itwikiquote,name__zh,identifier__OLID,wikipedia__no,identifier__FAST,name__lmo,identifier__BVMC,identifier__ULAN,name__nds,wikipedia__hy,identifier__GTAA,identifier__AlloCine,identifier__allmovie,identifier__elonet,name__sco,wikipedia__sco,wikipedia__enwikiquote,identifier__google_knowledge,identifier__Britannica,occupation,facebook,identifier__snac,wikipedia__vi,name__vi,name__ar,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__fi,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,second_surname,name__he,instagram,identifier__youtube,wikipedia__mai,name__mai,identifier__BNC,identifier__BIBSYS,identifier__NUKAT,name__zh_hant,name__zh_cn,name__ace,wikipedia__zh,name__sl,name__arn,name__tl,identifier__MusicBrainz,name__be,name__ty,wikipedia__ast
Q5664433,Aldo Cornejo,,Aldo Cornejo,Aldo Cornejo,Aldo Cornejo,Aldo Cornejo,https://upload.wikimedia.org/wikipedia/commons/7/76/Aldo_Cornejo_González.jpg,male,1955-04-19,Aldo,Aldo Cornejo,Aldo Cornejo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aldo Cornejo,,,,,,
Q5665033,Alejandro García-Huidobro,,Alejandro García-Huidobro,Alejandro García-Huidobro,Alejandro García-Huidobro,Alejandro García-Huidobro,https://upload.wikimedia.org/wikipedia/commons/e/e8/Alejandro_García_Huidobro_Sanfuentes.jpg,male,1952-04-19,Alejandro,Alejandro García-Huidobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Alejandro García-Huidobro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alejandro García-Huidobro,,,,,,
Q5675566,Andrés Aylwin,,Andrés Aylwin,Andrés Aylwin,Andrés Aylwin,Andrés Aylwin,https://upload.wikimedia.org/wikipedia/commons/a/af/Andrés_Aylwin_Azócar.jpg,male,1925-06-20,Andrés,Andrés Aylwin,Andrés Aylwin,Andrés Aylwin,Andrés Aylwin,,,,,Andrés Aylwin,,,41700912,,,,,2018-08-20,,,,,,Andrés Aylwin,,,,,,,,,,0000 0000 5147 9518,,nr92003157,,093369255,,,,,261967649,,,,,Category:Andrés Aylwin,Aylwin,,,,,,Andres Aylwin,,,,,,,,,,,,,,,,,,,,,,,Andres Aylwin,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Aylwin,,,,,,,,,,,,,,,,,,,,,,Andrés Aylwin,,,,,,
Q5676013,Andrés Palma,,Andrés Palma,Andrés Palma,Andrés Palma,Andrés Palma,https://upload.wikimedia.org/wikipedia/commons/c/cf/Andrés_Palma_Irarrázaval.jpg,male,1955-07-21,Andrés,Andrés Palma,Andrés Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Palma,,,,,,
Q5698649,Antonio Horvath,Antonio Horvath,Antonio Horvath,Antonio Horvath,Antonio Horvath,Antonio Horvath,https://upload.wikimedia.org/wikipedia/commons/1/1f/Antonio_Horvath_Kiss.jpg,male,1950-01-03,Antonio,Antonio Horvath,Antonio Horvath,Antonio Horvath,,,,,,Antonio Horvath,,,,,,,,2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Antonio Horvath,Horvath,,,,,,Antonio Horvath,,,,,,,,,,,,,,,,,,,,,,,Antonio Horvath,,Antonio Horvath,,,,,,,,,,,,,,,,,,,,civil engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiss,,,,,,,,,,,,,Antonio Horvath,,,,,,
Q5698786,Antonio Leal Labrín,Antonio Leal,Antonio Leal Labrín,Antonio Leal,Antonio Leal Labrín,Antonio Leal Labrín,https://upload.wikimedia.org/wikipedia/commons/3/37/Antonio_Leal_Labrín.jpg,male,1950-01-10,Antonio,Antonio Leal Labrín,Antonio Leal Labrín,Antonio Leal Labrín,,,,,,,,,,,,,,,Antonio Leal Labrín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Antonio Leal Labrín,,,Antonio Leal Labrín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antonio Leal Labrín,,,,,,
Q5707321,Arturo Longton,Arturo Longton,Arturo Longton,Arturo Longton,Arturo Longton,Arturo Longton,https://upload.wikimedia.org/wikipedia/commons/6/66/Arturo_Longton_Guerrero.jpg,male,1948-06-25,Arturo,Arturo Longton,Arturo Longton,Arturo Longton,,,,,,Arturo Longton,,,,,,,,2015-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arturo Longton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arturo Longton,,,,,,
Q5749863,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,https://upload.wikimedia.org/wikipedia/commons/3/36/Carlos_Bombal_Otaegui.jpg,male,1950-11-26,Carlos,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,Carlos Bombal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Bombal,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Bombal,,,,,,
Q5749950,Carlos Cantero,Carlos Cantero,Carlos Cantero,Carlos Cantero,Carlos Cantero,Carlos Cantero,https://upload.wikimedia.org/wikipedia/commons/4/48/Carlos_Cantero_Ojeda.jpg,male,1956-11-11,Carlos,Carlos Cantero,Carlos Cantero,Carlos Cantero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Carlos Cantero,Cantero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Cantero,,,,,,
Q5750170,Carlos Dupré,,Carlos Dupré,Carlos Dupré,Carlos Dupré,Carlos Dupré,,male,1944-01-12,Carlos,Carlos Dupré,Carlos Dupré,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Dupré,,,,,,
Q5750685,Carlos Kuschel Silva,,Carlos Kuschel Silva,Carlos Kuschel Silva,Carlos Kuschel Silva,Carlos Kuschel,https://upload.wikimedia.org/wikipedia/commons/0/0f/Carlos_Ignacio_Kuschel_Silva.jpg,male,1953-03-16,Carlos,Carlos Kuschel,Carlos Kuschel Silva,Carlos Kuschel Silva,Carlos Kuschel Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Kuschel Silva,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Kuschel Silva,,,,,,
Q5751049,Carlos Montes Cisternas,Carlos Montes Cisternas,Carlos Montes Cisternas,Carlos Montes Cisternas,Carlos Montes Cisternas,Carlos Montes Cisternas,https://upload.wikimedia.org/wikipedia/commons/d/db/Carlos_Montes_Cisternas.jpg,male,1946-05-11,Carlos,Carlos Montes Cisternas,Carlos Montes Cisternas,Carlos Montes Cisternas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,カルロス・モンテス・シスネラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Montes Cisternas,,,,,,
Q5751491,Carlos Recondo,Carlos Recondo,Carlos Recondo,Carlos Recondo,Carlos Recondo,Carlos Recondo,https://upload.wikimedia.org/wikipedia/commons/6/6a/Carlos_Recondo_Lavanderos.jpg,male,1954-04-27,Carlos,Carlos Recondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Recondo,,,,,,
Q5752011,Carlos Valcarce,Carlos Valcarce,Carlos Valcarce,Carlos Valcarce,Carlos Valcarce,Carlos Valcarce,,male,1950-04-26,Carlos,Carlos Valcarce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valcarce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Valcarce,,,,,,
Q5752094,Carlos Vilches Guzmán,,Carlos Vilches Guzmán,Carlos Vilches Guzmán,Carlos Vilches Guzmán,Carlos Vilches,https://upload.wikimedia.org/wikipedia/commons/c/cb/Carlos_Alfredo_Vilches.jpg,male,1944-10-20,Carlos,Carlos Vilches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Vilches Guzmán,,,,,,
Q5771849,Claudio Alvarado,Claudio Alvarado,Claudio Alvarado,Claudio Alvarado,Claudio Alvarado,Claudio Alvarado,https://upload.wikimedia.org/wikipedia/commons/0/0e/Claudio_Alvarado.jpg,male,1960-02-07,Claudio,Claudio Alvarado,Claudio Alvarado,Claudio Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claudio Alvarado,,,,,,
Q5788711,Iván Moreira,,Iván Moreira,Iván Moreira,Iván Moreira,Iván Moreira,https://upload.wikimedia.org/wikipedia/commons/e/e4/Iván_Moreira_Barros.jpg,male,1956-12-08,Iván,Iván Moreira,Iván Moreira,Iván Moreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Iván Moreira Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iván Moreira,Pehuenche,,,,,
Q5790097,Luis Valentín Ferrada,,Luis Valentín Ferrada,Luis Valentín Ferrada,Luis Valentín Ferrada,Luis Valentín Ferrada,https://upload.wikimedia.org/wikipedia/commons/c/ce/Luis_Valentín_Ferrada_28112007.jpg,male,1948-09-28,Luis,Luis Valentín Ferrada,Luis Valentín Ferrada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Valentín Ferrada,,,,,,
Q5799538,Darío Paya,,Darío Paya,Darío Paya,Darío Paya,Darío Paya,https://upload.wikimedia.org/wikipedia/commons/7/78/Darío_Paya_Mira.jpg,male,1964-07-20,Darío,Darío Paya,Darío Paya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darío Paya,,,,,,
Q58052850,Osvaldo Vega Vera,,,,Osvaldo Vega Vera,Osvaldo Vega Vera,,male,1928-06-24,Osvaldo,Osvaldo Vega Vera,Osvaldo Vega Vera,,,,,,,,,,,,,,,2006-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,farmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5809204,Leopoldo Sánchez Grunert,,Leopoldo Sánchez Grunert,Leopoldo Sánchez Grunert,Leopoldo Sánchez Grunert,Leopoldo Sánchez Grunert,,male,1949-10-20,Leopoldo,Leopoldo Sánchez Grunert,Leopoldo Sánchez Grunert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leopoldo Sánchez Grunert,,,,,,
Q5818825,Edmundo Salas De La Fuente,Edmundo Salas de la Fuente,Edmundo Salas De La Fuente,Edmundo Salas De La Fuente,Edmundo Salas De La Fuente,Edmundo Salas de la Fuente,,male,1935-09-09,Edmundo,Edmundo Salas de la Fuente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmundo Salas De La Fuente,,,,,,
Q5819095,Eduardo Cerda,Eduardo Cerda,Eduardo Cerda,Eduardo Cerda,Eduardo Cerda,Eduardo Cerda,https://upload.wikimedia.org/wikipedia/commons/9/9d/Eduardo_Antonio_Cerda_García.jpg,male,1933-01-01,Eduardo,Eduardo Cerda,,,,,,,,,,,,,,,,,Eduardo Antonio Cerda García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Eduardo Cerda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eduardo Cerda,,,,,,
Q58199317,Hugo Álamos Vásquez,,,,Hugo Álamos Vásquez,Hugo Álamos Vásquez,,male,1932-08-22,Hugo,Hugo Álamos Vásquez,Hugo Álamos Vásquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58223931,Vladislav Kuzmicic,,,,Vladislav Kuzmicic,Vladislav Kuzmicic,,male,1945-10-23,Vladislav,Vladislav Kuzmicic,Vladislav Kuzmicic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58260243,Carlos Smok,,,,Carlos Smok,Carlos Smok,,male,1952-10-01,Carlos,Carlos Smok,Carlos Smok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5833474,Enrique Krauss,,Enrique Krauss,Enrique Krauss,Enrique Krauss,Enrique Krauss,https://upload.wikimedia.org/wikipedia/commons/9/94/Enrique_Krauss_Rusque.jpg,male,1932-01-08,Enrique,Enrique Krauss,Enrique Krauss,,,,,,,,,,532145857943423021381,,,,,,,,,,,,,,,,,,,,,,1056213620,,,,,,,,,,,,,,Krauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique Krauss,,,,,,
Q5834005,Enrique van Rysselberghe Varela,,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,,male,1937-04-04,Enrique,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,Enrique van Rysselberghe Varela,,,,,,,,,,,,,2013-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique van Rysselberghe Varela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,architect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enrique van Rysselberghe Varela,,,,,,
Q5850548,Eugenio Munizaga,Eugenio Munizaga,Eugenio Munizaga,Eugenio Munizaga,Eugenio Munizaga,Eugenio Munizaga,https://upload.wikimedia.org/wikipedia/commons/8/8e/Eugenio_Munizaga_Rodríguez.jpg,male,1941-04-06,Eugenio,Eugenio Munizaga,Eugenio Munizaga,Eugenio Munizaga,,,,,,,,,,,,,,2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eugenio Munizaga,,,,,,
Q5850605,Eugenio Tuma,Eugenio Tuma,Eugenio Tuma,Eugenio Tuma,Eugenio Tuma,Eugenio Tuma,https://upload.wikimedia.org/wikipedia/commons/2/28/Eugenio_Tuma_Zedan.jpg,male,1945-07-29,Eugenio,Eugenio Tuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eugenio Tuma,,,,,,
Q5854757,Mario Palestro,Mario Palestro,Mario Palestro,Mario Palestro,Mario Palestro,Mario Palestro,https://upload.wikimedia.org/wikipedia/commons/9/9c/Mario_Palestro.jpg,male,1921-12-02,Mario,Mario Palestro,Mario Palestro,Mario Palestro,,,,,,,,,7022849,,,,,2000-05-10,,,,,,,,,,,,,,,,0000 0000 5360 0799,,no99024967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431945,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Palestro,,,,,,
Q5855924,Fanny Pollarolo,,Fanny Pollarolo,Fanny Pollarolo,Fanny Pollarolo,Fanny Pollarolo,https://upload.wikimedia.org/wikipedia/commons/9/98/Fanny_Pollarolo_Villa.jpg,female,1935-03-07,Fanny,Fanny Pollarolo,Fanny Pollarolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychiatrist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fanny Pollarolo,,,,,,
Q5865198,Francisco Bartolucci,Francisco Bartolucci,Francisco Bartolucci,Francisco Bartolucci,Francisco Bartolucci,Francisco Bartolucci,,male,1949-12-24,Francisco,Francisco Bartolucci,Francisco Bartolucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Bartolucci,,,,,,
Q5865610,Francisco Encina,Francisco Encina,Francisco Encina,Francisco Encina,Francisco Encina,Francisco Encina,https://upload.wikimedia.org/wikipedia/commons/7/73/José_Francisco_Encina_Moriamez.jpg,male,1943-12-18,Francisco,Francisco Encina,Francisco Encina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sociologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Encina,,,,,,
Q5873208,Gabriel Ascencio,Gabriel Ascencio,Gabriel Ascencio,Gabriel Ascencio,Gabriel Ascencio,Gabriel Ascencio,https://upload.wikimedia.org/wikipedia/commons/3/35/Gabriel_Ascencio_Mansilla.jpg,male,1953-10-25,Gabriel,Gabriel Ascencio,Gabriel Ascencio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Ascencio,,,,,,
Q58809410,Baldemar Carrasco,,,,Baldemar Carrasco,Baldemar Carrasco,https://upload.wikimedia.org/wikipedia/commons/0/07/Baldemar_Carrasco_Muñoz.jpg,male,1931-09-24,Baldemar,Baldemar Carrasco,Baldemar Carrasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5883011,Gonzalo Ibáñez,,Gonzalo Ibáñez Santa María,Gonzalo Ibáñez,Gonzalo Ibáñez,Gonzalo Ibáñez,,male,1945-12-30,Gonzalo,Gonzalo Ibáñez,Gonzalo Ibáñez Santa María,Gonzalo Ibáñez,,,,,,,,,55581808,,,,,,Gonzalo Ibáñez Santa María,,,,,,,,,,,,,,,0000 0000 2526 0029,,n85121271,,167611682,,,,XX1316779,,,,,,,,,Gonzalo Ibáñez Santa María,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo Ibáñez,,,,,,
Q5889022,Guillermo Yunge,,Guillermo Yunge,Guillermo Yunge,Guillermo Yunge,Guillermo Yunge,,male,1953-09-26,Guillermo,Guillermo Yunge,Guillermo Yunge,Guillermo Yunge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillermo Yunge,,,,,,
