twitter,image,birth_date,id,linkedin,facebook,name,wikipedia,wikiname
edvaizey,https://candidates.democracyclub.org.uk/media/images/551b393a13eb34c82843cb58.png,1968-06-05,11905,https://www.linkedin.com/in/ed-vaizey-603206a3,https://www.facebook.com/vaizey2017/,Ed Vaizey,https://en.wikipedia.org/wiki/Ed_Vaizey,Ed Vaizey
PeterBoneUK,https://candidates.democracyclub.org.uk/media/images/553b8f7081ca637726b503b3.png,1952-10-19,11915,"","",Peter Bone,https://en.wikipedia.org/wiki/Peter_Bone,Peter Bone
grantshapps,https://candidates.democracyclub.org.uk/media/images/55357463367dc5383f552cdc.png,1968-09-14,11917,"","",Grant Shapps,https://en.wikipedia.org/wiki/Grant_Shapps,Grant Shapps
lynbrownmp,https://candidates.democracyclub.org.uk/media/images/553c97dc42c427035c8db3ea.png,1960-04-13,11921,"","",Lyn Brown,https://en.wikipedia.org/wiki/Lyn_Brown_%28politician%29,Lyn Brown %28politician%29
timfarron,https://candidates.democracyclub.org.uk/media/images/5481e97ab150e238702c0673.png,1970-05-27,11923,"","",Tim Farron,https://en.wikipedia.org/wiki/Tim_Farron,Tim Farron
JohnPenroseNews,https://candidates.democracyclub.org.uk/media/images/551a6827600f97ed464f28bd.png,1964-06-22,11924,"",https://www.facebook.com/john.penrose.37,John Penrose,https://en.wikipedia.org/wiki/John_Penrose,John Penrose
S_Hammond,https://candidates.democracyclub.org.uk/media/images/5534f3bab247335574a42e27.png,1962-02-04,11927,"","",Stephen Hammond,https://en.wikipedia.org/wiki/Stephen_Hammond,Stephen Hammond
AdamAfriyie,https://candidates.democracyclub.org.uk/media/images/553aa79a319151d456c24fac.png,1965-08-04,11929,"","",Adam Afriyie,http://en.wikipedia.org/wiki/Adam_Afriyie,Adam Afriyie
patmcfaddenmp,https://candidates.democracyclub.org.uk/media/images/images/2796.png,1965-03-26,11936,"","",Pat McFadden,https://en.wikipedia.org/wiki/Pat_McFadden_(British_politician),Pat McFadden (British politician)
KeeleyMP,https://candidates.democracyclub.org.uk/media/images/54aa655aae93cef57e34e665.png,1952-03-26,11943,"",https://www.facebook.com/BarbaraKeeleyforWorsleyandEcclesSouth/,Barbara Keeley,https://en.wikipedia.org/wiki/Barbara_Keeley,Barbara Keeley
MPritchardUK,https://candidates.democracyclub.org.uk/media/images/553ba6b710284be476aae899.png,1966-11-22,11946,"","",Mark Pritchard,https://en.wikipedia.org/wiki/Mark_Pritchard_%28politician%29,Mark Pritchard %28politician%29
DavidMundellDCT,https://candidates.democracyclub.org.uk/media/images/5524a643f0e9e2c82406ebc8.png,1962-05-27,11970,"",https://www.facebook.com/DavidMundellMP?fref=ts,David Mundell,https://en.wikipedia.org/wiki/David_Mundell,David Mundell
StewartHosieSNP,https://candidates.democracyclub.org.uk/media/images/54bf2ee95a9c3744778f9b80.png,1963-01-03,11973,"","",Stewart Hosie,https://en.wikipedia.org/wiki/Stewart_Hosie,Stewart Hosie
abmacneilsnp,https://candidates.democracyclub.org.uk/media/images/54fde7511ccf185f0d8cc4ba.png,1970-07-21,12004,"",https://www.facebook.com/AngusBMacNeil/,Angus MacNeil,https://en.wikipedia.org/wiki/Angus_MacNeil,Angus MacNeil
neill_bob,https://candidates.democracyclub.org.uk/media/images/55225877328bff5d39338a5c.png,1952-06-24,13736,"","",Bob Neill,http://en.wikipedia.org/wiki/Bob_Neill,Bob Neill
telliott_UUP,https://candidates.democracyclub.org.uk/media/images/553bec4eec0766d3759c046e.png,1963-12-11,13781,"","",Tom Elliott,https://en.wikipedia.org/wiki/Tom_Elliott,Tom Elliott
FrancieMolloy,https://candidates.democracyclub.org.uk/media/images/55356f6c367dc5383f552cb9.png,1950-12-16,13836,"","",Francie Molloy,https://en.wikipedia.org/wiki/Francie_Molloy,Francie Molloy
ianpaisleymp,https://candidates.democracyclub.org.uk/media/images/553572bb367dc5383f552cd2.png,1966-12-12,13852,"","",Ian Paisley Jnr,https://en.wikipedia.org/wiki/Ian_Paisley_Jnr,Ian Paisley Jnr
MRitchieSD,https://candidates.democracyclub.org.uk/media/images/553c9a30e22f98bc5d30fa5a.png,1958-03-25,13856,"","",Margaret Ritchie,https://en.wikipedia.org/wiki/Margaret_Ritchie_(politician),Margaret Ritchie (politician)
JimShannonMP,https://candidates.democracyclub.org.uk/media/images/5535721f367dc5383f552ccd.png,1955-03-25,13864,"",https://www.facebook.com/Jim-Shannon-MP-477928115581090/,Jim Shannon,https://en.wikipedia.org/wiki/Jim_Shannon,Jim Shannon
"",https://candidates.democracyclub.org.uk/media/images/55356f79367dc5383f552cba.png,1950-10-07,13893,"","",Mickey Brady,https://en.wikipedia.org/wiki/Mickey_Brady,Mickey Brady
PaulMaskeyMP,https://candidates.democracyclub.org.uk/media/images/55072f725399523471f7e1ac.png,1967-06-10,13904,"",https://www.facebook.com/sfpaulmaskeymp,Paul Maskey,https://en.wikipedia.org/wiki/Paul_Maskey,Paul Maskey
MPphilwilson,https://candidates.democracyclub.org.uk/media/images/553ba06410284be476aae887.png,1959-05-31,13933,"","",Phil Wilson,https://en.wikipedia.org/wiki/Phil_Wilson_(British_politician),Phil Wilson (British politician)
VirendraSharma,https://candidates.democracyclub.org.uk/media/images/5534e304b247335574a42e11.png,1947-04-05,13934,"",https://www.facebook.com/virendrasharmamp/,Virendra Sharma,https://en.wikipedia.org/wiki/Virendra_Sharma,Virendra Sharma
"",https://candidates.democracyclub.org.uk/media/images/551ab29be2ac8b7333e6a27a.png,1973-12-26,14128,"",https://www.facebook.com/Edward4CreweAndNantwich,Edward Timpson,https://en.wikipedia.org/wiki/Edward_Timpson,Edward Timpson
JHowellUK,https://candidates.democracyclub.org.uk/media/images/images/1682_JfJPNqx.png,1955-07-27,14131,"",https://www.facebook.com/howell4henley,John Howell,https://en.wikipedia.org/wiki/John_Howell_(politician),John Howell (politician)
AnneMcLaughlin,https://candidates.democracyclub.org.uk/media/images/553ba1dca51642637514d635.png,1966-03-08,14146,"","",Anne McLaughlin,https://en.wikipedia.org/wiki/Anne_McLaughlin,Anne McLaughlin
DdeBK,https://candidates.democracyclub.org.uk/media/images/551a6feee2ac8b7333e6a25e.png,1958-04-14,24684,"","",Danny Kinahan,https://en.wikipedia.org/wiki/Danny_Kinahan,Danny Kinahan
NorwichChloe,https://candidates.democracyclub.org.uk/media/images/5534f64bb247335574a42e33.png,1982-05-17,24691,"","",Chloe Smith,https://en.wikipedia.org/wiki/Chloe_Smith,Chloe Smith
bphillipsonMP,https://candidates.democracyclub.org.uk/media/images/5506fe5b5399523471f7e1a5.png,1983-12-19,24709,"",https://www.facebook.com/bridgetphillipson,Bridget Phillipson,https://en.wikipedia.org/wiki/Bridget_Phillipson,Bridget Phillipson
JulieElliottMP,https://candidates.democracyclub.org.uk/media/images/553c964d42c427035c8db3e1.png,1963-07-29,24710,"","",Julie Elliott,https://en.wikipedia.org/wiki/Julie_Elliott,Julie Elliott
JennyChapman,https://candidates.democracyclub.org.uk/media/images/553ca256e22f98bc5d30fa77.png,1973-09-25,24711,"",https://www.facebook.com/pages/Jenny-Chapman-for-Darlington/198900077334,Jenny Chapman,https://en.wikipedia.org/wiki/Jenny_Chapman,Jenny Chapman
CSkidmoreUK,https://candidates.democracyclub.org.uk/media/images/5534e394b247335574a42e14.png,1981-05-17,24713,"",https://www.facebook.com/BSGTeaminAction,Chris Skidmore,https://en.wikipedia.org/wiki/Chris_Skidmore,Chris Skidmore
grahamemorris,https://candidates.democracyclub.org.uk/media/images/553be8a1a51642637514d64e.png,1961-03-13,24715,"","",Grahame Morris,https://en.wikipedia.org/wiki/Grahame_Morris,Grahame Morris
JackLopresti,https://candidates.democracyclub.org.uk/media/images/5525fb2f413cb4432adffa85.png,1969-08-23,24716,"","",Jack Lopresti,https://en.wikipedia.org/wiki/Jack_Lopresti,Jack Lopresti
JaneEllison,https://candidates.democracyclub.org.uk/media/images/5517f8b4249b917507bee51e.png,1964-08-15,24719,"",https://www.facebook.com/JaneEllison.net?fref=ts,Jane Ellison,https://en.wikipedia.org/wiki/Jane_Ellison,Jane Ellison
susanelanjones,https://candidates.democracyclub.org.uk/media/images/55350fe9b247335574a42e76.png,1968-06-01,24720,"",https://www.facebook.com/susan4clwydsouth/,Susan Elan Jones,http://en.wikipedia.org/wiki/Susan_Jones,Susan Jones
ChrisEvansMP,https://candidates.democracyclub.org.uk/media/images/5534e331b247335574a42e12.png,1976-07-07,24721,"",https://www.facebook.com/ChrisEvansforIslwyn,Chris Evans,https://en.wikipedia.org/wiki/Chris_Evans_(British_politician),Chris Evans (British politician)
"",https://candidates.democracyclub.org.uk/media/images/5534f7a5b247335574a42e37.png,1970-03-12,24725,"","",Karen Bradley,https://en.wikipedia.org/wiki/Karen_Bradley,Karen Bradley
NickSmith4BG,https://candidates.democracyclub.org.uk/media/images/5534f5bbb247335574a42e2f.png,1960-01-14,24728,"",https://www.facebook.com/NickSmithforBlaenauGwent,Nick Smith,http://en.wikipedia.org/wiki/Nick_Smith_(British_politician),Nick Smith (British politician)
GavinWilliamson,https://candidates.democracyclub.org.uk/media/images/5534f768b247335574a42e35.png,1976-06-25,24729,"",https://www.facebook.com/gavinforsouthstaffs,Gavin Williamson,https://en.wikipedia.org/wiki/Gavin_Williamson,Gavin Williamson
RebeccaHarrisMP,https://candidates.democracyclub.org.uk/media/images/5524a22bf0e9e2c82406ebb2.png,1967-12-22,24731,"",https://www.facebook.com/rebeccaharris4castlepoint?fref=ts,Rebecca Harris,https://en.wikipedia.org/wiki/Rebecca_Harris,Rebecca Harris
NickyMorgan01,https://candidates.democracyclub.org.uk/media/images/55159f764fb3d15c51926ddf.png,1972-10-01,24732,"",https://www.facebook.com/NickyMorgan,Nicky Morgan,http://en.wikipedia.org/wiki/Nicky_Morgan_%28politician%29,Nicky Morgan %28politician%29
GutoAberconwy,https://candidates.democracyclub.org.uk/media/images/551afd4113eb34c82843cb35.png,1968-10-09,24736,http://uk.linkedin.com/pub/guto-bebb/b2/988/81b/en,https://www.facebook.com/GutoAberconwy,Guto Bebb,http://en.wikipedia.org/wiki/Guto_Bebb,Guto Bebb
GlynDavies,https://candidates.democracyclub.org.uk/media/images/5530d0960eda8c847a390847.png,1944-02-16,24739,"","",Glyn Davies,https://en.wikipedia.org/wiki/Glyn_Davies_(British_politician),Glyn Davies (British politician)
AlunCairns,https://candidates.democracyclub.org.uk/media/images/55357117367dc5383f552cc4.png,1970-07-30,24740,"","",Alun Cairns,https://en.wikipedia.org/wiki/Alun_Cairns,Alun Cairns
ABridgen,https://candidates.democracyclub.org.uk/media/images/551b38f613eb34c82843cb55.png,1964-10-28,24741,"","",Andrew Bridgen,https://en.wikipedia.org/wiki/Andrew_Bridgen,Andrew Bridgen
ACunninghamMP,https://candidates.democracyclub.org.uk/media/images/553baab0a8c0192f732ca8d1.png,1955-05-01,24742,"","",Alex Cunningham,https://en.wikipedia.org/wiki/Alex_Cunningham,Alex Cunningham
JonathanPlaid,https://candidates.democracyclub.org.uk/media/images/54bd836dead6762e54811afb.png,1976-04-26,24743,"",http://www.facebook.com/PlaidSirGar,Jonathan Edwards,https://en.wikipedia.org/wiki/Jonathan_Edwards_(Welsh_politician),Jonathan Edwards (Welsh politician)
DamianCollins,https://candidates.democracyclub.org.uk/media/images/5525faf5413cb4432adffa83.png,1974-02-04,24744,"",https://www.facebook.com/damiancollins4mp,Damian Collins,http://en.wikipedia.org/wiki/Damian_Collins,Damian Collins
Marcus4Nuneaton,https://candidates.democracyclub.org.uk/media/images/553ba75db9c95afe74c5d32e.png,1974-04-05,24745,"",https://www.facebook.com/MarcusJones4Nuneaton,Marcus Jones,http://en.wikipedia.org/wiki/Marcus_Jones_(British_politician),Marcus Jones (British politician)
ChrisPincher,https://candidates.democracyclub.org.uk/media/images/5535764b367dc5383f552ce8.png,1969-09-24,24747,"","",Christopher Pincher,https://en.wikipedia.org/wiki/Christopher_Pincher,Christopher Pincher
"",https://candidates.democracyclub.org.uk/media/images/5535712f367dc5383f552cc5.png,1962-06-23,24748,"","",Andrew Bingham,https://en.wikipedia.org/wiki/Andrew_Bingham,Andrew Bingham
Metcalfe_SBET,https://candidates.democracyclub.org.uk/media/images/553c9ea3e22f98bc5d30fa6c.png,1966-01-09,24749,"","",Stephen Metcalfe,http://en.wikipedia.org/wiki/Stephen_Metcalfe_(politician),Stephen Metcalfe (politician)
drdanpoulter,https://candidates.democracyclub.org.uk/media/images/5524a19cf0e9e2c82406ebaf.png,1978-10-30,24756,"","",Daniel Poulter,https://en.wikipedia.org/wiki/Daniel_Poulter,Daniel Poulter
AJonesMP,https://candidates.democracyclub.org.uk/media/images/55350055b247335574a42e49.png,1963-11-28,24758,"","",Andrew Jones,https://en.wikipedia.org/wiki/Andrew_Jones_(British_politician),Andrew Jones (British politician)
Andrew4Pendle,https://candidates.democracyclub.org.uk/media/images/553ba882b9c95afe74c5d32f.png,1981-02-17,24759,"","",Andrew Stephenson,https://en.wikipedia.org/wiki/Andrew_Stephenson,Andrew Stephenson
JeremyLefroy,https://candidates.democracyclub.org.uk/media/images/55292234b6a860ed1648be51.png,1959-05-30,24760,"",http://www.facebook.com/JeremyLefroyMP,Jeremy Lefroy,https://en.wikipedia.org/wiki/Jeremy_Lefroy,Jeremy Lefroy
sarahwollaston,https://candidates.democracyclub.org.uk/media/images/553bb2bfa8c0192f732ca8dd.png,1962-02-17,24761,"","",Sarah Wollaston,https://en.wikipedia.org/wiki/Sarah_Wollaston,Sarah Wollaston
MichaelDugher,https://candidates.democracyclub.org.uk/media/images/images/2072.png,1975-04-26,24762,"","",Michael Dugher,https://en.wikipedia.org/wiki/Michael_Dugher,Michael Dugher
PaulMaynardUK,https://candidates.democracyclub.org.uk/media/images/552259f0328bff5d39338a69.png,1975-12-16,24764,"",https://www.facebook.com/paulmaynardBNC,Paul Maynard,https://en.wikipedia.org/wiki/Paul_Maynard,Paul Maynard
DrPhillipLeeMP,https://candidates.democracyclub.org.uk/media/images/55225960328bff5d39338a64.png,1970-09-28,24765,"","",Phillip Lee,https://en.wikipedia.org/wiki/Phillip_Lee_(politician),Phillip Lee (politician)
NickBoles,https://candidates.democracyclub.org.uk/media/images/552a7f2d5b858ee163ed6369.png,1965-11-02,24766,"","",Nicholas Boles,https://en.wikipedia.org/wiki/Nicholas_Boles,Nicholas Boles
KarlTurnerMP,https://candidates.democracyclub.org.uk/media/images/553ca219e22f98bc5d30fa75.png,1971-04-15,24767,"","",Karl Turner,https://en.wikipedia.org/wiki/Karl_Turner_(British_politician),Karl Turner (British politician)
HeatherWheeler,https://candidates.democracyclub.org.uk/media/images/552bccfe62eb6fa83a5483b8.png,1959-05-14,24769,"","",Heather Wheeler,https://en.wikipedia.org/wiki/Heather_Wheeler,Heather Wheeler
KwasiKwarteng_,https://candidates.democracyclub.org.uk/media/images/55323d2c29c5d53959d9e456.png,1975-05-26,24770,"","",Kwasi Kwarteng,https://en.wikipedia.org/wiki/Kwasi_Kwarteng,Kwasi Kwarteng
theresecoffey,https://candidates.democracyclub.org.uk/media/images/5534f956b247335574a42e41.png,1971-11-18,24771,"","",Therese Coffey,https://en.wikipedia.org/wiki/Therese_Coffey,Therese Coffey
Anna_Soubry,https://candidates.democracyclub.org.uk/media/images/5517d8a0249b917507bee4fa.png,1956-12-07,24772,"",https://www.facebook.com/pages/Anna-Soubry/121188384592158,Anna Soubry,https://en.wikipedia.org/wiki/Anna_Soubry,Anna Soubry
MattHancock,https://candidates.democracyclub.org.uk/media/images/553571df367dc5383f552cca.png,1978-10-02,24773,"","",Matthew Hancock,https://en.wikipedia.org/wiki/Matthew_Hancock,Matthew Hancock
LilianGreenwood,https://candidates.democracyclub.org.uk/media/images/5517f6dd249b917507bee513.png,1966-03-26,24774,"","",Lilian Greenwood,https://en.wikipedia.org/wiki/Lilian_Greenwood,Lilian Greenwood
YasminQureshiMP,https://candidates.democracyclub.org.uk/media/images/553baf70b9c95afe74c5d335.png,1963-07-05,24775,"","",Yasmin Qureshi,https://en.wikipedia.org/wiki/Yasmin_Qureshi,Yasmin Qureshi
CharlieElphicke,https://candidates.democracyclub.org.uk/media/images/5524a670f0e9e2c82406ebca.png,1971-03-14,24777,"","",Charlie Elphicke,https://en.wikipedia.org/wiki/Charlie_Elphicke,Charlie Elphicke
pritipatelmp,https://candidates.democracyclub.org.uk/media/images/55350687b247335574a42e61.png,1972-03-29,24778,"","",Priti Patel,https://en.wikipedia.org/wiki/Priti_Patel,Priti Patel
neil_parish,https://candidates.democracyclub.org.uk/media/images/5548f8595639864752d05ba4.png,1956-05-26,24779,"","",Neil Parish,http://en.wikipedia.org/wiki/Neil_Parish,Neil Parish
ConorBurnsUK,https://candidates.democracyclub.org.uk/media/images/54f4ac95033446666b5fa6b5.png,1972-09-24,24780,"","",Conor Burns,https://en.wikipedia.org/wiki/Conor_Burns,Conor Burns
DamianHinds,https://candidates.democracyclub.org.uk/media/images/5524a5c7f0e9e2c82406ebc3.png,1969-11-27,24782,"",https://www.facebook.com/damian.hinds,Damian Hinds,https://en.wikipedia.org/wiki/Damian_Hinds,Damian Hinds
Halfon4Harlow,https://candidates.democracyclub.org.uk/media/images/551b39e913eb34c82843cb5c.png,1969-03-22,24784,http://uk.linkedin.com/pub/robert-halfon-mp/27/3b4/b66/en,https://www.facebook.com/RobertHalfon,Robert Halfon,https://en.wikipedia.org/wiki/Robert_Halfon,Robert Halfon
hbaldwin,https://candidates.democracyclub.org.uk/media/images/5517f1db249b917507bee502.png,1960-05-02,24785,"",https://www.facebook.com/harriettbaldwin,Harriett Baldwin,https://en.wikipedia.org/wiki/Harriett_Baldwin,Harriett Baldwin
SteveBakerHW,https://candidates.democracyclub.org.uk/media/images/images/1481.png,1971-06-06,24786,https://www.linkedin.com/in/sjbaker/,https://www.facebook.com/SteveBakerWycombe,Steven Baker,https://en.wikipedia.org/wiki/Steve_Baker_(politician),Steve Baker (politician)
"",https://candidates.democracyclub.org.uk/media/images/551ce547209513973bc512b8.png,1962-05-30,24787,"",https://www.facebook.com/RichardFullerBedford?fref=ts,Richard Fuller,https://en.wikipedia.org/wiki/Richard_Fuller_(Bedford_MP),Richard Fuller (Bedford MP)
ShabanaMahmood,https://candidates.democracyclub.org.uk/media/images/553c300d62bbab35264e7ace.png,1980-09-17,24788,"","",Shabana Mahmood,http://en.wikipedia.org/wiki/Shabana_Mahmood,Shabana Mahmood
SamGyimah,https://candidates.democracyclub.org.uk/media/images/5524a5a4f0e9e2c82406ebc2.png,1976-08-10,24789,"",https://www.facebook.com/GyimahforEastSurrey,Sam Gyimah,https://en.wikipedia.org/wiki/Sam_Gyimah,Sam Gyimah
karlmccartney,https://candidates.democracyclub.org.uk/media/images/5517d815249b917507bee4f7.png,1968-10-25,24790,"",https://www.facebook.com/LincolnConservatives,Karl McCartney,https://en.wikipedia.org/wiki/Karl_McCartney,Karl McCartney
AmberRuddHR,https://candidates.democracyclub.org.uk/media/images/images/519.png,1963-08-01,24795,"",https://www.facebook.com/amberruddofficial,Amber Rudd,https://en.wikipedia.org/wiki/Amber_Rudd,Amber Rudd
HelenGrantMP,https://candidates.democracyclub.org.uk/media/images/55357178367dc5383f552cc7.png,1961-09-28,24796,"","",Helen Grant,https://en.wikipedia.org/wiki/Helen_Grant_(politician),Helen Grant (politician)
OwenSmith_MP,https://candidates.democracyclub.org.uk/media/images/553c0b40a8c0192f732ca8ed.png,1970-05-02,24797,"",https://www.facebook.com/owensmithlabour,Owen Smith,https://en.wikipedia.org/wiki/Owen_Smith_(politician),Owen Smith (politician)
NicDakin4MP,https://candidates.democracyclub.org.uk/media/images/553b9f9ea51642637514d626.png,1955-07-10,24798,"","",Nicholas Dakin,https://en.wikipedia.org/wiki/Nicholas_Dakin,Nicholas Dakin
John4Carlisle,https://candidates.democracyclub.org.uk/media/images/551840b1249b917507bee57a.png,1963-07-04,24799,"",https://www.facebook.com/JohnStevensonCarlisle?fref=ts,John Stevenson,https://en.wikipedia.org/wiki/John_Stevenson_(British_politician),John Stevenson (British politician)
HenrySmithUK,https://candidates.democracyclub.org.uk/media/images/5502e870e70496a1139f93f6.png,1969-05-14,24802,"","",Henry Smith,https://en.wikipedia.org/wiki/Henry_Smith_(British_politician),Henry Smith (British politician)
"",https://candidates.democracyclub.org.uk/media/images/5524a683f0e9e2c82406ebcb.png,1969-10-12,24803,"",https://www.facebook.com/gareth.johnson.735,Gareth Johnson,https://en.wikipedia.org/wiki/Gareth_Johnson,Gareth Johnson
"",https://candidates.democracyclub.org.uk/media/images/5525fac0413cb4432adffa81.png,1971-05-18,24804,"","",Mark Menzies,https://en.wikipedia.org/wiki/Mark_Menzies,Mark Menzies
Y_FovargueMP,https://candidates.democracyclub.org.uk/media/images/55183a01249b917507bee56c.png,1956-11-29,24805,"","",Yvonne Fovargue,https://en.wikipedia.org/wiki/Yvonne_Fovargue,Yvonne Fovargue
ChiOnwurah,https://candidates.democracyclub.org.uk/media/images/55292052b6a860ed1648be47.png,1965-04-12,24807,http://uk.linkedin.com/pub/chi-onwurah/1/417/695/en,"",Chi Onwurah,https://en.wikipedia.org/wiki/Chi_Onwurah,Chi Onwurah
SimonDanczuk,https://candidates.democracyclub.org.uk/media/images/553be96110284be476aae8b3.png,1966-10-24,24808,"","",Simon Danczuk,https://en.wikipedia.org/wiki/Simon_Danczuk,Simon Danczuk
carolinenokes,https://candidates.democracyclub.org.uk/media/images/5534f024b247335574a42e17.png,1972-06-26,24809,"","",Caroline Nokes,https://en.wikipedia.org/wiki/Caroline_Nokes,Caroline Nokes
GloriaDePiero,https://candidates.democracyclub.org.uk/media/images/551b380513eb34c82843cb50.png,1972-12-21,24811,"","",Gloria De Piero,https://en.wikipedia.org/wiki/Gloria_De_Piero,Gloria De Piero
EilidhWhiteford,https://candidates.democracyclub.org.uk/media/images/54b8424e7089b96b50247a32.png,1969-04-24,24812,"",https://www.facebook.com/DrEilidhWhiteford,Eilidh Whiteford,https://en.wikipedia.org/wiki/Eilidh_Whiteford,Eilidh Whiteford
Simonhartmp,https://candidates.democracyclub.org.uk/media/images/5524a245f0e9e2c82406ebb3.png,1963-08-15,24813,"","",Simon Hart,https://en.wikipedia.org/wiki/Simon_Hart,Simon Hart
MartinVickers,https://candidates.democracyclub.org.uk/media/images/55238c93944e4aac612ace68.png,1950-09-13,24814,https://uk.linkedin.com/pub/martin-vickers/27/581/36b,https://www.facebook.com/MartinVickersMP?fref=ts,Martin Vickers,http://en.wikipedia.org/wiki/Martin_Vickers,Martin Vickers
"",https://candidates.democracyclub.org.uk/media/images/5524a4b5f0e9e2c82406ebba.png,1974-02-25,24815,"","",Dominic Raab,https://en.wikipedia.org/wiki/Dominic_Raab,Dominic Raab
leicesterliz,https://candidates.democracyclub.org.uk/media/images/553ca06341b868785b1fe682.png,1971-06-11,24816,"",https://www.facebook.com/groups/238615108278/,Liz Kendall,https://en.wikipedia.org/wiki/Liz_Kendall,Liz Kendall
Freeman_George,https://candidates.democracyclub.org.uk/media/images/5530d0720eda8c847a390846.png,1967-07-12,24817,"","",George Freeman,https://en.wikipedia.org/wiki/George_Freeman_%28politician%29,George Freeman %28politician%29
CatMcKinnell,https://candidates.democracyclub.org.uk/media/images/553a5b4c10a500d1762bf1bd.png,1976-06-08,24818,"","",Catherine McKinnell,https://en.wikipedia.org/wiki/Catherine_McKinnell,Catherine McKinnell
DavidRutley,https://candidates.democracyclub.org.uk/media/images/553506cdb247335574a42e63.png,1961-03-07,24820,"","",David Rutley,https://en.wikipedia.org/wiki/David_Rutley,David Rutley
Pauline_Latham,https://candidates.democracyclub.org.uk/media/images/553c2f38fc4fe0dc23f26c68.png,1948-02-04,24821,"","",Pauline Latham,https://en.wikipedia.org/wiki/Pauline_Latham,Pauline Latham
nadhimzahawi,https://candidates.democracyclub.org.uk/media/images/55357595367dc5383f552ce2.png,1967-06-02,24822,"","",Nadhim Zahawi,https://en.wikipedia.org/wiki/Nadhim_Zahawi,Nadhim Zahawi
Mark4WyreForest,https://candidates.democracyclub.org.uk/media/images/551df8ba238fcf244d9c2462.png,1963-02-26,24824,"",https://www.facebook.com/markrtgarnier?fref=ts,Mark Robert Timothy Garnier,https://en.wikipedia.org/wiki/Mark_Garnier,Mark Garnier
JackDromeyMP,https://candidates.democracyclub.org.uk/media/images/553a52e29835427b757b1e09.png,1948-09-21,24825,"","",Jack Dromey,https://en.wikipedia.org/wiki/Jack_Dromey,Jack Dromey
AndrewGriffiths,https://candidates.democracyclub.org.uk/media/images/55225783328bff5d39338a58.png,1970-10-19,24826,"",https://www.facebook.com/voteandrewgriffiths?fref=ts,Andrew Griffiths,https://en.wikipedia.org/wiki/Andrew_Griffiths_(politician),Andrew Griffiths (politician)
Jesse_Norman,https://candidates.democracyclub.org.uk/media/images/55321be329c5d53959d9e43f.png,1962-06-23,24827,"",https://www.facebook.com/jesse.norman.hereford,Jesse Norman,https://en.wikipedia.org/wiki/Jesse_Norman,Jesse Norman
"",https://candidates.democracyclub.org.uk/media/images/55049c1dba680dc746e7d5c6.png,1948-01-27,24828,"",https://www.facebook.com/vote4gordonhenderson,Gordon Henderson,https://en.wikipedia.org/wiki/Gordon_Henderson_(politician),Gordon Henderson (politician)
andrealeadsom,https://candidates.democracyclub.org.uk/media/images/553574bb367dc5383f552cdf.png,1963-05-13,24829,"","",Andrea Leadsom,https://en.wikipedia.org/wiki/Andrea_Leadsom,Andrea Leadsom
lisanandy,https://candidates.democracyclub.org.uk/media/images/553396f3bbbc92023d8a8626.png,1979-08-09,24831,"","",Lisa Nandy,https://en.wikipedia.org/wiki/Lisa_Nandy,Lisa Nandy
AndrewPercy,https://candidates.democracyclub.org.uk/media/images/552258a3328bff5d39338a5e.png,1977-09-18,24832,"",https://www.facebook.com/andrewpercy4mp?fref=ts,Andrew Percy,https://en.wikipedia.org/wiki/Andrew_Percy,Andrew Percy
GrahamJones_MP,https://candidates.democracyclub.org.uk/media/images/553ba498b9c95afe74c5d327.png,1966-03-03,24835,"","",Graham Jones,https://en.wikipedia.org/wiki/Graham_Jones_(politician),Graham Jones (politician)
"",https://candidates.democracyclub.org.uk/media/images/5548f87284e9778b52be3988.png,1970-03-09,24836,"","",Stephen Phillips,https://en.wikipedia.org/wiki/Stephen_Phillips_(politician),Stephen Phillips (politician)
JWoodcockMP,https://candidates.democracyclub.org.uk/media/images/553c0bffec0766d3759c0475.png,1978-10-14,24837,"","",John Woodcock,https://en.wikipedia.org/wiki/John_Woodcock_%28politician%29,John Woodcock %28politician%29
JohnGlenUK,https://candidates.democracyclub.org.uk/media/images/551d722a570782f7747687d9.png,1974-04-01,24839,"",http://www.facebook.com/votejohnglen,John Glen,https://en.wikipedia.org/wiki/John_Glen_(politician),John Glen (politician)
stroud_neil,https://candidates.democracyclub.org.uk/media/images/550da064d26890164ce3251f.png,1961-04-15,24840,"","",Neil Carmichael,http://en.wikipedia.org/wiki/Neil_Carmichael_%28Conservative_politician%29,Neil Carmichael %28Conservative politician%29
chhcalling,https://candidates.democracyclub.org.uk/media/images/5517d8d0249b917507bee4fb.png,1967-11-28,24841,"",https://www.facebook.com/chhcalling,Chris Heaton-Harris,https://en.wikipedia.org/wiki/Chris_Heaton-Harris,Chris Heaton-Harris
nicolablackwood,https://candidates.democracyclub.org.uk/media/images/5517d75e249b917507bee4f4.png,1979-10-16,24842,"","",Nicola Blackwood,http://en.wikipedia.org/wiki/Nicola_Blackwood,Nicola Blackwood
RobertBuckland,https://candidates.democracyclub.org.uk/media/images/5535011eb247335574a42e51.png,1968-09-22,24843,"",https://www.facebook.com/robertbucklandofficial/,Robert Buckland,http://en.wikipedia.org/wiki/Robert_Buckland,Robert Buckland
