id,name__bg,name__mk,name__fr,name__en,name__de,name__nb,name__nn,name,wikipedia__bg,wikipedia__mk,gender,birth_date,original_wikiname,name__sq,name__es,name__nl,name__uk,name__ru,wikipedia__bgwikiquote,wikipedia__de,wikipedia__en,wikipedia__ru,wikipedia__sq,wikipedia__uk,identifier__VIAF,identifier__GND,identifier__LCAuth,death_date,given_name,name__ie,wikipedia__ie,name__sr,wikipedia__sr,name__sr_el,name__sr_ec,name__el,wikipedia__el,wikipedia__fr,image,identifier__freebase,name__et,wikipedia__et,name__id,name__pl,name__bs,name__fi,name__hsb,name__it,wikipedia__bs,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__pl,name__cs,wikipedia__cs,name__ja,wikipedia__ja,name__hu,last_seen,wikipedia__hr,name__hr,wikipedia__mg,name__mg,name__zh_hant,name__zh_cn,identifier__PACE,wikipedia__fa,name__fa,occupation,wikipedia__tr,name__tr,wikipedia__commons,wikipedia__sh,name__sh,identifier__BNF,name__ka,wikipedia__ka,name__zh_hans,name__zh_hk,name__zh,wikipedia__zh,identifier__IMDB,identifier__NSK,identifier__ISNI,name__da,wikipedia__da,wikipedia__es,identifier__Munzinger,name__la,name__fo,name__kl,wikipedia__la,wikipedia__nl,name__hy,name__pt,wikipedia__hy,wikipedia__pt,name__he,name__oc,name__yo,name__ms,name__gl,name__vi,name__sv,name__ar,name__sk,name__ro,name__ca,name__io,name__be,name__lmo,wikipedia__ar,wikipedia__ca,wikipedia__gl,wikipedia__he,wikipedia__hsb,wikipedia__io,wikipedia__lmo,wikipedia__ms,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__ro,wikipedia__sk,wikipedia__sv,wikipedia__vi,wikipedia__yo,name__nds,wikipedia__enwikiquote,name__cy,identifier__SUDOC,identifier__OLID,identifier__FAST,identifier__google_knowledge,identifier__nlg,website,family_name,name__en_ca,name__en_gb,facebook,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__eo,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu
Q260196,Али Ахмети,Али Ахмети,Ali Ahmeti,Ali Ahmeti,Ali Ahmeti,Ali Ahmeti,Ali Ahmeti,Али Ахмети,Али Ахмети,Али Ахмети,male,1959-01-04,,Ali Ahmeti,Ali Ahmeti,Ali Ahmeti,Алі Ахметі,Али Ахмети,,Ali Ahmeti,Ali Ahmeti,"Ахмети, Али",Ali Ahmeti (politikan),Алі Ахметі,171907059,1012811336,n2015001323,,Ali,,,,,,,Αλί Αχμέτι,Αλί Αχμέτι,Ali Ahmeti,https://upload.wikimedia.org/wikipedia/commons/3/39/Ali_Ahmeti.jpg,/m/015z1y,,,,Ali Ahmeti,,,,,,,,,Ali Ahmeti,,,アリ・アフメティ,,Ali Ahmeti,,,,,,,,,,,politician,,,,,,,,,,,阿里·阿赫麥提,,,,,,,Ali Ahmeti,00000024263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28839584,Ивана Туфегджич,Ивана Туфегџиќ,Ivana Tufegdzic,Ivana Tufegdzic,Ivana Tufegdzic,,,Ивана Туфегџиќ,Ивана Туфегджич,Ивана Туфегџиќ,female,1993-02-11,,Ivana Tufegxhiq,Ivana Tufegdzic,Ivana Tufegdzic,,,,,,,Ivana Tufegxhiq,,,,,,Ivana,,,Ивана Туфегџић,Ивана Туфегџић,,,,,,,,,,,,,,,Ivana Tufegdzic,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Ivana Tufegdzic,,,,,,,,,Ivana Tufegdzic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30210760,Горан Сугарески,Горан Сугарески,,Goran Sugareski,,,,Горан Сугарески,Горан Сугарески,Горан Сугарески,male,1973-08-03,Горан Сугарески,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30306429,,,,Svetlana Karapetrova,,,,Svetlana Karapetrova,,,female,1965-03-31,,,,Svetlana Karapetrova,,,,,,,,,,,,,Svetlana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30528658,,Шпреса Хадри,Shpresa Hadri,Shpresa Hadri,Shpresa Hadri,,,Шпреса Хадри,,,female,1964-03-06,,Shpresa Hadri,,Shpresa Hadri,,,,,,,Shpresa Hadri,,,,,,Shpresa,,,,,,,,,,,,,,,,,,,Shpresa Hadri,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shpresa Hadri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557049,,Ане Лашкоска,Ane Laskoska,Ane Laskoska,Ane Laskoska,,,Ане Лашкоска,,,female,1978-02-24,,Ane Llashkoska,Ane Laskoska,Ane Laskoska,,,,,,,Ane Llashkoska,,,,,,Ane,,,,,,,,,,,,,,,,,,,Ane Laskoska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Ane Laskoska,,,,,,,,,Ane Laskoska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557228,,,,,,,,,,,female,1970-03-08,,Bllagica Llasovska,,,,,,,,,Bllagica Llasovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/vmro-dpmne-16-en-ns_article-blagica-lasovska-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557250,,Благоја Деспотоски,,,,,,Благоја Деспотоски,,,male,1958-07-21,,Bllagoja Despotovski,,,,,,,,,Bllagoja Despotovski,,,,,,Blagoj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/vmro-dpmne-16-en-ns_article-blagoja-despotoski-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557254,,Крсто Мукоски,,,,,,Крсто Мукоски,,,male,1974-09-24,,Krsto Mukoski,,,,,,,,,Krsto Mukoski,,,,,,Krsto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/vmro-dpmne-16-en-ns_article-krsto-mukoski-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557447,,,,,,,,,,,male,1975-07-31,,Bilal Kasami,,Биљал Касами,,,,,,,Bilal Kasami,,,,,,Bilal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Биљал Касами,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/besa-16-en-ns_article-biljal-kasami-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557451,,Африм Гаши,Afrim Gashi,Afrim Gashi,Afrim Gashi,,,Африм Гаши,,,male,1977-11-09,,Afrim Gashi,,Afrim Gashi,,,,,,,Afrim Gashi,,,,,,Afrim,,,,,,,,,,,,,,,,,,,Afrim Gashi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afrim Gashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/besa-16-en-ns_article-afrim-gasi-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557463,,,,,,,,,,,male,1977-06-14,,Zeqirja Ibrahimi,,,,,,,,,Zeqirja Ibrahimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/besa-16-en-ns_article-zekirija-ibrahimi-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557476,,Фадил Зендели,Fadil Zendeli,Fadil Zendeli,Fadil Zendeli,,,Фадил Зендели,,,male,1967-06-10,,Fadil Zendeli,Fadil Zendeli,Fadil Zendeli,,,,,,,Fadil Zendeli,,,,,,Fadil,,,,,,,,,,,,,,,,,,,Fadil Zendeli,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Fadil Zendeli,,,,,,,,,Fadil Zendeli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/besa-16-en-ns_article-fadil-zendeli-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30557491,,Теута Биљали,Teuta Bilali,Teuta Bilali,Teuta Bilali,,,Теута Биљали,,,female,1980-05-25,,Teuta Bilali,,Teuta Bilali,,,,,,,Teuta Bilali,,,,,,Teuta,,,,,,,,,,,,,,,,,,,Teuta Bilali,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teuta Bilali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://sobranie.mk/besa-16-en-ns_article-teuta-biljali-16-en.nspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30608642,,Артан Груби,Artan Grubi,Artan Grubi,Artan Grubi,,,Артан Груби,,,male,1977-06-07,,Artan Grubi,,Artan Grubi,,,,,,,Artan Grubi,,,,,,Artan,,,,,,,,,,,,,,,,,,,Artan Grubi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artan Grubi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30608680,,Агим Шаќири,Agim Shaqiri,Agim Shaqiri,Agim Shaqiri,,,Агим Шаќири,,,male,1980-10-13,,Agim Shaqiri,,Agim Shaqiri,,,,,,,Agim Shaqiri,,,,,,Agim,,,,,,,,,,,,,,,,,,,Agim Shaqiri,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agim Shaqiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30608750,,Ејуп Аљими,Ejup Alimi,Ejup Alimi,Ejup Alimi,,,Ејуп Аљими,,,male,1980-02-10,,Ejup Alimi,,Ejup Alimi,,,,,,,Ejup Alimi,,,,,,,,,,,,,,,,,,,,,,,,,Ejup Alimi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ejup Alimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30608831,,Џеват Адеми,Xhevat Ademi,Xhevat Ademi,Xhevat Ademi,,,Џеват Адеми,,,male,1962-12-08,,Xhevat Ademi,,Xhevat Ademi,,,,,,,Xhevat Ademi,,,,,,,,,,,,,,,,,,,,,,,,,Xhevat Ademi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xhevat Ademi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30608971,,Реџаиљ Исмаили,Rexhail Ismaili,Rexhail Ismaili,Rexhail Ismaili,,,Реџаиљ Исмаили,,,male,1966-11-02,,Rexhail Ismaili,,Rexhail Ismaili,,,,,,,Rexhail Ismaili,,,,,,,,,,,,,,,,,,,,,,,,,Rexhail Ismaili,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rexhail Ismaili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30609048,,Мирсада Емини-Aсани,Mirsada Emini-Asani,Mirsada Emini-Asani,Mirsada Emini-Asani,,,Мирсада Емини-Aсани,,,female,1965-07-08,,Mirsada Emini-Asani,,Mirsada Emini-Asani,,,,,,,Mirsada Emini-Asani,,,,,,Mirsada,,,,,,,,,,,,,,,,,,,Mirsada Emini-Asani,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirsada Emini-Asani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30617442,,Дафина Стојаноска,Dafina Stojanoska,Dafina Stojanoska,Dafina Stojanoska,,,Дафина Стојаноска,,,female,1974-11-17,,Dafina Stojanoska,,Dafina Stojanoska,,,,,,,Dafina Stojanoska,,,,,,Dafina,,,,,,,,,,,,,,,,,,,Dafina Stojanoska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dafina Stojanoska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30617491,,Даниела Рангелова,Daniella Rangellova,Daniella Rangellova,Daniella Rangellova,,,Даниела Рангелова,,,female,1978-07-20,,Daniella Rangellova,,Daniella Rangellova,,,,,,,Daniella Rangellova,,,,,,Daniela,,,,,,,,,,,,,,,,,,,Daniella Rangellova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniella Rangellova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30752075,,Димитар Стевананџија,Dimitar Stevananxhija,Dimitar Stevananxhija,Dimitar Stevananxhija,,,Димитар Стевананџија,,,male,1976-10-03,,Dimitar Stevananxhija,Dimitar Stevananxhija,Dimitar Stevananxhija,,,,,,,Dimitar Stevananxhija,,,,,,Dimitar,,,,,,,,,,,,,,,,,,,Dimitar Stevananxhija,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Dimitar Stevananxhija,,,,,,,,,Dimitar Stevananxhija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30752158,,Драган Цуклев,Dragan Cuklev,Dragan Cuklev,Dragan Cuklev,,,Драган Цуклев,,,male,1973-08-17,,Dragan Cuklev,Dragan Cuklev,Dragan Cuklev,,,,,,,Dragan Cuklev,,,,,,Dragan,,,,,,,,,,,,,,,,,,,Dragan Cuklev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Dragan Cuklev,,,,,,,,,Dragan Cuklev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30752252,,Драган Данев,Dragan Danev,Dragan Danev,Dragan Danev,,,Драган Данев,,,male,1974-07-02,,Dragan Danev,Dragan Danev,Dragan Danev,,,,,,,Dragan Danev,,,,,,Dragan,,,,,,,,,,,,,,,,,,,Dragan Danev,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Dragan Danev,,,,,,,,,Dragan Danev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30752540,,Eмилија Александрова,Emilia Aleksandrova,Emilia Aleksandrova,Emilia Aleksandrova,,,Eмилија Александрова,,,female,1975-06-29,,Emilia Aleksandrova,Emilia Aleksandrova,Emilia Aleksandrova,,,,,,,Emilia Aleksandrova,,,,,,Emilia,,,,,,,,,,,,,,,,,,,Emilia Aleksandrova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Emilia Aleksandrova,,,,,,,,,Emilia Aleksandrova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30752645,,Горан Манојлоски,Goran Manojlloski,Goran Manojlloski,Goran Manojlloski,,,Горан Манојлоски,,,male,1977-04-19,,Goran Manojlloski,Goran Manojlloski,Goran Manojlloski,,,,,,,Goran Manojlloski,,,,,,Goran,,,,,,,,,,,,,,,,,,,Goran Manojlloski,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Goran Manojlloski,,,,,,,,,Goran Manojlloski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q30755529,,Иван Иванов,Ivan Ivanov,Ivan Ivanov,Ivan Ivanov,,,Иван Иванов,,,male,1971-08-11,,Ivan Ivanov,Ivan Ivanov,Ivan Ivanov,,,,,,,Ivan Ivanov,,,,,,Ivan,,,,,,,,,,,,,,,,,,,Ivan Ivanov,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Ivan Ivanov,,,,,,,,,Ivan Ivanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030756,,Лилјана Кузмановска,Liljana Kuzmanovska,Liljana Kuzmanovska,Liljana Kuzmanovska,,,Лилјана Кузмановска,,,female,1962-07-15,,Liljana Kuzmanovska,Liljana Kuzmanovska,Liljana Kuzmanovska,,,,,,,Liljana Kuzmanovska,,,,,,Liljana,,,,,,,,,,,,,,,,,,,Liljana Kuzmanovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Liljana Kuzmanovska,,,,,,,,,Liljana Kuzmanovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030778,,Лилјана Затуроска,Liljana Zaturoska,Liljana Zaturoska,Liljana Zaturoska,,,Лилјана Затуроска,,,female,1964-09-06,,Liljana Zaturoska,Liljana Zaturoska,Liljana Zaturoska,,,,,,,Liljana Zaturoska,,,,,,Liljana,,,,,,,,,,,,,,,,,,,Liljana Zaturoska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Liljana Zaturoska,,,,,,,,,Liljana Zaturoska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030803,,Магдалена Манаскова,Magdalena Manaskova,Magdalena Manaskova,Magdalena Manaskova,,,Магдалена Манаскова,,,female,1981-06-22,,Magdalena Manaskova,Magdalena Manaskova,Magdalena Manaskova,,,,,,,Magdalena Manaskova,,,,,,Magdalena,,,,,,,,,,,,,,,,,,,Magdalena Manaskova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Magdalena Manaskova,,,,,,,,,Magdalena Manaskova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030839,,Нада Ципушева,Nada Cipusheva,Nada Cipusheva,Nada Cipusheva,,,Нада Ципушева,,,female,1958-01-22,,Nada Cipusheva,Nada Cipusheva,Nada Cipusheva,,,,,,,Nada Cipusheva,,,,,,Nada,,,,,,,,,,,,,,,,,,,Nada Cipusheva,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Nada Cipusheva,,,,,,,,,Nada Cipusheva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030855,,Павлинче Честојнова,Pavlinche Chestojnova,Pavlinche Chestojnova,Pavlinche Chestojnova,,,Павлинче Честојнова,,,female,1974-03-15,,Pavlinçe Çestojnova,Pavlinche Chestojnova,Pavlinche Chestojnova,,,,,,,Pavlinçe Çestojnova,,,,,,,,,,,,,,,,,,,,,,,,,Pavlinche Chestojnova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Pavlinche Chestojnova,,,,,,,,,Pavlinche Chestojnova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030864,,Слаѓана Митовска,Sllagjana Mitovska,Sllagjana Mitovska,Sllagjana Mitovska,,,Слаѓана Митовска,,,female,1981-01-29,,Sllagjana Mitovska,Sllagjana Mitovska,Sllagjana Mitovska,,,,,,,Sllagjana Mitovska,,,,,,,,,,,,,,,,,,,,,,,,,Sllagjana Mitovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Sllagjana Mitovska,,,,,,,,,Sllagjana Mitovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030882,,,,,,,,,,,female,1961-11-27,,Vesna Damçevska-Ilievska,,,,,,,,,Vesna Damçevska-Ilievska,,,,,,Vesna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31030908,,Весна Пемова,Vesna Pemova,Vesna Pemova,Vesna Pemova,,,Весна Пемова,,,female,1960-11-05,,Vesna Pemova,Vesna Pemova,Vesna Pemova,,,,,,,Vesna Pemova,,,,,,Vesna,,,,,,,,,,,,,,,,,,,Vesna Pemova,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Vesna Pemova,,,,,,,,,Vesna Pemova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31155284,,Жаклина Пешевска,Zaklina Pesevska,Zaklina Pesevska,Zaklina Pesevska,,,Жаклина Пешевска,,,female,1978-08-07,,Zhaklina Peshevska,Zaklina Pesevska,Zaklina Pesevska,,,,,,,Zhaklina Peshevska,,,,,,Żaklina,,,,,,,,,,,,,,,,,,,Zaklina Pesevska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Zaklina Pesevska,,,,,,,,,Zaklina Pesevska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31155291,,Бети Рабаџиевска-Hаумовска;,Beti Rabadzievska-Naumovska,Beti Rabadzievska-Naumovska,Beti Rabadzievska-Naumovska,,,Бети Рабаџиевска-Hаумовска;,,,female,1973-09-24,,Beti Rabaxhievska-Naumovska,Beti Rabadzievska-Naumovska,Beti Rabadzievska-Naumovska,,,,,,,Beti Rabaxhievska-Naumovska,,,,,,,,,,,,,,,,,,,,,,,,,Beti Rabadzievska-Naumovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Beti Rabadzievska-Naumovska,,,,,,,,,Beti Rabadzievska-Naumovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31155310,,Јагода Шахпаска,Jagoda Shahpaska,Jagoda Shahpaska,Jagoda Shahpaska,,,Јагода Шахпаска,,,female,1964-03-18,,Jagoda Shahpaska,Jagoda Shahpaska,Jagoda Shahpaska,,,,,,,Jagoda Shahpaska,,,,,,Jagoda,,,,,,,,,,,,,,,,,,,Jagoda Shahpaska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Jagoda Shahpaska,,,,,,,,,Jagoda Shahpaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q31155330,,Катерина Кузмановска,Katerina Kuzmanovska,Katerina Kuzmanovska,Katerina Kuzmanovska,,,Катерина Кузмановска,,,female,1968-06-15,,Katerina Kuzmanovska,Katerina Kuzmanovska,Katerina Kuzmanovska,,,,,,,Katerina Kuzmanovska,,,,,,Katerina,,,,,,,,,,,,,,,,,,,Katerina Kuzmanovska,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,Katerina Kuzmanovska,,,,,,,,,Katerina Kuzmanovska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
