id,name__es,name__en,name__nl,name__fr,name__hu,name,wikipedia__es,gender,birth_date,given_name,original_wikiname,name__it,image,name__de,wikipedia__en,identifier__ISNI,identifier__VIAF,identifier__SUDOC,death_date,identifier__FAST,name__cy,identifier__GND,identifier__LCAuth,name__nb,name__da,name__nn,name__sv,name__ru,name__ca,name__gl,second_surname,name__pl,name__mg,wikipedia__mg,wikipedia__pl,wikipedia__de,wikipedia__ru,wikipedia__fr,name__zh_hant,name__zh_cn,name__tr,name__zh,wikipedia__trwikiquote,identifier__freebase,wikipedia__it,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,name__eu,name__wa,name__ko,name__he,name__oc,name__lv,name__ja,name__scn,name__pt,name__eo,name__fi,name__uk,name__la,name__cs,name__bg,name__fa,name__ksh,name__lt,name__tl,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__dewikiquote,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eswikiquote,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__he,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__ksh,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tl,wikipedia__uk,wikipedia__wa,wikipedia__zh,identifier__BNF,identifier__NDL,identifier__SBN_it,identifier__NTA,family_name,name__nov,wikipedia__nov,website,twitter,facebook,name__en_ca,name__en_gb,name__sk,name__et,wikipedia__et,identifier__GTAA,name__qu,name__gd,name__be,name__af,name__yo,name__id,name__sq,name__vi,name__el,name__ar,name__sr_el,name__sr_ec,name__be_tarask,name__io,name__gv,name__sr,name__ro,name__az,name__sco,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__el,wikipedia__gd,wikipedia__gl,wikipedia__gv,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__qu,wikipedia__ro,wikipedia__sco,wikipedia__sq,wikipedia__sr,wikipedia__tr,wikipedia__vi,wikipedia__yo,identifier__IMDB,identifier__NKC,identifier__CANTIC,identifier__Munzinger,identifier__CSPAN,identifier__OLID,identifier__BNE,instagram,name__de_ch,name__pt_br,identifier__NNDB,linkedin,occupation,identifier__google_plus,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gsw,name__hr,name__ia,name__ie,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__min,name__ms,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wo,name__zu,identifier__nlg,identifier__snac,wikipedia__fawikiquote,wikipedia__eswikinews,identifier__TED,identifier__Britannica,identifier__PTBNP,identifier__SELIBR,wikipedia__plwikiquote,wikipedia__eswikisource,name__sl,identifier__bigenc_ru,identifier__CiNii,pseudonym,identifier__youtube,wikipedia__ast,name__hy,wikipedia__hy,identifier__goodreads,wikipedia__lb,wikipedia__zh_yue,name__yue,identifier__BVMC,identifier__BIBSYS,identifier__BAV,identifier__N6I,wikipedia__ruwikinews,wikipedia__tt,name__tt,identifier__NLP,honorific_prefix
Q19788619,Teresita García Romero,Teresita García Romero,Teresita García Romero,,Teresita García Romero,Teresita García Romero,Teresita García Romero,female,1956-11-19,Teresita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,García,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teresita García Romero,,,,,,,,,,,,,,,,,,,,
Q19788621,Senén Niño,Senén Niño,Senén Niño,,Senén Niño,Senén Niño,Senén Niño,male,1954-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senén Niño,,,,,,,,,,,,,,,,,,,,
Q19788622,Carlos Fernando Motoa,Carlos Fernando Motoa,Carlos Fernando Motoa,,Carlos Fernando Motoa,Carlos Fernando Motoa,Carlos Fernando Motoa,male,1975-10-24,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19788623,German Varón,German Varón,German Varón,,German Varón,German Varón,Germán Varón,male,1964-07-06,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germán Varón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German Varón,,,,,,,,,,,,,,,,,,,,
Q19788624,Javier Tato Álvarez,Javier Tato Álvarez,Javier Tato Álvarez,,Javier Tato Álvarez,Javier Tato Álvarez,Javier Tato Álvarez,male,1969-01-01,Javier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javier Tato Álvarez,,,,,,,,,,,,,,,,,,,,
Q19788626,Andrés Cristo,Andrés Cristo,Andrés Cristo,Andrés Cristo,Andrés Cristo,Andrés Cristo,Andrés Cristo,male,1971-01-14,Andrés,,,,,,,,,,,,,,,,,Andrés Cristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrés Cristo,,,,,,,,,,,,,,,,,,,,
Q19788634,Yamina Pestana,Yamina Pestana,Yamina Pestana,,Yamina Pestana,Yamina Pestana,Yamina Pestana,female,1970-10-24,Yamina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yamina Pestana,,,,,,,,,,,,,,,,,,,,
Q19788636,Laureano Acuña,Laureano Acuña,Laureano Acuña,,,Laureano Acuña,Laureano Acuña,male,1971-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laureano Acuña,,,,,,,,,,,,,,,,,,,,
Q19788638,Ángel Custodio Cabrera,Ángel Custodio Cabrera,Ángel Custodio Cabrera,,,Ángel Custodio Cabrera,Ángel Custodio Cabrera,male,1956,Ángel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ángel Custodio Cabrera,,,,,,,,,,,,,,,,,,,,
Q19788640,Martín Emilio Morales,Martín Emilio Morales,Martín Emilio Morales,,Martín Emilio Morales,Martín Emilio Morales,Martín Morales Diz,male,1968-08-22,Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martín Morales Diz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martín Morales Diz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martín Emilio Morales,,,,,,,,,,,,,,,,,,,,
Q19788641,Nohora Stella Tovar,Nohora Stella Tovar,Nohora Stella Tovar,,,Nohora Stella Tovar,Nohora Stella Tovar,female,1967-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nohora Stella Tovar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nohora Stella Tovar,,,,,Nohora Stella Tovar,,,,,,,,,,,,,,,
Q20016263,José Alfredo Gnecco,José Alfredo Gnecco,José Alfredo Gnecco,José Alfredo Gnecco,,José Alfredo Gnecco,José Alfredo Gnecco Zuleta,male,1976-04-17,Alfredo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gnecco,,,,,JoseAlfredognecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Alfredo Gnecco,,,,,,,,,,,,,,,,,,,,
Q20016393,Miguel Amín,Miguel Amín,Miguel Amín,Miguel Amín,Miguel Amín,Miguel Amín,Miguel Amín,male,1948-09-05,Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Amín,,,,,,,,,,,,,,,,,,,,
Q20016573,Sandra Villadiego,Sandra Villadiego,Sandra Villadiego,,,Sandra Villadiego,Sandra Villadiego,female,1968-03-16,Sandra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sandra Villadiego,,,,,,,,,,,,,,,,,,,,
Q20018286,Roosvelt Rodríguez,Roosvelt Rodríguez,Roosvelt Rodríguez,,,Roosvelt Rodríguez,Roosvelt Rodríguez,male,1958-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roosvelt Rodríguez,,,,,,,,,,,,,,,,,,,,
Q20968333,Rigoberto Barón,Rigoberto Barón,Rigoberto Barón,,,Rigoberto Barón,Rigoberto Barón,male,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20994998,Santa Lopesierra,,Santa Lopesierra,,,Santa Lopesierra,Santa Lopesierra,male,1961-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2117543,Jorge Iván Ospina,Jorge Iván Ospina,Jorge Iván Ospina,Jorge Iván Ospina,Jorge Iván Ospina,Jorge Iván Ospina,Jorge Iván Ospina,male,1965,Jorge,,,https://upload.wikimedia.org/wikipedia/commons/5/59/Jorge_perfil.jpg,Jorge Iván Ospina,Jorge Iván Ospina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jorge Iván Ospina,,,,,,,,,,,,,,,,,,,,
Q23705289,Crispín Villazón De Armas,Crispín Villazón De Armas,Crispín Villazón De Armas,,,Crispín Villazón De Armas,Crispín Villazón De Armas,male,1928-12-28,,,,,,,,,,2015-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crispín Villazón De Armas,,,,,,,,,,,,,,,,,,,,
Q23906929,Luis Emilio Sierra,Luis Emilio Sierra,Luis Emilio Sierra,,,Luis Emilio Sierra,Luis Emilio Sierra,male,1960-11-15,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Emilio Sierra,,,,,,,,,,,,,,,,,,,,
Q23906934,Eduardo Pulgar,Eduardo Pulgar,eduardo pulgar,,,Eduardo Pulgar,Eduardo Pulgar,male,"",Eduardo,,,https://upload.wikimedia.org/wikipedia/commons/8/80/EduardoPulgarDaza.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q24287049,José Ignacio Vives Echeverría,José Ignacio Vives Echeverría,José Ignacio Vives Echeverría,,,José Ignacio Vives Echeverría,José Ignacio Vives Echeverría,male,1926-10-25,José,,,,,,,,,2007-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José Ignacio Vives Echeverría,,,,,,,,,,,,,,,,,,,,
Q24287051,Ignacio Vélez y Escobar,Ignacio Vélez y Escobar,Ignacio Vélez y Escobar,,,Ignacio Vélez y Escobar,Ignacio Vélez Escobar,male,1918,Ignacio,,,,,,,,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ignacio Vélez y Escobar,,,,,,,,,,,,,,,,,,,,
Q24954690,Armando Maestre Pavajeau,Armando Maestre Pavajeau,Armando Maestre Pavajeau,,,Armando Maestre Pavajeau,Armando Maestre Pavajeau,male,,Armando,,,,,,,,,1995-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Armando Maestre Pavajeau,,,,,,,,,,,,,,,,,,,,
Q24960850,Álvaro Araújo Noguera,Álvaro Araújo Noguera,Álvaro Araújo Noguera,,,Álvaro Araújo Noguera,Álvaro Araújo Noguera,male,,Álvaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2579727,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,male,1832-06-11,Carlos,,Carlos Holguín Mallarino,https://upload.wikimedia.org/wikipedia/commons/7/77/Carlos_Holguín_Mallarino.jpg,Carlos Holguín Mallarino,Carlos Holguín Mallarino,0000 0000 5933 9114,6275879,,1894-10-19,91157,,,n82056848,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,Carlos Holguín Mallarino,,,,,,,,,,,Carlos Holguín Mallarino,,,,,,/m/0523yx5,Carlos Holguín Mallarino,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Carlos Holguín Mallarino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Holguín Mallarino,,,Carlos Holguín Mallarino,,,,,,,,,Carlos Holguín Mallarino,,,,,,,,,,,,Carlos Holguín Mallarino,,,,Carlos Holguín Mallarino,,,,,,,,,Carlos Holguín Mallarino,,,,,,OL2293687A,XX1332484,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Holguín Mallarino,,,,,,,,,,,,,,,,,,,,
Q2729105,Yolanda Pulecio,Yolanda Pulecio,Yolanda Pulecio,Yolanda Pulecio,Yolanda Pulecio,Yolanda Pulecio,Yolanda Pulecio,female,1939-12-31,Yolanda,,Yolanda Pulecio,,Yolanda Pulecio,Yolanda Pulecio,,,,,,,,,Yolanda Pulecio,,Yolanda Pulecio,,,Yolanda Pulecio,Yolanda Pulecio,,,,,,,,Yolanda Pulecio,,,,,,/m/03d615s,,,,,,Yolanda Pulecio,,,יולנדה פולסיו,,,,,,,,,,Yolanda Puleciová,,,,,,,,,,,,,,,,,,,יולנדה פולסיו,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yolanda Pulecio,,,,,,,,,,,,,,,,,,,,
Q2879824,Cecilia López Montaño,Cecilia López Montaño,Cecilia López Montaño,Cecilia López Montaño,Cecilia López Montaño,Cecilia López Montaño,Cecilia López Montaño,female,1943-04-18,Cecilia,,,,Cecilia López Montaño,Cecilia López Montaño,,203166409,,,,Cecilia López Montaño,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,López,,,,,,,,,,,,,,,,,,,,,سيسيليا لوبيز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilia López Montaño,,,,,Cecilia López Montaño,,,,,,,,,,,,,,,
Q28840060,Javier Mauricio Delgado Martínez,Javier Mauricio Delgado,Javier Mauricio Delgado,,,Javier Mauricio Delgado Martínez,Javier Mauricio Delgado,male,1973-03-30,Javier,,,https://upload.wikimedia.org/wikipedia/commons/7/7c/Senador_de_la_República_Javier_Mauricio_Delgado_Blandon.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javier Mauricio Delgado Martínez,,,,,,,,,,,,,,,,,,,,
Q2884345,Mario Laserna Pinzón,Mario Laserna Pinzón,Mario Laserna Pinzón,Mario Laserna Pinzón,Mario Laserna Pinzón,Mario Laserna Pinzón,Mario Laserna Pinzón,male,1923-08-21,Mario,,,,Mario Laserna Pinzón,Mario Laserna Pinzón,0000 0000 2759 3759,70407979,086690434,2013-07-16,1477492,Mario Laserna Pinzón,,n86052796,,,,,,,,,,,,,,,,,,,,,/m/05y6zb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Laserna Pinzón,,,,,,,,,,,,,,,,,,,,
Q28858596,Juan Samy Merheg,Juan Samy Merheg,Juan Samy Merheg,,,Juan Samy Merheg,Juan Samy Merheg,male,"",Samy,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Captura_de_pantalla_2017-10-26_a_la(s)_11.24.35.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juan Samy Merheg,,,,,,,,,,,,,,,,,,,,
Q29122048,Doris Vega,Doris Vega,Doris Vega,,,Doris Vega,Doris Vega,female,1959-12-29,Doris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doris Vega,,,,,,,,,,,,,,,,,,,,
Q2917507,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,male,1962-06-26,Luis,,,,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,,,,2013-12-25,,Luis Humberto Gómez Gallo,,,,,,,,,,,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,Luis Humberto Gómez Gallo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis Humberto Gómez Gallo,,,,,,,,,,,,,,,,,,,,
Q29204100,,Julio Miguel Guerra Sotto,Julio Miguel Guerra Sotto,,,Julio Miguel Guerra Sotto,,male,,Julio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
