id,name__en,name__fr,name__de,name__ru,name__es,name__nl,name__nb,name__da,name__nn,name__sv,name__zh,name__cy,name__hu,name,wikipedia__de,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__zh,gender,birth_date,death_date,given_name,original_wikiname,name__it,name__sw,name__ka,wikipedia__ka,wikipedia__sw,image,name__en_ca,name__en_gb,name__pl,name__tr,name__ro,name__yo,name__fi,name__et,name__id,name__ja,name__el,name__ca,name__oc,name__sr,name__pt,name__ko,wikipedia__da,wikipedia__el,wikipedia__es,wikipedia__et,wikipedia__fi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ko,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__yo,identifier__freebase,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__hr,wikipedia__hr,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__NTA,name__la,name__eo,name__hi,name__de_ch,name__lb,name__vi,name__be,wikipedia__be,wikipedia__enwikiquote,wikipedia__eo,wikipedia__hi,wikipedia__la,wikipedia__lb,wikipedia__vi,twitter,website,wikipedia__commons,name__mg,wikipedia__mg,name__is,wikipedia__is,name__ml,wikipedia__ml,wikipedia__simple,wikipedia__fy,name__fy,name__eu,identifier__google_plus,occupation,identifier__GND,wikipedia__nn,wikipedia__uk,name__uk,wikipedia__ur,name__ur,wikipedia__ca,wikipedia__he,identifier__quora,name__he,wikipedia__ig,wikipedia__cawikiquote,wikipedia__nl,name__ig,name__fo,name__se,name__sje,name__sma,name__smj,family_name,name__gl,identifier__GTAA,identifier__MusicBrainz,name__nds,name__br,name__rw,name__ar,name__cs,name__io,name__mr,name__lt,name__fa,name__sco,name__ia,wikipedia__ar,wikipedia__br,wikipedia__cs,wikipedia__cy,wikipedia__fa,wikipedia__ia,wikipedia__io,wikipedia__lt,wikipedia__mr,wikipedia__rw,wikipedia__sco,identifier__IMDB,identifier__FAST,identifier__Britannica,identifier__snac,facebook,identifier__NLAtrove,identifier__OLID,identifier__BNF,wikipedia__nds,wikipedia__gl,identifier__SELIBR,name__af,name__an,name__ast,name__bar,name__bm,name__co,name__de_at,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sk,name__sr_el,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__sl,name__bn,identifier__GNC,wikipedia__ast,wikipedia__itwikiquote,identifier__Munzinger,identifier__NKC
Q30090616,Martha Umbulla,Martha Jachi Umbulla,,,,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,,,,Martha Umbulla,,,,,,female,1955-11-10,,Martha,,,Martha Jachi Umbulla,,,Martha Jachi Umbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Jachi Umbulla,,,,,,,,,politician,,,,,,,,,,,,,,,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,Martha Jachi Umbulla,Umbulla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martha Jachi Umbulla,,,,,,
Q30090618,Ally Ungando,,,,,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,,,,Ally Ungando,,,,,,male,1975-01-01,,Ally,,,Ally Seif Ungando,,,Ally Seif Ungando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ally Seif Ungando,,,,,,,,,politician,,,,,,,,,,,,,,,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,Ally Seif Ungando,Ungando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ally Seif Ungando,,,,,,
Q30090619,Khamis Vuai,,,,,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,,,,Khamis Vuai,,,,,,male,1963-06-03,,Khamis,,,Khamis Ali Vuai,,,Khamis Ali Vuai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khamis Ali Vuai,,,,,,,,,politician,,,,,,,,,,,,,,,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,Khamis Ali Vuai,Vuai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khamis Ali Vuai,,,,,,
Q30090622,Upendo Peneza,Upendo Furaha Peneza,,,,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,,,,Upendo Peneza,,,,,,female,,,Upendo,,,Upendo Furaha Peneza,,,Upendo Furaha Peneza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upendo Furaha Peneza,,,,,,,,,politician,,,,,,,,,,,,,,,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,Upendo Furaha Peneza,Peneza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Upendo Furaha Peneza,,,,,,
Q302913,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,,,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,,,,male,1950-05-29,,Frederick,,,Frederick Sumaye,,,Frederick Sumaye,https://upload.wikimedia.org/wikipedia/commons/d/d9/Frederick_Sumaye.jpg,,,Frederick Sumaye,,,Frederick Sumaye,,,Frederick Sumaye,フレデリック・スマエ,,,,,,,,,Frederick Sumaye,,,Frederick Sumaye,,,,Frederick Sumaye,Frederick Sumaye,,,,,,Frederick Sumaye,/m/0231bv,,弗蘭德利克·蘇馬耶,,弗兰德利克·苏马耶,,,,,,5473152080601407230008,,,,,,,,,,,,,,,,,,,,Category:Frederick Sumaye,,,Frederick Sumaye,,,,,,,,,politician,1153852829,Frederick Sumaye,,,,,,,,,,,,,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Frederick Sumaye,Sumaye,Frederick Sumaye,,,,,Frederick Sumaye,,,,,,,,,,,,,,,,,,Frederick Sumaye,,,,,,,,,,,Frederick Sumaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederick Sumaye,,,,,,
Q31752508,Sikudhani Chikambo,,,,,,,,,,,,,Sikudhani Chikambo,,,,,,female,1972-10-28,,,,,Sikudhani Yasini Chikambo,,,Sikudhani Yasini Chikambo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sikudhani Chikambo,,,,,,
Q31752511,Mariamu Kisangi,,,,,,,,,,,,,Mariamu Kisangi,,,,,,female,1962-08-08,,,,,Mariamu Nassoro Kisangi,,,Mariamu Nassoro Kisangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mariamu Kisangi,,,,,,
Q31752517,Medard Kalemani,,,,,,,,,,,,,Medard Kalemani,,Medard Kalemani,,,,male,1968-03-15,,,,,Medard Matogolo Kalemani,,,Medard Matogolo Kalemani,https://upload.wikimedia.org/wikipedia/commons/3/34/The_photo_of_Medard_Kalemani.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medard Kalemani,,,,,,
Q31752519,Mwantakaje Juma,,,,,,,,,,,,,Mwantakaje Juma,,,,,,female,1970-04-01,,,,,Mwantakaje Haji Juma,,,Mwantakaje Haji Juma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwantakaje Juma,,,,,,
Q31752523,Vicky Kamata,,,,,,,,,,,,,Vicky Kamata,,,,,,female,,,,,,Vicky Paschal Kamata,,,Vicky Paschal Kamata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicky Kamata,,,,,,
Q31752528,Sabreena Sungura,,,,,,,,,,,,,Sabreena Sungura,,,,,,female,1984-11-23,,,,,Sabreena Hamza Sungura,,,Sabreena Hamza Sungura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabreena Sungura,,,,,,
Q31752529,Khalifa Suleiman,,,,,,,,,,,,,Khalifa Suleiman,,,,,,male,1959-07-06,,,,,Khalifa Salum Suleiman,,,Khalifa Salum Suleiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Khalifa Suleiman,,,,,,
Q31752531,Isack Kamwelwe,,,,,,,,,,,,,Isack Kamwelwe,,Isack Aloyce Kamwelwe,,,,male,1956-04-30,,,,,Isack Aloyce Kamwelwe,,,Isack Aloyce Kamwelwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isack Kamwelwe,,,,,,
Q31752533,Ally Suleiman,,,,,,,,,,,,,Ally Suleiman,,,,,,male,,,,,,Ally Yusuf Suleiman,,,Ally Yusuf Suleiman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ally Suleiman,,,,,,
Q31752535,Munira Khatib,,,,,,,,,,,,,Munira Khatib,,,,,,female,1990-07-16,,,,,Munira Mustafa Khatib,,,Munira Mustafa Khatib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Munira Khatib,,,,,,
Q31752538,Aida Khenani,,,,,,,,,,,,,Aida Khenani,,,,,,female,1990-01-20,,,,,Aida Joseph Khenani,,,Aida Joseph Khenani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aida Khenani,,,,,,
Q31752546,Omari Kigua,,,,,,,,,,,,,Omari Kigua,,,,,,male,1966-06-25,,,,,Omari Mohamed Kigua,,,Omari Mohamed Kigua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omari Kigua,,,,,,
Q31752548,Pudenciana Kikwembe,,,,,,,,,,,,,Pudenciana Kikwembe,,,,,,female,1967-05-11,,,,,Pudenciana Wilfred Kikwembe,,,Pudenciana Wilfred Kikwembe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pudenciana Kikwembe,,,,,,
Q31752556,Elibariki Kingu,,,,,,,,,,,,,Elibariki Kingu,,,,,,male,,,,,,Elibariki Emmanuel Kingu,,,Elibariki Emmanuel Kingu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elibariki Kingu,,,,,,
Q31752561,Marwa Chacha,,,,,,,,,,,,,Marwa Chacha,,,,,,male,1978-03-25,,Marwa,,,Marwa Chacha,,,Marwa Ryoba Chacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,Chacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marwa Chacha,,,,,,
Q31752562,Risala Kabongo,,,,,,,,,,,,,Risala Kabongo,,,,,,female,1976-06-19,,,,,Risala Said Kabongo,,,Risala Said Kabongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Risala Kabongo,,,,,,
Q31752565,Kiswaga Destery,,,,,,,,,,,,,Kiswaga Destery,,,,,,male,1974-08-08,,,,,Kiswaga Destery,,,Kiswaga Boniventura Destery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiswaga Destery,,,,,,
Q31752575,Constantine Kanyasu,,,,,,,,,,,,,Constantine Kanyasu,,Constantine Kanyasu,,,,male,1969-10-17,,,,,Constantine John Kanyasu,,,Constantine John Kanyasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Constantine Kanyasu,,,,,,
Q31752583,Rose Sukum,,,,,,,,,,,,,Rose Sukum,,,,,,female,1957-08-30,,Rose,,,Rose Kamili Sukum,,,Rose Kamili Sukum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rose Sukum,,,,,,
Q31752584,Joyce Sokombi,,,,,,,,,,,,,Joyce Sokombi,,,,,,female,1968-03-18,,Joyce,,,Joyce Bitta Sokombi,,,Joyce Bitta Sokombi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joyce Sokombi,,,,,,
Q31752588,Margaret Sitta,,,,,,,,,,,,,Margaret Sitta,,Margaret Simwanza Sitta,,,,female,1946-07-24,,Margaret,,,Margaret Simwanza Sitta,,,Margaret Simwanza Sitta,https://upload.wikimedia.org/wikipedia/commons/5/56/Magreth-sita.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Margaret Sitta,,,,,,
Q31752592,Sebastian Kapufi,,,,,,,,,,,,,Sebastian Kapufi,,,,,,male,1966-12-03,,Sebastian,,,Sebastian Simon Kapufi,,,Sebastian Simon Kapufi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Kapufi,,,,,,
Q31752593,Alex Gashaza,,,,,,,,,,,,,Alex Gashaza,,Alex Gashaza,,,,male,1967-08-30,,Alex,,,Alex Gashaza,,,Alex Gashaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex Gashaza,,,,,,
Q31752594,John Kadutu,,,,,,,,,,,,,John Kadutu,,,,,,male,1961-06-23,,John,,,John Peter Kadutu,,,John Peter Kadutu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Kadutu,,,,,,
Q31752597,Katani Katani,,,,,,,,,,,,,Katani Katani,,,,,,male,1979-05-08,,,,,Katani Ahmadi Katani,,,Katani Ahmadi Katani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katani Katani,,,,,,
Q31752601,Hassan Kaunje,,,,,,,,,,,,,Hassan Kaunje,,,,,,male,1982-10-04,,,,,Hassan Selemani Kaunje,,,Hassan Selemani Kaunje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Kaunje,,,,,,
Q31752602,Zainab Katimba,,,,,,,,,,,,,Zainab Katimba,,,,,,female,1990-04-04,,,,,Zainab Athman Katimba,,,Zainab Athman Katimba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zainab Katimba,,,,,,
Q31752605,Sixtus Mapunda,,,,,,,,,,,,,Sixtus Mapunda,,,,,,male,1979-08-13,,,,,Sixtus Raphael Mapunda,,,Sixtus Raphael Mapunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sixtus Mapunda,,,,,,
Q31752611,Agnes Marwa,,,,,,,,,,,,,Agnes Marwa,,Agnes Marwa,,,,female,1978-12-24,,Agnes,,,Agnes Mathew Marwa,,,Agnes Mathew Marwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnes Marwa,,,,,,
Q31752614,Gimbi Masaba,,,,,,,,,,,,,Gimbi Masaba,,,,,,female,1975-05-29,,,,,Gimbi Dotto Masaba,,,Gimbi Dotto Masaba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gimbi Masaba,,,,,,
Q31752619,Hassan Masala,,,,,,,,,,,,,Hassan Masala,,,,,,male,1979-07-01,,,,,Hassan Elias Masala,,,Hassan Elias Masala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hassan Masala,,,,,,
Q31752623,Edwin Sannda,,,,,,,,,,,,,Edwin Sannda,,,,,,male,1972-10-16,,Edwin,,,Edwin Mgante Sannda,,,Edwin Mgante Sannda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edwin Sannda,,,,,,
Q31752625,Immaculate Semesi,,,,,,,,,,,,,Immaculate Semesi,,,,,,female,,,,,,Immaculate Sware Semesi,,,Immaculate Sware Semesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Immaculate Semesi,,,,,,
Q31752628,Oliver Semuguruka,,,,,,,,,,,,,Oliver Semuguruka,,,,,,female,1984-07-26,,Oliver,,,Oliver Daniel Semuguruka,,,Oliver Daniel Semuguruka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Semuguruka,,,,,,
Q31752670,Susan Kiwanga,,,,,,,,,,,,,Susan Kiwanga,,,,,,female,1960-04-18,,Susan,,,Susan Limbweni Kiwanga,,,Susan Limbweni Kiwanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susan Kiwanga,,,,,,
Q31752686,Peter Lijualikali,,,,,,,,,,,,,Peter Lijualikali,,,,,,male,1985-06-25,,,,,Peter Ambrose Lijualikali,,,Peter Ambrose Lijualikali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Lijualikali,,,,,,
