id,given_name,family_name,name,sort_name,birth_date,gender,area,area_id,party,party_id,term,source,image
INJA,Ingvald Johannes,Jaklin,Ingvald Johannes Jaklin,"Jaklin, Ingvald Johannes",1896-02-22,male,Troms,Tr,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
INJA,Ingvald Johannes,Jaklin,Ingvald Johannes Jaklin,"Jaklin, Ingvald Johannes",1896-02-22,male,Troms,Tr,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
INJA,Ingvald Johannes,Jaklin,Ingvald Johannes Jaklin,"Jaklin, Ingvald Johannes",1896-02-22,male,"Kjøpstedene i Nordland, Troms og Finnmark(Bodø, Hammerfest, Narvik, Tromsø, Vadsø, Vardø)",KiNo,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
INK,Ingvild,Kjerkol,Ingvild Kjerkol,"Kjerkol, Ingvild",1975-05-18,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=INK&storrelse=middels
INK,Ingvild,Kjerkol,Ingvild Kjerkol,"Kjerkol, Ingvild",1975-05-18,female,Nord-Trøndelag,NT,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=INK&storrelse=middels
INKO,Inger,Koppernæs,Inger Koppernæs,"Koppernæs, Inger",1928-08-15,female,Møre og Romsdal,MR,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INKO,Inger,Koppernæs,Inger Koppernæs,"Koppernæs, Inger",1928-08-15,female,Møre og Romsdal,MR,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
INL,Inge,Lønning,Inge Lønning,"Lønning, Inge",1938-02-20,male,Oslo,Os,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=INL&storrelse=middels
INL,Inge,Lønning,Inge Lønning,"Lønning, Inge",1938-02-20,male,Oslo,Os,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=INL&storrelse=middels
INL,Inge,Lønning,Inge Lønning,"Lønning, Inge",1938-02-20,male,Oslo,Os,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=INL&storrelse=middels
INMY,Inger-Marie,Ytterhorn,Inger-Marie Ytterhorn,"Ytterhorn, Inger-Marie",1941-09-18,female,Hordaland,Ho,Fremskrittspartiet,FrP,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INPE,Inger,Pedersen,Inger Pedersen,"Pedersen, Inger",1936-05-03,female,Nordland,No,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INPE,Inger,Pedersen,Inger Pedersen,"Pedersen, Inger",1936-05-03,female,Nordland,No,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INS,Inger,Stolt-Nielsen,Inger Stolt-Nielsen,"Stolt-Nielsen, Inger",1943-03-05,female,Rogaland,Ro,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=INS&storrelse=middels
INSA,Inger-Lise,Skarstein,Inger-Lise Skarstein,"Skarstein, Inger-Lise",1937-07-06,female,Hordaland,Ho,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INSA,Inger-Lise,Skarstein,Inger-Lise Skarstein,"Skarstein, Inger-Lise",1937-07-06,female,Hordaland,Ho,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
INSA,Inger-Lise,Skarstein,Inger-Lise Skarstein,"Skarstein, Inger-Lise",1937-07-06,female,Hordaland,Ho,Høyre,H,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
INSE,Inger,Dag,Inger Dag,"Dag, Inger",1933-03-22,female,Vestfold,Ve,Sosialistisk Venstreparti,SV,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INSI,Ingvald,Svinsås-Lo,Ingvald Svinsås-Lo,"Svinsås-Lo, Ingvald",1897-12-26,male,Sør-Trøndelag,ST,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
INST,Inge,Staldvik,Inge Staldvik,"Staldvik, Inge",1955-01-06,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INST,Inge,Staldvik,Inge Staldvik,"Staldvik, Inge",1955-01-06,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INSV,Ingvard,Sverdrup,Ingvard Sverdrup,"Sverdrup, Ingvard",1936-09-24,male,Møre og Romsdal,MR,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INSV,Ingvard,Sverdrup,Ingvard Sverdrup,"Sverdrup, Ingvard",1936-09-24,male,Møre og Romsdal,MR,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INTU,Inga Lovise,Tusvik,Inga Lovise Tusvik,"Tusvik, Inga Lovise",1914-07-06,female,Rogaland,Ro,Venstre,V,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
INTØ,Ingvald,Tøndel,Ingvald Tøndel,"Tøndel, Ingvald",1887-01-07,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
INTØ,Ingvald,Tøndel,Ingvald Tøndel,"Tøndel, Ingvald",1887-01-07,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
INUL,Ingvald Johan,Ulveseth,Ingvald Johan Ulveseth,"Ulveseth, Ingvald Johan",1924-08-25,male,Hordaland,Ho,Arbeiderpartiet,A,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
INUL,Ingvald Johan,Ulveseth,Ingvald Johan Ulveseth,"Ulveseth, Ingvald Johan",1924-08-25,male,Hordaland,Ho,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
INVA,Inger Louise,Valle,Inger Louise Valle,"Valle, Inger Louise",1921-11-28,female,Akershus,Ak,Arbeiderpartiet,A,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
INVM,Ingvild Vaggen,Malvik,Ingvild Vaggen Malvik,"Malvik, Ingvild Vaggen",1971-04-03,female,Sør-Trøndelag,ST,Sosialistisk Venstreparti,SV,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=INVM&storrelse=middels
INWI,Ingrid I.,Willoch,Ingrid I. Willoch,"Willoch, Ingrid I.",1943-10-08,female,Vestfold,Ve,Høyre,H,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
INWI,Ingrid I.,Willoch,Ingrid I. Willoch,"Willoch, Ingrid I.",1943-10-08,female,Vestfold,Ve,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
INWI,Ingrid I.,Willoch,Ingrid I. Willoch,"Willoch, Ingrid I.",1943-10-08,female,Vestfold,Ve,Høyre,H,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
IOD,Ivar,Odnes,Ivar Odnes,"Odnes, Ivar",1963-05-25,male,Oppland,Op,Senterpartiet,Sp,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=IOD&storrelse=middels
IOL,Ingalill,Olsen,Ingalill Olsen,"Olsen, Ingalill",1955-12-15,female,Finnmark,Fi,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=IOL&storrelse=middels
IOL,Ingalill,Olsen,Ingalill Olsen,"Olsen, Ingalill",1955-12-15,female,Finnmark,Fi,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=IOL&storrelse=middels
IRLN,Irene Lange,Nordahl,Irene Lange Nordahl,"Nordahl, Irene Lange",1968-02-11,female,Troms,Tr,Senterpartiet,Sp,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=IRLN&storrelse=middels
ISC,Ingjerd,Schou,Ingjerd Schou,"Schou, Ingjerd",1955-01-20,female,Østfold,Øs,Høyre,H,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=ISC&storrelse=middels
ISC,Ingjerd,Schou,Ingjerd Schou,"Schou, Ingjerd",1955-01-20,female,Østfold,Øs,Høyre,H,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=ISC&storrelse=middels
ISC,Ingjerd,Schou,Ingjerd Schou,"Schou, Ingjerd",1955-01-20,female,Østfold,Øs,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=ISC&storrelse=middels
ISC,Ingjerd,Schou,Ingjerd Schou,"Schou, Ingjerd",1955-01-20,female,Østfold,Øs,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ISC&storrelse=middels
ISE,Inger S.,Enger,Inger S. Enger,"Enger, Inger S.",1948-07-06,female,Oppland,Op,Senterpartiet,Sp,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=ISE&storrelse=middels
ISE,Inger S.,Enger,Inger S. Enger,"Enger, Inger S.",1948-07-06,female,Oppland,Op,Senterpartiet,Sp,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=ISE&storrelse=middels
ISFL,Isak Larsson,Flatabø,Isak Larsson Flatabø,"Flatabø, Isak Larsson",1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
ISFL,Isak Larsson,Flatabø,Isak Larsson Flatabø,"Flatabø, Isak Larsson",1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
ISFL,Isak Larsson,Flatabø,Isak Larsson Flatabø,"Flatabø, Isak Larsson",1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
ISFL,Isak Larsson,Flatabø,Isak Larsson Flatabø,"Flatabø, Isak Larsson",1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
ISFL,Isak Larsson,Flatabø,Isak Larsson Flatabø,"Flatabø, Isak Larsson",1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
IVBA,Ivar,Bae,Ivar Bae,"Bae, Ivar",1897-10-29,male,"Kjøpstedene i Møre og Romsdal fylke (Kristiansund, Molde, Ålesund)",KiMR,Høyre,H,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
IVEI,Ivar Kornelius,Eikrem,Ivar Kornelius Eikrem,"Eikrem, Ivar Kornelius",1898-08-10,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
IVEI,Ivar Kornelius,Eikrem,Ivar Kornelius Eikrem,"Eikrem, Ivar Kornelius",1898-08-10,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
IVEI,Ivar Kornelius,Eikrem,Ivar Kornelius Eikrem,"Eikrem, Ivar Kornelius",1898-08-10,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
IVHO,Ivar Kristiansen,Hognestad,Ivar Kristiansen Hognestad,"Hognestad, Ivar Kristiansen",1888-10-16,male,Rogaland,Ro,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
IVHO,Ivar Kristiansen,Hognestad,Ivar Kristiansen Hognestad,"Hognestad, Ivar Kristiansen",1888-10-16,male,Rogaland,Ro,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
IVHO,Ivar Kristiansen,Hognestad,Ivar Kristiansen Hognestad,"Hognestad, Ivar Kristiansen",1888-10-16,male,Rogaland,Ro,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
IVK,Ivar,Kristiansen,Ivar Kristiansen,"Kristiansen, Ivar",1956-02-18,male,Nordland,No,Høyre,H,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=IVK&storrelse=middels
IVK,Ivar,Kristiansen,Ivar Kristiansen,"Kristiansen, Ivar",1956-02-18,male,Nordland,No,Høyre,H,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=IVK&storrelse=middels
IVK,Ivar,Kristiansen,Ivar Kristiansen,"Kristiansen, Ivar",1956-02-18,male,Nordland,No,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=IVK&storrelse=middels
IVK,Ivar,Kristiansen,Ivar Kristiansen,"Kristiansen, Ivar",1956-02-18,male,Nordland,No,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=IVK&storrelse=middels
IVNO,Ivar Jacobsen,Norevik,Ivar Jacobsen Norevik,"Norevik, Ivar Jacobsen",1900-03-26,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
IVNO,Ivar Jacobsen,Norevik,Ivar Jacobsen Norevik,"Norevik, Ivar Jacobsen",1900-03-26,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
IVNO,Ivar Jacobsen,Norevik,Ivar Jacobsen Norevik,"Norevik, Ivar Jacobsen",1900-03-26,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
IVO,Ivar,Østberg,Ivar Østberg,"Østberg, Ivar",1942-11-15,male,Troms,Tr,Kristelig Folkeparti,KrF,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=IVO&storrelse=middels
IVO,Ivar,Østberg,Ivar Østberg,"Østberg, Ivar",1942-11-15,male,Troms,Tr,Kristelig Folkeparti,KrF,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=IVO&storrelse=middels
IVUN,Iver Johan,Unsgård,Iver Johan Unsgård,"Unsgård, Iver Johan",1903-06-26,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
IVUN,Iver Johan,Unsgård,Iver Johan Unsgård,"Unsgård, Iver Johan",1903-06-26,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
IVUN,Iver Johan,Unsgård,Iver Johan Unsgård,"Unsgård, Iver Johan",1903-06-26,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
JAAA,Jakob,Aano,Jakob Aano,"Aano, Jakob",1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
JAAA,Jakob,Aano,Jakob Aano,"Aano, Jakob",1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
JAAA,Jakob,Aano,Jakob Aano,"Aano, Jakob",1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
JAAA,Jakob,Aano,Jakob Aano,"Aano, Jakob",1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1969-73,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1969-73,
JAAA,Jakob,Aano,Jakob Aano,"Aano, Jakob",1920-04-10,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1965-69,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1965-69,
JAE,Jan Arild,Ellingsen,Jan Arild Ellingsen,"Ellingsen, Jan Arild",1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=JAE&storrelse=middels
JAE,Jan Arild,Ellingsen,Jan Arild Ellingsen,"Ellingsen, Jan Arild",1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=JAE&storrelse=middels
JAE,Jan Arild,Ellingsen,Jan Arild Ellingsen,"Ellingsen, Jan Arild",1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=JAE&storrelse=middels
JAE,Jan Arild,Ellingsen,Jan Arild Ellingsen,"Ellingsen, Jan Arild",1958-10-09,male,Nordland,No,Fremskrittspartiet,FrP,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=JAE&storrelse=middels
JAFS,Jakob Johan Sigfrid,Friis,Jakob Johan Sigfrid Friis,"Friis, Jakob Johan Sigfrid",1883-04-27,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
JAFS,Jakob Johan Sigfrid,Friis,Jakob Johan Sigfrid Friis,"Friis, Jakob Johan Sigfrid",1883-04-27,male,"Kjøpstedene i Vest - Agder og Rogaland fylker(Flekkefjord, Haugesund, Kristiansand, Mandal, Stavanger)",KiRV,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
JAFÅ,Jan Erik,Fåne,Jan Erik Fåne,"Fåne, Jan Erik",1965-09-25,male,Akershus,Ak,Fremskrittspartiet,FrP,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
JAIN,Jan-Olav,Ingvaldsen,Jan-Olav Ingvaldsen,"Ingvaldsen, Jan-Olav",1954-01-12,male,Nordland,No,Arbeiderpartiet,A,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
JAJ,Jan,Johnsen,Jan Johnsen,"Johnsen, Jan",1941-07-23,male,Rogaland,Ro,Høyre,H,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=JAJ&storrelse=middels
JAJA,Jan Helge,Jansen,Jan Helge Jansen,"Jansen, Jan Helge",1937-07-01,male,Telemark,Te,Høyre,H,1985-89,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1985-89,
JALO,Jakob Mathias Antonson,Lothe,Jakob Mathias Antonson Lothe,"Lothe, Jakob Mathias Antonson",1881-11-14,male,Sogn og Fjordane,SF,Venstre,V,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
JALO,Jakob Mathias Antonson,Lothe,Jakob Mathias Antonson Lothe,"Lothe, Jakob Mathias Antonson",1881-11-14,male,Sogn og Fjordane,SF,Venstre,V,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
JANE,Jan,Elvheim,Jan Elvheim,"Elvheim, Jan",1949-07-08,male,Troms,Tr,Arbeiderpartiet,A,1989-93,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1989-93,
JAOO,Jan Olav,Olsen,Jan Olav Olsen,"Olsen, Jan Olav",1950-09-29,male,Aust-Agder,AA,Høyre,H,2001-2005,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2001-2005,http://data.stortinget.no/eksport/personbilde?personid=JAOO&storrelse=middels
JAPE,Jakob Martin,Pettersen,Jakob Martin Pettersen,"Pettersen, Jakob Martin",1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
JAPE,Jakob Martin,Pettersen,Jakob Martin Pettersen,"Pettersen, Jakob Martin",1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
JAPE,Jakob Martin,Pettersen,Jakob Martin Pettersen,"Pettersen, Jakob Martin",1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
JAPE,Jakob Martin,Pettersen,Jakob Martin Pettersen,"Pettersen, Jakob Martin",1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
JAPE,Jakob Martin,Pettersen,Jakob Martin Pettersen,"Pettersen, Jakob Martin",1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
JARE,Jakob Martinus,Remseth,Jakob Martinus Remseth,"Remseth, Jakob Martinus",1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1961-65,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1961-65,
JARE,Jakob Martinus,Remseth,Jakob Martinus Remseth,"Remseth, Jakob Martinus",1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61,
JARE,Jakob Martinus,Remseth,Jakob Martinus Remseth,"Remseth, Jakob Martinus",1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57,
JARE,Jakob Martinus,Remseth,Jakob Martinus Remseth,"Remseth, Jakob Martinus",1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1950-53,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1950-53,
JARE,Jakob Martinus,Remseth,Jakob Martinus Remseth,"Remseth, Jakob Martinus",1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1945-49,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1945-49,
JASP,Jorodd,Asphjell,Jorodd Asphjell,"Asphjell, Jorodd",1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=JASP&storrelse=middels
JASP,Jorodd,Asphjell,Jorodd Asphjell,"Asphjell, Jorodd",1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=JASP&storrelse=middels
JASP,Jorodd,Asphjell,Jorodd Asphjell,"Asphjell, Jorodd",1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=JASP&storrelse=middels
JASP,Jorodd,Asphjell,Jorodd Asphjell,"Asphjell, Jorodd",1960-07-17,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=JASP&storrelse=middels
JBO,Jan,Bøhler,Jan Bøhler,"Bøhler, Jan",1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2017-2021,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2017-2021,http://data.stortinget.no/eksport/personbilde?personid=JBO&storrelse=middels
JBO,Jan,Bøhler,Jan Bøhler,"Bøhler, Jan",1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2013-2017,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2013-2017,http://data.stortinget.no/eksport/personbilde?personid=JBO&storrelse=middels
JBO,Jan,Bøhler,Jan Bøhler,"Bøhler, Jan",1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2009-2013,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2009-2013,http://data.stortinget.no/eksport/personbilde?personid=JBO&storrelse=middels
JBO,Jan,Bøhler,Jan Bøhler,"Bøhler, Jan",1952-03-01,male,Oslo,Os,Arbeiderpartiet,A,2005-2009,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=2005-2009,http://data.stortinget.no/eksport/personbilde?personid=JBO&storrelse=middels
JD,John,Dale,John Dale,"Dale, John",1940-03-22,male,Hordaland,Ho,Senterpartiet,Sp,1997-2001,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1997-2001,http://data.stortinget.no/eksport/personbilde?personid=JD&storrelse=middels
JD,John,Dale,John Dale,"Dale, John",1940-03-22,male,Hordaland,Ho,Senterpartiet,Sp,1993-97,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1993-97,
JEFL,Jens P.,Flå,Jens P. Flå,"Flå, Jens P.",1923-02-13,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1981-85,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1981-85,
JEFL,Jens P.,Flå,Jens P. Flå,"Flå, Jens P.",1923-02-13,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1977-81,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1977-81,
JEFL,Jens P.,Flå,Jens P. Flå,"Flå, Jens P.",1923-02-13,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1973-77,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1973-77,
