id,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__eu,name__pl,name__fr,name__ko,name__he,name__es,name__ta,name__ms,name__it,name__ps,name__et,name__de,name__id,name__ja,name__ml,name__bn,name__br,name__yue,name__en,name__sv,name__nl,name__ar,name__hi,name__pt,name__eo,name__ru,name__ast,name__tr,name__ro,name__fi,name__uk,name__cs,name__fa,name__mr,name__ka,name__ur,name__az,name__da,name__zh,name__nb,name__sco,name__ca,name__th,name__sh,name,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__bn,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__ps,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__zh_yue,wikipedia__zh,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,death_date,identifier__freebase,given_name,name__de_ch,name__el,name__en_ca,name__en_gb,name__pt_br,wikipedia__el,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__NTA,name__pa,wikipedia__pa,wikipedia__plwikiquote,name__mg,wikipedia__mg,name__hu,website,name__nds,identifier__IMDB,wikipedia__hu,twitter,name__cy,identifier__FAST,original_wikiname,identifier__Britannica,name__gl,last_seen,wikipedia__bg,name__nn,name__bg,identifier__OLID,name__tg,wikipedia__ckb,wikipedia__tg,identifier__wikitree,name__ckb,occupation,wikipedia__fawikiquote,name__qu,wikipedia__qu,family_name,identifier__DNF,identifier__ne_se,name__sq,wikipedia__be,name__be,wikipedia__itwikiquote,wikipedia__eswikiquote,identifier__GTAA,wikipedia__hy,name__hy,identifier__BNE,wikipedia__azb,identifier__NKC,name__azb
Q6741200,,,,,,,,,Malalai Shinwari,,,Malalai Shinwari,,,,,,Malalai Shinwari,,,,,,,Malalai Shinwari,,Malalai Shinwari,,,,,,,,,,,,ملالی شینواری,,,,,,,,,,,,Malalai Shinwari,,,,,,,,,,,Malalai Shinwari,,,,,ملالی شینواری,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Malalai Shinwari,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,
Q6741210,,,,,,,,,Malali Ishaqzai,,,Malali Ishaqzai,,,Malali Ishaqzai,,,Malali Ishaqzai,,,,,,,Malali Ishaqzai,,Malali Ishaqzai,,,,,,,,,,,,ملالی اسحاق زی,,,,,,,,,,,,Malali Ishaqzai,,,,,,,,,,,Malali Ishaqzai,,,,,ملالی اسحاق زی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Malali Ishaqzai,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q6785684,,,,,,,,,Masuma Esmati-Wardak,,,Masuma Esmati-Wardak,,,,معصومه عصمتي وردگ,,,,,,,,,Masuma Esmati-Wardak,,Masuma Esmati-Wardak,,,,,,,,,,,,معصومه عصمتی وردک,,,,,,,,,,,,Masuma Esmati-Wardak,,,,,,,,,,,Masuma Esmati-Wardak,,Masuma Esmati Wardak,,,معصومه عصمتی وردک,,,,,,,,,,,,,,,,معصومه عصمتي وردگ,,,,,,,,,,,,,,,,female,,,,1930,,,,,,,,,,,,,,,,,,,Masuma Esmati-Wardak,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,
Q6874777,,,,,,,,,Mirwais Yasini,,,,,,,ميرويس ياسيني,,Mirwais Yasini,,,,,,,Mirwais Yasini,,Mirwais Yasini,,,,,,,,,,,,میرویس یاسینی,,,,,,,,,,,,Mirwais Yasini,,,,,,,,,,,Mirwais Yasini,,,,,میرویس یاسینی,,,,,,,,,,,,,,,,ميرويس ياسيني,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/16/Mirwais_Yasini.png,male,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q6891822,,,,,,,,,Mohammad Arif Noorzai,,,Mohammad Arif Noorzai,,,,محمد عارف نورزى,,Mohammad Arif Noorzai,,,,,,,Mohammad Arif Noorzai,,Mohammad Arif Noorzai,,,,,,,,,,,,محمد عارف نور زی,,,,,,,,,,,,Mohammad Arif Noorzai,,,,,,,,,,,Mohammad Arif Noorzai,,,,,محمد عارف نور زی,,,,,,,,,,,,,,,,محمد عارف نورزى,,,,,,,,,,,,,,,,male,,,,1959,,,Mohammad,,,,,,,,,,,,,,,,Mohammad Arif Noorzai,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q6891918,,,,,,,,,Muhammad Dawood Sultanzoy,,,Mohammad Daud Sultanzoy,,,,,,Mohammad Daud Sultanzoy,,,,,,,Muhammad Dawood Sultanzoy,,Mohammad Daud Sultanzoy,,,,,,,,,,,,محمدداوود سلطان‌زوی,,,,,,,,,,,,Muhammad Dawood Sultanzoy,,,,,,,Category:Muhammad Dawood Sultanzoy,,,,Muhammad Dawood Sultanzoy,,,,,محمدداوود سلطان‌زوی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/19/Muhammad_Dawood_Sultanzoy.jpg,male,,,,1952,2015-10-22,,Mohammad,,,,,,,,,,,,,,,,Mohammad Daud Sultanzoy,,Mohammad Daud Sultanzoy,,,,Mohammad Daud Sultanzoy,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q6893127,,,,,,,,,Hasham Watanwal,,,Mohammed Hashim Watanwal,,,Hasham Watanwal,محمد هاشم وطنوال,,Mohammed Hashim Watanwal,,,,,,,Mohammed Hashim Watanwal,,Mohammed Hashim Watanwal,,,,,,,,,,,,محمد هاشم وطنوال,,,,,,,,,,,,Mohammed Hashim Watanwal,,,,,,,,,,,Mohammed Hashim Watanwal,,,,,محمد هاشم وطنوال,,,,,,,,,,,,,,,,محمد هاشم وطنوال,,,,,,,,,,,,,,,,male,,,,1952,2011-07-17,,Mohammed,,,,,,,,,,,,,,,,Mohammed Hashim Watanwal,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q6893151,,,,,,,,,Mohammed Islam Mohammadi,,,Mohammed Islam Mohammadi,,,Mohammed Islam Mohammadi,,,Mohammed Islam Mohammadi,,,,,,,Mohammed Islam Mohammadi,,Mohammed Islam Mohammadi,,,,,,,,,,,,محمد اسلام محمدی,,,,,,,,,,,,Mohammed Islam Mohammadi,,,,,,,,,,,Mohammed Islam Mohammadi,,,,,محمد اسلام محمدی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,1921,2007-01-26,,Mohammed,,,,,,,,,,,,,,,,Mohammed Islam Mohammadi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7074585,,,,,,,,,,,,Obaidullah,,,,,,,,,,,,,Obaidullah,,Obaidullah,,,,,,,,,,,,عبیدالله اچکزی,,,,,,,,,,,,Obaidullah,,,,,,,,,,,Obaidullah (Kandahar politician),,,,,عبیدالله اچکزی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,Obaidullah,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7121957,,,,,,,,,,바차 칸 자드란,,,,,,پاچا خان ځدراڼ,,Pacha Khan Zadran,,,,,,,Pacha Khan Zadran,,Pacha Khan Zadran,,,,,,,,,,,,پاچا خان زدران,,,,,,,,,,,,Pacha Khan Zadran,,,,,,,,,,,Pacha Khan Zadran,,,,,پاچا خان زدران,,,,,,,,,바샤 칸 자드란,,,,,,,پاچا خان ځدراڼ,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7197621,,,,,,,,,,,,,,,,,,Pir Sayed Ishaq Gailani,,,,,,,Pir Sayed Ishaq Gailani,,Sayed Ishaq Gailani,,,,,,,,,,,,اسحاق گیلانی,,,,,,,,,,,,Pir Sayed Ishaq Gailani,,,,,,,,,,,Sayed Ishaq Gailani,,,,,اسحاق گیلانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/1/12/Pir_Sayed_Ishaq_Gailani.jpg,male,,,,1954,,,Pir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,اسحاق گیلانی,,,,,,,,,,,,,,,,,
Q7283397,,,,,,,,,,,,Rahila Bibi Kobra Alamshahi,,,,,,Rahila Bibi Kobra Alamshahi,,,,,,,Rahila Bibi Kobra Alamshahi,,Rahila Bibi Kobra Alamshahi,,,,,,,,,,,,راحله بی‌بی کبرا عالم شاهی,,,,,,,,,Rahila Bibi Kobra Alamshahi,,,Rahila Bibi Kobra Alamshahi,,,,,,Rahila Bibi Kobra Alamshahi,,,,,Rahila Bibi Kobra Alamshahi,,Rahila Bibi Kobra Alamshahi,,,راحله بی‌بی کبرا عالم شاهی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,1967,,,,,,,,,,,,,,,,,,,Rahila Bibi Kobra Alamshahi,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7366780,,,,,,,,,,,,Roqia Abubakr,,,,,,Roqia Abubakr,,,,,,,Roqia Abubakr,,Roqia Abubakr,,,Roqia Abubakr,,,Roqia Abubakr,,,,,,,,,,,,,,,,,,Roqia Abubakr,,Roqia Abubakr,,,,,,,,,Roqia Abubakr,,Roqia Abubakr,,,,,,,,,,,,,,,,,,,,Roqia Abubakr,,,,,,,,,,,,,,,female,,,,"",,,,,,,,,,,,,,,,,,,Roqia Abubakr,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7399652,,,,,,,,,Sahira Sharif,,,Sahira Sharif,,,Sahira Sharif,,,Sahira Sharif,,,,,,,Sahira Sharif,,Sahira Sharif,,,,,,,,,,,,ساهره شریف,,,,,,,,,,,,Sahira Sharif,,,,,,,,,,,Sahira Sharif,,,,,ساهره شریف,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,Sahira,,,,,,,,,,,,,,,,Sahira Sharif,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7403929,,,,,,,,,,,,,,,Saleh Mohammad Registani,,,Saleh Mohammad Registani,,,,,,,Saleh Mohammad Registani,,Saleh Mohammad Registani,,,,,,,,,,,,صالح محمد ریگستانی,,,,,,,,,,,,Saleh Mohammad Registani,,,,,,,,,,,Saleh Mohammad Registani,,,,,صالح محمد ریگستانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,Salih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7429154,,,,,,,,,,,,Sayed Durahman,,,,,,Sayed Durahman,,,,,,,Sayed Durahman,,Sayed Durahman,,,,,,,,,,,,سعید الرحمان,,,,,,,,,,,,Sayed Durahman,,,,,,,,,,,Sayed Durahman,,,,,سعید الرحمان (سیاستمدار),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://upload.wikimedia.org/wikipedia/commons/7/7b/Sayed_Durahman,_Legham_Province,_Afghanistan.jpg",male,,,,,,,,,,,,,,,,,,,,,,,Sayed Durahman,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7429175,,,,,,,,,,,,Sayed Mohmood Hasamuddeen Al-Gailani,,,,,,,,,,,,,Sayed Mohmood Hasamuddeen Al-Gailani,,Sayed Mohmood Hasamuddeen Al-Gailani,,,,,,,,,,,,محمود حسام الدین گیلانی,,,,,,,,,,,,Sayed Mohmood Hasamuddeen Al-Gailani,,,,,,,,,,,Sayed Mohmood Hasamuddeen Al-Gailani,,,,,محمود حسام الدین گیلانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,Sayed Mohmood Hasamuddeen Al-Gailani,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7461271,,,,,,,,,Shah Gul Rezai,,,Shah Gul Rezai,,,,,,Shah Gul Rezai,,,,,,,Shah Gul Rezai,,Shah Gul Rezai,,,,,,,,,,,,شاه‌گل رضایی,,,,,,,,,,,,Shah Gul Rezai,,,,,,,Category:Shah Gul Rezai,,,,Shah Gul Rezai,,,,,شاه‌گل رضایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/Shah_Gul_Rezai.jpg,female,,,,1979,,,,,,,,,,,,,,,,,,,Shah Gul Rezai,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7462361,,,,,,,,,,,,Shahzada Shahid,,,,شهزاده شاهد,,Shahzada Shahid,,,,,,,Shahzada Shahid,,Shahzada Shahid,,,,,,,,,,,,شهزاده شاهد,,,,,,,,,,,,Shahzada Shahid,,,,,,,,,,,Shahzada Shahid,,,,,شهزاده شاهد,,,,,,,,,,,,,,,,شهزاده شاهد,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Shahzada Shahid,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7462914,,,,,,,,,,,,Shakiba,,,,,,,,,,,,,Shakiba,,Shakiba,,,,,,,,,,,,شکیبا هاشمی,,,,,,,,,,,,Shakiba,,,,,,,,,,,Shakiba Hashemi,,,,,شکیبا هاشمی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Shakiba,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q7504790,,,,,,,,,,,,Shujaul Mulik,,,,,,Shujaul Mulik,,,,,,,Shujaul Mulik,,Shujaul Mulik,,,,,,,,,,,,شجاع الملک جلاله,,,,,,,,,,,,Shujaul Mulik,,,,,,,,,,,Shujaul Mulik,,,,,شجاع الملک جلاله,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,Shujaul Mulik,,,,,,,,,,,,,,,,,,,,,politician,,,,Mulik,,,,,,,,,,,,,,
Q7504854,,,,,,,,,Shukria Barakzai,,,Shukria Barakzai,,,Shukria Barakzai,شکريه بارکزۍ,,Schukria Barakzai,,,,,,,Shukria Barakzai,,Shukria Barakzai,شكرية باركزاي,,Shukria Barakzai,,,,Şükriye Barakzai,,Shukria Barakzai,,,شکریه بارکزی,,,,,,,,,,,,Shukria Barakzai,شكرية باركزاي,,,,,,Category:Shukria Barakzai,,,Schukria Barakzai,Shukria Barakzai,,,,,شکریه بارکزی,,Shukria Barakzai,,,,,,,,,,,,,,شکريه بارکزۍ,Shukria Barakzai,,,,,,,,,Şükriye Barakzai,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fe/Shukria_Barakzai_in_March_2011-cropped.jpg,female,,,,1972,,,,,,,,,,,,,,,,,,,Sukria Barakzai,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,Shukria Barakzai,,,,,,,
Q7824221,,,,,,,,,,,,Toorpekai,,,,,,,,,,,,,Toorpekai,,Toorpekai,,,,,,,,,,,,تورپیکی سلیمان خیل,,,,,,,,,,,,Toorpekai,,,,,,,,,,,Toorpekai,,,,,تورپیکی سلیمان خیل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Toorpekai,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
Q8064639,,,,,,,,,,,,Zahera Ahmadyar Mawlayee,,,,,,Zahera Ahmadyar Mawlayee,,,,,,,Zahera Ahmadyar Mawlayee,,Zahera Ahmadyar Mawlayee,,,,,,,,,,,,,,,,,,,,,,,,Zahera Ahmadyar Mawlayee,,,,,,,,,,,Zahera Ahmadyar Mawlayee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,Zahera Ahmadyar Mawlayee,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,
