id,name__ro,name__en,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__ca,name__co,name__cs,name__cy,name__da,name__de,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__frc,name__frp,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__ia,name__id,name__ie,name__io,name__it,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__ms,name__nap,name__nb,name__nds,name__nds_nl,name__nl,name__nn,name__nrm,name__oc,name__pap,name__pcd,name__pl,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sv,name__sw,name__tr,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name,wikipedia__ro,gender,birth_date,original_wikiname,name__la,wikipedia__en,wikipedia__fr,wikipedia__hu,wikipedia__la,identifier__freebase,given_name,name__bs,name__is,name__lmo,name__sl,name__sq,wikipedia__pl,image,website,wikipedia__sk,family_name,identifier__EuroparlMEP,wikipedia__de,wikipedia__it,wikipedia__sv,death_date,name__he,name__ru,name__ja,name__zh,name__uk,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__he,wikipedia__ja,wikipedia__mg,wikipedia__nl,wikipedia__pt,wikipedia__ru,wikipedia__sl,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__Munzinger,identifier__FAST,wikipedia__commons,wikipedia__eo,name__bg,wikipedia__bg,wikipedia__rowikiquote,name__ar,wikipedia__ar,wikipedia__simple,name__ka,name__el,name__sr,name__az,name__ko,name__fa,name__mk,name__be,name__sh,wikipedia__az,wikipedia__be,wikipedia__el,wikipedia__enwikinews,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__no,wikipedia__oc,wikipedia__plwikiquote,wikipedia__ruwikinews,wikipedia__sco,wikipedia__sh,wikipedia__sr,wikipedia__tr,wikipedia__vi,identifier__GTAA,identifier__parlement,twitter,facebook,name__zh_hans,name__zh_hant,name__zh_hk,name__rup,name__sr_ec,wikipedia__roa_rup,last_seen,identifier__PACE,occupation,identifier__NSZL,wikipedia__rowikinews,wikipedia__br,name__fo,name__kl,wikipedia__hr,email,identifier__youtube,identifier__quora,identifier__google_knowledge,name__hsb,wikipedia__hsb,name__tt,name__ceb,identifier__Britannica,wikipedia__ms,name__be_tarask,identifier__NTA,wikipedia__lv,identifier__OLID,name__zh_cn,wikipedia__mk,linkedin,name__hy,wikipedia__hy,name__lfn,wikipedia__enwikisource,wikipedia__eswikiquote,wikipedia__frwikisource,wikipedia__itwikisource,wikipedia__rowikisource,wikipedia__sq,identifier__NKC,identifier__CANTIC,identifier__SELIBR,identifier__NLA,identifier__britishmuseum,identifier__GNC,identifier__AGORHA,identifier__NLAtrove,identifier__NLI,identifier__BNE,identifier__nlg,identifier__snac,identifier__persee,identifier__ne_se,identifier__BIBSYS,identifier__BAV,identifier__NUKAT,identifier__PTBNP,identifier__SBN_it,identifier__MusicBrainz,electoral_district,identifier__IMDB,identifier__PORT,name__uz,name__ta,name__pam,name__yo,name__fy,name__rmy,name__mr,name__qu,wikipedia__be_x_old,wikipedia__cy,wikipedia__fy,wikipedia__ga,wikipedia__gd,wikipedia__itwikiquote,wikipedia__mr,wikipedia__nn,wikipedia__pam,wikipedia__qu,wikipedia__rmy,wikipedia__scn,wikipedia__uz,wikipedia__yo,identifier__NNDB,name__dsb,name__pfl,name__frr,identifier__discogs,name__zh_sg,name__zh_tw,name__kk,wikipedia__kk,identifier__bigenc_ru,identifier__IIAF,identifier__ioc_athlete,name__mo,pseudonym,name__th,wikipedia__th,name__azb,wikipedia__azb,identifier__NDL,identifier__NSK,wikipedia__pms,identifier__zbMATH,identifier__MGP,identifier__ULAN,wikipedia__ast,wikipedia__enwikiquote,wikipedia__huwikiquote,wikipedia__svwikiquote,wikipedia__ltwikiquote,wikipedia__ukwikiquote,identifier__NPG,identifier__songkick,identifier__BVMC,identifier__CONOR,identifier__google_plus,wikipedia__species,identifier__JewishEnc,identifier__Gutenberg,identifier__NLP,wikipedia__ruwikisource,name__pa,name__ba,wikipedia__ba,wikipedia__pa,identifier__EGAXA,identifier__CERL,name__mi,identifier__BBC_things
Q5171280,Corneliu Ciontu,Corneliu Ciontu,,,,,,,,,,,,Corneliu Ciontu,,,,,,Corneliu Ciontu,,,,Corneliu Ciontu,,,,,,,,,Corneliu Ciontu,,,,,,,,,,,,,,,,,,,,,Corneliu Ciontu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Corneliu Ciontu,Corneliu Ciontu,male,1941-11-15,,,Corneliu Ciontu,,,,,Corneliu,,,,Corneliu Ciontu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5175131,Costică Canacheu,Costică Canacheu,,,,,,,,,,,,Costică Canacheu,,,,,,,,,,Costică Canacheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costică Canacheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Costică Canacheu,Costică Canacheu,male,1958-10-15,Costică Canacheu,,Costică Canacheu,,,,,,,,,Costică Canacheu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5361,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5186157,Cristian Boureanu,Cristian Boureanu,,,,,,,,,,,,Cristian Boureanu,,,,,,Cristian Boureanu,,,,Cristian Boureanu,,,,,,,,,Cristian Boureanu,,,,,,,,,,,,,,,,,,,,,Cristian Boureanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Boureanu,Cristian Boureanu,male,1972-12-15,,,Cristian Boureanu,,,,,Cristian,,,,Cristian Boureanu,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Conventia_PD-L_2013_-_Cristian_Boureanu.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Cristian Boureanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5186207,Cristian Ilie,Cristian Ilie,,,,,,,,,,,,Cristian Ilie,,,,,,,,,,Cristian Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cristian Ilie,Cristian Ilie,male,1964-06-19,,,Cristian Ilie,,,,,Cristian,,,,Cristian Ilie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5202931,Cătălin Voicu,Cătălin Voicu,,,,,,,,,,,,Cătălin Voicu,,,,,,,,,,Cătălin Voicu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cătălin Voicu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cătălin Voicu,Cătălin Voicu,male,1965-03-21,,,Cătălin Voicu,,,,,Cătălin,,,,Cătălin Voicu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q520490,Iuliu Winkler,Iuliu Winkler,,,,,,,,,,,Iuliu Winkler,Iuliu Winkler,,,,,,Iuliu Winkler,,,,Iuliu Winkler,,,,,,,,,Winkler Gyula,,,,,,,,,,,,,,Iuliu Winkler,,,,Iuliu Winkler,,,Iuliu Winkler,Iuliu Winkler,,,,,Gyula Winkler,,,,,,,,,,,,Iuliu Winkler,,,,,,,,,,,Iuliu Winkler,Iuliu Winkler,male,1964-03-14,,Iulius Winkler,Iuliu Winkler,Iuliu Winkler,Winkler Gyula,Iulius Winkler,/m/0crcjw8,Gyula,,,,Iuliu Winkler,,Gyula Winkler,https://upload.wikimedia.org/wikipedia/commons/3/37/Iuliu_Winkler.JPG,,,Winkler,39725,Iuliu Winkler,,,,,Дьюла Уинклер,,,,,,,,,,,,Iuliu Winkler,,,,,,,,,,,,,,,Category:Iuliu Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IuliuWinkler,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q521249,Grigore Gafencu,Grigore Gafencu,,,,,,,,,,,Grigore Gafencu,Grigore Gafencu,,,,,,Grigore Gafencu,,,,Grigore Gafencu,,,,,,,,,,,,,,Grigore Gafencu,,,,,,,,,,,,,Grigore Gafencu,,,Grigore Gafencu,Grigore Gafencu,,,,,Grigore Gafencu,,,,,,,,,,,,Grigore Gafencu,,,,,,,,,,,Grigore Gafencu,Grigore Gafencu,male,1892-01-30,,,Grigore Gafencu,,,,/m/07f7px,Grigore,,,,Grigore Gafencu,,Grigore Gafencu,https://upload.wikimedia.org/wikipedia/commons/f/f5/Grigore-gafencu.jpg,,,,,Grigore Gafencu,Grigore Gafencu,,1957-01-30,,"Гафенку, Григоре",,,Ґриґоре Ґафенку,,,,,,,,,,,,"Гафенку, Григоре",,Ґриґоре Ґафенку,,0000 0000 8181 3732,113486076,119475154,n80125488,16218703f,071072985,00000001288,1729384,Category:Grigore Gafencu,,,,,,,,,Γκριγκόρε Γκαφένκου,,,그리고레 가펜쿠,,,,,,,,,,,,,,,,그리고레 가펜쿠,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,biography/Grigore-Gafencu,,,071014683,,OL17188A,,,,,,,,,,,,,,a11102111,,,,,,,,,,w6252f8w,,,,,,,,,,,,,,,,,,,,,,,,,Grigore Gafencu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5213736,Dan Ioan Popescu,Dan Ioan Popescu,,,,,,,,,,,,Dan Ioan Popescu,,,,,,,,,,Dan Ioan Popescu,,,,,,,,,,,,,,,,,,,,,,,Dan Ioan Popescu,,,,,,,Dan Ioan Popescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Ioan Popescu,Dan Ioan Popescu,male,1949,,Daniel-Ioannes Popescu,Dan Ioan Popescu,,,Daniel-Ioannes Popescu,,Dan,,,,Dan Ioan Popescu,,,,,,,,,,,,,,,,,,,,,,,,,Dan Ioan Popescu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5213739,Iosif Dan,Dan Iosif,,,,,,,,,,,,Dan Iosif,,,,,,,,,,Dan Iosif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Iosif,,,,,,Iosif Dan,,,,,,,,,,,,,,,,,,,,,,,Iosif Dan,Iosif Dan,male,1950-10-14,,,Iosif Dan,,,,/m/03gqthl,Iosif,,,,Dan Iosif,,Iosif Dan,,,,,,,,,2007-12-05,,,ダン・ヨシフ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5214099,Dan Nica,Dan Nica,,,,,,,,,,,,Dan Nica,,,,,,,,,,Dan Nica,,,,,,,,,,,,,,Dan Nica,,,,,,,,,Dan Nica,,,,,,,Dan Nica,,,,,,Dan Nica,,,,,,,,,,,,,,,,,,,,,,,Dan Nica,Dan Nica,male,1960-07-02,Dan Nica,Daniel Nica,Dan Nica,Dan Nica,,Daniel Nica,/m/06w95nb,Dan,,,,Dan Nica,,Dan Nica,https://upload.wikimedia.org/wikipedia/commons/d/dd/Dan_Nica_reuniunea_BPN_a_PSD_-_06.01.2014_(11797840216).jpg,http://www.dannica.ro,,,124784,Dan Nica,Dan Nica,,,,,,,,,,,,,,,,Dan Nica,,,,,,,0000 0003 5652 3831,190664677,1154658856,,,083796789,,,Category:Dan Nica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q526518,Mihail Sadoveanu,Mihail Sadoveanu,,,,,,,,,,,Mihail Sadoveanu,Mihail Sadoveanu,,,,,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,,,,,,,,,Mihail Sadoveanu,,,,,Mihail Sadoveanu,,,,,,,,,,,,,Mihail Sadoveanu,,,Mihail Sadoveanu,Mihail Sadoveanu,,,,,Mihail Sadoveanu,,,,,,,,,,,,Mihail Sadoveanu,,,,,,,,,,,Mihail Sadoveanu,Mihail Sadoveanu,male,1880-11-05,,,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,,/m/03pc0f,Mikhail,,,,Mihail Sadoveanu,,Mihail Sadoveanu,https://upload.wikimedia.org/wikipedia/commons/2/24/Mihail_Sadoveanu.jpg,,,,,Mihail Sadoveanu,Mihail Sadoveanu,Mihail Sadoveanu,1961-10-19,מיכאיל סדוביאנו,Михаил Садовяну,ミハイル・サドヴャーヌ,,Міхаїл Садовяну,,,,,Mihail Sadoveanu,Mihail Sadoveanu,מיכאיל סדוביאנו,,,,,"Садовяну, Михаил",,Міхаїл Садовяну,,0000 0001 0928 1935,98174045,118604783,n80036688,12020837d,028356152,,52357,Category:Mihail Sadoveanu,Mihail Sadoveanu,Михаил Садовяну,Михаил Садовяну,Mihail Sadoveanu,,,,,Μιχαήλ Σαντοβεάνου,,,,,,Міхаіл Садавяну,,,Міхаіл Садавяну,,,,Mihail Sadoveanu,,,,,,,,,,Mihail Sadoveanu,,,,,,,,,,,,,,,,,,,,,linguist,,,,,,,,,,,,,,,biography/Mihail-Sadoveanu,,,071141405,,OL358736A,,,,Միհայիլ Սադովյանու,Միհայիլ Սադովյանու,,,,,,Autor:Mihail Sadoveanu,,jn19990007293,,,35684685,,0057674,,1041626,000427455,XX1103830,,,,mihail-sadoveanu,90096505,,n95206770,34827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Садовяну Михаил,Садовяну Михаил,3527738,,,,cisla moldova,,,,,,,,,,,,,Mihail Sadoveanu,,,,,,,,,,,39772,,,ਮੀਹਾਇਲ ਸਾਦੋਵਿਆਨੋ,Михаил Садовяну,Михаил Садовяну,ਮੀਹਾਇਲ ਸਾਦੋਵਿਆਨੋ,001167317,,,
Q5277526,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,,,,Dimitrie Bogos,,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,Dimitrie Bogos,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,Dimitrie Bogos,,Dimitrie Bogos,Dimitrie Bogos,,Dimitrie Bogos,,,Dimitrie Bogos,,,Dimitrie Bogos,Dimitrie Bogos,male,1889-06-14,,,Dimitrie Bogos,,,,,,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,Dimitrie Bogos,,https://upload.wikimedia.org/wikipedia/commons/d/db/Dumitru_Bogos_(1889-1946).jpg,,,,,,,,1946-05-14,,"Богос, Дмитрий Дмитриевич",ディミトリ・ボゴス,,,,,,,,,,,,,,"Богос, Дмитрий Дмитриевич",,,,0000 0000 3795 4941,28861841,,n99022688,,,,,Category:Dimitrie Bogos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,OL49641A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5278752,Constantin I.C. Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Constantin I. C. Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Dinu Brătianu,Constantin I.C. Brătianu,Constantin I. C. Brătianu,male,1866-01-13,,,Dinu Brătianu,Dinu Brătianu,,,/m/06f1w4,Constantin,,,,Dinu Brătianu,,,https://upload.wikimedia.org/wikipedia/commons/0/0d/Constantin_I.C._Bratianu.jpg,,,,,,Dinu Brătianu,,1951,,Дину Брэтиану,,,,,,,Constantin I. C. Brătianu,,,,,,,,"Брэтиану, Дину",,,,0000 0000 3175 886X,62355203,119294443,n95046312,,13688377X,,355739,,,,,,,,,,,,,,,,,,,,,,,Dinu Brătianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,biography/Constantin-Bratianu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w60g4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5278753,Dinu Patriciu,Dinu Patriciu,,,,,,,,,,Dinu Patriciu,,Dinu Patriciu,,,,,,Dinu Patriciu,,,,Dinu Patriciu,,,,,,,,,Dinu Patriciu,,,,,Dinu Patriciu,,,,,,,,,,,,,,,,Dinu Patriciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinu Patriciu,Dinu Patriciu,male,1950-08-03,,,Dinu Patriciu,Dinu Patriciu,,,/m/0285h5p,,,,,Dinu Patriciu,,,,,,,,,,,2014-08-19,,,,,,,,,,,,,,,,,,,,,0000 0000 3257 4560,11665006,,n2002034443,,,,,,,,,Dinu Patriciu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5299035,Doru-Viorel Ursu,Doru Viorel Ursu,,,,,,,,,,,,Doru Viorel Ursu,,,,,,,,,,Doru Viorel Ursu,,,,,,,,,,,,,,Doru-Viorel Ursu,,,,,,,,,,,,,,,,Doru Viorel Ursu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doru-Viorel Ursu,Doru-Viorel Ursu,male,1953-03-01,,,Doru Viorel Ursu,,,,/m/02qnmwn,Doru,,,,Doru Viorel Ursu,,,,,,,,,Doru-Viorel Ursu,,,,,,,,,,,,,,,,,,,,,,,0000 0000 3383 7019,55892124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5313856,Dumitru Dragomir,Dumitru Dragomir,,,,,,,,,,,,Dumitru Dragomir,,,,,,,,,,Dumitru Dragomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumitru Dragomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dumitru Dragomir,Dumitru Dragomir,male,1946-05-30,,,Dumitru Dragomir,,,,,Dumitru,,,,Dumitru Dragomir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q532674,Varujan Vosganian,Varujan Vosganian,,,,,,,,,,,,Varujan Vosganian,,,,,,Varujan Vosganian,,,,Varujan Vosganian,,,,,,,,,Varujan Vosganian,,,,,,,,,,,,,,,,,,,,,Varujan Vosganian,,,,,,Varujan Vosganian,,,,,,,,,,,,Varujan Vosganian,,,,,,,,,,,Varujan Vosganian,Varujan Vosganian,male,1958-07-25,,Varujan Vosganian,Varujan Vosganian,Varujan Vosganian,,Varujan Vosganian,/m/0ks_jr,,,,,Varujan Vosganian,,Varujan Vosganian,https://upload.wikimedia.org/wikipedia/commons/8/8b/Vosganian_senat.jpg,,,Voskanyan,,Varujan Vosganian,,Varujan Vosganian,,,"Восканян, Варужан",,,Варужан Восканян,,,,Varujan Vosganian,,,,,,,,"Восканян, Варужан",,Варужан Восганян,,0000 0000 7848 5387,95586125,138983542,nr95019410,15512842j,168438232,,,Category:Varujan Vosganian,,,,,,,,,Βαρουζάν Βοσγκανιάν,,,,واروژان ووسگانیان,,,,,,,,واروژان ووسگانیان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,400427249,,,,,,Վարուժան Ոսկանյան,Վարուժան Ոսկանյան,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5392454,Ermil A. Pangrati,Ermil Pangrati,,,,,,,,,,,,Ermil Pangrati,,,,,,Ermil Pangrati,,,,Ermil A. Pangrati,,,,,,,,,Ermil Pangrati,,,,,,,,,,,,,,,,,,,,,Ermil Pangrati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ermil A. Pangrati,Ermil A. Pangrati,male,1864-07-21,,,Ermil Pangrati,,,,,,,,,Ermil Pangrati,,,,,,,,,,,1931-09-19,,,,,,,,,,,,,,,,,,,,,,316748613,,,,151152969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mathematician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
