id,name__pt,name__en,name__de,name__it,name__fr,name,wikipedia__pt,gender,birth_date,death_date,given_name,original_wikiname,name__nb,name__da,name__nn,name__sv,website,name__es,wikipedia__en,identifier__ISNI,identifier__VIAF,name__pl,name__ro,wikipedia__pl,wikipedia__ro,identifier__EuroparlMEP,name__uk,name__nl,name__cs,wikipedia__commons,wikipedia__cs,wikipedia__de,wikipedia__es,wikipedia__fa,wikipedia__fr,wikipedia__it,wikipedia__nl,wikipedia__no,wikipedia__sv,wikipedia__uk,image,identifier__GTAA,identifier__parlement,identifier__BNF,identifier__SUDOC,identifier__freebase,name__fi,wikipedia__fi,identifier__LCAuth,name__ca,name__oc,name__tr,wikipedia__tr,identifier__GND,family_name,name__ru,wikipedia__ru,name__et,wikipedia__et,name__gl,name__zh,wikipedia__gl,wikipedia__zh,name__ar,name__be,name__bg,name__el,name__eo,name__eu,name__ga,name__gv,name__he,name__hi,name__hr,name__hu,name__id,name__io,name__ja,name__ka,name__ko,name__la,name__lb,name__li,name__lt,name__lv,name__mn,name__ms,name__roa_tara,name__scn,name__sk,name__sl,name__sr,name__tk,name__vi,name__war,name__fa,name__an,name__sco,name__sgs,wikipedia__an,wikipedia__ar,wikipedia__bat_smg,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__ca,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__frwikinews,wikipedia__frwikiquote,wikipedia__ga,wikipedia__gv,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__itwikiquote,wikipedia__itwikisource,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__li,wikipedia__lt,wikipedia__lv,wikipedia__mn,wikipedia__ms,wikipedia__nn,wikipedia__oc,wikipedia__plwikiquote,wikipedia__roa_tara,wikipedia__ruwikinews,wikipedia__scn,wikipedia__sco,wikipedia__sk,wikipedia__sl,wikipedia__sr,wikipedia__tk,wikipedia__ukwikiquote,wikipedia__vi,wikipedia__war,identifier__NTA,identifier__CANTIC,name__tet,name__hy,wikipedia__hy,wikipedia__tet,name__en_ca,name__en_gb,name__pt_br,name__mr,name__sw,wikipedia__mr,wikipedia__sw,identifier__NLA,identifier__MusicBrainz,identifier__SELIBR,identifier__BNE,identifier__PTBNP,identifier__BAV,identifier__discogs,name__cy,wikipedia__glwikiquote,identifier__FAST,name__af,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__lij,name__mg,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,name__is,name__min,name__sr_el,name__pa,wikipedia__br,wikipedia__pa,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__qu,wikipedia__mg,wikipedia__qu,identifier__NNDB,identifier__Munzinger,name__ty,name__my,name__az,name__yo,name__ku,name__ext,name__ltg,name__bs,wikipedia__az,wikipedia__bs,wikipedia__ext,wikipedia__ie,wikipedia__is,wikipedia__ku,wikipedia__ltg,wikipedia__my,wikipedia__simple,wikipedia__ty,wikipedia__vo,wikipedia__yo,identifier__IMDB,identifier__SBN_it,name__mwl,wikipedia__mwl,name__sh,name__sr_ec,wikipedia__enwikisource,wikipedia__ptwikiquote,wikipedia__sh,identifier__OLID,name__tl,wikipedia__tl,wikipedia__rm,wikipedia__enwikiquote,identifier__britishmuseum,identifier__NKC,identifier__NUKAT,last_seen,identifier__TED,identifier__senate_nl,identifier__PACE,identifier__Britannica,identifier__NLI,wikipedia__hsb,name__hsb,wikipedia__eswikiquote,name__fo,name__kl,name__ky,wikipedia__ky,wikipedia__th,name__th,name__lmo,name__ba,name__si,name__bn,wikipedia__ba,wikipedia__bn,wikipedia__lmo,wikipedia__si,name__xmf,wikipedia__xmf,identifier__GNC,identifier__Gutenberg,occupation,name__ml,wikipedia__ml,wikipedia__ckb,wikipedia__ta,facebook,identifier__google_knowledge,name__mk,name__azb,name__ckb,name__sq,name__ta,wikipedia__azb,wikipedia__sq,wikipedia__uz,identifier__nlg,name__uz,wikipedia__tt,wikipedia__zh_yue,name__tt,identifier__ne_se,identifier__ORCID,name__yue,wikipedia__bewikiquote,wikipedia__nds,twitter,wikipedia__als,wikipedia__kk,wikipedia__fawikiquote,wikipedia__cy,name__kk,wikipedia__gom,wikipedia__ur,identifier__snac,wikipedia__eswikinews,name__ne,name__ur,wikipedia__ne,name__gom,wikipedia__af,wikipedia__arz,name__arz,wikipedia__zh_min_nan,name__nan,wikipedia__mai,identifier__persee,name__mai,identifier__BVMC,identifier__BBC_things,wikipedia__frr,name__frr,identifier__dialnet,identifier__whoswho_france,wikipedia__ast,wikipedia__ptwikisource,identifier__NLAtrove,name__pnb,wikipedia__pnb,identifier__NDL,identifier__nobel_prize,identifier__BIBSYS,wikipedia__pms,second_surname,identifier__AlloCine,identifier__allmovie,identifier__PORT,identifier__elonet,identifier__CSFD,identifier__kinopoisk,identifier__bigenc_ru,identifier__NLP,identifier__NPG,linkedin,wikipedia__enwikinews
Q656518,Francisco Assis,Francisco Assis,Francisco Assis,,Francisco Assis,Francisco Assis,Francisco Assis,male,1965-01-08,,Francisco,Francisco Assis,Francisco Assis,Francisco Assis,Francisco Assis,Francisco Assis,,Francisco Assis,Francisco Assis,,,Francisco Assis,Francisco Assis,Francisco Assis,Francisco Assis,28307,,Francisco Assis,,,,Francisco Assis,,,Francisco Assis,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/e3/FranciscoAssis.png,,,,,/m/055264,Francisco Assis,Francisco Assis,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Assis,,,,,,,,,,,,,,,,Francisco Assis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6706787,Luís Filipe Menezes,Luís Filipe Menezes,Luís Filipe Menezes,,Luís Filipe Menezes,Luís Filipe Menezes,Luís Filipe Menezes,male,1953-11-02,,Luís,Luís Filipe Menezes,Luís Filipe Menezes,Luís Filipe Menezes,Luís Filipe Menezes,Luís Filipe Menezes,,Luís Filipe Menezes,Luís Filipe Menezes,,,Luís Filipe Menezes,,Luís Filipe Menezes,,,,Luís Filipe Menezes,,Category:Luís Filipe Menezes,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/be/Luís_Filipe_Menezes.jpg,,,,,,,,,,,,,,,,,,,,路易斯·菲利普·梅內塞斯,,,,,,,,,,,,,,Luís Filipe Menezes,,,ルイス・フィリペ・メネゼス,,,,,,,,,,,,,Luís Filipe Menezes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6706851,,Luís Teotónio Pereira,Luís Teotónio Pereira,,Luís Teotónio Pereira,Luís Teotónio Pereira,,male,1895-03-17,1990-02-13,Luís,,,,,,,,Luís Teotónio Pereira,,25844624,,,,,,,Luís Teotónio Pereira,,,,,,,,,,,,,,,,,,,,,n00901838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luís Teotónio Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6706859,Luís da Silva Mouzinho de Albuquerque,Luís da Silva Mouzinho de Albuquerque,Luís da Silva Mouzinho de Albuquerque,,Luís da Silva Mouzinho de Albuquerque,Luís da Silva Mouzinho de Albuquerque,Luís da Silva Mouzinho de Albuquerque,male,1792-06-16,1846-12-27,Luís,,,,,,,Luís da Silva Mouzinho de Albuquerque,Luís da Silva Mouzinho de Albuquerque,0000 0000 6675 1844,13112607,,,,,,,Luís da Silva Mouzinho de Albuquerque,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f3/Luís_da_Silva_Mouzinho_de_Albuquerque.jpg,,,12433084b,179049054,/m/0dwpsv,,,n93091143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luís da Silva Mouzinho de Albuquerque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XX1752391,,,,,,328530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OL2325553A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24888,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6726209,Madalena Barbosa,Madalena Barbosa,Madalena Barbosa,,Madalena Barbosa,Madalena Barbosa,Madalena Barbosa,female,1942,2008-02-21,Madalena,Madalena Barbosa,,,,,,Madalena Barbosa,Madalena Barbosa,0000 0000 8008 2827,99815648,,,,,,,Madalena Barbosa,,,,,Madalena Barbosa,,Madalena Barbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Madalena Barbosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,feminist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6752747,Manuel Monteiro,Manuel Monteiro,Manuel Monteiro,,Manuel Monteiro,Manuel Monteiro,Manuel Monteiro,male,1962-04-01,,Manuel,Manuel Monteiro,Manuel Monteiro,Manuel Monteiro,Manuel Monteiro,Manuel Monteiro,,Manuel Monteiro,Manuel Monteiro,,99006932,Manuel Monteiro,,Manuel Monteiro,,2165,,Manuel Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manuel Monteiro,,,,,,,,,,,,,,,,Manuel Monteiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6752913,Manuel Alfredo Tito de Morais,Manuel Tito de Morais,Manuel Tito de Morais,,Manuel Alfredo Tito de Morais,Manuel Alfredo Tito de Morais,Manuel Alfredo Tito de Morais,male,1910-06-28,1999-12-14,Manuel,Manuel Alfredo Tito de Morais,,,,,,,Manuel Tito de Morais,0000 0001 0818 4236,160632414,,,,,,,,,,,,,,,,,,,,,,,,,,,,no2010195502,,,,,1058239929,,"Титу де Мораиш, Мануэл","Титу де Мораиш, Мануэл",,,,,,,,,,,,,,,,,,,,,マヌエル・ティト・デ・モライス,,,,,,,,,,,,,Manuel Alfredo Tito de Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6756617,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,male,1948-12-12,,Marcelo,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,0000 0000 7996 1365,275324785,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,,Марселу Ребелу ді Соза,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Category:Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,مارسلو ربلو دی سوسا,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,,Marcelo Rebelo de Sousa,Марселу Ребелу де Соза,https://upload.wikimedia.org/wikipedia/commons/3/34/Marcelo_Rebelo_de_Sousa_Rio2016.png,,,15552211f,061065951,,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,n80133946,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,173455689,,Марселу Ребелу ди Соза,"Ребелу ди Соза, Марселу",,,,馬塞洛·雷貝洛·德索薩,,馬塞洛·雷貝洛·德索薩,مارسيلو ريبيلو دي سوزا,Марселу Рэбелу ды Соза,Марселу Рибелу ди Соза,Μαρτσέλο Ρεμπέλο ντε Σόουζα,,,,,מרסלו רבלו דה סוזה,,,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,マルセロ・レベロ・デ・ソウザ,მარსელუ რებელუ დი სოზა,마르셀루 헤벨루 지 소우사,Marcellus Rebelo de Sousa,Marcelo Rebelo de Sousa,,,,,,,,,Marcelo Rebelo de Sousa,,,Marcelo Rebelo de Sousa,,مارسلو ربلو دی سوسا,,,,,مارسيلو ريبيلو دي سوزا,,Марселу Рэбелу ды Соза,Марселу Рибелу ди Соза,,Marcelo Rebelo de Sousa,,Marcelo Rebelo de Sousa,Μαρτσέλο Ρεμπέλο ντε Σόουζα,,,,,,,,מרסלו רבלו דה סוזה,,,,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,,,マルセロ・レベロ・デ・ソウザ,მარსელუ რებელუ დი სოზა,마르셀루 헤벨루 드 소자,Marcellus Rebelo de Sousa,Marcelo Rebelo de Sousa,,Marcelo Rebelo de Sousa,,,,,Marcelo Rebelo de Sousa,,,Категория:Марселу Ребелу Ди Соз,,,,,,,,Marcelo Rebelo de Sousa,,075073226,,,Մարսելու Ռեբելու դե Սոզա,Մարսելու Ռեբելու դե Սոզա,,,,,,,,,,,,,36237,,,,,,,Marcelo Rebelo de Sousa,,,Marcelo Rebelo de Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Rebelo de Sousa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Rebelo de Sousa,,,,,,,,,,,Marcelo Rebelo de Sousa,,,,,,,,,,,,,,,,,,,Marcelo Rebelo de Sousa,Marcelo Rebelo de Sousa,,,,,,,,,,,,,,,21905132,,politician,,,,,,,,,,,,,,Marcelo Rebelo de Sousa,,,,馬些路列比路迪蘇薩,Марсело Ребелу ди Соза,,,馬些路列比路迪蘇薩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcelo Rebelo de Sousa,,,,,,,90406200,,,,,,,,,,,,,
Q6761683,Maria de Belém Roseira,Maria de Belém Roseira,Maria de Belém Roseira,Maria da Belém Roseira,Maria de Belém Roseira,Maria de Belém Roseira,Maria de Belém Roseira,female,1949-07-28,,Maria,Maria de Belém Roseira Martins Coelho Henriques de Pina,,,,Maria de Belém Roseira,,Maria de Belém Roseira,Maria de Belém Roseira,0000 0003 9940 4023,293552196,Maria de Belém Roseira,,Maria de Belém Roseira,,,,Maria de Belém Roseira,,Category:Maria de Belém Roseira,,Maria de Belém Roseira,Maria de Belém Roseira,,Maria de Belém Roseira,Maria da Belém Roseira,,,Maria de Belém Roseira,,https://upload.wikimedia.org/wikipedia/commons/e/e8/Maria_de_Belém_Roseira.jpg,,,,,,,,n2012078449,,,,,,,,,,,,瑪麗亞·德貝倫·羅塞拉,,,,,,,,,,,,,,Maria de Belém Roseira,,,マリア・デ・ベレン・ロッシーラ,,,,,,,,,,,,,Maria de Belém Roseira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maria de Belém Roseira,,,,,,,,,,,,,,,,,,,,,,,223203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6834299,Michael Seufert,Michael Seufert,Michael Seufert,,Michael Seufert,Michael Seufert,Michael Seufert,male,1983,,Michael,Michael Seufert,,,,,,Michael Seufert,Michael Seufert,,,Michael Seufert,,Michael Seufert,,,,Michael Seufert,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/8/83/Michael_Seufert.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Seufert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6844839,Miguel Vale de Almeida,Miguel Vale de Almeida,Miguel Vale de Almeida,Miguel Vale de Almeida,Miguel Vale de Almeida,Miguel Vale de Almeida,Miguel Vale de Almeida,male,1960-08-21,,Miguel,Miguel Vale de Almeida,,,,,,Miguel Vale de Almeida,Miguel Vale de Almeida,0000 0001 2136 6421,64147343,,,,,,,Miguel Vale de Almeida,,Category:Miguel Vale de Almeida,,Miguel Vale de Almeida,Miguel Vale de Almeida,,,Miguel Vale de Almeida,,,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Miguel_Vale_de_Almeida_in_San_Francisco.jpg,,,131920750,035479884,/m/03cq8yn,,,n86049880,,,,,124772242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Vale de Almeida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151405077,,,,,,,,,,,,,,,,,132353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64130,,,,,,,,,,,,,,,90929944,,,,,,,,,,,,,
Q714076,Carlos Coelho,Carlos Coelho,Carlos Coelho,,Carlos Coelho,Carlos Coelho,Carlos Coelho,male,1960-05-20,,Carlos,Carlos Coelho,Carlos Coelho,Carlos Coelho,Carlos Coelho,Carlos Coelho,,Carlos Coelho,Carlos Coelho,,,Carlos Coelho,Carlos Coelho,Carlos Coelho,Carlos Coelho,1892,,Carlos Coelho,,,,Carlos Coelho,,,Carlos Coelho,,,,,,,,,,,/m/0552s5,,,,,,,,,,,,,,,卡洛斯·科埃略,,,,,,,,,,,,,,Carlos Coelho,,,,,,,,,,,,,,,,Carlos Coelho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7155277,Paulo Pedroso,Paulo Pedroso,Paulo Pedroso,,Paulo Pedroso,Paulo Pedroso,Paulo Pedroso,male,1965-05-28,,Paulo,,,,,,,,Paulo Pedroso,0000 0000 6768 4831,68124472,,,,,,,Paulo Pedroso,,,,,,,Paulo Pedroso,,,,,,"https://upload.wikimedia.org/wikipedia/commons/a/a7/Vital_Moreira,_acompanhado_de_Edite_Estrela_e_Paulo_Pedroso.jpg",,,,109263855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paulo Pedroso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q722614,João de Deus Pinheiro,João de Deus Pinheiro,João de Deus Pinheiro,,João de Deus Pinheiro,João de Deus Pinheiro,João de Deus Pinheiro,male,1945-07-11,,João,João de Deus Pinheiro,,,,João de Deus Pinheiro,,João de Deus Pinheiro,João de Deus Pinheiro,0000 0001 0917 5729,76422299,João de Deus Pinheiro,João de Deus Pinheiro,João de Deus Pinheiro,João de Deus Pinheiro,28381,Жоао де Деуш Пінейро,João de Deus Pinheiro,,,,João de Deus Pinheiro,João de Deus Pinheiro,,João de Deus Pinheiro,,João de Deus Pinheiro,,João de Deus Pinheiro,Жоао де Деуш Пінейро,,,vi2n2tsc0dzv,125086795,034320040,/m/0552v8,,,n92091311,João de Deus Pinheiro,,João de Deus Pinheiro,João de Deus Pinheiro,120266369,,"Деуш Пинейру, Жуан","Деуш Пинейру, Жуан",,,,,,,,,,Ζοάο Ντε Ντέους Πινέιρο,João de Deus Pinheiro,,,,,,,João de Deus Pinheiro,,,,,,,,,,,,,,,,João de Deus Pinheiro,,,,,,,,,,,,,,,João de Deus Pinheiro,,,Ζοάο Ντε Ντέους Πινέιρο,João de Deus Pinheiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123592666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q737410,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,male,1936-05-12,,Manuel,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,Manuel Alegre,http://www.manuelalegre.com/,Manuel Alegre,Manuel Alegre,0000 0001 1680 5290,84496537,Manuel Alegre,,Manuel Alegre,,,,Manuel Alegre,,Category:Manuel Alegre,,Manuel Alegre,Manuel Alegre,مانوئل الگره,Manuel Alegre,Manuel Alegre,,,,,https://upload.wikimedia.org/wikipedia/commons/6/67/Manuel_Alegre.jpg,,,12134836d,029799937,/m/03z8pc,Manuel Alegre,Manuel Alegre,n85084482,,,,,11950118X,,Мануэл Алегри,"Алегре, Мануэл",,,Manuel Alegre,,Manuel Alegre,,,,,,,,,,,,,Manuel Alegre,,,マヌエル・アレグリ,,,,,,,,,,,,,Manuel Alegre,,,,,مانوئل الگره,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,068997655,,Manuel Alegre,Մանուել Ալեգրի,Մանուել Ալեգրի,Manuel Alegre,,,,,,,,,a5a2f174-a4da-4f74-afe2-5efafe80751b,335788,,326,,1524933,,,150575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曼努埃爾·阿萊格雷,,曼努埃尔·阿莱格雷,,,,,,,,,,,,,,,,,,,,,,,,Manuel Alegre,,,,,,,,,,,,,,,,,,,,,,,,,,000008369,,,,,,,,,,,,,,,,,,,,,,poet,,,,,manuelalegre2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,,,,,,,,,,,,,,,,,
