id,name__hy,name__en,name__nl,name,wikipedia__hy,gender,birth_date,original_wikiname,name__es,name__ru,name__fr,name__de,name__hu,name__fa,wikipedia__en,wikipedia__fa,wikipedia__hywikiquote,wikipedia__ru,image,occupation,identifier__freebase,given_name,website,name__pt,wikipedia__pt,name__et,name__pl,name__tr,name__ka,name__ja,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__hywikisource,wikipedia__ka,wikipedia__pl,wikipedia__tr,identifier__VIAF,identifier__PACE,wikipedia__ruwikiquote,name__uk,name__zh,wikipedia__de,wikipedia__uk,wikipedia__zh,identifier__google_knowledge,name__it,wikipedia__simple,name__eo,wikipedia__eo,identifier__GND,identifier__LCAuth,identifier__SUDOC,name__sv,name__en_ca,name__en_gb,wikipedia__sv,wikipedia__es,name__zh_hant,name__zh_hans,name__bg,wikipedia__it,name__oc,name__be,name__cy,death_date,name__az,name__el,wikipedia__az,name__id,name__la,name__lv,name__nds,name__mr,name__vi,name__da,name__nb,name__nn,name__pt_br,wikipedia__el,wikipedia__id,wikipedia__la,wikipedia__lv,wikipedia__mr,wikipedia__nds,wikipedia__no,wikipedia__ruwikinews,wikipedia__vi,facebook,wikipedia__bg,wikipedia__ja,family_name,name__sl,identifier__GTAA,wikipedia__ca,wikipedia__io,wikipedia__hu,name__be_tarask,wikipedia__ky,name__ar,name__he,wikipedia__ar,wikipedia__he,name__hsb,name__cs,name__sr,name__ky,wikipedia__cs,wikipedia__hsb,wikipedia__sr,name__ca,wikipedia__sh,name__sh,name__mg,wikipedia__mg,identifier__NTA,name__sco,name__an,name__ast,name__ext,name__gl,wikipedia__sco,name__qu,wikipedia__qu,identifier__MGP,identifier__FAST,identifier__IMDB,identifier__bigenc_ru,identifier__BNF,identifier__ISNI,name__fi,name__kk,wikipedia__kk,name__ace,identifier__kinopoisk,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__ko,name__io,name__arc,wikipedia__arc,wikipedia__fi,wikipedia__gl,wikipedia__ko,wikipedia__nl,wikipedia__nn,wikipedia__oc,wikipedia__be,wikipedia__enwikiquote,name__ro,name__diq,wikipedia__ro,identifier__OLID,identifier__nlg,identifier__Britannica,wikipedia__xmf,wikipedia__te,wikipedia__sq,name__ba,wikipedia__ba,name__te,name__sq,name__bn,name__hi,wikipedia__bn,name__xmf,name__azb,wikipedia__azb,identifier__BIBSYS,identifier__NUKAT
Q4134669,Նահապետ Գևորգյան,,,Նահապետ Գևորգյան,,male,1957-07-28,,,"Геворгян, Наапет Багратович",,,,,,,,"Геворгян, Наапет Багратович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gevorgyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4134670,Ռուբեն Գևորգյան,Ruben Gevorgyan,Ruben Gevorgyan,Ռուբեն Գևորգյան,,male,1954-06-18,,,"Геворгян, Рубен Петросович",,,,,,,Ռուբեն Գևորգյան,"Геворгян, Рубен Петросович",,politician,,Ruben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gevorgyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4134671,Սամվել Գևորգյան,,,Սամվել Գևորգյան,Սամվել Գևորգյան,male,1948-10-02,,,Самвел Геворгян,,,,,,,,"Геворгян, Самвел Володяевич",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,Gevorgyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4137491,Ալբերտ  Հերոյան,,,Ալբերտ  Հերոյան,,male,1940-06-03,,,"Героян, Альберт Хосрович",,,,,,,,"Героян, Альберт Хосрович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4138446,,,,,,male,1953-05-20,,,Мкртыч Гимишян,,,,,,,,"Гимишян, Мкртыч Егикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4143031,Արարատ Գոմցյան,,,Արարատ Գոմցյան,Արարատ Գոմցյան,male,1948-02-02,,,"Гомцян, Арарат Двинович",,,,,,,,"Гомцян, Арарат Двинович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4143060,Գրիգոր Ղոնջէյան,,,Գրիգոր Ղոնջէյան,,male,1959-05-01,,,"Гонджеян, Григор Карписович",,,,,,,,"Гонджеян, Григор Карписович",,politician,,Gregory,,,,,,,,,,,,,,,,,,,Гонджеян Григор Карписович,,,Гонджеян Григор Карписович,,,,,,,,,,,,,,,,,,,,,,2009-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Гонджеян Григор Карписович,Гонджеян Григор Карписович,,,,,,,,,,
Q4149409,Արայիկ Գրիգորյան,Arayik Grigoryan,Arayik Grigoryan,Արայիկ Գրիգորյան,Արայիկ Գրիգորյան,male,1963-05-10,Արայիկ Գրիգորյան,,"Григорян, Араик Темурович",,,,,,,,"Григорян, Араик Темурович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149413,Գրիգորյան Արամայիս Թեմուրի,Aramayis Grigoryan,,Գրիգորյան Արամայիս Թեմուրի,Արամայիս Գրիգորյան,male,1965-10-06,,,"Григорян, Арамаис Темурович",,,,,,,,"Григорян, Арамаис Темурович",https://upload.wikimedia.org/wikipedia/commons/0/04/Aramayis-Grigoryan_04.jpg,politician,,Aramayis,,,,,,,,,Category:Aramayis Grigoryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149419,Վարդեվան Գրիգորյան,,,Վարդեվան Գրիգորյան,Վարդևան Գրիգորյան,male,1953-07-12,,,"Григорян, Вардеван Фабрицускович",,,,,,,,"Григорян, Вардеван Фабрицускович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149425,,,,,,male,1966-11-23,,,"Григорян, Грант Меружанович",,,,,,,,"Григорян, Грант Меружанович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149426,Մանվել Գրիգորյան,Manvel Grigoryan,Manvel Grigoryan,Մանվել Գրիգորյան,Մանվել Գրիգորյան,male,1956-07-14,Մանվել Գրիգորյան,,"Григорян, Манвел Секторович",,Manwel Grigorjan,,,Manvel Grigoryan,,,"Григорян, Манвел Секторович",https://upload.wikimedia.org/wikipedia/commons/a/ae/Manvel_Grigoryan.jpg,politician,,,,,,,,,,,,,,,,,,,,,,,Manwel Grigorjan,,,,,,,,,,,,,,,,,,,,,,,,Manvel Qriqoryan,,Manvel Qriqoryan,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149435,Ռաֆիկ Գրիգորյան,,,Ռաֆիկ Գրիգորյան,Ռաֆիկ Գրիգորյան,male,1958-05-17,Ռաֆիկ Գրիգորյան,,"Григорян, Рафик Хоренович",,,,,,,,"Григорян, Рафик Хоренович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grigorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4149448,Հենրիկ Գրիգորյանց,,,Հենրիկ Գրիգորյանց,,male,1945-01-02,,,"Григорянц, Генрих Петрович",,,,,,,,"Григорянц, Генрих Петрович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4151750,Արէգ Ղուկասյան,,,Արէգ Ղուկասյան,,male,1956-01-27,,,"Гукасян, Арег Аршавирович",,,,,,,,"Гукасян, Арег Аршавирович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gukasyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4151859,Մուրադ Գուլոյան,,,Մուրադ Գուլոյան,,male,1956-02-27,,,"Гулоян, Мурад Арамович",,,,,,,,"Гулоян, Мурад Арамович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4153256,Վռամ Գյուլզադյան,,,Վռամ Գյուլզադյան,,male,1957-11-10,,,"Гюльзадян, Врам Хоренович",,,,,,,,"Гюльзадян, Врам Хоренович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4153672,Արտակ Լյուդվիգի Դավթյան,Artak Davtyan,Artak Davtyan,Արտակ Լյուդվիգի Դավթյան,Արտակ Դավթյան (քաղաքական գործիչ),male,1966-10-30,Արտակ Դավթյան (քաղաքական գործիչ),,"Давтян, Артак Людвигович",,,,,,,,"Давтян, Артак Людвигович",https://upload.wikimedia.org/wikipedia/commons/4/46/Artak_Davtyan_01.JPG,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4153676,Գևորգ Դավթյան,,,Գևորգ Դավթյան,,male,1946-04-24,,,Геворг Давтян,,,,,,,,"Давтян, Геворг Грантович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4154170,Վիկտոր Դալլաքյան,,,Վիկտոր Դալլաքյան,Վիկտոր Դալլաքյան,male,1958-03-01,,,Виктор Даллакян,,,,ویکتور دالاکیان,,ویکتور دالاکیان,,"Даллакян, Виктор Ервандович",,politician,,Viktor,,,,,,,,,,,,,,,,80799281,,,,,,,,,,,,,136459595,n2014055764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 5658 7470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4154521,Արմեն Դանիելյան,Armen Danielyan,,Արմեն Դանիելյան,Արմեն Դանիելյան (պետական գործիչ),male,1975-04-12,,,"Даниелян, Армен Серёжаевич",,,,آرمن دانیلیان,,آرمن دانیلیان (سیاستمدار),,"Даниелян, Армен Серёжаевич",,politician,,Armen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4173559,Տիգրան Եգանյան,,,Տիգրան Եգանյան,,male,1978-02-07,,,"Еганян, Тигран Рафаэлович",,,,,,,,"Еганян, Тигран Рафаэлович",,politician,,,,,,,,,,,,,,,,,,,,,,,,Єганян Тигран Рафаелович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4173589,Արմեն Եղիազարյան,,,Արմեն Եղիազարյան,Արմեն Եղիազարյան,male,1951-11-14,,,"Егиазарян, Армен Бениаминович",,,,,,,,"Егиазарян, Армен Бениаминович",,politician,,,,,,,,,,,,,,,,,,,,,Єгіазарян Армен Беніамінович,,,Єгіазарян Армен Беніамінович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4173593,Գուրգեն Եղիազարյան,,,Գուրգեն Եղիազարյան,Գուրգեն Եղիազարյան,male,1948-09-29,,,"Егиазарян, Гурген Амбарцумович",,,,,,,,"Егиазарян, Гурген Амбарцумович",https://upload.wikimedia.org/wikipedia/commons/b/bf/Gurgen_Yeghiazaryan_01.jpg,politician,,,,,,,,,,,,,,,,,,,,,Єгіазарян Гурген Амбарцумович,,,Єгіазарян Гурген Амбарцумович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4173876,Էդուարդ Եգորյան,,,Էդուարդ Եգորյան,,male,1953-11-05,,,"Егорян, Эдуард Шмавонович",,,,,,,,"Егорян, Эдуард Шмавонович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-07-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4175575,Ռոբերտ Ենգոյան,,,Ռոբերտ Ենգոյան,,male,1932-06-15,,,"Енгоян, Роберт Нерсесович",,,,,,,,"Енгоян, Роберт Нерсесович",,politician,,Robert,,,,,,,,,,,,,,,,,,,Енгоян Роберт Нерсесович,,,Енгоян Роберт Нерсесович,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4175684,Գոհար Ենոքյան,Gohar Yenokyan,,Գոհար Ենոքյան,,female,1942-01-25,,,Гоар Агабековна Енокян,,,,,,,,"Енокян, Гоар Агабековна",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4176399,Սերգո Երիցյան,Sergo Yeritsyan,,Սերգո Երիցյան,Սերգո Երիցյան,male,1957-06-11,,,"Ерицян, Серго Саркисович",,,,,,,,"Ерицян, Серго Саркисович",https://upload.wikimedia.org/wikipedia/commons/2/2e/SERGO_(1).jpg,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4184054,Դավիթ Զադոյան,David Zadoyan,David Zadoyan,Դավիթ Զադոյան,Դավիթ Զադոյան,male,1949-01-12,,,"Задоян, Давид Мнацаканович",David Zadoyan,,,داویت زادویان,,داویت زادویان,,"Задоян, Давид Мнацаканович",,politician,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4184637,Իշխան Զաքարյան,Zaqaryan Ishkhan,Zaqaryan Ishkhan,Իշխան Զաքարյան,Իշխան Զաքարյան,male,1961-10-21,,,Ишхан Сержикович Закарян,,,,,,,,"Закарян, Ишхан Сержикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zakaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4184643,Ռոբերտ Զաքարյան,,,Ռոբերտ Զաքարյան,,male,1947-11-14,,,Роберт Сергоевич Закарян,,,,,,,,"Закарян, Роберт Сергоевич",,politician,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zakaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4188358,Վահան Զատիկյան,,,Վահան Զատիկյան,Վահան Զատիկյան,male,1956-10-22,,,"Затикян, Ваган Мясникович",,,,,,,,"Затикян, Ваган Мясникович",https://upload.wikimedia.org/wikipedia/commons/1/17/Վահան_Զատիկյանի_կիսանդրի.JPG,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4188361,Վարազդատ Զատիկյան,,,Վարազդատ Զատիկյան,,male,1959-04-10,,,"Затикян, Вараздат Мясникович",,,,,,,,"Затикян, Вараздат Мясникович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4188844,Սայադ Զախարյան,,,Սայադ Զախարյան,,male,1950-05-21,,,"Захарян, Саяд Вазгенович",,,,,,,,"Захарян, Саяд Вазгенович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4190200,Արտակ  Զեյնալյան,,,Արտակ  Զեյնալյան,Արտակ Զեյնալյան,male,1969-09-09,,,"Зейналян, Артак Айказович",,,,آرتاک زینالیان,,آرتاک زینالیان,,"Зейналян, Артак Айказович",,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4193008,Ռազմիկ Զոհրաբյան,Razmik Zohrabyan,Razmik Zohrabyan,Ռազմիկ Զոհրաբյան,Ռազմիկ Զոհրաբյան,male,1950-04-01,Ռազմիկ Զոհրաբյան,Razmik Zohrabyan,"Зограбян, Размик Артаваздович",Razmik Zohrabyan,Razmik Zohrabyan,,,,,,"Зограбян, Размик Артаваздович",,politician,,Razmik,,,,,,,,,,,,,,,,,,,,,,,,,Razmik Zohrabyan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4193010,Նաիրա Զոհրաբյան,Naira Zohrabyan,,Նաիրա Զոհրաբյան,Նաիրա Զոհրաբյան,female,1965-05-08,Նաիրա Զոհրաբյան,,"Зограбян, Наира Вагановна",,,,,,,,"Зограбян, Наира Вагановна",,politician,,,,,,,,,,,,,,,,,,,,,Зограбян Наїра Ваганівна,,,Зограбян Наїра Ваганівна,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4194739,Լևոն Զուրաբյան,Levon Zourabian,Levon Zourabian,Լևոն Զուրաբյան,Լևոն Զուրաբյան,male,1964-03-09,Լևոն Զուրաբյան,Levon Zourabian,"Зурабян, Левон Арамович",Levon Zourabian,,Levon Zourabian,لئون زورابیان,Levon Zourabian,لئون زورابیان,Լևոն Զուրաբյան,"Зурабян, Левон Арамович",https://upload.wikimedia.org/wikipedia/commons/5/58/Levon_Zourabyan_New.jpg,politician,,,http://www.zourabian.am/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4196244,,Nicholas Ivanov,,Nicholas Ivanov,,male,1952-12-10,,,"Иванов, Николай Вениаминович",,,,,,,,"Иванов, Николай Вениаминович",,politician,,Nikolai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ivanov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4197352,Հովհաննես Իգիթյան,,,Հովհաննես Իգիթյան,,male,1960-04-14,,,"Игитян, Ованес Гензикович",,,,,,,,"Игитян, Ованес Гензикович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4204242,Սերգեյ Իսրայելյան,Sergei Israelyan,Sergei Israelyan,Սերգեյ Իսրայելյան,Սերգեյ Իսրայելյան,male,1937-02-11,,,"Исраелян, Сергей Хоренович",,Sergey Israyelyan,,سرگئی ایسرائیلیان,,سرگئی ایسرائیلیان,,"Исраелян, Сергей Хоренович",,politician,,Sergey,,,,,,,,,,,,,,,,297242676,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm0411504,,,0000 0004 0212 9131,,,,,315760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4208030,Մանվել  Ղազարյան,,,Մանվել  Ղազարյան,,male,1961-05-02,,,"Казарян, Манвел Андраникович",,,,,,,,"Казарян, Манвел Андраникович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghazaryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4213714,Հարություն Ղարագյոզյան,,,Հարություն Ղարագյոզյան,,male,1959-05-01,,,"Карагезян, Арутюн Арпиарович",,,,,,,,"Карагезян, Арутюн Арпиарович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4214149,Երեմ  Կարապետյան,,,Երեմ  Կարապետյան,,male,1933-05-01,,,"Карапетян, Ерем Айказунович",,,,,,,,"Карапетян, Ерем Айказунович",,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4214151,Հրայր Կարապետյան,Hrayr Karapetyan,Hrayr Karapetyan,Հրայր Կարապետյան,Հրայր Կարապետյան,male,1963-08-11,,Hrayr Karapetyan,"Карапетян, Грайр Карленович",Hrayr Karapetyan,Hrayr Karapetyan,Hrayr Karapetyan,هرایر کاراپتیان,Hrayr Karapetyan,هرایر کاراپتیان,,"Карапетян, Грайр Карленович",,politician,,,,,,,,,,,,,,,,,,,,,,赫拉伊爾·卡拉佩特延,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
