id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs,identifier__IMDB,name__jv,wikipedia__dewikiquote,wikipedia__gl,wikipedia__jv,wikipedia__nowikiquote,wikipedia__svwikinews,wikipedia__ukwikiquote,name__gv,wikipedia__gv,identifier__CANTIC,identifier__NDL,identifier__NUKAT,name__bs,name__lmo,wikipedia__ast,identifier__ULAN,identifier__NLAtrove,wikipedia__hif,name__hif,identifier__GTAA,identifier__OLID,wikipedia__hiwikiquote,identifier__Britannica,wikipedia__sm,identifier__FAST,name__sm,last_seen,identifier__CSPAN,identifier__TED,identifier__AuDB,identifier__senate_nl,linkedin,identifier__google_plus,identifier__wikitree,wikipedia__mai,identifier__google_knowledge,name__mai,occupation,identifier__nlg
Q7181785,Phil Cleary,Phil Cleary,,male,43071644,,n00085607,,,1952-12-08,,,Phil,0000 0000 6329 588X,,,,,,,,,,,,,,Phil Cleary,,,,,,,,,,Phil Cleary,,Phil Cleary,,,,Phil Cleary,,,,,Phil Cleary,,Phil Cleary,,,,,,,,,,Phil Cleary,,,,,Phil Cleary,,,Phil Cleary,,,,Phil Cleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phil Cleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442896,,,,,,,,,,,,,Australian-rules footballer,
Q7287672,Ralph Hunt,Ralph Hunt,,male,91793300,,,,,1928-03-31,,,Ralph,,,,,2011-05-22,,,,,,,,,,Ralph Hunt (politician),,,,,,,,,,Ralph Hunt,,,,,,Ralph Hunt,,,,,Ralph Hunt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph Hunt (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486451,,,,,,,,,,,,,,,,,,,,,politician,
Q7288278,Ralph Willis,Ralph Willis,,male,94299048,,,,,1938-04-14,,,Ralph,,,,,,,,,,,,,,,Ralph Willis,,,,,,,,,,Ralph Willis,,Ralph Willis,,,,Ralph Willis,,,,,Ralph Willis,拉夫·威利斯,,,,,,,,,,,,,,,,Ralph Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ralph Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7297227,Ray Braithwaite,Ray Braithwaite,,male,,,,,,1933-12-06,,,Ray,,,,,,,,,,,,,,,Ray Braithwaite,,,,,,,,,,Ray Braithwaite,,,,,,Ray Braithwaite,,,,,Ray Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ray Braithwaite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7322458,Ric Charlesworth,Ric Charlesworth,,male,91842836,,,,,1952-02-06,,,Richard,,,,,,,,,,,,,,,Ric Charlesworth,,,,,,,,,,Rick Charlesworth,,Ric Charlesworth,,,,Ric Charlesworth,,,,,Ric Charlesworth,,Ric Charlesworth,,,,,,,,,,Richard Charlesworth,,,,,Ric Charlesworth,,,Ric Charlesworth,,,,Ric Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rick Charlesworth,,,,,,,,,,,,,,,,,,,,,,Ric Charlesworth,Richard Charlesworth,,,,,,,,,,,Ric Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ric Charlesworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,field hockey player,
Q7325546,Richard Evans,Richard Evans,,male,,,,,,1953-09-07,,,Richard,,,,,,,,,,,,,,,Richard Evans (Australian politician),,,,,,,,,,Richard Evans,,Richard Evans,,,,Richard Evans,,,,,Richard Evans,,,,,,,,,,,,,,,,,Richard Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Evans (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7327642,Richard Marles,Richard Marles,https://upload.wikimedia.org/wikipedia/commons/f/fc/Richard_Marles.jpg,male,,,,,,1967-07-13,,,Richard,,,,,,,,,,,,,,,Richard Marles,,,,,,,,,,Richard Marles,,Richard Marles,,Richard Marles,,Richard Marles,,,,,Richard Marles,,,,,,,,,,,,,,,,,Richard Marles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Marles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7332105,Ricky Johnston,Ricky Johnston,,female,,,,,,1943-09-29,,,Ricky,,,,,,,,,,,,,,,Ricky Johnston,,,,,,,,,,Ricky Johnston,,Ricky Johnston,,,,,,,,,Ricky Johnston,,,,,,,,,,,,,,,,,Ricky Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ricky Johnston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471981,,,,,,,,,,,,,,,,,,,,,politician,
Q7340226,Rob Hulls,Rob Hulls,https://upload.wikimedia.org/wikipedia/commons/7/70/Rob_Hulls_-_Sarah_Ewart.jpg,male,,,,,,1957-01-23,,,Rob,,,,,,,,,,,,,,,Rob Hulls,,,,,,,,,,Rob Hulls,,Rob Hulls,,Rob Hulls,,Rob Hulls,,,,,Rob Hulls,,,,,,,,,,,,,,,,,Rob Hulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Hulls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7340383,Rob Mitchell,Rob Mitchell,,male,,,,,,1967-09-09,,,Rob,,,,,,,,,,,,,,,Rob Mitchell (Victorian politician),,,,,,,,,,Rob Mitchell,,,,,,Rob Mitchell,,,,,Rob Mitchell,羅伯·米徹爾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅伯·米徹爾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Mitchell (Victorian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7340432,Rob Oakeshott,Rob Oakeshott,https://upload.wikimedia.org/wikipedia/commons/3/38/Rob_Oakeshott.jpg,male,,,,,,1969-12-14,,,Rob,,,,,,,,,,,,,,,Rob Oakeshott,,,,,,,,,,Rob Oakeshott,,Rob Oakeshott,,,,Rob Oakeshott,,,,,Rob Oakeshott,,,,,,,,,,,,,,,,,Rob Oakeshott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Oakeshott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7350396,Robert Tickner,Robert Tickner,,male,233330966,,,,,1951-12-24,,,Robert,,,,,,,,,,,,,,,Robert Tickner,,,,,,,,,,Robert Tickner,,,,,,Robert Tickner,,,,,Robert Tickner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Tickner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7356109,Rod Atkinson,Rod Atkinson,,male,,,,,,1948-08-07,,,Rod,,,,,,,,,,,,,,,Rod Atkinson,,,,,,,,,,Rod Atkinson,,,,,,Rod Atkinson,,,,,Rod Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7356353,Rod Sawford,Rod Sawford,,male,,,,,,1944-06-26,,,Rod,,,,,,,,,,,,,,,Rod Sawford,,,,,,,,,,Rod Sawford,,Rod Sawford,,,,Rod Sawford,,,,,Rod Sawford,,Rod Sawford,,,,,,,,,,Rod Sawford,,,,,Rod Sawford,,,Rod Sawford,,,,Rod Sawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rod Sawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7358801,Roger Price,Roger Price,https://upload.wikimedia.org/wikipedia/commons/a/a0/Roger_price_mp_2007.jpg,male,14676340,,,,,1945-11-26,,,Roger,,,,,,,,,,,,,,,Roger Price (Australian politician),,,,,,,,,,Roger Price,Роджер Прайс,Roger Price,,,,Roger Price,,,,,Roger Price,,Roger Price,,,,,,,,,,Roger Price,,,,,Roger Price,,,Roger Price,,,,Roger Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Price (Australia),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7358908,Roger Shipton,Roger Shipton,,male,,,,,,1936-08-05,,,Roger,,,,,1998-01-18,,,,,,,,,,Roger Shipton,,,,,,,,,,Roger Shipton,,,,Roger Shipton,,Roger Shipton,,,,,Roger Shipton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Roger Shipton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7363728,Ron Edwards,Ron Edwards,,male,,,,,,1945-07-02,,,Ron,,,,,,,,,,,,,,,Ron Edwards (Australian politician),,,,,,,,,,Ron Edwards,,Ron Edwards,,,,Ron Edwards,,,,,Ron Edwards,,,,,,,,,,,,,,,,,Ron Edwards,,,,,,,,,,,,Ron Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Edwards (Avustralyalı politikacı),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ron Edwards (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7369222,Ross Cameron,Ross Cameron,,male,,,,,,1965-05-14,,,Ross,,,,,,,,,,,,,,,Ross Cameron,,,,,,,,,,Ross Cameron,Росс Камерон,Ross Cameron,,Ross Cameron,,Ross Cameron,,,,,Ross Cameron,,,,,,,,,,,,,,,,,Ross Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Cameron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7369337,Ross Free,Ross Free,https://upload.wikimedia.org/wikipedia/commons/e/e9/The_Honourable_Ross_Free_2013-12-21_16-38.png,male,50920680,,,,,1943-03-07,,,Ross,,,,,,,,,,,,,,,Ross Free,,,,,,,,,,Ross Free,,Ross Free,,Ross Free,,Ross Free,,,,,Ross Free,,,,,,,,,,,,,,,,,Ross Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7369690,Ross Vasta,Ross Vasta,,male,,,,,,1966-10-08,,,Ross,,,,,,,,,,,,,,,Ross Vasta,,,,,,,,,,Ross Vasta,,Ross Vasta,,Ross Vasta,,Ross Vasta,,,,,Ross Vasta,羅斯·瓦斯塔,Ross Vasta,,,,,,,,,,Ross Vasta,,,,,Ross Vasta,,,Ross Vasta,,,,Ross Vasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅斯·瓦斯塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ross Vasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7371808,Rowan Ramsey,Rowan Ramsey,https://upload.wikimedia.org/wikipedia/commons/5/50/Rowan_Ramsey_(2015).jpg,male,,,,,,1956-08-04,,,Rowan,,,,,,,,,,,,,,,Rowan Ramsey,,,,,,,,,,Rowan Ramsey,,,,,,Rowan Ramsey,,,,,Rowan Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rowan Ramsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7381142,Russ Gorman,Russ Gorman,,male,,,,,,1926-07-20,,,Russ,,,,,,,,,,,,,,,Russ Gorman,,,,,,,,,,Russ Gorman,,,,Russ Gorman,,Russ Gorman,,,,,Russ Gorman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russ Gorman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7381382,Russell Broadbent,Russell Broadbent,,male,,,,,,1950-12-25,,,Russell,,,,,,,,,,,,,,,Russell Broadbent,,,,,,,,,,Russell Broadbent,,Russell Broadbent,,Russell Broadbent,,Russell Broadbent,,,,,Russell Broadbent,,,,,,,,,,,,,,,,,Russell Broadbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Broadbent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7381673,Russell Matheson,Russell Matheson,,male,,,,,,1958-12-16,,,Russell,,,,,,,,,,,,,,,Russell Matheson,,,,,,,,,,Russell Matheson,,,,Russell Matheson,,Russell Matheson,,,,,Russell Matheson,羅素·馬瑟森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅素·馬瑟森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
Q7422387,Sarah Henderson,Sarah Henderson,https://upload.wikimedia.org/wikipedia/commons/c/c2/Sarah_Henderson_2016.jpg,female,,,,,,1964-04-04,,Henderson,Sarah,,,,,,,,,,,,,,,Sarah Henderson,,,,,,,,,,Sarah Henderson,Сара Хендерсон,Sarah Henderson,,Sarah Henderson,,Sarah Henderson,,,,,Sarah Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,
Q7436060,Scott Buchholz,Scott Buchholz,,male,,,,,,1968-03-27,/m/0czcsy8,,Scott,,,http://lnp.org.au/wright,,,,,,,,,,,,Scott Buchholz,,,,,,,,,,Scott Buchholz,,,,Scott Buchholz,,Scott Buchholz,,,,,Scott Buchholz,斯科特·布赫茲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斯科特·布赫茲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Buchholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,
