id,name__pl,name__en,name__de,name__fr,name,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__pt,name__nl,name__eo,name__et,name__it,wikipedia__commons,wikipedia__en,wikipedia__et,wikipedia__fr,wikipedia__pt,image,identifier__VIAF,name__es,name__nb,name__da,name__nn,name__sv,name__en_ca,name__en_gb,name__pt_br,wikipedia__de,identifier__freebase,identifier__EuroparlMEP,wikipedia__plwikiquote,name__de_ch,name__sk,wikipedia__sk,identifier__NUKAT,name__lt,wikipedia__lt,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__eu,name__fi,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__ro,name__sc,name__scn,name__sco,name__sl,name__sq,name__tr,name__vec,name__vls,name__wa,name__ru,wikipedia__es,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,name__zh_hans,name__zh_hant,name__zh_hk,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ro,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__eo,identifier__LCAuth,name__mg,wikipedia__ca,wikipedia__mg,wikipedia__nl,wikipedia__tr,website,identifier__FIFA,name__ka,name__be,name__bg,name__vi,name__la,name__ie,name__szl,name__ko,name__el,name__io,name__hy,name__ja,name__mk,name__sr,name__mr,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cswikiquote,wikipedia__da,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__mr,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__vi,wikipedia__eu,wikipedia__gl,name__ksh,wikipedia__ksh,name__oc,identifier__GND,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__th,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,wikipedia__th,identifier__NKC,facebook,wikipedia__sl,wikipedia__oc,twitter,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__ukwikiquote,identifier__NTA,identifier__GTAA,name__csb,wikipedia__csb,name__az,name__hsb,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__ar,wikipedia__ar,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,identifier__NLP,wikipedia__af,wikipedia__mk,family_name,identifier__Munzinger,name__fo,wikipedia__fo,name__hi,name__kk,wikipedia__ast,wikipedia__kk,name__dsb,name__ht,name__qu,name__zh_cn,name__mn,name__ta,name__crh_latn,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__qu,wikipedia__scn,death_date,name__sgs,wikipedia__bat_smg,identifier__AlloCine,name__ia,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__na,wikipedia__os,identifier__LNB,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__vo,wikipedia__vo,name__cv,name__jv,name__mrj,name__sah,name__se,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,identifier__PTBNP,identifier__parlement,identifier__NDL,identifier__NLA,identifier__NLI,identifier__BNE,identifier__BAV,name__diq,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__catholic_hierarchy,wikipedia__xmf,name__xmf,name__bm,name__de_at,name__frc,name__frp,name__jam,name__kab,name__kg,name__min,name__nrm,name__pap,name__prg,name__rgn,name__sw,name__vmf,name__wo,name__zu,identifier__IIAF,identifier__MusicBrainz,identifier__discogs,identifier__MGP,identifier__allmovie,identifier__OLID,identifier__SFDb,identifier__NNDB,identifier__FAST,identifier__CSPAN,identifier__moviemeter,last_seen,wikipedia__ba,identifier__Britannica,name__ba,identifier__elonet,identifier__PORT,identifier__kinopoisk,identifier__CSFD,identifier__dialnet,identifier__senate_nl,identifier__PACE,wikipedia__bn,name__bn,name__pdc,name__stq,name__war,identifier__wikitree,identifier__bigenc_ru,identifier__google_knowledge,wikipedia__dewikinews,wikipedia__plwikinews,wikipedia__ruwikinews,wikipedia__srwikinews,occupation,identifier__polish_scientist,identifier__ne_se,identifier__ULAN,identifier__quora,wikipedia__enwikinews,identifier__snac,wikipedia__frwikinews,wikipedia__bewikiquote,identifier__persee,identifier__filmpolski,name__ext,pseudonym,identifier__songkick,identifier__ioc_athlete,instagram,name__ty,name__ceb,identifier__BIBSYS,identifier__EGAXA,identifier__CONOR,identifier__GNC,name__bat_smg,identifier__flickr,identifier__youtube,wikipedia__ruwikiquote,wikipedia__enwikisource,wikipedia__ruwikisource,identifier__Gutenberg,wikipedia__myv,name__lfn,name__crh,name__myv,name__mi,noble_title,identifier__CERL,name__kana,identifier__NSK,identifier__CiNii,identifier__NLAtrove,wikipedia__azb,wikipedia__wuu,name__azb,wikipedia__ur,name__wuu,name__ur,wikipedia__nlwikiquote,wikipedia__mzn,name__mzn,wikipedia__ml,name__ml,identifier__democracyclub,wikipedia__species
Q9250526,Edmund Stachowicz,Edmund Stachowicz,Edmund Stachowicz,Edmund Stachowicz,Edmund Stachowicz,Edmund Stachowicz,male,1948-02-28,Edmund,Edmund Stachowicz,Edmund Stachowicz,Edmund Stachowicz,,,Edmund Stachowicz,,,,,,,,Edmund Stachowicz,,Edmund Stachowicz,,Edmund Stachowicz,,,,,,,,,,,,,,,,Edmund Stachowicz,,,,Edmund Stachowicz,,,,,Edmund Stachowicz,,,,,,,,,,,,,,,,,,,,,,,Edmund Stachowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stachowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9250881,Edward Gnat,Edward Gnat,Edward Gnat,Edward Gnat,Edward Gnat,Edward Gnat,male,1940-03-01,Edward,Edward Gnat,Edward Gnat,Edward Gnat,,,Edward Gnat,,,,,,,,Edward Gnat,,Edward Gnat,,Edward Gnat,,,,,,,,,,,,,,,,Edward Gnat,,,,Edward Gnat,,,,,Edward Gnat,,,,,,,,,,,,,,,,,,,,,,,Edward Gnat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gnat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agriculturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9251154,Edward Płonka,Edward Płonka,Edward Płonka,Edward Płonka,Edward Płonka,Edward Płonka,male,1950-01-01,Edward,Edward Płonka,Edward Płonka,Edward Płonka,,,Edward Płonka,,,,,,,,Edward Płonka,,Edward Płonka,,Edward Płonka,,,,,,,,,,,,,,,,Edward Płonka,,,,Edward Płonka,,,,,Edward Płonka,,,,,,,,,,,,,,,,,,,,,,,Edward Płonka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Płonka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9251287,Edward Wojtalik,Edward Wojtalik,Edward Wojtalik,Edward Wojtalik,Edward Wojtalik,Edward Wojtalik,male,1948-07-07,Edward,Edward Wojtalik,Edward Wojtalik,Edward Wojtalik,,,Edward Wojtalik,,,,,,,,Edward Wojtalik,,Edward Wojtalik,,Edward Wojtalik,,,,,,,,,,,,,,,,Edward Wojtalik,,,,Edward Wojtalik,,,,,Edward Wojtalik,,,,,,,,,,,,,,,,,,,,,,,Edward Wojtalik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q925180,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,male,1964-01-14,Kosma,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,,,Kosma Złotowski,Category:Kosma Złotowski,Kosma Złotowski,,Kosma Złotowski,,https://upload.wikimedia.org/wikipedia/commons/d/d2/Kosma_Złotowski_20171031.jpg,167170243,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,Kosma Złotowski,,,,Kosma Złotowski,,124884,Kosma Złotowski,,,,n97072128,,,,,Kosma Złotowski,,,,Kosma Złotowski,,,,,Kosma Złotowski,,,,,,,,,,,,,,,,,,,,,,,Kosma Złotowski,,,,,,,,0000 0001 1424 0652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kosmazlotowski,,,KosmaZlotowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,卓珂馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253080,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,female,1957-06-08,Elżbieta,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,Elżbieta Achinger,,Elżbieta Achinger,,,,Elżbieta Achinger,,,,,,Elżbieta Achinger,,Elżbieta Achinger,,,,,,,,,,,,,,,,Elżbieta Achinger,,,,Elżbieta Achinger,,,,,Elżbieta Achinger,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Achinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253085,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,female,1968-03-07,Elżbieta,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,Elżbieta Adamska-Wedler,,,Elżbieta Adamska-Wedler,,,,,,,,,,Elżbieta Adamska-Wedler,,Elżbieta Adamska-Wedler,,,,,,,,,,,,,,,,Elżbieta Adamska-Wedler,,,,Elżbieta Adamska-Wedler,,,,,Elżbieta Adamska-Wedler,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Adamska-Wedler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253089,Elżbieta Barys,Elżbieta Barys,Elżbieta Barys,Elżbieta Barys,Elżbieta Barys,Elżbieta Barys,female,1947-01-19,Elżbieta,Elżbieta Barys,Elżbieta Barys,Elżbieta Barys,,,Elżbieta Barys,,,,,,,,,,Elżbieta Barys,,Elżbieta Barys,,,,,,,Elżbieta Barys,,,,,,,,,Elżbieta Barys,,,,Elżbieta Barys,,,,,Elżbieta Barys,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Barys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253203,Elżbieta Michalak,Elżbieta Michalak,Elżbieta Michalak,Elżbieta Michalak,Elżbieta Michalak,Elżbieta Michalak,female,1958-01-02,Elżbieta,Elżbieta Michalak,Elżbieta Michalak,Elżbieta Michalak,,,Elżbieta Michalak,,,,,,,,,,Elżbieta Michalak,,Elżbieta Michalak,,,,,,,,,,,,,,,,Elżbieta Michalak,,,,Elżbieta Michalak,,,,,Elżbieta Michalak,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Michalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michalak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253276,Elżbieta Szparaga,Elżbieta Szparaga,Elżbieta Szparaga,Elżbieta Szparaga,Elżbieta Szparaga,Elżbieta Szparaga,female,1950-10-10,Elżbieta,Elżbieta Szparaga,Elżbieta Szparaga,Elżbieta Szparaga,,,Elżbieta Szparaga,,,,,,,,,,Elżbieta Szparaga,,Elżbieta Szparaga,,,,,,,,,,,,,,,,Elżbieta Szparaga,,,,Elżbieta Szparaga,,,,,Elżbieta Szparaga,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Szparaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9253311,Elżbieta Zakrzewska,Elżbieta Zakrzewska,Elżbieta Zakrzewska,Elżbieta Zakrzewska,Elżbieta Zakrzewska,Elżbieta Zakrzewska,female,1962-11-25,Elżbieta,Elżbieta Zakrzewska,Elżbieta Zakrzewska,Elżbieta Zakrzewska,,,Elżbieta Zakrzewska,,,,,,,,,,Elżbieta Zakrzewska,,Elżbieta Zakrzewska,,,,,,,,,,,,,,,,Elżbieta Zakrzewska,,,,Elżbieta Zakrzewska,,,,,Elżbieta Zakrzewska,,,,,,,,,,,,,,,,,,,,,,,Elżbieta Zakrzewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9254530,Erhard Bastek,Erhard Bastek,Erhard Bastek,Erhard Bastek,Erhard Bastek,Erhard Bastek,male,1943-08-29,Erhard,Erhard Bastek,Erhard Bastek,Erhard Bastek,,,Erhard Bastek,,,,,,,,Erhard Bastek,,Erhard Bastek,,Erhard Bastek,,,,,,,,,,,,,,,,Erhard Bastek,,,,Erhard Bastek,,,,,Erhard Bastek,,,,,,,,,,,,,,,,,,,,,,,Erhard Bastek,,,,,,,,0000 0000 1259 4118,,,,,,,,,,,,,,,,,,,n2004033129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bastek,,,,,,,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,philologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9255927,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,male,1948-11-01,Eugeniusz,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,,,,,,,,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,,,,,,,,,Eugeniusz Januła,,,Eugeniusz Januła,,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,Eugeniusz Januła,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9256656,Ewa Filipiak,Ewa Filipiak,Ewa Filipiak,Ewa Filipiak,Ewa Filipiak,Ewa Filipiak,female,1957-03-29,Ewa,Ewa Filipiak,Ewa Filipiak,Ewa Filipiak,,,Ewa Filipiak,Category:Ewa Filipiak,,,,,https://upload.wikimedia.org/wikipedia/commons/7/74/Ewa_Filipiak_Sejm_2015.JPG,,Ewa Filipiak,,Ewa Filipiak,,Ewa Filipiak,,,,,,,,,,,,,,,,Ewa Filipiak,,,,Ewa Filipiak,,,,,Ewa Filipiak,,,,,,,,,,,,,,,,,,,,,,,Ewa Filipiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filipiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9256696,Ewa Kantor,Ewa Kantor,Ewa Kantor,Ewa Kantor,Ewa Kantor,Ewa Kantor,female,1956-06-24,Ewa,Ewa Kantor,Ewa Kantor,Ewa Kantor,,,Ewa Kantor,,,,,,,,Ewa Kantor,,Ewa Kantor,,Ewa Kantor,,,,,,,,,,,,,,,,Ewa Kantor,,,,Ewa Kantor,,,,,Ewa Kantor,,,,,,,,,,,,,,,,,,,,,,,Ewa Kantor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kantor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9256715,Ewa Kołodziej,Ewa Kołodziej,Ewa Kołodziej,Ewa Kołodziej,Ewa Kołodziej,Ewa Kołodziej,female,1978-09-02,Ewa,Ewa Kołodziej,Ewa Kołodziej,Ewa Kołodziej,,,Ewa Kołodziej,,,,Ewa Kołodziej,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Ewa_Kolodziej_20170308.jpg,,Ewa Kołodziej,,Ewa Kołodziej,,Ewa Kołodziej,,,,,,,,,,,,,,,,Ewa Kołodziej,,,,Ewa Kołodziej,,,,,Ewa Kołodziej,,,,,,,,,,,,,,,,,,,,,,,Ewa Kołodziej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kołodziej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9256840,Ewa Sikorska-Trela,Ewa Sikorska-Trela,Ewa Sikorska-Trela,Ewa Sikorska-Trela,Ewa Sikorska-Trela,Ewa Sikorska-Trela,female,1943-01-02,Ewa,Ewa Sikorska-Trela,Ewa Sikorska-Trela,Ewa Sikorska-Trela,,,Ewa Sikorska-Trela,,,,,,,,Ewa Sikorska-Trela,,Ewa Sikorska-Trela,,Ewa Sikorska-Trela,,,,,,,,,,,,,,,,Ewa Sikorska-Trela,,,,Ewa Sikorska-Trela,,,,,Ewa Sikorska-Trela,,,,,,,,,,,,,,,,,,,,,,,Ewa Sikorska-Trela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trade unionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
