id,name__en,name__it,name,wikipedia__en,gender,given_name,original_wikiname,name__de,name__es,name__ru,name__fr,name__nl,name__cy,name__hu,wikipedia__de,wikipedia__ru,birth_date,death_date,name__nb,name__da,name__nn,name__sv,name__uk,wikipedia__uk,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__he,name__ko,name__ta,name__af,name__yo,name__oc,name__ms,name__gl,name__sw,name__et,name__id,name__ja,name__el,name__pt,name__eo,name__is,name__mn,name__ro,name__fi,name__cs,name__io,name__ka,name__hr,name__sr,name__ca,name__zh,name__fa,name__ar,name__tr,name__de_ch,name__en_ca,name__en_gb,name__pt_br,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__id,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__mn,wikipedia__ms,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__sw,wikipedia__ta,wikipedia__tr,wikipedia__yo,wikipedia__zh,image,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__freebase,identifier__NNDB,identifier__Munzinger,noble_title,name__br,name__vi,name__la,name__be,name__bn,name__lb,name__sh,name__vo,wikipedia__be,wikipedia__bn,wikipedia__br,wikipedia__cy,wikipedia__la,wikipedia__lb,wikipedia__sh,wikipedia__vi,wikipedia__vo,facebook,name__bg,wikipedia__bg,identifier__ISNI,name__fy,wikipedia__fy,family_name,wikipedia__plwikiquote,occupation,identifier__quora,identifier__ne_se,identifier__Britannica,twitter,name__sl,name__mr,name__hi,name__ast,wikipedia__ast,wikipedia__hi,wikipedia__mr,website,identifier__BIBSYS,identifier__Oxforddnb,identifier__SUDOC,identifier__FAST,identifier__BNF,name__vec,name__eu,name__am,name__my,name__sr_el,name__sr_ec,name__nds,name__hy,name__qu,name__bar,name__de_at,wikipedia__am,wikipedia__enwikiquote,wikipedia__eu,wikipedia__hy,wikipedia__my,wikipedia__nds,wikipedia__qu,wikipedia__vec,identifier__NTA,identifier__NLA,identifier__SELIBR,identifier__IMDB,identifier__britishmuseum,identifier__GNC,identifier__NPG,identifier__bigenc_ru,identifier__snac,identifier__NUKAT,identifier__EGAXA,name__an,name__bm,name__co,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__ia,name__ie,name__jam,name__kab,name__kg,name__li,name__lij,name__lt,name__lv,name__mg,name__min,name__nap,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sco,name__sk,name__vls,name__vmf,name__wa,name__wo,name__zu,name__mk,wikipedia__mk,name__new,wikipedia__new,identifier__BNE,identifier__OLID,identifier__google_knowledge,identifier__GTAA,wikipedia__ny,name__ny,identifier__CONOR
Q29539950,Chomba Sikazwe,,Chomba Sikazwe,,male,,,Chomba Freedom Sikazwe,,,,Chomba Freedom Sikazwe,,,Chomba Freedom Sikazwe,,1961-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Chomba Freedom Sikazwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539957,Ronald Chitotela,,Ronald Chitotela,,male,Ronald,,Ronald Kaoma Chitotela,,,,Ronald Kaoma Chitotela,,,Ronald Kaoma Chitotela,,1972-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ronald Kaoma Chitotela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539961,Mathew Nkhuwa,,Mathew Nkhuwa,,male,Mathew,,Mathew Nkhuwa,,,,Mathew Nkhuwa,,,Mathew Nkhuwa,,1954-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Mathew Nkhuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29539966,Lucky Mulusa,,Lucky Mulusa,,male,,,Lucky Mulusa,,,,Lucky Mulusa,,,Lucky Mulusa,,1965-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Lucky Mulusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29543126,Christopher Yaluma,,Christopher Yaluma,,male,Christopher,,Christopher Bwalya Yaluma,,,,Christopher Bwalya Yaluma,,,Christopher Bwalya Yaluma,,1952-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Christopher Bwalya Yaluma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29555795,Vincent Mwale,,Vincent Mwale,,male,Vincent,,Vincent Mwale,Vincent Mwale,,Vincent Mwale,Vincent Mwale,,,Vincent Mwale,,1978-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent Mwale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincentius Mwale,,,,,,,,,,Vincentius Mwale,,,,,,,,,,,,,politician,,,,VincentMwale,Vincent Mwale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29555797,Moses Mawere,,Moses Mawere,,male,Moses,,Moses Mawere,,,,Moses Mawere,,,Moses Mawere,,1980-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Moses Mawere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29555800,Charles Banda,,Charles Banda,,male,Charles,,Charles Romel Banda,,,,Charles Romel Banda,,,Charles Romel Banda,,1956-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banda,,politician,,,,,Charles Romel Banda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29555804,Dennis Wanchinga,,Dennis Wanchinga,,male,Dennis,,Dennis Musuku Wanchinga,,,,Dennis Musuku Wanchinga,,,Dennis Musuku Wanchinga,,1947-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Dennis Musuku Wanchinga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29556814,David Mabumba,,David Mabumba,,male,David,,David Mabumba,,,,David Mabumba,,,David Mabumba,,1971-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,David Mabumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29556823,Lawrence Sichalwe,,Lawrence Sichalwe,,male,Lawrence,,Lawrence John Sichalwe,,,,Lawrence John Sichalwe,,,Lawrence John Sichalwe,,1961-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Lawrence John Sichalwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29557220,Nickson Chilangwa,,Nickson Chilangwa,,male,,,Nickson Chilangwa,,,,Nickson Chilangwa,,,Nickson Chilangwa,,1969-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nickychilangwa,,,,,,,,politician,,,,,Nickson Chilangwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559341,Edify Hamukale,,Edify Hamukale,,male,,,Edify Hamukale,,,,Edify Hamukale,,,Edify Hamukale,,1971-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Edify Hamukale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559347,Richard Kapita,,Richard Kapita,,male,Richard,,Richard Kapita,,,,Richard Kapita,,,Richard Kapita,,1955-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Richard Kapita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559352,Sichone Malozo,,Sichone Malozo,,male,,,Sichone Malozo,,,,Sichone Malozo,,,Sichone Malozo,,1978-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Sichone Malozo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559355,Nathaniel Mubukwanu,,Nathaniel Mubukwanu,,male,Nathaniel,,Nathaniel Mubukwanu,,,,Nathaniel Mubukwanu,,,Nathaniel Mubukwanu,,1969-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Nathaniel Mubukwanu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559364,Sydney Mushanga,,Sydney Mushanga,Sydney Mushanga,male,Sydney,Sydney Mushanga,Sydney Mushanga,,,,Sydney Mushanga,,,Sydney Mushanga,,1977-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Sydney Mushanga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559369,Japhen Mwakalombe,,Japhen Mwakalombe,,male,,,Japhen Mwakalombe,,,,Japhen Mwakalombe,,,Japhen Mwakalombe,,1970-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Japhen Mwakalombe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q29559372,Makebi Zulu,,Makebi Zulu,,male,,,Makebi Zulu,,,,Makebi Zulu,,,Makebi Zulu,,1981-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Makebi Zulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q299173,Michael Sata,Michael Sata,Michael Sata,Michael Sata,male,Michael,Michael Sata,Michael Sata,Michael Sata,"Сата, Майкл",Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,"Сата, Майкл",1937-07-06,2014-10-28,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Майкл Сата,Майкл Сата,迈克尔·萨塔,邁克爾·薩塔,米高·薩塔,迈克尔·萨塔,迈克尔·萨塔,麥可·薩塔,Michael Sata,מייקל סאטה,마이클 사타,மைக்கேல் சாட்டா,,Michael Sata,Michael Sata,Michael Sata,Michael Sata,,Michael Sata,Michael Sata,マイケル・サタ,Μάικλ Σάτα,Michael Sata,,,,,Michael Sata,Michael Sata,Michael Sata,მაიკლ სატა,,Мајкл Сата,Michael Sata,迈克尔·萨塔,مایکل ساتا,مايكل ساتا,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,,مايكل ساتا,Michael Sata,Category:Michael Sata,,Michael Sata,Μάικλ Σάτα,,Michael Sata,Michael Sata,مایکل ساتا,Michael Sata,Michael Sata,Michael Sata,,,Michael Sata,Michael Sata,,Michael Sata,マイケル・サタ,მაიკლ სატა,마이클 사타,,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,,Michael Sata,Мајкл Сата,Michael Sata,,மைக்கேல் சாட்டா,Michael Sata,Michael Sata,迈克尔·萨塔,https://upload.wikimedia.org/wikipedia/commons/1/1b/Michael_Sata.jpg,303753040,1062823761,n2013208601,/m/0h7bq3,,,,Michael Sata,Michael Sata,Michael Sata,Майкл Сата,মাইকেল সাতা,Michael Sata,Michael Sata,Michael Sata,Майкл Сата,মাইকেল সাতা,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,Michael Sata,michael.sata.1,,,0000 0004 0984 1375,,,Sata,Michael Sata,politician,Michael-Sata,michael-sata,biography/Michael-Sata,,Michael Sata,,,Michael Sata,Michael Sata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,माइकल साटा,माइकल साटा,,,,,,,
Q329514,Nalumino Mundia,,Nalumino Mundia,Nalumino Mundia,male,,Nalumino Mundia,Nalumino Mundia,Nalumino Mundia,,Nalumino Mundia,Nalumino Mundia,,Nalumino Mundia,Nalumino Mundia,,1927-11-27,1988-11-09,Nalumino Mundia,Nalumino Mundia,Nalumino Mundia,Nalumino Mundia,Налуміно Мундія,Налуміно Мундія,,,,,,,Nalumino Mundia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nalumino Mundia,,,,,,,,,,,,,,,,Nalumino Mundia,,,,,,,,,,,,,,,/m/0bz_4z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,Nalumino Mundia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q33144491,Ali Simbule,,Ali Simbule,Ali Simbule,male,,Ali Simbule,Ali Simbule,,,Ali Simbule,,,,,,1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Ali Simbule,,,,,,,,,,,,,,,,,,,,,,Ali Simbule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42663477,Nakatindi Wina,,Nakatindi Wina,Nakatindi Wina,female,,Nakatindi Wina,,,,,,,,,,,2012-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Nakatindi Wina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q42859009,Lombe Chibesakunda,,Lombe Chibesakunda,Lombe Chibesakunda,female,,Lombe Chibesakunda,,,,,,,,,,1944-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Lombe Chibesakunda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4286479,Luke Mwananshiku,,Luke Mwananshiku,Luke Mwananshiku,male,Luke,Luke Mwananshiku,Luke Mwananshiku,Luke Mwananshiku,"Мвананшику, Люк Джон",Luke Mwananshiku,Luke Mwananshiku,,Luke Mwananshiku,,"Мвананшику, Люк Джон",1938-03-08,2003-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Luke Mwananshiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45381116,Given Katuta,,Given Katuta,,female,,,,,,,Given Katuta,,,,,1969-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Given Katuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382079,Alfred Mandumbwa,,Alfred Mandumbwa,,male,Alfred,,,,,,Alfred Mandumbwa,,,,,1955-08-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Alfred Mandumbwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382293,Anthony Mumba,,Anthony Mumba,,male,Anthony,,,,,,Anthony Mumba,,,,,1978-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Anthony Mumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382305,Boyd Hamusonde,,Boyd Hamusonde,,male,Boyd,,,,,,Boyd Hamusonde,,,,,1956-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Boyd Hamusonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382319,Elias Mwila,Elias Mwila,Elias Mwila,,male,Elias,,Elias Mwila,Elias Mwila,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,,1975-12-06,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,,,,,,,,Elias Mwila,,,,Elias Mwila,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,,Elias Mwila,Elias Mwila,,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,Elias Mwila,,Elias Mwila,,,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elias Mwila,Elias Mwila,,,,Elias Mwila,,Elias Mwila,,,,,,,,,,,,,,,,,,politician,,,,,Elias Mwila,,,Elias Mwila,,,,,,,,,,Elias Mwila,Elias Mwila,,,,,Elias Mwila,,,Elias Mwila,Elias Mwila,,,,,,,,,,,,,,,,,,,,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,Elias Mwila,,,,,,,,,,,
Q45382336,George Imbuwa,,George Imbuwa,,male,George,,,,,,George Imbuwa,,,,,1961-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,George Imbuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382351,Jewis Chabi,,Jewis Chabi,,male,,,,,,,Jewis Chabi,,,,,1979-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Jewis Chabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382371,Lawrence Nyirenda,,Lawrence Nyirenda,,male,Lawrence,,,,,,Lawrence Nyirenda,,,,,1970-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Lawrence Nyirenda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382390,Machila Jamba,,Machila Jamba,,male,,,,,,,Machila Jamba,,,,,1972-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Machila Jamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382405,Masautso Tembo,,Masautso Tembo,,male,,,,,,,Masautso Tembo,,,,,1987-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Masautso Tembo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q45382421,Mbololwa Subulwa,,Mbololwa Subulwa,,female,,,,,,,Mbololwa Subulwa,,,,,1981-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Mbololwa Subulwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
