id,name__en,name__ar,name__es,name__de,name__fr,name__nl,name,wikipedia__ar,wikipedia__en,gender,original_wikiname,name__pl,wikipedia__de,wikipedia__fr,wikipedia__pl,birth_date,identifier__freebase,given_name,name__it,name__ja,wikipedia__ja,image,identifier__VIAF,name__he,wikipedia__he,death_date,name__mg,wikipedia__mg,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__yo,name__ms,name__id,name__el,name__sv,name__pt,name__ru,name__tr,name__ca,name__fi,name__nn,name__frp,name__bg,name__nb,name__zh,name__pam,name__scn,wikipedia__bg,wikipedia__ca,wikipedia__commons,wikipedia__el,wikipedia__es,wikipedia__fi,wikipedia__frp,wikipedia__id,wikipedia__it,wikipedia__itwikiquote,wikipedia__ms,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__pam,wikipedia__pt,wikipedia__ru,wikipedia__scn,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__yo,wikipedia__zh,identifier__SUDOC,identifier__Munzinger,name__yi,name__hy,name__la,name__sl,name__fa,wikipedia__fa,wikipedia__hy,wikipedia__la,wikipedia__sl,wikipedia__yi,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__NLI,name__arz,name__cs,wikipedia__arz,name__oc,name__gl,name__io,name__sh,name__hu,name__et,name__pt_br,wikipedia__cs,wikipedia__et,wikipedia__gl,wikipedia__hu,wikipedia__io,wikipedia__oc,wikipedia__sh,website,name__eu,name__eo,name__th,wikipedia__eo,wikipedia__eu,wikipedia__th,name__cy,wikipedia__cy,wikipedia__enwikiquote,identifier__IMDB,name__br,wikipedia__br,family_name,name__en_ca,name__en_gb,name__ko,name__vi,name__uk,name__ie,wikipedia__ie,wikipedia__ko,wikipedia__uk,wikipedia__vi,identifier__NNDB,wikipedia__ro,wikipedia__trwikiquote,name__ro,wikipedia__frwikinews,wikipedia__arwikiquote,wikipedia__fawikiquote,name__da,identifier__FAST,identifier__GTAA,facebook,last_seen,identifier__Britannica,name__lt,wikipedia__mzn,name__mzn,name__ast,name__my,wikipedia__ast,wikipedia__my,name__ga,name__hi,name__jv,wikipedia__da,wikipedia__ga,wikipedia__hi,wikipedia__jv,wikipedia__plwikiquote,name__ps,name__ckb,wikipedia__ckb,wikipedia__ps,name__af,name__ka,wikipedia__af,wikipedia__ka,identifier__NTA,identifier__NLAtrove,name__sco,wikipedia__sco,name__tg_latn,name__tg,wikipedia__tg,identifier__OLID,identifier__GNC,identifier__BAV,identifier__CTHS,wikipedia__ptwikiquote,identifier__NUKAT,wikipedia__be_x_old,name__be_tarask,name__an,name__bar,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__fur,name__gd,name__gsw,name__hr,name__ia,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__sk,name__sr_el,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,occupation,wikipedia__hr,wikipedia__xmf,identifier__EGAXA,wikipedia__tt,identifier__nlg,name__tt,name__xmf,identifier__ne_se,identifier__snac,wikipedia__trwikinews,identifier__quora,identifier__persee,name__fo,name__kl,wikipedia__ml,name__ml,twitter,wikipedia__bn,name__bn,wikipedia__azb,name__azb,identifier__SELIBR,name__ur,identifier__CSPAN,honorific_suffix,noble_title,identifier__NKC,instagram,wikipedia__az,name__az,identifier__youtube,wikipedia__ruwikinews
Q15257863,Sobhi Mahmassani,صبحي محمصاني,Sobhi Mahmassani,Sobhi Mahmassani,Sobhi Mahmassani,,Sobhi Mahmassani,صبحي محمصاني,Sobhi Mahmassani,male,Sobhi Mahmassani,,,,,1909-01-29,,,,,,,40689504,,,1986-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 8119 7925,1123981043,n81023113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobhi Mahmassani,,,,,,,,,,,,,,,,,,,,144149109,,,,,,,,,,,,n2017048462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,w6wn609r,,,,,,,,,,,,,,,,,,,,,,,
Q15891147,Mohamed Fennich,محمد فنيش,Mohamed Fennich,,Mohamed Fennich,,Mohamed Fennich,محمد فنيش,,male,محمد فنيش,,,Mohamed Fennich,,,,Mohamed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Fennich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Fennich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15993489,Shafiq Badr,شفيق بدر,Shafiq Badr,Shafiq Badr,Shafiq Badr,,Shafiq Badr,شفيق بدر,Shafiq Badr,male,Shafiq Badr,,,,,,,,Shafiq Badr,,,,,,,2013-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shafiq Badr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shafiq Badr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16012442,Adnan al-Hakim,عدنان الحكيم,Adnan al-Hakim,,Adnan al-Hakim,,Adnan al-Hakim,عدنان الحكيم,Adnan al-Hakim,male,Adnan al-Hakim,,,,,"",,Adnan,,,,https://upload.wikimedia.org/wikipedia/commons/6/64/Adnan_al-Hakim.jpg,,,,1990-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adnan al-Hakim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1605972,Henri Philippe Pharaoun,,Henri Philippe Pharaoun,Henri Pharaon,Henri Pharaon,Henri Philippe Pharaoun,Henri Philippe Pharaoun,,Henri Philippe Pharaoun,male,Henri Philippe Pharaoun,,Henri Pharaon,Henri Pharaon,,1901,/m/0911zs,Henri,,,,,2314940,,,1993-08-06,,,,,,,,,,,,Ανρί Φιλίπ Φαρόν,,,"Фараун, Анри-Филипп",,,,,,,,,,,,,,Ανρί Φιλίπ Φαρόν,,,,,,,,,,,,,"Фараун, Анри-Филипп",,,,,,,,,,,,,,,,,,,,,nr89012388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257666,,,,biography/Henri-Philippe-Pharaon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entrepreneur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16119821,,سليم نجيب حيدر,,,,,سليم نجيب حيدر,سليم نجيب حيدر,,male,,,,,,1911,,,,,,,1716926,,,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4242 7310,119241471,n95044900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16122150,,محي الدين زكريا نصولي,,,,,محي الدين زكريا نصولي,محي الدين زكريا نصولي,,male,,,,,,1896,,,,,,,,,,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16122381,,نبيل نقولا,,,,,نبيل نقولا,نبيل نقولا,,male,نبيل نقولا,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16122500,,باسم الشاب,,,,,باسم الشاب,باسم الشاب,,male,باسم الشاب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16123647,,عماد الحوت,,,,,عماد الحوت,عماد الحوت,,male,عماد الحوت,,,,,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16123722,,عمار حوري,,,,,عمار حوري,عمار حوري,,male,عمار حوري,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16123912,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,,,,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,male,نهاد المشنوق,,,,,1955,,,,,,,,,,,,,努赫德·马什努克,努赫德·馬什努克,,努赫德·马什努克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نهاد المشنوق,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,نهاد المشنوق,,,,,,,,,,Nohad Machnouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16125533,,رشيد جنبلاط,,,,,رشيد جنبلاط,رشيد جنبلاط,,male,,,,,,,,,,,,,,,,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16125550,Ghassan Moukheiber,غسان مخيبر,Ghassan Moukheiber,,Ghassan Moukheiber,Ghassan Moukheiber,Ghassan Moukheiber,غسان مخيبر,,male,غسان مخيبر,Ghassan Muchajber,,Ghassan Moukheiber,Ghassan Muchajber,1958-12-08,,Ghassan,,,,,305213373,,,,,,,,,,,,,,,,,,Гассан Мухейбир,,,,,,,,,,,,,,,,,,,,,,,,,,,Гассан Мухейбир,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ghassan Moukheiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16126039,Habib Sadek,حبيب صادق,Habib Sadek,Habib Sadek,,Habib Sadek,Habib Sadek,حبيب صادق,Habib Sadek,male,Habib Sadek,,,,,1931,,Habib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Habib Sadek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17054393,Abdallah Al Rassi,,,,Abdallah Al Rassi,Abdallah Al Rassi,Abdallah Al Rassi,,,male,,,,Abdallah Al Rassi,,1929-06-17,,Abdullah,Abdallah Al Rassi,,,,,,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdallah Al Rassi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1706403,Joseph Aboukhater,,Joseph Aboukhater,Joseph Aboukhater,Joseph Aboukhater,Joseph Aboukhater,Joseph Aboukhater,,,male,,,Joseph Aboukhater,,,1905,,Joseph,,,,,339145911061727061305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092698086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Aboukhater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17344785,,عمر محمد الداعوق,,,,,عمر محمد الداعوق,عمر محمد الداعوق,,male,,,,,,1875,,,,,,,,,,1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17344822,,نسيم مجدلاني,,,,,نسيم مجدلاني,نسيم مجدلاني,,male,,,,,,1912,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,civil servant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17388035,,محمد صفي الدين,,,,,محمد صفي الدين,محمد صفي الدين,,male,,,,,,1912,,Muhammed,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1738970,Michel Murr,ميشال المر,Michel Murr,Michel Murr,Michel Murr,Michel Murr,Michel Murr,ميشال المر,Michel Murr,male,ميشال المر,Michel Murr,Michel Murr,Michel Murr,Michel Murr,1932-09-29,/m/09chg_,Michel,,,,,,מישל מור,מישל מור,,,,,,,,,,,,,,,,,Michel Murr,,,,,,,米歇爾·穆爾,,,,,,,,,,,,,,Michel Murr,,,,,,,,,Michel Murr,,,,,,Միշել Մուր,,,,,,,,,,,,,,,,,,,,,Michel Murr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135161,,,,,,,Michel Murr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q183556,Nasri Maalouf,نصري معلوف,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,نصري معلوف,Nasri Maalouf,male,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,Nasri Maalouf,1911-02-11,/m/05whb2,,,,,,,,,2005-04-02,,,纳斯里·马阿鲁夫,納斯里·馬阿魯夫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasri Maalouf,,,Nasri Maalouf,,,,,,,,,,,,,,,,,Nasri Maalouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nasri Maalouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q18415150,Raphael Lahoud,,Raphael Lahoud,,Raphael Lahoud,,Raphael Lahoud,,,male,,,,Raphael Lahoud,,1901-12-09,,Raphael,Raphael Lahoud,,,,,,,1977-05-15,,,,,,,,,,,,,,,,,Raphael Lahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael Lahoud,,,,,,,,,,,,,,,,Raphael Lahoud,,,,,,,,,,,,,,,,,,,,,,,,,,Lahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphael Lahoud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19281612,Asmar Asmar,أسمر إبراهيم أسمر,Asmar Asmar,,Asmar Asmar,Asmar Asmar,Asmar Asmar,أسمر إبراهيم أسمر,Asmar Asmar,male,,,,,,1930,,,Asmar Asmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asmar Asmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19281837,Joseph Chader,,Joseph Chader,,Joseph Chader,Joseph Chader,Joseph Chader,,Joseph Chader,male,Joseph Chader,,,,,1907,,Joseph,,,,,,,,1977-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Chader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19559894,Abdallah Ishak,عبد الله إسحق,Abdallah Ishak,,,Abdallah Ishak,Abdallah Ishak,عبد الله إسحق,Abdallah Ishak,male,Abdallah Ishak,,,,,,,Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdallah Ishak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19560453,Fakhr Fakhr,فخر فخر,Fakhr Fakhr,,,Fakhr Fakhr,Fakhr Fakhr,فخر فخر,Fakhr Fakhr,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fakhr Fakhr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20392616,,إبراهيم كنعان,,,,,إبراهيم كنعان,إبراهيم كنعان,,male,إبراهيم كنعان,,,,,1962,,Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20395061,,إسماعيل سكرية,,,,,إسماعيل سكرية,إسماعيل سكرية,,male,,,,,,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20409433,,عاطف مجدلاني,,,,,عاطف مجدلاني,عاطف مجدلاني,,male,عاطف مجدلاني,,,,,1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20411433,,جان أوغاسبيان,,,,,جان أوغاسبيان,جان أوغاسبيان,,male,جان أوغاسبيان,,,,,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20422946,,محمد حسن ياغي,,,,,محمد حسن ياغي,محمد حسن ياغي,,male,,,,,,1958,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20423212,,محمد قباني,,,,,محمد قباني,محمد قباني,,male,محمد قباني,,,,,,,Muhammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمد قبانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,محمد قبانی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q20425839,Henri Helou,هنري الحلو,Henri Helou,,,Henri Helou,Henri Helou,هنري الحلو,Henri Helou,male,هنري الحلو,,,,,1953-03-19,,Henri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
