id,position,label,description,start_date,constituency,replaces,replaced_by,end_date,ordinal,party,election,of
Q284704,Q13218630,United States representative,elected representative in the US,2003-01-03,Arizona's 8th congressional district,"",Gabrielle Giffords,2007-01-03,,,,
Q284704,Q21360913,member of the State Senate of Arizona,a member of the Senate of the state of Arizona,"",,,,,,,,
Q285366,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q288529,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q288529,Q17546641,Member of the Idaho House of Representatives,"","",,,,,,,,
Q288610,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q289317,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q289317,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1990-12-03,California's 13th State Assembly district,Elihu Harris,"Willie Brown, Jr.",1992-11-30,,,,
Q289317,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1992-12-07,California's 16th State Assembly district,John L. Burton,Don Perata,1996-11-30,,,,
Q289317,Q19690441,member of the State Senate of California,"",1996-12,,Nicholas C. Petris,Don Perata,1998-04,,,,
Q2903280,Q13218630,United States representative,elected representative in the US,1983-01-03,Illinois's 5th congressional district,John G. Fary,Dan Rostenkowski,1993-01-03,,,,
Q2903280,Q13218630,United States representative,elected representative in the US,1993-01-03,Illinois's 3rd congressional district,Marty Russo,Dan Lipinski,2005-01-03,,,,
Q2903389,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q291157,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q291193,Q13218630,United States representative,elected representative in the US,1993-01-03,California's 14th congressional district,Tom Campbell,Jackie Speier,2013-01-03,,,,
Q291193,Q13218630,United States representative,elected representative in the US,2013-01-03,California's 18th congressional district,Dennis Cardoza,,,,,,
Q2923426,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q292988,Q13218630,United States representative,elected representative in the US,2003-01-03,,Robert A. Underwood,,,,,,
Q292988,Q19420755,Member of the Legislature of Guam,"","",,,,,,,,
Q292988,Q27468662,First Lady of Guam,Wikimedia list article,1983-01-03,,,,1987-01-05,,,,
Q292988,Q6544413,Lieutenant Governor of Guam,"",1995-01-02,,Frank Blas,Kaleo Moylan,2003-01-03,,,,
Q295584,Q13218630,United States representative,elected representative in the US,1981-01-03,Illinois's 1st congressional district,Bennett M. Stewart,Charles Hayes,1983-04-30,,,,
Q295584,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q295584,Q1760078,Mayor of Chicago,"",1983-04-29,,Jane Byrne,David Duvall Orr,1987-11-25,,,,
Q298443,Q13218630,United States representative,elected representative in the US,"",,Rod Blagojevich,,2009-01-02,,,,
Q298443,Q1760078,Mayor of Chicago,"",2011-05-16,,Richard M. Daley,,,44,,,
Q298443,Q5255561,Democratic Caucus Chairman of the United States House of Representatives,"",2007-01-03,,Jim Clyburn,John B. Larson,2009-01-02,,,,
Q298443,Q7450652,Senior Advisor to the President of the United States,"",1993-01-20,,"",Doug Sosnik,1998-11-07,,,,
Q298443,Q786242,White House Chief of Staff,"American political role, appointed by the President",2009-01-20,,Joshua Bolten,Pete Rouse,2010-10-01,,,,
Q3018617,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3018617,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q3020814,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3036410,Q13217683,United States senator,member of the United States Senate,2017-01-03,Illinois,Mark Kirk,,,,,,
Q3036410,Q13218630,United States representative,elected representative in the US,2013-01-03,,Joe Walsh,Raja Krishnamoorthi,2017-01-03,,,,
Q3090476,Q13218630,United States representative,elected representative in the US,2013-01-03,,,,,,,,
Q3101895,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3101895,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q314459,Q13217683,United States senator,member of the United States Senate,1987-01-03,Nevada,Paul Laxalt,Catherine Cortez Masto,2017-01-03,,,,
Q314459,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q314459,Q16191529,Lieutenant Governor of Nevada,"",1971-01-04,,Edward Fike,Robert E. Rose,1975-01-05,25,,,
Q314459,Q18341124,member of the Nevada Assembly,"","",,,,,,,,
Q3157413,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3157413,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,,
Q3162841,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3162841,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,,
Q3182011,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3182072,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3182488,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q321457,Q13218630,United States representative,elected representative in the US,1989-01-03,Washington's 7th congressional district,Mike Lowry,Pramila Jayapal,2017-01-03,,,,
Q321457,Q17598395,member of the Washington House of Representatives,elected Representative,1971-01-11,Washington's 43rd legislative district,,,1973-01-08,,,,
Q321457,Q20065405,member of the State Senate of Washington,"",1975-01-13,,,,1987-07-24,,,,
Q3225324,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q324099,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q32620,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q32620,Q19319643,Member of the Hawaii House of Representatives,"","",,,,,,,,
Q3271,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3271,Q14616716,member of the Pennsylvania House of Representatives,elected Representative,"",,,,,,,,
Q32715,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q32718,Q13218630,United States representative,elected representative in the US,2011-01-03,New York's 22nd congressional district,,,,,,"United States House of Representatives elections in New York, 2010",
Q32726,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3276717,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3276717,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q328646,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q328646,Q18691526,member of the State Senate of New York,elected Representative,"",,,,,,,,
Q330149,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q330149,Q18565274,member of the State Senate of Texas,"","",,,,,,,,
Q330149,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q3304863,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q331244,Q13217683,United States senator,member of the United States Senate,"",,,,,,,,
Q331244,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q331244,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q331278,Q13217683,United States senator,member of the United States Senate,2005-01-03,North Carolina,John Edwards,,,,,,
Q331278,Q13218630,United States representative,elected representative in the US,1995-01-03,,Stephen L. Neal,Virginia Foxx,2005-01-03,,,,
Q331507,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q332247,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3343727,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q3343727,Q19690441,member of the State Senate of California,"","",,,,,,,,
Q336324,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3365459,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q338190,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q338190,Q18536527,member of the New Jersey General Assembly,"","",,,,,,,,
Q3389105,Q13218630,United States representative,elected representative in the US,2013-01-03,,Dan Lungren,,,,,,
Q339046,Q13217683,United States senator,member of the United States Senate,2010-11-29,Illinois,Roland Burris,Tammy Duckworth,2017-01-03,,,,
Q339046,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3408766,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3408766,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q3435918,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3437091,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3437091,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q348740,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q348740,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,,
Q348740,Q19362907,member of the State Senate of Indiana,"","",,,,,,,,
Q349955,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q350663,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q350663,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q350663,Q5461290,Florida Commissioner of Agriculture,"",2011-01-04,,Charles H. Bronson,,,11,,,
Q350663,Q7314581,Republican Conference Chairman of the United States House of Representatives,"",2007-01-03,,Deborah Pryce,Mike Pence,2009-01-03,,,,
Q3510629,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q357676,Q13218630,United States representative,elected representative in the US,1983-01-03,New York's 31st congressional district,Donald J. Mitchell,Bill Paxon,1989-01-03,,,,
Q357676,Q2419581,United States Secretary of Housing and Urban Development,"",1989-02-13,,Samuel Pierce,Henry Cisneros,1993-01-19,,,,
Q357676,Q7314581,Republican Conference Chairman of the United States House of Representatives,"",1981-01-03,,Samuel L. Devine,Dick Cheney,1987-01-03,,,,
Q357709,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q357832,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q357832,Q16147853,Presidents pro tempore of the Connecticut Senate,position of the Connecticut Senate,1987,,,,1995,,,,
Q357832,Q19831739,member of the State Senate of Connecticut,"",1983,,,,1995,3,,,
Q357832,Q5255561,Democratic Caucus Chairman of the United States House of Representatives,"",2009-01-03,,Rahm Emanuel,Xavier Becerra,2013-01-03,,,,
Q357832,Q5255564,Democratic Caucus Vice-Chairman of the United States House of Representatives,"",2006-01-17,,Jim Clyburn,Xavier Becerra,2009-01-03,,,,
Q359366,Q13217683,United States senator,member of the United States Senate,1990-05-16,,Spark Matsunaga,Mazie Hirono,2013-01-03,,,,
Q359366,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q359442,Q13217683,United States senator,member of the United States Senate,2007-01-03,Vermont,Jim Jeffords,,,,,"United States Senate election in Vermont, 2006",
Q359442,Q13218630,United States representative,elected representative in the US,1991-01-03,Vermont's at-large congressional district,Peter Plympton Smith,Peter Welch,2007-01-03,,,"United States House of Representatives election in Vermont, 1990",
Q359442,Q22975465,"Mayor of Burlington, Vermont","",1981-04-06,,,Peter Clavelle,1989-04-04,37,,,
Q3601035,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3620422,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q362669,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q362669,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q362669,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q362669,Q20198851,Governor of Florida,head of the government of the state of Florida,1998-12-12,,Lawton Chiles,Jeb Bush,1999-01-05,42,,,
Q362669,Q913797,Lieutenant Governor of Florida,position,1991-01-08,,Bobby Brantley,Frank Brogan,1998-12-12,14,,,
Q3639996,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3639996,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,,
Q3646340,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3672666,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3672666,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q3672666,Q19690441,member of the State Senate of California,"","",,,,,,,,
Q367796,Q13218630,United States representative,elected representative in the US,1995-01-03,,,,2013-01-03,,,,
Q367796,Q6797687,"Mayor of Charlotte, North Carolina","",1987,,Harvey Gantt,Richard Vinroot,1991,,,,
Q368091,Q13218630,United States representative,elected representative in the US,1971-01-03,New York's 18th congressional district,"Adam Clayton Powell, Jr.",Adriano Espaillat,2017-01-03,,,,
Q368091,Q13218630,United States representative,elected representative in the US,2013-01-03,,,,,,,,
Q368091,Q20058770,member of the New York State Assembly,elected representative,"",,,,,,,,
Q370213,Q1029955,United States Secretary of Agriculture,position,1995-03-30,,Mike Espy,Ann Veneman,2001-01-19,,,,
Q370213,Q13218630,United States representative,elected representative in the US,1977-01-03,,Garner E. Shriver,Todd Tiahrt,1995-01-03,,,,
Q371025,Q13217683,United States senator,member of the United States Senate,1991-01-03,Idaho,James A. McClure,Jim Risch,2009-01-03,,,,
Q371025,Q13218630,United States representative,elected representative in the US,1981-01-03,Idaho's 1st congressional district,Steve Symms,Larry LaRocco,1991-01-03,,,,
Q371025,Q18655026,member of the State Senate of Idaho,"","",,,,,,,,
Q371031,Q13217683,United States senator,member of the United States Senate,1995-01-03,Arizona,Dennis DeConcini,Jeff Flake,2013-01-03,,,,
Q371031,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q373443,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3740782,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3740782,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q3740782,Q19690441,member of the State Senate of California,"","",,,,,,,,
Q374693,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q374693,Q20198851,Governor of Florida,head of the government of the state of Florida,2007-01-02,,,,2011-01-04,,,,
Q374693,Q2890950,Florida Department of Education,"","",,,,,,,,
Q375389,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q375389,Q18131809,Member of the Missouri House of Representatives,elected Representative,"",,,,,,,,
Q3791514,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3791701,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3791701,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q381099,Q1294433,Resident Commissioner of Puerto Rico,Wikimedia list article,2005-01-02,,Aníbal Acevedo Vilá,Pedro Pierluisi,2009-01-02,,,,
Q381099,Q456951,Governor of Puerto Rico,position,2009-01-02,,Aníbal Acevedo Vilá,Alejandro García Padilla,2013-01-02,10,,,
Q381880,Q13217683,United States senator,member of the United States Senate,2007-01-03,Ohio,Mike DeWine,,,,,,
Q381880,Q13218630,United States representative,elected representative in the US,1993-01-03,Ohio's 13th congressional district,,,2007-01-03,,,,
Q381880,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,,
Q381880,Q7080891,Ohio Secretary of State,elected statewide official in the State of Ohio,"",,,,,,,,
Q385383,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q385383,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q3880318,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3880333,Q13218630,United States representative,elected representative in the US,1981-01-03,,"",Eni Faleomavaega,1988-09-06,,,,
Q3915717,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3917203,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3917208,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3917251,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3956828,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3956999,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3957020,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q3978229,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q399055,Q13218630,United States representative,elected representative in the US,1979-01-03,California's 3rd congressional district,John E. Moss,Victor H. Fazio,1993-01-03,,,,
Q399055,Q13218630,United States representative,elected representative in the US,1993-01-03,California's 5th congressional district,Nancy Pelosi,Doris Matsui,2005-01-01,,,,
Q399593,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q399621,Q13218630,United States representative,elected representative in the US,2013-01-03,,,,2013-01-03,,,,
Q399621,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1996,California's 23rd State Assembly district,Dominic L. Cortese,Manny Diaz,2000,,,,
Q4014524,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4014524,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q4014532,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4014569,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4014569,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q40589,Q13218630,United States representative,elected representative in the US,2007-01-03,Minnesota's 5th congressional district,Martin Olav Sabo,,,,,,
Q40589,Q17505193,member of the Minnesota House of Representatives,elected representative in Minnesota,"",,,,,,,,
Q40628,Q13217683,United States senator,member of the United States Senate,2013-01-03,Wisconsin,Herb Kohl,,,,,,
Q40628,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q40628,Q18526160,member of the Wisconsin State Assembly,Representative of the state of Wisconsin,"",,,,,,,,
Q40628,Q7891290,United States Senate Democratic Conference Secretary,"",2017-01-03,,Patty Murray,,,,,,
Q4068793,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4068793,Q17598395,member of the Washington House of Representatives,elected Representative,"",,,,,,,,
Q4068811,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4068811,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q4068880,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4111531,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q433656,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q433669,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q433857,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q433857,Q18810381,member of the Utah House of Representatives,elected Representative,"",,,,,,,,
Q433891,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q433891,Q21364537,member of the State Senate of Missouri,"","",,,,,,,,
Q434078,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434112,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434121,Q13218630,United States representative,elected representative in the US,1993-01-03,Georgia's 1st congressional district,,,2015-01-03,,,,
Q434121,Q17548315,member of the Georgia House of Representatives,"","",,,,,,,,
Q434121,Q7314585,Republican Conference Vice-Chairman of the United States House of Representatives,"",2003-01-03,,Deborah Pryce,Kay Granger,2007-01-03,,,,
Q434458,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434458,Q21363942,member of the State Senate of Minnesota,"",1977-01-04,,Roger L. Hanson,Cal Larson,1987-01-05,,,,
Q434463,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434463,Q18526160,member of the Wisconsin State Assembly,Representative of the state of Wisconsin,"",,,,,,,,
Q434522,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q4347781,Q13218630,United States representative,elected representative in the US,1973-01-03,Ohio's 16th congressional district,Frank T. Bow,John Boccieri,2009-01-03,,,,
Q4347781,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,,
Q4347781,Q20065429,member of the State Senate of Ohio,"",1967-01-03,,"",Richard Reichel,1973-01-03,,,,
Q434804,Q13217683,United States senator,member of the United States Senate,1997-01-03,Illinois,Paul Simon,,,,,,
Q434804,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434890,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434947,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q434947,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q434952,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q435239,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q435239,Q17598395,member of the Washington House of Representatives,elected Representative,"",,,,,,,,
Q435777,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q436825,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q436825,Q17502533,member of the Ohio House of Representatives,"","",,,,,,,,
Q437667,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q439117,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q440246,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q440885,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q440885,Q17495450,member of the Illinois House of Representatives,"political office in Illinois, USA","",,,,,,,,
Q441710,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q441710,Q18694588,Member of the United States House of Representatives from Virginia,"","",,,,,,,,
Q443029,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q443640,Q13217683,United States senator,member of the United States Senate,1987-01-03,South Dakota,James Abdnor,John Thune,2005-01-03,,,,
Q443640,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q444678,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q444926,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q445046,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q445980,Q13218630,United States representative,elected representative in the US,1969-01-03,New Mexico's 1st congressional district,Thomas G. Morris,Steven Schiff,1989-01-03,,,,
Q445980,Q2287650,United States Secretary of the Interior,head of the Department of the Interior in the United States government,1989-02-03,,Donald P. Hodel,Bruce Babbitt,1993-01-20,46,,,
Q446691,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q446778,Q13217683,United States senator,member of the United States Senate,1987-01-03,Georgia,Mack Mattingly,Paul Coverdell,1993-01-03,,,,
Q446778,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q446795,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q448982,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q449713,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q449713,Q18341783,Member of the Wyoming House of Representatives,"",1987,,,,1993,,,,
Q449713,Q19394559,member of the State Senate of Wyoming,"",1993,,,,1995,29,,,
Q449713,Q7314582,Republican Conference Secretary of the United States House of Representatives,"",2001-01-03,,Deborah Pryce,John Doolittle,2003-01-03,,,,
Q452955,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q452955,Q18195558,member of the State Senate of Mississippi,"","",,,,,,,,
Q455833,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q456064,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q456064,Q18341783,Member of the Wyoming House of Representatives,"","",,,,,,,,
Q456064,Q19394559,member of the State Senate of Wyoming,"","",,,,,,,,
Q456213,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q456213,Q17487134,Member of the Kansas House of Representatives,elected Representative,"",,,,,,,,
Q456217,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q456217,Q17487134,Member of the Kansas House of Representatives,elected Representative,"",,,,,,,,
Q456217,Q19617175,member of the State Senate of Kansas,elected Representative,"",,,,,,,,
Q456464,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q457633,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458322,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458322,Q1837627,United States Ambassador to the Holy See,"",1997-12-16,,Raymond Flynn,Jim Nicholson,2001-03-01,,,,
Q458416,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458453,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458453,Q19727887,member of the State Senate of North Carolina,"Member the  of North Carolina Senate, USA","",,,,,,,,
Q458453,Q7314582,Republican Conference Secretary of the United States House of Representatives,"",2013-01-03,,John Carter,,,,,,
Q458492,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458971,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q458971,Q18534307,member of the State Senate of Tennessee,"","",,,,,,,,
Q459176,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q459176,Q7314581,Republican Conference Chairman of the United States House of Representatives,"",1999-01-03,,John Boehner,Deborah Pryce,2003-01-03,,,,
Q45946,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q45946,Q19360415,member of the Oregon House of Representatives,"elected Representative in Oregon, USA","",,,,,,,,
Q45946,Q19689183,member of the State Senate of Oregon,"","",,,,,,,,
Q459624,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q459624,Q7883173,Under Secretary of State for Arms Control and International Security Affairs,"",2009-06-26,,John Rood,Rose Gottemoeller,2012-02-07,,,,
Q459693,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q459753,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q460035,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q460035,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
Q460652,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q460675,Q13218630,United States representative,elected representative in the US,2001-01-03,California's 49th congressional district,Brian Bilbray,Darrell Issa,2003-01-03,,,,
Q460675,Q13218630,United States representative,elected representative in the US,2003-01-03,California's 53rd congressional district,"",,,,,,
Q460675,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1995,,,,2001,,,,
Q461489,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461497,Q13218630,United States representative,elected representative in the US,2001-06-05,California's 32nd congressional district,Julian C. Dixon,Hilda Solis,2003-01-03,,,,
Q461497,Q13218630,United States representative,elected representative in the US,2003-01-03,California's 33rd congressional district,Lucille Roybal-Allard,Karen Bass,2011-01-03,,,,
Q461497,Q19690441,member of the State Senate of California,"",1978-12-04,,Nate Holden,Ralph C. Dills,1982-12-06,,,,
Q461497,Q19690441,member of the State Senate of California,"",1982-12-06,,Ralph C. Dills,Ralph C. Dills,1990-12-03,,,,
Q461497,Q19690441,member of the State Senate of California,"",1994-12-05,,Charles Calderon,Kevin Murray,1998-12-07,,,,
Q461497,Q7889409,United States Ambassador to the Federated States of Micronesia,"",1999,,March Fong Eu,Larry Miles Dinger,2000,,,,
Q461504,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461504,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q461504,Q19961062,member of the State Senate of Florida,"","",,,,,,,,
Q461512,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461512,Q18342844,Member of the Florida House of Representatives,elected Representative of the legislature of the state of florida,"",,,,,,,,
Q461518,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461526,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461526,Q18565274,member of the State Senate of Texas,"","",,,,,,,,
Q461526,Q18604553,member of the Texas House of Representatives,elected representative,"",,,,,,,,
Q461604,Q13218630,United States representative,elected representative in the US,1997-01-03,,Victor O. Frazer,Stacey Plaskett,2015-01-03,,,,
Q461604,Q20853586,Delegate of the Virgin Islands to the United States House of Representatives,"","",,,,,,,,
Q461615,Q13218630,United States representative,elected representative in the US,1982-11-02,Indiana's 1st congressional district,,,1985-01-03,,,,
Q461615,Q18190880,member of the Indiana House of Representatives,"","",,,,,,,,
Q461615,Q19362907,member of the State Senate of Indiana,"","",,,,,,,,
Q461626,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461626,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q461629,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461629,Q18654736,member of the Michigan House of Representatives,elected Representative,"",,,,,,,,
Q461698,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461698,Q17602055,member of the State Senate of Wisconsin,"","",,,,,,,,
Q461698,Q18526160,member of the Wisconsin State Assembly,Representative of the state of Wisconsin,"",,,,,,,,
Q461717,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461727,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461727,Q18180908,member of the California State Assembly,"elected Representative in California, USA",1977,California's 48th State Assembly district,,,1991,,,,
Q461739,Q13218630,United States representative,elected representative in the US,"",,,,,,,,
Q461739,Q18180908,member of the California State Assembly,"elected Representative in California, USA","",,,,,,,,
