id,name,image,gender,birth_date,given_name,identifier__IMDB,identifier__MusicBrainz,identifier__EuroparlMEP,identifier__VIAF,identifier__LCAuth,identifier__GND,identifier__discogs,name__et,name__en,identifier__freebase,wikipedia__et,wikipedia__en,identifier__ISNI,twitter,name__pt,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pl,name__ru,name__fr,name__be,name__es,name__ro,name__ca,name__oc,name__fi,name__uk,name__lv,name__it,name__be_tarask,name__de,name__cs,name__io,name__lt,name__nl,name__sk,name__sl,name__da,name__hr,name__la,name__sv,name__zh,name__nb,name__nn,name__fa,name__ka,name__tr,wikipedia__be_x_old,wikipedia__be,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__es,wikipedia__etwikiquote,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__io,wikipedia__it,wikipedia__ka,wikipedia__lt,wikipedia__lv,wikipedia__nl,wikipedia__no,wikipedia__oc,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__zh,wikipedia__la,name__is,wikipedia__is,name__ja,wikipedia__ja,name__en_ca,name__en_gb,wikipedia__sv,name__ie,wikipedia__ie,name__id,wikipedia__id,wikipedia__plwikiquote,name__bar,name__af,name__an,name__ast,name__br,name__bs,name__co,name__cy,name__eo,name__eu,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hu,name__lb,name__li,name__lij,name__lmo,name__nap,name__nds,name__nds_nl,name__pcd,name__pms,name__rm,name__sc,name__scn,name__sco,name__sq,name__vec,name__vls,name__wa,identifier__SUDOC,name__ko,name__fo,wikipedia__ko,wikipedia__nn,wikipedia__sco,identifier__Munzinger,name__bg,wikipedia__bg,name__he,name__az,name__de_ch,name__el,name__vi,name__ar,name__ta,name__mk,wikipedia__ar,wikipedia__ast,wikipedia__az,wikipedia__el,wikipedia__he,wikipedia__lb,wikipedia__ruwikinews,wikipedia__ta,wikipedia__vi,identifier__parlement,website,original_wikiname,identifier__allmovie,name__mn,name__vro,wikipedia__fiu_vro,wikipedia__mn,identifier__IIAF,name__hy,wikipedia__hy,identifier__BNF,wikipedia__enwikiquote,wikipedia__hu,wikipedia__liwikiquote,death_date,name__yo,name__sr,name__se,name__pt_br,wikipedia__eo,wikipedia__eu,wikipedia__fiwikiquote,wikipedia__ga,wikipedia__gl,wikipedia__se,wikipedia__simple,wikipedia__sl,wikipedia__sr,wikipedia__yo,identifier__NNDB,identifier__GTAA,identifier__NTA,identifier__FAST,identifier__SFDb,name__de_at,last_seen,identifier__AlloCine,identifier__elonet,identifier__kinopoisk,identifier__CSFD,identifier__DNF,identifier__PORT,identifier__senate_nl,identifier__PACE,wikipedia__tpi,wikipedia__hsb,name__hsb,name__tpi,name__bm,name__frc,name__frp,name__ia,name__jam,name__kab,name__kg,name__mg,name__min,name__ms,name__nrm,name__pap,name__prg,name__rgn,name__sr_el,name__sw,name__vmf,name__vo,name__wo,name__zu,identifier__etis_ee,family_name,identifier__google_knowledge,occupation,identifier__snac,name__tt,name__ba,wikipedia__myv,wikipedia__af,identifier__ioc_athlete,name__sje,name__sma,name__smj,facebook,wikipedia__azwikiquote,identifier__Britannica,name__nys,identifier__NUKAT,identifier__BIBSYS,identifier__SELIBR,married_name,identifier__LNB,instagram,identifier__riigikogu,name__lfn,wikipedia__sq,name__myv,name__mi,identifier__CONOR,identifier__NKC,wikipedia__tt,name__lo,name__th,wikipedia__lo,wikipedia__th,wikipedia__hr,name__kana,name__azb,wikipedia__azb,name__ceb,name__fy,name__eml,name__dsb,name__mt,name__frr,name__sh,name__tl,name__uz,name__hif,name__ht,name__jv,name__ang,name__su,name__ay,name__aa,name__ace,name__bcl,name__bi,name__cdo,name__ch,name__cho,name__chy,name__cr,name__crh_latn,name__csb,name__cu,name__diq,name__ext,name__ff,name__fj,name__gn,name__got,name__gv,name__hak,name__haw,name__hif_latn,name__ho,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__jbo,name__kaa,name__ki,name__kj,name__kk_latn,name__kl,name__kr,name__ksh,name__ku_latn,name__kw,name__lad,name__lg,name__ln,name__ltg,name__map_bms,name__mh,name__mo,name__mus,name__mwl,name__my,name__na,name__nah,name__nov,name__nso,name__nv,name__om,name__pag,name__pam,name__pdc,name__pih,name__qu,name__rmy,name__rn,name__ruq_latn,name__rw,name__sg,name__shi_latn,name__sm,name__sn,name__so,name__srn,name__ss,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tn,name__to,name__ts,name__tt_latn,name__tum,name__tw,name__ty,name__ug_latn,name__ve,name__vep,name__war,name__xh,name__za,name__zea,name__ak,name__aln,name__arn,name__cbk_zam,name__chr,name__ee,name__fit,name__gag,name__dtp,name__ha,name__iu
Q458003,Keit Pentus-Rosimannus,"https://upload.wikimedia.org/wikipedia/commons/4/4b/Keit_Pentus,_2011.jpg",female,1976-03-03,Kate,,,,,,,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,/m/05f99hv,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,KeitPentus,Keit Pentus-Rosimannus,,,,,,,Keit Pentus-Rosimannus,"Пентус-Розиманнус, Кейт",Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,Кейт Пентус-Розіманнус,,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,,,,,,Category:Keit Pentus,,,Keit Pentus-Rosimannus,,,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,,,,Keit Pentus-Rosimannus,,,Keit Pentus-Rosimannus,,,"Пентус-Розиманнус, Кейт",,Кейт Пентус-Розіманнус,,,Keit Pentus-Rosimannus,,,,,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,Keit Pentus-Rosimannus,,,,,,,,,Keit Pentus-Rosimannus,,,,,,,,,,Keit Pentus-Rosimannus,,Keit Pentus-Rosimannus,,,,,,,,,,,,,,Keit Pentus-Rosimannus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,1116104913,,,,,,,,,,e87a03b8-08cf-4b88-8a28-f26da1d65e30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q460589,Vilja Toomast,https://upload.wikimedia.org/wikipedia/commons/2/2e/RK_Vilja_Savisaar-Toomast.jpg,female,1962-08-15,Vilja,,,97308,36195482,n97030169,,,Vilja Toomast,Vilja Toomast,/m/02z3kwj,Vilja Toomast,Vilja Toomast,0000 0000 3325 7567,,Vilja Savisaar-Toomast,,,,,,,Vilja Savisaar-Toomast,Вилья Сависаар-Тоомаст,Vilja Toomast,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,,Vilja Savisaar-Toomast,,,,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,,,,,,,Category:Vilja Savisaar-Toomast,,Vilja Savisaar-Toomast,Vilja Savisaar-Toomast,,,,,,,,,,,Vilja Savisaar-Toomast,,,Vilja Toomast,,,"Сависаар-Тоомаст, Вилья",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vilja Savisaar-Toomast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Savisaar,,politician,,,,,,,,,,vilja.toomast,,,,,,,,,,7b6823ed-96f9-462b-b931-3dd4faceb09e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q465437,Urve Palo,https://upload.wikimedia.org/wikipedia/commons/0/04/SDE_Urve_Palo.jpg,female,1972-07-10,Urve,,,,,,,,Urve Palo,Urve Palo,/m/02qh65x,Urve Palo,Urve Palo,,,Urve Palo,,,,,,,Urve Palo,,Urve Palo,,Urve Palo,Urve Palo,Urve Palo,,Urve Palo,,Urve Palo,Urve Palo,,Urve Palo,Urve Palo,,Urve Palo,Urve Palo,Urve Palo,Urve Palo,Urve Palo,Urve Palo,Urve Palo,Urve Palo,,Urve Palo,Urve Palo,,,,,,,Category:Urve Palo,,,Urve Palo,,,,Urve Palo,Urve Palo,,Urve Palo,,,Urve Palo,,,,Urve Palo,,,,,,,,,,,,,,,Urve Palo,,,,,,,,,Urve Palo,,,,,,,,,,,,Urve Palo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.urvepalo.ee/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palo,,politician,,,,,,,,,,Urve-Palo,,,,,,,,,,c91bc287-d95b-4d95-aded-f7a142c1e599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4755832,Andrei Korobeinik,https://upload.wikimedia.org/wikipedia/commons/4/44/RE_Andrei_Korobeinik.jpg,male,1980-11-05,Andrei,,,,,,,,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,,korobeinik,Andrei Korobeinik,,,,,,,Andrei Korobeinik,,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,,,Andrei Korobeinik,,,,Category:Andrei Korobeinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,,Andrei Korobeinik,,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,,,,,,,,,,,Andrei Korobeinik,,Andrei Korobeinik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrei Korobeinik,,,,,,,,,,,,,,,,Andrei Korobeinik,,,,,,,,,,,,,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,Andrei Korobeinik,,,,investor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4756115,Andres Herkel,https://upload.wikimedia.org/wikipedia/commons/c/c7/IRL_Andres_Herkel.jpg,male,1962-08-14,Andres,,,,26379763,n98058124,1105503194,,Andres Herkel,Andres Herkel,,Andres Herkel,Andres Herkel,0000 0000 3786 8605,andresherkel,,,,,,,,Andres Herkel,,Andres Herkel,,Andres Herkel,,,,Andres Herkel,,,,,Andres Herkel,,,,,,Andres Herkel,,,,,安德烈斯·赫克爾,,,,,,,,,Category:Andres Herkel,,,Andres Herkel,,,,,Andres Herkel,,,,,,,,,Andres Herkel,,,,,,,,,,,,,,,,,,,,,,,,Andres Herkel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andres Herkel,,,,,,,,,,,,,,,,,http://www.herkel.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5185,,,,,,,,,,,,,,,,,,,,,,,,,,Herkel,,politician,,,,,,,,,,100000379332463,Andres Herkel,,,,,,,,,ccf992ae-380e-46a9-97e7-8fa4da648262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q509232,Maret Maripuu,https://upload.wikimedia.org/wikipedia/commons/e/e6/RE_Maret_Maripuu.jpg,female,1974-07-16,Maret,,,,,,,,Maret Maripuu,Maret Maripuu,/m/02qh6bq,Maret Maripuu,Maret Maripuu,,,Maret Maripuu,,,,,,,Maret Maripuu,"Марипуу, Марет",Maret Maripuu,,Maret Maripuu,Maret Maripuu,Maret Maripuu,,Maret Maripuu,,,Maret Maripuu,,Maret Maripuu,Maret Maripuu,,Maret Maripuu,Maret Maripuu,Maret Maripuu,Maret Maripuu,Maret Maripuu,Maret Maripuu,Maret Maripuu,Maret Maripuu,,Maret Maripuu,Maret Maripuu,,,,,,,Category:Maret Maripuu,,,Maret Maripuu,,,,,Maret Maripuu,,Maret Maripuu,,,,,,,Maret Maripuu,,,"Марипуу, Марет",,,,,,,,マレト・マリプー,マレト・マリプー,,,,,,,,,,,,Maret Maripuu,,,,,,,,,,,,Maret Maripuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7088,,,,,,,,,,,,,,,,,,,,,,,,,,Maripuu,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q518704,Tarmo Leinatamm,https://upload.wikimedia.org/wikipedia/commons/4/40/RE_Tarmo_Leinatamm.jpg,male,1957-09-02,Tarmo,,,,73278362,n2006027187,,,Tarmo Leinatamm,Tarmo Leinatamm,,Tarmo Leinatamm,,0000 0000 3685 6872,,Tarmo Leinatamm,,,,,,,Tarmo Leinatamm,,Tarmo Leinatamm,,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,,Tarmo Leinatamm,,,,,Tarmo Leinatamm,Tarmo Leinatamm,,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,Tarmo Leinatamm,,,,,,,,,,Category:Tarmo Leinatamm,,,Tarmo Leinatamm,,,,Tarmo Leinatamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tarmo Leinatamm,,,,Tarmo Leinatamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leinatamm,,conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52704406,Riina Sikkut,,female,1983-01-12,Riina,,,,,,,,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,,,Riina Sikkut,,,,,,,Riina Sikkut,,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Riina Sikkut,,Riina Sikkut,Riina Sikkut,,,,,,,,,,Riina Sikkut,,,,,Riina Sikkut,,,,,,,,,Riina Sikkut,,,,,,,,,Riina Sikkut,,,,Riina Sikkut,Riina Sikkut,,Riina Sikkut,,Riina Sikkut,,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,,,,,,,,,,,,Riina Sikkut,,Riina Sikkut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riina Sikkut,,,,,,,,,,,,,,,,Riina Sikkut,,,,,,,,,,,,,,,,Riina Sikkut,Riina Sikkut,,,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,Riina Sikkut,,,,Riina Sikkut,Riina Sikkut,,Riina Sikkut,Riina Sikkut,Riina Sikkut,,Sikkut,,politician,,,,,,,,,,riinasikkut.ee,,,,,,,,,,76c477e6-4b49-4d49-ad7b-a4853182a1da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q528974,Kaido Höövelson,https://upload.wikimedia.org/wikipedia/commons/1/14/Baruto_Kaito_2008_May.jpg,male,1984-11-05,Kaido,,,,,,,,Kaido Höövelson,Kaido Höövelson,/m/07s9vb,Kaido Höövelson,Baruto Kaito,,Baruto_official,,,把瑠都凱鬥,,把瑠都凱斗,,,,Баруто Кайто,Kaito Baruto,,Baruto Kaito,,,,Kaido Höövelson,Баруто Кайто,,Baruto Kaito,,Baruto Kaito,,,,Baruto Kaito,,Baruto Kaito,Kaido Höövelson,,,Kaido Höövelson,把瑠都凱斗,Kaido Höövelson,Kaido Höövelson,,,,,,,Category:Baruto Kaito,,,Baruto Kaito,Baruto Kaito,,,Kaido Höövelson,Baruto Kaito,,Baruto Kaito,,,,,,,,,,Баруто Кайто,,Баруто Кайто,,把瑠都凱斗,,,,把瑠都凱斗,把瑠都凱斗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Барүто Кайто,,,Барүто Кайто,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Höövelson,,rikishi,,,,,,,,,,,,,,,,,,,,e87af062-bf25-4b36-a268-121c446e5ae7,,,,,,,,,,,,,ばると かいと,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q535290,Marianne Mikko,https://upload.wikimedia.org/wikipedia/commons/1/18/SDE_Marianne_Mikko.jpg,female,1961-09-26,Marianne,,,28421,142657543,,142039640,,Marianne Mikko,Marianne Mikko,/m/0549w4,Marianne Mikko,Marianne Mikko,0000 0000 9657 2804,mariannemikko,Marianne Mikko,,,,,,,Marianne Mikko,,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,,,Marianne Mikko,,,Marianne Mikko,Category:Marianne Mikko,,,Marianne Mikko,Marianne Mikko,,,,,,,,,,Marianne Mikko,,,Marianne Mikko,,Marianne Mikko,,,,,,,,,,,Marianne Mikko,Marianne Mikko,,Marianne Mikko,,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Marianne Mikko,Marianne Mikko,Marianne Mikko,,,,,,,,,,,,Marianne Mikko,,Marianne Mikko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marianne Mikko,,,,,,,,,,,,,,,,Marianne Mikko,,,,,,,,,7429,,,,,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,Marianne Mikko,,Mikko,,politician,,,,,,,,,,,,,,,,,,,,e0fc4e6d-c527-4fec-8854-ddceb43cffc3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q535426,Katrin Saks,https://upload.wikimedia.org/wikipedia/commons/a/a2/Katrinsaks.jpg,female,1956-11-29,Katrin,,,37200,164315364,no2008115773,135949564,,Katrin Saks,Katrin Saks,/m/03m5m8z,Katrin Saks,Katrin Saks,0000 0001 1458 3938,,Katrin Saks,,,,,,,Katrin Saks,,Katrin Saks,,Katrin Saks,Katrin Saks,Katrin Saks,,Katrin Saks,,,,,Katrin Saks,Katrin Saks,,Katrin Saks,Katrin Saks,Katrin Saks,Katrin Saks,Katrin Saks,Katrin Saks,Katrin Saks,Katrin Saks,,Katrin Saks,Katrin Saks,,,,,,,Category:Katrin Saks,,,Katrin Saks,,,,,,,,,,,,,,Katrin Saks,,Katrin Saks,,,,,,,,,,,,,,,,,,,,,,Katrin Saks,,,,,,,,,,,,Katrin Saks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5186,,,,,,,,,,,,,,,,,,,,,,,,,,Saks,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q53636801,Enn Meri,,male,1942-01-15,Enn,,,,,,,,Enn Meri,Enn Meri,,Enn Meri,,,,,,,,,,,,,Enn Meri,,Enn Meri,,,,,,,,,,,,,Enn Meri,,Enn Meri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enn Meri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meri,,politician,,,,,,,,,,,,,,,,,,,,5d06570e-1070-48ad-9614-9bf32beda089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q53638402,Karin Tammemägi,,female,1975-06-04,Karin,,,,,,,,Karin Tammemägi,Karin Tammemägi,,Karin Tammemägi,,,,,,,,,,,,,Karin Tammemägi,,,,,,,,,,,,,,,Karin Tammemägi,,Karin Tammemägi,Karin Tammemägi,,,Karin Tammemägi,,Karin Tammemägi,Karin Tammemägi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Tammemägi,,,,,,,,,,,,,,,Karin Tammemägi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Tammemägi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Tammemägi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karin Tammemägi,,,,,,Tammemägi,,politician,,,,,,,Karin Tammemägi,Karin Tammemägi,Karin Tammemägi,,,,,,,,,,,75cced33-85a9-44b5-9a7e-97c528588326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
