id,name__en,name__yo,name__es,name__de,name__nb,name__da,name__nn,name__sv,name__fr,name__cy,name__nl,name__hu,name,wikipedia__en,wikipedia__yo,gender,occupation,birth_date,death_date,given_name,original_wikiname,name__ig,wikipedia__ig,wikipedia__sv,image,wikipedia__es,identifier__VIAF,identifier__LCAuth,identifier__SUDOC,identifier__FAST,twitter,identifier__google_knowledge,name__tr,name__ru,wikipedia__de,wikipedia__no,wikipedia__ru,wikipedia__tr,identifier__freebase,name__zh_hant,name__zh_cn,name__ar,name__eu,name__fi,name__hr,name__id,name__it,name__ja,name__ka,name__ko,name__pl,name__pt,name__qu,name__sr,name__sw,name__uk,name__af,name__zh,name__fa,name__eo,name__ca,wikipedia__af,wikipedia__ar,wikipedia__ca,wikipedia__da,wikipedia__enwikiquote,wikipedia__eo,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__hr,wikipedia__id,wikipedia__it,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__nl,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__qu,wikipedia__sr,wikipedia__sw,wikipedia__uk,wikipedia__zh,identifier__ISNI,identifier__GND,identifier__OLID,identifier__NTA,identifier__NNDB,identifier__Munzinger,identifier__Oxforddnb,identifier__britishmuseum,identifier__bigenc_ru,identifier__snac,wikipedia__simple,name__vi,wikipedia__vi,identifier__BNF,name__cs,wikipedia__cswikiquote,name__en_ca,name__en_gb,name__ht,wikipedia__ht,name__zh_tw,wikipedia__hu,identifier__FIFA,wikipedia__enwikisource,identifier__quora,identifier__ne_se,wikipedia__commons,website
Q4665773,Abdulahi Bala Adamu,Abdulahi Bala Adamu,,Abdulahi Bala Adamu,,,,,Abdulahi Bala Adamu,,Abdulahi Bala Adamu,,Abdulahi Bala Adamu,Abdulahi Bala Adamu,Abdulahi Bala Adamu,male,politician,,,,Abdulahi Bala Adamu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665788,Abdulazeez Ibrahim,Abdulazeez Ibrahim,,Abdulazeez Ibrahim,,,,,Abdulazeez Ibrahim,,Abdulazeez Ibrahim,,Abdulazeez Ibrahim,Abdulazeez Ibrahim,Abdulazeez Ibrahim,male,politician,1957,,,Abdulazeez Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4665816,Abdulaziz Usman,Abdulaziz Usman,,Abdulaziz Usman,,,,,Abdulaziz Usman,,Abdulaziz Usman,,Abdulaziz Usman,Abdulaziz Usman,Abdulaziz Usman,male,politician,1962-01-01,,,Abdulaziz Usman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4666129,Abdullahi Ibrahim Gobir,Abdullahi Ibrahim Gobir,,Abdullahi Ibrahim Gobir,,,,,Abdullahi Ibrahim Gobir,,Abdullahi Ibrahim Gobir,,Abdullahi Ibrahim Gobir,Abdullahi Ibrahim Gobir,Abdullahi Ibrahim Gobir,male,politician,1953-01-01,,Abdullahi,Abdullahi Ibrahim Gobir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4666168,Abdulmumini M. Hassan,Abdulmumini M. Hassan,,,,,,,Abdulmumini M. Hassan,,Abdulmumini M. Hassan,,Abdulmumini M. Hassan,Abdulmumini M. Hassan,Abdulmumini M. Hassan,male,politician,,,,Abdulmumini M. Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670223,Abu Ibrahim,Abu Ibrahim,,Abu Ibrahim,,,,,Abu Ibrahim,,Abu Ibrahim,,Abu Ibrahim,Abu Ibrahim (Nigerian politician),Abu Ibrahim (Olóṣèlú ilẹ̀ Nàìjíríà),male,politician,,,,Abu Ibrahim (Olóṣèlú ilẹ̀ Nàìjíríà),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670486,Abubakar Girei,Abubakar Girei,,Abubakar Girei,,,,,Abubakar Girei,,Abubakar Girei,,Abubakar Girei,Abubakar Girei,Abubakar Girei,male,politician,1954-03-14,,,Abubakar Girei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670492,Abubakar Mahdi,Abubakar Mahdi,,Abubakar Mahdi,,,,,Abubakar Mahdi,,Abubakar Mahdi,,Abubakar Mahdi,Abubakar Mahdi,Abubakar Mahdi,male,politician,,,,Abubakar Mahdi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670495,Abubakar Mohammed,Abubakar Mohammed,,Abubakar Mohammed,,,,,Abubakar Mohammed,,Abubakar Mohammed,,Abubakar Mohammed,Abubakar Mohammed,Abubakar Mohammed,male,politician,,,,Abubakar Mohammed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670498,Abubakar Olusola Saraki,Abubakar Olusola Saraki,,Abubakar Olusola Saraki,,,,,Abubakar Olusola Saraki,,Abubakar Olusola Saraki,,Abubakar Olusola Saraki,Abubakar Olusola Saraki,Abubakar Olusola Saraki,male,politician,1933-05-17,2012-11-14,,Abubakar Olusola Saraki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670503,Abubakar Sodangi,Abubakar Sodangi,,Abubakar Sodangi,,,,,Abubakar Sodangi,,Abubakar Sodangi,,Abubakar Sodangi,Abubakar Sodangi,Abubakar Sodangi,male,politician,1954-01-31,,,Abubakar Sodangi,,,,,,,,,,,,,,,,,,,,,,,,,,Abubakar Sodangi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670506,Abubakar Tanko Ayuba,Tanko Ayuba,,Abubakar Tanko Ayuba,,,,,Abubakar Tanko Ayuba,,Abubakar Tanko Ayuba,,Abubakar Tanko Ayuba,Abubakar Tanko Ayuba,Tanko Ayuba,male,politician,1945-12-06,,,Abubakar Tanko Ayuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670507,Abubakar Umar Gada,Abubakar Umar Gada,,Abubakar Umar Gada,,,,,Abubakar Umar Gada,,Abubakar Umar Gada,,Abubakar Umar Gada,Abubakar Umar Gada,Abubakar Umar Gada,male,politician,1966-01-16,,,Abubakar Umar Gada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4670509,Abubakar Umar Tutare,Abubakar Umar Tutare,,Abubakar Umar Tutare,,,,,Abubakar Umar Tutare,,Abubakar Umar Tutare,,Abubakar Umar Tutare,Abubakar Umar Tutare,Abubakar Umar Tutare,male,politician,,,,Abubakar Umar Tutare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4680074,Adebayo Salami,Adebayo Salami,,Adebayo Salami,,,,,Adebayo Salami,,Adebayo Salami,,Adebayo Salami,Adebayo Salami,Adebayo Salami,male,politician,1953-05-09,,Adebayo,Adebayo Salami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adebayo Salami,Adebayo Salami,,,,,,,,,,
Q4680542,Adamu Garba Talba,Adamu Garba Talba,,Adamu Garba Talba,,,,,Adamu Garba Talba,,Adamu Garba Talba,,Adamu Garba Talba,Adamu Garba Talba,Adamu Garba Talba,male,politician,1952-08-15,,,Adamu Garba Talba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4680543,Adamu Gumba,Adamu Gumba,,Adamu Gumba,,,,,Adamu Gumba,,Adamu Gumba,,Adamu Gumba,Adamu Gumba,Adamu Gumba,male,politician,1948-10-10,,,Adamu Gumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4680546,Adamu Sidi Ali,Adamu Sidi Ali,,Adamu Sidi Ali,,,,,Adamu Sidi Ali,,Adamu Sidi Ali,,Adamu Sidi Ali,Adamu Sidi Ali,Adamu Sidi Ali,male,politician,1951-05,,,Adamu Sidi Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4680928,Adawari Pepple,Adawari Pepple,,Adawari Pepple,,,,,Adawari Pepple,,Adawari Pepple,,Adawari Pepple,Adawari Pepple,Adawari Pepple,male,politician,,,,Adawari Pepple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4681508,Adefemi Kila,Adefemi Kila,,Adefemi Kila,,,,,Adefemi Kila,,Adefemi Kila,,Adefemi Kila,Adefemi Kila,Adefemi Kila,male,politician,,,,Adefemi Kila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4681514,Adego Erhiawarie Eferakeya,Adego Erhiawarie Eferakeya,,Adego Erhiawarie Eferakeya,,,,,Adego Erhiawarie Eferakeya,,Adego Erhiawarie Eferakeya,,Adego Erhiawarie Eferakeya,Adego Erhiawarie Eferakeya,Adego Erhiawarie Eferakeya,male,politician,1940-07-09,,,Adego Erhiawarie Eferakeya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4681916,Adeleke Mamora,Adeleke Mamora,,Adeleke Mamora,,,,,Adeleke Mamora,,Adeleke Mamora,,Adeleke Mamora,Adeleke Mamora,Adeleke Mamora,male,politician,1953-02-16,,,Adeleke Mamora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4682371,Adeseye Ogunlewe,Adeseye Ogunlewe,,Adeseye Ogunlewe,,,,,Adeseye Ogunlewe,,Adeseye Ogunlewe,,Adeseye Ogunlewe,Adeseye Ogunlewe,Adeseye Ogunlewe,male,politician,,,,Adeseye Ogunlewe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4684485,Adolphus Wabara,Adolphus Wabara,,Adolphus Wabara,,,,,Adolphus Wabara,,Adolphus Wabara,,Adolphus Wabara,Adolphus Wabara,Adolphus Wabara,male,politician,1948,,Adolphus,Adolphus Wabara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4689299,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,Afolabi Olabimtan,male,politician,1932-06-11,2003-08-27,,Afolabi Olabimtan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4695844,Ahmed Hassan Barata,Ahmed Hassan Barata,,Ahmed Hassan Barata,,,,,Ahmed Hassan Barata,,Ahmed Hassan Barata,,Ahmed Hassan Barata,Ahmed Hassan Barata,Ahmed Hassan Barata,male,politician,,,Ahmed,Ahmed Hassan Barata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4695864,Ahmed Ibrahim Lawan,Ahmed Ibrahim Lawan,,Ahmed Ibrahim Lawan,,,,,Ahmed Ibrahim Lawan,,Ahmed Ibrahim Lawan,,Ahmed Ibrahim Lawan,Ahmed Ibrahim Lawan,Ahmed Ibrahim Lawan,male,politician,1959,,Ahmed,Ahmed Ibrahim Lawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4695931,Ahmed Mohammed Inuwa,Ahmed Mohammed Inuwa,,Ahmed Mohammed Inuwa,,,,,Ahmed Mohammed Inuwa,,Ahmed Mohammed Inuwa,,Ahmed Mohammed Inuwa,Ahmed Mohammed Inuwa,Ahmed Mohammed Inuwa,male,politician,1948-09-19,,Ahmed,Ahmed Mohammed Inuwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4695944,Ahmed Muhammad Maccido,Ahmed Muhammad Maccido,,Ahmed Muhammad Maccido,,,,,Ahmed Muhammad Maccido,,Ahmed Muhammad Maccido,,Ahmed Muhammad Maccido,Ahmed Muhammad Maccido,Ahmed Muhammad Maccido,male,politician,1964-04-01,,Ahmed,Ahmed Muhammad Maccido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696007,Ahmed Sani Stores,Ahmed Sani Stores,,Ahmed Sani Stores,,,,,Ahmed Sani Stores,,Ahmed Sani Stores,,Ahmed Sani Stores,Ahmed Sani Stores,Ahmed Sani Stores,male,politician,,,Ahmed,Ahmed Sani Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696044,Ahmed Tijani Ahmed,Ahmed Tijani Ahmed,,Ahmed Tijani Ahmed,,,,,Ahmed Tijani Ahmed,,Ahmed Tijani Ahmed,,Ahmed Tijani Ahmed,Ahmed Tijani Ahmed,Ahmed Tijani Ahmed,male,politician,1941-12-17,2006-06-10,Ahmed,Ahmed Tijani Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4696069,Ahmed Zanna,Ahmed Zanna,,Ahmed Zanna,,,,,Ahmed Zanna,Ahmed Zanna,Ahmed Zanna,,Ahmed Zanna,Ahmed Zanna,Ahmed Zanna,male,politician,1955-01-05,2015-05-16,Ahmed,Ahmed Zanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4699144,Aisha Jummai,Aisha Jummai,,Aisha Jummai,,,,,Aisha Jummai,,Aisha Jummai,,Aisha Jummai,Aisha Alhassan,Aisha Jummai,female,politician,,,,Aisha Jummai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4701045,Akin Babalola Kamar Odunsi,Akin Babalola Kamar Odunsi,,Akin Babalola Kamar Odunsi,,,,,Akin Babalola Kamar Odunsi,,Akin Babalola Kamar Odunsi,,Akin Babalola Kamar Odunsi,Akin Babalola Kamar Odunsi,Akin Babalola Kamar Odunsi,male,politician,,,Akin,Akin Babalola Kamar Odunsi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4701060,Akinlabi Olasunkanmi,Akinlabi Olasunkanmi,,Akinlabi Olasunkanmi,,,,,Akinlabi Olasunkanmi,,Akinlabi Olasunkanmi,,Akinlabi Olasunkanmi,Akinlabi Olasunkanmi,Akinlabi Olasunkanmi,male,politician,1956-03,,,Akinlabi Olasunkanmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4701094,Akinyelure Patrick Ayo,Akinyelure Patrick Ayo,,Akinyelure Patrick Ayo,,,,,Akinyelure Patrick Ayo,,Akinyelure Patrick Ayo,,Akinyelure Patrick Ayo,Akinyelure Patrick Ayo,Akinyelure Patrick Ayo,male,politician,,,,Akinyelure Patrick Ayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4701580,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,,,,,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,Akpor Pius Ewherido,male,politician,1963-04-04,2013-06-30,,Akpor Pius Ewherido,,,,,Akpor Pius Ewherido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4727549,Aliyu Abubakar,Aliyu Abubakar,,Aliyu Abubakar,,,,,Aliyu Abubakar,,Aliyu Abubakar,,Aliyu Abubakar,Aliyu Abubakar,Aliyu Abubakar,male,politician,,,,Aliyu Abubakar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4727635,Alkali Abdulkadir Jajere,Alkali Abdulkadir Jajere,,Alkali Abdulkadir Jajere,,,,,Alkali Abdulkadir Jajere,,Alkali Abdulkadir Jajere,Alkali Abdulkadir Jajere,Alkali Abdulkadir Jajere,Alkali Abdulkadir Jajere,Alkali Abdulkadir Jajere,male,politician,1964-10-15,,,Alkali Abdulkadir Jajere,,,,,,,,,,,,Alkali Abdulkadir Jajere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4734691,Aloysius Akpan Etok,Aloysius Akpan Etok,,Aloysius Akpan Etok,,,,,Aloysius Akpan Etok,,Aloysius Akpan Etok,,Aloysius Akpan Etok,Aloysius Akpan Etok,Aloysius Akpan Etok,male,politician,1958-02-15,,Aloysius,Aloysius Akpan Etok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4735427,Alphonsus Obi Igbeke,Alphonsus Obi Igbeke,,Alphonsus Obi Igbeke,,,,,Alphonsus Obi Igbeke,,Alphonsus Obi Igbeke,,Alphonsus Obi Igbeke,Alphonsus Obi Igbeke,Alphonsus Obi Igbeke,male,politician,1962,,,Alphonsus Obi Igbeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4746481,Aminu Sule Garo,Aminu Sule Garo,,Aminu Sule Garo,,,,,Aminu Sule Garo,,Aminu Sule Garo,,Aminu Sule Garo,Aminu Sule Garo,Aminu Sule Garo,male,politician,1962,,,Aminu Sule Garo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4756255,Andrew Babalola,Andrew Babalola,,Andrew Babalola,,,,,Andrew Babalola,,Andrew Babalola,,Andrew Babalola,Andrew Babalola,Andrew Babalola,male,politician,1961-02-17,,Andrew,Andrew Babalola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4769401,Annie Okonkwo,Annie Okonkwo,,Annie Okonkwo,,,,,Annie Okonkwo,,Annie Okonkwo,,Annie Okonkwo,Annie Okonkwo,Annie Okonkwo,male,politician,1960-05-23,,Annie,Annie Okonkwo,,,,,,,,,,,,,,,,,,,安尼·奧庫科旺,安尼·奥库科旺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4771979,Anthony Agbo,Anthony Agbo,,Anthony Agbo,,,,,Anthony Agbo,,Anthony Agbo,,Anthony Agbo,Anthony Agbo,Anthony Agbo,male,politician,1954-12-15,,Anthony,Anthony Agbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4772581,Anthony George Manzo,Anthony George Manzo,,Anthony George Manzo,,,,,Anthony George Manzo,,Anthony George Manzo,,Anthony George Manzo,Anthony George Manzo,Anthony George Manzo,male,politician,1958,,Anthony,Anthony George Manzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4778249,Anyimchukwu Ude,Anyimchukwu Ude,,Anyimchukwu Ude,,,,,Anyimchukwu Ude,,Anyimchukwu Ude,,Anyimchukwu Ude,Anyimchukwu Ude,Anyimchukwu Ude,male,politician,1941-06-01,,,Anyimchukwu Ude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4778251,Anyim Pius Anyim,Anyim Pius Anyim,,Anyim Pius Anyim,,,,,Anyim Pius Anyim,,Anyim Pius Anyim,,Anyim Pius Anyim,Anyim Pius Anyim,Anyim Pius Anyim,male,,1961-02-19,,,Anyim Pius Anyim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4799853,Arthur Nzeribe,Arthur Nzeribe,,Arthur Nzeribe,,,,,Arthur Nzeribe,,Arthur Nzeribe,,Arthur Nzeribe,Arthur Nzeribe,Arthur Nzeribe,male,politician,1938-11-02,,Arthur,Arthur Nzeribe,,,,,,263931750,n85385067,,180929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4799876,Arthur Okowa Ifeanyi,Arthur Okowa Ifeanyi,,Arthur Okowa Ifeanyi,,,,,Arthur Okowa Ifeanyi,,Arthur Okowa Ifeanyi,,Arthur Okowa Ifeanyi,Arthur Okowa Ifeanyi,Arthur Okowa Ifeanyi,male,politician,1959-07-08,,Arthur,Arthur Okowa Ifeanyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4820221,Audu Idris Umar,Audu Idris Umar,,Audu Idris Umar,,,,,Audu Idris Umar,,Audu Idris Umar,,Audu Idris Umar,Audu Idris Umar,Audu Idris Umar,male,politician,1959-12-28,,,Audu Idris Umar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4831545,Ayo Oni,Ayo Oni,,Ayo Oni,,,,,Ayo Oni,,Ayo Oni,,Ayo Oni,Ayo Oni,Ayo Oni,male,politician,,,,Ayo Oni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4831550,Ayoade Ademola Adeseun,Ayo Adeseun,,Ayoade Ademola Adeseun,,,,,Ayoade Ademola Adeseun,,Ayoade Ademola Adeseun,,Ayoade Ademola Adeseun,Ayoade Ademola Adeseun,Ayo Adeseun,male,politician,1953-01-01,,,Ayoade Ademola Adeseun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4831565,Ayogu Eze,Ayogu Eze,,Ayogu Eze,,,,,Ayogu Eze,,Ayogu Eze,,Ayogu Eze,Ayogu Eze,Ayogu Eze,male,politician,1958-11-23,,,Ayogu Eze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4837432,Babafemi Ojudu,Babafemi Ojudu,,Babafemi Ojudu,,,,,Babafemi Ojudu,,Babafemi Ojudu,,Babafemi Ojudu,Babafemi Ojudu,Babafemi Ojudu,male,politician,1961-03-25,,,Babafemi Ojudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4837564,Babayo Garba Gamawa,Babayo Garba Gamawa,,Babayo Garba Gamawa,,,,,Babayo Garba Gamawa,,Babayo Garba Gamawa,,Babayo Garba Gamawa,Babayo Garba Gamawa,Babayo Garba Gamawa,male,,1966-02-02,,,Babayo Garba Gamawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
