id,name__fr,name__en,name__ar,name__es,name__de,name__mg,name__nl,name__hu,name,wikipedia__ar,wikipedia__en,wikipedia__fr,wikipedia__mg,gender,occupation,identifier__VIAF,birth_date,identifier__freebase,given_name,original_wikiname,image,name__it,death_date,website,name__yo,name__sv,name__ru,name__tr,wikipedia__de,wikipedia__it,wikipedia__sv,wikipedia__tr,wikipedia__yo,identifier__LCAuth,identifier__BNF,identifier__SUDOC,family_name,identifier__ISNI,identifier__NTA,name__eu,name__he,name__ca,name__ja,name__de_ch,name__el,name__en_ca,name__en_gb,name__eo,name__pl,name__sh,wikipedia__ca,wikipedia__el,wikipedia__es,wikipedia__eu,wikipedia__he,wikipedia__ja,wikipedia__nl,wikipedia__plwikiquote,wikipedia__ru,wikipedia__sh,identifier__GND,identifier__SELIBR,identifier__CANTIC,identifier__GNC,identifier__EGAXA,identifier__FAST,name__pt,name__fa,wikipedia__fa,name__zh,identifier__PACE,name__vi,wikipedia__vi,name__ary,name__arq,name__hr,name__cy,wikipedia__pt,wikipedia__commons,wikipedia__pl,name__io,name__fi,name__id,name__ckb,name__oc,name__ku,name__ro,name__be,wikipedia__be,wikipedia__ckb,wikipedia__fi,wikipedia__hu,wikipedia__id,wikipedia__io,wikipedia__ku,wikipedia__oc,wikipedia__ro,name__nb,name__uk,name__et,name__bg,name__ast,name__da,name__nn,name__la,wikipedia__ast,wikipedia__bg,wikipedia__et,wikipedia__la,wikipedia__no,wikipedia__uk,wikipedia__zh,name__nds,identifier__snac,name__ko,wikipedia__ko,identifier__persee,identifier__bigenc_ru,name__fo,name__kl,identifier__Britannica,identifier__NUKAT,name__bn,identifier__ne_se,wikipedia__simple,name__pt_br,name__sl,name__bar,identifier__GTAA,name__zu,twitter,instagram,facebook
Q3328975,Mustapha Mansouri,Mustapha Mansouri,مصطفى المنصوري,Mustapha Mansouri,Mustapha Mansouri,,Mustapha Mansouri,Mustapha Mansouri,Mustapha Mansouri,مصطفى المنصوري,Mustapha Mansouri,Mustapha Mansouri,,male,university teacher,,1953-08-22,,Mustapha,Mustapha Mansouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustapha Mansouri,,,,,,
Q3328978,Mustapha Oukacha,Mustapha Oukacha,مصطفى عكاشة,,Mustapha Oukacha,,Mustapha Oukacha,,Mustapha Oukacha,مصطفى عكاشة,Mustapha Oukacha,Mustapha Oukacha,,male,politician,,1933,,Mustapha,Mustapha Oukacha,,,2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustapha Oukacha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mustapha Oukacha,,,,,,
Q3335304,Najib Ouazzani,Najib Ouazzani,,,,,,,Najib Ouazzani,,,Najib Ouazzani,,male,politician,,1955,,Najib,Najib Ouazzani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Najib Ouazzani,,,,,,
Q3344896,Noureddine Lazrek,Noureddine Lazrek,نور الدين الأزرق,,,,,,Noureddine Lazrek,نور الدين الأزرق,,Noureddine Lazrek,,male,politician,,1957-04-25,,Noureddine,Noureddine Lazrek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Noureddine Lazrek,,,,,,
Q3345301,Nouzha Skalli,Nouzha Skalli,نزهة الصقلي,,Nouzha Skalli,,Nouzha Skalli,,Nouzha Skalli,نزهة الصقلي,Nouzha Skalli,Nouzha Skalli,,female,politician,,1950-05-25,/m/0hgpz4y,Nezha,Nouzha Skalli,https://upload.wikimedia.org/wikipedia/commons/0/0e/Nouzha_Skalli_03.JPG,,,http://www.nouzhaskalli.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Nouzha Skalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nouzha Skalli,,,,,,
Q3351822,Omar Bahraoui,Omar Bahraoui,,,,,,,Omar Bahraoui,,,Omar Bahraoui,,male,politician,,1948,,Omar,Omar Bahraoui,,Omar Bahraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omar Bahraoui,,,,,,
Q3351862,Omar Hejira,Omar Hejira,,,,,,,Omar Hejira,,,Omar Hejira,,male,politician,,1967,,Omar,Omar Hejira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omar Hejira,,,,,,
Q3416181,Rachid Lamdouar,Rachid Lamdouar,رشيد المدور,,,,,,Rachid Lamdouar,رشيد المدور,,Rachid Lamdouar,,male,politician,,1964-02-28,,Rachid,Rachid Lamdouar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachid Lamdouar,,,,,,
Q3416205,Rachid Talbi Alami,Rachid Talbi Alami,رشيد الطالبي العلمي,Rachid Talbi Alami,Rachid Talbi Alami,,Rachid Talbi Alami,Rachid Talbi Alami,Rachid Talbi Alami,رشيد الطالبي العلمي,Rachid Talbi Alami,Rachid Talbi Alami,,male,economist,,1958,,Rachid,Rachid Talbi Alami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rachid Talbi Alami,,,,,,
Q3519491,Thami El Khyari,Thami El Khyari,التهامي الخياري,,,,,,Thami El Khyari,التهامي الخياري,,Thami El Khyari,,male,politician,330145911280327062808,1943,,,Thami El Khyari,,,2013-02-23,,,,,,,,,,,,12272583m,,,0000 0000 5949 0754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thami El Khyari,,,,,,
Q3571915,Yasmina Baddou,Yasmina Baddou,ياسمينة بادو,Yasmina Baddou,Yasmina Baddou,,Yasmina Baddou,Yasmina Baddou,Yasmina Baddou,ياسمينة بادو,Yasmina Baddou,Yasmina Baddou,,female,politician,,1962-10-23,,Yasmina,Yasmina Baddou,https://upload.wikimedia.org/wikipedia/commons/c/c9/Yasmina_Baddou.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yasmina Baddou,,,,,,
Q3572962,Youssef Tazi,Youssef Tazi,,,,,,,Youssef Tazi,,,Youssef Tazi,,male,politician,,1960-03-29,,Youssef,Youssef Tazi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youssef Tazi,,,,,,
Q388921,Mohamed Bouzoubaâ,Mohamed Bouzoubaa,محمد بوزوبع,,Mohamed Bouzoubaa,,Mohamed Bouzoubaa,,Mohamed Bouzoubaâ,محمد بوزوبع,Mohamed Bouzoubaa,Mohamed Bouzoubaâ,,male,politician,,1939,/m/0lq4bqv,Mohamed,Mohamed Bouzoubaâ,,,2007-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Bouzoubaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohamed Bouzoubaa,,,,,,
Q401422,Ahmed Osman,Ahmed Osman,أحمد عصمان,Ahmed Osman,Ahmed Osman,,Ahmed Osman,Ahmed Osman,Ahmed Osman,أحمد عصمان,Ahmed Osman (politician),Ahmed Osman,,male,politician,100302811,1930-01-03,/m/0bh9xtt,Ahmed,Ahmed Osman,,Ahmed Osman,,,Ahmed Osman,Ahmed Osman,Ахмед Осман,Ahmed Osman,Ahmed Osman,Ahmed Osman,Ahmed Osman,Ahmed Osman,Ahmed Osman (olóṣèlú),nr93023853,12970382f,085722405,Osman,0000 0000 7249 1276,,,,,,,,,,,Ahmed Osman,,,,,,,,,,,,,,,,,,,احمد عصمان,احمد عصمان,,,,,,,,,,,Ahmed Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,w689469f,,,,,,,,,,,Ahmed Osman (politician),,Ahmed Osman,,139017,Ahmed Osman,,,
Q41671395,Khalid El Boukarai,Khalid El Boukarai,,,,,,,Khalid El Boukarai,,,Khalid El Boukarai,,male,politician,,,,Khalid,Khalid El Boukarai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50364860,Souad Zaidi,Souad Zaidi,,,,,Souad Zaidi,,Souad Zaidi,,,Souad Zaidi,,female,politician,,,,Souad,Souad Zaidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50364865,Khadija Rouissi,Khadija Rouissi,,,,,Khadija Rouissi,,Khadija Rouissi,,,Khadija Rouissi,,female,politician,,1963,,Khadija,Khadija Rouissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50365154,Zohour El Wahabi,Zohour El Wahabi,,,,,Zohour El Wahabi,,Zohour El Wahabi,,,Zohour El Wahabi,,female,politician,,1979-06-12,,,Zohour El Wahabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50366932,Touria Skalli,Touria Skalli,,,,,,,Touria Skalli,,,Touria Skalli,,female,obstetrician-gynecologist,,1955,,Touria,Touria Skalli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50375237,Wiam Lamharchi,Wiam Lamharchi,,,,,Wiam Lamharchi,,Wiam Lamharchi,,,Wiam Lamharchi,,female,politician,,1995,,,Wiam Lamharchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50378193,Hayat Bouffarrachen,Hayat Bouffarrachen,,,,,Hayat Bouffarrachen,,Hayat Bouffarrachen,,,Hayat Bouffarrachen,,female,psychologist,,,,Hayat,Hayat Bouffarrachen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50406908,Majda Benarbia,,,,,,Majda Benarbia,,Majda Benarbia,,,Majda Benarbia,,female,civil servant,,,,Majda,Majda Benarbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q507526,Mohammed Ziane,Mohammed Ziane,محمد زيان,,,,Mohammed Ziane,,Mohammed Ziane,محمد زيان,Mohammed Ziane,Mohammed Ziane,,male,politician,,1943-02-14,,Muhammed,Mohammed Ziane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammed Ziane,,,,,,
Q50825311,Fatima-Ezzahra Nazih,Fatima-Ezzahra Nazih,,,,,Fatima-Ezzahra Nazih,,Fatima-Ezzahra Nazih,,,Fatima-Ezzahra Nazih,,female,politician,,1988,,,Fatima-Ezzahra Nazih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50825313,Aicha Lablak,Aicha Lablak,,,,,Aicha Lablak,,Aicha Lablak,,,Aicha Lablak,,female,politician,,"",,,Aicha Lablak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50825318,Touriya Faraj,Touriya Faraj,,,,,Touriya Faraj,,Touriya Faraj,,,Touriya Faraj,,female,politician,,"",,,Touriya Faraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50825321,Fatiha Saddas,Fatiha Saddas,,,,,Fatiha Saddas,,Fatiha Saddas,,,Fatiha Saddas,,female,politician,,1959,,,Fatiha Saddas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50825347,Mina Talbi,Mina Talbi,,,,,Mina Talbi,,Mina Talbi,,,Mina Talbi,,female,politician,,"",,Mina,Mina Talbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887052,Mimouna Aftati,Mimouna Aftati,,,,,Mimouna Aftati,,Mimouna Aftati,,,Mimouna Aftati,,female,politician,,,,Mimouna,Mimouna Aftati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887057,Loubna El Kohli,Loubna El Kohli,,,,,Loubna El Kohli,,Loubna El Kohli,,,Loubna El Kohli,,female,politician,,,,Lubna,Loubna El Kohli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887064,Hanane Rahhab,Hanane Rahhab,,,,,Hanane Rahhab,,Hanane Rahhab,,,Hanane Rahhab,,female,politician,,,,Hanane,Hanane Rahhab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887070,Hakima Bel-Kassaoui,Hakima Bel-Kassaoui,,,,,Hakima Bel-Kassaoui,,Hakima Bel-Kassaoui,,,Hakima Bel-Kassaoui,,female,politician,,,,,Hakima Bel-Kassaoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887078,Souad Lamari,Souad Lamari,,,,,Souad Lamari,,Souad Lamari,,,Souad Lamari,,female,politician,,,,,Souad Lamari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50887084,Ghizlane Marzouki,Ghizlane Marzouki,,,,,Ghizlane Marzouki,,Ghizlane Marzouki,,,Ghizlane Marzouki,,female,politician,,"",,,Ghizlane Marzouki,,,,,,,,,,,,,,,,,Marzouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q50990149,Loubna Tahiri,Loubna Tahiri,,,,,Loubna Tahiri,,Loubna Tahiri,,,Loubna Tahiri,,female,politician,,"",,,Loubna Tahiri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q510292,Mehdi Ben Barka,Mehdi Ben Barka,المهدي بن بركة,Mehdi Ben Barka,Ben Barka,,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,المهدي بن بركة,Mehdi Ben Barka,Mehdi Ben Barka,,male,politician,116728094,1920-01,/m/04l5xn,,Mehdi Ben Barka,https://upload.wikimedia.org/wikipedia/commons/c/ce/Mehdi_Ben_Barka_Anefo.jpg,Mehdi Ben Barka,1965-10-29,,,Mehdi Ben Barka,"Бен-Барка, Махди",Mehdi Ben Berka,Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Berka,,n50012063,135345085,027460746,,0000 0001 2148 6167,072833262,Mehdi Ben Barka,מהדי בן ברקה,Mehdi Ben Barka,メフディー・ベン・バルカ,Ben Barka,Μεχντί μπεν Μπαρκά,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,Mehdi Ben Barka,Μεχντί μπεν Μπαρκά,Mehdi Ben Barka,Mehdi Ben Barka,מהדי בן ברקה,メフディー・ベン・バルカ,Mehdi Ben Barka,Mehdi Ben Barka,"Бен Барка, аль-Махди",Mehdi Ben Barka,118655299,39724,a10211081,0009028,001379771,1716390,,مهدی بن برکه,مهدی بن برکه,,,,,,,,,,Category:Mehdi Ben Barka,,,,,,,,,,,,,,,,,,,,"Бен Барка, аль-Махді",Mehdi Ben Barka,,,,,,,,Mehdi Ben Barka,,,"Бен Барка, аль-Махді",,,w6t31h0w,,,,1874614,,,biography/Mehdi-Ben-Barka,n2015250055,,mehdi-ben-barka,,,Mehdi Ben Barka,,,,,,
Q531452,Abdellah Baha,Abdellah Baha,عبد الله بها,Abdellah Baha,Abdellah Baha,Abdellah Baha,Abdellah Baha,Abdellah Baha,Abdellah Baha,عبد الله بها,Abdellah Baha,Abdellah Baha,Abdellah Baha,male,politician,,1954,/m/0k0r70n,Abdullah,Abdellah Baha,https://upload.wikimedia.org/wikipedia/commons/9/94/Abde_lah_baha.jpg,,2014-12-07,,,,,,,,,,,,,,,,,,,,アブドゥッラー・バハ,,,,,,,,,,Abdellah Baha,,,,,,,,,,,,,,,,,,,,,,,,Abdellah Baha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdellah Baha,,,,,,
Q537610,Mohand Laenser,Mohand Laenser,محند العنصر,Mohand Laenser,Mohand Laenser,Mohand Laenser,Mohand Laenser,Mohand Laenser,Mohand Laenser,محند العنصر,Mohand Laenser,Mohand Laenser,Mohand Laenser,male,politician,,1942-06-22,/m/0hncvlq,Mohand,Mohand Laenser,https://upload.wikimedia.org/wikipedia/commons/0/07/L3ansar_cr.jpg,,,,,,,Mohand Laenser,Mohand Laenser,,,Mohand Laenser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohand Laenser,,,,,,
Q55686763,Amina Maelainine,Amina Maelainine,,,,,Amina Maelainine,,Amina Maelainine,,,Amina Maelainine,,female,politician,,,,Amina,Amina Maelainine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304102,Saadia Benshili,,,,,,,,Saadia Benshili,,,Saadia Benshili,,,,,,,,Saadia Benshili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304104,Hajar El Masqi,,,,,,,,Hajar El Masqi,,,Hajar El Masqi,,,,,,,,Hajar El Masqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304113,Khadija Ziani,,,,,,,,Khadija Ziani,,,Khadija Ziani,,,,,,,,Khadija Ziani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304115,Souad Boulaich El Hajraoui,,,,,,,,Souad Boulaich El Hajraoui,,,Souad Boulaich El Hajraoui,,,,,,,,Souad Boulaich El Hajraoui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304117,Fatima Zahra Barassat,,,,,,,,Fatima Zahra Barassat,,,Fatima Zahra Barassat,,,,,,,,Fatima Zahra Barassat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304128,Amal Boukir,,,,,,,,Amal Boukir,,,Amal Boukir,,,,,,,,Amal Boukir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304130,Rita Hatimi,,,,,,,,Rita Hatimi,,,Rita Hatimi,,,,,,,,Rita Hatimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304141,Aziza Chagaf,,,,,,,,Aziza Chagaf,,,Aziza Chagaf,,,,,,,,Aziza Chagaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q56304161,Ibtissam Merras,,,,,,,,Ibtissam Merras,,,Ibtissam Merras,,,,,,,,Ibtissam Merras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q607516,Jamal Rhmani,Jamal Aghmani,جمال أغماني,Jamal Aghmani,Jamal Aghmani,,Jamal Aghmani,Jamal Aghmani,Jamal Rhmani,جمال أغماني,Jamal Aghmani,Jamal Rhmani,,male,politician,,1958,/m/0l8nj86,Jamal,Jamal Rhmani,https://upload.wikimedia.org/wikipedia/commons/8/81/Jamal_Aghmani_cr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jamal Aghmani,,,,,,
Q945410,Yahya Yahya,Yahya Yahya,يحيى يحيى,Yahya Yahya,Yahya Yahya,,Yahya Yahya,Yahya Yahya,Yahya Yahya,,,Yahya Yahya,,male,politician,,1967-03-09,,Yahya,Yahya Yahya,,Yahya Yahya,,,,,,,,,,,,,,,,0000 0000 4866 7075,,,,,,,,,,,,,,,Yahya Yahya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yahya Yahya,,,,,,,,,,,,,,Yahya Yahya,,,,,,
