name,party,given_name,area,sort_name,source,email,term,family_name,birth_date,id,faction,start_date,image,phone,area_id,end_date,website
Algirdas Butkevičius,Lietuvos socialdemokratų partija,Algirdas,Vilkaviškio,"Butkevičius, Algirdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7194&p_k=1&p_kade_id=7&p_r=8801,Algirdas.Butkevicius@lrs.lt,11,Butkevičius,1958-11-19,7194,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_butkevicius.jpg,(8 5) 2396920,68,,
Algirdas Vaclovas Patackas,"""Drąsos kelias"" politinė partija",Algirdas Vaclovas,pagal sąrašą,"Patackas, Algirdas Vaclovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7196&p_k=1&p_kade_id=7&p_r=8801,"",11,Patackas,,7196,Mišri Seimo narių grupė,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_vaclovas_patackas.jpg,,,2015-04-03,
Algirdas Vaclovas Patackas,"""Drąsos kelias"" politinė partija",Algirdas Vaclovas,pagal sąrašą,"Patackas, Algirdas Vaclovas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7196&p_k=1&p_kade_id=7&p_r=8801,"",11,Patackas,,7196,"Frakcija ""Drąsos kelias""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_vaclovas_patackas.jpg,,,2014-06-19,
Algis Kašėta,Lietuvos Respublikos liberalų sąjūdis,Algis,Varėnos - Eišiškių,"Kašėta, Algis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7198&p_k=1&p_kade_id=7&p_r=8801,"",11,Kašėta,1962-12-20,7198,Liberalų  sąjūdžio frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algis_kaseta.jpg,,70,2015-04-08,
Petras Gražulis,Partija Tvarka ir teisingumas,Petras,Gargždų,"Gražulis, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7199&p_k=1&p_kade_id=7&p_r=8801,Petras.Grazulis@lrs.lt,11,Gražulis,1958-10-28,7199,"Frakcija ""Tvarka ir teisingumas""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_grazulis.jpg,(8 5) 2396638,31,,
Rytas Kupčinskas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Rytas,Aleksoto -  Vilijampolės,"Kupčinskas, Rytas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7206&p_k=1&p_kade_id=7&p_r=8801,Rytas.Kupcinskas@lrs.lt,11,Kupčinskas,1949-02-08,7206,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rytas_kupcinskas.jpg,(8 5) 2396635,12,,
Irena Degutienė,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Irena,Naujamiesčio,"Degutienė, Irena",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7207&p_k=1&p_kade_id=7&p_r=8801,Irena.Degutiene@lrs.lt,11,Degutienė,1949-06-01,7207,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/irena_degutiene.jpg,(8 5) 2396651,1,,http://www.degutiene.lt
Audronius Ažubalis,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Audronius,Šeškinės,"Ažubalis, Audronius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7208&p_k=1&p_kade_id=7&p_r=8801,Audronius.Azubalis@lrs.lt,11,Ažubalis,1958-01-17,7208,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/audronius_azubalis.jpg,(8 5) 2396321,6,,
Antanas Matulas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Antanas,Pasvalio - Panevėžio,"Matulas, Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7221&p_k=1&p_kade_id=7&p_r=8801,Antanas.Matulas@lrs.lt,11,Matulas,1956-07-01,7221,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/antanas_matulas.jpg,(8 5) 2396671,47,,
Arvydas Vidžiūnas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Arvydas,pagal sąrašą,"Vidžiūnas, Arvydas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7227&p_k=1&p_kade_id=7&p_r=8801,Arvydas.Vidziunas@lrs.lt,11,Vidžiūnas,1962-03-08,7227,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/arvydas_vidziunas.jpg,(8 5) 2396701,,,
Vilija Aleknaitė Abramikienė,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Vilija,pagal sąrašą,"Aleknaitė Abramikienė, Vilija",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7229&p_k=1&p_kade_id=7&p_r=8801,ViAlek@lrs.lt,11,Aleknaitė Abramikienė,1957-05-04,7229,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vilija_aleknaite_abramikiene.jpg,(8 5) 2396983,,,
Jurgis Razma,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Jurgis,Plungės - Rietavo,"Razma, Jurgis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7242&p_k=1&p_kade_id=7&p_r=8801,Jurgis.Razma@lrs.lt,11,Razma,1958-03-14,7242,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jurgis_razma.jpg,(8 5) 2396693,35,2012-12-17,http://www3.lrs.lt/pls/inter/w5_show?p_r=1030&p_k=1
Algirdas Sysas,Lietuvos socialdemokratų partija,Algirdas,pagal sąrašą,"Sysas, Algirdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7252&p_k=1&p_kade_id=7&p_r=8801,Algirdas.Sysas@lrs.lt,11,Sysas,1954-03-05,7252,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algirdas_sysas.jpg,(8 5) 2396702,,,http://www.sysas.eu
Linas Balsys,Išsikėlė pats,Linas,Karoliniškių,"Balsys, Linas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73568&p_k=1&p_kade_id=7&p_r=8801,Linas.Balsys@lrs.lt,11,Balsys,,73568,Mišri Seimo narių grupė,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/linas_balsys.jpg,(8 5) 2396707,8,,
Šarūnas Birutis,Darbo partija,Šarūnas,Ignalinos - Švenčionių,"Birutis, Šarūnas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73569&p_k=1&p_kade_id=7&p_r=8801,Sarunas.Birutis@lrs.lt,11,Birutis,,73569,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/sarunas_birutis.jpg,(8 5) 2396733,53,,
Petras Čimbaras,Darbo partija,Petras,Molėtų - Švenčionių,"Čimbaras, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73570&p_k=1&p_kade_id=7&p_r=8801,Petras.Cimbaras@lrs.lt,11,Čimbaras,,73570,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_cimbaras.jpg,(8 5) 2396957,54,,
Viktoras Fiodorovas,Darbo partija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,Darbo partijos  frakcija,2015-05-21,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,,
Viktoras Fiodorovas,Darbo partija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,Darbo partijos  frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,2015-05-20,
Viktoras Fiodorovas,Darbo partija,Viktoras,pagal sąrašą,"Fiodorovas, Viktoras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73571&p_k=1&p_kade_id=7&p_r=8801,Viktoras.Fiodorovas@lrs.lt,11,Fiodorovas,,73571,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/viktoras_fiodorovas.jpg,(8 5) 2396703,,2012-11-21,
Vitalijus Gailius,Lietuvos Respublikos liberalų sąjūdis,Vitalijus,Pakruojo - Joniškio,"Gailius, Vitalijus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73572&p_k=1&p_kade_id=7&p_r=8801,Vitalijus.Gailius@lrs.lt,11,Gailius,,73572,Liberalų  sąjūdžio frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vitalijus_gailius.jpg,(8 5) 2396640,46,,
Sergejus Jovaiša,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Sergejus,pagal sąrašą,"Jovaiša, Sergejus",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73573&p_k=1&p_kade_id=7&p_r=8801,Sergejus.Jovaisa@lrs.lt,11,Jovaiša,,73573,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/sergejus_jovaisa.jpg,(8 5) 2396694,,,
Benediktas Juodka,Lietuvos socialdemokratų partija,Benediktas,pagal sąrašą,"Juodka, Benediktas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73574&p_k=1&p_kade_id=7&p_r=8801,Benediktas.Juodka@lrs.lt,11,Juodka,,73574,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/benediktas_juodka.jpg,(8 5) 2396649,,,
Vytautas Juozapaitis,Tėvynės sąjunga - Lietuvos krikščionys demokratai   Radviliškio,Vytautas,pagal sąrašą,"Juozapaitis, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73575&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Juozapaitis@lrs.lt,11,Juozapaitis,,73575,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_juozapaitis.jpg,(8 5) 2396559,,,
Raimundas Markauskas,Darbo partija,Raimundas,Dzūkijos,"Markauskas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73576&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Markauskas@lrs.lt,11,Markauskas,,73576,Darbo partijos  frakcija,2013-05-09,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_markauskas.jpg,(8 5) 2396624,69,,
Raimundas Markauskas,Darbo partija,Raimundas,Dzūkijos,"Markauskas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73576&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Markauskas@lrs.lt,11,Markauskas,,73576,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_markauskas.jpg,(8 5) 2396624,69,2013-05-08,
Petras Narkevičius,Darbo partija,Petras,Nevėžio,"Narkevičius, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73577&p_k=1&p_kade_id=7&p_r=8801,Petras.Narkevicius@lrs.lt,11,Narkevičius,,73577,Darbo partijos  frakcija,2013-05-09,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_narkevicius.jpg,(8 5) 2396979,26,,
Petras Narkevičius,Darbo partija,Petras,Nevėžio,"Narkevičius, Petras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73577&p_k=1&p_kade_id=7&p_r=8801,Petras.Narkevicius@lrs.lt,11,Narkevičius,,73577,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/petras_narkevicius.jpg,(8 5) 2396979,26,2012-11-21,
Andrius Palionis,Išsikėlė pats,Andrius,Prienų - Birštono,"Palionis, Andrius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73578&p_k=1&p_kade_id=7&p_r=8801,Andrius.Palionis@lrs.lt,11,Palionis,,73578,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/andrius_palionis.jpg,(8 5) 2396612,67,,
Raimundas Paliukas,Darbo partija,Raimundas,Baltijos,"Paliukas, Raimundas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73579&p_k=1&p_kade_id=7&p_r=8801,Raimundas.Paliukas@lrs.lt,11,Paliukas,,73579,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raimundas_paliukas.jpg,(8 5) 2396604,20,,
Darius Petrošius,Lietuvos socialdemokratų partija,Darius,Tauragės,"Petrošius, Darius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73580&p_k=1&p_kade_id=7&p_r=8801,Darius.Petrosius@lrs.lt,11,Petrošius,,73580,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/darius_petrosius.jpg,(8 5) 2396673,34,,
Domas Petrulis,Lietuvos socialdemokratų partija,Domas,Aukštaitijos,"Petrulis, Domas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73581&p_k=1&p_kade_id=7&p_r=8801,Domas.Petrulis@lrs.lt,11,Petrulis,,73581,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/domas_petrulis.jpg,(8 5) 2396618,28,,
Raminta Popovienė,Lietuvos socialdemokratų partija,Raminta,Kauno - Kėdainių,"Popovienė, Raminta",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73583&p_k=1&p_kade_id=7&p_r=8801,Raminta.Popoviene@lrs.lt,11,Popovienė,,73583,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/raminta_popoviene.jpg,(8 5) 2396335,65,,
Ričardas Sargūnas,Darbo partija,Ričardas,Anykščių - Kupiškio,"Sargūnas, Ričardas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73584&p_k=1&p_kade_id=7&p_r=8801,Ricardas.Sargunas@lrs.lt,11,Sargūnas,,73584,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/ricardas_sargunas.jpg,(8 5) 2396664,49,,
Algis Strelčiūnas,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Algis,Lazdynų,"Strelčiūnas, Algis",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73585&p_k=1&p_kade_id=7&p_r=8801,Algis.Strelciunas@lrs.lt,11,Strelčiūnas,,73585,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algis_strelciunas.jpg,(8 5) 2396608,9,,
Rita Tamašunienė,Lietuvos lenkų rinkimų akcija,Rita,Širvintų - Vilniaus,"Tamašunienė, Rita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73586&p_k=1&p_kade_id=7&p_r=8801,Rita.Tamasuniene@lrs.lt,11,Tamašunienė,,73586,Lietuvos lenkų rinkimų akcijos frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rita_tamasuniene.jpg,(8 5) 2396706,55,,
Rita Tamašunienė,Lietuvos lenkų rinkimų akcija,Rita,Širvintų - Vilniaus,"Tamašunienė, Rita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73586&p_k=1&p_kade_id=7&p_r=8801,Rita.Tamasuniene@lrs.lt,11,Tamašunienė,,73586,Mišri Seimo narių grupė,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rita_tamasuniene.jpg,(8 5) 2396706,55,2012-11-21,
Darius Ulickas,Darbo partija,Darius,pagal sąrašą,"Ulickas, Darius",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73587&p_k=1&p_kade_id=7&p_r=8801,Darius.Ulickas@lrs.lt,11,Ulickas,,73587,Darbo partijos  frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/darius_ulickas.jpg,(8 5) 2396668,,,
Povilas Urbšys,Išsikėlė pats,Povilas,Vakarinė,"Urbšys, Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73588&p_k=1&p_kade_id=7&p_r=8801,Povilas.Urbsys@lrs.lt,11,Urbšys,,73588,Mišri Seimo narių grupė,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/povilas_urbsys.jpg,(8 5) 2396621,27,,
Jolita Vaickienė,Partija Tvarka ir teisingumas,Jolita,Kretingos,"Vaickienė, Jolita",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73589&p_k=1&p_kade_id=7&p_r=8801,Jolita.Vaickiene@lrs.lt,11,Vaickienė,,73589,"Frakcija ""Tvarka ir teisingumas""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jolita_vaickiene.jpg,(8 5) 2396670,36,,
Jonas Varkala,"""Drąsos kelias"" politinė partija",Jonas,pagal sąrašą,"Varkala, Jonas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73590&p_k=1&p_kade_id=7&p_r=8801,Jonas.Varkala@lrs.lt,11,Varkala,,73590,Mišri Seimo narių grupė,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jonas_varkala.jpg,(8 5) 2396601,,,
Jonas Varkala,"""Drąsos kelias"" politinė partija",Jonas,pagal sąrašą,"Varkala, Jonas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73590&p_k=1&p_kade_id=7&p_r=8801,Jonas.Varkala@lrs.lt,11,Varkala,,73590,"Frakcija ""Drąsos kelias""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/jonas_varkala.jpg,(8 5) 2396601,,2014-06-19,
Valdas Vasiliauskas,"""Drąsos kelias"" politinė partija",Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,"Frakcija ""Tvarka ir teisingumas""",2014-06-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,,
Valdas Vasiliauskas,"""Drąsos kelias"" politinė partija",Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,Mišri Seimo narių grupė,2014-06-20,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,2014-06-25,
Valdas Vasiliauskas,"""Drąsos kelias"" politinė partija",Valdas,pagal sąrašą,"Vasiliauskas, Valdas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73591&p_k=1&p_kade_id=7&p_r=8801,Valdas.Vasiliauskas@lrs.lt,11,Vasiliauskas,,73591,"Frakcija ""Drąsos kelias""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/valdas_vasiliauskas.jpg,(8 5) 2396646,,2014-06-19,
Neringa Venckienė,"""Drąsos kelias"" politinė partija",Neringa,pagal sąrašą,"Venckienė, Neringa",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73592&p_k=1&p_kade_id=7&p_r=8801,"",11,Venckienė,,73592,"Frakcija ""Drąsos kelias""",2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/neringa_venckiene.jpg,,,2014-06-19,
Stasys Šedbaras,Tėvynės sąjunga - Lietuvos krikščionys demokratai,Stasys,pagal sąrašą,"Šedbaras, Stasys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7448&p_k=1&p_kade_id=7&p_r=8801,Stasys.Sedbaras@lrs.lt,11,Šedbaras,1958-02-10,7448,Tėvynės sąjungos-Lietuvos krikščionių demokratų frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/stasys_sedbaras.jpg,(8 5) 2396011,,,
Vytenis Povilas Andriukaitis,Lietuvos socialdemokratų partija,Vytenis Povilas,Žirmūnų,"Andriukaitis, Vytenis Povilas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=7&p_k=1&p_kade_id=7&p_r=8801,"",11,Andriukaitis,1951-08-09,7,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytenis_povilas_andriukaitis.jpg,,4,2014-09-15,
Algimantas Salamakinas,Lietuvos socialdemokratų partija,Algimantas,Radviliškio,"Salamakinas, Algimantas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=80&p_k=1&p_kade_id=7&p_r=8801,Algimantas.Salamakinas@lrs.lt,11,Salamakinas,,80,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algimantas_salamakinas.jpg,(8 5) 2396662,44,,
Vytautas Saulis,Lietuvos socialdemokratų partija,Vytautas,Rokiškio,"Saulis, Vytautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=82&p_k=1&p_kade_id=7&p_r=8801,Vytautas.Saulis@lrs.lt,11,Saulis,,82,Lietuvos socialdemokratų partijos frakcija,2012-11-17,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/vytautas_saulis.jpg,(8 5) 2396672,50,,
Orinta Leiputė,Lietuvos socialdemokratų partija,Orinta,pagal sąrašą,"Leiputė, Orinta",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=15266&p_k=1&p_kade_id=7&p_r=8801,Orinta.Leipute@lrs.lt,11,Leiputė,,15266,Lietuvos socialdemokratų partijos frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/orinta_leipute.jpg,(8 5) 2396625,,,
Zbignev Jedinskij,Lietuvos lenkų rinkimų akcija,Zbignev,pagal sąrašą,"Jedinskij, Zbignev",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=35241&p_k=1&p_kade_id=7&p_r=8801,Zbignev.Jedinskij@lrs.lt,11,Jedinskij,,35241,Lietuvos lenkų rinkimų akcijos frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/zbignev_jedinskij.jpg,(8 5) 2396893,,,
Gintautas Mikolaitis,Lietuvos socialdemokratų partija,Gintautas,pagal sąrašą,"Mikolaitis, Gintautas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=37449&p_k=1&p_kade_id=7&p_r=8801,Gintautas.Mikolaitis@lrs.lt,11,Mikolaitis,,37449,Lietuvos socialdemokratų partijos frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/gintautas_mikolaitis.jpg,(8 5) 2396736,,,
Irina Rozova,Lietuvos lenkų rinkimų akcija,Irina,pagal sąrašą,"Rozova, Irina",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=48541&p_k=1&p_kade_id=7&p_r=8801,Irina.Rozova@lrs.lt,11,Rozova,,48541,Lietuvos lenkų rinkimų akcijos frakcija,2012-11-22,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/irina_rozova.jpg,(8 5) 2396665,,,
Algimantas Dumbrava,Partija Tvarka ir teisingumas,Algimantas,Zarasų - Visagino,"Dumbrava, Algimantas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=36693&p_k=1&p_kade_id=7&p_r=8801,Algimantas.Dumbrava@lrs.lt,11,Dumbrava,1958-06-28,36693,"Frakcija ""Tvarka ir teisingumas""",2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/algimantas_dumbrava.jpg,(8 5) 2396713,52,,
Aleksandras Zeltinis,Lietuvos socialdemokratų partija,Aleksandras,Biržų - Kupiškio,"Zeltinis, Aleksandras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=73593&p_k=1&p_kade_id=7&p_r=8801,Aleksandras.Zeltinis@lrs.lt,11,Zeltinis,,73593,Lietuvos socialdemokratų partijos frakcija,2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/aleksandras_zeltinis.jpg,(8 5) 2396614,48,,
Kazys Grybauskas,Lietuvos socialdemokratų partija,Kazys,Ukmergės,"Grybauskas, Kazys",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=74432&p_k=1&p_kade_id=7&p_r=8801,Kazys.Grybauskas@lrs.lt,11,Grybauskas,,74432,Lietuvos socialdemokratų partijos frakcija,2013-03-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/kazys_grybauskas.jpg,(8 5) 2396684,61,,
Gintaras Tamošiūnas,,Gintaras,"","Tamošiūnas, Gintaras",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=76200&p_k=1&p_kade_id=7&p_r=8801,gintaras.tamosiunas@lrs.lt,11,Tamošiūnas,,76200,Darbo partijos  frakcija,2014-06-10,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/gintaras_tamosiunas.jpg,(8 5) 2396663,,,
Rimas Antanas Ručys,,Rimas Antanas,"","Ručys, Rimas Antanas",http://www3.lrs.lt/pls/inter/w5_show?p_a=5&p_asm_id=50121&p_k=1&p_kade_id=7&p_r=8801,Rimas.Rucys@lrs.lt,11,Ručys,1954-05-26,50121,"Frakcija ""Tvarka ir teisingumas""",2014-06-26,http://www3.lrs.lt/home/seimo_nariu_nuotraukos/2012/rimas_antanas_rucys.jpg,(8 5) 2396642,,,
