id,name__lt,name__de,name__pl,name__nl,name__en,name__af,name__an,name__ast,name__bar,name__br,name__bs,name__ca,name__co,name__cs,name__cy,name__da,name__eo,name__es,name__et,name__eu,name__fi,name__fr,name__fur,name__ga,name__gd,name__gl,name__gsw,name__hr,name__hu,name__is,name__it,name__lb,name__li,name__lij,name__lmo,name__nap,name__nb,name__nds,name__nds_nl,name__nn,name__pcd,name__pms,name__pt,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sl,name__sq,name__sv,name__tr,name__vec,name__vls,name__wa,name,wikipedia__de,wikipedia__lt,wikipedia__pl,gender,birth_date,given_name,original_wikiname,name__la,name__ja,name__ru,name__uk,name__el,name__zh,name__be,name__lv,name__ie,name__sr,name__fa,name__ko,name__vi,name__sgs,wikipedia__bat_smg,wikipedia__be,wikipedia__ca,wikipedia__da,wikipedia__el,wikipedia__en,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fr,wikipedia__gl,wikipedia__ie,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__nl,wikipedia__ru,wikipedia__sr,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh,image,identifier__freebase,identifier__parlement,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,name__oc,wikipedia__eo,wikipedia__fi,identifier__EuroparlMEP,name__he,name__id,name__ar,name__be_tarask,name__io,wikipedia__ar,wikipedia__be_x_old,wikipedia__cs,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pt,wikipedia__plwikiquote,identifier__NTA,name__ltg,name__yo,name__mg,wikipedia__af,wikipedia__ltg,wikipedia__ltwikiquote,wikipedia__mg,wikipedia__svwikiquote,wikipedia__yo,name__ka,wikipedia__ka,identifier__Munzinger,identifier__LNB,wikipedia__enwikiquote,wikipedia__ro,death_date,name__az,wikipedia__az,identifier__NUKAT,name__de_ch,website,wikipedia__ast,wikipedia__br,wikipedia__commons,last_seen,identifier__GTAA,family_name,twitter,facebook,identifier__PACE,wikipedia__hsb,name__hsb,wikipedia__bg,name__bg,name__zh_hant,name__zh_cn,occupation,name__en_ca,name__en_gb,wikipedia__sq,identifier__google_knowledge,wikipedia__hu,identifier__NNDB,wikipedia__simple,identifier__BIBSYS,identifier__NLP,wikipedia__vo,name__ba,wikipedia__ba,name__hy,wikipedia__hy,name__lfn,name__pt_br,identifier__FAST,wikipedia__ruwikinews,name__sr_el,name__sr_ec,name__mn,name__zh_hans,wikipedia__hr,wikipedia__mn,wikipedia__sk,wikipedia__sl,wikipedia__cswikiquote,name__ty,name__fo,name__kl,wikipedia__cy,wikipedia__ml,instagram,identifier__youtube,name__ml
Q27832203,Kęstutis Bacvinka,Kęstutis Bacvinka,Kęstutis Bacvinka,Kęstutis Bacvinka,,,,Kęstutis Bacvinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kęstutis Bacvinka,Kęstutis Bacvinka,Kęstutis Bacvinka,male,1967-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,forester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27832774,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,,,Aurimas Gaidžiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,Aurimas Gaidžiūnas,male,1967-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27833521,Gintarė Skaistė,Gintarė Skaistė,Gintarė Skaistė,Gintarė Skaistė,Gintarė Skaistė,,,Gintarė Skaistė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gintarė Skaistė,Gintarė Skaistė,Gintarė Skaistė,Gintarė Skaistė,female,1981-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27849267,Justas Džiugelis,Justas Džiugelis,Justas Džiugelis,Justas Džiugelis,Justas Džiugelis,,,Justas Džiugelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justas Džiugelis,Justas Džiugelis,Justas Džiugelis,,male,1987-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27849973,Guoda Burokienė,Guoda Burokienė,Guoda Burokienė,Guoda Burokienė,Guoda Burokienė,,,Guoda Burokienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guoda Burokienė,Guoda Burokienė,Guoda Burokienė,Guoda Burokienė,female,1970-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27849997,Vida Ačienė,Vida Ačienė,Vida Ačienė,Vida Ačienė,Vida Ačienė,,,Vida Ačienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vida Ačienė,Vida Ačienė,Vida Ačienė,Vida Ačienė,female,1963-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27855494,Dainius Gaižauskas,Dainius Gaižauskas,Dainius Gaižauskas,Dainius Gaižauskas,Dainius Gaižauskas,,,Dainius Gaižauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dainius Gaižauskas,Dainius Gaižauskas,Dainius Gaižauskas,Dainius Gaižauskas,male,1975-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q27976531,Arvydas Nekrošius,Arvydas Nekrošius,Arvydas Nekrošius,Arvydas Nekrošius,Arvydas Nekrošius,,,Arvydas Nekrošius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arvydas Nekrošius,Arvydas Nekrošius,Arvydas Nekrošius,Arvydas Nekrošius,male,1984-03-10,,,,,,,,,,,,,,,,,,,,,,Arvydas Nekrošius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28335750,Greta Kildišienė,Greta Kildišienė,Greta Kildišienė,Greta Kildišienė,Greta Kildišienė,,,Greta Kildišienė,,Greta Kildišienė,,,Greta Kildišienė,,,Greta Kildišienė,,Greta Kildišienė,,,,Greta Kildišienė,,,,,,,,,Greta Kildišienė,,,,,,,Greta Kildišienė,,,,,Greta Kildišienė,,Greta Kildišienė,,,,,,,Greta Kildišienė,,,,,Greta Kildišienė,Greta Kildišienė,Greta Kildišienė,Greta Kildišienė,female,1985-03-06,Greta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greta Kildišienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greta Kildišienė,,,,,,,
Q28370180,Virginija Vingrienė,Virginija Vingrienė,Virginija Vingrienė,Virginija Vingrienė,Virginija Vingrienė,,,Virginija Vingrienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virginija Vingrienė,Virginija Vingrienė,Virginija Vingrienė,Virginija Vingrienė,female,1971-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28370711,Gintautas Kindurys,Gintautas Kindurys,Gintautas Kindurys,Gintautas Kindurys,Gintautas Kindurys,,,Gintautas Kindurys,,,,,,,,,,Gintautas Kindurys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gintautas Kindurys,Gintautas Kindurys,Gintautas Kindurys,Gintautas Kindurys,male,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28370953,Asta Kubilienė,Asta Kubilienė,Asta Kubilienė,Asta Kubilienė,Asta Kubilienė,,,Asta Kubilienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asta Kubilienė,Asta Kubilienė,Asta Kubilienė,Asta Kubilienė,female,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28371206,Laimutė Matkevičienė,Laimutė Matkevičienė,Laimutė Matkevičienė,Laimutė Matkevičienė,Laimutė Matkevičienė,,,Laimutė Matkevičienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laimutė Matkevičienė,Laimutė Matkevičienė,Laimutė Matkevičienė,Laimutė Matkevičienė,female,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,internist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28371741,Kęstutis Mažeika,Kęstutis Mažeika,Kęstutis Mažeika,Kęstutis Mažeika,Kęstutis Mažeika,,,Kęstutis Mažeika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kęstutis Mažeika,Kęstutis Mažeika,Kęstutis Mažeika,Kęstutis Mažeika,male,1982-04-28,,,,,,Кейстутис Мажейка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кейстутис Мажейка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28376223,Tomas Tomilinas,Tomas Tomilinas,Tomas Tomilinas,Tomas Tomilinas,Tomas Tomilinas,,,Tomas Tomilinas,,,,,,,,,,Tomas Tomilinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tomas Tomilinas,Tomas Tomilinas,Tomas Tomilinas,Tomas Tomilinas,male,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28376640,Aušrinė Norkienė,Aušrinė Norkienė,Aušrinė Norkienė,Aušrinė Norkienė,Aušrinė Norkienė,,,Aušrinė Norkienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aušrinė Norkienė,Aušrinė Norkienė,Aušrinė Norkienė,Aušrinė Norkienė,female,1975,,,,,,,,,,,,,,,,,,,,,,Aušrinė Norkienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28376998,Aušra Papirtienė,Aušra Papirtienė,Aušra Papirtienė,Aušra Papirtienė,Aušra Papirtienė,,,Aušra Papirtienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aušra Papirtienė,Aušra Papirtienė,Aušra Papirtienė,Aušra Papirtienė,female,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28735068,Laurynas Kasčiūnas,Laurynas Kasčiūnas,Laurynas Kasčiūnas,Laurynas Kasčiūnas,Laurynas Kasčiūnas,,,Laurynas Kasčiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurynas Kasčiūnas,Laurynas Kasčiūnas,Laurynas Kasčiūnas,Laurynas Kasčiūnas,male,1981-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0000 0000 4834 6423,19128068,,n2007020677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,political scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28933945,Agnė Širinskienė,Agnė Širinskienė,Agnė Širinskienė,Agnė Širinskienė,Agnė Širinskienė,,,Agnė Širinskienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agnė Širinskienė,Agnė Širinskienė,Agnė Širinskienė,Agnė Širinskienė,female,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,university teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28934118,Lauras Stacevičius,Lauras Stacevičius,Lauras Stacevičius,Lauras Stacevičius,Lauras Stacevičius,,,Lauras Stacevičius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lauras Stacevičius,Lauras Stacevičius,Lauras Stacevičius,Lauras Stacevičius,male,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28934148,Robertas Šarknickas,Robertas Šarknickas,Robertas Šarknickas,Robertas Šarknickas,Robertas Šarknickas,,,Robertas Šarknickas,,,,,,,,,,,,,,Robertas Šarknickas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robertas Šarknickas,,,,,,,Robertas Šarknickas,Robertas Šarknickas,Robertas Šarknickas,Robertas Šarknickas,male,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stage actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28934185,Petras Valiūnas,Petras Valiūnas,Petras Valiūnas,Petras Valiūnas,Petras Valiūnas,,,Petras Valiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petras Valiūnas,Petras Valiūnas,Petras Valiūnas,Petras Valiūnas,male,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,agronomist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28934208,Gintaras Vaičekauskas,Gintaras Vaičekauskas,Gintaras Vaičekauskas,Gintaras Vaičekauskas,Gintaras Vaičekauskas,,,Gintaras Vaičekauskas,,,,,,,,,,,,,,Gintaras Vaičekauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gintaras Vaičekauskas,,,,,,,Gintaras Vaičekauskas,Gintaras Vaičekauskas,Gintaras Vaičekauskas,Gintaras Vaičekauskas,male,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q28934501,Gediminas Vasiliauskas,Gediminas Vasiliauskas,Gediminas Vasiliauskas,Gediminas Vasiliauskas,Gediminas Vasiliauskas,,,Gediminas Vasiliauskas,,,,,,,,,,Gediminas Vasiliauskas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gediminas Vasiliauskas,,,,,,,Gediminas Vasiliauskas,Gediminas Vasiliauskas,Gediminas Vasiliauskas,Gediminas Vasiliauskas,male,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3182186,Domas Petrulis,Domas Petrulis,Domas Petrulis,Domas Petrulis,Domas Petrulis,,,Domas Petrulis,,,,,,,,,,Domas Petrulis,,,,Domas Petrulis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domas Petrulis,,,,,,,Domas Petrulis,Domas Petrulis,Domas Petrulis,Domas Petrulis,male,1981-09-11,Domas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Petrulis,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q336647,Jonas Kondrotas,Jonas Kondrotas,Jonas Kondrotas,Jonas Kondrotas,Jonas Kondrotas,,,Jonas Kondrotas,,,,,,,,,,Jonas Kondrotas,,,,Jonas Kondrotas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jonas Kondrotas,,,,,,,Jonas Kondrotas,Jonas Kondrotas,Jonas Kondrotas,Jonas Kondrotas,male,1943-08-15,Jonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q339166,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,Vincė Vaidevutė Margevičienė,female,1949-05-12,Vincė,,,,,,,,,,,,,,,,,,,,,Vincė Vaidevutė Margevičienė,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q345625,Linas Antanas Linkevičius,Linas Antanas Linkevičius,Linas Linkevičius,Linas Antanas Linkevičius,Linas Antanas Linkevičius,,,,,,,,,Linas Linkevičius,,,,Linas Antanas Linkevičius,Linas Linkevičius,,,Linas Linkevičius,,,,,,,Linas Antanas Linkevičius,,Linas Linkevičius,,,,,,,,,,,,,,,,,,,Linas Antanas Linkevičius,,,Linas Linkevicius,,,,Linas Antanas Linkevičius,Linas Antanas Linkevičius,Linas Antanas Linkevičius,Linas Linkevičius,male,1961-01-06,Linas,,Linus Antonius Linkevičius,リナス・アンタナス・リンケヴィチウス,Линас Антанас Линкявичюс,Лінас Антанас Лінкявічюс,,,Лінас Антанас Лінкявічус,,Linas Antanas Linkevičius,,,리나스 안타나스 린케비추스,,,,Лінас Антанас Лінкявічус,,,,Linas Antanas Linkevičius,,Linas Linkevičius,,Linas Linkevičius,,Linas Antanas Linkevičius,Linas Linkevičius,Linas Linkevičius,,,Linus Antonius Linkevičius,,,Linas Linkevičius,"Линкявичюс, Линас Антанас",,,Linas Linkevicius,Лінас Антанас Лінкявічюс,,,https://upload.wikimedia.org/wikipedia/commons/9/9b/Foreign_Minister_of_Lithuania_Linas_Linkevičius_in_Tallinn._13.03.2013.jpg,/m/0pb5py7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Linas Antanas Linkevičius,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,Linas Linkevičius,,,,,,,,
Q3460966,Edmundas Jonyla,Edmundas Jonyla,Edmundas Jonyla,Edmundas Jonyla,Edmundas Jonyla,,,Edmundas Jonyla,,,,,,,,,,Edmundas Jonyla,,,,Edmundas Jonyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edmundas Jonyla,,,,,,,Edmundas Jonyla,Edmundas Jonyla,Edmundas Jonyla,Edmundas Jonyla,male,1952-05-06,Edmundas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3467052,Antanas Matulas,Antanas Matulas,Antanas Matulas,Antanas Matulas,Antanas Matulas,,,Antanas Matulas,,,,,,,,,,Antanas Matulas,,,,Antanas Matulas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antanas Matulas,,,,,,,Antanas Matulas,Antanas Matulas,Antanas Matulas,Antanas Matulas,male,1956-07-01,Antanas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3467069,Valentinas Stundys,Valentinas Stundys,Valentinas Stundys,Valentinas Stundys,Valentinas Stundys,,,Valentinas Stundys,,,,,,,,,,Valentinas Stundys,,,,Valentinas Stundys,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valentinas Stundys,,,,,,,Valentinas Stundys,Valentinas Stundys,Valentinas Stundys,Valentinas Stundys,male,1960-10-17,Valentinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stundys,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3498754,Stasys Brundza,Stasys Brundza,Stasys Brundza,Stasys Brundza,Stasys Brundza,,,Stasys Brundza,,,,,,Stasys Brundza,,,,Stasys Brundza,,,,Stasys Brundza,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stasys Brundza,,,,,,,Stasys Brundza,Stasys Brundza,Stasys Brundza,Stasys Brundza,male,1947-02-22,Stasys,,,,"Брундза, Стасис Казевич",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Брундза, Стасис Казевич",,,,,,,,,,,,,,,,,,,,,,,,,,,Stasys Brundza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
