id,name__en,name__ga,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__ga,gender,given_name,website,original_wikiname,name__ru,birth_date,name__es,name__nb,name__da,name__nn,name__sv,name__hu,wikipedia__de,identifier__VIAF,identifier__ISNI,identifier__BNF,identifier__SUDOC,death_date,identifier__BNE,image,wikipedia__nl,identifier__freebase,name__pl,wikipedia__fr,wikipedia__pl,family_name,identifier__EuroparlMEP,name__sco,wikipedia__sco,name__fi,name__ca,wikipedia__ca,wikipedia__fi,wikipedia__commons,name__ro,wikipedia__ro,wikipedia__sv,name__it,name__gv,name__tr,name__ie,name__zh,wikipedia__gv,wikipedia__ie,wikipedia__it,wikipedia__tr,wikipedia__zh,identifier__LCAuth,name__cy,wikipedia__plwikiquote,identifier__Britannica,name__lb,name__eu,name__qu,name__gd,name__ko,name__be,name__yo,name__ms,name__gl,name__et,name__ja,name__sh,name__pt,name__sr,name__uk,name__la,name__cs,name__bg,name__pt_br,name__ta,name__el,name__eo,name__war,name__lmo,name__oc,name__lt,name__fa,name__he,name__hy,name__ar,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__cs,wikipedia__cy,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hy,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__lt,wikipedia__ms,wikipedia__no,wikipedia__pt,wikipedia__qu,wikipedia__ru,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__uk,wikipedia__war,wikipedia__yo,identifier__NNDB,identifier__parlement,identifier__IMDB,identifier__FAST,identifier__N6I,name__br,wikipedia__br,name__id,name__bn,name__be_tarask,name__ckb,name__az,name__af,name__hi,wikipedia__af,wikipedia__az,wikipedia__be_x_old,wikipedia__bn,wikipedia__ckb,wikipedia__hiwikiquote,wikipedia__id,wikipedia__nn,identifier__GND,identifier__NTA,identifier__Munzinger,identifier__journalisted,identifier__hansard,identifier__TWFY,identifier__parliamentary_record,identifier__bbc_democracy_live,twitter,wikipedia__itwikiquote,identifier__OpenPlaques,wikipedia__vi,name__vi,name__bar,name__zh_hant,name__zh_cn,identifier__PACE,identifier__parliamentDOTuk,name__hsb,wikipedia__hsb,identifier__google_knowledge,identifier__guardian_topic,occupation,identifier__GTAA,identifier__snac,wikipedia__enwikinews,facebook,identifier__quora,identifier__BBC_things,name__en_gb,wikipedia__hi,wikipedia__is,name__is,name__mr,wikipedia__hu,wikipedia__mr,wikipedia__ta,name__hr,name__sk,name__tt,wikipedia__tt,name__fo,name__kl,name__kana,identifier__BIBSYS,name__en_ca,identifier__SELIBR,name__sl,wikipedia__lrc,identifier__bigenc_ru,name__an,name__ast,name__bm,name__co,name__de_at,name__de_ch,name__frc,name__frp,name__fur,name__gsw,name__ia,name__io,name__jam,name__kab,name__kg,name__li,name__lij,name__mg,name__min,name__nap,name__nds,name__nds_nl,name__nrm,name__pap,name__pcd,name__pms,name__prg,name__rgn,name__rm,name__sc,name__scn,name__sw,name__vec,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,identifier__NUKAT,name__lv,identifier__rush,name__lrc,honorific_suffix,identifier__oireachtas,identifier__Oxforddnb,identifier__national_archives,identifier__OLID,identifier__wikitree,noble_title,name__zh_hans,name__zh_hk,name__zh_sg,name__zh_tw,wikipedia__hr,identifier__NLI,identifier__ne_se,identifier__GNC,identifier__NLAtrove,wikipedia__oc,name__kk,wikipedia__kk,identifier__DoUB,identifier__CTHS,name__sr_el,name__fy,wikipedia__ast,wikipedia__fy,identifier__CLARA,name__tl,identifier__persee,identifier__BAV,identifier__NLA,name__ka,wikipedia__io,wikipedia__ka,identifier__CONOR,identifier__nlg,identifier__Gutenberg,name__th,wikipedia__th,name__sr_ec,wikipedia__svwikiquote,name__mk,name__lzh,name__yue,name__kn,name__szl,name__nan,wikipedia__frwikiquote,wikipedia__kn,wikipedia__mk,wikipedia__nnwikiquote,wikipedia__sk,wikipedia__szl,wikipedia__ur,wikipedia__zh_classical,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__NPG,identifier__CANTIC,wikipedia__pms,wikipedia__slwikiquote,wikipedia__ukwikiquote,wikipedia__itwikisource,wikipedia__lv,wikipedia__simplewikiquote,identifier__NKC,identifier__NLP,identifier__LNB,name__bs,wikipedia__bs,name__pnb,name__ku,name__ur,wikipedia__ku,wikipedia__pnb,wikipedia__sl,identifier__nobel_prize,name__ext,wikipedia__mg,identifier__britishmuseum,wikipedia__cswikiquote,identifier__CSPAN,identifier__NDL,identifier__LAC,identifier__BVMC,wikipedia__dewikiquote,identifier__filmportal_de,identifier__kinopoisk,identifier__allmovie,name__ml,name__uz,wikipedia__ml,wikipedia__uz,identifier__ricorso,identifier__ainm,name__ty,wikipedia__wuu,name__wuu,name__ee,wikipedia__min,wikipedia__fo,identifier__CiNii,identifier__ni_assembly,identifier__parliamentid,identifier__ukparliamentid,wikipedia__vo
Q7459476,Seán Calleary,,Seán Calleary,Seán Calleary,Seán Calleary,Seán Calleary,Seán Calleary,,male,Seán,,,,1931-10-27,,,,,,,,,,,,2018-06-04,,,,,,,,Calleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Calleary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Calleary.D.1973-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459482,Seán Casey,Seán Casey,Seán Casey,Seán Casey,Seán Casey,Seán Casey,Seán Casey,Seán Casey,male,Seán,,,,1922-05-09,,,,,,,,,,,,1967-04-29,,,,,,,,Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,شون كيسي,شون كيسي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Casey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Casey.D.1954-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459490,Seán Connick,,Seán Connick,Seán Connick,Seán Connick,Seán Connick,Seán Connick,,male,Seán,,,,1963-08-27,,,,,,,,,,,,,,,,,,,,Connick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Connick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Connick.D.2007-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459491,Seán Conlan,Seán Conlan,Seán Conlan,Seán Conlan,Seán Conlan,Seán Conlan,Seán Conlan,Seán Conlan,male,Seán,http://www.seanconlan.ie/,,,1975,Seán Conlan,,,,,Seán Conlan,,,,,,,,,,,,,,Conlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Conlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sean-Conlan.D.2011-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459496,Seán Crowe,Seán Crowe,Seán Crowe,Seán Crowe,Seán Crowe,Seán Crowe,Seán Crowe,Seán Crowe,male,Seán,http://www.seancrowe.ie/,,,1957-03-07,Seán Crowe,,,,,Seán Crowe,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ee/Seán_Crowe_2014_cropped.jpg,,/m/06vbx6,,,,Crowe,,,,,Seán Crowe,Seán Crowe,,Category:Seán Crowe,,,,,,,,,,,,,,,,,,,,,,,,,,Seán Crowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeanCroweTD,,,,,,,,7526,,,,,,politician,,,,seancrowesinnfein,,,,,,,,,,,,,,,,,,,,,Seán Crowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Crowe.D.2002-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459506,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty,Seán Doherty (Mayo politician),Seán Doherty (Maigh Eo),male,Seán,,,,,,,,,,,,,,,,1985-03-17,,,,,,,,Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Doherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Doherty.D.1957-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459524,Seán French,Seán French,Seán French,Seán French,Seán French,Seán French,Seán French (1931–2011),Seán French (1931–2011),male,Seán,,,,1931-11-08,,,,,,,,,,,,2011-12-25,,,,,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-French.D.1967-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459529,Seán Hayes,Seán Hayes,Seán Hayes,Seán Hayes,Seán Hayes,Seán Hayes,Seán Hayes (Tipperary politician),Seán Hayes (Tiobraid Árann),male,Seán,,,,1890,,,,,,,,,,,,1968-02-16,,,,,,,,Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Hayes.D.1927-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459557,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy (Cork politician),Seán McCarthy (Corcaigh),male,Seán,,,,1889,,,,,,,,,,,,1974-03-14,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-MacCarthy.D.1944-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459558,Seán McCarthy,,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy,Seán McCarthy (Tipperary politician),,male,Seán,,,,1937-01-01,,,,,,,,,,,,,,,,,,,,McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-McCarthy.D.1981-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459563,Seán McGarry,Seán McGarry,Seán McGarry,,Seán McGarry,Seán McGarry,Seán McGarry,Seán McGarry,male,Seán,,,,1886-08-02,Seán McGarry,,,,,Seán McGarry,,,,,,1958-12-09,,,,,,,,McGarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-McGarry.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459596,Seán Power,,Seán Power,Seán Power,Seán Power,Seán Power,Seán Power (politician),,male,Seán,,,Шон Пауэр,1960-10-14,Seán Power,Seán Power,Seán Power,Seán Power,Seán Power,Seán Power,,,,,,,,,,,,,,Power,,Seán Power,Seán Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,شون باور,شون باور (سياسي),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seán-Power.D.1989-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7459611,Seán Tubridy,Seán Ó Tiobraide,Seán Tubridy,Seán Tubridy,Seán Tubridy,Seán Tubridy,Seán Tubridy,Seán Ó Tiobraide,male,Seán,,,,1897,Seán Tubridy,,,,,Seán Tubridy,,,,,,1939-07-15,,,,,,,,Tubridy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Seán Tubridy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr-Seán-Tubridy.D.1927-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7527762,"Sir John Esmonde, 16th Baronet","John Esmonde, Bairnéad an 16ú",,"Sir John Esmonde, 16th Baronet",Sir John Esmonde,"Sir John Esmonde, 16th Baronet","Sir John Esmonde, 16th Baronet","John Esmonde, an 16ú Bairnéad",male,John,,,,1928-06-27,"Sir John Esmonde, 16th Baronet",,,,,"Sir John Esmonde, 16th Baronet",,,,,,1987-05-16,,,,,,,,Esmonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,"Sir John Esmonde, 16th Baronet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John-Grattan-Esmonde.D.1973-03-14,,,,,baronet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7527764,"Sir John Esmonde, 14th Baronet","John Esmonde, Bairnéad an 14ú","Sir John Esmonde, 14th Baronet","Sir John Esmonde, 14th Baronet",Sir John Esmonde,"Sir John Esmonde, 14th Baronet","Sir John Esmonde, 14th Baronet","John Esmonde, Bairnéad an 14ú",male,John,,,,1893-02-05,"Sir John Esmonde, 14th Baronet",,,,"Sir John Esmonde, 14th Baronet","Sir John Esmonde, 14th Baronet",,,,,,1958-07-06,,,,,,,,Esmonde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mr-john-esmonde-1,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,"Sir John Esmonde, 14th Baronet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7476,,,John-Lymbrick-Esmonde.D.1937-07-21,,,,,baronet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7608960,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,Stephen Coughlan,male,Stephen,,,,1910-12-26,Stephen Coughlan,,,,,,,28534206,0000 0000 2860 320X,,,1994-12-20,,,,,,,,Coughlan,,,,,,,,,,,,Stephen Coughlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Coughlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen-Coughlan.D.1961-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7609626,Stephen Jordan,Stephen Jordan,Stephen Jordan,,,Stephen Jordan,Stephen Jordan (politician),Stephen Jordan,male,Stephen,,,,1886-12-26,Stephen Jordan,,,,,,,,,,,1975-09-15,,,,,,,,Jordan,,,,Stephen Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen-Jordan.D.1927-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q76139,Gerry Adams,Gearóid Mac Ádhaimh,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,male,Gerry,http://www.sinnfein.ie/contents/20204,,Джерри Адамс,1948-10-06,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,9941260,0000 0001 0869 0534,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b2/Gerry_Adams_Easter_Lily_Badge_cropped.jpg,Gerry Adams,/m/09hmj,Gerry Adams,Gerry Adams,Gerry Adams,Adams,,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,,,Gerry Adams,Gerry Adams,,,,盖瑞·亚当斯,,,Gerry Adams,,格里·亚当斯,n83142260,Gerry Adams,Gerry Adams,biography/Gerry-Adams,,Gerry Adams,,,게리 애덤스,Джэры Адамс,,,Gerry Adams,Gerry Adams,ジェリー・アダムズ,,Gerry Adams,,Джеррі Адамс,Geraldus Adams,Gerry Adams,Джери Адамс,,,,Gerry Adams,,,Gerry Adams,,جری آدامز,ג'רי אדמס,Ջերի Ադամս,جيري آدمز,جيري آدمز,Джэры Адамс,Джери Адамс,Gerry Adams,Gerry Adams,Gerry Adams,,Gerry Adams,,Gerry Adams,Gerry Adams,Gerry Adams,Gerry Adams,جری آدامز,,Gerry Adams,ג'רי אדמס,,,게리 애덤스,Geraldus Adams,,,,,Gerry Adams,Gerry Adams,,"Адамс, Джерри",,Gerry Adams,,Джеррі Адамс,,,917/000024845,,,115518,,Gerry Adams,Gerry Adams,Gerry Adams,জেরি এডামস,Джэры Адамз,جێری ئادامز,Cerri Adams,Gerry Adams,गेरी एडम्स,Gerry Adams,Cerri Adams,Джэры Адамз,জেরি এডামস,جێری ئادامز,गेरी एडम्स,Gerry Adams,Gerry Adams,118896245,072903600,,gerry-adams,mr-gerry-adams,gerry_adams,Gerry-Adams/Belfast-West/1,25791,GerryAdamsSF,,,Gerry Adams,Gerry Adams,,,,,Commons/member/645,,,,politics/gerryadams,politician,75367,w67j7g73,Category:Gerry Adams,gerry.adams.503,Gerry-Adams,b07bd079-fdf1-4922-bcdf-8b1ef55b16cf,,,,,,,,,,,,,,,,90347762,,,Gerry Adams,جاٛری آدامز,,,Gerry Adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2007011408,,41,جری آدامز,,Gerry-Adams.D.2011-03-09,,,,,,,,,,,,gerry-adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mp95330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a/Adams_G/life,,,,,,,,,1,,G9BdbC5t,
Q7665851,Séamus Doyle,Séamus Doyle,Séamus Doyle,,,Séamus Doyle,Séamus Doyle,Séamus Doyle,male,Séamus,,,,1891,,,,,,,,,,,,1971-04-30,,,,,,,,Doyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Séamus-Doyle.D.1921-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7665856,Séamus Healy,Séamus Healy,Séamus Healy,Séamus Healy,Séamus Healy,Séamus Healy,Séamus Healy,Séamus Healy,male,Séamus,,,,1950-08-09,Séamus Healy,,,,,Séamus Healy,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/61/Séamus_Healy_2015.jpg,,,,,,Healy,,,,,,,,,,,,,,,,詹姆斯·希利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeamusHealyTD,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,Séamus Healy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seamus-Healy.D.2000-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7665863,Séamus Keely,Séamus Keely,Séamus Keely,,,Séamus Keely,Séamus Keely,Séamus Keely,male,Séamus,,,,1889-12-28,,,,,,,,,,,,1974-03-20,,,,,,,,Keely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Séamus-P-Keely.D.1933-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
