id,name__nl,name__en,name__tl,name__es,name__de,name__fr,name__hu,name__ja,name,wikipedia__en,wikipedia__nl,wikipedia__tl,gender,identifier__VIAF,birth_date,given_name,original_wikiname,wikipedia__de,name__pl,name__ru,name__it,name__nb,name__da,name__nn,name__sv,name__id,wikipedia__es,wikipedia__fr,wikipedia__id,wikipedia__it,wikipedia__pl,wikipedia__ru,image,identifier__ISNI,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__NTA,identifier__Munzinger,twitter,identifier__FAST,name__bcl,name__ilo,name__zh,wikipedia__bcl,wikipedia__commons,wikipedia__ilo,name__zh_hans,name__zh_hant,name__zh_hk,name__pam,name__pag,name__qu,name__ko,name__he,name__uz,name__ceb,name__cbk_zam,name__lv,name__vi,name__el,name__ia,name__ga,name__ar,name__pt,name__ro,name__th,name__fi,name__la,name__war,name__cs,name__az,name__hr,name__ca,name__af,name__an,name__br,name__eo,name__et,name__eu,name__gl,name__is,name__lb,name__lmo,name__lt,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__tr,name__wa,name__gsw,name__fa,name__uk,name__kk,name__ms,name__sr,name__my,wikipedia__ar,wikipedia__az,wikipedia__ca,wikipedia__cbk_zam,wikipedia__ceb,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikiquote,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gl,wikipedia__he,wikipedia__hr,wikipedia__ia,wikipedia__itwikiquote,wikipedia__ja,wikipedia__kk,wikipedia__ko,wikipedia__la,wikipedia__lv,wikipedia__ms,wikipedia__my,wikipedia__no,wikipedia__pag,wikipedia__pam,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__sr,wikipedia__sv,wikipedia__th,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__zh,identifier__BNF,identifier__IMDB,website,identifier__NNDB,death_date,name__nan,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__ml,name__bg,name__co,name__de_ch,name__en_ca,name__en_gb,name__fo,name__fy,name__haw,name__io,name__ksh,name__mg,name__nds,name__oc,name__pap,name__pdc,name__pih,name__pt_br,name__scn,name__sco,name__sc,name__yo,name__ta,name__hy,name__bn,name__am,name__be,name__gu,name__ha,name__ht,name__ig,name__km,name__ku,name__ur,wikipedia__af,wikipedia__als,wikipedia__am,wikipedia__be,wikipedia__bg,wikipedia__bgwikiquote,wikipedia__bn,wikipedia__co,wikipedia__dewikiquote,wikipedia__eo,wikipedia__fo,wikipedia__fy,wikipedia__ha,wikipedia__haw,wikipedia__ht,wikipedia__ig,wikipedia__io,wikipedia__is,wikipedia__jv,wikipedia__km,wikipedia__ksh,wikipedia__ku,wikipedia__lb,wikipedia__mg,wikipedia__ml,wikipedia__nds,wikipedia__nn,wikipedia__oc,wikipedia__pap,wikipedia__pdc,wikipedia__pih,wikipedia__plwikiquote,wikipedia__pms,wikipedia__scn,wikipedia__sco,wikipedia__sc,wikipedia__simple,wikipedia__sq,wikipedia__ta,wikipedia__ur,wikipedia__yo,wikipedia__zh_min_nan,identifier__CiNii,identifier__NDL,identifier__GTAA,name__ast,name__bar,name__cy,name__de_at,name__frp,name__fur,name__gd,name__ie,name__kg,name__li,name__lij,name__min,name__nap,name__nrm,name__pcd,name__rm,name__sr_el,name__sw,name__vec,name__vls,name__vo,name__wo,name__zu,name__mk,name__yue,name__mr,name__ka,wikipedia__br,wikipedia__enwikisource,wikipedia__hy,wikipedia__ka,wikipedia__lt,wikipedia__mk,wikipedia__mr,wikipedia__sk,wikipedia__sw,wikipedia__zh_yue,identifier__NLA,family_name,identifier__AlloCine,identifier__allmovie,identifier__SFDb,identifier__CSFD,occupation,identifier__wikitree,wikipedia__fawikiquote,facebook,wikipedia__bi,name__bi,identifier__nyt_topic,wikipedia__enwikinews,identifier__snac,name__ty,identifier__quora,wikipedia__thwikiquote
Q4703841,Al Francis Bichara,Al Francis Bichara,Al Francis Bichara,Al Francis Bichara,Al Francis Bichara,Al Francis Bichara,Al Francis Bichara,,Al Francis Bichara,Francis Bichara,,Al Francis Bichara,male,,1952-09-17,Al,Al Francis Bichara,Al Francis Bichara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4723556,Alfred Vargas,Alfred Vargas,Alfred Vargas,Alfred Vargas,Alfred Vargas,Alfred Vargas,Alfred Vargas,,Alfred Vargas,Alfred Vargas,,Alfred Vargas,male,,1981-10-24,Alfred,Alfred Vargas,,,,Alfred Vargas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1368756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,,,,,,,
Q4777091,Antonio del Rosario,Antonio del Rosario,Antonio Del Rosario,,Antonio del Rosario,Antonio del Rosario,,,Antonio del Rosario,Antonio del Rosario,,Antonio Del Rosario,male,,1946-04-13,Antonio,Antonio Del Rosario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,del Rosario,,,,,politician,,,,,,,,,,,
Q4792135,Arlene B. Arcillas,Arlene B. Arcillas,,Arlene B. Arcillas,,,Arlene B. Arcillas,,Arlene B. Arcillas,Arlene B. Arcillas,,,female,,1969-07-31,Arlene,Arlene B. Arcillas,,,,,,,,,,,,,,,,,,,,,,,,,,,Arlene B. Arcillas,,,,Arlene B. Arcillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4794715,Arnel Cerafica,Arnel Cerafica,,,Arnel Cerafica,Arnel Cerafica,,,Arnel Cerafica,Arnel Cerafica,,,male,,,,Arnel Cerafica,,,,Arnel Cerafica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4795443,Arnulfo Fuentebella,Arnulfo Fuentebella,Arnulfo Fuentebella,,Arnulfo Fuentebella,,,,Arnulfo Fuentebella,Arnulfo Fuentebella,Arnulfo Fuentebella,Arnulfo Fuentebella,male,,1945-10-29,,Arnulfo Fuentebella,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/2/22/Fuentebella-f.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4797889,Arthur B. Robes,Arthur B. Robes,,,,,,,Arthur B. Robes,Arthur Robes,,,male,,1963-11-06,Arthur,Arthur Robes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q4822523,Aurora Enerio-Cerilles,Aurora Enerio-Cerilles,,,,Aurora Enerio-Cerilles,,,Aurora Enerio-Cerilles,Aurora Enerio-Cerilles,,,female,,1949-09-17,Aurora,Aurora Enerio-Cerilles,,,,Aurora Enerio-Cerilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q486359,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,マニー・パッキャオ,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,male,151511376,1978-12-17,Manny,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,"Пакьяо, Мэнни",Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,"Пакьяо, Мэнни",https://upload.wikimedia.org/wikipedia/commons/d/d9/Senator_Manny_Pacquiao_083016.jpg,0000 0001 0168 2654,,n2010050756,,/m/03pmbb,,,MannyPacquiao,,Manny Pacquiao,Manny Pacquiao,曼尼·帕奎奥,Manny Pacquiao,Category:Manny Pacquiao,Manny Pacquiao,曼尼·帕奎奥,曼尼·帕奎奧,曼尼·帕奎奧,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,매니 파퀴아오,מני פקיאו,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Menijs Pakjao,Pacquiao,Μάνι Πακιάο,Emmanuel Pacquiao,Manny Pacquiao,ماني باكياو,Manny Pacquiao,Manny Pacquiao,แมนนี่ ปาเกียว,Manny Pacquiao,Emmanuel Pacquiao,Manny Pacquiao,Manny Pacquiao,Menni Pakyao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,مانی پاکیائو,Менні Пакьяо,Мэнни Пакьяо,Manny Pacquiao,Mani Pakjao,မန်နီ ပက်ကွီအို,ماني باكياو,Menni Pakyao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Μάνι Πακιάο,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,مانی پاکیائو,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,מני פקיאו,Manny Pacquiao,Emmanuel Pacquiao,Manny Pacquiao,マニー・パッキャオ,Мэнни Пакьяо,매니 파키아오,Emmanuel Pacquiao,Menijs Pakjao,Manny Pacquiao,မန်နီ ပက်ကွီအို,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,Mani Pakjao,Manny Pacquiao,แมนนี ปาเกียว,Manny Pacquiao,Менні Пак'яо,Менні Пак'яо,Manny Pacquiao,Manny Pacquiao,Manny Pacquiao,曼尼·帕奎奥,16977214x,nm1301525,http://pacman.craveonline.com,349/000351293,,,,,,,,,,,,,,,,,,,,,,,,,,Manny Pacquiao,,,,Մեննի Պակյաո,ম্যানি প্যাকিয়াও,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manny Pacquiao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Մեննի Պակյաո,,,,,,,,,,,,,,politician,Pacquiao-1,,MannyPacquiao,,,person/manny-pacquiao,,,,Manny-Pacquiao-boxer,
Q4883409,Bella Angara,Bellaflor Angara-Castillo,Bellaflor Angara-Castillo,Bellaflor Angara-Castillo,,Bella Angara,,,Bellaflor Angara-Castillo,Bella Angara,,Bellaflor Angara-Castillo,female,,1939-09-14,Bella,Bella Angara,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Bella_Angara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4887876,Benhur Salimbangon,Benhur Salimbangon,Benhur Salimbangon,,Benhur Salimbangon,Benhur Salimbangon,,,Benhur Salimbangon,Benhur Salimbangon,,Benhur Salimbangon,male,,1945-06-03,,Benhur Salimbangon,Benhur Salimbangon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5169661,,Corazon Nunez-Malanyaon,,,,,,,Corazon Nunez-Malanyaon,Corazon Nuñez-Malanyaon,,,female,,1949-08-22,,Corazon Nuñez-Malanyaon,,,,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/52/Benigno_S._Aquino_III_greets_Corazon_Malanyaon_(cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5209949,Dakila Cua,Dakila Cua,,,Dakila Cua,,,,Dakila Cua,Dakila Cua,,,male,,,,Dakila Cua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5219601,Danilo Fernandez,Danilo Fernandez,,,Danilo Fernandez,Danilo Fernandez,,,Danilo Fernandez,Danilo Fernandez,,,male,,1958,Danilo,Danilo Fernandez,,,,Danilo Fernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5279602,Diosdado Macapagal–Arroyo,Diosdado Macapagal–Arroyo,,Diosdado Macapagal–Arroyo,Diosdado Macapagal–Arroyo,,,,Diosdado Macapagal–Arroyo,Diosdado Macapagal Arroyo,,,male,,1974-09-04,,Dato Arroyo,,,Диосдадо Макапагал-Арройо,,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/3/3d/Gloria_Macapagal_Arroyo.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Դիոսդադո Մակապագալ Առոյո,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5335744,Edcel Lagman,Edcel Lagman,Edcel Lagman,Edcel Lagman,Edcel Lagman,Edcel Lagman,Edcel Lagman,,Edcel Lagman,Edcel Lagman,,Edcel Lagman,male,,1942-05-01,,Edcel Lagman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5349360,Eileen Ermita-Buhain,Eileen Ermita-Buhain,Eileen Ermita-Buhain,Eileen Ermita-Buhain,,Eileen Ermita-Buhain,Eileen Ermita-Buhain,,Eileen Ermita-Buhain,Eileen Ermita-Buhain,Eileen Ermita-Buhain,Eileen Ermita-Buhain,female,,1969-05-12,Eileen,Eileen Ermita-Buhain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5361378,Elisa Olga Kho,Elisa Olga Kho,Elisa Olga Kho,Elisa Olga Kho,Elisa Olga Kho,,,,Elisa Olga Kho,Elisa Olga Kho,,Elisa Olga Kho,female,,,Elisa,Elisa Olga Kho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5367306,"Elpidio Barzaga, Jr.","Elpidio Barzaga, Jr.",Elpidio Barzaga Jr.,"Elpidio Barzaga, Jr.",Elpidio Barzaga,,,,"Elpidio Barzaga, Jr.",Elpidio Barzaga Jr.,,Elpidio Barzaga Jr.,male,,1950-03-25,Elpidio,"Elpidio Barzaga, Jr.",Elpidio Barzaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5441063,,Federico Sandoval II,Federico Sandoval II,,,,,,Federico Sandoval II,Federico Sandoval II,,Federico Sandoval II,male,,1963-05-04,Federico,Federico Sandoval II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5444340,Ferjenel Biron,Ferjenel Biron,Ferjenel Biron,Ferjenel Biron,Ferjenel Biron,Ferjenel Biron,,,Ferjenel Biron,Ferjenel Biron,,Ferjenel Biron,male,,1964-12-24,,Ferjenel Biron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5491304,Franklin Bautista,Franklin Bautista,Franklin Bautista,Franklin Bautista,Franklin Bautista,Franklin Bautista,Franklin Bautista,,Franklin Bautista,Franklin Bautista,,Franklin Bautista,male,,1952-04-01,Franklin,Franklin Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5496959,Fredenil Castro,Fredenil Castro,Fredenil Castro,Fredenil Castro,Fredenil Castro,Fredenil Castro,Fredenil Castro,,Fredenil Castro,Fredenil Castro,,Fredenil Castro,male,,1951-04-27,,Fredenil Castro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5562939,Gina de Venecia,Gina de Venecia,,,Gina de Venecia,Gina de Venecia,,,Gina de Venecia,Gina de Venecia,,,female,,1949-02-15,Gina,Gina de Venecia,,,Джина де Венисия,Gina de Venecia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q568929,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,,,male,,"",,Ansaruddin Alonto Adiong,Ansaruddin Alonto Adiong,,,,,,,,,,,,,,,,,,,,/m/0gg7ryz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,
Q5969936,Lani Mercado,Lani Mercado,Lani Mercado,Lani Mercado,Lani Mercado,,,,Lani Mercado,Lani Mercado,,Lani Mercado,female,,1968-04-13,,Lani Mercado,,,,,,,,,,Lani Mercado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nm1235749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presenter,,,,,,,,,,,
