id,name__en,name,wikipedia__en,image,gender,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__BNF,identifier__SUDOC,identifier__CiNii,identifier__IMDB,identifier__NDL,identifier__NLA,birth_date,identifier__freebase,identifier__NKC,family_name,given_name,website,identifier__RSL,identifier__NLI,identifier__dmoz,identifier__NTA,identifier__BIBSYS,identifier__NUKAT,identifier__NNDB,identifier__CANTIC,identifier__Munzinger,identifier__GNC,identifier__EGAXA,identifier__Britannica,identifier__parlement,twitter,facebook,identifier__AlloCine,identifier__JewishEnc,death_date,identifier__MGP,identifier__BNE,identifier__PTBNP,identifier__BAV,birth_name,identifier__N6I,identifier__GTAA,identifier__MusicBrainz,identifier__discogs,identifier__SELIBR,identifier__OpenPlaques,identifier__NPG,identifier__NLP,name__he,wikipedia__he,name__zh,name__pl,name__eu,name__es,name__ta,name__af,name__oc,name__ms,name__hu,name__et,name__sq,name__el,name__bcl,name__my,name__nl,name__sv,name__ar,name__pt,name__is,name__eo,name__yi,name__ru,name__sr,name__tr,name__fi,name__uk,name__nn,name__io,name__sco,name__hr,name__tl,name__da,name__nan,name__gsw,name__ko,name__be,name__fr,name__lad,name__yo,name__lv,name__it,name__gl,name__de,name__id,name__ja,name__vi,name__wuu,name__sk,name__kn,name__fy,name__ro,name__ca,name__la,name__cy,name__war,name__cs,name__fa,name__bg,name__mr,name__arc,name__ka,name__nds,name__lt,name__nb,name__ckb,name__de_ch,name__en_ca,name__en_gb,name__pam,name__pt_br,name__sh,name__gv,name__az,name__ur,name__ie,name__arz,name__ml,name__mk,name__mzn,name__fo,name__hy,name__bn,wikipedia__af,wikipedia__als,wikipedia__arc,wikipedia__ar,wikipedia__arz,wikipedia__az,wikipedia__bcl,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__eswikiquote,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fawikinews,wikipedia__fi,wikipedia__fo,wikipedia__fr,wikipedia__fy,wikipedia__gl,wikipedia__gv,wikipedia__hewikinews,wikipedia__hewikiquote,wikipedia__hewikisource,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__kn,wikipedia__ko,wikipedia__lad,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__ml,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__mzn,wikipedia__nds,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ukwikiquote,wikipedia__ur,wikipedia__vi,wikipedia__war,wikipedia__wuu,wikipedia__yi,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh,name__hi,wikipedia__hi,name__jv,wikipedia__jv,wikipedia__simplewikiquote,name__mo,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__br,name__sr_el,name__sr_ec,name__ast,name__be_tarask,name__sl,name__ksh,wikipedia__ast,wikipedia__be_x_old,wikipedia__br,wikipedia__ksh,wikipedia__sl,wikipedia__trwikiquote,name__vmf,wikipedia__dewikiquote,name__pnb,name__scn,name__ku,name__qu,name__bs,name__yue,wikipedia__arwikiquote,wikipedia__bgwikiquote,wikipedia__bswikiquote,wikipedia__idwikiquote,wikipedia__ku,wikipedia__pnb,wikipedia__ptwikiquote,wikipedia__qu,wikipedia__scn,wikipedia__zh_yue,name__ga,name__tg_latn,name__mn,name__th,name__tg,wikipedia__bs,wikipedia__ga,wikipedia__mn,wikipedia__tg,wikipedia__th,name__ang,name__an,name__li,name__cv,name__kk,name__lb,name__nap,name__bar,name__tt,name__vo,name__de_at,name__min,name__lez,wikipedia__ang,wikipedia__an,wikipedia__bar,wikipedia__cv,wikipedia__fiwikiquote,wikipedia__kk,wikipedia__lb,wikipedia__lez,wikipedia__li,wikipedia__min,wikipedia__nap,wikipedia__nowikiquote,wikipedia__tt,wikipedia__vo,wikipedia__frwikiquote,name__mg,wikipedia__mg,name__uz,wikipedia__uz,name__os,wikipedia__mk,wikipedia__os,wikipedia__thwikiquote,name__szl,wikipedia__szl,name__ht,wikipedia__ht,wikipedia__liwikiquote,name__ba,name__pa,name__ku_arab,name__ku_latn,wikipedia__ba,wikipedia__pa,wikipedia__srwikiquote,wikipedia__svwikiquote,name__mwl,name__si,wikipedia__fawikiquote,wikipedia__mwl,wikipedia__si,wikipedia__slwikiquote,name__lij,name__new,name__nov,name__krc,wikipedia__azwikiquote,wikipedia__krc,wikipedia__kuwikiquote,wikipedia__lij,wikipedia__new,wikipedia__nlwikiquote,wikipedia__nov,name__sw,name__rue,name__wa,name__hif,name__sgs,name__pms,name__lrc,wikipedia__bat_smg,wikipedia__glwikiquote,wikipedia__hif,wikipedia__kowikiquote,wikipedia__lrc,wikipedia__pms,wikipedia__rue,wikipedia__ruwikisource,wikipedia__sw,wikipedia__wa,name__diq,wikipedia__diq,name__bm,name__co,name__frc,name__frp,name__fur,name__gd,name__ia,name__jam,name__kab,name__kg,name__nds_nl,name__nrm,name__pap,name__pcd,name__prg,name__rgn,name__rm,name__sc,name__vec,name__vls,name__wo,name__zu,wikipedia__kl,name__kl,identifier__NLAtrove,instagram,wikipedia__frwikinews,wikipedia__hywikiquote,wikipedia__azb,original_wikiname,identifier__FAST,identifier__OLID,identifier__NLC,identifier__rotten_tomatoes,identifier__BNC,name__azb,identifier__NSZL,identifier__ORCID,identifier__DoUB,identifier__SFDb,identifier__CSPAN,identifier__zbMATH,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,wikipedia__cawikiquote,name__ceb,name__eml,name__frr,name__hak,name__hsb,name__nah,name__zea,wikipedia__xmf,name__xmf,identifier__filmportal_de,identifier__senate_nl,identifier__allmovie,name__kana,identifier__PACE,identifier__SCOPE,identifier__CSFD,wikipedia__hsb,identifier__bigenc_ru,identifier__wikitree,wikipedia__ky,identifier__dialnet,identifier__google_knowledge,identifier__guardian_topic,wikipedia__bewikiquote,wikipedia__lmo,name__lmo,occupation,identifier__nobel_prize,identifier__livejournal,identifier__youtube,identifier__google_plus,identifier__nyt_topic,identifier__nlg,identifier__ne_se,name__dsb,name__pfl,name__als,name__ky,identifier__quora,identifier__snac,wikipedia__arwikinews,wikipedia__dewikinews,wikipedia__rowikinews,wikipedia__srwikinews,wikipedia__svwikinews,wikipedia__eswikinews,wikipedia__itwikinews,wikipedia__trwikinews,identifier__politifact,identifier__persee,wikipedia__gom,name__gom,identifier__BVMC,name__ext,identifier__DNF,identifier__BBC_things,wikipedia__ay,name__ay,political_alignment,identifier__LAC,email,name__ne,wikipedia__ne,pseudonym,identifier__LNB,identifier__NSK,wikipedia__tk,wikipedia__sm,name__tk,name__sm,identifier__CONOR,identifier__goodreads,wikipedia__got,name__got,wikipedia__lfn,name__lfn,name__hil,name__aeb_arab,name__mai,wikipedia__mai,wikipedia__zea,identifier__CTHS,identifier__google_scholar,name__te,identifier__flickr,name__mt,name__hyw,wikipedia__hyw
Q2914839,Danny Ayalon,דני אילון,Danny Ayalon,https://upload.wikimedia.org/wikipedia/commons/1/17/Dani_Ayalon_003.jpg,male,0000 0000 4358 2742,36620482,,no2004007899,,,,,,,1955-12-17,/m/0dm__p,,,Danny,http://www.dannyayalon.co.il,,,,,,,,,,,,,,,,,,,,,,,,,239645,,,,,,,דני אילון,דני אילון,丹尼·阿亞隆,Danijjel Ajjalon,,Danny Ayalon,,,,,Danny Ayalon,,,,,,Danny Ayalon,,داني أيالون,,,,,"Аялон, Даниэль",,Kategori:Danny Ayalon,,,,,,,,,,,,,Danny Ayalon,,,,,,Danny Ayalon,,,,,,,,,Danny Ayalon,,,,Danny Ajalon,دنی آیالون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,داني أيالون,,,,,,,,,Category:Daniel Ayalon,Danny Ajalon,Danny Ajalon,,,Danny Ayalon,,,,,,Danny Ayalon,,,,دنی آیالون,,,,Danny Ayalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danijjel Ajjalon,,,,"Аялон, Даниэль",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Ayalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,دنی آیالون,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diplomat,,,,,,,,,,,,,,,,,,,,,Kategori:Danny Ayalon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2914999,Ibrahim Sarsur,אבראהים צרצור,Ibrahim Sarsur,https://upload.wikimedia.org/wikipedia/commons/b/b4/Ibrahim_Sarsur.jpg,male,,253701910,,,,,,,,,1959-02-02,/m/0cfyc4,,,Ibrahim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,אבראהים צרצור,אבראהים צרצור,,Ibrahim Sarsur,,Ibrahim Sarsur,,,,,Ibrahim Sarsur,,,,,,Ibrahim Sarsur,,إبراهيم صرصور,Ibrahim Sarsur,,,,,,,Ibrahim Sarsur,,,,,,,,,,,,Ibrahim Sarsur,,,,,,Ibrahim Sarsur,,イブラーヒーム・サルスール,,,,,,,Ibrahim Sarsur,,,,Ibrahím Sarsúr,,,,,,,,,,,,,,Ibrahim Sarsur,,,,,,,,,,,,,,,,إبراهيم صرصور,,,,,,,,,Category:Ibrahim Sarsur,Ibrahím Sarsúr,,,,,,,,,,,,,,,,Ibrahim Sarsur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Sarsur,,Ibrahim Sarsur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibrahim Sarsur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2915117,Shmuel Halpert,שמואל הלפרט,Shmuel Halpert,,male,,,,,,,,,,,1939-02-05,/m/0b7m5v,,,Shmuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,שמואל הלפרט,שמואל הלפרט,,,,Shmuel Halpert,,,,,Shmuel Halpert,,,,,,Shmuel Halpert,,,,,,שמואל האלפערט,"Альперт, Шмуэль",,,,,,,,,,,,,,,Shmuel Halpert,,,,,,Schmu’el Halpert,,,,,,,,Shmuel Halpert,Shmuel Halpert,,,,Šmu'el Halpert,,,,,,,,,,Schmu'el Halpert,Shmuel Halpert,Shmuel Halpert,,,,,,,,,,,,,,,,,,,,,,,,,,,,Šmu'el Halpert,,,,Schmu’el Halpert,,,,,,,,,,,,,,Shmuel Halpert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shmuel Halpert,"Альперт, Шмуэль",,,,,,,,,,,,,,,,,,,שמואל האלפערט,,,,,,,,,,,,,,,,,,,Shmuel Halpert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shmuel Halpert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2915390,Yitzhak Cohen,יצחק כהן,Yitzhak Cohen,https://upload.wikimedia.org/wikipedia/commons/c/cf/Yitschak_kohen.JPG,male,,,,,,,,,,,1951-10-02,/m/0cfy67,,,Yitzhak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יצחק כהן,יצחק כהן (חבר הכנסת),,Yitzhak Cohen,,Yitzhak Cohen,,,,,Yitzhak Cohen,,,,,,Yitzhak Cohen,,اسحق كوهين,,,,,"Коэн, Ицхак",,,,,,,,,,,,,,,Yitzhak Cohen,,,,,,Jitzchak Kohen,,,,,,,,,Yitzhak Cohen,,,,Jicchak Kohen,ایتسهاک کوهن,,,,,,,Yitzhak Cohen,,,,,,,,,,,,,,,,,,,,,,اسحق كوهين,,,,,,,,,,Jicchak Kohen,,,,Jitzchak Kohen,,,,,,,,,,,,,,Yitzhak Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yitzhak Cohen,,Yitzhak Cohen,,,Jicchak Kohen,,,,"Коэн, Ицхак",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yitzhak Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yitzhak Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2915482,Meshulam Nahari,משולם נהרי,Meshulam Nahari,https://upload.wikimedia.org/wikipedia/commons/e/e9/Meshulam_Nahari_(29794242410)_(cropped).jpg,male,,,,,,,,,,,1951-05-07,/m/0d0twx,,,Meshulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,משולם נהרי,משולם נהרי,,Meshulam Nahari,,Meshulam Nahari,,,,,Meshulam Nahari,,,,,,Meshulam Nahari,,,,,,,"Нахари, Мешулам",,,Meshulam Nahari,Мешулам Нахарі,,,,,,,,,,,Meshulam Nahari,,,,,,Meschulam Nahari,,,,,,,,,Meshulam Nahari,,,,Mešulam Nahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Meshulam Nahari,Mešulam Nahari,,,,Meschulam Nahari,,,,,,,,,,,,Meshulam Nahari,,Meshulam Nahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meszullam Nahari,,,,"Нахари, Мешулам",,,,,,,,,,,,,Мешулам Нахарі,,,,,,,,,,,,,,,,,,,,,,,,,Meshulam Nahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meshulam Nahari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2915616,Haim Drukman,חיים דרוקמן,Haim Drukman,https://upload.wikimedia.org/wikipedia/commons/7/77/Haim_Drukman.jpg,male,0000 0000 6694 3934,34317358,1036948099,nr92006858,,,,,,,1932-11-15,/m/02v_10l,,Druckman,Chaim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,חיים דרוקמן,חיים דרוקמן,哈伊姆·德吕克曼,Chaim Drukman,,Haim Drukman,,,,,Haim Drukman,,,,,,Haim Drukman,,,,,,,Хаим Друкман,,,,Хаїм Друкман,,,,,,,,,,,Ḥayim Druḳman,,,,,,Chaim Druckman,,,,,,,,,Ḥayim Druḳman,,,,Chajim Drukman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Haim Drukman,Chajim Drukman,,,,Chaim Druckman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chajjim Drukman,,,,"Друкман, Хаим",,,,,,,,,,,,,Хаїм Друкман,,,,,,,,,哈伊姆·德吕克曼,,,,,,,哈伊姆·德吕克曼,哈伊姆·德呂克曼,哈伊姆·德呂克曼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Haim Drukman,1503915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2915700,Colette Avital,קולט אביטל,Colette Avital,https://upload.wikimedia.org/wikipedia/commons/f/fe/Colette_Avital_D731-022.jpg,female,0000 0004 0316 4342,299486285,,,,,,,,,1940-05-01,/m/0585pr,,,Colette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,קולט אביטל,קולט אביטל,,Colette Avital,,Colette Avital,,,,,Colette Avital,,,,,,Colette Avital,,,Colette Avital,,,,Колет Авиталь,,,Colette Avital,,,,,,,,,,,,Colette Avital,,,,,,Colette Avital,,,,,,,,Colette Avital,Colette Avital,,,,Colette Avital,,,,,,,,,,,,,,Colette Avital,,,,,,,,,,,Կոլետ Ավիտալ,,,,,,,,,,,,,,Category:Colette Avital,Colette Avital,Colette Avitalová,,,,,,,,,,,,,,,Colette Avital,,Colette Avital,,,,,קולט אביטל,,,,Կոլետ Ավիտալ,,,,,,,,,,,,,,,,,,,,,,,,,,Colette Awital,,Colette Avital,Colette Avital,"Авиталь, Колет",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colette Avital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colette Avital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2916233,Shmuel Toledano,שמואל טולידאנו,Shmuel Toledano,,male,0000 0003 8949 8038,282952372,,,,,,,,,1921-01-16,/m/09rvh2x,,,Shmuel,,,,,227029755,,,,,,,,,,,,,,,,,,,,,,,,,,,,שמואל טולידאנו,שמואל טולידאנו,,,,Shmuel Toledano,,,,,Shmuel Toledano,,,,,,Shmuel Toledano,,شموئيل طوليدانو,,,,,,,,,,,,,,,,,,,,Shmuel Toledano,,,,,,Shmuel Toledano,,,,,,,,,Shmuel Toledano,,,,Šmu'el Toled'ano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,شموئيل طوليدانو,,,,,,,,,,Šmu'el Toledano,,,,,,,,,,,,,,,,,,Shmuel Toledano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shmuel Toledano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2916256,Shlomo Breznitz,שלמה ברזניץ,Shlomo Breznitz,https://upload.wikimedia.org/wikipedia/commons/2/23/Shlomo_Breznitz_D977-078_(cropped).jpg,male,0000 0000 8401 7811,94519901,1034261622,n82023854,,,,,,,1936-08-03,/m/04lhxgc,,,Shlomo,,,,,069888787,90080397,n96105566,,,,,,,,,,,,,,,,,,,,,,,,,,שלמה ברזניץ,שלמה ברזניץ,,Shlomo Breznitz,,Shlomo Breznitz,,,,,Shlomo Breznitz,,,,,,Shlomo Breznitz,,,,,,,,,,,,,,,,,,,,,,Shlomo Breznitz,,,,,,Shlomo Breznitz,,,,,,,,,Shlomo Breznitz,,,,Šlomo Breznic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Shlomo Breznitz,Šlomo Breznic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Szelomo Breznic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shlomo Breznitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psychologist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2916329,Said Nafa,סעיד נפאע,Said Nafa,https://upload.wikimedia.org/wikipedia/commons/0/0c/Saidnafa.jpg,male,0000 0001 4074 2875,177593165,,n2011056811,,,,,,,1953-04-01,/m/0406vpj,,,Sa'id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,סעיד נפאע,סעיד נפאע,,,,Said Nafa,,,,,Said Nafa,,,,,,Said Nafa,,سعيد نفاع,,,,,,,,,,,,,,,,,,,,Saïd Nafa,,,,,,Said Nafa,,,,,,,,,Saïd Nafa,,,,Sajid Nafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,سعيد نفاع,,,,,,,,,,Sajid Nafa,,,,,,,,,,,,,,,,,,Saïd Nafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2916393,Wasil Taha,ואסל טאהא,Wasil Taha,,male,,,,,,,,,,,1952-04-24,/m/0c3frb,,,Wasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ואסל טאהא,ואסל טאהא,,Wasil Taha,,Wasil Taha,,,,,Wasil Taha,,,,,,Wasil Taha,,واصل طه,,,,,,,,,,,,,,,,,,,,Wasil Taha,,,,,,Wasil Taha,,,,,,,,,Wasil Taha,,,,Wásil Táhá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,واصل طه,,,,,,,,,,Wásil Táhá,,,,,,,,,,,,,,,,,,Wasil Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasil Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wasil Taha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2916519,Ya'akov Ben-Yezri,יעקב בן יזרי,Ya'akov Ben-Yezri,,male,,,,,,,,,,,1927-10-01,/m/0cfy9r,,,Jakob,,,,,,,,,,,,,,,,,,,2018-02-17,,,,,,,,,,,,,,יעקב בן יזרי,יעקב בן יזרי,,Yaakov Ben Yezri,,Ya'akov Ben-Yezri,,,,,Ya'akov Ben-Yezri,,,,,,Ya'akov Ben-Yezri,,,,,,,"Бен-Изри, Яаков",,,,,,,,,,,,,,,Yaakov Ben Yezri,,,,,,Jakob Ben-Jesri,,,,,,,,,Yaakov Ben Yezri,,,,Ja'akov Ben Jezri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja'akov Ben Jezri,,,,Jakob Ben-Jesri,,,,,,,,,,,,,,Yaakov Ben Yezri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ja’akow Ben Jezri,,,,"Бен-Изри, Яаков",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
