result_row,source_page_url,id,image,name,given_name,family_name,honorific_prefix,honorific_suffix,area,group,term,gender,birth_date,start_date,end_date,email,website,twitter,facebook
126,http://www.parlament.gv.at/WWER/PAD_83130/index.shtml,PAD_83130,http://www.parlament.gv.at/WWER/PAD_83130/4387429_180.jpg,Walter Rauch,Walter,Rauch,,,Wahlkreis: 6B – Oststeiermark,FPÖ,25,male, 07.02.1978,2013-10-29,,walter.rauch@parlament.gv.at, ,,
127,http://www.parlament.gv.at/WWER/PAD_61659/index.shtml,PAD_61659,http://www.parlament.gv.at/WWER/PAD_61659/4444775_180.jpg,Josef A. Riemer,Josef A. ,Riemer,,,Wahlkreis: 6C – Weststeiermark,FPÖ,25,male, 21.03.1950,2010-10-21,,josef.riemer@parlament.gv.at,http://josefriemer.at ,,
128,http://www.parlament.gv.at/WWER/PAD_51570/index.shtml,PAD_51570,http://www.parlament.gv.at/WWER/PAD_51570/4444902_180.jpg,Dr. Walter Rosenkranz,Walter,Rosenkranz,Dr.,,Wahlkreis: 3 – Niederösterreich,FPÖ,25,male, 29.07.1962,2008-10-28,,walter.rosenkranz@parlament.gv.at, ,,
129,http://www.parlament.gv.at/WWER/PAD_14693/index.shtml,PAD_14693,http://www.parlament.gv.at/WWER/PAD_14693/4444797_180.jpg,Barbara Rosenkranz,Barbara ,Rosenkranz,,,Wahlkreis: 3A – Weinviertel,FPÖ,25,female, 20.06.1958,2013-10-29,,barbara.rosenkranz@parlament.gv.at,http://www.fpoe-parlamentsklub.at/ http://www.barbara-rosenkranz.at,,
131,http://www.parlament.gv.at/WWER/PAD_86681/index.shtml,PAD_86681,http://www.parlament.gv.at/POOL/BILDER/40772/4077202_384.jpg,Jürgen Schabhüttl,Jürgen,Schabhüttl,,,Wahlkreis: 1B – Burgenland Süd,SPÖ,25,male, 22.11.1971,2015-07-15,,, ,,
132,http://www.parlament.gv.at/WWER/PAD_35512/index.shtml,PAD_35512,http://www.parlament.gv.at/WWER/PAD_35512/4384369_180.jpg,Mag. Birgit Schatz,Birgit ,Schatz,Mag. ,,Wahlkreis: 5 – Salzburg,Grüne,25,female, 09.12.1969,2006-10-30,,birgit.schatz@parlament.gv.at,http://www.gruene.at http://www.salzburg.gruene.at,,
133,http://www.parlament.gv.at/WWER/PAD_83132/index.shtml,PAD_83132,http://www.parlament.gv.at/WWER/PAD_83132/4444690_180.jpg,Ing. Thomas Schellenbacher,Thomas,Schellenbacher,Ing.,,Wahlkreis: 9 – Wien,FPÖ,25,male, 23.07.1964,2013-10-29,,thomas.schellenbacher@parlament.gv.at, ,,
134,http://www.parlament.gv.at/WWER/PAD_84056/index.shtml,PAD_84056,http://www.parlament.gv.at/WWER/PAD_84056/5225882_180.jpg,Josef Schellhorn,Josef,Schellhorn,,,Bundeswahlvorschlag,NEOS,25,male, 12.05.1967,2014-07-01,,, ,,
135,http://www.parlament.gv.at/WWER/PAD_51582/index.shtml,PAD_51582,http://www.parlament.gv.at/WWER/PAD_51582/4386085_180.jpg,Martina Schenk,Martina ,Schenk,,,Wahlkreis: 6 – Steiermark,Team Stronach,25,female, 28.08.1972,2013-03-15,,martina.schenk@parlament.gv.at, ,,
139,http://www.parlament.gv.at/WWER/PAD_36908/index.shtml,PAD_36908,http://www.parlament.gv.at/WWER/PAD_36908/4386788_180.jpg,Dorothea Schittenhelm,Dorothea ,Schittenhelm,,,Bundeswahlvorschlag,ÖVP,25,female, 07.05.1954,2007-02-01,,dorothea.schittenhelm@parlament.gv.at,http://www.frauenoffensive.at ,,
140,http://www.parlament.gv.at/WWER/PAD_83133/index.shtml,PAD_83133,http://www.parlament.gv.at/WWER/PAD_83103/4384324_180.jpg,Gerhard Schmid,Gerhard,Schmid,,,Wahlkreis: 5 – Salzburg,ohne (none),25,male, 22.09.1948,2015-06-16,,gerhard.schmid@parlament.gv.at, ,,
144,http://www.parlament.gv.at/WWER/PAD_14849/index.shtml,PAD_14849,http://www.parlament.gv.at/WWER/PAD_14849/5225797_180.jpg,Walter Schopf,Walter,Schopf,,,Wahlkreis: 4 – Oberösterreich,SPÖ,25,male, 23.11.1956,2014-09-01,,walter.schopf@proge.at, ,,
145,http://www.parlament.gv.at/WWER/PAD_83134/index.shtml,PAD_83134,http://www.parlament.gv.at/WWER/PAD_83134/4387489_180.jpg,Mag. Philipp Schrangl,Philipp,Schrangl,Mag.,,Wahlkreis: 4A – Linz und Umgebung,FPÖ,25,male, 14.03.1985,2013-10-29,,philipp.schrangl@parlament.gv.at, ,,
150,http://www.parlament.gv.at/WWER/PAD_14850/index.shtml,PAD_14850,http://www.parlament.gv.at/WWER/PAD_14850/4385303_180.jpg,Erwin Spindelberger,Erwin,Spindelberger,,,Wahlkreis: 6D – Obersteiermark,SPÖ,25,male, 24.04.1956,2002-12-20,,erwin.spindelberger@parlament.gv.at, ,,
151,http://www.parlament.gv.at/WWER/PAD_51571/index.shtml,PAD_51571,http://www.parlament.gv.at/WWER/PAD_51571/4444563_180.jpg,Mag. Harald Stefan,Harald,Stefan,Mag.,,Bundeswahlvorschlag,FPÖ,25,male, 12.09.1965,2008-10-28,,harald.stefan@parlament.gv.at, ,,
153,http://www.parlament.gv.at/WWER/PAD_83059/index.shtml,PAD_83059,http://www.parlament.gv.at/WWER/PAD_83059/4387040_180.jpg,Mag. Michaela Steinacker,Michaela ,Steinacker,Mag. ,,Bundeswahlvorschlag,ÖVP,25,female, 30.06.1962,2013-10-29,,michaela.steinacker@parlament.gv.at, ,,
154,http://www.parlament.gv.at/WWER/PAD_04395/index.shtml,PAD_04395,http://www.parlament.gv.at/WWER/PAD_04395/4386064_180.jpg,Leopold Steinbichler,Leopold,Steinbichler,,,Wahlkreis: 4 – Oberösterreich,Team Stronach,25,male, 26.02.1959,2013-10-29,,leo.steinbichler@teamstronach.at, ,,
157,http://www.parlament.gv.at/WWER/PAD_83153/index.shtml,PAD_83153,http://www.parlament.gv.at/WWER/PAD_83153/4386574_180.jpg,Dipl.-Ing. Georg Strasser,Georg,Strasser,Dipl.-Ing.,,Wahlkreis: 3C – Mostviertel,ÖVP,25,male, 29.06.1971,2013-10-29,,georg.strasser@parlament.gv.at, ,,
159,http://www.parlament.gv.at/WWER/PAD_15531/index.shtml,PAD_15531,http://www.parlament.gv.at/WWER/PAD_15531/4387340_180.jpg,Gabriele Tamandl,Gabriele ,Tamandl,,,Wahlkreis: 9 – Wien,ÖVP,25,female, 29.03.1966,2008-12-03,,gabriele.tamandl@parlament.gv.at, ,,
160,http://www.parlament.gv.at/WWER/PAD_35524/index.shtml,PAD_35524,http://www.parlament.gv.at/WWER/PAD_35524/4444733_180.jpg,Bernhard Themessl,Bernhard,Themessl,,,Wahlkreis: 8 – Vorarlberg,FPÖ,25,male, 15.10.1951,2006-10-30,,, ,,
161,http://www.parlament.gv.at/WWER/PAD_65319/index.shtml,PAD_65319,http://www.parlament.gv.at/WWER/PAD_65319/4386342_180.jpg,Dr. Karlheinz Töchterle,Karlheinz,Töchterle,Dr.,,Wahlkreis: 7 – Tirol,ÖVP,25,male, 13.05.1949,2013-10-29,,karlheinz.toechterle@parlament.gv.at, ,,
162,http://www.parlament.gv.at/WWER/PAD_83114/index.shtml,PAD_83114,http://www.parlament.gv.at/WWER/PAD_83114/4385239_180.jpg,Dr. Harald Troch,Harald,Troch,Dr.,,Wahlkreis: 9D – Wien Süd,SPÖ,25,male, 02.05.1959,2013-10-29,,harald.troch@parlament.gv.at, ,,
164,http://www.parlament.gv.at/WWER/PAD_83126/index.shtml,PAD_83126,http://www.parlament.gv.at/WWER/PAD_83126/4380767_180.jpg,Mag. Christoph Vavrik,Christoph,Vavrik,Mag.,,Wahlkreis: 6 – Steiermark,NEOS,25,male, 02.05.1961,2014-01-30,,christoph.vavrik@parlament.gv.at,http://www.neos.eu http://www.neos.eu,,
165,http://www.parlament.gv.at/WWER/PAD_83143/index.shtml,PAD_83143,http://www.parlament.gv.at/WWER/PAD_83143/4385928_180.jpg,Dr. Georg Vetter,Georg,Vetter,Dr.,,Bundeswahlvorschlag,Team Stronach,25,male, 26.04.1962,2014-01-31,2015-06-03,georg.vetter@parlament.gv.at, ,,
166,http://www.parlament.gv.at/WWER/PAD_83116/index.shtml,PAD_83116,http://www.parlament.gv.at/WWER/PAD_83116/4385044_180.jpg,Ing. Markus Vogl,Markus,Vogl,Ing.,,Wahlkreis: 4D – Traunviertel,SPÖ,25,male, 27.11.1970,2013-10-29,,markus.vogl@parlament.gv.at,http://markus-vogl.at http://markus-vogl.at,,
167,http://www.parlament.gv.at/WWER/PAD_51590/index.shtml,PAD_51590,http://www.parlament.gv.at/WWER/PAD_51590/4444944_180.jpg,Dr. Harald Walser,Harald,Walser,Dr.,,Wahlkreis: 8 – Vorarlberg,Grüne,25,male, 18.04.1953,2008-10-28,,harald.walser@gruene.at,http://www.haraldwalser.at http://www.haraldwalser.at,,
168,http://www.parlament.gv.at/WWER/PAD_83262/index.shtml,PAD_83262,http://www.parlament.gv.at/WWER/PAD_83262/4582593_384.jpg,Ulrike Weigerstorfer,Ulrike ,Weigerstorfer,,,Bundeswahlvorschlag,Team Stronach,25,female, 16.08.1967,2013-12-02,,ulrike.weigerstorfer@parlament.gv.at, ,,
169,http://www.parlament.gv.at/WWER/PAD_47087/index.shtml,PAD_47087,http://www.parlament.gv.at/WWER/PAD_47087/4384930_180.jpg,Hannes Weninger,Hannes,Weninger,,,Wahlkreis: 3F – Wien Umgebung,SPÖ,25,male, 10.05.1961,2008-04-09,,hannes.weninger@spoe.at,http://www.hannesweninger.at http://www.hannesweninger.at,,
170,http://www.parlament.gv.at/WWER/PAD_83104/index.shtml,PAD_83104,http://www.parlament.gv.at/WWER/PAD_83104/4384613_180.jpg,Georg Willi,Georg,Willi,,,Wahlkreis: 7 – Tirol,Grüne,25,male, 06.05.1959,2013-10-29,,georg.willi@gruene.at, ,,
171,http://www.parlament.gv.at/WWER/PAD_02013/index.shtml,PAD_02013,http://www.parlament.gv.at/WWER/PAD_02013/4385677_180.jpg,Rainer Wimmer,Rainer,Wimmer,,,Bundeswahlvorschlag,SPÖ,25,male, 10.08.1955,2013-10-29,,rainer.wimmer@parlament.gv.at, ,,
173,http://www.parlament.gv.at/WWER/PAD_51573/index.shtml,PAD_51573,http://www.parlament.gv.at/WWER/PAD_51573/4444627_180.jpg,Dr. Susanne Winter,Dr. Susanne ,Winter,,,Wahlkreis: 6 – Steiermark,FPÖ,25,female, 23.07.1957,2008-10-28,,susanne.winter@parlament.gv.at, ,,
174,http://www.parlament.gv.at/WWER/PAD_60878/index.shtml,PAD_60878,http://www.parlament.gv.at/WWER/PAD_60878/4386877_180.jpg,Dr. Angelika Winzig,Dr. Angelika ,Winzig,,,Bundeswahlvorschlag,ÖVP,25,female, 09.05.1963,2013-10-29,,angelika.winzig@parlament.gv.at, ,,
175,http://www.parlament.gv.at/WWER/PAD_04477/index.shtml,PAD_04477,http://www.parlament.gv.at/WWER/PAD_04477/4385559_180.jpg,Dr. Peter Wittmann,Peter,Wittmann,Dr.,,Wahlkreis: 3E – Niederösterreich Süd,SPÖ,25,male, 08.03.1957,2000-02-24,,peter.wittmann@spoe.at,http://www.bezirkwrneustadt.spoe.at http://www.bezirkwrneustadt.spoe.at,,
176,http://www.parlament.gv.at/WWER/PAD_14795/index.shtml,PAD_14795,http://www.parlament.gv.at/WWER/PAD_14795/4387280_180.jpg,August Wöginger,August,Wöginger,,,Wahlkreis: 4B – Innviertel,ÖVP,25,male, 02.11.1974,2002-12-20,,august.woeginger@parlament.gv.at,http://www.woeginger.at http://www.woeginger.at,,
177,http://www.parlament.gv.at/WWER/PAD_02768/index.shtml,PAD_02768,http://www.parlament.gv.at/WWER/PAD_02768/4385727_180.jpg,Mag. Gisela Wurm,Mag. Gisela ,Wurm,,,Wahlkreis: 7 – Tirol,SPÖ,25,female, 31.07.1957,1996-01-15,,gisela.wurm@spoe.at,http://www.giselawurm.at ,,
178,http://www.parlament.gv.at/WWER/PAD_83137/index.shtml,PAD_83137,http://www.parlament.gv.at/WWER/PAD_83137/4582438_384.jpg,Peter Wurm,Peter,Wurm,,,Wahlkreis: 7B – Innsbruck–Land,FPÖ,25,male, 23.02.1965,2013-10-29,,peter.wurm@parlament.gv.at,http://www.peter-wurm.at http://www.peter-wurm.at,,
179,http://www.parlament.gv.at/WWER/PAD_83117/index.shtml,PAD_83117,http://www.parlament.gv.at/WWER/PAD_83117/4445051_180.jpg,Nurten Yılmaz,Nurten ,Yılmaz,,,Wahlkreis: 9F – Wien Nord–West,SPÖ,25,female, 17.09.1957,2013-10-29,,nurten.yilmaz@parlament.gv.at,http://www.ottakring-spoe.at http://www.wirsindnurten.at,,
180,http://www.parlament.gv.at/WWER/PAD_83154/index.shtml,PAD_83154,http://www.parlament.gv.at/WWER/PAD_83154/4983718_180.jpg,Mag. Andreas Zakostelsky,Andreas,Zakostelsky,Mag.,,Bundeswahlvorschlag,ÖVP,25,male, 26.05.1962,2013-10-29,,andreas.zakostelsky@parlament.gv.at,http://www.zakostelsky.at http://www.zakostelsky.at,,
182,http://www.parlament.gv.at/WWER/PAD_22573/index.shtml,PAD_22573,http://www.parlament.gv.at/WWER/PAD_22573/4384551_180.jpg,Mag. Dr. Wolfgang Zinggl,Wolfgang,Zinggl,Mag. Dr. ,,Wahlkreis: 9 – Wien,Grüne,25,male, 12.12.1954,2004-07-09,,wolfgang.zinggl@gruene.at,http://www.wolfgangzinggl.at http://www.wolfgangzinggl.at,,
183,http://www.parlament.gv.at/WWER/PAD_08998/index.shtml,PAD_08998,http://www.parlament.gv.at/WWER/PAD_08998/5881886_180.jpg,Gottfried Kneifel,Gottfried,Kneifel,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,ÖVP,Bundesrat,male, 25.06.1948,2000-03-17,,bundesratskanzlei@parlament.gv.at, ,,
184,http://www.parlament.gv.at/WWER/PAD_60919/index.shtml,PAD_60919,http://www.parlament.gv.at/WWER/PAD_60919/5881589_180.jpg,Inge Posch-Gruska,Inge,Posch-Gruska,,,In den Bundesrat entsendet vom Burgenländischen Landtag,SPÖ,Bundesrat,female, 16.05.1962,2010-06-24,,inge.posch-gruska@spoe.at, ,,
185,http://www.parlament.gv.at/WWER/PAD_03270/index.shtml,PAD_03270,http://www.parlament.gv.at/WWER/PAD_03270/3487430_384.jpg,Mag. Harald Himmer,Harald,Himmer,Mag.,,In den Bundesrat entsendet vom Wiener Landtag,ÖVP,Bundesrat,male, 24.11.1964,1995-06-29,,harald.himmer@parlament.gv.at, ,,
186,http://www.parlament.gv.at/WWER/PAD_44447/index.shtml,PAD_44447,http://www.parlament.gv.at/WWER/PAD_44447/3487411_384.jpg,Wolfgang Beer,Wolfgang,Beer,,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,male, 02.04.1959,2007-11-22,,wolfgang.beer@parlament.gv.at, ,,
187,http://www.parlament.gv.at/WWER/PAD_09324/index.shtml,PAD_09324,http://www.parlament.gv.at/WWER/PAD_09324/3487240_384.jpg,Ana Blatnik,Ana,Blatnik,,,In den Bundesrat entsendet vom Kärntner Landtag,SPÖ,Bundesrat,female, 19.07.1957,2004-03-31,,ana.blatnik@spoe.at,http://www.frauen.kaernten.spoe.at/ http://www.frauen.kaernten.spoe.at/,,
188,http://www.parlament.gv.at/WWER/PAD_50007/index.shtml,PAD_50007,http://www.parlament.gv.at/WWER/PAD_50007/5881695_384.jpg,Ing. Hans-Peter Bock,Hans-Peter,Bock,Ing.,,In den Bundesrat entsendet vom Tiroler Landtag,SPÖ,Bundesrat,male, 26.01.1957,2013-05-24,,buergermeister@fliess.tirol.gv.at, ,,
189,http://www.parlament.gv.at/WWER/PAD_61639/index.shtml,PAD_61639,http://www.parlament.gv.at/WWER/PAD_61639/3487782_384.jpg,Hermann Brückl,Hermann,Brückl,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,FPÖ,Bundesrat,male, 03.11.1968,2010-10-21,,, ,,
190,http://www.parlament.gv.at/WWER/PAD_55727/index.shtml,PAD_55727,http://www.parlament.gv.at/WWER/PAD_55727/5881800_180.jpg,"Dr. Magnus Brunner, LL.M",Magnus,Brunner,Dr.,LL.M,In den Bundesrat entsendet vom Vorarlberger Landtag,ÖVP,Bundesrat,male, 06.05.1972,2009-05-01,,magnus.brunner@parlament.gv.at, ,,
192,http://www.parlament.gv.at/WWER/PAD_51487/index.shtml,PAD_51487,http://www.parlament.gv.at/WWER/PAD_51487/4159013_384.jpg,Gerhard Dörfler,Gerhard,Dörfler,,,In den Bundesrat entsendet vom Kärntner Landtag,FPÖ,Bundesrat,male, 29.05.1955,2013-03-28,,, ,,
193,http://www.parlament.gv.at/WWER/PAD_16230/index.shtml,PAD_16230,http://www.parlament.gv.at/WWER/PAD_16230/5881396_180.jpg,Adelheid Ebner,Adelheid,Ebner,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,SPÖ,Bundesrat,female, 15.10.1961,2009-10-01,,gemeinde@gutenbrunn.at, ,,
195,http://www.parlament.gv.at/WWER/PAD_80399/index.shtml,PAD_80399,http://www.parlament.gv.at/WWER/PAD_80399/4380422_180.jpg,Ilse Fetik,Ilse,Fetik,,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,female, 22.10.1957,2013-06-27,,ilse.fetik@parlament.gv.at, ,,
196,http://www.parlament.gv.at/WWER/PAD_86617/index.shtml,PAD_86617,http://www.parlament.gv.at/WWER/PAD_86617/5884023_180.jpg,Armin Forstner,Armin,Forstner,,,In den Bundesrat entsendet vom Steiermärkischen Landtag,ÖVP,Bundesrat,male, 27.02.1971,2015-06-16,,armin.forstner@parlament.gv.at, ,,
197,http://www.parlament.gv.at/WWER/PAD_72999/index.shtml,PAD_72999,http://www.parlament.gv.at/WWER/PAD_72999/3710264_384.jpg,Mag. Klaus Fürlinger,Klaus,Fürlinger,Mag.,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,ÖVP,Bundesrat,male, 01.06.1965,2013-12-03,,klaus@fuerlinger.at, ,,
198,http://www.parlament.gv.at/WWER/PAD_83409/index.shtml,PAD_83409,http://www.parlament.gv.at/WWER/PAD_83409/5143067_180.jpg,Mag. Ernst Gödl,Ernst,Gödl,Mag.,,In den Bundesrat entsendet vom Steiermärkischen Landtag,ÖVP,Bundesrat,male, 28.12.1971,2014-01-21,,ernst.goedl@stvp.at, ,,
199,http://www.parlament.gv.at/WWER/PAD_45407/index.shtml,PAD_45407,http://www.parlament.gv.at/WWER/PAD_45407/3487576_384.jpg,Elisabeth Grimling,Elisabeth,Grimling,,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,female, 17.03.1952,2008-01-23,,elisabeth.grimling@bmukk.gv.at, ,,
200,http://www.parlament.gv.at/WWER/PAD_84868/index.shtml,PAD_84868,http://www.parlament.gv.at/WWER/PAD_84868/5143030_180.jpg,Mag. Daniela Gruber-Pruner,Daniela,Gruber-Pruner,Mag.,,In den Bundesrat entsendet vom Wiener Landtag,SPÖ,Bundesrat,male, 29.09.1975,2014-09-26,,daniela.gruber-pruner@parlament.gv.at, ,,
201,http://www.parlament.gv.at/WWER/PAD_86675/index.shtml,PAD_86675,http://www.parlament.gv.at/WWER/PAD_86675/5881533_180.jpg,Marianne Hackl,Marianne,Hackl,,,In den Bundesrat entsendet vom Burgenländischen Landtag,ÖVP,Bundesrat,female, 18.06.1967,2015-07-09,,mariannne.hackl@parlament.gv.at, ,,
202,http://www.parlament.gv.at/WWER/PAD_61719/index.shtml,PAD_61719,http://www.parlament.gv.at/WWER/PAD_61719/5881646_384.jpg,Gregor Hammerl,Gregor,Hammerl,,,In den Bundesrat entsendet vom Steiermärkischen Landtag,ÖVP,Bundesrat,male, 08.06.1942,2015-06-16,,seniorenbund@stvp.at,http://www.seniorenbund.stvp.at ,,
203,http://www.parlament.gv.at/WWER/PAD_86676/index.shtml,PAD_86676,http://www.parlament.gv.at/POOL/BILDER/40772/4077202_384.jpg,Peter Heger,Peter,Heger,,,In den Bundesrat entsendet vom Burgenländischen Landtag,SPÖ,Bundesrat,male, 15.11.1956,2015-07-09,,peter.heger@parlament.gv.at, ,,
204,http://www.parlament.gv.at/WWER/PAD_47187/index.shtml,PAD_47187,http://www.parlament.gv.at/WWER/PAD_47187/5881331_180.jpg,Werner Herbert,Werner,Herbert,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,FPÖ,Bundesrat,male, 29.08.1963,2013-11-07,,werner.herbert@parlament.gv.at, ,,
205,http://www.parlament.gv.at/WWER/PAD_64999/index.shtml,PAD_64999,http://www.parlament.gv.at/WWER/PAD_64999/3487944_384.jpg,Mag. Christian Jachs,Christian,Jachs,Mag.,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,ÖVP,Bundesrat,male, 25.09.1966,2011-04-07,,christian.jachs@freistadt.ooe.gv.at, ,,
206,http://www.parlament.gv.at/WWER/PAD_62360/index.shtml,PAD_62360,http://www.parlament.gv.at/WWER/PAD_62360/3487449_384.jpg,Hans-Jörg Jenewein,Hans-Jörg,Jenewein,,,In den Bundesrat entsendet vom Wiener Landtag,FPÖ,Bundesrat,male, 12.06.1974,2013-10-29,,hans-joerg.jenewein@fpoe.at, ,,
207,http://www.parlament.gv.at/WWER/PAD_49987/index.shtml,PAD_49987,http://www.parlament.gv.at/WWER/PAD_49987/5881830_180.jpg,Anneliese Junker,Anneliese,Junker,,,In den Bundesrat entsendet vom Tiroler Landtag,ÖVP,Bundesrat,female, 25.12.1954,2008-07-01,,junker@gessler.at,http://www.wirtschaftsbund-innsbruck-land.at http://www.wirtschaftsbund-innsbruck-land.at,,
208,http://www.parlament.gv.at/WWER/PAD_78583/index.shtml,PAD_78583,http://www.parlament.gv.at/WWER/PAD_78583/4158909_384.jpg,Ing. Eduard Köck,Eduard,Köck,Ing.,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ÖVP,Bundesrat,male, 08.08.1965,2013-04-24,,eduard.koeck@parlament.gv.at, ,,
209,http://www.parlament.gv.at/WWER/PAD_79501/index.shtml,PAD_79501,http://www.parlament.gv.at/WWER/PAD_79501/4227689_384.jpg,Dr. Andreas Köll,Andreas,Köll,Dr.,,In den Bundesrat entsendet vom Tiroler Landtag,ÖVP,Bundesrat,male, 21.06.1960,2013-05-24,,, ,,
211,http://www.parlament.gv.at/WWER/PAD_61722/index.shtml,PAD_61722,http://www.parlament.gv.at/WWER/PAD_61722/5884002_180.jpg,Gerd Krusche,Gerd,Krusche,,,In den Bundesrat entsendet vom Steiermärkischen Landtag,FPÖ,Bundesrat,male, 05.05.1955,2010-10-21,,gerd.krusche@parlament.gv.at,http://www.gerd-krusche.com http://www.gerd-krusche.com,,
212,http://www.parlament.gv.at/WWER/PAD_21150/index.shtml,PAD_21150,http://www.parlament.gv.at/WWER/PAD_21150/3491732_384.jpg,Mag. Susanne Kurz,Susanne,Kurz,Mag.,,In den Bundesrat entsendet vom Salzburger Landtag,SPÖ,Bundesrat,female, 02.04.1956,2004-04-28,,susanne.kurz@parlament.gv.at, ,,
213,http://www.parlament.gv.at/WWER/PAD_84910/index.shtml,PAD_84910,http://www.parlament.gv.at/WWER/PAD_84910/5881417_180.jpg,Christoph Längle,Christoph,Längle,,,In den Bundesrat entsendet vom Vorarlberger Landtag,FPÖ,Bundesrat,male, 20.10.1979,2014-10-15,,c.laengle@gmx.biz, ,,
214,http://www.parlament.gv.at/WWER/PAD_79499/index.shtml,PAD_79499,http://www.parlament.gv.at/WWER/PAD_79499/4227781_384.jpg,Sonja Ledl-Rossmann,Sonja,Ledl-Rossmann,,,In den Bundesrat entsendet vom Tiroler Landtag,ÖVP,Bundesrat,female, 01.09.1974,2013-05-24,,s.ledl@tiroler-vp.at, ,,
215,http://www.parlament.gv.at/WWER/PAD_18448/index.shtml,PAD_18448,http://www.parlament.gv.at/WWER/PAD_18448/3488108_384.jpg,Ewald Lindinger,Ewald,Lindinger,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,SPÖ,Bundesrat,male, 16.08.1956,2009-10-23,,lindinger@micheldorf.at,http://www.kirchdorf.spoe.at http://www.kirchdorf.spoe.at,,
217,http://www.parlament.gv.at/WWER/PAD_24258/index.shtml,PAD_24258,http://www.parlament.gv.at/WWER/PAD_24258/3487633_384.jpg,Edgar Mayer,Edgar,Mayer,,,In den Bundesrat entsendet vom Vorarlberger Landtag,ÖVP,Bundesrat,male, 18.10.1953,2004-10-05,,edgar.mayer@parlament.gv.at, ,,
218,http://www.parlament.gv.at/WWER/PAD_86615/index.shtml,PAD_86615,http://www.parlament.gv.at/POOL/BILDER/40772/4077202_384.jpg,Arnd Meißl,Arnd,Meißl,,,In den Bundesrat entsendet vom Steiermärkischen Landtag,FPÖ,Bundesrat,male, 30.03.1968,2015-06-16,,arnd.meissl@parlament.gv.at, ,,
219,http://www.parlament.gv.at/WWER/PAD_04355/index.shtml,PAD_04355,http://www.parlament.gv.at/WWER/PAD_04355/3487728_384.jpg,Monika Mühlwerth,Monika,Mühlwerth,,,In den Bundesrat entsendet vom Wiener Landtag,FPÖ,Bundesrat,female, 24.04.1954,2009-11-05,,monika.muehlwerth@parlament.gv.at,http://www.fpoe-parlamentsklub.at/ http://www.fpoe-parlamentsklub.at/,,
220,http://www.parlament.gv.at/WWER/PAD_78179/index.shtml,PAD_78179,http://www.parlament.gv.at/WWER/PAD_78179/5881445_180.jpg,Günther Novak,Günther,Novak,,,In den Bundesrat entsendet vom Kärntner Landtag,SPÖ,Bundesrat,male, 30.05.1955,2013-03-28,,guenther.novak@mallnitz.at, ,,
221,http://www.parlament.gv.at/WWER/PAD_83268/index.shtml,PAD_83268,http://www.parlament.gv.at/WWER/PAD_83268/4583111_384.jpg,Peter Oberlehner,Peter,Oberlehner,,,In den Bundesrat entsendet vom Oberösterreichischen Landtag,ÖVP,Bundesrat,male, 29.06.1960,2013-12-03,,peter.oberlehner@parlament.gv.at, ,,
222,http://www.parlament.gv.at/WWER/PAD_78581/index.shtml,PAD_78581,http://www.parlament.gv.at/WWER/PAD_78581/5881568_180.jpg,Rene Pfister,Rene,Pfister,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,SPÖ,Bundesrat,male, 15.09.1982,2013-04-24,,rene.pfister@parlament.gv.at,http://www.fsg.at http://www.fsg.at,,
223,http://www.parlament.gv.at/WWER/PAD_62359/index.shtml,PAD_62359,http://www.parlament.gv.at/WWER/PAD_62359/3487709_384.jpg,"Mag. Reinhard Pisec, BA",Reinhard,Pisec,Mag.,BA,In den Bundesrat entsendet vom Wiener Landtag,FPÖ,Bundesrat,male, 04.03.1961,2010-11-25,,reinhard.pisec@fpoe.at, ,,
224,http://www.parlament.gv.at/WWER/PAD_78180/index.shtml,PAD_78180,http://www.parlament.gv.at/WWER/PAD_78180/4158742_384.jpg,Christian Poglitsch,Christian,Poglitsch,,,In den Bundesrat entsendet vom Kärntner Landtag,ÖVP,Bundesrat,male, 13.04.1969,2013-03-28,,, ,,
225,http://www.parlament.gv.at/WWER/PAD_14875/index.shtml,PAD_14875,http://www.parlament.gv.at/WWER/PAD_14875/5881907_180.jpg,Martin Preineder,Martin,Preineder,,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ÖVP,Bundesrat,male, 01.05.1962,2006-11-16,,martin.preineder@parlament.gv.at,http://www.preineder.at http://www.preineder.at,,
226,http://www.parlament.gv.at/WWER/PAD_78580/index.shtml,PAD_78580,http://www.parlament.gv.at/WWER/PAD_78580/5881503_180.jpg,Ing. Andreas Pum,Andreas,Pum,Ing.,,In den Bundesrat entsendet vom Niederösterreichischen Landtag,ÖVP,Bundesrat,male, 20.05.1971,2013-04-24,,,http://www.andi-pum.at http://www.andi-pum.at,,
