id,name__en,name__gu,name__te,name__hi,name__mr,name__ne,name__sa,name__de,name__nl,name__fr,name,wikipedia__en,wikipedia__hi,gender,birth_date,given_name,original_wikiname,name__ta,wikipedia__mr,wikipedia__ta,image,website,name__nb,name__da,name__nn,name__sv,name__or,name__it,name__id,wikipedia__id,name__ru,name__es,wikipedia__ru,name__bn,wikipedia__bn,wikipedia__commons,wikipedia__es,identifier__IMDB,name__ml,wikipedia__ml,wikipedia__te,identifier__VIAF,name__pa,wikipedia__pa,wikipedia__enwikiquote,wikipedia__hiwikiquote,name__ur,name__zh,wikipedia__fr,wikipedia__sa,wikipedia__sv,wikipedia__ur,wikipedia__zh,identifier__freebase,identifier__FAST,name__pl,name__kn,wikipedia__kn,wikipedia__ne,wikipedia__pl,death_date,family_name,identifier__ISNI,identifier__BNF,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__jv,name__eu,name__ms,name__hu,name__et,name__my,name__ar,name__pt,name__eo,name__tr,name__fi,name__uk,name__be_tarask,name__tl,name__nan,name__be,name__he,name__ko,name__ja,name__vi,name__ca,name__la,name__cy,name__os,name__fa,name__bg,name__ka,name__arz,name__oc,name__el,name__yue,name__mai,wikipedia__ar,wikipedia__arz,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__eo,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gu,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__mai,wikipedia__ms,wikipedia__my,wikipedia__nl,wikipedia__no,wikipedia__or,wikipedia__os,wikipedia__plwikiquote,wikipedia__pt,wikipedia__ruwikinews,wikipedia__simple,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__vi,wikipedia__zh_min_nan,wikipedia__zh_yue,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__OLID,identifier__NKC,identifier__NTA,identifier__Munzinger,identifier__GTAA,name__en_ca,name__en_gb,name__as,wikipedia__as,name__de_ch,name__si,name__hif,name__gl,name__sh,name__sco,name__pnb,name__th,name__cs,name__lb,name__pt_br,name__lt,name__sr,name__bh,name__bcl,name__lv,name__yi,name__mk,name__br,name__ckb,name__xmf,name__hy,name__ks,name__uz,name__ga,name__af,wikipedia__af,wikipedia__bcl,wikipedia__bh,wikipedia__br,wikipedia__ckb,wikipedia__cs,wikipedia__cswikiquote,wikipedia__ga,wikipedia__gl,wikipedia__hif,wikipedia__hy,wikipedia__ks,wikipedia__lb,wikipedia__lt,wikipedia__lv,wikipedia__nn,wikipedia__oc,wikipedia__pnb,wikipedia__sco,wikipedia__sh,wikipedia__si,wikipedia__sr,wikipedia__tewikiquote,wikipedia__th,wikipedia__uz,wikipedia__xmf,wikipedia__yi,identifier__Britannica,twitter,identifier__AlloCine,identifier__allmovie,identifier__MusicBrainz,identifier__NNDB,identifier__CANTIC,name__ro,name__yo,name__sq,wikipedia__ro,wikipedia__yo,name__dv,name__ps,name__az,name__kk,name__mg,name__ce,wikipedia__az,wikipedia__ce,wikipedia__dv,wikipedia__kk,wikipedia__mg,wikipedia__ps,facebook,name__bho,wikipedia__bgwikiquote,name__an,name__bs,name__ceb,name__hr,name__is,name__lmo,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__vec,name__wa,name__gsw,electoral_district,identifier__CSPAN,identifier__TED,identifier__elonet,identifier__PORT,identifier__KLfG,last_seen,identifier__kinopoisk,identifier__CSFD,identifier__filmportal_de,identifier__DNF,identifier__NLA,wikipedia__tawikiquote,identifier__NUKAT,wikipedia__enwikisource,identifier__SFDb,name__sd,identifier__SCOPE,wikipedia__tcy,name__tcy,identifier__BNE,identifier__guardian_topic,wikipedia__itwikiquote,occupation,wikipedia__gom,name__gom,identifier__flickr,identifier__nyt_topic,identifier__quora,identifier__ne_se,identifier__BBC_things,wikipedia__ie,name__ie,name__ast,name__ext,wikipedia__vep,wikipedia__dty,name__dty,name__vep,identifier__BIBSYS,identifier__NSK,identifier__goodreads,wikipedia__sd,instagram,wikipedia__is,identifier__SELIBR,name__anp,identifier__EGAXA,wikipedia__azb,name__azb,identifier__NLP,wikipedia__wuu,identifier__bigenc_ru,identifier__GNC,wikipedia__an,name__wuu,wikipedia__io,wikipedia__war,name__war,name__io,identifier__discogs,wikipedia__ast,name__ace,name__min,name__su,name__map_bms,name__bug,name__bjn,name__tet,name__gor,identifier__prsindia,wikipedia__sat,name__sat,identifier__CONOR
Q7237240,Prabhatsinh Pratapsinh Chauhan,પ્રભાતસિંહ પ્રતાપસિંહ ચૌહાન,ప్రభాత్ సింగ్ ప్రతాప్ సింగ్ చౌహాన్,प्रभातसिंह प्रतापसिंह चौहान,प्रभातसिंह प्रतापसिंह चौहान,प्रभातसिंह प्रतापसिंह चौहान,प्रभातसिंह प्रतापसिंह चौहान,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,प्रभातसिंह प्रतापसिंह चौहान,male,1941-06-15,,,,प्रभातसिंह प्रतापसिंह चौहाण,,,,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,Prabhatsinh Pratapsinh Chauhan,,Prabhatsinh Pratapsinh Chauhan,,,,Prabhatsinh Pratapsinh Chauhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prabhatsinh Pratapsinh Chauhan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,પ્રભાતસિંહ પ્રતાપસિંહ ચૌહાણ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prabhatsinhpratapsinhchauhan,,,
Q7237724,Prahlad Singh Patel,પ્રહલાદ સિંહ પટેલ,ప్రహ్లాద్ సింగ్ పటేల్,प्रहलाद सिंह पटेल,प्रहलाद सिंह पटेल,प्रहलाद सिंह पटेल,प्रहलाद सिंह पटेल,Prahlad Singh Patel,Prahlad Singh Patel,Prahlad Singh Patel,Prahlad Singh Patel,Prahlad Singh Patel,प्रहलाद सिंह पटेल,male,1960-06-28,,,,,,https://upload.wikimedia.org/wikipedia/commons/a/a0/Prahalad_Patel_Oath_Ceremony_As_Member_Of_Parliament_2014-03-13_22-58.jpg,,Prahlad Singh Patel,Prahlad Singh Patel,Prahlad Singh Patel,Prahlad Singh Patel,,Prahlad Singh Patel,,,,Prahlad Singh Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prahlad Singh Patel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prahladsinghpatel,,,
Q7238224,Pralhad Joshi,પ્રહ્લાદ જોશી,ప్రహ్లాద్ జోషీ,प्रह्लाद जोशी,प्रह्लाद जोशी,प्रह्लाद जोशी,प्रह्लाद जोशी,Pralhad Joshi,Pralhad Joshi,Pralhad Joshi,Pralhad Joshi,Pralhad Joshi,प्रह्लाद जोशी,male,1962-11-27,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/ಶ್ರೀ_ಪ್ರಲ್ಹಾದ_ಜೋಶಿ.JPG,,Pralhad Joshi,Pralhad Joshi,Pralhad Joshi,Pralhad Joshi,,,,,,Pralhad Joshi,,প্রহ্লাদ জোশী,,,,,,,,,ਪ੍ਰਲਹਾਦ ਜੋਸ਼ੀ,ਪ੍ਰਲਹਾਦ ਜੋਸ਼ੀ,,,,,,प्रह्लाद जोशी,,,,,,,ಪ್ರಹ್ಲಾದ ಜೋಶಿ,ಪ್ರಹ್ಲಾದ ಜೋಶಿ,,,,Joshi,,,,,,,,,,,,Pralhad Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7238462,Prasanna Kumar Patasani,પ્રસન્ન કુમાર પટસાની,ప్రసన్న కుమార్ పటసాని,प्रसन्न कुमार पटसानी,प्रसन्न कुमार पटसानी,प्रसन्न कुमार पटसानी,प्रसन्न कुमार पटसानी,Prasanna Kumar Patasani,Prasanna Kumar Patasani,Prasanna Kumar Patasani,Prasanna Kumar Patasani,Prasanna Kumar Patasani,प्रसन्न कुमार पटसानी,male,1946-04-27,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ec/Dr._(Prof.)_Prasanna_Kumar_Patasani_2.jpg,,Prasanna Kumar Patasani,Prasanna Kumar Patasani,Prasanna Kumar Patasani,Prasanna Kumar Patasani,ପ୍ରସନ୍ନ କୁମାର ପାଟ୍ଟଶାଣୀ,,,,,Prasanna Kumar Patasani,,,,Category:Prasanna Kumar Patasani,,,,,,18577221,,,,,,,,,,,,,1757403,,,,,,,,0000 0000 3276 6052,,,,,,,,,,,Prasanna Kumar Patasani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ପ୍ରସନ୍ନ କୁମାର ପାଟ୍ଟଶାଣୀ,,,,,,,,,,,,171908392,n82151511,124633331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prasannakumarpatasani,,,
Q7238626,Prataprao Ganpatrao Jadhav,પ્રતાપરાવ ગણપતરાવ જાધવ,ప్రతాపరావ్ గణపత రావ్ జాధవ్,प्रतापराव गणपतराव जाधव,प्रतापराव गणपतराव जाधव,प्रतापराव गणपतराव जाधव,प्रतापराव गणपतराव जाधव,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,प्रतापराव गणपतराव जाधव,male,1960-11-25,Prataprao,,பிரதாப்ராவ் கண்பத்ராவ் ஜாதவ்,प्रतापराव गणपतराव जाधव,பிரதாப்ராவ் கண்பத்ராவ் ஜாதவ்,,,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,Prataprao Ganpatrao Jadhav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7240181,Prem Singh Chandumajra,પ્રેમ સિંહ ચન્દૂમાજરા,ప్రేం సింగ్ చందూమాజరా,प्रेम सिंह चन्दूमाजरा,प्रेमसिंह चंदुमाजरा,प्रेम सिंह चन्दूमाजरा,प्रेम सिंह चन्दूमाजरा,Prem Singh Chandumajra,Prem Singh Chandumajra,Prem Singh Chandumajra,Prem Singh Chandumajra,Prem Singh Chandumajra,,male,1950-01-01,Prem,,,प्रेमसिंह चंदुमाजरा,,,http://www.premsinghchandumajra.com,Prem Singh Chandumajra,Prem Singh Chandumajra,Prem Singh Chandumajra,Prem Singh Chandumajra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,premsinghchandumajra,,,
Q7273580,R. Dhruvanarayana,આર૰ ધ્રુવનારાયણરાવ,ఆర్. ధృవనారాయణ,आर. ध्रुवनारायणराव,आर. ध्रुवनारायणराव,आर. ध्रुवनारायणराव,आर. ध्रुवनारायणराव,,R. Dhruvanarayana,R. Dhruvanarayana,R. Dhruvanarayana,R. Dhruvanarayana,आर॰ ध्रुवनारायणराव,male,1961-07-31,R.,,,,,,,R. Dhruvanarayana,R. Dhruvanarayana,R. Dhruvanarayana,R. Dhruvanarayana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7280187,Radha Mohan Singh,રાધા મોહન સિંહ,రాధా మోహన్ సింగ్,राधा मोहन सिंह,राधा मोहन सिंह,राधा मोहन सिंह,राधा मोहन सिंह,Radha Mohan Singh,Radha Mohan Singh,Radha Mohan Singh,Radha Mohan Singh,Radha Mohan Singh,राधा मोहन सिंह,male,1949-09-01,Radha,,இராதா மோகன் சிங்,,இராதா மோகன் சிங்,https://upload.wikimedia.org/wikipedia/commons/a/a2/J0-rSod0.jpg,,Radha Mohan Singh,Radha Mohan Singh,Radha Mohan Singh,Radha Mohan Singh,,,,,,,,রাধামোহন সিং,,Category:Radha Mohan Singh,,,,,,,ਰਾਧਾ ਮੋਹਨ ਸਿੰਘ,ਰਾਧਾ ਮੋਹਨ ਸਿੰਘ,,,,,,,,,,,,,,,,,,Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,Radha-Mohan-Singh-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radhamohansingh,,,
Q7285963,Rajen Gohain,રાજેન ગોહેન,రాజెన్ గోహేన్,राजेन गोहेन,राजेन गोहेन,राजेन गोहेन,राजेन गोहेन,Rajen Gohain,Rajen Gohain,Rajen Gohain,Rajen Gohain,Rajen Gohain,राजेन गोहेन,male,1950-11-26,,,ராஜெந் கோஹேந்,,,,,Rajen Gohain,Rajen Gohain,Rajen Gohain,Rajen Gohain,,,,,,Rajen Gohain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajen Gohain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ৰাজেন গোঁহাই,ৰাজেন গোঁহাই (ৰাজনীতিক),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rajengohain,,,
Q7285976,Rajendra Agrawal,રાજેંદ્ર અગ્રવાલ,రాజేంద్ర అగ్రవాల్,राजेंद्र अग्रवाल,राजेंद्र अग्रवाल,राजेंद्र अग्रवाल,राजेंद्र अग्रवाल,Rajendra Agrawal,Rajendra Agrawal,Rajendra Agrawal,Rajendra Agrawal,Rajendra Agrawal,राजेंद्र अग्रवाल,male,1949-10-02,,,ராஜேந்திர அக்ரவால்,,ராஜேந்திர அக்ரவால்,,,Rajendra Agrawal,Rajendra Agrawal,Rajendra Agrawal,Rajendra Agrawal,,Rajendra Agrawal,,,,Rajendra Agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajendra Agrawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rajendraagrawal,,,
Q7286098,Rajesh Verma,રાજેશ વર્મા,రాజేష్ వర్మ,राजेश वर्मा,राजेश वर्मा,राजेश वर्मा,राजेश वर्मा,Rajesh Verma,Rajesh Verma,Rajesh Verma,Rajesh Verma,Rajesh Verma,राजेश वर्मा,male,1960-11-06,Rajesh,,,,,,,Rajesh Verma,Rajesh Verma,Rajesh Verma,Rajesh Verma,,,,,,Rajesh Verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajesh Verma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286246,Rajiv Satav,રાજીવ શંકરરાવ સાતવ,రాజీవ్ శంకర్ రావ్ సాతవ్,राजीव शंकरराव सातव,राजीव शंकरराव सातव,राजीव शंकरराव सातव,राजीव शंकरराव सातव,Rajiv Satav,Rajiv Satav,Rajiv Satav,Rajiv Satav,Rajiv Satav,राजीव शंकरराव सातव,male,1974-09-21,Rajiv,,ராஜீவ் சங்கர் ராவ்,राजीव शंकरराव सातव,ராஜீவ் சங்கர் ராவ்,,,Rajiv Satav,Rajiv Satav,Rajiv Satav,Rajiv Satav,ରାଜୀବ ଶଙ୍କରରାଓ ସାତଭ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajiv Satav,Rajiv Satav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7286475,Raju Shetti,રાજૂ શેટ્ટી,రాజు శెట్టి,राजू शेट्टी,राजू शेट्टी,राजू शेट्टी,राजू शेट्टी,Raju Shetti,Raju Shetti,Raju Shetti,Raju Shetti,Raju Shetti,राजू शेट्टी,male,1967-06-01,Raju,,தேவப்ப அன்னா செட்டி,राजू शेट्टी,தேவப்ப அன்னா செட்டி,,,Raju Shetti,Raju Shetti,Raju Shetti,Raju Shetti,ରାଜୁ ଶେଟ୍ଟୀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rajushetti,,,
Q7286629,Rakesh Singh,રાકેશ સિંહ,రాకేశ్ సింగ్,राकेश सिंह,राकेश सिंह,राकेश सिंह,राकेश सिंह,Rakesh Singh,Rakesh Singh,Rakesh Singh,Rakesh Singh,Rakesh Singh (politician),,male,1962-06-04,Rakesh,,,,,,,Rakesh Singh,Rakesh Singh,Rakesh Singh,Rakesh Singh,,,,,,Rakesh Singh,,রাকেশ সিং,,,,,,,,,,,,,,,,,,,,,,,,,,,,Singh,,,,,,,,,,,,Rakesh Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7288447,Ram Chandra Paswan,રામચન્દ્ર પાસવાન,రామ చంద్ర పాశ్వాన్,रामचन्द्र पासवान,रामचन्द्र पासवान,रामचन्द्र पासवान,रामचन्द्र पासवान,Ram Chandra Paswan,Ram Chandra Paswan,Ram Chandra Paswan,Ram Chandra Paswan,Ram Chandra Paswan,,male,1962-01-01,Ram,,ராம் சந்திர பஸ்வான்,,ராம் சந்திர பஸ்வான்,,,Ram Chandra Paswan,Ram Chandra Paswan,Ram Chandra Paswan,Ram Chandra Paswan,,,,,,Ram Chandra Paswan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ram Chandra Paswan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ramchandrapaswan,,,
Q7288501,Ram Kripal Yadav,રામકૃપાલ યાદવ,రామ్‍ క్రిపాల్ యాదవ్,रामकृपाल यादव,रामकृपाल यादव,रामकृपाल यादव,रामकृपाल यादव,Ram Kripal Yadav,Ram Kripal Yadav,Ram Kripal Yadav,Ram Kripal Yadav,Ram Kripal Yadav,रामकृपाल यादव,male,1957-10-12,Ram,,ராம் கிருபாள் யாதவ்,,ராம் கிருபாள் யாதவ்,,http://www.ramkripalyadav.in,Ram Kripal Yadav,Ram Kripal Yadav,Ram Kripal Yadav,Ram Kripal Yadav,,,,,,Ram Kripal Yadav,,রাম কৃপাল যাদব,,,,,,,,,,,,,,,,,,,,/m/0h7f_0,,,,,,,,,,,,,,,,,,,,Ram Kripal Yadav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ramkripalyadav,,,
Q7289353,Ramen Deka,રામેન ડેકા,రామెన్ డేకా,रामेन डेका,रामेन डेका,रामेन डेका,रामेन डेका,Ramen Deka,Ramen Deka,Ramen Deka,Ramen Deka,Ramen Deka,,male,1954-03-01,,,ராமெந் டேகா,,,,,Ramen Deka,Ramen Deka,Ramen Deka,Ramen Deka,,,,,,Ramen Deka,,রমেন ডেকা,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramen Deka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ৰমেন ডেকা,ৰমেন ডেকা,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ramendeka,,,
Q7289378,Ramesh Bais,રમેશ બૈસ,రమేశ్ బైస్,रमेश बैस,रमेश बैस,रमेश बैस,रमेश बैस,Ramesh Bais,Ramesh Bais,Ramesh Bais,Ramesh Bais,Ramesh Bais,रमेश बैस,male,1947-08-02,Ramesh,,ரமேஷ் பைஸ்,,ரமேஷ் பைஸ்,,,Ramesh Bais,Ramesh Bais,Ramesh Bais,Ramesh Bais,,Ramesh Bais,,,,Ramesh Bais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ramesh Bais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rameshbais,,,
