id,identifier__parldata,name,family_name,birth_date,honorific_prefix,email,image,source,term,party,party_id,start_date,end_date,sort_name
l001,550303f9273a39033bab36e3,Dr. Latorcai János,"","","",janos.latorcai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303f9273a39033bab36e3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l001,39,KDNP,KDNP,2010-05-20,2014-05-05,
h007,550303fa273a39033bab36e5,Harrach Péter,"","","",peter.harrach@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303fa273a39033bab36e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h007,39,KDNP,KDNP,2010-05-14,2014-05-05,
s051,550303bd273a39033bab34f1,Soltész Miklós,"","","",miklos.soltesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f1/image.81.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s051,38,KDNP,KDNP,2006-05-16,2010-05-13,
v018,550303bd273a39033bab34f3,Varju László,"","","",laszlo.varju@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f3/image.81.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v018,38,MSZP,MSZP,2006-05-16,2008-06-02,
m038,550303bd273a39033bab34f5,Dr. Molnár Csaba,Molnár,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303bd273a39033bab34f5/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m038,38,MSZP,MSZP,2006-05-16,2010-05-13,"Molnár, Csaba"
d003,550303be273a39033bab3503,Domokos László,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303be273a39033bab3503/image.11.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=d003,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
a302,550303c0273a39033bab3511,Dr. Áder János,Áder,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c0273a39033bab3511/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=a302,38,Fidesz,Fidesz,2006-05-16,2007-06-18,"Áder, János"
m017,550303c3273a39033bab3533,Dr. Matolcsy György,Matolcsy,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c3273a39033bab3533/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m017,38,Fidesz,Fidesz,2006-05-16,2010-05-13,"Matolcsy, György"
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-06-18,2010-05-13,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-06-11,2007-06-11,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-06-04,2007-06-04,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-05-29,2007-05-29,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-05-14,2007-05-14,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-05-07,2007-05-07,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-04-02,2007-04-02,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-03-12,2007-03-12,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-03-05,2007-03-05,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2007-02-12,2007-02-12,
m020,550303c4273a39033bab3535,Dr. Mikola István,"","","","",http://files.parldata.eu/hu/orszaggyules/people/550303c4273a39033bab3535/image.15.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m020,38,Fidesz,Fidesz,2006-11-27,2006-11-27,
p031,550303c7273a39033bab354f,Pelczné Dr. Gáll Ildikó,"","","","","",http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p031,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
u004,550303c7273a39033bab3551,Dr. Ujhelyi István,Ujhelyi,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c7273a39033bab3551/image.jpg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=u004,38,MSZP,MSZP,2006-05-16,2010-05-13,"Ujhelyi, István"
z004,550303c8273a39033bab3559,Zsigó Róbert,"","","",robert.zsigo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303c8273a39033bab3559/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=z004,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
v041,550303c8273a39033bab355b,Velez Árpád,"","","",velez.arpad@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303c8273a39033bab355b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v041,38,MSZP,MSZP,2009-04-14,2010-05-13,
b164,550303c9273a39033bab355d,Dr. Botka László,Botka,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b164,38,MSZP,MSZP,2006-05-16,2010-05-13,"Botka, László"
b164,550303c9273a39033bab355d,Dr. Botka László,Botka,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b164,38,MSZP,MSZP,2009-10-05,2009-10-06,"Botka, László"
b164,550303c9273a39033bab355d,Dr. Botka László,Botka,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b164,38,MSZP,MSZP,2007-03-12,2007-03-13,"Botka, László"
b164,550303c9273a39033bab355d,Dr. Botka László,Botka,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355d/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b164,38,MSZP,MSZP,2006-11-20,2006-11-21,"Botka, László"
r015,550303c9273a39033bab355f,Rácz Róbert,Rácz,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab355f/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r015,38,Fidesz,Fidesz,2006-05-16,2010-05-13,"Rácz, Róbert"
k382,550303c9273a39033bab3561,Kiss Péter,Kiss,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3561/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k382,38,MSZP,MSZP,2006-05-16,2010-05-13,"Kiss, Péter"
n026,550303c9273a39033bab3563,Dr. Navracsics Tibor,Navracsics,"",Dr.,"",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3563/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n026,38,Fidesz,Fidesz,2006-05-16,2010-05-13,"Navracsics, Tibor"
l008,550303c9273a39033bab3565,Lasztovicza Jenő,Lasztovicza,"","","",http://files.parldata.eu/hu/orszaggyules/people/550303c9273a39033bab3565/image.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l008,38,Fidesz,Fidesz,2006-05-16,2010-05-13,"Lasztovicza, Jenő"
z008,550303ca273a39033bab3567,Dr. Zombor Gábor,"","","",gabor.zombor@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ca273a39033bab3567/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=z008,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
v008,550303ca273a39033bab3569,Dr. Vitányi István,"","","",istvan.vitanyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ca273a39033bab3569/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v008,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
v038,550303cb273a39033bab3571,Vigh László,"","","",laszlo.vigh@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cb273a39033bab3571/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v038,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
v331,550303cc273a39033bab3581,Varga Mihály,"","","",mihaly.varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cc273a39033bab3581/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v331,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
t023,550303cd273a39033bab3583,Dr. Tilki Attila,"","","",attila.tilki@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3583/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t023,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
v021,550303cd273a39033bab3587,Varga József,"","","",Jozsef.Varga@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3587/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=v021,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
n004,550303cd273a39033bab3589,V. Németh Zsolt,"","","",zsolt.vnemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3589/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n004,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
n004,550303cd273a39033bab3589,V. Németh Zsolt,"","","",zsolt.vnemeth@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cd273a39033bab3589/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n004,38,Fidesz,Fidesz,2007-02-13,2007-02-13,
t021,550303ce273a39033bab358d,Tasó László,"","","",laszlo.taso@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303ce273a39033bab358d/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t021,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
t017,550303cf273a39033bab3595,Dr. Tiba István,"","","",istvan.tiba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3595/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t017,38,Fidesz,Fidesz,2008-10-13,2010-05-13,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,38,Fidesz,Fidesz,2009-05-25,2009-05-25,
t002,550303cf273a39033bab3599,Tállai András,"","","",andras.tallai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab3599/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t002,38,Fidesz,Fidesz,2009-02-17,2009-02-17,
s054,550303cf273a39033bab359b,Szijjártó Péter,"","","",peter.szijjarto@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303cf273a39033bab359b/image.80.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s054,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
r005,550303d0273a39033bab35a3,Révész Máriusz,"","","",mariusz.revesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r005,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
r005,550303d0273a39033bab35a3,Révész Máriusz,"","","",mariusz.revesz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=r005,38,Fidesz,Fidesz,2009-12-14,2009-12-14,
p032,550303d0273a39033bab35a5,Dr. Pesti Imre,"","","",imre.pesti@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d0273a39033bab35a5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p032,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
p009,550303d1273a39033bab35a7,Potápi Árpád János,"","","",arpad.potapi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35a7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p009,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
n018,550303d1273a39033bab35ab,Nyitrai Zsolt,"","","",zsolt.nyitrai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d1273a39033bab35ab/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=n018,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
s012,550303d2273a39033bab35b3,Dr. Simon Miklós,"","","",miklos.simon@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d2273a39033bab35b3/image.79.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s012,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
p012,550303d3273a39033bab35b7,Dr. Pósán László,"","","",laszlo.posan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35b7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=p012,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
o320,550303d3273a39033bab35bb,Orbán Viktor,"","","",viktor.orban@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d3273a39033bab35bb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=o320,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
m039,550303d4273a39033bab35bd,Dr. Molnár Ágnes,"","","",agnes.molnar@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35bd/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m039,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
l016,550303d4273a39033bab35bf,Lázár János,"","","",janos.lazar@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35bf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l016,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
l026,550303d4273a39033bab35c3,László Tamás,"","","",tamas.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l026,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
l026,550303d4273a39033bab35c3,László Tamás,"","","",tamas.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l026,38,Fidesz,Fidesz,2009-03-03,2009-03-03,
l026,550303d4273a39033bab35c3,László Tamás,"","","",tamas.laszlo@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=l026,38,Fidesz,Fidesz,2008-10-07,2008-10-07,
k029,550303d4273a39033bab35c5,Kontrát Károly,"","","",karoly.kontrat@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k029,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
k029,550303d4273a39033bab35c5,Kontrát Károly,"","","",karoly.kontrat@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d4273a39033bab35c5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k029,38,Fidesz,Fidesz,2007-10-25,2007-10-25,
k012,550303d5273a39033bab35c7,Dr. Kerényi János,"","","",janos.kerenyi@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k012,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h021,550303d5273a39033bab35c9,Hende Csaba,"","","",csaba.hende@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35c9/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h021,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
m014,550303d5273a39033bab35cb,Manninger Jenő,"","","",Jeno.Manninger@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d5273a39033bab35cb/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=m014,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h004,550303d6273a39033bab35cf,Halász János,"","","",janos.halasz@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35cf/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h004,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h042,550303d6273a39033bab35d1,Horváth István,"","","",istvan.horvath@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h042,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h038,550303d6273a39033bab35d3,Hirt Ferenc,"","","",ferenc.hirt@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h038,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h038,550303d6273a39033bab35d3,Hirt Ferenc,"","","",ferenc.hirt@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h038,38,Fidesz,Fidesz,2008-11-11,2008-11-11,
k072,550303d6273a39033bab35d5,Kubatov Gábor,"","","",gabor.kubatov@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=k072,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
h050,550303d6273a39033bab35d7,Dr. Hoppál Péter,"","","",peter.hoppal@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d6273a39033bab35d7/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h050,38,Fidesz,Fidesz,2009-03-30,2010-05-13,
h003,550303d7273a39033bab35db,Hadházy Sándor,"","","",sandor.hadhazy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35db/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=h003,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
g048,550303d7273a39033bab35dd,Gyopáros Alpár,"","","",alpar.gyoparos@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d7273a39033bab35dd/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=g048,38,Fidesz,Fidesz,2009-11-30,2010-05-13,
f002,550303d8273a39033bab35e1,Dr. Fazekas Sándor,"","","",sandor.fazekas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e1/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f002,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
f001,550303d8273a39033bab35e3,Farkas Sándor,"","","",sandor.farkas@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e3/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f001,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
f006,550303d8273a39033bab35e5,Dr. Fónagy János,"","","",janos.fonagy@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303d8273a39033bab35e5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=f006,38,Fidesz,Fidesz,2009-10-05,2009-10-05,
c025,550303da273a39033bab35f5,Dr. Czomba Sándor,"","","",sandor.czomba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303da273a39033bab35f5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c025,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
c025,550303da273a39033bab35f5,Dr. Czomba Sándor,"","","",sandor.czomba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303da273a39033bab35f5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c025,38,Fidesz,Fidesz,2009-12-07,2009-12-07,
c025,550303da273a39033bab35f5,Dr. Czomba Sándor,"","","",sandor.czomba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303da273a39033bab35f5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c025,38,Fidesz,Fidesz,2009-09-21,2009-09-21,
c025,550303da273a39033bab35f5,Dr. Czomba Sándor,"","","",sandor.czomba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303da273a39033bab35f5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c025,38,Fidesz,Fidesz,2009-05-12,2009-05-12,
c025,550303da273a39033bab35f5,Dr. Czomba Sándor,"","","",sandor.czomba@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303da273a39033bab35f5/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c025,38,Fidesz,Fidesz,2007-10-29,2007-10-29,
c003,550303db273a39033bab35ff,Czerván György,"","","",gyorgy.czervan@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303db273a39033bab35ff/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c003,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
c014,550303db273a39033bab3601,Cseresnyés Péter,"","","",peter.cseresnyes@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303db273a39033bab3601/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=c014,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
b053,550303dc273a39033bab3607,Bányai Gábor,"","","",banyai@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dc273a39033bab3607/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b053,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
b013,550303dc273a39033bab3609,Becsó Zsolt,"","","",zsolt.becso@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dc273a39033bab3609/image.77.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=b013,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
t004,550303dc273a39033bab360b,Dr. Turi-Kovács Béla,"","","",bela.turi.kovacs@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dc273a39033bab360b/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=t004,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
s070,550303dd273a39033bab360d,Szatmáry Kristóf,"","","",kristof.szatmary@parlament.hu,http://files.parldata.eu/hu/orszaggyules/people/550303dd273a39033bab360d/image.78.jpeg,http://www.parlament.hu/internet/cplsql/ogy_kpv.kepv_adat?p_azon=s070,38,Fidesz,Fidesz,2006-05-16,2010-05-13,
