id,name__hu,name__da,name__fo,name__is,name__sv,name__nb,name__en,name__fr,name__de,name__nds,name__nl,name,wikipedia__commons,wikipedia__da,wikipedia__de,wikipedia__en,wikipedia__fo,wikipedia__fr,wikipedia__hu,wikipedia__is,wikipedia__no,wikipedia__sv,image,gender,birth_date,original_wikiname,given_name,name__pl,name__es,name__zh_hant,name__zh_cn,wikipedia__es,wikipedia__pl,identifier__freebase,website,name__no,death_date,name__ja,wikipedia__ja,identifier__VIAF,name__nn,wikipedia__nn,identifier__GND,identifier__LCAuth,name__it,name__zh,name__eo,name__ru,name__fi,name__id,name__cs,name__el,name__gv,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__ru,wikipedia__zh,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__ISNI,identifier__BNF,name__cy,identifier__SUDOC,name__gl,wikipedia__ia,name__ia,name__af,name__an,name__ast,name__bar,name__bm,name__br,name__co,name__de_at,name__de_ch,name__en_ca,name__en_gb,name__et,name__eu,name__frc,name__frp,name__fur,name__ga,name__gd,name__gsw,name__hr,name__ie,name__io,name__jam,name__kab,name__kg,name__lb,name__li,name__lij,name__lv,name__min,name__ms,name__nap,name__nds_nl,name__nrm,name__oc,name__pap,name__pcd,name__pms,name__prg,name__pt,name__pt_br,name__rgn,name__rm,name__ro,name__sc,name__scn,name__sco,name__sk,name__sr_el,name__sw,name__vec,name__vi,name__vls,name__vmf,name__vo,name__wa,name__wo,name__zu,wikipedia__et,wikipedia__nowikiquote,wikipedia__ar,name__ar,identifier__google_knowledge,occupation,facebook,name__he,family_name,wikipedia__gl,name__ko,wikipedia__ko,name__sl,wikipedia__pt,identifier__NTA,name__aa,name__ak,name__aln,name__ang,name__arn,name__ay,name__bcl,name__bi,name__bjn,name__brh,name__bs,name__cbk_zam,name__cdo,name__ceb,name__ch,name__cho,name__chr,name__chy,name__cr,name__crh_latn,name__csb,name__diq,name__dsb,name__dtp,name__ee,name__eml,name__ext,name__ff,name__fit,name__fj,name__frr,name__fy,name__gag,name__gn,name__got,name__ha,name__hak,name__haw,name__hif_latn,name__ho,name__hsb,name__ht,name__hz,name__ig,name__ik,name__ike_latn,name__ilo,name__iu,name__jbo,name__jv,name__kaa,name__ki,name__kj,name__kk_latn,name__kk_tr,name__kl,name__kr,name__krj,name__ksh,name__ku,name__la,name__lad,name__lg,name__lmo,name__ln,name__loz,name__ltg,name__lus,name__lzz,name__map_bms,name__mi,name__mt,name__mus,name__mwl,name__na,name__nah,name__ng,name__nov,name__nso,name__nv,name__ny,name__om,name__pag,name__pam,name__pdc,name__pdt,name__pfl,name__pih,name__qu,name__qug,name__rif,name__rmy,name__rn,name__roa_tara,name__rup,name__ruq_latn,name__rw,name__sat,name__sdc,name__se,name__sei,name__sg,name__sgs,name__shi_latn,name__sli,name__sm,name__sma,name__sn,name__so,name__sq,name__srn,name__st,name__stq,name__szl,name__tet,name__tg_latn,name__tk,name__tl,name__tn,name__to,name__tpi,name__tru,name__ts,name__tt_latn,name__tum,name__ty,name__ug_latn,name__uz,name__ve,name__vep,name__vot,name__war,name__xh,name__yo,name__za,name__zea,name__ace,name__cu,name__hif,name__ku_latn,name__kw,name__lo,name__mh,name__mo,name__my,name__ss,name__su,name__tt,name__tw,identifier__GTAA,wikipedia__ast,wikipedia__hy,name__hy,twitter,linkedin,identifier__NKC
Q12004334,,,,,,Svenning Winther,,,,,,Svenning Winther,,,,,,,,,Sommer Winther,,,male,1937-11-28,Sommer Winther,,,,,,,,,,,2010-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12011415,,Álvur Zachariasen,,,,Álvur Zachariasen,Álvur Zachariasen,,,,Álvur Zachariasen,Álvur Zachariasen,,Álvur Zachariasen,,Álvur Zachariasen,,,,,Álvur Zachariasen,,,male,1931-06-05,Álvur Zachariasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teacher,,,Zachariasen,,,,Álvur Zachariasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1253548,Rósa Samuelsen,Rósa Samuelsen,Rósa Samuelsen,,,Rósa Samuelsen,Rósa Samuelsen,,,,Rósa Samuelsen,Rósa Samuelsen,Category:Rósa Samuelsen,Rósa Samuelsen,,,Rósa Samuelsen,,Rósa Samuelsen,,Rósa Samuelsen,,https://upload.wikimedia.org/wikipedia/commons/9/92/Rósa_Samuelsen_2012.jpg,female,1959-12-22,Rósa Samuelsen,Rósa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Rósa Samuelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1314456,Sámal Petur í Grund,Sámal Petur í Grund,Sámal Petur í Grund,,,Sámal Petur í Grund,Sámal Petur í Grund,,Sámal Petur í Grund,,Sámal Petur í Grund,Sámal Petur í Grund,,Sámal Petur í Grund,Sámal Petur í Grund,,Sámal Petur í Grund,,Sámal Petur í Grund,,Sámal Petur í Grund,,,male,1958-07-26,Sámal Petur í Grund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1414299,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,,Vilhelm Johannesen,,Vilhelm Johannesen,,,male,1942-08-04,Vilhelm Johannesen,Vilhelm,,,,,,,,,,,,,173246720,,,,,,,,Вилхелм Йоханнесен,,,,,,,,,,,,,,,,,,,,Vilhelm Johannesen,,,,,,,,,,0000 0001 2344 6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Vilhelm Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1416571,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Category:Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,,https://upload.wikimedia.org/wikipedia/commons/6/6e/PoulMichelsen-wcm-2.PNG,male,1944-07-22,Poul Michelsen,Poul,Poul Michelsen,Poul Michelsen,,,,,,,,,ポウル・ミケルセン,,,Poul Michelsen,,,,Poul Michelsen,保羅·米科爾森,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,,,,,,,,,,,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,,,,,,,,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,,بول ميكلسين,/g/120qk_7l,businessperson,,,,,,,Poul Michelsen,,,Poul Michelsen,,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,Poul Michelsen,,,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,,,,,
Q1417695,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,,,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,,Finnbogi Ísakson,Finnbogi Ísakson,,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,Finnbogi Ísakson,,,,Finnbogi Ísakson,,,male,1943-02-07,Finnbogi Ísakson,Finnbogi,,Finnbogi Ísakson,,,,,,,,2005-09-07,,,308740562,,,1051917034,,,,,,Finnbogi Ísakson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finnbogi Ísakson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/g/120scm_b,politician,,,,,,,Finnbogi Ísakson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1418272,,Finnur Helmsdal,,,,Finnur Helmsdal,Finnur Helmsdal,Finnur Helmsdal,Finnur Helmsdal,,Finnur Helmsdal,Finnur Helmsdal,,Finnur Helmsdal,Finnur Helmsdal,,,,,,Finnur Helmsdal,,,male,1952-04-20,Finnur Helmsdal,,,,,,,,,,,2008-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Finnur Helmsdal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1471768,Óluva Klettskarð,Óluva Klettskarð,Óluva Klettskarð,,,Óluva Klettskarð,Óluva Klettskarð,,Óluva Klettskarð,,Óluva Klettskarð,Óluva Klettskarð,,Óluva Klettskarð,Óluva Klettskarð,,Óluva Klettskarð,,Óluva Klettskarð,,Óluva Klettskarð,,,female,1965-06-24,Óluva Klettskarð,,Óluva Klettskarð,,,,,Óluva Klettskarð,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15633676,,Rigmor Dam,Rigmor Dam,,Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,,Rigmor Dam,Rigmor Dam,Category:Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,Rigmor Dam,,,,Rigmor Dam,Rigmor Dam,https://upload.wikimedia.org/wikipedia/commons/b/b1/Rigmor_Dam_240815.JPG,female,1971-12-18,Rigmor Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,journalist,,,,,,,Rigmor Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16167420,,Magni Arge,Magni Arge,,,Magni Arge,Magni Arge,,Magni Arge,,,Magni Arge,Category:Magni Arge,Magni Arge,Magni Arge,,Magni Arge,,,,Magni Arge,,,male,1959-12-15,Magni Arge,,,,,,,,,,,,,,,,,,,Magni Arge,,,,,,,,,,,,,,,,,,,,,,,Mangi Arge,,,,Magni Arge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Magni Arge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MagniArge,,
Q16188395,,,,,,Terje Davidsen,Terje Davidsen,,,,,Terje Davidsen,,,,,,,,,Terje Davidsen,,,male,1950-06-08,Terje Davidsen,Terje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16964224,,Edva Jacobsen,Edva Jacobsen,,,Edva Jacobsen,Edva Jacobsen,,,,,Edva Jacobsen,Category:Edva Jacobsen,Edva Jacobsen,,Edva Jacobsen,Edva Jacobsen,,,,Edva Jacobsen,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Edva_Jacobsen_2012.jpg,female,1964-08-31,Edva Jacobsen,,,,,,,,,,,,,,,,,,,Edva Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Edva Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16964316,,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Category:Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,,,,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,https://upload.wikimedia.org/wikipedia/commons/e/e2/Elsebeth_Mercedis_Gunnleygsdóttir_2015.JPG,female,1963-10-26,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth,Elsebeth Mercedis Gunnleygsdóttur,,,,,Elsebeth Mercedis Gunnleygsdóttur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elsebeth Mercedis Gunnleygsdóttur,Elsebeth Mercedis Gunnleygsdóttur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Elsebeth Mercedis Gunnleygsdóttur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16995924,,Janus Rein,Janus Rein,,,Janus Rein,,,,,,Janus Rein,Category:Janus Rein,Janus Rein,,,Janus Rein,,,,Janus Rein,,https://upload.wikimedia.org/wikipedia/commons/5/5d/Janus_Rein_2012.JPG,male,1974-05-29,Janus Rein,Janus,,,傑納斯·雷恩,杰納斯·雷恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aircraft pilot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16997199,,Eivin Jacobsen,Eivin Jacobsen,,,Eivin Jacobsen,,,,,,Eivin Jacobsen,Category:Eivin Jacobsen,Eivin Jacobsen,,,Eivin Jacobsen,,,,Eivin Jacobsen,,https://upload.wikimedia.org/wikipedia/commons/9/93/Eivin_Jacobsen_2012.JPG,male,1957-07-20,Eivin Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,firefighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16999100,,Reimund Langgaard,Reimund Langgaard,,,Reimund Langgaard,Reimund Langgaard,,,,,Reimund Langgaard,Category:Reimund Langgaard,Reimund Langgaard,,,Reimund Langgaard,,,,Reimund Langgaard,,https://upload.wikimedia.org/wikipedia/commons/e/e1/Reimund_Langgaard_2012.JPG,male,1977-07-26,Reimund Langgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17042071,,Kristianna Winther Poulsen,Kristianna Winther Poulsen,,,Kristianna Winther Poulsen,Kristianna Winther Poulsen,,,,,Kristianna Winther Poulsen,,Kristianna Winther Poulsen,,,Kristianna Winther Poulsen,,,,Kristianna Winther Poulsen,,,female,1969,Kristianna Winther Poulsen,Kristianna,Kristianna Winther Poulsen,,,,,Kristianna Winther Poulsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,Kristianna Winther Poulsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17097702,,,,,,Jákup Suni Joensen,,,,,,Jákup Suni Joensen,,,,,,,,,Jákup Suni Joensen,,,male,1958-09-28,Jákup Suni Joensen,Jákup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17097805,,,,,,Jógvan A. Johannessen,,,,,,Jógvan A. Johannessen,,,,,,,,,Jógvan A. Johannessen,,,male,1936-07-20,Jógvan A. Johannessen,Jógvan,,,,,,,,,,2007-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17097943,,,,,,Heini Johansen,,,,,,Heini Johansen,,,,,,,,,Heini Johansen,,,male,1934-01-17,Heini Johansen,Heini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17098051,,,,,,Karl Robert Johansen,,,,,,Karl Robert Johansen,,,,,,,,,Karl Robert Johansen,,,male,1943-08-30,Karl Robert Johansen,Karl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sailor,,,Johansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
