id,name__ta,name__en,name,wikipedia__en,wikipedia__ta,gender,original_wikiname,given_name,name__nl,name__de,name__fr,name__si,wikipedia__si,birth_date,name__it,name__hi,name__es,wikipedia__hi,identifier__VIAF,image,identifier__ISNI,identifier__BNF,identifier__SUDOC,name__ru,wikipedia__de,wikipedia__fr,name__mr,name__te,name__bn,name__kn,wikipedia__bn,wikipedia__kn,wikipedia__mr,wikipedia__te,name__lb,name__zh,name__jv,name__pl,name__he,name__ko,name__oc,name__yo,name__ms,name__gl,name__et,name__id,name__ml,name__ja,name__el,name__sv,name__pt,name__eo,name__tr,name__ca,name__fi,name__mg,name__nn,name__cs,name__bg,name__io,name__fa,name__ka,name__lt,name__da,name__nb,name__eu,name__pam,name__ar,name__uk,name__be,name__ne,wikipedia__ar,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__da,wikipedia__el,wikipedia__enwikinews,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__gl,wikipedia__he,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__ja,wikipedia__jv,wikipedia__ka,wikipedia__ko,wikipedia__lb,wikipedia__lt,wikipedia__mg,wikipedia__ml,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pl,wikipedia__pt,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__tr,wikipedia__uk,wikipedia__yo,wikipedia__zh,identifier__GND,identifier__LCAuth,identifier__freebase,name__hif,wikipedia__hif,name__zh_hans,name__zh_hant,name__zh_hk,name__mk,name__la,wikipedia__la,wikipedia__vi,name__vi,website,wikipedia__pa,identifier__GNC,name__pa,wikipedia__commons,death_date,name__hu,identifier__FAST,last_seen,identifier__GTAA,name__zh_cn,wikipedia__plwikiquote,family_name,occupation,identifier__nyt_topic,wikipedia__trwikinews,identifier__quora,identifier__persee,identifier__NNDB
Q2903801,பிமல் இரத்நாயக்க,Bimal Rathnayaka,Bimal Rathnayaka,Bimal Rathnayake,பிமல் இரத்நாயக்க,male,Bimal Rathnayaka,,Bimal Rathnayaka,Bimal Rathnayaka,Bimal Rathnayaka,,,1973-03-28,,,,,,,,,,,,Bimal Rathnayaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q3285700,மங்கள சமரவீர,Mangala Samaraweera,Mangala Samaraweera,Mangala Samaraweera,மங்கள சமரவீர,male,Mangala Samaraweera,,Mangala Samaraweera,Mangala Samaraweera,Mangala Samaraweera,මංගල සමරවීර,මංගල සමරවීර,1956-04-21,,,Mangala Samaraweera,,,https://upload.wikimedia.org/wikipedia/commons/8/88/Mangala_Samaraweera.jpg,,,,,,Mangala Samaraweera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangala Samaraweera,,,,,,,politician,,,,,
Q3522572,அர்ஜுன றணதுங்க,Arjuna Ranatunga,Arjuna Ranatunga,Arjuna Ranatunga,அர்ஜுன றணதுங்க,male,Arjuna Ranatunga,,Arjuna Ranatunga,Arjuna Ranatunga,Arjuna Ranatunga,අර්ජුන රණතුංග,අර්ජුන රණතුංග,1963-12-01,,arjuna ranatunga,Arjuna Ranatunga,,,,,,,,,,अर्जुन रणतुंगा,అర్జున రణతుంగ,অর্জুনা রানাতুঙ্গা,ಅರ್ಜುನ ರಣತುಂಗ,অর্জুনা রানাতুঙ্গা,ಅರ್ಜುನ ರಣತುಂಗ,अर्जुन रणतुंगा,అర్జున రణతుంగ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna Ranatunga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna Ranatunga,,,,,,,cricketer,,,Arjuna-Ranatunga,,
Q3529157,காமினி ஜயவிக்கிரம பெரேரா,Gamini Jayawickrama Perera,Gamini Jayawickrama Perera,Gamini Jayawickrama Perera,காமினி ஜயவிக்கிரம பெரேரா,male,Gamini Jayawickrama Perera,,Gamini Jayawickrama Perera,Gamini Jayawickrama Perera,Gamini Jayawickrama Perera,ගාමිණී ජයවික් රම පෙරේරා,ගාමිණී ජයවික්‍රම පෙරේරා,1941-01-29,,,Gamini Jayawickrama Perera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamini Jayawickrama Perera,,,,,,,politician,,,,,
Q3529190,சமல் ராஜபக்ச,Chamal Rajapaksa,Chamal Rajapaksa,Chamal Rajapaksa,சமல் ராஜபக்ச,male,Chamal Rajapaksa,,Chamal Rajapaksa,Chamal Rajapaksa,Chamal Rajapaksa,චමල් රාජපක්ෂ,චමල් රාජපක්ෂ,1942-10-30,,,Chamal Rajapaksa,,308697873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,チャマル・ラージャパクサ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamal Rajapaksa,,,,,,,politician,,,,,
Q3529195,பியங்கரா ஜயரத்ன,Piyankara Jayaratne,Piyankara Jayaratne,Piyankara Jayaratne,பியங்கரா ஜயரத்ன,male,Piyankara Jayaratne,,Piyankara Jayaratne,Piyankara Jayaratne,Piyankara Jayaratne,ප් රියංකර ජයරත්න,ප්‍රියංකර ජයරත්න,1964-09-27,,,Piyankara Jayaratne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piyankara Jayaratne,,,,,,,politician,,,,,
Q3529279,நிமல் சிரிபால டி சில்வா,Nimal Siripala de Silva,Nimal Siripala de Silva,Nimal Siripala de Silva,நிமல் சிரிபால டி சில்வா,male,Nimal Siripala de Silva,,Nimal Siripala de Silva,Nimal Siripala de Silva,Nimal Siripala de Silva,නිමල් සිරිපාල ද සිල්වා,නිමල් සිරිපාල ද සිල්වා,1944-09-06,,,Nimal Siripala de Silva,,,,,,,,,,,,,,,,,,,N·西里帕拉·德席爾瓦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimal Siripala de Silva,,,,,,,politician,,,,,
Q3529294,அனுர பிரியதர்சன யாப்பா,Anura Priyadharshana Yapa,Anura Priyadharshana Yapa,Anura Priyadharshana Yapa,அனுர பிரியதர்சன யாப்பா,male,Anura Priyadharshana Yapa,,Anura Priyadharshana Yapa,Anura Priyadharshana Yapa,Anura Priyadharshana Yapa,අනුර ප් රියදර්ශන යාපා,අනුර ප්‍රියදර්ශන යාපා,1959-01-18,,,Anura Priyadharshana Yapa,,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Anura_Priyadharshana_Yapa.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anura Priyadharshana Yapa,,,,,,,politician,,,,,
Q3536605,டக்ளஸ் தேவானந்தா,Douglas Devananda,Douglas Devananda,Douglas Devananda,டக்ளஸ் தேவானந்தா,male,Douglas Devananda,Douglas,Douglas Devananda,,Douglas Devananda,ඩග්ලස් දේවානන්දා,ඩග්ලස් දේවානන්දා,1957-11-10,,डगलस देवानंद,Douglas Devananda,डगलस देवानंद,24084325,https://upload.wikimedia.org/wikipedia/commons/9/97/Douglas_Devananda_2014.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,ダグラス・デバナンダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Douglas Devananda,,Douglas Devananda,,,,,,,politician,,,,,
Q369958,கரு ஜயசூரிய,Karu Jayasuriya,Karu Jayasuriya,Karu Jayasuriya,கரு ஜயசூரிய,male,Karu Jayasuriya,,Karu Jayasuriya,Karu Jayasuriya,Karu Jayasuriya,කරු ජයසූරිය,කරු ජයසූරිය,1940-09-29,,,Karu Jayasuriya,,,https://upload.wikimedia.org/wikipedia/commons/1/1a/Karu_Jayasuriya.jpg,,,,,Karu Jayasuriya,Karu Jayasuriya,,,,,,,,,,卡魯·賈亞蘇里亞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/m/09qrh6,,,,,,,,,,,http://www.parliament.lk/en/members-of-parliament/directory-of-members/viewMember/101,,,,,,Karu Jayasuriya,,,,,,,diplomat,,,,,
Q4375826,லக்ஷ்மன் யாப்பா அபேவர்தன,Lakshman Yapa Abeywardena,Lakshman Yapa Abeywardena,Lakshman Yapa Abeywardena,லக்ஷ்மன் யாப்பா அபேவர்தன,male,Lakshman Yapa Abeywardena,,Lakshman Yapa Abeywardena,Lakshman Yapa Abeywardena,Lakshman Yapa Abeywardena,ලක්ෂ්මන් යාපා අබේවර්ධන,ලක්ෂ්මන් යාපා අබේවර්ධන,1955-06-07,,,Lakshman Yapa Abeywardena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lakshman Yapa Abeywardena,,,,,,,politician,,,,,
Q4647665,ஏ. டி. சம்பிக்க பிரேமதாஸ,A. D. Champika Premadasa,A. D. Champika Premadasa,Champika Premadasa,ஏ. டி. சம்பிக்க பிரேமதாஸ,male,A. D. Champika Premadasa,A.,Champika Premadasa,,Abathenna Devayalage Champika Premadasa,,,1948-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4647836,ஏ. எச். எம். பௌசி,A. H. M. Fowzie,A. H. M. Fowzie,A. H. M. Fowzie,ஏ. எச். எம். பௌசி,male,A. H. M. Fowzie,A.,A. H. M. Fowzie,,,,,1937-10-13,,,,,,https://upload.wikimedia.org/wikipedia/commons/6/6f/A._H._M._Fowzie.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q469019,,Wimal Weerawansa,Wimal Weerawansa,Wimal Weerawansa,,male,Wimal Weerawansa,,Wimal Weerawansa,Wimal Weerawansa,Wimal Weerawansa,විමල් වීරවංශ,විමල් වීරවංශ,1970-03-07,,,Wimal Weerawansa,,21561959,https://upload.wikimedia.org/wikipedia/commons/0/00/Wimal_Weerawansa.jpg,,,,,Wimal Weerawansa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ويمال ويراوانسا,,,,ويمال ويراوانسا,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2005206869,/m/06w5723,,,,,,,,,,,,,,,Category:Wimal Weerawansa,,Wimal Weerawansa,,,,,,,politician,,,Wimal-Weerawansa,,
Q4699823,அஜித் பெரேரா,Ajith Perera,Ajith Perera,Ajith Perera,அஜித் பெரேரா,male,Ajith Perera,,Ajith Perera,Ajith Perera,Ajith Perera,,,1967-12-02,,,,,,https://upload.wikimedia.org/wikipedia/commons/5/5c/Ajith_Perera.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4701001,அகில விராஜ் காரியவசம்,Akila Viraj Kariyawasam,Akila Viraj Kariyawasam,Akila Viraj Kariyawasam,அகில விராஜ் காரியவசம்,male,Akila Viraj Kariyawasam,,Akila Viraj Kariyawasam,Akila Viraj Kariyawasam,Akila Viraj Kariyawasam,අකිල විරාජ් කාරියවසම්,අකිල විරාජ් කාරියවසම්,1973-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4724647,அமீர் அலி,Ali Ameer,Ali Ameer,Ali Ameer,அமீர் அலி,male,Ameer Ali (politician),Ali,Ali Ameer,Ali Ameer,Ali Ameer,,,1961-12-20,Ali Ameer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4769914,அனோமா கமகே,Anoma Gamage,Anoma Gamage,Anoma Gamage,அனோமா கமகே,female,Anoma Gamage,,Anoma Gamage,Anoma Gamage,,අනෝමා ගමගේ,අනෝමා ගමගේ,,,,,,,https://upload.wikimedia.org/wikipedia/commons/f/fb/Anoma_Gamage.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4777855,அனுர குமார திசாநாயக்க,Anura Kumara Dissanayaka,Anura Kumara Dissanayaka,Anura Kumara Dissanayaka,அனுர குமார திசாநாயக்க,male,Anura Kumara Dissanayaka,,Anura Kumara Dissanayaka,Anura Kumara Dissanayaka,Anura Kumara Dissanayaka,අනුර කුමාර දිසානායක,අනුර කුමාර දිසානායක,1968-11-24,,,,,,https://upload.wikimedia.org/wikipedia/commons/d/d1/AnuraKumara.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4802068,ஆறுமுகன் தொண்டமான்,Arumugam Thondaman,Arumugam Thondaman,Arumugam Thondaman,ஆறுமுகன் தொண்டமான்,male,Arumugan Thondaman,,Arumugam Thondaman,Arumugam Thondaman,Arumugam Thondaman,,,1964-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アルムガム・トンダマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4815695,அதுரலிய ரதன தேரர்,Athuraliye Rathana Thero,Athuraliye Rathana Thero,Athuraliye Rathana Thero,அதுரலிய ரத்தன தேரர்,male,Athuraliye Rathana Thero,,Athuraliye Rathana Thero,Athuraliye Rathana Thero,,අතුරලියේ රතන හිමි,අතුරලියේ රතන හිමි,,,,,,,https://upload.wikimedia.org/wikipedia/commons/e/ed/Athuraliye_Rathana_Thero.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q4984196,புத்திக பத்திரன,Buddhika Pathirana,Buddhika Pathirana,Buddhika Pathirana,புத்திக பத்திரன,male,Buddhika Pathirana,,Buddhika Pathirana,Buddhika Pathirana,Buddhika Pathirana,,,1974-03-17,,,Buddhika Pathirana,,,https://upload.wikimedia.org/wikipedia/commons/a/aa/Buddhika_Pathirana.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buddhika Pathirana,,,,,,,politician,,,,,
Q5049419,பைசல் காசிம்,Cassim Faizal,Cassim Faizal,Cassim Faizal,பைசல் காசிம்,male,Cassim Faizal,,Cassim Faizal,Cassim Faizal,Cassim Faizal,,,1957-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5069953,சம்பிக்க ரணவக்க,Champika Ranawaka,Champika Ranawaka,Champika Ranawaka,சம்பிக்க ரணவக்க,male,Champika Ranawaka,,Champika Ranawaka,Champika Ranawaka,Champika Ranawaka,චම්පික රණවක,චම්පික රණවක,1965-08-04,,,,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Champika_Ranawaka.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5071087,,Chandima Weerakkody,Chandima Weerakkody,Chandima Weerakkody,,male,Chandima Weerakkody,,Chandima Weerakkody,Chandima Weerakkody,Chandima Weerakkody,චන්දිම වීරක්කොඩි,චන්දිම වීරක්කොඩි,1968-05-23,,,Chandima Weerakkody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandima Weerakkody,,,,,,,politician,,,,,
Q5071426,சந்திராணி பண்டார ஜயசிங்க,Chandrani Bandara Jayasinghe,Chandrani Bandara Jayasinghe,Chandrani Bandara Jayasinghe,சந்திராணி பண்டார ஜயசிங்க,female,Chandrani Bandara Jayasinghe,,Chandrani Bandara Jayasinghe,Chandrani Bandara Jayasinghe,Chandrani Bandara Jayasinghe,,,1962-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5071469,சந்திரஸ்ரீ கஜதீரா,Chandrasiri Gajadeera,Chandrasiri Gajadeera,Chandrasiri Gajadeera,சந்திரஸ்ரீ கஜதீரா,male,Chandrasiri Gajadeera,,Chandrasiri Gajadeera,Chandrasiri Gajadeera,Chandrasiri Gajadeera,,,1946-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5203729,தே. ம. சுவாமிநாதன்,D. M. Swaminathan,D. M. Swaminathan,D. M. Swaminathan,தே. ம. சுவாமிநாதன்,male,D. M. Swaminathan,D.,D. M. Swaminathan,,,,,1945-04-30,,,D. M. Swaminathan,,,https://upload.wikimedia.org/wikipedia/commons/4/41/D._M._Swaminathan.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. M. Swaminathan,,,,,,,politician,,,,,
Q5243072,தயசிரி ஜயசேகர,Dayasiri Jayasekara,Dayasiri Jayasekara,Dayasiri Jayasekara,தயசிரி ஜயசேகர,male,Dayasiri Jayasekara,,Dayasiri Jayasekara,Dayasiri Jayasekara,Dayasiri Jayasekara,දයාසිරි ජයසේකර,දයාසිරි ජයසේකර,1969-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5276665,டிலான் பெரேரா,Dilan Perera,Dilan Perera,Dilan Perera,டிலான் பெரேரா,male,Dilan Perera,Dilan,Dilan Perera,Dilan Perera,Dilan Perera,ඩිලාන් පෙරේරා,ඩිලාන් පෙරේරා,1962-04-19,,,Dilan Perera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dilan Perera,,,,,,,politician,,,,,
Q5276822,,Dilip Wedaarachchi,Dilip Wedaarachchi,Dilip Wedaarachchi,,male,Dilip Wedaarachchi,,Dilip Wedaarachchi,Dilip Wedaarachchi,Dilip Wedaarachchi,,,1957-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5278077,தினேஷ் குணவர்தன,Dinesh Gunawardena,Dinesh Gunawardena,Dinesh Gunawardena,தினேஷ் குணவர்தன,male,Dinesh Gunawardena,,Dinesh Gunawardena,Dinesh Gunawardena,Dinesh Gunawardena,,,1949-03-02,,,Dinesh Gunawardena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dinesh Gunawardena,,,,,,,politician,,,,,
Q5313444,டளஸ் அளகப்பெரும,Dullas Alahapperuma,Dullas Alahapperuma,Dullas Alahapperuma,டளஸ் அளகப்பெரும,male,Dullas Alahapperuma,,Dullas Alahapperuma,Dullas Alahapperuma,Dullas Alahapperuma,,,1959-05-14,,,Dullas Alahapperuma,,,https://upload.wikimedia.org/wikipedia/commons/a/a5/Dullas_Alahapperuma_GloCha-Klagenfurt-2014_9799-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dullas Alahapperuma,,,,,,,politician,,,,,
Q5315031,தினேஷ் கன்கந்த,Dunesh Gankanda,Dunesh Gankanda,Dunesh Gankanda,தினேஷ் கன்கந்த,male,Dunesh Gankanda,,Dunesh Gankanda,Dunesh Gankanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5343207,,Edward Gunasekara,Edward Gunasekara,Edward Gunasekara,,male,Edward Gunasekara,Edward,Edward Gunasekara,Edward Gunasekara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5384869,,Eran Wickramaratne,Eran Wickramaratne,Eran Wickramaratne,,male,Eran Wickremaratne,,Eran Wickramaratne,Eran Wickramaratne,,,,,,,Eran Wickramaratne,,,https://upload.wikimedia.org/wikipedia/commons/c/cd/Eran_Wickramaratne.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eran Wickramaratne,,,,,,,politician,,,,,
Q5431107,பைசர் முஸ்தபா,Faiszer Musthapha,Faiszer Musthapha,Faiszer Musthapha,பைசர் முஸ்தபா,male,Faiszer Musthapha,,Faiszer Musthapha,Faiszer Musthapha,Faiszer Musthapha,,,1969-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5520215,காமினி லொகுகே,Gamini Lokuge,Gamini Lokuge,Gamini Lokuge,காமினி லொகுகே,male,Gamini Lokuge,,Gamini Lokuge,Gamini Lokuge,Gamini Lokuge,,,1948-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
Q5528711,கயந்த கருணாதிலக்க,Gayantha Karunathilaka,Gayantha Karunathilaka,Gayantha Karunathilaka,கயந்த கருணாதிலக்க,male,Gayantha Karunatileka,,Gayantha Karunathilaka,Gayantha Karunathilaka,Gayantha Karunathilaka,ගයන්ත කරුණාතිලක,ගයන්ත කරුණාතිලක,1962-08-21,,,Gayantha Karunathilaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gayantha Karunathilaka,,,,,,,politician,,,,,
Q5529975,,Geetha Kumarasinghe,Geetha Kumarasinghe,Geetha Kumarasinghe,,female,Geetha Kumarasinghe,,Geetha Kumarasinghe,Geetha Kumarasinghe,Geetha Kumarasinghe,,,1955-07-05,Geetha Kumarasinghe,,Geetha Kumarasinghe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actor,,,,,
Q5628404,எச். எம். எம். ஹரீஸ்,H. M. M. Harees,H. M. M. Harees,H. M. M. Harees,எச். எம். எம். ஹரீஸ்,male,H. M. M. Harees,H.,H. M. M. Harees,,,,,1971-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,politician,,,,,
